sl_20_86400_20290509 Coordinates.csv
2029/05/09 07:47:00.0000 UTC

Generated: Tue Oct  8 21:46:22 2024,
Start: 2029/05/09 07:47:00.00, Stop: 2029/05/10 07:47:00.00,
TIME_UNITS,STARLINK-30968 - X-Coordinate,STARLINK-6036 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-30113 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-4579 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-1053 - X-Coordinate,STARLINK-2252 - X-Coordinate,STARLINK-1708 - X-Coordinate,STARLINK-4706 - X-Coordinate,STARLINK-2307 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-5352 - X-Coordinate,STARLINK-30090 - X-Coordinate,STARLINK-30786 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-6036 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-30113 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-4579 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-1053 - Y-Coordinate,STARLINK-2252 - Y-Coordinate,STARLINK-1708 - Y-Coordinate,STARLINK-4706 - Y-Coordinate,STARLINK-2307 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-5352 - Y-Coordinate,STARLINK-30090 - Y-Coordinate,STARLINK-30786 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-6036 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-30113 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-4579 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-1053 - Z-Coordinate,STARLINK-2252 - Z-Coordinate,STARLINK-1708 - Z-Coordinate,STARLINK-4706 - Z-Coordinate,STARLINK-2307 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-5352 - Z-Coordinate,STARLINK-30090 - Z-Coordinate,STARLINK-30786 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-4877.3805,3898.2254,-4183.1136,1667.0985,-5468.5034,1357.6435,-3334.2212,-5005.0645,-2137.0835,6425.8683,1741.8554,4804.3189,5522.7959,2507.6932,-5899.7967,4489.9766,0.0000,5887.0006,3494.1453,-2817.4656,165480.3440,175244.8860,176924.3115,177536.9698,174751.7953,174904.5249,167359.5088,170804.8855,-65568890.6927,-65555615.2972,-65544922.6254,-65570664.7322,171679.8958,-65561165.0782,-3448.4047,-1340.9701,-2720.7369,5780.9119,3256.4315,-5607.1681,3454.7988,1052.6677,-3567.6873,-1869.0254,-3966.6362,195.6826,1194.6206,6182.3153,-1637.4563,-4427.9140,0.0000,1526.4013,4613.3210,6022.0265,-369270.3852,-347010.1120,-366916.0586,-369041.9773,-360332.2362,-361782.9662,-362361.1616,-364603.9799,99045597.2817,99106656.8675,99080373.0286,99060953.9321,-364098.9708,99064481.1430,3526.1200,5565.9029,4643.5592,3125.0876,2678.1376,3814.0219,-4943.5424,4587.5878,5514.1473,-1708.7623,-5399.9055,-4891.3932,3944.8634,-1695.1462,3209.0973,-2866.6645,0.0000,2876.3476,3834.7344,1113.9777,54937.7826,52507.5527,51021.1763,58087.1142,54066.9034,43942.8216,50463.3512,51050.7837,7022515.6517,7030227.5035,7032548.0232,7012872.1978,52534.1856,7021469.1177,
36000.000,6749.2200,576.8461,3946.9864,-4517.6501,1953.4486,-1303.4762,2078.3311,5660.5850,5660.7782,-5463.3103,2575.6611,-6140.4953,-3347.0210,-3809.8994,6871.0184,-2894.2219,0.0000,-6348.4067,-2476.0648,-617.8568,253461.1064,257562.5117,262324.7022,263553.5722,262229.6904,261592.5345,253189.7501,258370.7284,-89057228.8401,-89056059.1836,-89039557.6077,-89057810.8470,257735.2282,-89050680.6169,1599.1506,2825.4661,-2117.7409,-2114.2405,-4712.2422,715.5580,-6392.3617,-3825.8840,1607.4894,3247.6807,4451.8983,2764.2342,2474.9355,-5002.9218,-729.7686,6248.4589,0.0000,621.2444,-729.4457,-4500.9271,-318245.8103,-290771.9447,-313075.9076,-313495.4971,-304916.1230,-306326.2473,-307393.0255,-308699.7591,78665135.9783,78727761.3311,78705960.0437,78673967.1936,-309009.4531,78684047.4962,-237.9296,-6308.6228,-5152.4906,-4603.2394,-4664.3594,-6763.8185,1488.7261,-799.8913,-3641.3347,-2701.8912,4616.8130,1271.1533,-5504.5541,-2803.3878,294.5723,-739.7830,0.0000,2145.3774,-6452.3120,-4985.2165,56780.3121,53580.9609,53545.3165,58580.7596,57433.9471,46573.6086,48793.6761,55563.3480,7022952.0280,7025217.5420,7026686.1388,7013300.5179,53905.5305,7018846.4421,
39600.000,-6102.5920,-3787.3252,-3228.5392,6039.9401,2109.8094,-1975.9120,-321.8095,-3713.9821,-6894.3766,1848.2339,-5309.7336,4579.0070,1068.3389,4094.4479,-5120.7485,35.3083,0.0000,2745.7473,2409.2516,4805.5143,326523.9479,322843.4438,330664.6653,332472.4034,332312.4166,331234.4779,323046.9637,326581.0234,-106458182.6254,-106469296.6607,-106448803.7793,-106453801.3504,327110.3233,-106452661.7493,809.7192,-4818.4254,5735.7640,-1974.4887,5456.1551,3673.6200,6222.6537,4571.7627,6.4228,-3934.1888,-4325.0878,-3950.2877,-5859.8033,1161.3805,2909.6938,-5735.8062,0.0000,-3120.8504,-3824.6783,1342.9457,-245979.4786,-215675.2919,-238982.7742,-238071.7903,-229616.8187,-230839.4192,-232676.8813,-234341.8777,52879659.2382,52940186.4102,52923506.5486,52885312.9352,-234052.7437,52898079.5458,-3211.5711,3227.5783,1790.2511,2366.4640,3666.4888,5509.0720,2924.4815,-3556.7749,-540.3985,5354.3597,-984.5531,3218.2889,3465.6541,5397.1628,-3632.3144,3870.3844,0.0000,-5300.0856,5263.1618,4524.7019,58460.0866,54653.6022,56161.8895,58618.4684,60150.0997,49909.5434,48053.1011,53595.0454,7023104.4643,7020149.1948,7020551.9214,7014941.9915,55272.7718,7016205.7131,
43200.000,3543.9568,4272.7376,1329.0077,-4782.3518,-4879.2224,5445.9047,-2448.4049,-466.3833,5073.3726,2524.0210,5546.8482,-370.2947,650.3880,-4123.7454,1541.5832,3538.9056,0.0000,1905.7646,-2943.5047,-6618.9185,379391.0580,366943.2264,377499.4214,379546.9630,380844.5124,379138.4225,372004.8078,375887.7602,-116575481.9089,-116597861.1480,-116574899.0326,-116565671.5895,375347.8601,-116570601.7172,-3633.0945,5164.8308,-6034.3103,4475.9403,-4878.7462,-4178.9980,-3470.6873,-4106.3372,-1751.0865,4490.6884,2511.1316,4128.3879,6818.7809,3314.6751,-4848.2081,3746.1047,0.0000,5234.5509,6211.3522,1274.1986,-156886.8806,-126649.8420,-149509.4211,-147676.1754,-139228.7164,-140642.1133,-142672.1139,-144082.2492,23452673.1650,23507575.3916,23496004.4852,23460542.6026,-144079.0231,23470225.7065,4724.7833,1769.8466,2885.0727,1756.6976,-350.3553,-898.4068,-5426.8877,5486.7677,4351.4095,-4603.4242,-3292.4085,-5465.0188,799.9422,-4407.0425,4676.6392,-4630.6397,0.0000,3769.5684,-1018.1180,-168.7573,60026.6849,55727.8455,58535.9718,58148.2554,62334.4070,54051.4724,48088.4445,58366.9172,7022792.0588,7015039.3036,7014263.3948,7016841.3466,56635.8037,7013546.9203,
46800.000,-484.9105,-3044.6984,2110.7106,718.6034,5637.8932,-5220.2794,5359.2002,4685.1887,-1418.4278,-5306.1393,-4058.9633,-4082.7959,-2342.6803,3501.2088,2080.2225,-6303.2788,0.0000,-4456.3732,2286.8640,4164.0234,408171.3983,387093.0281,399851.0739,400943.6130,404859.5693,401836.4746,396667.0082,398766.8465,-118711166.1635,-118742739.1967,-118718341.5063,-118700075.9148,399358.1431,-118706404.8077,6016.4407,-2439.3343,3562.5659,-5044.3356,2385.0738,1431.6421,128.5710,3376.3117,4000.5648,-4325.6416,1064.3525,-3935.4806,-4604.4832,-5907.8006,5972.3403,-1350.7599,0.0000,-4932.8108,-5304.3086,-3031.5148,-56654.2895,-29491.9072,-50533.9604,-47861.6566,-39618.7483,-42713.3067,-43109.1240,-44861.1998,-7601698.9985,-7555417.9970,-7562263.3627,-7586756.6295,-44902.2113,-7585150.0221,-3430.7272,-5733.1651,-5428.3333,-4484.0050,-3208.3486,-4315.8076,4312.7870,-3742.1439,-5466.3551,882.0590,5489.2638,3840.9123,-4574.5591,442.8881,-2805.7427,2521.4618,0.0000,1057.9607,-3860.4598,-4354.2148,61507.0905,56805.6886,60396.4988,57251.7205,64059.1562,58938.1055,48801.9635,56324.2770,7021862.8438,7009902.8518,7007934.6687,7017322.5386,57994.5206,7010870.0533,
50400.000,-2040.4315,2123.5686,-5576.3218,3974.0087,-4817.5065,699.0966,-6527.9216,-6507.6319,-1947.7457,5503.0808,2289.7158,6167.5975,4293.5153,-1341.6910,-4406.7535,6770.6950,0.0000,4389.8350,575.1084,885.6371,410607.0015,382068.9372,396389.1299,394999.1157,402904.8535,397105.8678,395298.5201,398453.6736,-112713709.2167,-112751618.7406,-112726288.0584,-112708799.4311,397616.9965,-112708546.5217,-6633.8831,-2192.0644,-461.0757,4154.5944,1511.3046,843.9323,2166.1528,-2156.5380,-5841.1917,2434.7472,-4923.0648,2954.3455,620.1339,5579.5330,-5265.5726,-907.2752,0.0000,1153.1480,2513.6463,4320.8134,48176.2183,69509.3034,51498.2385,57148.1843,62732.9647,54871.5368,59531.0777,56875.8331,-38156538.3704,-38121043.0322,-38123596.6183,-38135356.1938,57076.1891,-38140852.6534,69.3612,6214.2215,3895.4896,3591.7454,4706.0576,6821.1416,-367.0941,-553.4712,3136.8351,3377.0143,-4293.2779,465.0533,5350.5541,3788.1578,-842.3191,1125.2221,0.0000,-4976.5214,6439.8648,5089.6364,62917.8464,57888.9345,61608.8815,58337.8073,65360.9785,61009.8055,50145.2958,60955.1845,7020203.6274,7004753.4105,7001681.3498,7013136.9105,59348.8175,7008175.1017,
54000.000,3764.6055,-2279.4156,6578.5333,-6453.3811,3251.9627,4615.9360,4627.0113,5232.9945,3706.2242,-3983.6861,-765.2146,-5191.6965,-5703.8221,-2349.0896,5156.2602,-4628.6775,0.0000,-3050.9877,-4519.4627,-4801.3737,386229.9131,352261.8190,367466.3078,366482.4537,375180.3869,368543.1178,367932.1869,369275.6630,-98988753.9980,-99029697.6758,-99003515.2755,-98990143.8799,370262.3714,-98982807.8812,4790.5913,5834.8958,-1730.4658,-2083.6337,-5176.7639,-11.9991,-3351.5142,-242.7727,5727.8570,1272.0436,6864.4140,-312.7210,2814.5409,-3395.9421,2372.8651,3129.4418,0.0000,3965.7012,-223.3389,-4510.4941,150663.8980,163974.6496,150024.9314,158336.9205,161159.0950,150952.7363,158495.6935,155393.6455,-66117763.0012,-66094210.8884,-66092659.3821,-66099889.3031,155280.7450,-66102561.1439,3314.4632,-2979.5960,524.6313,172.0842,-3223.4689,-5163.7459,-3851.5051,4446.3869,1128.3305,-5498.9799,395.8571,-4470.6793,-2674.6933,-5511.2673,3943.1154,-4096.4806,0.0000,4493.5129,-5275.6797,-1441.8656,64269.9245,58979.3174,62211.0475,62232.0671,66251.0037,58626.8635,52107.5751,59240.1989,7017747.3227,6999603.4955,6995626.1466,7003479.0282,60698.5893,7005462.0551,
57600.000,-4953.7384,2251.9763,-3948.7857,5488.4538,-1200.3630,-6353.6632,-428.2898,-2275.2491,-4149.9577,2158.3187,-949.3122,2552.4301,5031.7842,5811.9410,-4869.6788,1018.0103,0.0000,1283.4186,6854.4357,5350.5222,336403.9589,299644.0295,315035.6153,314971.0621,323544.6900,317486.6673,316383.3727,320368.1714,-78471697.7600,-78512286.5897,-78485154.9167,-78469973.3285,319083.5527,-78464824.4579,-1125.9733,-6215.9942,3170.5327,-1176.5470,6796.0283,-2722.2940,4120.0334,3659.8882,-2898.3304,-5125.7424,-5749.5945,-3500.1345,-4374.3156,1038.0349,1765.9812,-5133.0660,0.0000,-6608.8098,-496.7854,2185.2774,243951.1039,247841.4107,238780.6071,247863.6306,249224.1147,238834.1802,247232.3696,243384.0859,-89567610.3136,-89556113.2334,-89550183.3124,-89556791.3875,243386.4760,-89552373.4952,-4733.8414,-2083.7116,-4578.6314,-3815.1924,-329.8585,280.1349,5491.1069,-5365.9105,-4718.1306,4080.6834,3717.6567,5301.8527,-1768.9535,3526.5614,-4588.2543,4525.9781,0.0000,-76.9477,989.3959,-3475.4369,65571.0144,60078.6045,62403.2489,65572.6550,66718.3036,56931.2613,54712.3247,63344.1828,7014477.2922,6994464.8622,6989905.0357,6995050.3044,62043.7316,7002730.9032,
61200.000,5466.8879,-414.2599,-732.1380,-2193.7974,-1395.1219,3520.7158,-3680.5846,-464.3694,4143.5790,-602.0408,3336.7634,-82.9961,-1772.8133,-6795.6834,3840.7648,2333.6674,0.0000,1326.7935,-5750.3998,-3344.7452,264242.8593,227635.8168,242488.2092,242945.6935,251399.8144,246045.2830,244172.4115,246025.7176,-52563975.2082,-52601057.8305,-52573035.0742,-52553970.1048,247403.8032,-52556307.0449,-2695.4668,3674.9919,-4358.7811,4688.9535,-5689.0888,3613.6788,-4642.1804,-6327.3990,-1466.2493,6878.5772,2465.5669,6414.7468,4358.0334,732.7270,-5249.8941,6146.0638,0.0000,4895.8195,605.3652,2322.3491,321740.3674,315747.1775,312152.4312,320909.8315,321105.8051,311657.4722,319836.8152,315474.3698,-106896147.3631,-106895854.7674,-106884738.0974,-106887450.2656,315726.5490,-106880353.5528,3311.5099,5855.4775,5188.0424,4374.5888,3653.6878,4727.5433,-3519.0731,2645.0658,5327.7461,-73.5843,-5541.9913,-2422.4671,5032.4586,790.7443,2343.4390,-2181.0051,0.0000,-4430.7733,3842.2821,5364.0271,66826.7277,61188.6906,62494.3666,68261.7291,66729.0645,56164.0933,58021.5992,62318.3581,7010428.4245,6989348.7555,6984674.2481,6990371.6544,63384.1399,6999981.6356,
64800.000,-4707.0350,-3196.1550,4451.0515,-1299.6351,4292.4678,742.1093,5593.0501,2187.4981,-3935.1885,-1233.4299,-5629.8166,-1708.8269,-2703.2171,4504.9550,-1909.1855,-4380.8465,0.0000,-4434.0336,1896.8786,868.3525,174407.6408,140880.5532,154442.5618,154990.3701,163443.1897,158471.3630,156410.8917,161375.4242,-23037370.8315,-23068286.2682,-23039953.3111,-23019989.6217,159864.1644,-23029281.6298,5099.0074,-576.9400,4794.4068,-6503.4668,2751.0154,-549.3769,3936.4138,6255.0709,5047.6051,-5488.0723,968.3894,-6268.1738,-3848.0526,-2427.1577,6506.7181,-5142.8639,0.0000,-630.4846,-1745.3780,-6148.3338,378734.9388,363367.0671,365483.7372,373133.0525,371871.1752,364308.0182,371432.4879,368242.9358,-116911796.0232,-116921068.9298,-116903525.8578,-116899187.5653,367656.9829,-116895057.0335,72.9699,-6129.3782,-1945.1966,-1433.5127,-4667.2767,-6863.8956,-812.1895,1833.6729,-2629.3186,-4008.6448,3892.9052,-2191.9675,-5051.0055,-4608.0726,1353.1708,-1528.3736,0.0000,5015.7674,-6453.7611,-2632.6924,68041.2861,62311.6978,62819.1036,70418.3511,66231.3258,56172.1812,62136.2456,65568.9287,7005684.8741,6984266.1281,6980117.8957,6988642.8956,64719.7104,6997214.2419,
68400.000,2163.8184,6302.3198,-5397.8365,3742.3602,-6340.8998,-2422.6550,-4998.1549,-3447.8900,2704.7318,3642.0298,6208.4475,3304.7624,5900.7503,-400.5324,-1107.6482,5064.9793,0.0000,5959.1938,2033.0516,1291.7798,72795.7863,44943.6318,56492.8131,56815.4732,65074.8086,60340.6400,59923.6312,60712.3367,8087116.5073,8064375.9286,8091593.9299,8107274.8545,62122.5084,8095109.3062,-5634.4121,-1024.6751,-3120.3768,4987.2833,463.8704,-4413.3561,-1192.3149,-3071.3432,-6121.9168,2014.2753,-3046.6705,2927.2020,3097.5409,4336.7069,-5371.7237,1984.2282,0.0000,-2893.5321,4044.4690,6168.5507,411012.3870,387683.1879,395339.5024,401333.8585,397452.0856,393156.0276,398323.2434,394950.1142,-118923285.6675,-118939920.5697,-118914586.8057,-118903239.8044,395854.8746,-118905449.1314,-3432.8551,2686.5580,-2778.5646,-2678.5514,2694.8355,4734.9726,4575.3753,-5102.8165,-1746.4137,5498.5722,154.0483,5233.4676,1763.6912,5317.7766,-4219.3855,4275.6130,0.0000,-1208.4002,5257.6035,-2398.6404,69217.9416,63450.0946,63648.2570,72114.8090,65306.8651,56857.7963,66994.8012,65510.1846,7000374.6111,6979227.8399,6976454.6985,6988929.5359,66050.3394,6994428.7119,
72000.000,1629.4901,-6415.2663,4074.9173,-4913.5068,6208.5320,746.1046,3223.4810,4607.5428,134.9626,-5793.1789,-4004.7649,-4856.4956,-6197.8310,-3067.8882,4464.9649,-4893.7552,0.0000,-3779.4186,-3794.6557,-3424.8535,-33857.3373,-54045.4437,-45095.5191,-45192.1063,-39574.3437,-41957.8881,-37304.7683,-38238.7253,38677583.8464,38664298.1969,38687953.8422,38694698.8717,-39512.6109,38684954.7041,4806.8171,1181.0729,-829.9048,-672.4783,-2865.6208,6875.9219,-2942.4754,-1372.1848,4768.7464,1401.0788,3844.2504,1477.1956,-1458.1167,-5634.5648,2869.8406,2160.1551,0.0000,4180.4579,-5732.7493,-2278.7731,416304.9758,387169.7247,399736.5966,403794.7732,395912.1168,396201.7867,398028.7791,399806.1107,-112787392.2062,-112808855.6076,-112774755.0311,-112760272.3753,398530.9886,-112768581.7532,4724.6260,2345.7770,5399.1538,4619.0074,976.6053,272.1699,-5333.2753,4907.6032,4996.2116,-3492.5567,-4135.7193,-4612.5707,2642.4017,-2496.6779,4425.7447,-4402.5976,0.0000,-3687.0210,-1008.8652,5332.2975,70359.2473,64606.8520,65116.1179,73387.7348,66365.6027,58172.5871,69036.1244,67679.3424,6994661.1321,6974244.8461,6973938.4815,6990419.2259,67375.9237,6991625.0353,
75600.000,-5152.8649,3115.0794,-2146.8496,4786.5493,-3494.9079,1361.3492,-1473.8628,-4972.0328,-3906.2115,5975.9090,-182.2692,5198.9358,4051.3615,4535.4186,-6654.7863,3950.2591,0.0000,-1282.1136,3355.2271,5100.5081,-138437.7526,-149784.8235,-143756.7051,-144389.0974,-141529.9729,-141694.7835,-134154.0273,-139460.5043,66637249.2018,66633969.1260,66650686.0200,66646832.5645,-138489.5780,66643602.1273,-3368.7978,-1559.2883,5090.5905,-3866.3204,4381.8636,-4410.7173,6226.6935,4535.2801,-2481.4559,-3369.9740,-4159.5726,-4407.6743,-1581.8081,4767.0583,-244.4160,-5392.8952,0.0000,-3916.4882,4695.6658,-2446.2690,394166.7354,361882.4742,378318.1057,380436.0452,371750.0774,373198.7884,373842.4479,374070.4569,-98919158.2134,-98942801.8581,-98900033.4676,-98889416.1397,375543.1125,-98899741.3145,-3209.3196,-5996.5170,-4009.9533,-2862.6680,-4044.6276,-5160.4608,2536.3095,-1427.7240,-5145.9967,-775.7906,5514.1285,717.8573,-5358.0363,-2024.6072,-1874.1605,1799.8433,0.0000,5312.9924,-3868.0603,-3673.4325,71467.2423,65785.6618,67184.4534,74248.2603,70230.5980,60105.6960,66623.7432,68749.2859,6988732.8721,6969328.3833,6972837.8942,6992151.9177,68696.3603,6988803.2016,
79200.000,6778.2074,1350.8086,319.5443,-2837.4543,-634.8469,-608.6338,-160.7021,3257.7667,6581.7168,-3347.3995,4128.2887,-3072.6332,-1224.0220,-4348.5613,6343.5022,-1937.5427,0.0000,5610.2164,-2447.8447,-4509.6186,-233941.3016,-236201.0578,-233058.6267,-234293.2644,-232896.2030,-232270.8438,-223877.4082,-227805.4470,90048189.8156,90054783.5716,90060785.4282,90049943.8133,-228436.4376,90053362.0607,1476.0225,3164.6915,-6804.5045,6042.6121,-5176.9793,-901.6271,-6611.2760,-5239.8564,502.6519,3995.2719,4326.5643,4910.6258,5008.7152,-1303.4781,-2030.8779,6369.7735,0.0000,2942.4094,-799.0960,4870.3132,346014.8861,313447.7766,332432.3629,332839.1565,324271.4309,325685.9033,326825.6945,330089.7026,-78263855.8824,-78287096.8203,-78237581.3260,-78238863.0343,328403.0088,-78244347.7920,-241.5280,6007.7549,-400.6821,-1213.2074,4521.0599,6822.0701,1914.3131,-3044.6900,2050.4089,4518.8905,-3484.3767,3655.6642,4569.3748,5161.3179,-1871.5581,1894.7858,0.0000,-2285.6657,6441.2925,-1185.0057,72543.5840,66991.2653,69652.7260,74685.4616,73540.9767,62680.6549,64898.4605,69735.3380,6982790.9996,6964490.1609,6973363.7892,6992433.9076,70011.5466,6985963.2008,
82800.000,-5885.9665,-4145.7093,1787.3233,-897.4810,4203.0360,-2895.7642,2331.9507,580.0551,-6433.6510,-1043.8471,-5891.7863,-1211.0638,-905.1746,3656.0794,-3525.3664,-1249.3632,0.0000,-6083.2178,2529.6129,762.0340,-313957.4032,-307833.6562,-307165.2492,-308967.7475,-308735.7916,-307667.7130,-299496.6944,-303846.1191,107302935.3347,107318661.9674,107310885.6604,107303410.2433,-303571.4144,107307039.9654,1003.0037,-5003.7730,4812.0192,-5165.5354,5052.7539,4573.6448,3973.9189,4160.7647,1055.2086,-4189.5272,-3551.4100,-3946.1626,-6787.2897,-3212.3045,3968.2542,-5170.8642,0.0000,-787.8180,-3759.6544,-4452.1758,275041.9670,244952.1990,265077.7572,264149.5817,255696.4646,256927.2805,258835.5249,258546.3351,-52232577.4291,-52253041.2270,-52201014.8230,-52217705.0765,260176.6792,-52213506.3973,3528.8476,-2427.3162,4485.1497,4295.2413,-2134.9567,-4320.0902,-5124.2561,5434.8470,2299.4363,-5393.2820,-745.2679,-5477.9794,-836.1265,-4871.6347,4424.9850,-4438.7265,0.0000,-2778.3145,-5270.1472,4996.2642,73589.6529,68229.9742,72211.8090,74665.5329,76199.2307,65959.5273,64100.9578,71960.9317,6977036.3883,6959742.5659,6975503.9074,6987995.3356,71321.3804,6983105.0225,
86400.000,3258.6318,4201.2122,-4316.0104,4929.3230,-5814.2287,5586.5161,-4808.7690,-4761.3477,3493.0657,4787.7097,5158.8581,5307.9405,2388.8622,-2715.7313,-380.3639,4680.4358,0.0000,2989.6225,-3120.2915,4197.5933,-373114.4281,-360179.6859,-361269.6546,-363303.9641,-364530.1474,-362835.1377,-355719.9431,-359167.4941,117214878.4563,117238471.9662,117216122.6631,117221689.2235,-359074.7607,117218274.6417,-3909.6712,4835.9671,-712.9119,2497.8357,-3360.0020,-3984.3449,-161.5935,-2677.8443,-2869.8907,4108.0936,1040.8146,2654.5213,5463.6984,6186.9512,-5470.0832,2840.6212,0.0000,-2723.1614,6124.7298,2753.5123,186004.0487,160740.6220,180697.2626,178845.3770,170387.3473,171814.9725,173905.8732,176896.4213,-22605836.1925,-22621471.7263,-22573121.6281,-22594628.5681,175284.5420,-22587605.2718,-4723.5692,-2649.7617,-5241.7069,-3940.2830,-1630.1464,-891.3806,4916.5898,-4185.2434,-5239.4603,2794.8015,4479.4546,3420.2438,-3470.5971,1298.8277,-4220.7564,4230.9284,0.0000,5371.9313,980.0499,-4505.0013,74606.6450,69510.5509,74526.8049,74136.5386,78324.4376,70043.1614,64078.0604,71801.2227,6971656.6073,6955098.8900,6978800.3811,6978141.3552,72625.7596,6980228.6564,
