sl_100_86400_20291122 Coordinates.csv
2029/11/22 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:49 2024,
Start: 2029/11/22 07:47:00.00, Stop: 2029/11/23 07:47:00.00,
TIME_UNITS,STARLINK-30807 - X-Coordinate,STARLINK-30971 - X-Coordinate,STARLINK-32092 - X-Coordinate,STARLINK-5073 - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-11208 [DTC] - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-1721 - X-Coordinate,STARLINK-30956 - X-Coordinate,STARLINK-3798 - X-Coordinate,STARLINK-1701 - X-Coordinate,STARLINK-5367 - X-Coordinate,STARLINK-31233 - X-Coordinate,STARLINK-4168 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-1723 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-31234 - X-Coordinate,STARLINK-31732 - X-Coordinate,STARLINK-2317 - X-Coordinate,STARLINK-3932 - X-Coordinate,STARLINK-5192 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-31188 - X-Coordinate,STARLINK-5566 - X-Coordinate,STARLINK-2421 - X-Coordinate,STARLINK-3726 - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-32028 - X-Coordinate,STARLINK-30935 - X-Coordinate,STARLINK-3616 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-2045 - X-Coordinate,STARLINK-5821 - X-Coordinate,STARLINK-5669 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-4388 - X-Coordinate,STARLINK-5897 - X-Coordinate,STARLINK-2642 - X-Coordinate,STARLINK-4283 - X-Coordinate,STARLINK-11077 [DTC] - X-Coordinate,STARLINK-4775 - X-Coordinate,STARLINK-2371 - X-Coordinate,STARLINK-30431 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-4013 - X-Coordinate,STARLINK-3618 - X-Coordinate,STARLINK-4018 - X-Coordinate,STARLINK-30609 - X-Coordinate,STARLINK-31447 - X-Coordinate,STARLINK-30762 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-31201 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-5671 - X-Coordinate,STARLINK-3996 - X-Coordinate,STARLINK-1318 - X-Coordinate,STARLINK-31400 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-31343 - X-Coordinate,STARLINK-31642 - X-Coordinate,STARLINK-30187 - X-Coordinate,STARLINK-31973 - X-Coordinate,STARLINK-4519 - X-Coordinate,STARLINK-32080 - X-Coordinate,STARLINK-1134 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-2251 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-31223 - X-Coordinate,STARLINK-2526 - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-1015 - X-Coordinate,STARLINK-5633 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-3963 - X-Coordinate,STARLINK-2388 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-31409 - X-Coordinate,STARLINK-5980 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-4364 - X-Coordinate,STARLINK-31635 - X-Coordinate,STARLINK-5265 - X-Coordinate,STARLINK-3934 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-30460 - X-Coordinate,STARLINK-3644 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-1255 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-3622 - X-Coordinate,STARLINK-1283 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-30971 - Y-Coordinate,STARLINK-32092 - Y-Coordinate,STARLINK-5073 - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-11208 [DTC] - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-1721 - Y-Coordinate,STARLINK-30956 - Y-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-1701 - Y-Coordinate,STARLINK-5367 - Y-Coordinate,STARLINK-31233 - Y-Coordinate,STARLINK-4168 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-1723 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-31234 - Y-Coordinate,STARLINK-31732 - Y-Coordinate,STARLINK-2317 - Y-Coordinate,STARLINK-3932 - Y-Coordinate,STARLINK-5192 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-31188 - Y-Coordinate,STARLINK-5566 - Y-Coordinate,STARLINK-2421 - Y-Coordinate,STARLINK-3726 - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-32028 - Y-Coordinate,STARLINK-30935 - Y-Coordinate,STARLINK-3616 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-2045 - Y-Coordinate,STARLINK-5821 - Y-Coordinate,STARLINK-5669 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-4388 - Y-Coordinate,STARLINK-5897 - Y-Coordinate,STARLINK-2642 - Y-Coordinate,STARLINK-4283 - Y-Coordinate,STARLINK-11077 [DTC] - Y-Coordinate,STARLINK-4775 - Y-Coordinate,STARLINK-2371 - Y-Coordinate,STARLINK-30431 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-4013 - Y-Coordinate,STARLINK-3618 - Y-Coordinate,STARLINK-4018 - Y-Coordinate,STARLINK-30609 - Y-Coordinate,STARLINK-31447 - Y-Coordinate,STARLINK-30762 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-31201 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-5671 - Y-Coordinate,STARLINK-3996 - Y-Coordinate,STARLINK-1318 - Y-Coordinate,STARLINK-31400 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-31343 - Y-Coordinate,STARLINK-31642 - Y-Coordinate,STARLINK-30187 - Y-Coordinate,STARLINK-31973 - Y-Coordinate,STARLINK-4519 - Y-Coordinate,STARLINK-32080 - Y-Coordinate,STARLINK-1134 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-2251 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-31223 - Y-Coordinate,STARLINK-2526 - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-1015 - Y-Coordinate,STARLINK-5633 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-3963 - Y-Coordinate,STARLINK-2388 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-31409 - Y-Coordinate,STARLINK-5980 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-31635 - Y-Coordinate,STARLINK-5265 - Y-Coordinate,STARLINK-3934 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-30460 - Y-Coordinate,STARLINK-3644 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-1255 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-3622 - Y-Coordinate,STARLINK-1283 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-30971 - Z-Coordinate,STARLINK-32092 - Z-Coordinate,STARLINK-5073 - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-11208 [DTC] - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-1721 - Z-Coordinate,STARLINK-30956 - Z-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-1701 - Z-Coordinate,STARLINK-5367 - Z-Coordinate,STARLINK-31233 - Z-Coordinate,STARLINK-4168 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-1723 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-31234 - Z-Coordinate,STARLINK-31732 - Z-Coordinate,STARLINK-2317 - Z-Coordinate,STARLINK-3932 - Z-Coordinate,STARLINK-5192 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-31188 - Z-Coordinate,STARLINK-5566 - Z-Coordinate,STARLINK-2421 - Z-Coordinate,STARLINK-3726 - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-32028 - Z-Coordinate,STARLINK-30935 - Z-Coordinate,STARLINK-3616 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-2045 - Z-Coordinate,STARLINK-5821 - Z-Coordinate,STARLINK-5669 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-4388 - Z-Coordinate,STARLINK-5897 - Z-Coordinate,STARLINK-2642 - Z-Coordinate,STARLINK-4283 - Z-Coordinate,STARLINK-11077 [DTC] - Z-Coordinate,STARLINK-4775 - Z-Coordinate,STARLINK-2371 - Z-Coordinate,STARLINK-30431 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-4013 - Z-Coordinate,STARLINK-3618 - Z-Coordinate,STARLINK-4018 - Z-Coordinate,STARLINK-30609 - Z-Coordinate,STARLINK-31447 - Z-Coordinate,STARLINK-30762 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-31201 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-5671 - Z-Coordinate,STARLINK-3996 - Z-Coordinate,STARLINK-1318 - Z-Coordinate,STARLINK-31400 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-31343 - Z-Coordinate,STARLINK-31642 - Z-Coordinate,STARLINK-30187 - Z-Coordinate,STARLINK-31973 - Z-Coordinate,STARLINK-4519 - Z-Coordinate,STARLINK-32080 - Z-Coordinate,STARLINK-1134 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-2251 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-31223 - Z-Coordinate,STARLINK-2526 - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-1015 - Z-Coordinate,STARLINK-5633 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-3963 - Z-Coordinate,STARLINK-2388 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-31409 - Z-Coordinate,STARLINK-5980 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-31635 - Z-Coordinate,STARLINK-5265 - Z-Coordinate,STARLINK-3934 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-30460 - Z-Coordinate,STARLINK-3644 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-1255 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-3622 - Z-Coordinate,STARLINK-1283 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4728.6512,-3789.4699,5728.2508,2001.7209,-4745.7327,0.0000,4082.6940,0.0000,6285.4553,-1988.4088,1208.2482,6619.8034,-4367.5953,-6164.6352,-702.4690,858.7200,4826.3779,-505.5614,-4306.4765,4866.8095,-3870.8523,1836.4138,6315.5475,-3316.4889,-6473.2644,-5394.0039,-1271.0466,1372.8521,1520.4167,5824.4301,6469.9550,-201.3703,-4485.0848,1189.1898,4913.5312,4089.3266,-6550.8820,5150.0893,-672.9268,-1576.1005,-4782.2667,-1616.3796,-3008.2665,3986.3249,-4903.2686,1873.2633,-5180.0068,0.0000,3956.5782,-325.5800,-3148.9110,1483.5195,-4083.8257,-5811.1334,5597.1417,4644.7954,-2660.9759,-3618.4697,-2479.0576,-4554.2271,254.1626,916.9470,5150.9879,-4792.9589,-2681.0416,5108.7963,3887.5642,-4184.7166,3761.7216,-3470.5520,5103.4552,-4912.5801,5852.3803,-6762.8896,-5815.7955,-2537.4194,-5546.5767,2924.9366,-4160.2951,5240.7308,1257.7653,-3730.1878,2216.9720,-3099.0747,4912.6093,-5910.3611,4428.3213,-2914.6844,5651.3408,6646.1556,-4547.2080,-3477.3816,2732.3605,-4304.5268,-6823.6931,-573.3568,5149.3933,-3026.9621,-794.3708,-6347.5249,107663.8881,99498.3620,110192.3031,112674.8253,112520.4106,110715.9550,104482.8485,107413.1499,76427393.4020,76410769.5706,76429267.9062,76423320.1262,108056.6471,76423572.2851,-2897.2151,3435.1377,2213.9526,-6445.9539,4114.3842,0.0000,-3802.3441,0.0000,2316.1778,-3654.6139,-4046.7544,1596.7430,-2755.0012,992.0172,-4742.5208,-4858.0964,2962.4408,-5558.3869,-3315.0546,-4607.9253,1372.5601,-3971.9096,1916.9839,2367.1390,1539.3022,-661.4318,4358.8449,-6287.4420,-3950.7840,3348.0092,-1862.0821,4133.9702,-4442.1316,4199.4317,2582.8550,3086.3854,1353.2537,-4604.0926,2699.4453,4559.7278,2203.1814,-5263.6840,-2927.7098,1605.3518,3626.1940,-6585.9689,-2236.5911,0.0000,1173.9648,-6248.1134,-4129.2792,-6755.8957,-4388.5529,-3450.0604,3818.2746,-2254.5724,-3269.4518,5789.2008,-3963.9689,1412.7373,-6795.2987,-6649.7371,-3596.8612,4868.9793,-4323.8254,2150.8236,-5440.4819,3019.4117,-1893.4199,-2205.5883,-1984.1531,2494.4908,2421.3206,598.2403,3031.9450,-5433.4678,-12.9820,-674.5496,-920.8472,1603.8041,-6750.5771,3756.1872,-3623.6694,-4219.8173,1073.8770,-2996.1039,3113.8111,1120.5078,-3371.6230,1933.3028,-929.6411,2359.6508,-4517.9670,-3923.4734,-780.9295,4526.2927,2832.3397,-3551.7987,-4219.7313,1975.2806,-359105.1440,-350730.6489,-358702.4222,-355908.5465,-347357.2623,-349175.9622,-352602.0292,-353705.4468,252232385.0959,252221198.9033,252201851.2986,252204543.2369,-353386.3122,252215308.2445,4151.2076,4579.8654,2996.5833,-1559.0982,2892.4028,0.0000,3799.0602,0.0000,1894.9256,-5512.6099,-5467.9409,-256.0239,-4442.6672,-2866.5017,4918.0194,4833.0089,3943.7643,-3922.4230,-4101.3390,-32.1684,5376.6075,-5342.7554,-2030.5396,-5396.5415,212.9087,-4280.5986,5170.0844,1973.4508,5131.3505,-1559.5831,-1558.6360,-5524.3962,2547.0616,-5344.7856,4138.4786,-4612.0866,-1600.8348,-35.4235,6360.5917,4861.7167,4427.3363,3750.7055,-5393.9566,-4990.4767,3087.1180,901.2278,-3910.3264,0.0000,5493.9319,2957.5306,-4558.1643,-350.4899,3269.9986,-964.4357,-1463.0014,-4469.9017,-5470.0117,1014.9230,-5057.5056,4919.8005,-304.2257,1596.6986,-2714.0454,98.6522,-4739.9214,-4015.4885,-1589.5192,4430.9138,-5222.4260,-5485.2459,-4190.5057,-4008.8594,2781.3805,-1059.4112,2231.9788,-3472.7561,-4141.0225,6228.5787,5340.7558,4168.3712,787.5480,-4429.2706,-5401.4042,-4508.2279,-4673.4372,2036.0924,4299.7742,-6180.1531,1757.6152,148.0694,4986.0592,5196.9175,-4344.3609,3731.2774,39.8263,5174.7504,-3393.0795,-5037.1785,5396.5031,-1365.2610,162335.6186,161929.4884,162774.5064,161429.6958,166229.4586,158649.4002,151896.8837,158930.5512,-117527688.1392,-117493739.4960,-117518830.3826,-117524268.7131,160559.3256,-117517144.8579,
3600.000,-1280.1812,1295.1777,-6778.7395,-486.3668,1036.6583,0.0000,925.7305,0.0000,-5346.4024,5653.1425,3100.6840,-5697.8724,3829.4623,2827.4073,4246.9061,3199.3141,-6683.1318,3862.2261,6722.6881,-1577.0267,1437.5331,941.1858,-6466.0889,-79.0702,3342.7809,4166.5750,-1548.6280,817.0057,2223.8685,-6054.5064,-3794.0587,-3909.3080,4996.2539,-4887.5353,-5036.2760,-5708.5987,3680.8156,-4519.5631,-1548.8725,-815.8046,4838.5172,4313.8965,6263.6895,-6183.8651,3997.3146,484.9305,3654.1725,0.0000,-5280.5652,2664.2961,5827.0580,1085.6143,6313.6860,6121.0058,-5028.6481,-3086.2515,6020.1751,1240.0276,4717.6920,4832.3796,2471.7667,714.1645,-1177.2606,2067.9283,5719.3777,-4666.7786,-2118.0278,2037.1384,-2383.2824,5651.6606,-5274.1604,463.5886,-4947.3557,5584.5232,5006.3217,4630.5804,6589.6386,-4994.2857,5740.0821,-3442.6602,1478.6889,2874.9915,2120.2372,5743.7373,-5138.3020,4080.3377,-6698.5820,-1915.4212,-1952.5058,-5078.2535,6359.6402,-901.8313,1930.9521,5116.3662,5366.7530,-3662.3514,-6555.9655,4670.9303,4533.2848,3012.5881,196981.0321,182099.0986,193443.1306,194360.2105,197340.0996,194604.5673,189855.2740,193690.6397,8517140.5745,8494905.5478,8523593.5015,8519181.3697,192998.1429,8513013.8881,5109.9655,-6348.9937,324.7784,4019.8379,-4176.1048,0.0000,4049.7896,0.0000,748.3089,1997.0786,4451.8155,1344.7885,-2090.8122,-3124.0262,1791.8580,3152.0110,-1730.1956,5598.7584,698.8470,4700.5493,-5528.8898,6334.4056,-300.1283,-5816.1262,-4112.9740,-3356.4973,-6378.9006,5956.8474,6126.6329,-1615.4227,3835.8859,-4390.0686,176.9474,-4110.8329,1527.9470,845.6113,-2955.4130,1534.2004,-5800.7966,-6690.5633,-4869.7025,4904.1126,444.9766,2136.7119,-5344.7923,5120.2863,-1923.9155,0.0000,2764.4506,3366.1483,3620.2605,5790.6763,2567.2900,665.2742,-3194.5622,5820.0571,1298.0374,-6237.0704,-17.2529,-4664.2725,5305.3010,6268.2500,4870.9906,-4888.3519,1982.8358,2383.4971,5847.7082,-6284.2471,6001.6340,-1568.2437,4434.8540,-4156.7827,1246.7470,-2902.8595,-4316.5778,2063.5754,-2104.1154,3749.5099,-2712.4103,2378.6839,5490.9756,-6247.3800,4927.9021,3767.7349,3191.5468,4581.0301,-752.2920,1681.9435,4761.5989,-1101.4536,-2031.8707,-5420.3978,3819.0279,-69.7425,-1189.2579,-3139.1164,-1077.5093,-821.9505,4379.9756,-3433.2973,-322202.8745,-312907.6561,-320602.6011,-317401.4133,-308479.7718,-312975.8713,-313640.1902,-314604.5823,263447752.4939,263435942.9399,263421978.4353,263422306.5394,-314985.7753,263431593.2813,-4513.6062,-2294.7430,835.3387,5613.2241,-5421.5807,0.0000,-5330.2687,0.0000,-4405.9888,3414.2828,4262.7174,-3492.8012,5217.7693,5414.4109,-5104.3524,-5260.1154,137.9671,471.4167,784.5986,-4514.6724,-3646.0829,2570.4840,-2406.4218,3429.1605,-4034.1604,4369.6600,-2089.6892,3023.0197,-1376.3226,-2880.4545,4306.1123,3604.4637,-4630.9188,2596.7384,-4514.4285,3754.7093,4989.1415,4990.3155,-3505.7684,-1257.9918,-528.3431,1333.1100,2682.6566,711.6575,1493.2117,-4615.1280,5470.9001,0.0000,-3438.2912,-5435.7996,798.3653,3630.3145,486.3473,-2952.1721,-3542.6252,1778.0581,3110.7282,2677.4993,5005.1538,-1389.3826,-3481.1350,2790.7460,4647.6583,-4307.0605,3401.2714,4383.3867,-2928.8317,-1655.7727,1797.6635,3531.5864,142.1490,5363.9707,-4682.3346,-2758.0424,2069.1152,4709.1138,179.4606,-2988.4679,-2550.3133,-5478.8234,-3936.1748,551.1027,4279.3269,710.2690,3220.8678,3229.2928,-1571.3387,6425.5327,-4472.2095,4569.6541,-1392.9706,-3824.9398,5318.1637,-4668.0305,4108.9193,-4945.4426,-1375.3734,4950.5787,-2818.7584,5006.6725,163117.2178,161776.9904,163090.5622,159456.7981,166525.8520,162219.8925,151475.1337,162267.4580,-117523412.1698,-117488600.0955,-117506891.8027,-117514042.2322,160644.6817,-117511612.5563,
7200.000,-1963.5732,1183.9984,4618.4502,-2873.1993,3289.2321,0.0000,-5246.3650,0.0000,3403.8730,-6831.6669,-5553.7835,2348.1205,-2881.6845,1145.0298,-6593.3265,-6307.4126,5508.2657,-5171.2555,-5690.6887,-3559.1345,689.2479,-2554.0521,3892.6419,2359.6420,2033.1560,-2428.0505,3084.8086,-3510.7377,-3869.2663,3960.1004,-140.8472,5805.0123,-4262.0803,5996.3133,4375.1098,5731.3072,594.0408,-242.4695,1923.9723,2432.4779,-2690.4894,-4220.3312,-6381.3433,3184.0624,-631.8120,-3744.9726,-1945.7328,0.0000,4901.4451,-5211.0084,-5732.7853,-4065.5898,-5575.0955,-3921.8195,2693.7848,524.3945,-6784.9846,2220.2912,-5961.4120,-3002.9209,-4864.4349,-2876.9602,-3172.9123,2438.9913,-6945.0270,3250.1480,-1378.6183,707.3629,7.2899,-5706.0876,3009.6717,3586.1815,3205.9558,-1949.3214,-1747.2474,-6026.6484,-4745.3643,5156.0744,-4850.9609,1581.7567,-4469.8408,-869.4737,-4719.3411,-5655.7083,3865.3627,-235.4941,6397.1515,6261.6563,-2700.7064,1639.4730,-4864.0249,3622.9758,-5736.5987,-5108.7426,-1734.3518,6482.8159,4217.6644,-5373.2508,-5848.2906,1895.9615,273938.5168,252724.3340,264358.0775,262437.0927,269601.3068,265416.8978,262549.2396,264649.4971,-59988607.5925,-60016263.7606,-59981730.4277,-59985118.9937,265601.7956,-59993457.8666,-6298.0266,6584.1051,-2971.9991,-668.5471,4022.5407,0.0000,-3556.3275,0.0000,-4190.6846,-491.5920,-4085.1871,-4471.2961,5834.8415,5264.2205,699.0000,-1554.2263,-353.1695,-2946.2476,2029.8326,-2913.5465,6652.0733,-6143.8921,-2135.8457,6174.2738,5050.1034,6242.0565,5675.4565,-1991.8600,-3901.4388,-1576.1848,-5385.3273,3675.5893,4274.4240,2876.7552,-4934.7800,-3800.0804,4661.8287,990.7213,6527.6042,5524.7207,5115.4242,-616.4205,1409.8793,-3778.6853,4612.2135,-2174.2554,5724.2420,0.0000,-4731.8948,94.8457,-1702.5580,-3075.9477,639.0372,3083.0486,23.5564,-6428.8572,304.1747,4584.8340,3029.7181,5310.0760,-1348.2152,-3195.8943,-5133.4180,3499.2466,235.1883,-5808.9247,-3971.8779,6328.6216,-5856.3373,3681.8605,-4750.8146,5156.3218,-4915.8885,4645.2319,4318.6565,1508.7047,3213.8007,-4103.4842,4338.1853,-5905.5615,-2594.9287,5778.2689,-4983.2490,-1809.7995,-5646.9888,-2131.3453,-1526.4598,-1082.6515,-4994.7498,-1714.3292,3486.0285,5501.8683,-2824.4838,3807.6011,3799.8931,1808.2122,-1730.1887,4017.0837,-3308.0573,4555.2846,-262661.8554,-256179.9055,-262238.1515,-256503.8449,-249712.2921,-259604.5417,-254524.1745,-256947.6544,256696358.7377,256681111.7552,256677538.2902,256678150.6422,-256572.6915,256680777.7356,2122.5827,-1578.7751,-4082.3467,-6269.7533,4559.8482,0.0000,2318.0846,0.0000,4386.1406,854.0002,-354.8442,4564.9466,-2010.8760,-4264.5705,1809.8242,2358.6901,-4154.2950,3318.1640,3122.6343,4864.4527,-1085.7646,1830.8460,5277.8247,1401.1498,3822.5385,-1724.4360,-2400.6807,-5394.3772,-3768.9263,5407.8763,-4332.0202,624.1008,3144.0728,1814.2397,2118.3300,-433.7857,-5023.9338,-6837.8710,-1414.4370,-3258.2674,-3745.9376,-5130.1587,1981.8564,4338.4630,-5016.2181,5372.6250,-3250.3009,0.0000,-954.3943,4549.6265,3447.4282,-4693.7033,-3907.3375,4648.9458,6377.3271,2223.9820,1225.7751,-4664.1049,-1641.2550,-3141.3264,4555.5121,-5402.1648,-3228.4073,5327.7500,-85.0091,-1588.0935,5426.4659,-2416.1783,3255.4270,903.7117,3975.9794,-2637.9303,3658.1365,4660.8241,-5135.7841,-3070.0556,3865.6431,-2118.9866,-2114.2843,3170.5627,4580.2381,3660.1401,-238.9882,3518.0988,466.5100,-6599.1340,-2157.7057,-2753.8621,3755.0516,-6506.7448,-3274.3717,-1178.7355,-2421.1533,2695.6464,-5456.2045,1538.5311,5012.4391,-1452.5202,-1591.0299,-4662.4384,163626.3375,161556.9672,162738.4073,160304.2647,166408.8278,161699.3526,151665.2483,159246.5256,-117518332.2767,-117483916.2134,-117495643.6486,-117503031.5866,160717.3169,-117506040.4995,
