sl_100_86400_20290203 Coordinates.csv
2029/02/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:48 2024,
Start: 2029/02/03 07:47:00.00, Stop: 2029/02/04 07:47:00.00,
TIME_UNITS,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-2125 - X-Coordinate,STARLINK-31038 - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-1998 - X-Coordinate,STARLINK-5966 - X-Coordinate,STARLINK-2565 - X-Coordinate,STARLINK-5425 - X-Coordinate,STARLINK-5810 - X-Coordinate,STARLINK-5745 - X-Coordinate,STARLINK-5651 - X-Coordinate,STARLINK-1558 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-31419 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-6061 - X-Coordinate,STARLINK-2002 - X-Coordinate,STARLINK-31343 - X-Coordinate,STARLINK-4200 - X-Coordinate,STARLINK-30461 - X-Coordinate,STARLINK-4670 - X-Coordinate,STARLINK-5828 - X-Coordinate,STARLINK-5766 - X-Coordinate,STARLINK-2547 - X-Coordinate,STARLINK-5960 - X-Coordinate,STARLINK-2558 - X-Coordinate,STARLINK-2066 - X-Coordinate,STARLINK-30309 - X-Coordinate,STARLINK-3688 - X-Coordinate,STARLINK-3990 - X-Coordinate,STARLINK-31233 - X-Coordinate,STARLINK-4102 - X-Coordinate,STARLINK-3749 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-3199 - X-Coordinate,STARLINK-6063 - X-Coordinate,STARLINK-4386 - X-Coordinate,STARLINK-2432 - X-Coordinate,STARLINK-30253 - X-Coordinate,STARLINK-11183 [DTC] - X-Coordinate,STARLINK-31017 - X-Coordinate,STARLINK-5780 - X-Coordinate,STARLINK-30308 - X-Coordinate,STARLINK-3888 - X-Coordinate,STARLINK-4260 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-5119 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-3460 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-4197 - X-Coordinate,STARLINK-1352 - X-Coordinate,STARLINK-31093 - X-Coordinate,STARLINK-5348 - X-Coordinate,STARLINK-6113 - X-Coordinate,STARLINK-3251 - X-Coordinate,STARLINK-31333 - X-Coordinate,STARLINK-31344 - X-Coordinate,STARLINK-6260 - X-Coordinate,STARLINK-2315 - X-Coordinate,STARLINK-1877 - X-Coordinate,STARLINK-30367 - X-Coordinate,STARLINK-5747 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-2157 - X-Coordinate,STARLINK-2707 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-31651 - X-Coordinate,STARLINK-31849 - X-Coordinate,STARLINK-4546 - X-Coordinate,STARLINK-31164 - X-Coordinate,STARLINK-2750 - X-Coordinate,STARLINK-6149 - X-Coordinate,STARLINK-30126 - X-Coordinate,STARLINK-31785 - X-Coordinate,STARLINK-30148 - X-Coordinate,STARLINK-31029 - X-Coordinate,STARLINK-3560 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-31211 - X-Coordinate,STARLINK-3827 - X-Coordinate,STARLINK-31094 - X-Coordinate,STARLINK-31001 - X-Coordinate,STARLINK-4134 - X-Coordinate,STARLINK-31216 - X-Coordinate,STARLINK-4444 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-3894 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-11224 [DTC] - X-Coordinate,STARLINK-4002 - X-Coordinate,STARLINK-4658 - X-Coordinate,STARLINK-4784 - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-6034 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-2125 - Y-Coordinate,STARLINK-31038 - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-1998 - Y-Coordinate,STARLINK-5966 - Y-Coordinate,STARLINK-2565 - Y-Coordinate,STARLINK-5425 - Y-Coordinate,STARLINK-5810 - Y-Coordinate,STARLINK-5745 - Y-Coordinate,STARLINK-5651 - Y-Coordinate,STARLINK-1558 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-31419 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-6061 - Y-Coordinate,STARLINK-2002 - Y-Coordinate,STARLINK-31343 - Y-Coordinate,STARLINK-4200 - Y-Coordinate,STARLINK-30461 - Y-Coordinate,STARLINK-4670 - Y-Coordinate,STARLINK-5828 - Y-Coordinate,STARLINK-5766 - Y-Coordinate,STARLINK-2547 - Y-Coordinate,STARLINK-5960 - Y-Coordinate,STARLINK-2558 - Y-Coordinate,STARLINK-2066 - Y-Coordinate,STARLINK-30309 - Y-Coordinate,STARLINK-3688 - Y-Coordinate,STARLINK-3990 - Y-Coordinate,STARLINK-31233 - Y-Coordinate,STARLINK-4102 - Y-Coordinate,STARLINK-3749 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-3199 - Y-Coordinate,STARLINK-6063 - Y-Coordinate,STARLINK-4386 - Y-Coordinate,STARLINK-2432 - Y-Coordinate,STARLINK-30253 - Y-Coordinate,STARLINK-11183 [DTC] - Y-Coordinate,STARLINK-31017 - Y-Coordinate,STARLINK-5780 - Y-Coordinate,STARLINK-30308 - Y-Coordinate,STARLINK-3888 - Y-Coordinate,STARLINK-4260 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-5119 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-3460 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-4197 - Y-Coordinate,STARLINK-1352 - Y-Coordinate,STARLINK-31093 - Y-Coordinate,STARLINK-5348 - Y-Coordinate,STARLINK-6113 - Y-Coordinate,STARLINK-3251 - Y-Coordinate,STARLINK-31333 - Y-Coordinate,STARLINK-31344 - Y-Coordinate,STARLINK-6260 - Y-Coordinate,STARLINK-2315 - Y-Coordinate,STARLINK-1877 - Y-Coordinate,STARLINK-30367 - Y-Coordinate,STARLINK-5747 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-2157 - Y-Coordinate,STARLINK-2707 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-31651 - Y-Coordinate,STARLINK-31849 - Y-Coordinate,STARLINK-4546 - Y-Coordinate,STARLINK-31164 - Y-Coordinate,STARLINK-2750 - Y-Coordinate,STARLINK-6149 - Y-Coordinate,STARLINK-30126 - Y-Coordinate,STARLINK-31785 - Y-Coordinate,STARLINK-30148 - Y-Coordinate,STARLINK-31029 - Y-Coordinate,STARLINK-3560 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-31211 - Y-Coordinate,STARLINK-3827 - Y-Coordinate,STARLINK-31094 - Y-Coordinate,STARLINK-31001 - Y-Coordinate,STARLINK-4134 - Y-Coordinate,STARLINK-31216 - Y-Coordinate,STARLINK-4444 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-3894 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-11224 [DTC] - Y-Coordinate,STARLINK-4002 - Y-Coordinate,STARLINK-4658 - Y-Coordinate,STARLINK-4784 - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-6034 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-2125 - Z-Coordinate,STARLINK-31038 - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-1998 - Z-Coordinate,STARLINK-5966 - Z-Coordinate,STARLINK-2565 - Z-Coordinate,STARLINK-5425 - Z-Coordinate,STARLINK-5810 - Z-Coordinate,STARLINK-5745 - Z-Coordinate,STARLINK-5651 - Z-Coordinate,STARLINK-1558 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-31419 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-6061 - Z-Coordinate,STARLINK-2002 - Z-Coordinate,STARLINK-31343 - Z-Coordinate,STARLINK-4200 - Z-Coordinate,STARLINK-30461 - Z-Coordinate,STARLINK-4670 - Z-Coordinate,STARLINK-5828 - Z-Coordinate,STARLINK-5766 - Z-Coordinate,STARLINK-2547 - Z-Coordinate,STARLINK-5960 - Z-Coordinate,STARLINK-2558 - Z-Coordinate,STARLINK-2066 - Z-Coordinate,STARLINK-30309 - Z-Coordinate,STARLINK-3688 - Z-Coordinate,STARLINK-3990 - Z-Coordinate,STARLINK-31233 - Z-Coordinate,STARLINK-4102 - Z-Coordinate,STARLINK-3749 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-3199 - Z-Coordinate,STARLINK-6063 - Z-Coordinate,STARLINK-4386 - Z-Coordinate,STARLINK-2432 - Z-Coordinate,STARLINK-30253 - Z-Coordinate,STARLINK-11183 [DTC] - Z-Coordinate,STARLINK-31017 - Z-Coordinate,STARLINK-5780 - Z-Coordinate,STARLINK-30308 - Z-Coordinate,STARLINK-3888 - Z-Coordinate,STARLINK-4260 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-5119 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-3460 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-4197 - Z-Coordinate,STARLINK-1352 - Z-Coordinate,STARLINK-31093 - Z-Coordinate,STARLINK-5348 - Z-Coordinate,STARLINK-6113 - Z-Coordinate,STARLINK-3251 - Z-Coordinate,STARLINK-31333 - Z-Coordinate,STARLINK-31344 - Z-Coordinate,STARLINK-6260 - Z-Coordinate,STARLINK-2315 - Z-Coordinate,STARLINK-1877 - Z-Coordinate,STARLINK-30367 - Z-Coordinate,STARLINK-5747 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-2157 - Z-Coordinate,STARLINK-2707 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-31651 - Z-Coordinate,STARLINK-31849 - Z-Coordinate,STARLINK-4546 - Z-Coordinate,STARLINK-31164 - Z-Coordinate,STARLINK-2750 - Z-Coordinate,STARLINK-6149 - Z-Coordinate,STARLINK-30126 - Z-Coordinate,STARLINK-31785 - Z-Coordinate,STARLINK-30148 - Z-Coordinate,STARLINK-31029 - Z-Coordinate,STARLINK-3560 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-31211 - Z-Coordinate,STARLINK-3827 - Z-Coordinate,STARLINK-31094 - Z-Coordinate,STARLINK-31001 - Z-Coordinate,STARLINK-4134 - Z-Coordinate,STARLINK-31216 - Z-Coordinate,STARLINK-4444 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-3894 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-11224 [DTC] - Z-Coordinate,STARLINK-4002 - Z-Coordinate,STARLINK-4658 - Z-Coordinate,STARLINK-4784 - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-6034 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2831.6646,-4040.6071,6382.1827,4909.1565,1375.7695,4874.5747,3581.6042,4043.4496,-3313.6758,3616.5118,-1517.0966,-169.3087,1906.3175,-5479.5426,-5433.6036,447.7084,6071.4564,2180.8631,6062.7091,-4166.1825,-5998.2519,-5217.1563,-2590.0126,6361.2776,-854.5163,1722.3959,-5178.4574,4107.0794,-3100.5922,-3415.5600,-1847.4217,3812.1789,2468.8972,-4976.5057,4104.2987,-4814.6782,4613.1474,5920.9562,-884.9529,2697.6259,-3843.4648,-6655.7116,-301.3329,0.0000,-4497.8436,5050.9819,3861.8347,4734.1242,4024.7535,-1922.2721,-4387.8155,-381.1637,2076.8024,2549.6329,-2551.6313,3277.3585,-1594.1589,-4755.1472,2862.9293,3239.9704,254.5576,1115.9178,-2689.1002,2804.1928,6238.3322,-4388.5014,-4144.1971,-4609.3478,-1159.0321,-5579.6256,1764.1209,4038.8043,5050.0505,4695.4879,3454.0084,2145.1772,-6836.6543,-5408.1208,5353.6170,-1590.8887,-135.4283,1935.7754,-5922.3777,-6596.8529,4444.8757,5127.5682,-4871.1732,-4445.6092,-4417.3506,0.0000,78.9645,-5133.3790,201.0816,-1768.8014,5558.1396,-5446.3159,2931.5513,-4047.2441,-2222.6530,3327.4594,-154504.9093,-179040.0725,-158643.9927,-160133.2461,-168532.4450,-167155.9215,-165582.4202,-163252.6974,-74682564.8583,-74710498.9189,-74727701.3245,-74690551.5832,-164031.0462,-74702438.2971,2909.2298,-1655.4858,2516.3207,-4195.2103,-4843.5503,-3696.5975,5904.9912,5411.2695,4702.6609,165.1733,6700.3571,5052.4900,-4545.7428,-3724.2915,1307.5117,5145.4657,-2467.1431,-4086.2680,-3092.4077,3297.8195,1389.4580,-4215.8923,5467.4218,1771.1982,5531.4218,6507.7272,-4595.6440,-1066.7797,-4326.1767,3894.1436,6611.2233,-2323.9833,4542.3957,3186.0435,-650.7727,-2208.3252,4950.9619,3043.4019,4212.0005,-5783.8108,3435.4680,-365.9557,-6364.7658,0.0000,2698.7093,-868.7737,3318.9645,440.9964,906.2941,-3671.4357,-2221.6828,5593.5899,3818.6404,3314.7778,3832.6132,3065.8745,-4857.4157,893.9169,6235.7956,-5912.2051,-4243.6662,6704.6636,-4277.6125,5277.6277,-2830.2141,610.8717,-4909.6279,4433.0603,6767.9827,-3242.2350,6408.0986,-3343.1406,-819.7191,3140.6751,3710.4394,5357.5410,-408.6106,2688.9735,-2044.7898,6167.3284,5075.6805,5625.3001,-1859.6772,2122.9071,4418.8955,2446.7476,-2147.4896,-2802.6682,-2683.4936,0.0000,-5574.4927,3741.1193,5193.4478,4184.7160,927.9882,-2796.0043,2918.7699,-4776.0144,-5096.9517,1941.3327,-308849.1087,-330548.4442,-319206.7768,-317549.6672,-315921.0404,-317506.3158,-324893.1281,-321240.9370,-115847767.9985,-115849913.2594,-115850490.3973,-115846555.6009,-321610.8127,-115850434.1019,-5366.7291,-5334.8082,-611.4370,2419.9648,4714.9582,3234.2795,-376.9977,99.5371,3807.4898,-5975.0187,-909.2956,4710.7724,-4478.8607,-1897.7495,3900.4034,-4505.3572,2114.7666,-5169.6550,1178.9069,-4321.7188,3086.0655,1464.1577,-3273.6670,-2121.8134,-4098.5189,-299.5449,2.5442,5455.0958,-4336.9542,-4594.0419,632.9546,-5278.7145,4430.7457,-3593.4911,5507.1016,4414.5445,1498.0398,1945.9730,-5414.1685,-2746.5763,-4632.4079,-1646.6366,-2702.8856,0.0000,4333.4808,-4629.3238,-4694.1229,4977.3449,5513.2139,5509.2143,4835.0216,-3957.6376,5188.0653,5536.6889,-5205.9862,5233.0685,-4615.5936,4952.1287,-953.6015,1564.2000,5431.7008,710.3644,-4677.9221,-3518.9796,-838.3292,5250.1582,2593.6645,-2654.3396,263.6115,2402.7535,1853.4795,-4359.5035,-4479.2139,-3850.9586,4656.2488,3853.1668,109.7475,3381.2732,-3881.5420,2290.0127,-4732.0549,3538.3269,-3027.6978,-268.2729,-2821.0146,-3930.0891,4398.9062,4525.7323,4566.1276,0.0000,4095.7861,2271.6788,4540.2968,-5182.0359,3678.2947,2982.7279,-5527.6975,2901.7323,-3979.6005,5715.2319,-55328.5050,-56502.8269,-54927.5437,-54811.2543,-50946.0175,-59539.9279,-65116.4969,-55068.3905,-5724313.6631,-5759057.8169,-5722367.4085,-5725832.7995,-56639.0762,-5728227.5993,
3600.000,-6188.7189,6281.7161,-5809.1834,-1235.5981,753.1515,-4260.4443,-4906.0422,-4536.1579,-814.0166,-6403.0018,-816.8868,-3760.5526,776.7278,6023.7524,2252.1504,-3873.8402,-2879.4443,-2540.7287,-4601.8628,168.1273,2555.7177,5294.4627,-1217.5558,-6741.8567,-2035.9937,-3308.3068,5677.5750,-3787.1597,5718.5392,-319.2121,-472.1156,-2999.8099,-5328.7490,1040.7673,-3787.1710,3734.4951,-5165.5625,-3688.7240,-2498.0199,-2665.2059,6519.8784,4232.5380,3189.2277,0.0000,2781.7690,-3363.3887,-5902.6838,-6271.4895,-4900.3225,5464.0921,6762.7393,-3085.4270,-5890.9576,-5806.8227,-1594.7901,-6359.6327,4211.8855,1883.7235,-4329.7247,4.4069,3421.0833,-2788.4020,5798.9431,-4734.6044,-4556.5826,4943.1284,4967.5390,2983.5920,-994.2355,6335.1906,-3184.1286,102.0902,-2805.4287,-4968.5771,-4330.9088,-4912.6391,5114.0963,1985.3820,-2172.6578,-1887.1957,-3721.5731,-3852.8072,6761.7837,4785.7010,-5015.5576,-6828.1004,6632.3727,6580.8180,6741.2521,0.0000,-1053.0076,789.4050,-3577.4740,-800.0237,-6476.8114,6496.5046,-5834.6006,4157.2646,4061.6831,1885.1696,-73755.5705,-91704.6219,-72750.1819,-75189.4023,-83283.9785,-80606.5427,-80233.4176,-79183.4945,-42054939.8817,-42078879.2082,-42098652.4104,-42068404.6168,-78377.5932,-42073929.3529,309.6996,-1280.7112,-466.7694,4984.3634,6774.9653,5370.1236,-3708.1669,-2497.2036,-4058.7283,1273.2481,-6323.8087,-4841.7856,6606.9282,2120.6541,-4693.5830,-1966.8581,4316.9169,6411.2788,4097.3906,-5456.8627,-3335.4981,686.0004,-3959.8199,440.0444,-6525.0674,-3648.7940,2020.4132,4864.6191,3781.5427,-5670.2964,-5211.5490,5748.8403,-4238.7616,-4012.9267,4637.8821,-2043.0781,-1797.0890,-976.5623,-5777.2741,6006.7952,-2287.8485,-1971.1142,3987.2145,0.0000,-6062.8165,4699.8493,171.1926,2369.5156,3166.0398,1336.1039,388.3032,-2763.9287,-2800.4724,-1281.9764,-1972.9841,-1434.3507,1185.9384,-4137.1669,-3641.1649,5423.8879,5211.4769,-4166.9835,1463.1520,-1831.2801,3862.0924,-4200.6434,1359.3990,-6164.1419,-5260.6874,1765.9292,-3423.3102,5538.4344,4985.8151,1418.0225,706.3981,-4848.1913,-1608.6637,-4668.1765,4667.0902,-3744.9639,-4850.9751,-5726.5942,309.5696,-3867.5071,-408.3594,-1000.3129,-772.6595,132.5911,1237.2599,0.0000,684.9575,-4079.6966,-2396.1761,-6524.9276,1405.6918,1123.2484,39.9188,973.5082,867.8755,184.7592,-338124.9141,-364729.4919,-351477.2371,-350535.8817,-346537.2632,-349426.5289,-354824.2850,-352838.0854,-131208922.4140,-131211134.7516,-131220471.2476,-131204821.4763,-352260.2964,-131212311.6345,2608.0761,2512.0579,-3672.8307,-4612.9553,-1116.6729,980.5309,-3170.9890,4329.8815,-5530.6607,2476.5733,-2718.4528,-3209.7208,-239.5399,-2589.7759,-4411.1175,5287.6361,-4536.4433,781.8826,3118.9092,4120.1732,-5466.8151,-4324.9868,5477.4179,-1565.1760,1150.3313,4589.4085,3399.1319,-3146.8715,270.2697,3942.4268,-4493.4568,2373.1698,-280.1952,5521.2864,-3451.9725,-5437.7793,-4267.6719,-5802.3708,2843.3473,-2264.5308,-459.8694,5022.9156,4659.2060,0.0000,-1373.0250,3765.0399,3600.9423,-1603.8604,-3680.9703,-4007.5126,-1346.7286,5454.1389,-1842.0209,-3600.8305,6456.0822,-2275.3607,5305.7114,-5237.9263,3986.6193,-4308.1641,-2980.2046,-4651.2534,3397.5493,4710.5038,-3457.5509,-2293.5857,-4646.2862,-1010.6458,-4311.3092,2046.4161,-5081.2027,3962.3058,3660.5647,4464.3999,-5317.5680,-776.6136,-4267.4775,-4721.9559,4611.5219,-5321.9134,3264.7072,592.0449,-1358.4548,-3205.9063,4667.1756,-198.8249,-1792.4559,-2216.3777,-840.4382,0.0000,-6810.0771,-5320.8096,-5407.2434,2043.0485,1178.5153,1714.6947,3671.8452,-5429.8011,5417.4602,-6643.5778,-57225.9053,-58325.5880,-55844.4456,-58657.3638,-52043.1572,-57571.1527,-67368.2875,-59672.8887,-5722435.5534,-5758431.2362,-5726892.4972,-5723113.1316,-58178.5704,-5729165.6156,
7200.000,5759.3810,-5937.9822,3094.6647,-2976.7470,-2230.0270,1557.5999,5050.6568,3583.9653,4856.9402,6447.2172,3471.7747,5960.3432,-2937.5127,-4196.4390,1110.1946,6380.6347,-1248.9882,1860.7935,734.6899,3200.3805,1392.6917,-4088.5460,5188.3612,4639.8535,3865.4938,4359.2106,-4727.3772,2698.1597,-5411.7663,3271.4212,3694.3901,1568.8984,5190.0036,3079.3908,2760.5953,-2567.6407,4805.5975,1062.1541,4101.9455,620.8760,-4529.5818,-482.5622,-5774.6568,0.0000,-8.9927,1303.5197,6284.8008,5098.2304,4467.7121,-6885.7812,-6080.5050,6090.4020,6026.1595,6925.4963,5572.6502,6549.7085,-6109.6292,524.1193,5180.6935,-3818.4421,-5020.3516,4447.9109,-6788.5916,5969.9594,523.0666,-3679.8724,-5083.3268,-1.8704,3855.1929,-4417.4870,4658.5383,-3475.6998,126.2304,4102.3473,4743.8254,5771.1129,-1212.2628,1678.2814,-1061.5395,5474.8516,5913.1862,4276.4732,-4581.4849,-1105.5624,4654.5153,5414.2194,-5921.4227,-6466.9822,-5956.0386,0.0000,-1201.7950,4221.6743,6301.9233,2365.5406,3109.2728,-4140.8879,6593.8135,-4017.1132,-5357.7609,-4319.2272,11907.5518,1516.8575,17782.0330,12331.2365,6911.5895,13956.8425,9698.0211,13149.7753,-6573205.4110,-6593962.0895,-6612141.8466,-6593859.8394,12177.6866,-6591133.1297,-2453.8035,2900.0933,-2743.8464,-4923.0761,-5687.5778,-4924.1428,-215.7674,-2545.7330,3223.3118,-1307.3124,3758.2757,3495.6656,-3676.1018,1105.1732,6539.4343,-886.4036,-5503.6184,-5319.9907,-4173.1984,5973.9717,5247.2232,3582.5342,2098.8601,-2851.5000,5192.5243,-1507.2993,1838.0901,-6267.5323,-1435.3400,6038.4841,2166.3892,-6418.7658,1634.6371,4728.6690,-6278.0335,5686.6195,-2292.4952,-2932.6205,5356.4777,-3573.5187,-320.0720,4737.0402,-828.9287,0.0000,6270.8372,-6761.1505,-2886.2271,-3658.9184,-5218.7219,460.9727,1236.4654,-88.2050,679.4705,-269.3220,1269.5911,-180.7386,1979.4919,6506.0271,-375.8435,-3765.1253,-4532.1796,-317.7271,1127.0006,-1762.0538,-4128.1864,5364.7553,2689.9505,5623.0360,1779.0302,1123.4775,-802.8624,-5834.8913,-6794.7616,-5158.7841,-4345.9409,2687.0126,4068.7631,5933.4968,-6374.0883,323.1587,3622.1841,3236.2348,1765.2595,4947.6571,-3807.3831,-936.6665,2977.1705,2083.4096,545.2327,0.0000,4246.8516,3634.4885,-158.3710,5994.1910,-3244.1478,1726.5498,-1960.5326,3404.4252,3091.7662,-4254.4589,-346916.7442,-376095.1523,-361454.7643,-362852.2437,-354967.6090,-360912.9580,-362604.5720,-359627.3400,-137577512.0986,-137577820.7184,-137596550.9209,-137576557.1146,-360513.4932,-137581114.7745,2451.1575,1940.0781,5496.0923,3798.4376,-3224.4291,-4616.7818,4709.6276,-5135.3564,3688.2621,2332.2741,4661.8525,-321.5934,4698.3880,5340.4578,1583.4011,-2334.3639,3941.3390,4036.5006,-5461.6298,-971.9628,4233.3072,4186.9108,-4001.2921,4280.7249,2473.3713,-4917.3308,-4718.9049,-1143.6082,3958.8621,-852.1574,5391.2071,2010.6670,-4109.6325,-4000.8740,-826.6925,2938.4355,4429.2670,6190.8479,1494.5594,5914.4642,5217.3828,-4950.3189,-3726.1566,0.0000,-2661.2292,-492.1839,-291.3036,-2853.0276,-581.3632,-96.0742,-3033.5268,-3155.7197,-3030.8348,-478.4466,-3948.5791,-2175.1134,-2488.1488,2320.0265,-4588.2580,4368.0608,-1401.4997,5171.1474,145.2800,-3058.4106,5493.9699,-2236.4112,3860.7321,4025.4714,5392.7297,-5170.7160,5018.9019,-565.1750,25.3487,-1810.2072,2454.4968,-2784.2397,5365.0822,3144.8751,-2477.7367,3961.2760,150.0965,-4390.5796,4842.4752,4720.9116,-3330.5120,4171.6267,-1968.0768,-1434.9690,-3453.8221,0.0000,5325.1286,3800.0460,2812.9192,2421.9872,-5018.6512,-5134.2837,530.7739,4453.1751,-2909.5936,3285.4554,-59135.1096,-60140.5236,-57380.5353,-60964.2182,-53560.6486,-57778.5460,-68974.6955,-58477.7636,-5720974.8929,-5757164.9616,-5731470.0110,-5722956.3326,-59711.7128,-5730085.2279,
