sl_100_86400_20291011 Coordinates.csv
2029/10/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:47:49 2024,
Start: 2029/10/11 07:47:00.00, Stop: 2029/10/12 07:47:00.00,
TIME_UNITS,STARLINK-1989 - X-Coordinate,STARLINK-31423 - X-Coordinate,STARLINK-31657 - X-Coordinate,STARLINK-5186 - X-Coordinate,STARLINK-4111 - X-Coordinate,STARLINK-4437 - X-Coordinate,STARLINK-3106 - X-Coordinate,STARLINK-31681 - X-Coordinate,STARLINK-31165 - X-Coordinate,STARLINK-30783 - X-Coordinate,STARLINK-4690 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-31239 - X-Coordinate,STARLINK-5565 - X-Coordinate,STARLINK-6116 - X-Coordinate,STARLINK-31323 - X-Coordinate,STARLINK-4708 - X-Coordinate,STARLINK-2550 - X-Coordinate,STARLINK-2352 - X-Coordinate,STARLINK-1579 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-5778 - X-Coordinate,STARLINK-5142 - X-Coordinate,STARLINK-6337 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-30597 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-4092 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-4419 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-5854 - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-1443 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-3995 - X-Coordinate,STARLINK-30826 - X-Coordinate,STARLINK-6255 - X-Coordinate,STARLINK-31830 - X-Coordinate,STARLINK-1861 - X-Coordinate,STARLINK-6317 - X-Coordinate,STARLINK-2064 - X-Coordinate,STARLINK-30351 - X-Coordinate,STARLINK-4608 - X-Coordinate,STARLINK-6283 - X-Coordinate,STARLINK-2164 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-5554 - X-Coordinate,STARLINK-5329 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-30151 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-3277 - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-1492 - X-Coordinate,STARLINK-5403 - X-Coordinate,STARLINK-3262 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-4754 - X-Coordinate,STARLINK-5447 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-5963 - X-Coordinate,STARLINK-31539 - X-Coordinate,STARLINK-3598 - X-Coordinate,STARLINK-5690 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-5324 - X-Coordinate,STARLINK-5229 - X-Coordinate,STARLINK-5618 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-2531 - X-Coordinate,STARLINK-3199 - X-Coordinate,STARLINK-4134 - X-Coordinate,STARLINK-31332 - X-Coordinate,STARLINK-6108 - X-Coordinate,STARLINK-2494 - X-Coordinate,STARLINK-3298 - X-Coordinate,STARLINK-5583 - X-Coordinate,STARLINK-2257 - X-Coordinate,STARLINK-2097 - X-Coordinate,STARLINK-2083 - X-Coordinate,STARLINK-3706 - X-Coordinate,STARLINK-31045 - X-Coordinate,STARLINK-31068 - X-Coordinate,STARLINK-5202 - X-Coordinate,STARLINK-6232 - X-Coordinate,STARLINK-31005 - X-Coordinate,STARLINK-31715 - X-Coordinate,STARLINK-5463 - X-Coordinate,STARLINK-3905 - X-Coordinate,STARLINK-6052 - X-Coordinate,STARLINK-30234 - X-Coordinate,STARLINK-1996 - X-Coordinate,STARLINK-30944 - X-Coordinate,STARLINK-3798 - X-Coordinate,STARLINK-4407 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1989 - Y-Coordinate,STARLINK-31423 - Y-Coordinate,STARLINK-31657 - Y-Coordinate,STARLINK-5186 - Y-Coordinate,STARLINK-4111 - Y-Coordinate,STARLINK-4437 - Y-Coordinate,STARLINK-3106 - Y-Coordinate,STARLINK-31681 - Y-Coordinate,STARLINK-31165 - Y-Coordinate,STARLINK-30783 - Y-Coordinate,STARLINK-4690 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-31239 - Y-Coordinate,STARLINK-5565 - Y-Coordinate,STARLINK-6116 - Y-Coordinate,STARLINK-31323 - Y-Coordinate,STARLINK-4708 - Y-Coordinate,STARLINK-2550 - Y-Coordinate,STARLINK-2352 - Y-Coordinate,STARLINK-1579 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-5778 - Y-Coordinate,STARLINK-5142 - Y-Coordinate,STARLINK-6337 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-30597 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-4092 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-4419 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-5854 - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-1443 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-3995 - Y-Coordinate,STARLINK-30826 - Y-Coordinate,STARLINK-6255 - Y-Coordinate,STARLINK-31830 - Y-Coordinate,STARLINK-1861 - Y-Coordinate,STARLINK-6317 - Y-Coordinate,STARLINK-2064 - Y-Coordinate,STARLINK-30351 - Y-Coordinate,STARLINK-4608 - Y-Coordinate,STARLINK-6283 - Y-Coordinate,STARLINK-2164 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-5554 - Y-Coordinate,STARLINK-5329 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-30151 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-3277 - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-1492 - Y-Coordinate,STARLINK-5403 - Y-Coordinate,STARLINK-3262 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-4754 - Y-Coordinate,STARLINK-5447 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-5963 - Y-Coordinate,STARLINK-31539 - Y-Coordinate,STARLINK-3598 - Y-Coordinate,STARLINK-5690 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-5324 - Y-Coordinate,STARLINK-5229 - Y-Coordinate,STARLINK-5618 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-2531 - Y-Coordinate,STARLINK-3199 - Y-Coordinate,STARLINK-4134 - Y-Coordinate,STARLINK-31332 - Y-Coordinate,STARLINK-6108 - Y-Coordinate,STARLINK-2494 - Y-Coordinate,STARLINK-3298 - Y-Coordinate,STARLINK-5583 - Y-Coordinate,STARLINK-2257 - Y-Coordinate,STARLINK-2097 - Y-Coordinate,STARLINK-2083 - Y-Coordinate,STARLINK-3706 - Y-Coordinate,STARLINK-31045 - Y-Coordinate,STARLINK-31068 - Y-Coordinate,STARLINK-5202 - Y-Coordinate,STARLINK-6232 - Y-Coordinate,STARLINK-31005 - Y-Coordinate,STARLINK-31715 - Y-Coordinate,STARLINK-5463 - Y-Coordinate,STARLINK-3905 - Y-Coordinate,STARLINK-6052 - Y-Coordinate,STARLINK-30234 - Y-Coordinate,STARLINK-1996 - Y-Coordinate,STARLINK-30944 - Y-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-4407 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1989 - Z-Coordinate,STARLINK-31423 - Z-Coordinate,STARLINK-31657 - Z-Coordinate,STARLINK-5186 - Z-Coordinate,STARLINK-4111 - Z-Coordinate,STARLINK-4437 - Z-Coordinate,STARLINK-3106 - Z-Coordinate,STARLINK-31681 - Z-Coordinate,STARLINK-31165 - Z-Coordinate,STARLINK-30783 - Z-Coordinate,STARLINK-4690 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-31239 - Z-Coordinate,STARLINK-5565 - Z-Coordinate,STARLINK-6116 - Z-Coordinate,STARLINK-31323 - Z-Coordinate,STARLINK-4708 - Z-Coordinate,STARLINK-2550 - Z-Coordinate,STARLINK-2352 - Z-Coordinate,STARLINK-1579 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-5778 - Z-Coordinate,STARLINK-5142 - Z-Coordinate,STARLINK-6337 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-30597 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-4092 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-4419 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-5854 - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-1443 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-3995 - Z-Coordinate,STARLINK-30826 - Z-Coordinate,STARLINK-6255 - Z-Coordinate,STARLINK-31830 - Z-Coordinate,STARLINK-1861 - Z-Coordinate,STARLINK-6317 - Z-Coordinate,STARLINK-2064 - Z-Coordinate,STARLINK-30351 - Z-Coordinate,STARLINK-4608 - Z-Coordinate,STARLINK-6283 - Z-Coordinate,STARLINK-2164 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-5554 - Z-Coordinate,STARLINK-5329 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-30151 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-3277 - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-1492 - Z-Coordinate,STARLINK-5403 - Z-Coordinate,STARLINK-3262 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-4754 - Z-Coordinate,STARLINK-5447 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-5963 - Z-Coordinate,STARLINK-31539 - Z-Coordinate,STARLINK-3598 - Z-Coordinate,STARLINK-5690 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-5324 - Z-Coordinate,STARLINK-5229 - Z-Coordinate,STARLINK-5618 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-2531 - Z-Coordinate,STARLINK-3199 - Z-Coordinate,STARLINK-4134 - Z-Coordinate,STARLINK-31332 - Z-Coordinate,STARLINK-6108 - Z-Coordinate,STARLINK-2494 - Z-Coordinate,STARLINK-3298 - Z-Coordinate,STARLINK-5583 - Z-Coordinate,STARLINK-2257 - Z-Coordinate,STARLINK-2097 - Z-Coordinate,STARLINK-2083 - Z-Coordinate,STARLINK-3706 - Z-Coordinate,STARLINK-31045 - Z-Coordinate,STARLINK-31068 - Z-Coordinate,STARLINK-5202 - Z-Coordinate,STARLINK-6232 - Z-Coordinate,STARLINK-31005 - Z-Coordinate,STARLINK-31715 - Z-Coordinate,STARLINK-5463 - Z-Coordinate,STARLINK-3905 - Z-Coordinate,STARLINK-6052 - Z-Coordinate,STARLINK-30234 - Z-Coordinate,STARLINK-1996 - Z-Coordinate,STARLINK-30944 - Z-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-4407 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1156.6850,-2846.1829,5241.2371,1124.8615,5383.8061,-2022.6807,-2284.7497,-6258.7360,-1959.1653,-5263.0948,-4205.2370,3187.8144,-3973.6563,-5748.3447,5653.8650,3064.5142,5334.7016,-2803.6298,4683.2452,2704.2455,-4200.5469,4744.4935,-6597.0063,-1365.3776,2471.4415,2644.4661,5678.3215,2638.1968,-3046.3107,-6200.3331,652.5765,-3550.8914,2269.8320,-3915.0525,-6861.9802,821.1167,5366.3812,2252.9930,-6516.2963,-4090.5798,-4421.1005,-1970.2550,-2165.6748,-5944.4535,1600.9751,-4663.9961,-3402.8534,3890.4381,-4065.4721,823.4883,-410.0143,-4285.7824,4952.6918,3426.6411,4296.7979,2020.9752,-1954.8696,-6178.8544,0.0000,-4806.5238,-4213.6829,-6050.6870,-6454.5942,1533.4894,-4792.7842,-973.2507,-5340.4056,-6157.3274,2948.9412,5843.6534,2799.0843,394.3304,5447.3373,-1563.2925,291.2569,-6125.5212,3974.9210,6513.8260,-6254.0504,2470.5858,5339.0878,1122.4840,1618.0362,-6675.9620,-6610.4742,4274.1029,-5397.2465,5533.8475,5504.2202,6774.6584,6219.4374,3053.7132,-591.4430,-3738.2853,-877.7352,2392.0193,2390.3996,-3584.7806,781.1670,5959.0259,112716.1343,115631.7131,106102.1713,109599.3148,115020.4798,112551.9284,105532.7771,108107.0381,97969852.3607,97952664.4155,97953579.5650,97945371.8411,107733.5006,97953667.7265,-5093.6974,4398.5085,-341.3938,4841.9804,-4244.3603,-3267.9352,5734.2662,1684.9867,6143.7331,4504.3786,376.0649,5465.9351,1591.3180,-1090.5642,-559.3074,6092.2394,-3129.3743,6127.3897,-1313.8235,-3730.6100,-531.6737,1737.6420,-259.8490,6731.4399,6284.0617,-4699.7348,-2283.9595,-4538.1879,-5097.9390,3055.2168,-1419.9740,3127.8479,4876.0832,-607.9140,-496.0344,6843.0765,-1723.7377,-3501.0196,-1492.2143,-5511.6089,3369.2092,3530.1324,-6512.0418,3411.0390,-6522.5249,1374.9814,5341.2962,1628.3431,-483.9864,6685.0943,1297.2087,-1405.2211,2869.2633,4334.5659,-4189.9051,-4734.4514,3657.4899,-2869.5335,0.0000,4973.0691,1134.3138,173.4443,2448.6467,4343.7326,-4869.7165,-5375.6189,685.1228,1230.1974,4299.9613,24.4006,6297.4939,-6877.8542,-236.9578,-4195.7293,4182.9841,2129.6889,-4664.3252,1483.6052,-2650.2036,-6383.5171,2973.0936,2106.5230,4814.6224,-1296.3338,-1123.0453,5023.8125,4166.5038,-2699.8564,-715.2256,-1173.0357,1791.3561,-5462.2573,2739.1024,1957.1838,5582.0521,6444.6806,-6464.9585,5612.3808,5955.1454,-2961.9891,299212.7449,331517.9015,311600.5896,312126.1579,318737.1871,318503.6968,320023.1137,318680.3484,219271701.9792,219303750.7995,219256224.6788,219267414.9108,317114.8576,219268969.1082,-4485.2456,4346.1555,4313.1871,4773.2583,744.8148,-5708.0750,-3213.2340,-2175.1449,2041.9505,21.4614,5443.8743,2682.9390,5357.6329,-3690.0387,4049.8422,75.6025,-3102.2049,1231.2116,-4861.7511,-4772.8922,-5455.1783,4550.1361,-2119.9361,585.8258,-1569.4007,4291.0344,3289.7497,4329.1029,-3311.9807,-604.6787,-6767.2930,-5049.1087,4388.9959,-5262.6677,844.8256,-34.9438,-3863.1793,-5514.3800,1640.5101,934.5938,3980.4348,-5323.5885,927.9841,-54.2805,-1665.4003,4913.0321,-2806.2695,-5456.7039,5461.3471,1618.4434,6788.3259,5255.1504,3881.1074,-4089.3648,-3456.3640,4472.1298,5524.6164,666.3188,0.0000,478.2023,5344.4459,3269.5822,-458.3245,5101.2768,-997.9189,4261.9354,-4171.3629,-2833.4591,-4526.3634,-3534.4431,886.5221,-530.2982,4154.0899,-5054.9790,-5442.1667,2374.0648,-3180.9129,1303.7257,1348.1936,858.3549,-3200.0518,6520.9674,-4624.5350,9.5197,-255.9413,-2051.0484,929.9727,2987.1631,4020.5781,883.5436,-2453.8392,-2747.6000,6346.0377,-5481.7352,-3969.0098,737.8822,383.1675,-2076.0847,-3409.1250,-2016.3815,-141498.7626,-147930.6801,-142373.8367,-143525.5896,-138854.5443,-146590.9851,-153174.0155,-143669.6116,-104773871.8593,-104790371.2095,-104752516.9812,-104772172.8449,-144532.6999,-104761707.5837,
3600.000,2909.9992,-176.0048,-3087.8526,-4171.5147,-2636.8966,752.9222,2377.5141,5171.7640,-883.4773,2756.4174,2853.8914,-3934.8181,1107.1398,6712.0409,-3572.9720,-3975.8751,-1625.6907,-163.5123,-5091.5741,-201.7752,5328.2729,-6111.3996,4612.3147,-484.9876,-4316.1881,-1232.0448,-5134.2947,-930.9122,5058.4456,4036.6893,-5423.4869,2532.3846,-2311.9772,4052.7445,5341.4588,-2368.0404,-4708.9386,1585.8753,5042.2116,5321.5824,3763.2914,-2239.0866,3956.0407,3512.8268,1438.2801,1395.3865,1437.7413,-5896.4618,4427.2566,-2918.9505,5246.6012,5170.6048,-5004.3030,-5791.4059,-409.1419,2575.3785,-1863.0850,5694.1176,0.0000,2064.4699,1739.6923,6489.0486,4684.4077,-4685.5070,5234.1887,1579.2987,2732.1410,5988.0569,-6080.5215,-6412.3004,-2506.2507,1462.6787,-1196.8009,5382.7865,-4610.2839,5547.7371,-2908.3657,-4893.3625,6513.0789,43.5613,-4108.3008,-5212.1806,-4280.2582,5142.7755,4590.3654,-5283.3457,3541.5902,-4406.8275,-6150.4849,-5553.7734,-4902.8630,820.1429,-1684.4982,1027.8070,711.6531,-4084.9269,-386.3992,1733.3236,-3138.6340,-6131.0047,35780.7389,30106.7068,22471.2405,25162.8376,33104.7114,28288.3644,24107.0838,25532.9380,37847862.4726,37822782.5236,37836673.8798,37825495.0522,25598.1713,37831596.0104,3179.6895,-6663.6337,4577.2163,-1557.7915,4463.9838,6767.2735,-6313.6592,-4077.1634,-6353.9581,-5353.7031,-4541.2484,-1685.7499,-5143.7394,995.9636,3784.0794,-3477.7174,3914.9851,-4812.6890,4435.7044,6621.2964,-3165.2561,2145.5975,-2540.4331,-5827.4209,-4991.2400,6778.9504,4690.7129,6746.6095,4309.0135,-2517.2315,1956.8727,-6169.2747,-645.0833,-4645.8774,-2018.1176,-5039.3112,4927.4923,5337.3724,-1693.9872,3535.6514,-5703.9196,-5811.8815,5008.1869,-4173.6963,5183.4652,-4304.3930,-6724.5165,1763.2612,-3904.9228,-5936.4344,-2005.5704,4584.2226,1248.9274,-3695.9417,5050.6263,5058.7152,-5325.9977,675.3921,0.0000,-5480.1061,-4783.2867,-2013.3796,-3493.5631,-1013.5725,3034.8579,6727.0459,-4626.7647,-2975.2493,-2488.2828,2106.1368,-5149.0092,5142.2773,2022.3500,3851.2373,-2998.9305,-3596.0290,6145.8700,1936.6008,402.9267,5145.1515,783.9065,-992.5488,-1047.6407,-1086.0407,-1593.5695,-3752.9571,-4811.5620,5174.2654,3032.5624,3143.9087,1597.9907,4102.5382,-5789.8967,-5282.5041,-6787.1002,-3990.4896,5772.1972,-6586.8923,-2725.9260,540.9897,318332.8953,348629.4384,329302.3907,331121.3485,336036.0607,334524.9688,337012.4716,332557.1070,237175868.4821,237205197.3220,237165652.0878,237165679.9714,333987.4567,237174050.7173,5355.5494,-1416.3703,-3978.8231,-5274.3487,-4552.5687,986.7869,-1712.9946,-1830.3299,2144.3217,-3428.4894,-4343.6660,-5385.7896,-4414.9401,-1355.6681,-4658.4964,-4321.2814,5455.4846,-4877.5373,1274.4773,275.0513,3024.8618,-2097.6567,4501.0349,3645.0052,-2123.9490,-360.4929,62.1493,-87.1790,-1433.4835,5037.7725,3851.0234,1825.3100,-6523.7742,2300.7231,-3934.5294,-4065.9951,395.8990,4073.1543,-4377.3449,2673.9118,323.9885,2408.4242,2684.7378,-4153.1954,4341.7015,-5240.4818,-815.2515,3095.7680,-3449.4323,2057.1758,-4079.2083,-546.7388,-4619.1017,-81.2503,4707.9099,-3795.3499,-4007.0334,3728.0990,0.0000,-3715.2330,-4676.4111,1106.0501,-3705.7951,-4941.5334,-3328.6647,525.2460,4170.4626,-1647.3523,2103.4207,-1027.0550,3923.9992,4368.5618,-6448.2362,1319.6568,4102.0614,2005.1426,-1184.8624,-4322.5403,2317.2378,-4600.2844,5472.3857,-4494.8798,5255.6120,-4319.8972,4617.9417,-2387.0298,3410.5039,824.4585,201.2138,2703.2603,4605.7719,5389.3840,-3446.7496,4329.2881,-1069.8329,-3904.2773,3760.8031,-1486.6692,5501.4088,-3234.0521,-142052.5394,-148320.6415,-142439.4955,-145994.5672,-138966.9561,-143440.2820,-154067.8074,-145915.0636,-104802210.5238,-104819916.9447,-104776141.7852,-104798559.0895,-144889.2992,-104789984.3834,
7200.000,-6210.0953,2746.3930,405.1747,6365.9317,-1765.6237,1473.4686,-773.7791,-1429.2467,3863.0015,1171.6929,-1498.2923,4444.0409,1082.2541,-4143.3127,1279.1791,4079.7070,-2609.9917,4082.8780,3332.1452,-2337.2740,-4758.6845,4711.5929,-1592.4805,3174.8517,5006.3607,-668.4830,2708.5539,-1294.7661,-4500.4181,499.2381,6811.9138,-957.1913,3419.1284,-1520.2518,-2248.7598,4034.8825,1866.3494,-3878.7632,-2215.6887,-5126.7996,-1026.0910,4136.0686,-4922.4168,1043.1320,-4735.3489,1317.1410,1259.9113,5759.1099,-3444.6067,4446.4422,-6846.2007,-2313.3376,4283.7363,5310.2129,-3441.6710,-5595.5960,4103.8393,-2964.1447,0.0000,1871.0954,222.1929,-3753.6009,-684.4930,6531.0855,-4098.3359,-1555.1796,192.3746,-2834.4514,6692.2664,3448.7116,2288.5233,-3927.7127,-2636.7271,-5558.4771,6666.9238,-2240.7352,219.8222,1558.9950,-4529.6088,-3578.6029,2547.8127,6893.3017,6106.7568,-1305.0204,-167.0209,4438.3672,533.9854,1055.0984,3650.1157,2190.9208,2664.2391,-5042.9141,2066.4045,934.5105,214.6186,5156.7870,-2783.2327,1010.0761,5503.8447,1978.5683,-43793.4572,-56686.1242,-62646.8495,-60505.6161,-50684.8622,-60182.7661,-59105.2068,-58293.9188,-24864304.2174,-24895936.6718,-24874100.4207,-24881362.5826,-58169.9859,-24881157.4326,-1313.7336,5663.5202,-6768.6056,-1244.0993,-3930.2897,-5105.3749,4005.7093,4959.6623,3166.4979,4930.1830,6719.4431,-2805.9101,6768.3737,94.0241,-6306.5023,-1308.6498,-4635.2504,2177.2113,-5112.3436,-4276.1407,4816.9101,-4489.7486,5311.4143,2647.2574,1614.7351,-5700.0420,-5431.5839,-5168.6039,-742.4449,2424.9490,212.9440,6368.3382,-3628.1278,5547.7358,4647.6014,1055.8427,-5648.5987,-5714.2350,4993.3391,155.0731,5125.1139,4440.4897,-1425.6412,4071.5985,-2608.2296,6391.2390,5565.1926,-3567.3902,5798.1537,2845.8826,-112.8149,-4710.8982,-4836.9987,1238.1678,-5171.5039,-3895.5792,5566.0128,2861.2723,0.0000,4750.2138,6827.5022,3254.6015,4084.6328,-1600.7935,765.9194,-4521.9117,6738.5400,3772.4477,233.1712,-3401.7565,1120.5467,-1584.0760,-4689.7366,-1480.8523,1645.1119,4040.9790,-4984.5830,-5284.1336,2561.3532,-2473.6690,-4839.4866,904.2052,-2159.2944,4115.8805,4692.8266,331.2671,4109.9932,-5415.0004,-3899.3089,-4639.2433,-5056.6668,-2135.8114,6459.3448,6834.8811,4286.6998,-15.5124,-3084.0249,5470.2609,-823.3937,1091.7959,318097.9956,343884.6409,326285.5876,331907.2598,332465.8961,327867.7081,333421.4723,331224.7250,238899914.4825,238924635.7754,238897099.6917,238887208.2116,329938.3768,238898825.0915,-2665.9347,-2614.1750,527.8008,2336.5351,5373.8251,4356.0810,5626.7405,4468.9704,-4570.1735,4713.5151,399.4382,4422.7104,400.6612,5527.8812,2693.9329,5296.9156,-4428.0899,5042.8824,3155.9988,4486.2593,1329.4378,-1996.9565,-4167.0026,-5523.6191,4503.5811,-3832.4790,-3396.1265,-4246.8008,5029.2377,-6481.8765,1304.1772,2517.3722,4833.3152,3193.0579,4615.9686,5477.3320,3346.0248,-53.4631,4181.5663,-4662.7846,-4421.8055,2785.6290,-4664.8583,5403.2483,-4322.6689,2289.3381,3914.2420,1270.4004,-1116.9798,-4493.5307,-1119.1719,-4536.4492,2469.9547,4172.3025,-3062.1147,264.6844,-41.5623,-5472.2569,0.0000,4680.8820,1009.2584,-4770.5590,5530.0104,1445.7849,5491.7040,-5023.7399,-971.4067,5004.4492,1661.4524,4800.5309,-6466.5832,-5465.4225,4252.9801,3520.5851,42.2245,-5143.4823,4758.2453,3988.1518,-4576.8943,5345.1019,-4206.4609,-160.8972,-2283.2801,5244.1235,-4798.1220,5268.8379,-5500.9850,-4059.7177,-4309.6599,-4668.3855,-3907.1386,-4090.4460,-1509.1614,-479.6682,5399.3174,4596.7645,-5519.2365,4194.7961,-4092.4433,6561.8529,-142617.4786,-148638.2152,-143146.0794,-145779.3375,-139468.2080,-144092.6631,-154319.3051,-143935.1093,-104829732.2252,-104849243.3770,-104801286.3497,-104822978.6401,-145230.2822,-104818236.0114,
