sl_100_86400_20290905 Coordinates.csv
2029/09/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:35 2024,
Start: 2029/09/05 07:47:00.00, Stop: 2029/09/06 07:47:00.00,
TIME_UNITS,STARLINK-5893 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-2750 - X-Coordinate,STARLINK-4738 - X-Coordinate,STARLINK-5209 - X-Coordinate,STARLINK-5188 - X-Coordinate,STARLINK-3848 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-31747 - X-Coordinate,STARLINK-30865 - X-Coordinate,STARLINK-2046 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-1201 - X-Coordinate,STARLINK-5241 - X-Coordinate,STARLINK-6305 - X-Coordinate,STARLINK-31532 - X-Coordinate,STARLINK-31587 - X-Coordinate,STARLINK-4746 - X-Coordinate,STARLINK-5045 - X-Coordinate,STARLINK-1471 - X-Coordinate,STARLINK-31250 - X-Coordinate,STARLINK-1134 - X-Coordinate,STARLINK-5644 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-5284 - X-Coordinate,STARLINK-4014 - X-Coordinate,STARLINK-3151 - X-Coordinate,STARLINK-5163 - X-Coordinate,STARLINK-30119 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-5677 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-6111 - X-Coordinate,STARLINK-31237 - X-Coordinate,STARLINK-1670 - X-Coordinate,STARLINK-5303 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-31281 - X-Coordinate,STARLINK-3849 - X-Coordinate,STARLINK-31674 - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-5415 - X-Coordinate,STARLINK-5891 - X-Coordinate,STARLINK-30962 - X-Coordinate,STARLINK-3900 - X-Coordinate,STARLINK-31844 - X-Coordinate,STARLINK-5562 - X-Coordinate,STARLINK-2252 - X-Coordinate,STARLINK-30856 - X-Coordinate,STARLINK-5453 - X-Coordinate,STARLINK-4046 - X-Coordinate,STARLINK-5937 - X-Coordinate,STARLINK-30819 - X-Coordinate,STARLINK-1231 - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-31090 - X-Coordinate,STARLINK-1046 - X-Coordinate,STARLINK-3240 - X-Coordinate,STARLINK-1958 - X-Coordinate,STARLINK-3447 - X-Coordinate,STARLINK-5154 - X-Coordinate,STARLINK-2700 - X-Coordinate,STARLINK-3364 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-3296 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-31739 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-3957 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-30574 - X-Coordinate,STARLINK-6188 - X-Coordinate,STARLINK-31151 - X-Coordinate,STARLINK-32018 - X-Coordinate,STARLINK-2415 - X-Coordinate,STARLINK-31988 - X-Coordinate,STARLINK-31561 - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-1629 - X-Coordinate,STARLINK-1320 - X-Coordinate,STARLINK-3157 - X-Coordinate,STARLINK-5128 - X-Coordinate,STARLINK-4267 - X-Coordinate,STARLINK-2462 - X-Coordinate,STARLINK-6354 - X-Coordinate,STARLINK-3634 - X-Coordinate,STARLINK-2094 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-5674 - X-Coordinate,STARLINK-4218 - X-Coordinate,STARLINK-30479 - X-Coordinate,STARLINK-2538 - X-Coordinate,STARLINK-2336 - X-Coordinate,STARLINK-5204 - X-Coordinate,STARLINK-3362 - X-Coordinate,STARLINK-30551 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-5818 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5893 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-2750 - Y-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-5209 - Y-Coordinate,STARLINK-5188 - Y-Coordinate,STARLINK-3848 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-31747 - Y-Coordinate,STARLINK-30865 - Y-Coordinate,STARLINK-2046 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-1201 - Y-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-6305 - Y-Coordinate,STARLINK-31532 - Y-Coordinate,STARLINK-31587 - Y-Coordinate,STARLINK-4746 - Y-Coordinate,STARLINK-5045 - Y-Coordinate,STARLINK-1471 - Y-Coordinate,STARLINK-31250 - Y-Coordinate,STARLINK-1134 - Y-Coordinate,STARLINK-5644 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-5284 - Y-Coordinate,STARLINK-4014 - Y-Coordinate,STARLINK-3151 - Y-Coordinate,STARLINK-5163 - Y-Coordinate,STARLINK-30119 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-5677 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-6111 - Y-Coordinate,STARLINK-31237 - Y-Coordinate,STARLINK-1670 - Y-Coordinate,STARLINK-5303 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-31281 - Y-Coordinate,STARLINK-3849 - Y-Coordinate,STARLINK-31674 - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-5415 - Y-Coordinate,STARLINK-5891 - Y-Coordinate,STARLINK-30962 - Y-Coordinate,STARLINK-3900 - Y-Coordinate,STARLINK-31844 - Y-Coordinate,STARLINK-5562 - Y-Coordinate,STARLINK-2252 - Y-Coordinate,STARLINK-30856 - Y-Coordinate,STARLINK-5453 - Y-Coordinate,STARLINK-4046 - Y-Coordinate,STARLINK-5937 - Y-Coordinate,STARLINK-30819 - Y-Coordinate,STARLINK-1231 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-31090 - Y-Coordinate,STARLINK-1046 - Y-Coordinate,STARLINK-3240 - Y-Coordinate,STARLINK-1958 - Y-Coordinate,STARLINK-3447 - Y-Coordinate,STARLINK-5154 - Y-Coordinate,STARLINK-2700 - Y-Coordinate,STARLINK-3364 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-3296 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-31739 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-3957 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-30574 - Y-Coordinate,STARLINK-6188 - Y-Coordinate,STARLINK-31151 - Y-Coordinate,STARLINK-32018 - Y-Coordinate,STARLINK-2415 - Y-Coordinate,STARLINK-31988 - Y-Coordinate,STARLINK-31561 - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-1629 - Y-Coordinate,STARLINK-1320 - Y-Coordinate,STARLINK-3157 - Y-Coordinate,STARLINK-5128 - Y-Coordinate,STARLINK-4267 - Y-Coordinate,STARLINK-2462 - Y-Coordinate,STARLINK-6354 - Y-Coordinate,STARLINK-3634 - Y-Coordinate,STARLINK-2094 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-5674 - Y-Coordinate,STARLINK-4218 - Y-Coordinate,STARLINK-30479 - Y-Coordinate,STARLINK-2538 - Y-Coordinate,STARLINK-2336 - Y-Coordinate,STARLINK-5204 - Y-Coordinate,STARLINK-3362 - Y-Coordinate,STARLINK-30551 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-5818 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5893 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-2750 - Z-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-5209 - Z-Coordinate,STARLINK-5188 - Z-Coordinate,STARLINK-3848 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-31747 - Z-Coordinate,STARLINK-30865 - Z-Coordinate,STARLINK-2046 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-1201 - Z-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-6305 - Z-Coordinate,STARLINK-31532 - Z-Coordinate,STARLINK-31587 - Z-Coordinate,STARLINK-4746 - Z-Coordinate,STARLINK-5045 - Z-Coordinate,STARLINK-1471 - Z-Coordinate,STARLINK-31250 - Z-Coordinate,STARLINK-1134 - Z-Coordinate,STARLINK-5644 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-5284 - Z-Coordinate,STARLINK-4014 - Z-Coordinate,STARLINK-3151 - Z-Coordinate,STARLINK-5163 - Z-Coordinate,STARLINK-30119 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-5677 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-6111 - Z-Coordinate,STARLINK-31237 - Z-Coordinate,STARLINK-1670 - Z-Coordinate,STARLINK-5303 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-31281 - Z-Coordinate,STARLINK-3849 - Z-Coordinate,STARLINK-31674 - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-5415 - Z-Coordinate,STARLINK-5891 - Z-Coordinate,STARLINK-30962 - Z-Coordinate,STARLINK-3900 - Z-Coordinate,STARLINK-31844 - Z-Coordinate,STARLINK-5562 - Z-Coordinate,STARLINK-2252 - Z-Coordinate,STARLINK-30856 - Z-Coordinate,STARLINK-5453 - Z-Coordinate,STARLINK-4046 - Z-Coordinate,STARLINK-5937 - Z-Coordinate,STARLINK-30819 - Z-Coordinate,STARLINK-1231 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-31090 - Z-Coordinate,STARLINK-1046 - Z-Coordinate,STARLINK-3240 - Z-Coordinate,STARLINK-1958 - Z-Coordinate,STARLINK-3447 - Z-Coordinate,STARLINK-5154 - Z-Coordinate,STARLINK-2700 - Z-Coordinate,STARLINK-3364 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-3296 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-31739 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-3957 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-30574 - Z-Coordinate,STARLINK-6188 - Z-Coordinate,STARLINK-31151 - Z-Coordinate,STARLINK-32018 - Z-Coordinate,STARLINK-2415 - Z-Coordinate,STARLINK-31988 - Z-Coordinate,STARLINK-31561 - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-1629 - Z-Coordinate,STARLINK-1320 - Z-Coordinate,STARLINK-3157 - Z-Coordinate,STARLINK-5128 - Z-Coordinate,STARLINK-4267 - Z-Coordinate,STARLINK-2462 - Z-Coordinate,STARLINK-6354 - Z-Coordinate,STARLINK-3634 - Z-Coordinate,STARLINK-2094 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-5674 - Z-Coordinate,STARLINK-4218 - Z-Coordinate,STARLINK-30479 - Z-Coordinate,STARLINK-2538 - Z-Coordinate,STARLINK-2336 - Z-Coordinate,STARLINK-5204 - Z-Coordinate,STARLINK-3362 - Z-Coordinate,STARLINK-30551 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-5818 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6100.4045,-6164.8300,4654.8548,-305.5739,5300.6672,-1660.6232,-3189.4846,-2265.5616,1649.4826,-2787.0975,-2094.3015,1499.5342,-5231.8116,-4296.9127,-1756.1946,1287.3171,-1603.7658,-4837.9703,584.2925,166.9908,-1321.7341,5535.8790,6458.4423,3371.6021,-5172.8138,-5671.9725,991.5292,4530.9024,-4649.5005,-6137.6490,-4786.2109,-3022.2693,5818.8612,2815.8561,-4086.9540,-3627.5174,4114.9039,2421.1536,-5614.1846,-1889.1140,-4742.5340,4707.4324,4000.2554,-4073.6709,3021.9035,5571.7514,-1169.2221,5927.5771,5282.6644,6213.7513,499.3613,915.7777,-2141.9719,5210.2603,-1062.2033,-5745.8872,-5849.9242,6389.5519,2664.1397,-4605.3071,6362.5773,-3416.5550,1918.0788,-5633.4949,608.9653,6149.9711,-982.3325,-4354.6034,4035.7656,6197.1864,6072.3048,3995.5796,-1125.7680,-5925.1181,6169.0729,5935.7230,4334.3276,4982.5178,-6312.0875,-2002.8571,-5890.1897,-2910.1580,4510.7907,-6534.9897,3664.6583,-5231.0883,-3184.7607,5101.9021,5524.0913,4684.2006,4628.0422,-392.8596,-2214.2607,-4180.1824,-627.7947,965.4619,5288.3811,1575.4917,-785.0882,-3740.5301,-344285.6290,-325521.2435,-339497.7955,-336470.1206,-328252.2481,-330359.1827,-335237.7094,-335402.1104,124008095.0003,123992192.9066,123978175.4506,123988238.3532,-335105.7725,123990234.1743,-736.1266,2540.0062,-4590.8849,-5246.8201,-910.8647,4113.7367,3389.9363,5437.9404,6312.3580,4209.4329,-5977.5158,-5937.2307,1868.9823,-738.3138,6479.3440,-6655.6557,5668.4161,-3160.9129,-4949.5548,4605.1438,-5095.7749,-3211.6942,989.3210,5767.9748,2159.3301,-3319.1432,4410.1720,-1056.4855,-2012.3202,-442.4698,4903.7834,-4055.4658,1949.4259,4207.6992,4901.8671,-2675.6870,4371.2691,4476.3913,-3574.7566,-6591.9018,3201.0162,-351.5316,-1454.0180,-1330.9885,-4073.2360,1946.1084,-4277.2825,3574.9797,-4033.7008,-3024.6024,-5646.3123,-6104.4928,4922.6300,-1866.6120,6007.8141,3849.6322,3056.3802,-1239.3710,3172.7301,3056.4290,-1571.2212,5388.0103,-3844.3923,-2097.9589,5028.7871,-575.5529,6412.9678,1651.6659,-1035.1778,2802.2077,-1577.5562,3644.3912,-6778.3235,-3557.2018,-2848.8292,-2744.1776,357.0044,-611.1234,-1022.2769,-5918.0367,-2956.9053,-3332.9954,2489.4646,854.4373,-3368.3229,2590.4005,-60.9110,-4623.8334,846.2203,-2789.1404,-2159.3062,-4318.6279,6405.2518,-4758.8560,6405.1458,6162.0138,-3217.1172,-6105.7310,4081.5085,-5621.1602,122323.6348,149244.9718,130513.0732,129055.6509,131390.7848,132552.4445,137895.8334,133104.9363,186158083.5859,186166586.6834,186146905.6468,186161961.5225,134258.2206,186154756.4793,-3272.7536,1582.9658,2031.6072,4359.0715,-4352.2884,-5276.9939,-5049.0176,-3611.0973,-1651.5364,-4622.4188,2717.9594,3119.7982,-4137.8000,5348.5750,-1596.0537,1211.1781,3407.8101,-3651.6439,4783.1661,-5074.8133,4473.0140,-2389.6816,1569.8524,-1401.0221,-3865.5303,-2340.8996,5205.2835,5095.7125,4638.0173,3132.7263,-769.9521,-4691.8978,2447.0492,4706.7557,-2426.7497,5182.4383,3480.7116,4309.1692,1565.5836,-769.6352,3682.1937,5035.9591,-5428.7921,5435.3762,4686.6431,-3593.5298,5142.3329,-550.5609,1895.2581,-306.0803,-3938.2695,-3083.1275,-4366.9713,-4145.8503,-3184.3122,352.8916,1675.3336,2386.3346,5491.5101,4124.5059,-2154.7407,-2571.2752,-5369.8759,3354.4329,4716.3747,3088.1934,-2455.1654,-5051.0544,5493.7798,-986.4986,-2945.7932,-4359.3433,-696.1799,68.5200,1087.1342,-1794.5200,-5240.2402,-4602.2421,2659.0232,2807.3872,-411.2293,5221.7523,4576.0111,-2160.0803,-4776.2913,-3700.0691,6142.5108,-168.3212,-4067.8361,-4285.7698,4669.4384,-5376.3308,-1416.7151,-2740.8080,2241.9325,-3012.8238,-3111.8785,2864.4216,-5527.7114,1659.1504,116394.4660,112526.1001,114995.3355,114017.2142,118585.3112,110715.4623,104273.2607,114268.2665,-73312979.7226,-73280192.9266,-73306830.3305,-73312818.7181,112894.6019,-73303636.1778,
3600.000,-6701.4053,2993.5701,-2567.0288,3792.4056,-6045.5927,-2856.5189,-1334.6131,795.0732,-3418.3825,-690.7820,4269.0508,1898.1049,1579.2729,3644.7404,-858.8460,1692.2170,-1259.9303,4904.2214,3315.0462,-3476.7054,3888.5388,-4393.1816,-5659.2461,-4744.0678,4174.7063,5637.3334,-4558.3033,-1634.7862,6820.2645,6576.2540,2799.1231,5894.3565,-3080.9292,-5805.8704,1849.3611,6521.0120,-2650.2720,-5697.2930,6317.0837,3107.3428,477.2177,-5758.1250,-3394.0424,5117.5178,606.2756,-3772.9282,4956.9840,-3162.4431,-4056.8577,-4271.0564,1474.0970,772.5517,-2048.8232,-4628.6167,-2161.3257,3546.3059,3974.8598,-3454.3033,-5958.9589,4281.4683,-5721.2902,-202.6973,2552.1009,6792.6547,-4402.9965,-3088.3305,-2150.0795,833.0727,-3444.0674,-4992.2703,-5644.7037,-5382.3297,3205.5542,5909.0967,-3297.4391,-2176.9415,-5560.9374,-3370.4370,6712.4085,3585.8325,4831.9351,4988.9296,-3890.7370,3794.2070,-2767.6447,5063.4424,5995.7295,-2790.2619,-3196.1986,-5738.4573,-3097.5884,4052.8007,-80.8160,5547.7901,-2242.3257,-2999.4752,-4780.4445,1918.4596,-3128.2500,3498.5235,-363351.2085,-351738.7490,-363295.4992,-360119.3222,-350849.4416,-355475.5416,-357607.6782,-357912.8313,71558482.5324,71541382.1370,71533821.1685,71533859.7513,-358120.7302,71541563.4121,941.0411,-4343.1630,6049.4185,2052.0662,3323.6662,-4103.4248,-4565.0496,-6833.2159,-2613.7797,-6349.8904,2751.5965,3732.7710,-3871.4588,-3603.5143,-4700.9915,5202.0398,-6680.2560,-1373.2279,2943.2896,-5662.0479,5672.0271,4688.5163,1263.4111,-2231.9633,-5365.7214,3228.6683,-1724.5032,4430.3028,103.2225,-2072.5875,-5221.2546,1091.7361,2500.3261,-1561.5050,-6377.8075,644.3819,-826.9678,-291.8774,1073.2958,4155.7262,-5095.6603,3374.1729,5254.6192,4602.4346,5907.8679,1701.0603,1085.2877,-4239.0141,5030.4952,3887.8287,6737.0643,6727.9675,-5015.4690,4992.7149,-3572.8523,-5042.5682,-4997.5676,2938.8865,-777.0749,-5414.1436,3085.0325,-4310.5108,4602.4451,569.7641,-4314.1399,2896.9487,-4711.1196,-4683.0546,4963.4295,-79.6255,3972.1293,175.1109,5360.4191,820.6500,3725.4026,3800.7809,3355.2655,4899.2974,-489.4400,2202.9273,-416.0237,-864.2756,1905.9216,-2632.2355,6207.7859,-4672.1909,-2090.7389,4871.3952,2677.4089,3856.8350,5550.1248,4897.0340,-6535.1340,3736.5402,-3681.5094,-3044.1846,4875.1227,4726.8273,-5045.2944,5053.4694,31072.9455,63620.5948,44018.9098,44006.7337,43596.0809,45106.6255,49553.4826,47651.6623,211943144.8713,211956822.7420,211927880.4904,211942442.0795,46252.5236,211940175.4126,-1642.4863,-4383.1121,1913.2186,-5307.9310,479.6840,4730.0173,4937.1382,-626.8766,5164.6465,2450.5266,-4669.6071,-5459.6612,5507.6166,-4639.2305,4963.5399,-4190.8287,375.4749,4545.2027,-5313.7939,1661.1955,-738.4753,-2321.7623,3391.2349,4343.7726,330.1345,-2551.6724,-4893.7606,-5047.9139,-868.4410,423.2118,-3535.7155,3398.2681,-5291.2144,-3430.0381,-1585.7954,-2094.2276,-6372.8290,-3470.9448,2380.9849,4535.4661,-4494.5005,-1796.1116,2888.8265,-844.8300,-3541.6019,5517.3875,-4527.7231,-4499.0814,2452.1082,-3814.0993,-210.4215,-1317.5037,4290.8689,1185.8398,5456.2689,3145.1048,2362.5297,-5252.6233,-3371.3061,-135.6259,-2314.5288,5342.0723,4409.7990,981.6759,-3165.9987,-5467.3738,4601.7520,4945.9403,-3346.8628,4709.6967,-625.9444,4373.5346,-2952.3157,-3495.8019,-4759.0076,5164.0388,2029.8393,3304.0701,1634.1686,-5413.3378,-4486.3577,-4623.3639,-5373.2638,5159.5200,1150.0133,-493.2743,-2773.3938,-3997.6937,5497.8682,-543.6479,-2756.8494,2682.5429,-2290.4431,-1691.4689,-5287.0161,5435.2921,-1172.3149,-4695.5434,3529.4519,3237.5997,115300.6087,111091.0025,114214.7110,110741.8387,117735.6123,113111.3821,102590.3723,110696.4763,-73356498.6359,-73322117.9004,-73342188.9496,-73355843.3601,111773.0286,-73345439.4201,
7200.000,3959.5553,1387.5740,-1125.4281,-6347.7867,4181.7175,5755.9576,4570.0921,1198.7267,4713.0563,3238.3933,-5792.3018,-5418.8538,1929.2045,-2747.2580,4258.4543,-4828.0792,3608.5038,-3886.6472,-6350.7468,4580.1923,-4571.2426,507.3983,1359.0770,4965.1937,-1131.0969,-3422.7566,6740.6225,-720.0964,-5686.9565,-4333.6054,1111.4407,-6728.7535,-681.8277,6861.5434,1653.3297,-6341.5043,1953.1663,5775.7216,-4387.7883,-4309.8501,3505.3914,4563.4063,2098.8863,-2377.0069,-3364.3147,1769.1864,-6634.8924,-573.3700,576.8566,191.5867,-2800.5134,-2481.9898,5236.1190,2478.7446,5494.5194,334.6759,239.2960,-401.3010,6739.8413,-2006.2712,2268.7538,4438.2769,-5245.3577,-4796.9480,6360.9723,-488.8717,5271.5492,1908.3056,2267.5606,2412.8507,2984.6343,5780.1794,-4739.7913,-4185.9024,-1219.3453,-2808.9583,4127.0327,990.0146,-4262.3206,-4984.0204,-816.6903,-5687.8604,3110.4489,-18.7569,943.9336,-2524.0617,-6110.9435,-1416.4463,856.1255,3691.9255,1062.4396,-5394.5024,2876.1449,-4701.6539,5264.9841,5200.5743,1987.8524,-5299.3796,5043.3134,-2544.4929,-358655.7499,-355895.1707,-364137.8398,-359251.7065,-350881.6847,-361113.3479,-357168.2681,-358314.6716,14214419.6394,14193428.4090,14196715.1756,14189308.1569,-358409.3711,14198077.6132,-1222.0335,5329.6130,-5042.4441,917.9118,-4102.5759,3626.8029,4919.2911,5148.0265,-2454.1585,5839.7631,1130.8671,-1059.0537,5652.1246,6264.0102,1758.8795,-2215.1595,4276.6502,5211.7725,-1109.6135,4177.8673,-3845.2546,-4272.7290,-3845.7163,-2485.0771,5755.2381,-927.7645,-440.3987,-6637.0737,1611.5338,3884.9640,3980.8190,1502.4336,-6107.9265,-896.2668,4944.6378,1075.3961,-3749.7597,-3262.9690,2511.2140,102.7061,5539.9428,-4488.4133,-6387.6274,-4883.6058,-6036.8977,-5388.6974,1438.0013,878.5730,-4420.9970,-4140.2406,-4698.9990,-4237.4411,4249.5752,-5941.9178,707.0595,5060.0994,5016.1446,-4846.7096,-1008.3126,5282.9139,-3838.9998,2679.9681,-4417.0562,1557.0697,2724.8273,-5324.5581,2120.8150,6435.1058,-6449.0907,-3737.6147,-4962.3284,-3398.9726,-1766.9017,2853.1627,-4291.0546,-4349.5304,-4671.4693,-6712.7832,2306.2805,2154.6876,4723.1224,3749.3807,-5545.9336,4741.9764,-6028.7305,4732.5566,2306.4434,-3892.2881,-5919.9320,-3044.1338,-6790.1615,-3949.2223,4331.9871,-639.4605,-54.4347,-632.7004,-4665.3633,-2565.3604,4675.2939,-1501.1533,-61613.5186,-25836.6128,-45357.7911,-41903.4924,-47003.7016,-45258.1670,-41404.6168,-46268.3773,223261943.0964,223280193.3888,223247080.0307,223254782.9635,-44737.9468,223259727.8596,5580.5934,4072.1053,-4496.8831,2350.4574,3663.6987,-1090.7574,-1424.0976,4434.5202,-4135.8717,1480.5215,3557.6882,4088.2987,-3510.2017,960.1245,-5139.4585,4375.0392,-3885.2933,-2103.6845,2494.3424,2905.5044,-3490.1695,5294.8137,-5348.2567,-3977.5219,3444.5358,5995.1031,1412.4291,1769.3781,-3519.1384,-3728.8213,5508.1997,99.8023,2423.9579,-2.8702,4395.7734,-2438.8758,5501.9046,-745.9401,-4611.5454,-5391.6264,1833.7847,-2611.6000,1511.9596,-4316.5153,139.3344,-3945.7428,343.4494,6851.4278,-5291.8024,5527.5217,4192.8622,4832.2352,-1542.7246,2505.7162,-4085.2696,-4721.0009,-4607.3138,4932.8551,-1007.9516,-3970.2767,5250.6822,-4521.7605,-472.1558,-4698.9581,-343.9144,4368.2765,-3978.8928,-1459.8964,-975.3770,-5242.4158,3795.4303,-1802.5623,4691.7413,4692.2629,5232.5981,-4381.8792,2723.7755,531.8232,-4957.2029,4170.7339,4531.6536,728.3704,2665.6856,-5062.8233,3198.1462,4342.8029,-2324.0831,5492.1883,-3465.0983,5003.8241,-870.0760,1706.4136,4560.7471,4996.8180,4320.9082,-4531.6884,4705.5756,3646.7138,670.4322,-6300.0345,114145.2245,109651.8553,112768.8929,109979.0030,116466.9896,111905.2556,101524.9924,111598.0678,-73399295.3438,-73364590.4145,-73378058.7586,-73396317.8464,110640.6266,-73387236.6756,
