sl_20_86400_20290119 Coordinates.csv
2029/01/19 07:47:00.0000 UTC

Generated: Tue Oct  8 21:46:20 2024,
Start: 2029/01/19 07:47:00.00, Stop: 2029/01/20 07:47:00.00,
TIME_UNITS,STARLINK-30900 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-5746 - X-Coordinate,STARLINK-5684 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-31437 - X-Coordinate,STARLINK-4708 - X-Coordinate,STARLINK-3199 - X-Coordinate,STARLINK-11087 [DTC] - X-Coordinate,STARLINK-5748 - X-Coordinate,STARLINK-11076 [DTC] - X-Coordinate,STARLINK-5085 - X-Coordinate,STARLINK-4309 - X-Coordinate,STARLINK-6320 - X-Coordinate,STARLINK-30919 - X-Coordinate,STARLINK-3128 - X-Coordinate,STARLINK-30201 - X-Coordinate,STARLINK-30993 - X-Coordinate,STARLINK-1987 - X-Coordinate,STARLINK-1810 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-5746 - Y-Coordinate,STARLINK-5684 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-31437 - Y-Coordinate,STARLINK-4708 - Y-Coordinate,STARLINK-3199 - Y-Coordinate,STARLINK-11087 [DTC] - Y-Coordinate,STARLINK-5748 - Y-Coordinate,STARLINK-11076 [DTC] - Y-Coordinate,STARLINK-5085 - Y-Coordinate,STARLINK-4309 - Y-Coordinate,STARLINK-6320 - Y-Coordinate,STARLINK-30919 - Y-Coordinate,STARLINK-3128 - Y-Coordinate,STARLINK-30201 - Y-Coordinate,STARLINK-30993 - Y-Coordinate,STARLINK-1987 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-5746 - Z-Coordinate,STARLINK-5684 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-31437 - Z-Coordinate,STARLINK-4708 - Z-Coordinate,STARLINK-3199 - Z-Coordinate,STARLINK-11087 [DTC] - Z-Coordinate,STARLINK-5748 - Z-Coordinate,STARLINK-11076 [DTC] - Z-Coordinate,STARLINK-5085 - Z-Coordinate,STARLINK-4309 - Z-Coordinate,STARLINK-6320 - Z-Coordinate,STARLINK-30919 - Z-Coordinate,STARLINK-3128 - Z-Coordinate,STARLINK-30201 - Z-Coordinate,STARLINK-30993 - Z-Coordinate,STARLINK-1987 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,97.9378,-5849.5373,-1592.5473,-4742.6925,3237.1008,5342.2900,-3340.1216,-3560.0826,6495.6412,-3395.6253,6414.8288,-40.1900,4650.5700,5055.1536,5025.7390,6744.4771,5781.4606,4191.8759,3509.6931,-5673.9075,-403831.8314,-371041.5781,-390396.7824,-393083.2483,-383994.1870,-385565.0647,-383696.5461,-386619.0313,157754389.4155,157791247.8065,157764811.7339,157759644.7025,-386659.1856,157768459.1412,6920.1925,3629.5932,5813.2337,-3427.5733,-5031.6563,-3719.9985,-2517.7434,-3964.3615,-595.8609,-4508.3100,1375.7882,6834.5318,-496.6483,315.4077,-1013.1058,1395.3517,3048.0417,-3809.4517,-2254.0526,2742.7083,-111671.4888,-125515.2677,-120420.6920,-119855.6233,-119743.2817,-119500.7346,-112400.8405,-116707.9772,1395233.5039,1386688.0829,1397526.9548,1414168.5368,-115864.2087,1404219.8889,225.5208,902.9055,-3426.8696,-3716.4843,-3156.4497,2101.3491,5498.1208,-4409.1911,-1756.2312,-4005.2542,699.0842,1269.7174,5117.2374,-4718.3495,4664.8477,-650.5389,-2134.7083,3967.9200,-5504.4263,-2822.9719,23563.5827,21311.2150,19744.8235,27257.1099,22679.5277,12747.2009,19795.4670,23023.8135,-4195954.1273,-4215251.9941,-4165759.2403,-4183868.4918,21476.2705,-4184178.3780,
36000.000,-2386.4169,3591.9758,-812.1445,6754.2570,-601.1732,-1625.5939,5337.9974,4223.5211,-3198.6417,6103.9274,-4717.9312,-112.8278,432.3421,-4851.0596,-3427.7224,-5920.6872,-6611.3793,-2612.3395,-822.4113,2077.6310,-361981.3157,-327056.3763,-349856.7604,-350987.9134,-342408.7253,-343777.8748,-341990.4119,-345066.6461,151934580.3137,151973247.4832,151951812.1308,151938828.8397,-344970.6081,151949618.8209,-5438.2321,-2851.6769,-6883.8622,1476.6245,6673.8185,4102.9272,-1215.0505,-301.4774,2909.0108,3117.9098,1546.1779,-5946.0249,-921.0888,3653.0002,4677.0270,395.5267,-720.6235,6345.4877,5549.3064,-3771.4453,-210757.0271,-215750.2231,-213187.7704,-213618.3622,-214948.6025,-213919.8772,-205697.2354,-208843.6416,42246948.9083,42245498.6912,42245282.2891,42259361.8029,-209524.3405,42255948.4047,-3569.5236,-5224.1470,30.8625,467.6374,-912.9377,-5234.4314,-4235.0353,5451.0652,5179.9274,929.1781,4336.9412,3586.1191,-6869.9903,3306.5015,-3814.6098,-3561.6481,-1743.2396,-901.1306,4011.2406,5385.6753,24731.9139,22507.2935,22293.1828,27914.8182,26264.4956,15411.5542,18111.3151,21262.4502,-4202738.5105,-4224092.9343,-4173848.8223,-4187780.1968,22951.8745,-4192239.3231,
39600.000,4619.2732,927.9310,2872.6421,-6153.7437,-2610.5734,-3105.9361,-5917.5322,-4645.9671,-1451.0139,-6316.7628,-326.7981,1439.0478,-5193.7655,3580.8322,1490.8069,2887.0952,4715.8137,213.7059,-1095.4164,2208.4785,-296081.8762,-261725.9662,-286606.4267,-286515.7535,-278364.5869,-279428.4759,-278462.9153,-281105.0043,135725517.9001,135763783.7366,135750737.9488,135734881.0991,-281030.4275,135741433.9278,2112.9969,2370.3570,5329.5559,895.0732,-4603.2161,-4012.8708,3568.6635,4091.6347,-5060.4871,-750.6533,-4678.9697,2322.6839,-803.3317,-5917.1009,-6744.2612,-2985.2116,-2333.5983,-6352.3038,-6815.4807,4734.3848,-295808.2679,-291840.8402,-292156.8020,-293492.0016,-295865.8579,-294543.6071,-286155.5640,-290075.9390,80177227.0889,80182630.9446,80175477.9663,80183499.5369,-289649.1112,80186770.8475,4697.7917,6452.6955,3363.6551,3046.9460,4199.6998,4584.4082,301.1155,-3080.4838,-4235.7873,2708.8546,-4646.5551,-6397.1925,4520.5625,152.5480,656.5708,5520.3961,4413.2063,-2746.2937,36.8695,-4519.6882,25875.8752,23705.5202,25016.1172,28106.9080,29196.3354,18778.6823,17374.4072,26141.8017,-4208820.7819,-4232655.0030,-4182963.7979,-4193128.4209,24425.5260,-4200278.1064,
43200.000,-6115.3594,-4914.9847,-4716.7878,3518.6342,5440.6546,5958.7170,3934.5314,3799.6204,4325.3838,4444.7641,4034.1696,-4009.9688,5937.9286,-847.2006,812.1922,376.7783,-1494.1560,2868.9737,2547.2814,-4921.0162,-210554.8635,-179335.4986,-204778.7807,-203765.4961,-196021.3463,-196980.9265,-196659.3357,-198813.0719,110243875.3689,110279756.4538,110276351.4289,110262861.2958,-198970.9134,110260326.3674,1374.9724,-2936.7229,-1870.8903,-3665.6291,533.8826,3301.0177,-4234.5650,-5634.6859,5177.6551,-2517.9966,5219.8802,1485.2302,3562.0784,5889.7441,6256.8369,5592.2359,5321.6490,4217.6484,4947.6818,-4783.5587,-361038.9882,-348899.4316,-352150.0931,-354043.1793,-357685.4871,-355832.9978,-348267.0264,-350683.4092,112593797.0333,112605088.2022,112595853.6150,112599646.6690,-351068.4344,112604301.7503,-2950.1857,-3936.0670,-4726.6999,-4717.0558,-3985.0220,-653.4540,3789.0952,-1266.5229,-316.2672,-4669.9388,-150.8902,5471.2292,467.5931,-3536.2385,2875.6885,-4060.5251,-4091.2405,4667.5616,-4088.3443,730.3523,26996.6373,24907.8825,27578.7068,27773.0946,31587.4156,22948.3236,17431.0812,24129.7108,-4214327.6595,-4240904.0738,-4192884.1099,-4202243.0873,25897.1096,-4208294.7380,
46800.000,5759.3798,6041.4770,5868.4837,-286.1880,-6024.2699,-5620.6018,158.9634,-979.8499,-4544.2556,-1732.1665,-4359.1945,5974.0442,-2669.2787,-2821.7832,-3515.0681,-2503.5215,-1516.8313,-5701.7381,-4061.8306,5223.7525,-111204.1162,-85248.3196,-109754.2738,-107640.7500,-100763.9661,-102622.5740,-101674.0892,-104565.4463,77239699.4231,77271699.2676,77277080.6425,77263365.0132,-104093.8378,77256181.1205,-3795.9010,3307.2685,-1824.6731,5974.2716,3041.4084,-1038.3951,4143.9339,4883.3531,-1978.7829,5579.4079,-1326.9579,-3262.0536,-3712.4545,-4216.3810,-3708.6988,-6447.9160,-6633.2316,-1304.8379,-959.7687,2840.4985,-401993.4132,-383279.8900,-389276.5721,-390739.0973,-396570.5522,-393159.3213,-387796.4078,-390200.3737,137283549.0744,137299132.3849,137292482.0475,137296962.0560,-389821.6770,137295207.6291,-633.6399,-926.0425,3196.7780,3490.6969,416.4288,-3769.1721,-5542.5361,4780.6019,4579.7067,3695.6095,4762.8382,-1408.3601,-5225.4936,4694.1267,-4698.9216,37.2473,964.0404,-3704.4569,5487.4495,3499.0419,28095.8968,26116.1738,29688.4498,26930.2272,33510.8922,27921.5801,18177.8277,29040.7491,-4219421.6903,-4248799.5943,-4203420.2694,-4216815.6960,27366.5105,-4216289.2278,
50400.000,-3110.3091,-4245.1442,-5437.7764,-2304.6559,3277.1405,3119.4173,-4254.9659,-3088.9849,3368.7477,-772.6194,2682.4316,-5192.6031,-1072.7342,5940.6954,5851.9775,3479.2208,3597.1388,6783.5940,5306.4300,-4033.3108,-4834.2007,14441.9826,-7757.0951,-2164.3273,1190.6180,-4101.2270,374.1100,-1995.8275,38976200.4426,39003533.3697,39015090.7308,38993097.2286,-2527.4967,38992178.7960,4870.2737,-1735.2203,4287.9846,-6532.5786,-4772.8942,-2684.9240,-3887.0442,-3185.9957,-3079.3297,-6861.2657,-4346.6272,3012.9264,-24.5477,1993.6206,487.2635,4454.0586,5138.5846,-1306.0355,-2843.3487,1042.9868,-415869.5418,-392804.9974,-401198.6786,-401138.7370,-410080.5061,-402639.0322,-402009.6204,-402890.9950,152563593.5928,152581448.8627,152581083.4454,152582372.0133,-403413.3444,152576324.3408,3806.8480,5205.2773,262.2107,-149.1106,3483.9522,5459.1487,3815.0578,-5305.3563,-4982.6902,-426.7340,-4183.1037,-3513.7419,6844.7810,-2937.9305,3686.9111,3977.3336,2802.0215,420.9420,-3383.5083,-5510.2253,29176.6091,27332.1153,31173.6212,27548.4864,35004.1986,30803.6638,19562.0564,27189.6311,-4224290.7243,-4256292.8858,-4214410.2794,-4231124.0126,28833.6138,-4224261.5858,
54000.000,-957.5912,1620.7390,2879.7117,4002.6853,1596.3462,-454.3142,6196.0708,6258.0509,-1755.8153,2889.2625,-280.5447,1429.6694,1911.6104,-6880.9159,-6580.2377,-4140.1324,-4873.1643,-5242.0376,-4938.0032,2581.7854,101196.8054,113304.3986,94598.0755,103037.7225,103188.6103,95693.3304,102801.8156,98426.1748,-1925444.8705,-1902714.6500,-1888768.6236,-1917173.3813,99169.6246,-1910393.9214,-5044.5685,-1962.3041,-5192.9834,4596.2863,4809.8040,6012.7376,3063.0622,1587.2778,6418.6164,5454.7661,6517.8722,-2385.7194,4978.0346,287.8356,2145.7146,-343.4224,-1301.4458,3273.9399,4734.4373,-5016.9093,-401735.3858,-376898.6647,-387254.5506,-388292.3874,-397381.0388,-388026.0892,-389863.9883,-391757.1233,157395929.2178,157413906.9667,157422007.4366,157412030.5944,-390973.9319,157409397.2274,-4652.6200,-6467.7684,-3581.6444,-3304.0136,-4481.8407,-3239.5326,265.4215,2456.9557,1147.0886,-3129.2834,-997.2325,6359.2473,-4448.7687,-672.0428,-479.0675,-5536.8334,-4674.7343,3104.3917,-920.8082,3966.6781,30244.7962,28557.4562,32029.2644,31502.3518,36078.6625,28616.5821,21569.5590,31728.2197,-4229135.7496,-4263325.0037,-4225713.3833,-4240945.4384,30298.3051,-4232211.8220,
57600.000,4603.7845,-134.1904,1092.6995,-4996.7913,-5570.9862,-1482.5085,-5436.6124,-6638.6379,-553.6759,-4657.6672,-2706.4586,3144.8434,137.2257,5122.8546,4883.5088,4615.1969,5244.7812,1659.1124,2150.6310,-1188.5844,199446.4294,204982.8088,190749.7364,199846.3509,198552.7413,190593.0567,198823.5452,195061.5956,-42665634.9376,-42646581.4983,-42634495.9526,-42661303.1336,194432.8758,-42651714.5384,4457.7717,5732.3640,4964.3154,-823.1140,-3424.9467,-6548.7995,-780.1864,-55.5284,-5656.4986,-1972.5353,-3234.7336,2767.2631,-6909.7217,-2604.9085,-3887.3509,-3658.1704,-2911.8539,-4789.9786,-4660.7815,6800.4998,-360630.2545,-336615.2399,-348444.1599,-350730.5871,-359315.3985,-350351.8808,-352103.6139,-352290.3931,151457917.6346,151474090.4979,151491030.1195,151467015.6271,-353315.5636,151471622.3014,2618.6627,3914.4250,4702.0447,4720.0007,1710.9018,-1333.0376,-4211.9191,1912.1741,3641.0470,4709.2677,5064.7604,-5551.3631,-627.3362,3842.0765,-3037.0981,3617.7073,3346.3370,-4717.2523,4605.5683,96.2144,31314.9119,29794.0665,32418.4884,35073.6394,36722.7824,26919.2636,24220.6389,30430.4459,-4234157.8764,-4269824.1685,-4237203.5417,-4247411.9402,31760.4702,-4240139.9465,
61200.000,-6245.5461,-75.2695,-4759.3778,5296.9818,6258.8082,3053.6551,3133.2353,4166.2146,3681.9531,5758.9536,5155.7870,-5744.6630,-1864.7813,-1680.1011,-1266.4114,-4068.4453,-4158.5001,2244.0451,2184.7441,-805.6768,282796.3708,283601.3600,274585.5781,283321.1661,280982.0900,273611.3368,282003.3760,276550.0023,-80457935.1156,-80440912.6751,-80434643.3203,-80451919.5327,277115.7009,-80445074.4600,-2812.5772,-6884.6268,-4069.5132,-3050.3046,608.4198,3629.0968,-2763.3944,-2101.9295,1827.3956,-1852.8729,-1990.5120,-3619.2149,4081.9849,4863.7860,4924.0237,5568.0134,5466.9129,5599.6701,3776.4352,-5479.3006,-295581.7088,-274564.6332,-287313.0724,-290186.5366,-298347.6783,-290326.3377,-291255.5116,-294257.8119,135163789.7885,135176803.8081,135201144.0859,135166184.9123,-292878.8568,135177195.8675,1009.6816,895.8909,-2975.8838,-3269.0271,2477.0923,4924.6358,5501.9209,-5105.1101,-5363.0152,-3360.4363,-3610.8678,1490.1661,5283.5091,-4629.9074,4711.1422,531.8112,246.7561,3383.7810,-5353.9547,-4126.5004,32431.0802,31044.0373,32628.7249,37991.1083,36900.6206,26168.4711,27573.8137,34236.0484,-4239545.3132,-4275703.0461,-4248763.3887,-4251937.6673,33219.9949,-4248045.9693,
64800.000,5630.4847,577.4814,6493.1049,-4317.7842,-3788.2130,-4604.2299,-887.2690,-554.8531,-5927.1447,-5289.8680,-4278.7872,5193.4426,449.6159,-1759.2175,-2644.9930,1564.5830,1176.9308,-4796.9385,-5732.7487,3550.1492,344512.9842,344137.1178,340781.7535,348491.2511,344881.7529,339075.5571,346642.4793,342131.9202,-112719616.5656,-112702558.2524,-112705063.0632,-112708165.6632,341886.6800,-112707489.6519,-159.3971,4554.7207,2357.4389,5417.2603,3194.5758,874.6619,5970.4185,4673.4408,2016.3260,4456.9650,4685.3831,3119.3145,1054.0843,-6198.4953,-5329.6100,-5124.9348,-5681.7218,-4987.5958,-2782.8896,2206.2284,-211902.0041,-194738.6372,-207771.1585,-210596.7107,-218356.1438,-211274.7878,-211563.8312,-212033.3784,109635757.0092,109645115.2643,109673876.6569,109635172.1561,-213574.4986,109648434.7224,-4035.5751,-5219.8547,-582.2983,-198.4675,-4605.8905,-4990.2492,-3385.8896,5050.2783,2525.5886,-108.8174,-1817.8732,3395.5915,-6849.7815,2512.1303,-3573.7887,-4380.8433,-3690.5830,35.4135,2641.8844,5483.4716,33813.9007,32309.8001,32994.6662,40367.1508,36551.9111,26210.5393,31728.8250,33817.8107,-4245461.1793,-4280856.9559,-4260278.6361,-4255566.1825,34676.7654,-4255929.9005,
68400.000,-3611.1831,-2504.7353,-5800.9328,1663.9883,133.9727,5186.5115,-788.6435,-2225.1788,4963.5621,2732.5423,-595.1253,-2840.8982,3429.1599,3988.0428,5219.3464,2386.4647,2879.8214,5500.5144,6540.4776,-5964.6605,381697.8258,382736.4779,385096.1815,391308.4581,385505.5910,382538.1284,387904.3207,384644.1083,-137248123.2621,-137228973.8286,-137241639.0283,-137230931.3774,384573.6705,-137236234.5289,3747.3871,-439.4498,366.8058,-5723.2093,-6120.4868,-4223.0189,-6817.4795,-6283.0968,-3876.2870,-5304.7539,-3959.6731,-178.5007,-4194.0627,5531.7341,4563.8811,3483.3651,4206.1706,2401.7605,1342.8285,959.3964,-121393.3989,-102250.0607,-114867.3460,-117171.1225,-124072.2718,-118118.4809,-119044.5771,-122277.4046,76626742.2090,76632950.5332,76662126.5122,76628531.7565,-120529.8341,76638479.7130,4559.8870,6453.7049,3765.2364,3524.2337,2862.2840,1447.0604,-873.4268,-1835.8829,2433.1580,3489.9641,5234.7335,-6347.2592,4325.6450,1156.2313,272.4653,5467.5196,4601.2101,-3452.6922,1744.1345,-3348.7260,36669.8717,33594.2852,33808.5383,42274.9240,35693.6347,26941.9726,36686.6545,36614.6658,-4252032.9409,-4285166.2733,-4271632.6373,-4259286.7602,36130.6684,-4263791.7501,
72000.000,1276.5541,5054.7496,3539.9406,2152.4561,2844.1871,-3418.3322,2350.6035,3551.7508,-561.9633,1280.2572,5642.0822,905.5787,-6050.9831,-4942.6972,-5774.2636,-5857.6145,-6104.2802,-4826.8569,-4563.3369,6213.7549,401341.0614,396955.5741,404626.6259,409084.2217,400156.1569,401016.5885,401664.2910,401956.2734,-152371419.4690,-152348652.3443,-152370912.4249,-152352306.6396,402432.8097,-152359233.8661,-6410.5426,-2680.7574,-3705.3978,4606.0240,6001.3371,5036.8531,4634.0112,5346.5934,4090.1752,4911.9587,1753.1568,-4017.5702,3320.6028,-2548.9697,-2160.3245,-1882.0909,-2071.8738,1536.8198,1232.8938,-2850.2536,-25575.2207,-3001.7357,-14518.4592,-16010.2431,-19402.2823,-16860.9593,-21334.8301,-18075.0892,38400047.1011,38404555.9085,38429825.5517,38408724.7946,-19756.9148,38410905.8375,-2293.3835,-3941.6929,-4671.9983,-4713.6609,1263.2559,3118.1364,4555.3016,-2570.7137,-5348.9997,-4705.0628,-2944.5159,5590.6611,721.4154,-4121.6656,3172.1209,-3168.5381,-2391.7277,4705.9379,-5034.6055,-961.5034,39347.2377,34901.1453,35241.7546,43751.8620,36297.0154,28310.1914,39551.0085,37297.0690,-4259344.1569,-4288511.7558,-4282700.7423,-4264467.4361,37581.5904,-4271631.5283,
75600.000,994.2607,-5958.9556,-907.9076,-5544.5920,-4595.9391,-695.4190,-4240.4097,-4010.8982,-4378.3561,-4972.7394,-6010.5627,-382.4536,4363.5809,4994.0930,4841.7031,6813.2801,6707.2963,3477.4492,1451.3039,-3540.8517,397384.6831,385909.9208,398026.1184,400715.0461,391626.9682,393199.2641,391392.0239,395177.1460,-157061961.2491,-157035096.4831,-157064305.9147,-157047682.0967,394325.0134,-157049044.6560,6710.1393,3455.6055,6307.3447,-2859.3967,-2397.7725,-4075.8959,-734.0643,-1799.1277,-3544.7705,-3781.1831,855.0420,6746.9052,-384.6127,-1616.9436,-1542.3008,380.9471,-351.3054,-5150.3818,-4443.9148,3693.2402,74420.6753,96693.2422,86823.0111,86282.9538,86093.5210,85864.2563,78747.3121,80627.9479,-2425792.5002,-2420908.2422,-2403315.8060,-2410346.5641,82236.4689,-2415494.0758,-1405.7927,-918.9923,2718.7193,3008.4965,-4346.9977,-5456.8785,-5421.8458,5321.8888,3717.2556,2962.8077,-2591.4060,-1627.7770,-5387.6007,4497.2548,-4729.5787,-1139.2566,-1467.5333,-3051.1294,5068.0022,4625.1640,41495.0827,36235.0940,37298.9471,44809.2937,40234.2545,30300.9958,37346.7759,38925.9710,-4267429.0682,-4290822.7409,-4293344.1022,-4273455.9334,39029.4184,-4279449.2450,
79200.000,-3218.2517,3688.1692,-1382.9972,6860.3262,5005.8527,4991.5887,5677.1908,4319.5830,6351.0423,6607.8608,1474.4132,206.6061,813.6177,-4267.3435,-3214.3922,-4802.0011,-4439.0781,-1538.1895,1058.3889,-843.0290,368310.6650,350324.4676,365645.1852,366770.8633,358180.5852,359557.4634,357841.4945,359646.6848,-151006524.8266,-150976494.8530,-151008146.3214,-150999048.6031,360788.6097,-150992658.0196,-4440.9525,-2733.8627,-6733.6513,816.5341,-2519.2850,2649.6797,-2693.1743,-2586.1335,2043.8081,1948.7958,-3675.1383,-6108.2041,-911.4327,5034.3116,5095.2887,1601.1974,2985.0101,6728.9104,6562.7404,-4290.8298,171624.9421,190515.8008,182570.3603,183013.2057,184270.1610,183253.2890,175015.1092,180171.8120,-43056338.8593,-43048996.1988,-43041337.6647,-43042380.0487,178867.5708,-43046108.9065,4218.7914,5201.0394,872.0318,516.8528,3774.3972,3853.1455,2882.1255,-4742.0884,1045.2703,615.1812,5268.2015,-3321.5869,6819.8001,-2081.7518,3433.3624,4703.3167,4306.6682,-519.5071,-1867.3654,-5347.7813,43394.2234,37602.4484,39816.6950,45435.7206,43787.7572,32934.6977,35632.1861,40798.6568,-4276270.3808,-4292188.7367,-4303402.7443,-4287884.3952,40474.0398,-4287244.9104,
82800.000,5244.9415,832.6532,3396.4432,-5581.9765,-3662.0430,-6734.3826,-5235.8615,-4075.0986,-4477.2700,-5706.8115,3438.1851,1172.8553,-5416.2655,2348.7347,1282.1476,1285.0832,738.2189,-1107.3509,-2570.3092,4503.8687,315264.5298,292481.8036,309558.9569,309455.6938,301284.7254,302358.7677,301465.9970,305365.9317,-134627142.8159,-134596222.1942,-134624714.5361,-134617211.8484,304003.4775,-134612379.1142,831.2715,2402.3936,4576.1710,1695.0361,5684.0753,-1099.2782,4286.0361,5462.2848,1090.5970,824.5724,5186.7933,2653.6685,-902.2154,-6296.1755,-6817.2414,-4188.8263,-5374.4349,-5705.8738,-5873.8607,4522.3293,259310.8178,272544.2183,266456.5549,267793.8588,270098.1126,268784.8026,260388.9252,262891.4057,-80712500.0455,-80701445.1714,-80703538.4682,-80705530.1647,263904.0417,-80701802.4089,-4450.6743,-6468.7246,-3951.3475,-3746.3689,-56.0790,505.4399,1427.5396,1141.9975,-4941.6369,-3827.8697,-2201.2189,6305.4639,-4251.5034,-1653.9487,-93.7937,-5358.7665,-4226.3266,3746.8541,-2560.8847,2619.3141,45140.8811,39012.0603,42507.2904,45595.2112,46686.7592,36269.8232,34863.4131,41235.9935,-4285800.3864,-4293023.4455,-4312688.3186,-4301939.3341,41915.3418,-4295018.5346,
86400.000,-6180.3292,-4830.3432,-5094.7864,2594.0827,242.7065,4999.3601,2232.7937,2326.6541,866.5181,3152.0189,-4916.6405,-3883.8883,5874.1007,822.1294,1132.4157,1747.8029,2551.2349,4155.7471,3664.8930,-5726.7893,241255.5131,216073.2007,233447.8067,232417.7082,224643.1307,225617.7775,225361.2836,226265.1637,-109051741.4894,-109022747.7778,-109042901.6752,-109033330.4218,227649.0868,-109036392.9751,2455.8186,-3082.4316,-875.3210,-4403.8045,-5640.6799,-1203.8290,-4375.3473,-5690.7800,-4828.0267,-4049.8120,-2920.8826,1080.6537,3588.8769,5319.6198,5988.6523,6143.0666,6257.4840,2990.2594,2418.8716,-3425.3566,331387.4953,337631.5220,332994.5073,334881.6766,338458.3011,336613.2774,329045.5445,332486.3838,-112820611.0228,-112806100.2465,-112814856.5193,-112815650.0060,331866.3319,-112809005.9171,1926.2385,3920.0955,4607.3574,4669.4042,-3726.6108,-4520.5040,-4876.7459,3147.1957,4634.0399,4629.0726,-3297.6545,-5666.9426,-880.7413,4336.6042,-3322.6660,2645.8007,1248.9304,-4662.1078,5315.7416,1763.2791,46779.7208,40477.0420,45035.8135,45227.5187,49043.6769,40406.1175,34886.7886,44246.5448,-4295905.3481,-4294095.7641,-4320978.6202,-4311505.6236,43353.2124,-4302770.1278,
