sl_100_5400_20290328 Coordinates.csv
2029/03/28 07:47:00.0000 UTC

Generated: Tue Oct  8 21:46:09 2024,
Start: 2029/03/28 07:47:00.00, Stop: 2029/03/28 09:17:00.00,
TIME_UNITS,STARLINK-5669 - X-Coordinate,STARLINK-5809 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-2674 - X-Coordinate,STARLINK-5173 - X-Coordinate,STARLINK-3905 - X-Coordinate,STARLINK-6198 - X-Coordinate,STARLINK-30373 - X-Coordinate,STARLINK-5573 - X-Coordinate,STARLINK-3917 - X-Coordinate,STARLINK-11240 [DTC] - X-Coordinate,STARLINK-4745 - X-Coordinate,STARLINK-4303 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-32235 - X-Coordinate,STARLINK-30834 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-31537 - X-Coordinate,STARLINK-6050 - X-Coordinate,STARLINK-4025 - X-Coordinate,STARLINK-6258 - X-Coordinate,STARLINK-31676 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-5977 - X-Coordinate,STARLINK-6332 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-30870 - X-Coordinate,STARLINK-30099 - X-Coordinate,STARLINK-6266 - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-31208 - X-Coordinate,STARLINK-4179 - X-Coordinate,STARLINK-3203 - X-Coordinate,STARLINK-5616 - X-Coordinate,STARLINK-1062 - X-Coordinate,STARLINK-5788 - X-Coordinate,STARLINK-31558 - X-Coordinate,STARLINK-4749 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-31671 - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-3852 - X-Coordinate,STARLINK-31787 - X-Coordinate,STARLINK-31329 - X-Coordinate,STARLINK-2707 - X-Coordinate,STARLINK-31652 - X-Coordinate,STARLINK-30239 - X-Coordinate,STARLINK-4170 - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-30090 - X-Coordinate,STARLINK-2195 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-5401 - X-Coordinate,STARLINK-30841 - X-Coordinate,STARLINK-30495 - X-Coordinate,STARLINK-5942 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-31484 - X-Coordinate,STARLINK-32255 - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-31171 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-2219 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-5039 - X-Coordinate,STARLINK-30317 - X-Coordinate,STARLINK-1228 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-1899 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-31145 - X-Coordinate,STARLINK-4397 - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-5292 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-3874 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,STARLINK-31318 - X-Coordinate,STARLINK-4117 - X-Coordinate,STARLINK-3824 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-31202 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-6374 - X-Coordinate,STARLINK-31542 - X-Coordinate,STARLINK-5353 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-31842 - X-Coordinate,STARLINK-5330 - X-Coordinate,STARLINK-6239 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-11079 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5669 - Y-Coordinate,STARLINK-5809 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-2674 - Y-Coordinate,STARLINK-5173 - Y-Coordinate,STARLINK-3905 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,STARLINK-30373 - Y-Coordinate,STARLINK-5573 - Y-Coordinate,STARLINK-3917 - Y-Coordinate,STARLINK-11240 [DTC] - Y-Coordinate,STARLINK-4745 - Y-Coordinate,STARLINK-4303 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-32235 - Y-Coordinate,STARLINK-30834 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-31537 - Y-Coordinate,STARLINK-6050 - Y-Coordinate,STARLINK-4025 - Y-Coordinate,STARLINK-6258 - Y-Coordinate,STARLINK-31676 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-5977 - Y-Coordinate,STARLINK-6332 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-30870 - Y-Coordinate,STARLINK-30099 - Y-Coordinate,STARLINK-6266 - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-31208 - Y-Coordinate,STARLINK-4179 - Y-Coordinate,STARLINK-3203 - Y-Coordinate,STARLINK-5616 - Y-Coordinate,STARLINK-1062 - Y-Coordinate,STARLINK-5788 - Y-Coordinate,STARLINK-31558 - Y-Coordinate,STARLINK-4749 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-31671 - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-3852 - Y-Coordinate,STARLINK-31787 - Y-Coordinate,STARLINK-31329 - Y-Coordinate,STARLINK-2707 - Y-Coordinate,STARLINK-31652 - Y-Coordinate,STARLINK-30239 - Y-Coordinate,STARLINK-4170 - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-30090 - Y-Coordinate,STARLINK-2195 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-5401 - Y-Coordinate,STARLINK-30841 - Y-Coordinate,STARLINK-30495 - Y-Coordinate,STARLINK-5942 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-32255 - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-31171 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-2219 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-5039 - Y-Coordinate,STARLINK-30317 - Y-Coordinate,STARLINK-1228 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-1899 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-31145 - Y-Coordinate,STARLINK-4397 - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-5292 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-3874 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,STARLINK-31318 - Y-Coordinate,STARLINK-4117 - Y-Coordinate,STARLINK-3824 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-31202 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-6374 - Y-Coordinate,STARLINK-31542 - Y-Coordinate,STARLINK-5353 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-31842 - Y-Coordinate,STARLINK-5330 - Y-Coordinate,STARLINK-6239 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-11079 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5669 - Z-Coordinate,STARLINK-5809 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-2674 - Z-Coordinate,STARLINK-5173 - Z-Coordinate,STARLINK-3905 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,STARLINK-30373 - Z-Coordinate,STARLINK-5573 - Z-Coordinate,STARLINK-3917 - Z-Coordinate,STARLINK-11240 [DTC] - Z-Coordinate,STARLINK-4745 - Z-Coordinate,STARLINK-4303 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-32235 - Z-Coordinate,STARLINK-30834 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-31537 - Z-Coordinate,STARLINK-6050 - Z-Coordinate,STARLINK-4025 - Z-Coordinate,STARLINK-6258 - Z-Coordinate,STARLINK-31676 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-5977 - Z-Coordinate,STARLINK-6332 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-30870 - Z-Coordinate,STARLINK-30099 - Z-Coordinate,STARLINK-6266 - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-31208 - Z-Coordinate,STARLINK-4179 - Z-Coordinate,STARLINK-3203 - Z-Coordinate,STARLINK-5616 - Z-Coordinate,STARLINK-1062 - Z-Coordinate,STARLINK-5788 - Z-Coordinate,STARLINK-31558 - Z-Coordinate,STARLINK-4749 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-31671 - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-3852 - Z-Coordinate,STARLINK-31787 - Z-Coordinate,STARLINK-31329 - Z-Coordinate,STARLINK-2707 - Z-Coordinate,STARLINK-31652 - Z-Coordinate,STARLINK-30239 - Z-Coordinate,STARLINK-4170 - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-30090 - Z-Coordinate,STARLINK-2195 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-5401 - Z-Coordinate,STARLINK-30841 - Z-Coordinate,STARLINK-30495 - Z-Coordinate,STARLINK-5942 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-32255 - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-31171 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-2219 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-5039 - Z-Coordinate,STARLINK-30317 - Z-Coordinate,STARLINK-1228 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-1899 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-31145 - Z-Coordinate,STARLINK-4397 - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-5292 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-3874 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,STARLINK-31318 - Z-Coordinate,STARLINK-4117 - Z-Coordinate,STARLINK-3824 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-31202 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-6374 - Z-Coordinate,STARLINK-31542 - Z-Coordinate,STARLINK-5353 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-31842 - Z-Coordinate,STARLINK-5330 - Z-Coordinate,STARLINK-6239 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-11079 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6870.1621,6919.3190,-6221.6387,-3506.0919,4367.9524,-5231.1456,2376.7230,-5077.8305,4221.4211,3641.3568,-605.5055,4313.2124,562.2664,3267.7241,-2193.4169,3305.4877,-1995.5207,-4616.8867,-2276.3688,-3986.3510,-4698.7611,496.2385,1496.3248,-72.5434,815.0347,4113.9561,-2670.2043,438.0366,-6451.3879,-1635.6201,-6784.7606,-5340.2780,3980.1966,-5813.0943,3895.7992,-2218.3029,443.3329,-553.1504,0.0000,-6020.4056,-4673.3480,-2364.1676,5548.1223,4371.1407,-2950.6727,-6353.3072,1772.8389,3902.9412,2860.2114,-3539.2052,5314.3727,2710.2994,-1352.3558,708.1035,4379.2103,537.9515,349.0265,-5365.4325,3851.9742,-4268.8584,-4102.0995,-3788.1508,-2721.2594,5826.9549,2270.4823,-3745.1374,846.7128,3919.6687,-4261.8830,5402.6022,-323.6493,2929.8091,-4713.3233,0.0000,4322.6310,-5717.3431,-4443.6012,-4051.4450,-3203.2684,-335.8065,-4851.8628,3853.7276,-3427.9053,5710.7938,-4077.3856,3924.4591,3902.1759,4445.4179,-5240.4836,111.9271,3255.4647,6410.0766,-3118.2812,3945.2778,2109.9366,-2491.5079,3097.5317,-4508.1483,2792.0045,4811.5344,283841.6787,267980.4088,279562.3388,277044.1848,270526.9817,272683.7806,279416.4519,277427.7169,45455873.3602,45464423.7956,45473559.5286,45477783.9314,277821.7536,45472447.5340,-569.4867,-679.5615,2441.7186,-2468.7158,-294.0295,-4333.3649,-146.2793,271.3060,1428.7000,4963.0072,5976.1817,-1161.5413,-5937.3519,4648.4092,5812.5429,5945.7580,5510.0228,-4366.2460,-1007.5615,-1668.6140,3387.1557,-5827.7322,4925.7722,-6881.7244,6219.5095,4133.6077,-5992.2461,6637.0025,2333.9486,5329.6667,-38.8249,-2345.6720,1307.6357,-3020.6401,-3357.8599,-6339.7467,-6771.0221,-5855.9631,0.0000,2830.9831,-2007.0503,-4525.4078,86.0009,-955.5817,4690.8889,-2507.5565,-3759.9371,1341.4165,6180.5428,-2500.1460,1310.4855,-4595.6722,5743.8143,4474.0543,2912.7065,6849.7543,5784.6525,1674.0522,1657.9830,2195.4825,-143.0107,-5259.3368,5482.0821,-2013.9261,3620.3831,-4043.7325,-5391.3830,-3112.9074,-3628.6864,3064.7612,-6374.1844,-5420.2416,-5038.3290,0.0000,4738.5904,-176.5577,3590.9593,-3189.8776,-4953.4139,2484.4902,1955.6187,-3565.5395,-3136.7862,3703.4645,4543.4191,-4363.7803,5519.3853,-4528.0857,1019.2377,5619.3563,4146.4715,-424.3055,-6010.2264,3433.4166,5041.7662,-6343.0888,3991.5949,-3923.7117,6071.6703,304.1678,-218215.2558,-244890.3108,-223063.1624,-223144.7329,-228676.8787,-228671.6876,-231924.2859,-228390.6984,-85472257.9173,-85505252.1573,-85461025.8757,-85475162.6765,-228666.4008,-85471555.1816,205.3250,-383.0931,1221.1229,-5398.8165,-5219.4499,-1297.8294,6519.9909,4671.4638,5320.4537,-3075.6855,-2800.1150,-5226.8744,-3377.5236,3772.0406,2671.0671,723.4061,3664.3139,2424.4664,6474.8117,5387.2656,3771.2356,3430.1332,4352.5995,822.8438,2883.3780,-3788.8156,-1848.9784,-1982.8567,85.2201,4089.8313,-1414.8544,3526.5426,-5483.9527,2088.3227,4653.9092,-1651.4768,-1144.7515,3424.3988,0.0000,1780.7525,-4707.1799,-4539.4344,-4078.2841,-5253.0643,-3969.1733,-601.0242,5497.8774,5436.1642,-1170.6547,5378.2569,-4268.4787,-4420.7517,-3526.0201,5134.1699,-4512.5412,835.9476,3761.5667,-4061.4148,-5491.2130,4869.0561,-5442.5727,1587.0977,-3068.9584,2903.2068,5304.5969,4128.5824,-4132.0022,-4660.2714,-3793.4245,3061.9119,-2465.3307,-3090.9460,-569.8287,0.0000,2402.1941,3939.4848,3911.7504,-4588.1802,-3624.9785,-6506.9740,-4529.1621,-4494.6868,-4890.1316,320.4541,-3216.8012,-3641.5286,804.8894,-2591.4191,-4317.2433,4074.0789,4504.1487,2287.5103,-1417.7695,-4580.1486,-4123.0553,-338.5768,-4740.6736,3504.0850,-1407.8776,-4709.4823,20279.7841,14563.1490,18893.4263,18728.0344,22775.7376,14351.2711,8558.6709,18806.5840,2466810.4857,2450174.8773,2491209.3811,2470028.8624,17075.9663,2478734.5579,
300.000,6455.2797,6395.7476,-5140.0867,-4908.9023,3409.9831,-5500.6280,2311.1767,-4912.9587,5735.5450,4994.4236,716.3816,2967.1781,-973.7179,4962.3208,-1072.2333,4106.9481,15.8894,-5147.8829,-2470.6381,-5068.5222,-3899.9491,-1250.1089,2774.7064,-692.7351,2494.1631,5628.0431,-3504.4740,1997.6087,-5637.9066,94.1946,-6164.1093,-6353.1947,4744.2559,-6575.0287,2074.7003,-3412.8562,-1075.4274,-2346.7423,0.0000,-5604.1904,-5415.7043,-3975.2633,4763.7365,4396.6507,-876.6828,-6709.6960,-306.6015,4639.9409,3997.9974,-4150.0968,6038.0143,1090.4268,328.4093,2690.7408,5633.2715,2022.5092,2137.9736,-4013.7984,4266.8159,-2486.1139,-3838.7462,-4850.8538,-1695.0400,5522.5778,3653.1859,-5306.5661,-1022.1444,2441.3300,-4825.0103,5489.7503,-1599.6591,1206.3482,-5495.1281,0.0000,5631.5872,-6363.5449,-5488.6648,-5391.3986,-4876.6067,1624.3437,-4212.3517,3220.4499,-3942.7328,5999.7731,-2319.8398,3225.9660,5044.5478,3426.3048,-3795.6769,930.5354,4953.3675,5503.4518,-4459.0341,2329.7068,4001.8750,-3740.8755,4494.3645,-5015.8334,3930.1626,5543.9499,288331.2760,273048.7352,284426.2367,281872.8539,275242.3256,277486.4448,284105.4127,282445.6733,47316492.3167,47325740.9083,47333602.8153,47338785.9089,282568.3198,47333024.9306,-2034.8243,-1252.9557,3352.4871,-931.0533,-2254.3445,-2959.9941,-2320.1953,2379.9606,816.4652,4514.7760,6498.0624,-2857.7757,-4979.4516,3849.9823,6612.0139,4880.1191,5306.9504,-2606.0785,1193.2147,91.6164,5054.7504,-6291.7161,3318.7311,-6773.3584,6257.3607,3087.5729,-4727.6373,6626.9980,3633.7119,6175.9018,1499.6519,-834.8977,-666.5440,-1994.5071,-3045.8352,-6012.2355,-6783.3440,-6002.3335,0.0000,4006.5397,-21.0292,-3071.5494,-1856.9432,-2967.1082,5004.0705,-1031.2965,-4391.1209,-669.8128,5009.2277,-411.9029,-514.8632,-5789.0965,4999.2905,4671.8824,1302.7860,6583.0339,4806.6049,3253.8849,-477.9644,3347.0841,2026.2164,-4579.2452,6480.9333,-3686.6762,1918.1656,-3449.2431,-5968.8576,-4673.2429,-1623.2421,1151.8260,-5365.2288,-5163.8466,-3678.2713,0.0000,3782.8175,1291.9182,3784.2652,-1600.8903,-4257.4256,3305.9623,3903.5758,-5205.9322,-1046.8302,2445.9819,4688.5839,-5735.4741,4510.4284,-5818.0574,2407.4765,6513.4382,3018.4768,-1992.9580,-5285.6622,2652.5762,4556.2668,-5398.9182,4301.9550,-1999.6621,4838.2645,-1430.2089,-212019.3325,-239128.4141,-217221.7894,-217360.9800,-222794.6433,-222797.9446,-225994.3230,-222094.7946,-84455861.3324,-84488888.9777,-84444919.2745,-84458277.9268,-222764.5432,-84455225.7162,-1332.7759,-2455.2277,2910.2293,-4750.1444,-5449.5986,-2970.2782,6120.7256,4229.6133,3825.3620,-1417.1148,-1079.3397,-5504.7131,-4608.6833,2663.0392,944.7980,2466.8297,4425.9015,3597.7172,6371.2799,4692.2005,2652.9920,2202.5091,5168.5191,-1304.6103,1520.3650,-2672.4619,-3440.8646,-493.0100,-1451.2646,3111.2019,-2794.3414,2328.4469,-4966.8390,311.6386,5873.9847,144.3873,401.6842,2194.1439,0.0000,-15.5660,-4323.2939,-4629.4420,-4613.4284,-4413.1372,-4545.1055,951.9757,5304.6046,4961.5824,-2586.6863,5505.2551,-3383.1467,-3646.8279,-4707.3023,4222.9383,-3819.0865,-710.6839,4476.9216,-4625.0063,-5413.3365,5417.5435,-5256.2818,-244.9006,-1408.6181,1540.8382,5419.4873,2720.3276,-3190.1668,-4354.7452,-4450.8500,4058.3119,-3935.0220,-4404.9569,-2054.0309,0.0000,954.8487,2470.3845,1883.5351,-4000.8428,-2453.3242,-5921.0553,-3858.6845,-3206.5576,-5372.9341,2101.9783,-4500.8077,-2095.2072,-754.5535,-1172.6732,-5190.6940,2219.5120,3801.4187,3496.0209,114.4823,-5989.2106,-3175.2136,-1851.2313,-3048.2672,4338.3409,-2792.1575,-3553.9545,20163.3841,14411.5313,18824.7450,18414.9108,22689.1636,14482.9936,8340.4969,18611.6116,2467505.4106,2450819.0971,2492324.6362,2470628.9359,16939.2471,2479490.7867,
600.000,5403.5713,5224.5439,-3510.7186,-5850.6921,2152.8085,-5248.6037,2091.8924,-4307.7163,6670.7398,5833.3618,1944.2721,1367.8136,-2455.3342,6146.4783,152.1380,4511.5779,2044.9982,-5182.8811,-2497.4559,-5683.2727,-2745.2835,-2848.2821,3810.8700,-1259.1953,3916.5080,6600.9039,-4013.6422,3359.6386,-4255.5822,1789.7119,-4952.8784,-6723.6887,5082.6461,-6669.9678,15.2147,-4268.9597,-2491.3302,-3883.6886,0.0000,-4623.0131,-5669.1121,-5215.4924,3545.5006,4030.2623,1291.5982,-6394.9369,-2333.7543,4947.6666,4769.0471,-4408.2947,6200.6338,-605.0830,2016.3655,4378.0378,6360.8756,3316.7896,3750.1140,-2299.7917,4317.1113,-472.8704,-3238.0711,-5376.7557,-510.7197,4665.1721,4705.9915,-6326.2187,-2765.5558,751.6688,-4928.6734,5078.4160,-2755.1308,-669.0116,-5758.1422,0.0000,6369.8679,-6398.5257,-5947.7682,-6223.6602,-6068.3483,3385.2284,-3199.8880,2302.0888,-4098.2463,5677.4498,-309.8542,2227.8636,5674.9981,2073.5399,-1993.4028,1625.9124,6180.8788,4047.3429,-5365.0314,511.4250,5482.7875,-4626.7346,5408.0015,-5078.4802,4696.4929,5707.4739,292684.3049,277993.6916,289164.8124,286582.8305,279833.6728,282174.9470,288667.7096,287330.9564,49154404.6356,49164349.7598,49170952.9988,49177045.9058,287189.5054,49170899.1009,-3312.6277,-1732.0712,3943.8445,655.6648,-4011.5415,-1270.2592,-4255.7104,4249.9559,171.5085,3623.2970,6284.6734,-4308.1521,-3541.2027,2685.2036,6706.0024,3300.5552,4623.7860,-565.0776,3263.1334,1804.8775,6223.4239,-6114.7406,1379.8023,-5970.4695,5689.7581,1770.7255,-2964.3877,5977.8309,4583.2136,6436.1776,2918.8317,738.8978,-2544.9098,-769.8368,-2496.4514,-5085.0398,-6121.5751,-5547.9144,0.0000,4778.3316,1945.4027,-1339.6899,-3642.8013,-4666.7594,4851.8666,557.5064,-4638.8297,-2583.7977,3342.3043,1701.4504,-2266.2598,-6439.1225,3784.7620,4435.7962,-402.2547,5673.9497,3387.5363,4555.9329,-2552.5530,4212.0209,3988.5489,-3388.4873,6812.2395,-4972.4561,55.0689,-2537.6597,-5966.6034,-5786.3180,552.9855,-890.9624,-3817.3560,-4429.0224,-1948.5099,0.0000,2454.9305,2609.0206,3541.4041,112.7353,-3169.6604,3864.8458,5470.7301,-6321.8484,1148.7748,913.6709,4411.9017,-6527.3706,3033.8770,-6519.3181,3604.2039,6751.4945,1634.3582,-3390.8380,-4043.9385,1518.1148,3641.8065,-3899.6238,4204.8630,124.6570,3108.9192,-2979.6218,-205733.6147,-233260.6844,-211284.6779,-211485.6666,-216815.2365,-216822.9330,-219968.1854,-215738.1522,-83398967.9854,-83432013.1751,-83388344.7492,-83400873.0337,-216764.1807,-83398401.2160,-2726.0385,-4268.1653,4268.3267,-3585.6982,-5067.4267,-4322.7518,5071.6617,3330.5354,1923.0066,396.6707,773.6520,-5180.6908,-5330.7139,1255.0229,-890.3617,3935.2536,4710.0677,4363.4358,5590.2359,3490.5687,1248.4770,723.1863,5384.6686,-3292.3699,-7.3883,-1272.6330,-4645.8837,1049.4813,-2827.5953,1797.3130,-3874.7300,868.3859,-3912.1420,-1499.2508,6468.2235,1924.6381,1904.0810,715.9462,0.0000,-1810.2125,-3476.8470,-4202.8531,-4645.9404,-3095.0499,-4610.5384,2399.5038,4535.5625,3932.3514,-3723.3427,5038.3259,-2137.1415,-2482.2138,-5373.1224,2843.7080,-2716.7382,-2180.9025,4708.8521,-4694.9628,-4752.0316,5363.4745,-4480.2924,-2047.5741,408.3472,4.9224,4925.0970,1015.4054,-1893.8443,-3564.5598,-4596.6288,4619.2052,-4967.5134,-5240.4097,-3317.5398,0.0000,-598.4662,738.5193,-346.8100,-2980.1676,-1017.9748,-4714.7135,-2773.2332,-1572.1465,-5234.0881,3646.3344,-5297.3810,-322.0076,-2228.7349,376.0475,-5494.0742,128.4780,2692.6920,4311.5791,1634.3623,-6765.1560,-1874.6032,-3156.1386,-1029.1206,4707.8281,-3864.0942,-1984.9511,20046.2615,14260.0604,18752.4606,18098.1566,22599.4348,14620.7247,8127.0069,18292.0891,2468205.7300,2451464.5201,2493428.7970,2471254.6168,16802.5145,2480246.9906,
