sl_100_5400_20290929 Coordinates.csv
2029/09/29 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:30 2024,
Start: 2029/09/29 07:47:00.00, Stop: 2029/09/29 09:17:00.00,
TIME_UNITS,STARLINK-3128 - X-Coordinate,STARLINK-31709 - X-Coordinate,STARLINK-31285 - X-Coordinate,STARLINK-1375 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-30290 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-4489 - X-Coordinate,STARLINK-32173 - X-Coordinate,STARLINK-3756 - X-Coordinate,STARLINK-5332 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-3095 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-5787 - X-Coordinate,STARLINK-31164 - X-Coordinate,STARLINK-4555 - X-Coordinate,STARLINK-5943 - X-Coordinate,STARLINK-30934 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-5420 - X-Coordinate,STARLINK-4270 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-5294 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-30449 - X-Coordinate,STARLINK-5591 - X-Coordinate,STARLINK-32161 - X-Coordinate,STARLINK-5156 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-2374 - X-Coordinate,STARLINK-6292 - X-Coordinate,STARLINK-4467 - X-Coordinate,STARLINK-6254 - X-Coordinate,STARLINK-2419 - X-Coordinate,STARLINK-30871 - X-Coordinate,STARLINK-5402 - X-Coordinate,STARLINK-1675 - X-Coordinate,STARLINK-3895 - X-Coordinate,STARLINK-30595 - X-Coordinate,STARLINK-5703 - X-Coordinate,STARLINK-31484 - X-Coordinate,STARLINK-1131 - X-Coordinate,STARLINK-4552 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-1580 - X-Coordinate,STARLINK-4640 - X-Coordinate,STARLINK-3726 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-2078 - X-Coordinate,STARLINK-1878 - X-Coordinate,STARLINK-30078 - X-Coordinate,STARLINK-30075 - X-Coordinate,STARLINK-1681 - X-Coordinate,STARLINK-3983 - X-Coordinate,STARLINK-3393 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-31298 - X-Coordinate,STARLINK-31699 - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-4251 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-31126 - X-Coordinate,STARLINK-3344 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-6194 - X-Coordinate,STARLINK-11226 [DTC] - X-Coordinate,STARLINK-30264 - X-Coordinate,STARLINK-31674 - X-Coordinate,STARLINK-31806 - X-Coordinate,STARLINK-1992 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-6170 - X-Coordinate,STARLINK-31602 - X-Coordinate,STARLINK-5685 - X-Coordinate,STARLINK-4297 - X-Coordinate,STARLINK-31786 - X-Coordinate,STARLINK-5695 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-3741 - X-Coordinate,STARLINK-2139 - X-Coordinate,STARLINK-31566 - X-Coordinate,STARLINK-5706 - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-4058 - X-Coordinate,STARLINK-1531 - X-Coordinate,STARLINK-5006 - X-Coordinate,STARLINK-2029 - X-Coordinate,STARLINK-4492 - X-Coordinate,STARLINK-3294 - X-Coordinate,STARLINK-2431 - X-Coordinate,STARLINK-30457 - X-Coordinate,STARLINK-31394 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-31691 - X-Coordinate,STARLINK-31633 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3128 - Y-Coordinate,STARLINK-31709 - Y-Coordinate,STARLINK-31285 - Y-Coordinate,STARLINK-1375 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-30290 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-4489 - Y-Coordinate,STARLINK-32173 - Y-Coordinate,STARLINK-3756 - Y-Coordinate,STARLINK-5332 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-3095 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-5787 - Y-Coordinate,STARLINK-31164 - Y-Coordinate,STARLINK-4555 - Y-Coordinate,STARLINK-5943 - Y-Coordinate,STARLINK-30934 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-5420 - Y-Coordinate,STARLINK-4270 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-5294 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-30449 - Y-Coordinate,STARLINK-5591 - Y-Coordinate,STARLINK-32161 - Y-Coordinate,STARLINK-5156 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-2374 - Y-Coordinate,STARLINK-6292 - Y-Coordinate,STARLINK-4467 - Y-Coordinate,STARLINK-6254 - Y-Coordinate,STARLINK-2419 - Y-Coordinate,STARLINK-30871 - Y-Coordinate,STARLINK-5402 - Y-Coordinate,STARLINK-1675 - Y-Coordinate,STARLINK-3895 - Y-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-5703 - Y-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-1131 - Y-Coordinate,STARLINK-4552 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-1580 - Y-Coordinate,STARLINK-4640 - Y-Coordinate,STARLINK-3726 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-2078 - Y-Coordinate,STARLINK-1878 - Y-Coordinate,STARLINK-30078 - Y-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-1681 - Y-Coordinate,STARLINK-3983 - Y-Coordinate,STARLINK-3393 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-31298 - Y-Coordinate,STARLINK-31699 - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-4251 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-31126 - Y-Coordinate,STARLINK-3344 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-6194 - Y-Coordinate,STARLINK-11226 [DTC] - Y-Coordinate,STARLINK-30264 - Y-Coordinate,STARLINK-31674 - Y-Coordinate,STARLINK-31806 - Y-Coordinate,STARLINK-1992 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-6170 - Y-Coordinate,STARLINK-31602 - Y-Coordinate,STARLINK-5685 - Y-Coordinate,STARLINK-4297 - Y-Coordinate,STARLINK-31786 - Y-Coordinate,STARLINK-5695 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-3741 - Y-Coordinate,STARLINK-2139 - Y-Coordinate,STARLINK-31566 - Y-Coordinate,STARLINK-5706 - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-4058 - Y-Coordinate,STARLINK-1531 - Y-Coordinate,STARLINK-5006 - Y-Coordinate,STARLINK-2029 - Y-Coordinate,STARLINK-4492 - Y-Coordinate,STARLINK-3294 - Y-Coordinate,STARLINK-2431 - Y-Coordinate,STARLINK-30457 - Y-Coordinate,STARLINK-31394 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-31691 - Y-Coordinate,STARLINK-31633 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3128 - Z-Coordinate,STARLINK-31709 - Z-Coordinate,STARLINK-31285 - Z-Coordinate,STARLINK-1375 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-30290 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-4489 - Z-Coordinate,STARLINK-32173 - Z-Coordinate,STARLINK-3756 - Z-Coordinate,STARLINK-5332 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-3095 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-5787 - Z-Coordinate,STARLINK-31164 - Z-Coordinate,STARLINK-4555 - Z-Coordinate,STARLINK-5943 - Z-Coordinate,STARLINK-30934 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-5420 - Z-Coordinate,STARLINK-4270 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-5294 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-30449 - Z-Coordinate,STARLINK-5591 - Z-Coordinate,STARLINK-32161 - Z-Coordinate,STARLINK-5156 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-2374 - Z-Coordinate,STARLINK-6292 - Z-Coordinate,STARLINK-4467 - Z-Coordinate,STARLINK-6254 - Z-Coordinate,STARLINK-2419 - Z-Coordinate,STARLINK-30871 - Z-Coordinate,STARLINK-5402 - Z-Coordinate,STARLINK-1675 - Z-Coordinate,STARLINK-3895 - Z-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-5703 - Z-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-1131 - Z-Coordinate,STARLINK-4552 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-1580 - Z-Coordinate,STARLINK-4640 - Z-Coordinate,STARLINK-3726 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-2078 - Z-Coordinate,STARLINK-1878 - Z-Coordinate,STARLINK-30078 - Z-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-1681 - Z-Coordinate,STARLINK-3983 - Z-Coordinate,STARLINK-3393 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-31298 - Z-Coordinate,STARLINK-31699 - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-4251 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-31126 - Z-Coordinate,STARLINK-3344 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-6194 - Z-Coordinate,STARLINK-11226 [DTC] - Z-Coordinate,STARLINK-30264 - Z-Coordinate,STARLINK-31674 - Z-Coordinate,STARLINK-31806 - Z-Coordinate,STARLINK-1992 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-6170 - Z-Coordinate,STARLINK-31602 - Z-Coordinate,STARLINK-5685 - Z-Coordinate,STARLINK-4297 - Z-Coordinate,STARLINK-31786 - Z-Coordinate,STARLINK-5695 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-3741 - Z-Coordinate,STARLINK-2139 - Z-Coordinate,STARLINK-31566 - Z-Coordinate,STARLINK-5706 - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-4058 - Z-Coordinate,STARLINK-1531 - Z-Coordinate,STARLINK-5006 - Z-Coordinate,STARLINK-2029 - Z-Coordinate,STARLINK-4492 - Z-Coordinate,STARLINK-3294 - Z-Coordinate,STARLINK-2431 - Z-Coordinate,STARLINK-30457 - Z-Coordinate,STARLINK-31394 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-31691 - Z-Coordinate,STARLINK-31633 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,858.2975,-2124.7227,-850.9130,5670.8091,2797.9760,-2523.5820,2056.5771,6797.7445,2942.4450,902.8827,0.0000,5371.6023,4961.8664,-4740.7314,-2481.5172,3993.9234,-5034.2280,-4965.9107,232.6046,1669.1024,-4145.5953,-607.2022,1491.4462,-3651.1917,-6796.1049,-2664.6616,-4514.7036,3421.1045,-3388.0622,4129.0279,1982.3303,5167.3843,-197.4489,-3535.7254,4930.5832,1669.4474,4816.5727,6868.1819,-2926.2927,-2686.4973,1723.8750,-4591.3203,6457.0750,-6749.3763,4049.9553,-3666.6234,2778.2407,2337.9935,1934.7092,4486.4490,-4096.1528,3194.5479,5530.7976,-4138.2181,-3143.5882,-5048.7203,-4586.0960,-1537.6215,-6481.8865,4130.5073,-2414.2262,5558.4325,423.8237,1941.9335,-3742.8846,-5094.5353,-3323.7278,1661.3527,4539.0259,0.0000,6172.9042,-6407.2543,-662.6899,6422.1412,2773.6458,-5777.7960,3829.4408,5266.4900,-2586.9950,5322.6849,221.6735,2223.4969,-4383.5892,-4176.6801,-4263.7799,1769.8072,-4792.5117,-3080.8287,-505.6490,-3330.6580,1477.3546,6482.8964,-4054.6091,-1461.1845,-5346.3394,-6449.1207,2016.6223,-6022.8499,-1587.7459,5074.9006,-242702.2734,-241388.5131,-251376.1779,-247902.2158,-241258.2391,-243695.8499,-250265.6393,-247929.3218,105925993.3273,105938916.7879,105947662.2431,105925884.5644,-248708.7456,105933425.2073,4082.0499,6261.6869,6272.1980,2962.8994,-3217.4268,3744.0428,6157.4111,1070.1662,4100.3612,-6280.1120,0.0000,-3499.7556,4206.4409,4182.7239,-4444.5553,-5177.9982,4106.3340,1805.4613,5538.3586,6571.4845,-113.1996,4452.1645,-4342.0033,1967.3336,-794.2065,3382.5184,-4741.5522,-5930.1395,5404.5300,3424.2347,-3766.4932,1481.9163,-3999.2333,70.5869,-4827.1663,-6712.7828,-952.0589,253.4057,-5100.7244,-2983.5137,3811.2122,2954.2511,-206.1351,1033.9424,1592.9310,-3006.7803,4216.1427,-6102.3975,4500.1147,-4854.6062,-5111.3046,-6008.0920,1215.3444,4026.4625,4965.5208,2324.1958,-4169.6443,5043.8541,1686.8890,-177.0249,-5363.4331,-334.4496,5098.2528,99.6660,2894.0261,-1724.8012,5219.5915,-5598.6114,4652.3461,0.0000,-2661.4833,-1243.1294,-4972.8910,2206.6185,4002.6292,725.0164,-2354.7875,4480.7288,-5929.2399,-683.8240,6587.0586,5289.5102,579.2905,-533.0281,5285.5769,-4843.6226,-4791.7673,-5055.6375,5371.3983,4766.3945,-6659.1137,281.9057,5564.3494,4226.8171,-3064.1854,-2152.3696,6275.5112,2544.7017,4981.5084,-2438.0324,-282989.8302,-265996.6096,-273145.5965,-273325.1549,-267951.3511,-267687.6517,-264746.5874,-267364.9357,209608832.8732,209638494.0653,209644031.8065,209629873.4314,-268042.2453,209627721.6553,5506.3501,-1683.0666,2373.7955,1526.6027,5430.7329,5182.9508,1965.2049,-406.4599,4539.3411,-2363.2968,0.0000,-2437.9038,2434.0460,-2746.4456,-4701.2564,-2350.9751,-2373.7114,-4545.6683,-3995.8576,168.4600,5425.8558,-5243.9602,5125.4844,-5506.8961,890.0727,-5385.6732,1868.2934,-892.3935,-2772.7566,4180.8988,-5439.0568,-4221.9685,5302.2393,-5989.1411,209.1731,344.7356,4925.4412,-890.8112,-3643.6613,-5284.5726,-5473.5629,-4100.4163,-2490.4418,-451.1303,-5110.6445,5024.7782,-4676.0677,1649.4343,4817.4175,-1338.6645,-1909.5915,409.2169,3685.5909,-3799.4764,-3680.0979,-4148.8227,-2729.0428,4442.3242,1488.0793,5522.4485,3474.2429,-3939.6672,4497.1174,6649.1902,5004.7490,-4200.9343,-3208.5074,-3679.9814,2423.7994,0.0000,-1121.6274,1928.2186,-4603.7856,-500.5863,4878.7182,3727.5283,5190.8404,-518.7788,-2215.8092,4296.1660,2072.4528,-3562.8271,5205.7892,5463.2880,273.1351,-4650.2363,-866.7323,-3527.4018,4275.9054,3678.9449,1163.3302,1452.5389,-407.6200,5258.2039,3064.6067,845.7494,1673.8748,2166.2300,-4362.8920,3875.5816,163018.2886,159328.2535,163996.4831,162903.4435,167544.2205,159762.1255,153224.1584,163369.4758,-95657242.6789,-95691738.6706,-95646853.4702,-95670074.0019,161858.8000,-95659558.2012,
300.000,2951.2201,-975.1766,734.8418,6303.5959,1393.7467,-1188.0693,3584.3995,6744.5520,3686.8053,-541.2894,0.0000,4903.6506,4603.7400,-3107.8111,-4156.7130,2836.5154,-3505.6955,-3691.1639,1748.5233,2745.8314,-3773.0438,1263.1071,-134.9985,-2432.0131,-6826.6226,-1246.9068,-5155.8600,2047.0852,-3078.0438,4265.7513,-148.2706,4981.7489,-2369.1678,-1933.4987,5017.6288,159.4637,3436.4376,6783.0367,-4065.4614,-4303.4732,3469.0240,-4275.2426,5597.9448,-6334.7681,5184.5191,-4073.2537,4557.7115,1194.6206,3803.1634,3086.3740,-5176.0276,1653.4269,6405.3559,-3525.7625,-1803.6395,-4515.6162,-4761.1287,389.0680,-5464.0275,3814.8007,-4164.0780,5752.2279,2142.1362,3641.2239,-2570.7855,-5001.9004,-1586.8560,-78.2359,5139.8854,0.0000,5481.4814,-6788.7611,-2764.1216,6360.1076,4588.8575,-5877.5663,2041.6378,5896.5313,-3422.4621,5756.7840,1794.1645,3779.1884,-3276.3276,-4568.6937,-2910.1557,-365.3992,-5562.6589,-3749.4209,1008.5285,-2458.4226,697.6106,6568.9572,-2818.0158,245.5493,-5131.3071,-6783.0339,3507.1533,-5735.4439,285.8620,3481.7598,-236625.7252,-235873.7896,-245776.9767,-242295.0433,-235514.0764,-238070.2140,-244496.6710,-242277.2947,101325369.5623,101337937.6706,101346602.1976,101324916.6923,-242997.8156,101332702.3784,3690.1449,6749.9357,6659.3945,1860.8492,-4762.7005,5232.3764,5742.1452,-151.4143,2162.6347,-5540.3490,0.0000,-4743.0124,2990.1034,4543.9539,-3093.3572,-6277.5350,4541.8486,3521.4326,4315.8050,5879.4338,2044.5925,5176.3190,-5460.2160,3754.9616,420.6517,4889.7029,-3114.1534,-6559.1944,6192.7549,1429.9953,-4214.7024,-641.5108,-3582.0999,1496.2888,-4293.3195,-6821.9031,-2530.7901,-1251.6977,-3439.4585,-1532.8989,2506.0538,4598.1592,-1808.3049,2190.7146,-104.8503,-919.3880,3805.4580,-6633.1875,4378.9257,-5184.8502,-4441.0419,-6327.1929,-112.8186,5482.4985,6199.5270,4182.1803,-2478.7792,4431.6989,2709.9764,-2319.1321,-4924.2392,-2237.0408,5607.1005,1330.9566,1358.6707,404.6058,5081.7637,-4942.6271,2948.8695,0.0000,-4023.7110,286.3599,-4639.1600,895.7584,3497.2236,2560.9619,-3577.3938,3050.7888,-4591.0672,-2344.6700,6647.8458,5228.2425,2454.1709,1545.7239,6009.3576,-5108.4200,-3845.4222,-3348.3633,6159.1278,6059.8737,-6109.1627,-973.6598,5909.3866,5296.9057,-1334.9544,-671.5441,5827.1781,3797.6216,5777.6448,-3773.2832,-287926.3892,-271227.8249,-278237.4009,-278360.4762,-273100.5294,-272848.6383,-269936.7913,-272978.8814,211872750.6151,211902216.2346,211908508.0932,211893211.5618,-273215.4107,211891644.9580,5040.1312,125.5763,915.6127,-314.7483,4802.3745,4299.7165,459.4937,1405.6495,5271.5526,-3855.6773,0.0000,-695.7627,4250.8756,-4149.5325,-4600.8948,-903.3952,-3865.1339,-4749.9922,-5001.4746,1964.4839,5312.5881,-4392.5903,4187.8115,-5245.4833,-925.0254,-4698.9780,3169.6279,656.0842,-726.7469,5098.0925,-5469.5462,-4636.4173,5070.2519,-6510.9219,-2019.4045,-1195.3383,5489.3496,654.7800,-4416.6800,-4813.9222,-5398.5828,-2681.1567,-3652.9627,1367.5422,-4261.8724,5502.8199,-3478.4668,-167.7278,3686.3019,-3016.3340,-117.4785,1916.5308,2153.9840,-2296.9241,-2526.6362,-3196.1131,-4131.0438,5265.4734,3136.8759,5259.5716,2258.6822,-2902.5780,3224.3054,5743.9074,6241.1497,-4625.7112,-4501.0657,-4818.9958,3602.6854,0.0000,432.6229,421.0724,-4147.0810,-2265.5875,3775.3759,2592.7472,5493.7808,-2006.7881,-3739.4901,2940.8497,589.1728,-1996.3295,5466.8015,4931.9245,-1278.2005,-4689.4688,959.9925,-4714.2286,2910.2969,2146.7731,3168.7058,-383.7919,-2175.2219,4421.7928,4384.3075,-708.5821,145.0027,397.2323,-3591.9520,4511.3008,162983.5763,159369.5800,164040.1389,162721.8873,167575.3785,160034.6304,153147.9238,163516.8285,-95659870.1894,-95694559.2565,-95649976.6126,-95672971.6430,161852.6847,-95662441.9953,
600.000,4751.9464,277.2212,2234.6834,6208.6002,-102.1676,222.6523,4736.6698,6014.5036,4104.5182,-1968.6818,0.0000,3940.5058,3819.9045,-1146.2127,-5455.2111,1414.1513,-1612.6074,-2099.6183,3133.5447,3554.5167,-3072.4153,2976.5092,-1709.2781,-1021.4261,-6173.6828,249.3916,-5296.8884,465.9270,-2464.1885,4014.2651,-2251.2091,4336.8138,-4282.2414,-189.2562,4531.5692,-1377.2317,1760.1379,6038.3576,-4850.4547,-5468.1860,4901.1263,-3544.7557,4209.2428,-5265.0810,5787.1159,-4136.9952,5867.7631,-79.2043,5271.2372,1333.5709,-5717.3568,-72.7181,6602.9309,-2586.5983,-313.0007,-3575.5999,-4475.0094,2309.2279,-3886.2604,3177.6232,-5481.3897,5382.1099,3610.7624,4902.2059,-1051.9212,-4445.9028,331.5431,-1848.1127,5276.4677,0.0000,4226.6339,-6473.9409,-4580.0562,5645.1762,5937.7170,-5422.5411,77.9924,5969.7297,-3948.5785,5631.0716,3185.5399,4914.7568,-1883.4598,-4556.2148,-1246.5961,-2460.2122,-5764.4724,-4094.7420,2392.1177,-1362.2749,-194.3117,5918.5525,-1279.8332,1889.9099,-4438.5981,-6436.5016,4635.6044,-4872.9361,2104.9487,1554.1903,-230449.8463,-230251.9949,-240069.8849,-236588.3279,-229663.8228,-232350.0188,-238619.3973,-236549.3176,96676391.1537,96688614.8995,96697166.8782,96675629.4235,-237179.3472,96683624.9402,2988.1775,6536.9762,6351.0396,540.0460,-5860.4501,6211.7382,4733.9647,-1373.7274,6.1652,-4232.7121,0.0000,-5496.3202,1432.8509,4493.4201,-1478.6206,-6769.9726,4566.9547,4932.6114,2679.1095,4560.4879,3999.3104,5423.1466,-6056.3195,5195.4906,1603.8094,5933.5619,-1154.3735,-6545.9800,6348.3180,-727.3622,-4303.9675,-2712.1590,-2824.3916,2838.4465,-3306.2861,-6270.4763,-3910.6104,-2641.5470,-1453.0905,41.5117,999.8560,5753.3174,-3267.0033,3137.4988,-1752.3538,1256.1613,3049.1729,-6450.3768,3853.4738,-4986.7425,-3310.3997,-6009.6034,-1404.5991,6384.1715,6836.6381,5628.5104,-503.5874,3426.0068,3492.5708,-4232.6917,-4005.5230,-3893.8405,5558.4865,2485.8815,-264.5628,2503.2507,4493.6225,-3832.6304,948.6613,0.0000,-4977.7149,1782.2481,-3871.6158,-532.5366,2683.6583,4130.4752,-4492.0333,1312.2170,-2775.0435,-3743.4897,6059.5803,4624.5973,4111.9155,3449.8148,6121.4717,-4926.5719,-2492.6979,-1301.2004,6342.5571,6738.1406,-4942.4339,-2124.6336,5677.6069,5871.4131,559.0497,883.5285,4780.1430,4664.2231,6007.2115,-4767.9196,-292730.9695,-276346.8943,-283205.2905,-283265.7699,-278126.6545,-277892.9350,-275002.9628,-278491.2877,214035713.6849,214064972.9636,214072014.6536,214055579.3508,-278266.9397,214054609.7530,4030.2898,1920.0686,-648.2099,-2116.9006,3655.2071,2945.6291,-1098.7281,3064.4797,5404.5486,-4906.2273,0.0000,1123.3306,5615.4734,-5101.6892,-4008.3420,640.3115,-4940.7333,-4455.0936,-5449.8241,3535.7363,4606.6409,-3066.3757,2792.8502,-4414.9137,-2639.7490,-3502.2842,4112.8152,2133.3461,1396.3704,5438.8465,-4909.9208,-4534.4622,4225.7497,-6345.7350,-4029.2879,-2607.1334,5472.7106,2130.0872,-4714.9125,-3759.5887,-4736.6729,-961.5857,-4423.5227,3033.8102,-2912.3728,5387.5090,-1900.5755,-1965.4110,2150.6364,-4344.2115,1687.8087,3207.8583,373.7781,-546.2341,-1102.8279,-1901.8580,-5060.1854,5517.0980,4439.1831,4427.1858,790.6654,-1539.4449,1588.3778,4225.3469,6798.8704,-4532.8849,-5320.6615,-5436.9214,4396.6710,0.0000,1938.0553,-1133.7152,-3222.7673,-3774.9882,2261.7983,1178.4287,5193.5932,-3280.2295,-4846.9330,1263.1434,-957.8328,-198.7360,5118.1295,3866.1503,-2684.4385,-4230.2439,2679.2051,-5387.8386,1227.0039,379.7860,4832.8632,-2173.7543,-3706.5700,3107.1744,5224.8463,-2184.3834,-1400.3264,-1415.1315,-2415.8131,4644.2334,162948.6513,159413.1229,164079.5376,162537.6175,167603.4245,160312.5306,153076.1894,163544.7727,-95662498.7331,-95697376.6216,-95653102.6419,-95675851.4769,161846.4769,-95665325.6596,
