sl_100_5400_20290408 Coordinates.csv
2029/04/08 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:30 2024,
Start: 2029/04/08 07:47:00.00, Stop: 2029/04/08 09:17:00.00,
TIME_UNITS,STARLINK-5520 - X-Coordinate,STARLINK-5945 - X-Coordinate,STARLINK-32211 - X-Coordinate,STARLINK-4051 - X-Coordinate,STARLINK-4593 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-30998 - X-Coordinate,STARLINK-3137 - X-Coordinate,STARLINK-30508 - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-3151 - X-Coordinate,STARLINK-2170 - X-Coordinate,STARLINK-4659 - X-Coordinate,STARLINK-30773 - X-Coordinate,STARLINK-31417 - X-Coordinate,STARLINK-3771 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-5758 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-30112 - X-Coordinate,STARLINK-6098 - X-Coordinate,STARLINK-5651 - X-Coordinate,STARLINK-31122 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-4300 - X-Coordinate,STARLINK-4483 - X-Coordinate,STARLINK-4461 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-6211 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-4534 - X-Coordinate,STARLINK-2371 - X-Coordinate,STARLINK-5282 - X-Coordinate,STARLINK-30597 - X-Coordinate,STARLINK-6332 - X-Coordinate,STARLINK-1712 - X-Coordinate,STARLINK-30611 - X-Coordinate,STARLINK-31376 - X-Coordinate,STARLINK-31607 - X-Coordinate,STARLINK-11108 [DTC] - X-Coordinate,STARLINK-30082 - X-Coordinate,STARLINK-5143 - X-Coordinate,STARLINK-31556 - X-Coordinate,STARLINK-31925 - X-Coordinate,STARLINK-5900 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-31264 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-31451 - X-Coordinate,STARLINK-4364 - X-Coordinate,STARLINK-5948 - X-Coordinate,STARLINK-2424 - X-Coordinate,STARLINK-5362 - X-Coordinate,STARLINK-31718 - X-Coordinate,STARLINK-5674 - X-Coordinate,STARLINK-11086 [DTC] - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-4087 - X-Coordinate,STARLINK-5045 - X-Coordinate,STARLINK-31777 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-30320 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-5857 - X-Coordinate,STARLINK-1955 - X-Coordinate,STARLINK-1444 - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-30149 - X-Coordinate,STARLINK-4607 - X-Coordinate,STARLINK-2319 - X-Coordinate,STARLINK-3592 - X-Coordinate,STARLINK-30142 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-1066 - X-Coordinate,STARLINK-4110 - X-Coordinate,STARLINK-30208 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-3232 - X-Coordinate,STARLINK-30468 - X-Coordinate,STARLINK-1221 - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-1433 - X-Coordinate,STARLINK-6369 - X-Coordinate,STARLINK-5104 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-30100 - X-Coordinate,STARLINK-2377 - X-Coordinate,STARLINK-5369 - X-Coordinate,STARLINK-30520 - X-Coordinate,STARLINK-30495 - X-Coordinate,STARLINK-6219 - X-Coordinate,STARLINK-1224 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-32186 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5520 - Y-Coordinate,STARLINK-5945 - Y-Coordinate,STARLINK-32211 - Y-Coordinate,STARLINK-4051 - Y-Coordinate,STARLINK-4593 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-30998 - Y-Coordinate,STARLINK-3137 - Y-Coordinate,STARLINK-30508 - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-3151 - Y-Coordinate,STARLINK-2170 - Y-Coordinate,STARLINK-4659 - Y-Coordinate,STARLINK-30773 - Y-Coordinate,STARLINK-31417 - Y-Coordinate,STARLINK-3771 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-5758 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-30112 - Y-Coordinate,STARLINK-6098 - Y-Coordinate,STARLINK-5651 - Y-Coordinate,STARLINK-31122 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-4300 - Y-Coordinate,STARLINK-4483 - Y-Coordinate,STARLINK-4461 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-6211 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-4534 - Y-Coordinate,STARLINK-2371 - Y-Coordinate,STARLINK-5282 - Y-Coordinate,STARLINK-30597 - Y-Coordinate,STARLINK-6332 - Y-Coordinate,STARLINK-1712 - Y-Coordinate,STARLINK-30611 - Y-Coordinate,STARLINK-31376 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,STARLINK-11108 [DTC] - Y-Coordinate,STARLINK-30082 - Y-Coordinate,STARLINK-5143 - Y-Coordinate,STARLINK-31556 - Y-Coordinate,STARLINK-31925 - Y-Coordinate,STARLINK-5900 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-31264 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-31451 - Y-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-5948 - Y-Coordinate,STARLINK-2424 - Y-Coordinate,STARLINK-5362 - Y-Coordinate,STARLINK-31718 - Y-Coordinate,STARLINK-5674 - Y-Coordinate,STARLINK-11086 [DTC] - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-4087 - Y-Coordinate,STARLINK-5045 - Y-Coordinate,STARLINK-31777 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-30320 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-5857 - Y-Coordinate,STARLINK-1955 - Y-Coordinate,STARLINK-1444 - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-30149 - Y-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-2319 - Y-Coordinate,STARLINK-3592 - Y-Coordinate,STARLINK-30142 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-1066 - Y-Coordinate,STARLINK-4110 - Y-Coordinate,STARLINK-30208 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-3232 - Y-Coordinate,STARLINK-30468 - Y-Coordinate,STARLINK-1221 - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-1433 - Y-Coordinate,STARLINK-6369 - Y-Coordinate,STARLINK-5104 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-30100 - Y-Coordinate,STARLINK-2377 - Y-Coordinate,STARLINK-5369 - Y-Coordinate,STARLINK-30520 - Y-Coordinate,STARLINK-30495 - Y-Coordinate,STARLINK-6219 - Y-Coordinate,STARLINK-1224 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-32186 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5520 - Z-Coordinate,STARLINK-5945 - Z-Coordinate,STARLINK-32211 - Z-Coordinate,STARLINK-4051 - Z-Coordinate,STARLINK-4593 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-30998 - Z-Coordinate,STARLINK-3137 - Z-Coordinate,STARLINK-30508 - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-3151 - Z-Coordinate,STARLINK-2170 - Z-Coordinate,STARLINK-4659 - Z-Coordinate,STARLINK-30773 - Z-Coordinate,STARLINK-31417 - Z-Coordinate,STARLINK-3771 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-5758 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-30112 - Z-Coordinate,STARLINK-6098 - Z-Coordinate,STARLINK-5651 - Z-Coordinate,STARLINK-31122 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-4300 - Z-Coordinate,STARLINK-4483 - Z-Coordinate,STARLINK-4461 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-6211 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-4534 - Z-Coordinate,STARLINK-2371 - Z-Coordinate,STARLINK-5282 - Z-Coordinate,STARLINK-30597 - Z-Coordinate,STARLINK-6332 - Z-Coordinate,STARLINK-1712 - Z-Coordinate,STARLINK-30611 - Z-Coordinate,STARLINK-31376 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,STARLINK-11108 [DTC] - Z-Coordinate,STARLINK-30082 - Z-Coordinate,STARLINK-5143 - Z-Coordinate,STARLINK-31556 - Z-Coordinate,STARLINK-31925 - Z-Coordinate,STARLINK-5900 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-31264 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-31451 - Z-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-5948 - Z-Coordinate,STARLINK-2424 - Z-Coordinate,STARLINK-5362 - Z-Coordinate,STARLINK-31718 - Z-Coordinate,STARLINK-5674 - Z-Coordinate,STARLINK-11086 [DTC] - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-4087 - Z-Coordinate,STARLINK-5045 - Z-Coordinate,STARLINK-31777 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-30320 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-5857 - Z-Coordinate,STARLINK-1955 - Z-Coordinate,STARLINK-1444 - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-30149 - Z-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-2319 - Z-Coordinate,STARLINK-3592 - Z-Coordinate,STARLINK-30142 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-1066 - Z-Coordinate,STARLINK-4110 - Z-Coordinate,STARLINK-30208 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-3232 - Z-Coordinate,STARLINK-30468 - Z-Coordinate,STARLINK-1221 - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-1433 - Z-Coordinate,STARLINK-6369 - Z-Coordinate,STARLINK-5104 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-30100 - Z-Coordinate,STARLINK-2377 - Z-Coordinate,STARLINK-5369 - Z-Coordinate,STARLINK-30520 - Z-Coordinate,STARLINK-30495 - Z-Coordinate,STARLINK-6219 - Z-Coordinate,STARLINK-1224 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-32186 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3189.4819,2951.0111,-3928.5596,-241.3463,3613.1369,2248.3970,-2666.2550,-3120.7717,-5957.0684,-804.2823,3648.3653,1483.6531,4954.1465,-629.0266,-5417.9384,3899.2377,1065.0847,3824.1725,1759.4784,-2421.8223,3094.8263,5075.3067,-6351.8212,5060.4309,-4248.5014,3745.3266,-3581.2494,804.3479,-2945.7543,494.7063,0.0000,5141.5758,1708.9152,3015.8482,4012.8992,5795.7303,3086.7873,5293.6192,-5719.2428,-1170.4088,-4549.5546,-5457.5640,-4238.4782,2432.9623,-5529.9398,-3531.9506,2188.6157,1333.6222,-2926.6214,2428.1742,-5502.5670,4543.2899,-5509.0492,-1679.2704,-3746.1986,6890.5133,69.5473,-3073.3956,-4905.1887,-3049.7849,-4729.9060,-3069.9627,-5107.1175,4448.3422,4901.9948,933.6309,-4989.9840,1015.7432,-5299.6383,3731.3099,-2789.2395,0.0000,-1473.4947,-4965.1706,-3495.4397,1367.5904,5413.4847,3219.0458,-1508.4840,-1258.9532,3883.6156,-1887.4842,-5148.1697,-4106.2689,2329.9612,0.0000,3296.0642,-6530.5915,6243.1081,2073.8631,2962.7585,-2552.6863,1140.3601,5612.9805,153.0320,5204.7082,4827.6415,286.1138,-5060.9947,-2154.8809,-385105.9789,-393594.9440,-386222.6410,-388744.1859,-394143.0001,-392002.1665,-384794.1318,-386292.4901,66615731.7135,66611104.3040,66615093.8514,66615250.5718,-386963.2578,66610409.4654,-6100.2991,-5932.3328,1902.8402,4257.5175,-5042.5037,-6398.6963,5933.8681,-2798.4476,66.6802,5052.5567,1960.0663,-4248.8692,-1729.3942,-5226.0037,-3070.8837,1593.3526,-3922.6054,-2055.3329,-3772.1864,6168.0078,5039.3134,1983.3999,744.6864,91.9870,2738.4048,2538.6407,-5673.6951,-4112.0718,-2898.0500,5234.7820,0.0000,-1501.5792,-5393.8167,-2831.4618,212.6955,-1704.5245,5046.8092,-3975.9293,-655.4706,3959.0545,2049.5874,-187.6615,-891.3981,-4415.7783,1655.2797,3607.9290,4576.6041,-2622.5732,3164.5116,5345.6341,4135.5497,-1912.3589,3980.0216,6622.5120,1611.4298,-578.1072,-5286.6775,-4784.3963,1765.1510,-2942.0726,615.7237,4953.3366,-3799.0560,-2400.4745,-3031.6263,-6582.2070,-3454.4944,4922.8622,2323.1498,-3739.5324,-4793.0422,0.0000,-3869.6918,2695.9742,-5921.2614,4664.3662,2817.1370,-3928.7351,4744.0913,-4189.2287,4474.9654,-5289.7381,-4061.2465,3083.2454,6234.2831,0.0000,3829.7305,234.8629,-893.7076,-3330.1585,-6251.9950,4430.2086,-3956.6498,3672.3449,6923.8456,4177.5319,1726.0074,4158.1417,-599.9082,6474.3606,35380.9286,19035.2603,42685.5468,42144.1242,35513.4745,35904.1676,33966.3387,38573.4200,-72177121.1795,-72145625.5882,-72164670.9954,-72145924.6222,36872.8678,-72158059.8668,-776.0732,2032.6700,-5202.7961,-5437.9150,2998.4690,985.3383,2516.2299,5488.0130,-3562.6253,-4634.6040,-5534.5324,5212.3696,4492.9138,-4381.3198,2841.9284,5442.7519,5331.6000,5363.1745,-5502.0788,-2078.8165,-3544.7657,-4278.4392,-2557.1909,4716.3318,4710.4780,5221.6188,-1755.4273,5487.2555,-5510.7442,-4474.1410,0.0000,4384.6191,3781.6195,5522.7557,5304.8874,-3327.0525,-3659.4178,-1976.2642,-3810.8827,5449.4081,4624.4024,4050.4295,5157.4103,-4697.6716,3786.3590,4551.9581,-4533.3618,-6318.7272,5399.3905,3583.1181,141.2324,4564.3263,1320.4099,1090.5574,-5413.9145,-387.0985,-4311.1816,-3962.5782,-4276.6669,-5161.7105,-4966.2543,3607.5101,-2390.9140,-4512.4175,-3671.2347,-1544.2684,3047.6809,4697.0447,3761.7237,-4540.1892,-4037.2802,0.0000,5520.3192,-4093.3265,-812.7584,-4927.5651,3223.1162,4701.6936,4638.8006,-5386.7392,-3533.4813,4015.4535,2265.2599,-4629.1081,1828.4200,0.0000,4586.3114,-2206.2621,-2833.0629,-5738.5486,85.3912,-4702.8403,5431.6051,-1748.2631,47.0107,1797.2198,4631.9072,5451.0165,4447.4941,442.5245,-86331.5221,-88970.4054,-84597.6448,-84822.5288,-80744.3009,-89131.2581,-94965.0995,-86365.7278,4705368.8859,4711559.7149,4682250.7148,4698810.7713,-86439.7435,4700297.3374,
300.000,1622.5847,1598.8383,-2305.8969,1880.4298,1889.8348,1073.5871,-1285.6194,-4195.8756,-6259.9243,755.3990,4489.2208,-673.8595,3682.5799,-2141.8955,-5206.9759,4193.9833,-1143.3449,2216.6373,-321.2872,-1007.1176,4167.5429,6028.4239,-5343.6381,4855.5224,-2901.1272,4123.5292,-3676.7414,-1251.4637,-4260.4985,-133.8310,0.0000,3900.9462,-98.0291,1361.3932,3773.0929,4355.8242,4777.0909,4428.9330,-4766.6954,877.9487,-3557.7506,-4345.2885,-5062.5771,444.0228,-4010.4527,-2040.4257,3864.2235,-831.4141,-4365.5156,3960.7495,-4472.5239,3596.2889,-5816.4738,-65.6550,-2667.3388,6347.3785,-1930.6402,-4810.1100,-3241.7518,-3927.9229,-3470.0562,-2134.9408,-6209.6820,2973.8346,4219.5222,-595.4755,-4913.5717,2824.8525,-4867.9403,1981.0287,-4423.2057,0.0000,-3437.0407,-3341.3671,-4461.6929,2830.7667,6466.9898,1512.0639,615.1560,-3295.3857,5305.2634,-3406.2368,-6246.7990,-2178.5153,3805.8697,0.0000,5004.9188,-6712.1609,6252.2112,1702.1035,1460.6560,-698.2239,-930.5934,6494.2823,1636.2004,6218.8548,5083.9912,2416.0930,-5415.9358,-856.5706,-385378.4261,-393981.7950,-386826.3249,-389370.4306,-394900.2569,-392670.6627,-385586.0525,-386952.9191,68180393.3478,68175509.4174,68179953.5451,68179285.3225,-387693.3762,68174981.7195,-6353.1136,-6723.4727,3367.6801,3771.8480,-5002.8117,-6718.7868,6769.7322,-904.0235,1835.6532,5955.6656,-28.3728,-4085.7344,-3462.3656,-3884.3559,-1379.4189,-570.3090,-4052.8109,-3522.0860,-4389.1915,6843.7799,3346.8855,258.7327,2280.8836,-2044.1150,4407.9453,414.5951,-4584.8865,-4624.3471,-1172.8589,3566.4006,0.0000,-3236.3165,-4759.1567,-4230.9310,-1987.4937,-2763.6383,4395.5389,-5279.0216,975.6754,4590.1646,3952.1359,1440.9959,986.8748,-5229.3068,2768.8828,5100.9310,3188.6819,-2269.2476,3830.3537,5248.9477,4863.0295,-3851.4517,3643.0605,6442.1615,3509.6156,-2033.4954,-5531.6298,-4045.4637,2936.7551,-912.0995,2322.6331,6183.2737,-2602.7515,-4007.0351,-4746.0385,-6797.2131,-1693.9224,5206.1127,4121.5207,-3293.1474,-4550.6251,0.0000,-2977.6451,3983.3839,-5196.3279,3150.6723,1817.8251,-5192.5650,5162.4037,-3924.8007,3947.1906,-3865.3291,-2912.4278,3780.8273,5751.1301,0.0000,3204.4801,1514.9501,-2562.0536,-5075.6515,-6567.3696,5433.0166,-4541.3082,2407.2550,6541.8165,3006.5121,-418.3994,4082.2880,1452.9489,6410.8088,27550.7619,10759.6957,34449.3250,33845.3623,27291.1744,27690.8597,25785.9369,30299.9876,-70702217.1123,-70670994.7317,-70689200.7399,-70670822.5105,28675.9361,-70683118.8165,-2239.3283,547.2863,-5428.4662,-5476.3314,4341.2555,-838.1338,1093.9235,5410.3296,-2369.7359,-3406.4862,-5255.9603,5501.8720,4707.9697,-5218.7793,4221.0347,5427.2983,5216.9680,5504.0156,-5312.8231,-598.9855,-4355.9350,-3403.2537,-3700.4072,4484.3505,4460.4480,5527.9369,-3683.7987,4973.0981,-5283.2453,-5910.2431,0.0000,4713.1031,4861.2396,5279.0674,5109.7132,-4578.2195,-2497.2233,-483.0268,-4898.3903,4990.9096,4244.9200,5024.3500,4333.0703,-4465.6726,4887.2450,4005.5873,-4602.8599,-6537.9758,3746.0714,2025.6037,1928.8429,4168.2162,-924.9159,2516.5363,-5148.5649,-1886.9714,-3493.3538,-2920.0148,-5132.4360,-5323.6202,-5475.1500,2053.1585,-937.6247,-4583.9214,-2521.7909,-8.7897,4368.0317,3503.3021,2640.7144,-5809.9898,-2600.9508,0.0000,5190.7192,-4653.6788,1003.1554,-5474.3862,1592.2535,4319.8589,4390.9874,-4677.5144,-1962.6335,4594.6409,806.2890,-5362.4461,321.7537,0.0000,3358.0997,-445.3831,-1460.0054,-4434.3901,1606.7871,-4272.3679,4998.1474,-237.6937,1570.0585,288.9362,4660.0220,4959.6219,3784.9080,2211.8390,-86068.0047,-88883.2147,-84428.2029,-84896.5985,-80592.6163,-88759.8226,-94943.6877,-86727.6797,4705759.4503,4712662.9920,4682908.0732,4699816.6537,-86337.4649,4700927.2721,
600.000,-119.3022,96.8860,-480.9862,3829.1700,-49.7293,-220.3288,206.7198,-4905.4573,-5972.7031,2206.8022,4936.4146,-2773.3036,2085.2855,-3486.1318,-4499.4525,4127.9089,-3220.5403,428.5002,-2348.8310,499.0985,4871.9871,6415.2043,-3820.1149,4221.4135,-1307.0281,4154.1451,-3440.7354,-3159.5423,-5192.0654,-666.1126,0.0000,2314.2726,-1931.6983,-386.3884,3174.0168,2488.1043,6001.6997,3133.6369,-3372.6534,2810.8641,-2241.4164,-2813.4894,-5380.6843,-1567.6960,-2103.8821,-373.6842,5173.4300,-2928.5066,-5355.5018,5078.0535,-2978.0287,2306.4657,-5479.9329,1576.4106,-1361.7302,5187.4021,-3716.5278,-6075.4344,-1250.8146,-4431.4971,-1905.6055,-1005.2153,-6669.8560,1223.5523,3133.0522,-2063.8678,-4363.8294,4325.6349,-3981.9166,-1.3839,-5591.8444,0.0000,-5075.2080,-1418.8222,-4994.3107,4064.8947,6871.3999,-311.2315,2662.1736,-5001.9601,6185.4876,-4629.1691,-6739.0765,-41.6107,4905.3074,0.0000,6190.8196,-6220.6493,5657.8854,1216.3261,-197.9018,1196.7182,-2881.3886,6744.3312,2975.3222,6623.5399,4888.4705,4293.2430,-5238.5476,553.7641,-385551.8301,-394194.3288,-387255.8097,-389815.0809,-395482.2438,-393154.9053,-386205.1244,-387486.7480,69712405.0923,69707276.5984,69712138.0936,69710656.9479,-388249.8373,69706902.3980,-6001.7794,-6861.7619,4528.6639,2971.7757,-4502.1249,-6353.8295,6961.8810,1048.2328,3409.7579,6283.7586,-1985.5578,-3574.1314,-4886.9002,-2178.3906,484.3160,-2667.2210,-3802.3236,-4684.7587,-4624.1273,6858.7123,1332.4122,-1464.1169,3625.6465,-3980.3636,5669.5126,-1744.8811,-3006.8095,-4727.2451,629.8789,1490.3038,0.0000,-4687.9860,-3670.5857,-5250.2913,-3968.6117,-3597.4639,3345.3520,-6061.6775,2553.4688,4801.2722,5461.7351,2965.5193,2726.0716,-5565.5109,3659.9428,6089.2539,1508.3415,-1773.0115,4032.5195,4639.4276,5117.3844,-5390.8209,2917.9456,5643.5064,5062.2334,-3309.4283,-5242.8273,-2941.9134,3850.3588,1195.6299,3840.2459,6778.8069,-1147.1020,-5229.1512,-5972.3085,-6319.4383,271.6508,4996.5423,5505.1086,-2584.6364,-3870.0849,0.0000,-1844.1275,4933.9121,-3948.9052,1360.5839,654.6530,-5980.0312,5093.0840,-3327.0218,3043.7018,-2085.6541,-1489.4715,4163.3922,4704.8323,0.0000,2286.1175,2638.0083,-3968.3240,-6305.6607,-6248.7409,5944.7598,-4707.8311,910.5572,5523.1077,1544.0141,-2516.6417,3648.0907,3335.9962,5695.6286,19753.0962,2477.2770,26195.9780,25526.5091,19053.3757,19468.0153,17588.5663,21898.1299,-69193393.0315,-69162458.2330,-69179801.6771,-69161842.9095,20464.5658,-69174261.1966,-3462.4833,-996.7467,-5038.5638,-4924.8521,5211.2139,-2568.8156,-443.3742,4748.7585,-924.0506,-1809.2936,-4411.5080,5192.5667,4414.7561,-5478.8552,5131.3480,4820.2024,4487.4595,5049.4370,-4548.3219,944.6939,-4694.1345,-2163.2654,-4440.3642,3770.3418,3729.1349,5238.5100,-5218.8991,3921.7043,-4480.9233,-6708.4885,0.0000,4535.7508,5392.1489,4464.2783,4300.1285,-5332.8312,-1070.3313,1062.4893,-5456.4281,3977.2316,3385.8759,5429.5577,3004.5209,-3747.9578,5459.3433,3005.5656,-4152.4186,-6071.9871,1688.4937,246.2821,3505.4347,3283.2854,-3070.8952,3671.2789,-4295.8326,-3184.3360,-2283.4791,-1564.6962,-5393.5131,-4850.9385,-5388.0079,271.5944,622.1117,-4131.3719,-1090.5348,1527.6509,5191.7708,1926.5683,1233.5035,-6469.0136,-877.2322,0.0000,4298.9687,-4726.3770,2711.1109,-5434.3562,-211.2728,3474.2507,3647.4133,-3469.9390,-178.4920,4676.7909,-738.8200,-5518.8338,-1219.8285,0.0000,1753.7978,1363.9450,70.7350,-2660.2996,2954.9410,-3388.0762,4003.8426,1298.3446,2924.3022,-1250.5753,4185.3790,3922.6096,2687.1878,3734.1944,-85811.1404,-88795.8140,-84262.3458,-84974.1914,-80444.0133,-88382.3280,-94917.5344,-87061.4918,4706147.7739,4713756.8131,4683574.5187,4700824.3936,-86235.1360,4701557.1511,
