sl_100_5400_20290514 Coordinates.csv
2029/05/14 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:57 2024,
Start: 2029/05/14 07:47:00.00, Stop: 2029/05/14 09:17:00.00,
TIME_UNITS,STARLINK-4636 - X-Coordinate,STARLINK-30285 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-31935 - X-Coordinate,STARLINK-4063 - X-Coordinate,STARLINK-30819 - X-Coordinate,STARLINK-5508 - X-Coordinate,STARLINK-1207 - X-Coordinate,STARLINK-5906 - X-Coordinate,STARLINK-5636 - X-Coordinate,STARLINK-4324 - X-Coordinate,STARLINK-3671 - X-Coordinate,STARLINK-3728 - X-Coordinate,STARLINK-5144 - X-Coordinate,STARLINK-4487 - X-Coordinate,STARLINK-2610 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-3839 - X-Coordinate,STARLINK-4078 - X-Coordinate,STARLINK-30270 - X-Coordinate,STARLINK-5082 - X-Coordinate,STARLINK-32197 - X-Coordinate,STARLINK-3127 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-32269 - X-Coordinate,STARLINK-32097 - X-Coordinate,STARLINK-4799 - X-Coordinate,STARLINK-4641 - X-Coordinate,STARLINK-4112 - X-Coordinate,STARLINK-5607 - X-Coordinate,STARLINK-30394 - X-Coordinate,STARLINK-1327 - X-Coordinate,STARLINK-4767 - X-Coordinate,STARLINK-5571 - X-Coordinate,STARLINK-4115 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-32166 - X-Coordinate,STARLINK-3859 - X-Coordinate,STARLINK-31650 - X-Coordinate,STARLINK-1765 - X-Coordinate,STARLINK-5677 - X-Coordinate,STARLINK-31326 - X-Coordinate,STARLINK-30929 - X-Coordinate,STARLINK-30840 - X-Coordinate,STARLINK-6371 - X-Coordinate,STARLINK-32084 - X-Coordinate,STARLINK-3966 - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-1131 - X-Coordinate,STARLINK-1655 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-30430 - X-Coordinate,STARLINK-3881 - X-Coordinate,STARLINK-1320 - X-Coordinate,STARLINK-30531 - X-Coordinate,STARLINK-2482 - X-Coordinate,STARLINK-31732 - X-Coordinate,STARLINK-4179 - X-Coordinate,STARLINK-3575 - X-Coordinate,STARLINK-3836 - X-Coordinate,STARLINK-31222 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-5428 - X-Coordinate,STARLINK-1593 - X-Coordinate,STARLINK-5845 - X-Coordinate,STARLINK-4771 - X-Coordinate,STARLINK-2400 - X-Coordinate,STARLINK-30756 - X-Coordinate,STARLINK-5416 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-5577 - X-Coordinate,STARLINK-5411 - X-Coordinate,STARLINK-1039 - X-Coordinate,STARLINK-3993 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-31039 - X-Coordinate,STARLINK-5242 - X-Coordinate,STARLINK-4011 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-4553 - X-Coordinate,STARLINK-31484 - X-Coordinate,STARLINK-4415 - X-Coordinate,STARLINK-6186 - X-Coordinate,STARLINK-6064 - X-Coordinate,STARLINK-5374 - X-Coordinate,STARLINK-4033 - X-Coordinate,STARLINK-1246 - X-Coordinate,STARLINK-3972 - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-11085 [DTC] - X-Coordinate,STARLINK-3056 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-31969 - X-Coordinate,STARLINK-4742 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4636 - Y-Coordinate,STARLINK-30285 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-31935 - Y-Coordinate,STARLINK-4063 - Y-Coordinate,STARLINK-30819 - Y-Coordinate,STARLINK-5508 - Y-Coordinate,STARLINK-1207 - Y-Coordinate,STARLINK-5906 - Y-Coordinate,STARLINK-5636 - Y-Coordinate,STARLINK-4324 - Y-Coordinate,STARLINK-3671 - Y-Coordinate,STARLINK-3728 - Y-Coordinate,STARLINK-5144 - Y-Coordinate,STARLINK-4487 - Y-Coordinate,STARLINK-2610 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-3839 - Y-Coordinate,STARLINK-4078 - Y-Coordinate,STARLINK-30270 - Y-Coordinate,STARLINK-5082 - Y-Coordinate,STARLINK-32197 - Y-Coordinate,STARLINK-3127 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-32269 - Y-Coordinate,STARLINK-32097 - Y-Coordinate,STARLINK-4799 - Y-Coordinate,STARLINK-4641 - Y-Coordinate,STARLINK-4112 - Y-Coordinate,STARLINK-5607 - Y-Coordinate,STARLINK-30394 - Y-Coordinate,STARLINK-1327 - Y-Coordinate,STARLINK-4767 - Y-Coordinate,STARLINK-5571 - Y-Coordinate,STARLINK-4115 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-32166 - Y-Coordinate,STARLINK-3859 - Y-Coordinate,STARLINK-31650 - Y-Coordinate,STARLINK-1765 - Y-Coordinate,STARLINK-5677 - Y-Coordinate,STARLINK-31326 - Y-Coordinate,STARLINK-30929 - Y-Coordinate,STARLINK-30840 - Y-Coordinate,STARLINK-6371 - Y-Coordinate,STARLINK-32084 - Y-Coordinate,STARLINK-3966 - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-1131 - Y-Coordinate,STARLINK-1655 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-30430 - Y-Coordinate,STARLINK-3881 - Y-Coordinate,STARLINK-1320 - Y-Coordinate,STARLINK-30531 - Y-Coordinate,STARLINK-2482 - Y-Coordinate,STARLINK-31732 - Y-Coordinate,STARLINK-4179 - Y-Coordinate,STARLINK-3575 - Y-Coordinate,STARLINK-3836 - Y-Coordinate,STARLINK-31222 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-5428 - Y-Coordinate,STARLINK-1593 - Y-Coordinate,STARLINK-5845 - Y-Coordinate,STARLINK-4771 - Y-Coordinate,STARLINK-2400 - Y-Coordinate,STARLINK-30756 - Y-Coordinate,STARLINK-5416 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-5577 - Y-Coordinate,STARLINK-5411 - Y-Coordinate,STARLINK-1039 - Y-Coordinate,STARLINK-3993 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-31039 - Y-Coordinate,STARLINK-5242 - Y-Coordinate,STARLINK-4011 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-4553 - Y-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-4415 - Y-Coordinate,STARLINK-6186 - Y-Coordinate,STARLINK-6064 - Y-Coordinate,STARLINK-5374 - Y-Coordinate,STARLINK-4033 - Y-Coordinate,STARLINK-1246 - Y-Coordinate,STARLINK-3972 - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-11085 [DTC] - Y-Coordinate,STARLINK-3056 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-31969 - Y-Coordinate,STARLINK-4742 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4636 - Z-Coordinate,STARLINK-30285 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-31935 - Z-Coordinate,STARLINK-4063 - Z-Coordinate,STARLINK-30819 - Z-Coordinate,STARLINK-5508 - Z-Coordinate,STARLINK-1207 - Z-Coordinate,STARLINK-5906 - Z-Coordinate,STARLINK-5636 - Z-Coordinate,STARLINK-4324 - Z-Coordinate,STARLINK-3671 - Z-Coordinate,STARLINK-3728 - Z-Coordinate,STARLINK-5144 - Z-Coordinate,STARLINK-4487 - Z-Coordinate,STARLINK-2610 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-3839 - Z-Coordinate,STARLINK-4078 - Z-Coordinate,STARLINK-30270 - Z-Coordinate,STARLINK-5082 - Z-Coordinate,STARLINK-32197 - Z-Coordinate,STARLINK-3127 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-32269 - Z-Coordinate,STARLINK-32097 - Z-Coordinate,STARLINK-4799 - Z-Coordinate,STARLINK-4641 - Z-Coordinate,STARLINK-4112 - Z-Coordinate,STARLINK-5607 - Z-Coordinate,STARLINK-30394 - Z-Coordinate,STARLINK-1327 - Z-Coordinate,STARLINK-4767 - Z-Coordinate,STARLINK-5571 - Z-Coordinate,STARLINK-4115 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-32166 - Z-Coordinate,STARLINK-3859 - Z-Coordinate,STARLINK-31650 - Z-Coordinate,STARLINK-1765 - Z-Coordinate,STARLINK-5677 - Z-Coordinate,STARLINK-31326 - Z-Coordinate,STARLINK-30929 - Z-Coordinate,STARLINK-30840 - Z-Coordinate,STARLINK-6371 - Z-Coordinate,STARLINK-32084 - Z-Coordinate,STARLINK-3966 - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-1131 - Z-Coordinate,STARLINK-1655 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-30430 - Z-Coordinate,STARLINK-3881 - Z-Coordinate,STARLINK-1320 - Z-Coordinate,STARLINK-30531 - Z-Coordinate,STARLINK-2482 - Z-Coordinate,STARLINK-31732 - Z-Coordinate,STARLINK-4179 - Z-Coordinate,STARLINK-3575 - Z-Coordinate,STARLINK-3836 - Z-Coordinate,STARLINK-31222 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-5428 - Z-Coordinate,STARLINK-1593 - Z-Coordinate,STARLINK-5845 - Z-Coordinate,STARLINK-4771 - Z-Coordinate,STARLINK-2400 - Z-Coordinate,STARLINK-30756 - Z-Coordinate,STARLINK-5416 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-5577 - Z-Coordinate,STARLINK-5411 - Z-Coordinate,STARLINK-1039 - Z-Coordinate,STARLINK-3993 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-31039 - Z-Coordinate,STARLINK-5242 - Z-Coordinate,STARLINK-4011 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-4553 - Z-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-4415 - Z-Coordinate,STARLINK-6186 - Z-Coordinate,STARLINK-6064 - Z-Coordinate,STARLINK-5374 - Z-Coordinate,STARLINK-4033 - Z-Coordinate,STARLINK-1246 - Z-Coordinate,STARLINK-3972 - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-11085 [DTC] - Z-Coordinate,STARLINK-3056 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-31969 - Z-Coordinate,STARLINK-4742 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,529.5646,-1294.8632,3046.7354,1193.5520,1312.5379,783.3620,2372.1616,-4132.4282,-1301.1387,148.5060,-264.9921,-4376.7561,4052.4565,-4550.5833,-6053.5164,-253.0635,-2100.4140,5212.6181,4772.5723,-4760.5223,-3558.1142,5966.0881,-5791.7051,5355.2884,-4378.2904,5591.1866,-1799.3034,4407.1052,-1833.0512,1452.1314,-5570.8125,-169.6019,4501.0689,-1294.8187,663.3335,-2824.4287,5175.4679,-4837.3539,-4668.7981,5069.7796,-4792.3180,399.1152,-2172.1702,5963.1535,-3667.7836,3785.7937,-4066.7311,-4189.3074,-2959.6893,-239.0955,-3480.1258,-4149.4890,898.9863,-2216.0822,-6620.5073,6116.5309,-2627.5008,6392.3969,-3100.2855,-3114.3669,2435.0824,5301.4055,4766.9925,-632.7345,-4629.1216,-2136.1126,5306.6101,-2453.5536,-5065.9698,-1535.0074,3857.8485,3984.9900,6636.9741,-5527.7645,-783.9626,-6037.4375,-3021.5626,-1677.3047,6720.7397,-5013.9003,3804.4296,1239.1287,4112.1427,1444.1514,-887.5551,-5426.2315,4428.2662,-707.6582,-4931.8638,3071.5851,4595.7568,-571.4126,-3310.8630,-5321.0515,2130.7532,-2489.9061,-819.0392,-3046.9206,-1304.7517,-2444.2279,-129144.0520,-115872.9798,-125542.6866,-127463.7766,-128109.8727,-126509.9550,-119563.3406,-123429.8750,122227675.4967,122244756.3098,122222769.5976,122213196.0830,-123003.2176,122219069.3484,-5991.5117,3940.9819,-4304.9470,-4861.8923,-5780.5127,-6801.8632,4081.1756,-207.6533,6828.3389,6798.7030,-1276.0145,3272.0419,2699.1745,1270.1936,2102.4479,6400.1038,-6084.2219,626.3058,494.0073,2685.0098,5560.3334,2893.9831,3442.5081,900.7829,-1399.4955,3124.7500,-6672.5379,-5270.9369,3960.1873,-2798.2345,-2377.8408,-4730.5084,4993.9936,6709.6878,-5838.1263,-5328.0010,-3087.8746,4872.7219,-1779.2584,3276.0706,4394.9448,4999.8859,4601.2275,3461.5591,4143.6247,-3777.9886,-1101.4021,-3391.2712,-5938.9390,5943.8912,-3818.3272,-1842.8437,5201.5332,-4291.7707,437.6709,1120.1563,-4348.0611,184.7141,-3555.2371,-5640.2598,-3832.9142,2705.2754,3614.3108,6576.0625,5048.3926,4398.4075,-669.9600,6178.0211,571.1098,4000.0701,-4037.4183,-4392.6700,-1512.2091,-1265.9875,-6501.7907,-1787.8452,5856.2933,5173.3183,1177.7827,875.0810,5702.1965,-6427.5379,-4654.3353,6606.4538,6470.8039,3434.4184,-1576.1736,-5017.8521,4014.8121,3438.3776,2909.0802,5850.6011,5593.6425,-3820.4168,6567.5715,3445.1138,-6642.0657,-6078.5459,6190.9493,5461.7844,359201.4582,344250.3353,351466.2457,349467.1916,340948.0960,342483.1820,345056.5828,345800.3055,-15442700.7126,-15459323.2106,-15416740.7837,-15415826.9191,346208.0460,-15424246.4592,-3394.9056,-5387.5967,-4475.7492,-4598.1418,3637.5736,-964.5308,-5105.3317,5489.2809,-585.4881,1200.6970,6810.8870,-4220.0378,4891.2244,-5033.5995,2517.3170,2403.4836,-1722.4502,-4476.7151,-4963.6059,-4257.7518,2043.9644,1615.9993,1483.8599,-4268.3077,5039.1853,-2335.5195,-123.7276,625.8458,-5346.2087,-6187.6787,-3350.4146,4995.6722,1609.9400,1091.1915,3596.8924,-3375.7101,-3261.3686,734.3283,-4648.8253,3302.3367,-2309.8704,4650.0297,4589.8950,585.5048,4064.1020,4299.4886,5436.1869,-4331.4070,1163.2723,3322.4746,4608.4813,5083.6193,-4347.9647,4858.6676,-1891.6372,-3034.1388,4401.5242,-2591.3044,5036.5835,2436.7517,5111.0820,-3445.3235,-3410.0121,549.6962,-889.1289,-4880.9186,4353.5153,1906.6148,4675.1104,-5332.0674,4138.2751,-3578.9115,-1092.3681,3931.6766,-1712.3049,-2855.1116,2069.0202,4334.7947,655.3283,4658.7550,447.4405,2190.4842,2400.6122,-952.1871,1928.3773,2539.1728,4966.4329,4662.2731,2767.3508,-5205.9791,-4272.1094,3579.8963,-2370.3207,2149.1310,20.2775,-5249.6905,1921.2845,303.9247,-2319.9654,-3462.8577,162137.5207,160174.0461,160564.5571,160155.2353,164361.6429,156092.6228,150108.6065,160368.1005,6616264.5505,6597436.0972,6603384.6149,6621857.2379,158658.9047,6617924.4650,
300.000,-991.7645,893.2575,1005.7910,-889.0837,43.9700,-726.5586,3828.9608,-3984.1706,-590.2272,1662.1302,1614.3193,-2496.5670,5553.7806,-3081.4644,-5922.1709,1106.4041,-3334.6590,6051.2293,3935.2852,-3129.7686,-2296.3208,5829.2123,-4538.6592,5934.3384,-5473.1992,5428.7157,-2857.4869,3371.1233,331.5929,-668.4384,-6533.2583,-2011.0858,4927.5768,305.5550,-923.7799,-4289.2840,3517.5835,-3878.7656,-5161.5285,4935.3030,-3831.3120,2159.8728,-127.0814,6536.0888,-2435.5565,3113.2477,-4084.8731,-5686.6203,-3780.3500,1248.5420,-4673.0227,-5403.0230,2599.0842,-4091.6727,-5797.1501,5352.3572,-3491.9220,5474.9847,-4870.6182,-3814.4895,288.3574,6403.1756,6020.2745,616.2910,-3157.1444,-812.0297,5742.3647,-1037.6869,-4787.6016,649.3375,2213.1591,2888.9351,5758.6891,-4751.4502,-2339.8938,-6784.0576,-1995.6933,-1186.2210,6756.2172,-5358.1021,4548.6339,39.6085,2457.1817,2515.4767,660.0703,-5000.6253,4355.3109,13.6261,-4082.3634,2783.7387,5016.1546,800.4341,-1723.2220,-5364.7049,3164.8113,-380.2030,-1369.1045,-4008.7052,248.5608,-1373.2200,-136809.5935,-122924.6907,-132675.2575,-134576.0112,-135378.4418,-133709.0562,-126882.9532,-130836.2393,122539208.1609,122556876.5925,122533840.8208,122524378.5330,-130264.2735,122530523.8987,-5032.3349,4121.4692,-4959.7367,-5312.7163,-6635.2797,-6849.8236,4608.4923,1958.9414,6431.6550,6170.2402,19.5782,3870.7567,1558.5345,2808.6768,3428.0636,5519.8716,-5765.5879,-917.3649,-1448.4964,4025.9759,6495.9081,1426.6997,4142.2749,-986.8362,236.0113,1525.8065,-5999.2390,-5902.9288,4141.4378,-2281.0769,-908.1527,-3656.9312,3604.5922,6436.8198,-4890.0055,-5118.4528,-3755.4774,5612.1142,328.4783,1488.6952,5673.8748,5502.8071,4317.0142,2064.9893,5633.1858,-5361.9490,1083.2345,-2562.6782,-4782.6403,4903.0278,-2022.5943,-301.9963,5561.6399,-4006.8436,1960.2983,-424.8258,-2467.8819,-1169.8238,-2775.3186,-4188.9979,-4094.0718,1678.2389,2804.5978,6474.5119,5681.0949,5728.8288,-2343.4431,6826.8280,2663.6532,4093.5035,-3561.5439,-5822.7210,-2571.8613,484.8462,-6347.5443,-627.5943,6608.4565,6368.2805,-41.8086,2656.5436,4643.4369,-6891.9835,-4817.2578,5760.6825,6766.6440,4696.8674,-3510.1257,-3323.4910,5435.7513,1486.0107,834.5766,6533.4282,5480.0448,-2266.4191,5876.8169,4070.8706,-5652.6787,-5291.1696,6678.8827,6508.8170,356423.7066,341497.9705,348812.0945,346752.4198,338219.9433,339820.1458,342341.7845,343564.1463,-12766388.5604,-12782432.7939,-12740031.8857,-12740175.9843,343516.9983,-12747996.0895,-4626.8274,-5333.6345,-4715.7336,-4145.7525,2092.2654,581.9313,-3527.8227,5248.2596,-2640.8970,2612.6105,6743.8263,-5144.4096,3793.0137,-5502.4653,782.9056,3883.0243,99.9989,-3183.1155,-5484.2519,-4690.1302,558.2011,3246.0129,3131.0881,-3392.7217,4066.4016,-3833.0224,-1909.3413,-1190.7033,-5510.3366,-6525.8474,-2095.8121,5470.8681,3237.7949,2517.1279,4760.9879,-1772.9930,-4525.9920,-1082.9113,-4452.5115,4553.6944,-853.2330,3443.7852,5318.6082,-960.2677,3081.5169,2946.1819,5426.3011,-2982.0029,2861.1808,4560.4771,4690.7006,4146.8196,-3011.4457,3763.7375,-3188.1710,-4365.7051,5184.6382,-4035.2510,4027.3905,3913.8901,5467.3623,-1860.1537,-1812.9570,-1293.9537,-2341.0191,-3773.7111,3020.6894,408.0681,4224.1502,-5441.1701,5539.6438,-2391.8416,-2788.5497,4977.9989,-182.7051,-1165.3696,294.5826,2537.3652,-1165.9962,3445.8900,2214.4276,425.4658,3880.8147,-2672.3513,421.7248,809.3370,3936.0493,6029.1510,1383.9665,-6197.8614,-4688.0629,2019.8763,-3858.3016,3684.7216,-1774.4663,-5377.1265,3822.4703,-1511.5357,-851.9356,-1877.7116,162177.0133,160202.4727,160659.2491,160009.7367,164439.5210,156394.7990,150061.1038,160413.3568,6615616.0205,6596880.0793,6603279.0663,6621797.5743,158689.9372,6617534.6591,
600.000,-2459.1478,2981.2498,-1123.4728,-2863.0197,-1205.8919,-2171.0738,4868.9400,-3493.3714,213.5500,3037.5216,3264.7424,-367.5770,6510.4074,-1344.0504,-5198.6662,2394.1677,-4197.9336,6302.2949,2758.4096,-1217.4335,-815.0808,5110.9865,-2818.0874,5955.9133,-6028.9754,4734.6967,-3652.0215,1986.5129,2460.3602,-2744.5741,-6863.3652,-3688.6761,4894.6986,1898.7280,-2462.5623,-5313.3714,1495.3274,-2523.3026,-5171.5664,4346.9436,-2500.5130,3671.6950,1952.7985,6476.0814,-990.1667,2157.2394,-3753.0502,-6615.7411,-4225.3606,2652.7763,-5450.6081,-6121.0196,4007.6198,-5538.0890,-4412.3040,4084.7221,-4038.3763,4026.0955,-6156.3758,-4174.3573,-1886.6135,6855.2940,6661.0501,1811.1080,-1361.8304,553.0932,5626.5027,475.5283,-4083.7657,2765.7825,308.1760,1535.1025,4299.9791,-3540.3765,-3649.5500,-6854.4317,-773.8080,-608.5183,6102.3838,-5197.3047,4852.2565,-1158.9564,503.9606,3357.4589,2135.9073,-4082.2166,3877.4404,650.7964,-2850.0949,2293.3016,4993.3117,2069.7830,64.5885,-4902.0765,3901.7498,1753.7898,-1831.2891,-4567.2583,1767.1546,-186.5380,-144414.5005,-129918.5506,-139747.1558,-141619.3268,-142586.2591,-140843.5527,-134142.8758,-138161.9492,122792141.5705,122810383.5518,122786294.5247,122777006.9222,-137466.5208,122783381.7315,-3598.9310,3932.8327,-5176.2386,-5254.3095,-6847.1199,-6227.4495,4705.2426,3926.6035,5397.6080,4940.9182,1390.3220,4142.0102,304.1239,4116.0356,4400.5218,4087.3118,-4803.0254,-2338.2367,-3279.6984,5016.6419,6794.3862,-218.2607,4460.0993,-2755.2611,1809.1100,-262.1584,-4723.3185,-5951.4229,3971.8774,-1615.7794,630.2611,-2264.2031,1837.2194,5545.3568,-3481.3993,-4413.5762,-4091.2172,5798.6531,2388.6661,-476.1841,6390.5985,5469.3208,3649.2297,458.8853,6565.7213,-6394.7151,3157.2141,-1512.6506,-3100.2259,3377.3574,-54.5745,1229.3860,5374.0547,-3354.2528,3320.0949,-1968.9929,-331.7387,-2450.3131,-1763.8328,-2307.1597,-3997.6291,502.3378,1731.8416,5641.9794,5774.9388,6503.2506,-3757.2384,6808.6136,4493.2168,3829.5963,-2788.4580,-6685.6041,-3404.9840,2227.0180,-5530.3265,582.1030,6699.6839,6916.7919,-1270.3621,4148.1006,3099.7124,-6666.9470,-4481.8290,4316.7106,6369.9242,5483.7601,-5068.1898,-1240.1899,6325.2763,-639.2072,-1320.3790,6564.9761,4855.2956,-458.2755,4592.7628,4323.5069,-4092.2226,-3943.0975,6460.4338,6906.9038,353480.5294,338603.4680,346003.8415,343885.3500,335339.6206,337015.5122,339472.3004,341166.5321,-10083828.8674,-10099284.2304,-10057098.3781,-10058311.3879,340673.7346,-10065501.0562,-5359.2052,-4676.8026,-4448.7143,-3223.5405,325.2995,2065.5033,-1576.3524,4432.9049,-4419.1311,3741.3901,5959.3574,-5513.1309,2284.1801,-5376.9481,-1037.0450,4930.3443,1910.3711,-1544.0005,-5412.4744,-4620.6094,-987.8987,4511.9103,4438.0857,-2150.1769,2637.8028,-4900.0035,-3488.8917,-2878.0197,-5078.5734,-6172.6846,-615.7205,5349.3010,4515.9993,3671.9626,5406.5957,21.4482,-5290.1897,-2782.9340,-3757.7379,5307.0936,696.0985,1854.4240,5459.5306,-2402.7078,1759.8555,1268.2184,4823.6631,-1310.9340,4225.5552,5285.2248,4269.8799,2744.2444,-1339.3019,2252.3317,-4138.8784,-5228.2881,5361.1334,-5042.0289,2582.1063,4964.1395,5215.6455,-70.9062,-17.7410,-2979.8519,-3539.6783,-2258.7388,1359.9026,-1134.5011,3318.9281,-4946.0552,6353.8476,-948.0354,-4181.5948,5485.0458,1367.8994,650.2699,-1511.7583,471.1847,-2858.2695,1859.6200,3737.5280,-1385.7014,4892.8446,-4093.6165,-1132.5528,-1008.1401,2467.6890,6739.9423,-147.3523,-6535.5023,-4599.7756,239.1155,-4931.5712,4819.2899,-3377.0977,-4884.8711,5319.7113,-3156.2176,715.4054,-89.7553,162215.9502,160229.3811,160750.1026,159860.7463,164514.1977,156702.8048,150018.1823,160332.4511,6614968.2255,6596324.6473,6603185.2590,6621724.8125,158720.8805,6617144.7206,
