sl_20_5400_20290118 Coordinates.csv
2029/01/18 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:07 2024,
Start: 2029/01/18 07:47:00.00, Stop: 2029/01/18 09:17:00.00,
TIME_UNITS,STARLINK-31419 - X-Coordinate,STARLINK-6304 - X-Coordinate,STARLINK-1131 - X-Coordinate,STARLINK-1346 - X-Coordinate,STARLINK-4044 - X-Coordinate,STARLINK-5636 - X-Coordinate,STARLINK-4745 - X-Coordinate,STARLINK-3982 - X-Coordinate,STARLINK-1704 - X-Coordinate,STARLINK-11097 [DTC] - X-Coordinate,STARLINK-6206 - X-Coordinate,STARLINK-5022 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-4523 - X-Coordinate,STARLINK-31975 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-4520 - X-Coordinate,STARLINK-4537 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31419 - Y-Coordinate,STARLINK-6304 - Y-Coordinate,STARLINK-1131 - Y-Coordinate,STARLINK-1346 - Y-Coordinate,STARLINK-4044 - Y-Coordinate,STARLINK-5636 - Y-Coordinate,STARLINK-4745 - Y-Coordinate,STARLINK-3982 - Y-Coordinate,STARLINK-1704 - Y-Coordinate,STARLINK-11097 [DTC] - Y-Coordinate,STARLINK-6206 - Y-Coordinate,STARLINK-5022 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-4523 - Y-Coordinate,STARLINK-31975 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-4520 - Y-Coordinate,STARLINK-4537 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31419 - Z-Coordinate,STARLINK-6304 - Z-Coordinate,STARLINK-1131 - Z-Coordinate,STARLINK-1346 - Z-Coordinate,STARLINK-4044 - Z-Coordinate,STARLINK-5636 - Z-Coordinate,STARLINK-4745 - Z-Coordinate,STARLINK-3982 - Z-Coordinate,STARLINK-1704 - Z-Coordinate,STARLINK-11097 [DTC] - Z-Coordinate,STARLINK-6206 - Z-Coordinate,STARLINK-5022 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-4523 - Z-Coordinate,STARLINK-31975 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-4520 - Z-Coordinate,STARLINK-4537 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-4595.5104,-4986.7283,-5364.9612,1766.0952,-5584.4423,-5046.7698,-3927.1081,4023.3824,-1280.6980,-5962.1688,-3755.1043,562.9061,6737.6130,4316.2382,4951.2958,4105.0221,3659.9989,-1111.4817,4954.0659,6738.9327,43143.7348,13476.9431,32528.0517,30826.3453,23746.5388,25125.6767,24396.4116,25983.0518,-89839965.5880,-89815411.8999,-89815688.6512,-89828059.7263,26805.0035,-89821040.6650,-1973.3132,-1807.1760,4111.7126,5307.8305,1635.7089,-2199.1951,2084.4996,-4018.6441,-5580.7977,2606.3838,5690.6700,-5379.5018,1586.0899,1623.0817,876.0246,-3121.2851,1965.0129,-6079.2162,-3742.9729,133.8619,408397.2517,391602.5201,399625.2414,401385.0390,406705.0981,403823.0410,397734.6984,400340.7553,-132031931.7487,-132024580.7099,-132029969.1063,-132023584.1772,399888.3182,-132024303.4463,-4642.1885,4480.3021,100.9703,3948.5486,3701.3806,-4180.9579,5232.5608,-3955.3846,3847.0261,-1735.1890,1212.4103,-4307.5805,-332.4339,5019.4158,-4584.1676,-4456.2876,-5541.0687,2684.8953,2643.2107,1461.6852,-23127.2792,-25798.6771,-24228.0276,-26270.4429,-20371.4137,-26815.9296,-35512.2214,-24951.7304,-3911252.0363,-3893757.6184,-3927602.1191,-3910384.8480,-26443.1095,-3912270.3013,
3000.000,-5312.8604,-3841.7215,-4361.1596,2878.9419,-5721.2256,-5105.1371,-2240.5220,2134.2245,-2858.7764,-4711.7721,-2455.3911,-1166.8903,6683.4499,4066.2169,5300.1839,2963.9921,4437.9293,-2490.5351,4429.8654,6048.9070,34452.0789,5048.8609,24017.3386,22204.1534,15226.6313,16718.1181,15892.2999,17954.2695,-86929844.5025,-86905683.5327,-86905042.5055,-86918143.4573,18317.8986,-86910946.4033,46.6158,-415.7963,4876.2385,3721.7382,3186.9271,-96.0443,3451.2566,-4295.4034,-5821.2430,3456.4437,6468.6021,-4404.8694,38.3842,-516.3949,-1215.3784,-4842.0891,-52.8700,-6189.3926,-5011.8736,-1120.6358,409316.8316,391822.5979,399982.3011,401672.3538,407206.5790,404152.1083,398294.1775,400813.5047,-133959753.1318,-133952427.1995,-133957467.8759,-133951958.4079,400383.6927,-133952028.5794,-4281.8816,5766.2629,-1710.8474,4971.6488,2169.6360,-4660.2090,5496.2738,-4998.5456,2357.0784,-3349.8003,-327.0463,-5201.3719,-1836.0172,5444.8004,-4089.6568,-3770.6223,-5316.0726,958.0579,911.0073,3112.3504,-23016.8488,-25698.3672,-24065.3630,-26349.6502,-20221.2826,-26385.2961,-35433.6673,-24645.6997,-3912245.4711,-3894206.3177,-3928079.4292,-3911760.1895,-26320.2126,-3913002.9048,
3300.000,-5526.9889,-2354.4740,-2880.3670,3752.2477,-5301.3290,-4709.8204,-362.9264,22.2807,-4130.5289,-2945.7807,-914.0603,-2823.4246,5986.2663,3455.7415,5142.6497,1556.5318,4831.6484,-3591.0759,3439.3562,4758.6934,25739.6414,-3381.0126,15495.5839,13559.2317,6697.5443,8318.7784,7376.4472,9946.5669,-83978367.6183,-83954597.6075,-83953056.4565,-83966778.9221,9821.8141,-83959500.0329,2040.9460,1077.0718,5136.7729,1769.3335,4400.5533,2024.7656,4519.6947,-4203.2900,-5496.5320,3972.4228,6618.7367,-3033.8871,-1529.8823,-2617.1410,-3166.1445,-6077.6453,-2039.4626,-5637.6391,-5737.0090,-2297.4197,410050.7175,391862.1143,400158.6938,401765.6571,407526.3839,404282.4210,398672.7138,401092.8668,-135823442.9549,-135816159.0571,-135820810.6486,-135816208.4772,400698.9059,-135815623.2032,-3441.9478,6439.5928,-3325.4878,5443.6126,402.2125,-4637.4674,5156.5598,-5506.8646,611.2810,-4574.0678,-1831.3978,-5535.8035,-3142.8934,5259.1468,-3133.0073,-2660.8130,-4521.9401,-880.4019,-926.7900,4424.4996,-22906.6264,-25598.1133,-23906.9778,-26428.6217,-20074.1242,-25954.2785,-35350.6375,-24472.6487,-3913239.0922,-3894664.5966,-3928544.9239,-3913147.6466,-26197.3021,-3913735.3521,
3600.000,-5207.9512,-683.3630,-1070.4208,4301.5622,-4353.1722,-3899.3066,1516.4687,-2103.8086,-4983.3022,-853.7435,732.0406,-4244.2136,4718.8919,2546.2882,4485.1859,15.5855,4793.0357,-4313.9714,2071.7088,3002.1790,17010.4109,-11808.8411,6966.6693,4892.9916,-1836.8446,-66.6700,-1147.2951,1925.8340,-80986947.9393,-80963566.3088,-80961144.8258,-80975378.9005,1320.5754,-80968114.5092,3810.2336,2525.5169,4882.1548,-346.6951,5169.6259,3955.3373,5177.4206,-3757.6414,-4625.9392,4113.8429,6133.3482,-1406.4179,-2978.5864,-4459.3694,-4778.8933,-6697.7797,-3801.1223,-4473.9324,-5853.9786,-3292.8138,410598.4119,391721.1068,400154.3696,401664.3516,407664.3766,404211.9617,398870.0189,401182.3506,-137622114.4605,-137614889.4296,-137619111.3794,-137615437.4746,400833.7995,-137614200.7180,-2216.0840,6429.3094,-4557.4950,5312.2758,-1408.9092,-4115.1536,4250.5919,-5426.4190,-1200.8730,-5266.2690,-3139.2706,-5275.2414,-4113.4523,4483.1872,-1821.8971,-1251.3253,-3243.0950,-2616.4203,-2657.3302,5255.6033,-22796.6106,-25497.9117,-23752.9396,-26505.8075,-19929.9234,-25525.1273,-35263.1529,-24435.0198,-3914232.7816,-3895132.3369,-3928998.5706,-3914540.7107,-26074.3779,-3914467.6433,
3900.000,-4376.8725,1000.6004,883.2304,4468.7415,-2958.7312,-2747.5050,3212.2523,-4032.7618,-5348.0018,1338.9955,2334.2443,-5285.1032,3008.4950,1423.5321,3382.6692,-1514.8798,4311.7672,-4600.6047,457.9920,959.2405,8268.3882,-20230.7904,-1565.5230,-3793.5449,-10372.6548,-8432.4963,-9675.0658,-6140.5829,-77957017.4747,-77934020.8433,-77930740.9225,-77945377.1120,-7181.9899,-77938221.7860,5179.7703,3781.2063,4152.8181,-2408.8679,5433.1932,5505.3475,5348.4541,-3001.7068,-3283.9263,3874.2861,5066.2979,317.3387,-4176.3004,-5848.6499,-5892.3378,-6634.8785,-5168.7446,-2815.7704,-5364.0391,-4015.9627,410959.5036,391399.6940,399969.3634,401368.1938,407620.5012,403938.6286,398885.8883,401084.6588,-139354912.0176,-139347762.5585,-139351515.2223,-139348779.9021,400788.2960,-139346905.6485,-741.4398,5736.6812,-5266.0119,4592.0966,-3067.2808,-3149.2040,2877.6366,-4765.7105,-2882.8852,-5346.6217,-4110.7466,-4447.4470,-4644.3300,3203.7594,-304.3966,299.2562,-1616.0319,-4048.3899,-4080.7603,5515.5440,-22686.8002,-25397.7588,-23603.3076,-26579.1445,-19788.6663,-25100.8569,-35171.2326,-24524.3384,-3915226.4210,-3895609.4140,-3929440.3515,-3915932.9384,-25951.4402,-3915199.7784,
4200.000,-3105.4930,2531.2956,2776.6739,4228.1713,-1246.3599,-1357.3510,4561.2362,-5571.3473,-5204.2258,3395.4684,3745.3831,-5834.7919,1023.4545,189.5557,1934.5205,-2893.1314,3418.3330,-4436.7078,-1241.5580,-1163.0507,-482.4151,-28643.0297,-10097.1120,-12499.7384,-18906.0047,-16773.0147,-18202.9967,-14280.9248,-74890026.5539,-74867410.7546,-74863296.3537,-74878227.3805,-15682.0528,-74871272.1306,6017.0529,4708.5901,3034.3770,-4207.2990,5180.5791,6520.7979,5002.3081,-2002.5596,-1593.7234,3280.7273,3526.6130,1972.3082,-5011.8856,-6636.7846,-6397.7753,-5891.7953,-6014.2539,-835.7587,-4331.8363,-4396.8842,411133.6679,390898.0756,399603.7935,400877.4721,407394.7827,403460.3096,398720.2017,400801.5201,-141021011.5291,-141013954.1880,-141017198.9377,-141015402.3934,400562.3994,-141012914.0507,816.5159,4435.0250,-5370.3586,3362.6387,-4393.6197,-1843.3485,1188.4100,-3594.8364,-4252.9241,-4805.9312,-4642.2039,-3140.8207,-4679.1151,1564.3555,1247.6053,1816.0411,184.8233,-5010.7217,-5033.4085,5176.1617,-22577.1936,-25297.6513,-23458.1328,-26645.9080,-19650.3403,-24685.4721,-35074.8938,-24722.4839,-3916219.8922,-3896095.6980,-3929870.2639,-3917318.1710,-25828.4891,-3915931.7573,
4500.000,-1510.5257,3763.9157,4408.5551,3590.5869,621.3370,147.9572,5438.4428,-6563.7465,-4580.1654,5092.2870,4833.0409,-5827.0108,-1043.2599,-1046.1222,276.1506,-3992.7242,2183.2406,-3851.4556,-2853.4899,-3151.5387,-9237.9790,-37041.7338,-18624.2197,-21225.2508,-27433.0131,-25082.7657,-26727.2137,-22516.7502,-71787443.1319,-71765203.2301,-71760280.3256,-71775402.7051,-24175.7851,-71768733.4294,6244.9044,5199.7252,1647.3384,-5561.2441,4450.2942,6899.6478,4158.9117,-845.5691,284.3261,2390.4911,1666.9648,3404.0991,-5404.4893,-6738.2212,-6250.0362,-4542.2007,-6263.0499,1256.8515,-2876.3734,-4393.1645,411120.6670,390216.5320,399057.8624,400193.2585,406987.3264,402775.0437,398372.9234,400333.7411,-142619620.8234,-142612671.9585,-142615371.2850,-142614504.3601,400156.1949,-142611433.9035,2282.6245,2662.2535,-4858.6866,1760.0408,-5245.1693,-338.2834,-631.4329,-2038.4987,-5163.5302,-3706.5500,-4677.0703,-1495.4631,-4214.0873,-250.8511,2658.0093,3127.7709,1965.7430,-5392.6417,-5406.2166,4274.2005,-22467.7897,-25197.5859,-23317.4575,-26702.5443,-19514.9340,-24284.2251,-34974.1522,-25003.6673,-3917213.0770,-3896591.0539,-3930288.3224,-3918690.7178,-25705.5246,-3916663.5801,
4800.000,256.8864,4588.8637,5601.1257,2603.8132,2463.0957,1635.5531,5768.8652,-6907.8064,-3547.7411,6243.7481,5491.6793,-5248.9395,-2992.6408,-2176.0132,-1433.6213,-4713.9668,712.0331,-2912.5453,-4208.5716,-4808.4755,-17994.2768,-45423.0846,-27142.9731,-29969.8295,-35949.8008,-33356.8064,-35243.8394,-30861.4496,-68650752.0868,-68628882.3983,-68623178.9368,-68638394.2652,-32659.3614,-68632090.4856,5848.6455,5187.1627,134.2658,-6337.7045,3324.2005,6602.5876,2888.3919,372.3530,2168.2020,1286.1433,-331.5459,4483.4085,-5311.2690,-6139.8290,-5471.4846,-2723.1391,-5900.8270,3238.3210,-1156.8904,-3994.7939,410920.3498,389355.4248,398331.8558,399317.7441,406398.3183,401881.3183,397844.1019,399681.4444,-144149980.0318,-144143155.7846,-144145273.3991,-144145318.5523,399569.8490,-144141705.4852,3491.9698,606.5707,-3789.2264,-37.9109,-5530.6544,1203.3612,-2381.9834,-263.2067,-5517.1321,-2175.6223,-4211.5940,311.4293,-3298.6041,-2037.9215,3766.7554,4086.3978,3534.8283,-5150.3496,-5156.6234,2907.4706,-22358.5872,-25097.5593,-23181.3156,-26744.5165,-19382.4372,-23903.8588,-34869.0215,-25336.7882,-3918205.8573,-3897095.3431,-3930694.5589,-3920045.4937,-25582.5467,-3917395.2467,
5100.000,2025.5594,4941.6812,6219.5835,1349.9132,4096.4131,2974.4739,5533.5969,-6566.2563,-2214.0141,6722.5697,5652.7580,-4144.4878,-4638.6183,-3103.7235,-3027.8359,-4992.6511,-863.5796,-1718.2715,-5159.1703,-5971.4708,-26747.2769,-53783.2732,-35649.5063,-38732.8757,-44452.4926,-41591.1392,-43748.9943,-39319.5108,-65481454.5090,-65459948.6196,-65453494.4630,-65468710.3928,-41128.9601,-65462844.3081,4876.5085,4653.1496,-1354.4787,-6464.9336,1918.0541,5657.5007,1305.4102,1550.4121,3871.7471,68.4927,-2276.8333,5117.8668,-4732.2300,-4902.5382,-4148.6642,-620.7200,-4973.8760,4894.0033,644.4817,-3226.5664,410532.6529,388315.1958,397426.1427,398254.6324,405628.0252,400778.5585,397133.8705,398844.4383,-145611361.9496,-145604678.2173,-145606179.1515,-145607111.5274,398803.6094,-145603001.7350,4308.6181,-1513.5794,-2284.0771,-1831.6875,-5219.5534,2614.7185,-3871.4333,1540.3670,-5275.9862,-390.9661,-3295.2416,2084.6041,-2030.1083,-3596.4927,4448.1450,4583.8622,4723.0556,-4311.7006,-4313.1001,1224.4668,-22249.5848,-24997.5685,-23049.7322,-26766.2303,-19252.8406,-23552.7359,-34759.5139,-25687.8922,-3919198.1148,-3897608.4234,-3931089.0245,-3921378.1044,-25459.5556,-3918126.7573,
5400.000,3620.9228,4807.8038,6187.8009,-61.2886,5355.3078,4047.0977,4769.7621,-5571.2304,-710.0566,6474.7465,5292.0362,-2611.5790,-5825.8813,-3751.6961,-4347.6976,-4805.3600,-2397.5601,-387.5071,-5595.2128,-6529.8694,-35492.9447,-62118.5009,-44139.9620,-47512.7275,-52937.2189,-49783.2625,-52238.7991,-47886.4250,-62281066.9827,-62259917.7676,-62252744.6334,-62267875.5419,-49580.7659,-62262511.3939,3433.4885,3633.6114,-2675.3557,-5939.0897,369.6474,4156.8848,-441.3653,2591.9432,5222.7563,-1152.0232,-3984.0773,5259.9600,-3711.5594,-3154.5949,-2422.2624,1549.2595,-3582.9949,6041.3323,2341.6338,-2147.4688,409957.5998,387096.3677,396341.1748,397009.4993,404676.7943,399467.8338,396242.4471,397822.6572,-147003072.3816,-146996544.7912,-146997395.4955,-146999184.0345,397857.8048,-146994628.5978,4640.8866,-3473.1870,-515.8486,-3422.5721,-4345.1370,3742.9896,-4937.2485,3178.0892,-4465.9236,1439.3213,-2025.6913,3632.1606,-544.0728,-4752.4993,4625.0339,4564.1522,5402.6304,-2973.2009,-2972.1307,-591.7353,-22140.7812,-24897.6105,-22922.7237,-26761.1648,-19126.1364,-23240.6672,-34645.6398,-26022.5386,-3920189.7319,-3898130.1500,-3931471.7904,-3922684.8829,-25336.5514,-3918858.1117,
