sl_100_86400_20290922 Coordinates.csv
2029/09/22 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:04 2024,
Start: 2029/09/22 07:47:00.00, Stop: 2029/09/23 07:47:00.00,
TIME_UNITS,STARLINK-3667 - X-Coordinate,STARLINK-5859 - X-Coordinate,STARLINK-4775 - X-Coordinate,STARLINK-31076 - X-Coordinate,STARLINK-2561 - X-Coordinate,STARLINK-6320 - X-Coordinate,STARLINK-1284 - X-Coordinate,STARLINK-3620 - X-Coordinate,STARLINK-1967 - X-Coordinate,STARLINK-3890 - X-Coordinate,STARLINK-2476 - X-Coordinate,STARLINK-4381 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-2556 - X-Coordinate,STARLINK-31121 - X-Coordinate,STARLINK-1286 - X-Coordinate,STARLINK-11240 [DTC] - X-Coordinate,STARLINK-31792 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-30779 - X-Coordinate,STARLINK-2020 - X-Coordinate,STARLINK-30505 - X-Coordinate,STARLINK-1930 - X-Coordinate,STARLINK-30775 - X-Coordinate,STARLINK-30072 - X-Coordinate,STARLINK-30504 - X-Coordinate,STARLINK-4028 - X-Coordinate,STARLINK-11175 [DTC] - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-5205 - X-Coordinate,STARLINK-4488 - X-Coordinate,STARLINK-5666 - X-Coordinate,STARLINK-1844 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-30592 - X-Coordinate,STARLINK-4575 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-5673 - X-Coordinate,STARLINK-3730 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-3953 - X-Coordinate,STARLINK-32289 - X-Coordinate,STARLINK-4683 - X-Coordinate,STARLINK-2458 - X-Coordinate,STARLINK-30230 - X-Coordinate,STARLINK-31562 - X-Coordinate,STARLINK-2615 - X-Coordinate,STARLINK-5826 - X-Coordinate,STARLINK-3053 - X-Coordinate,STARLINK-32081 - X-Coordinate,STARLINK-4504 - X-Coordinate,STARLINK-5591 - X-Coordinate,STARLINK-2114 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-5398 - X-Coordinate,STARLINK-6075 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-3233 - X-Coordinate,STARLINK-30458 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-2525 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-31271 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-31759 - X-Coordinate,STARLINK-5963 - X-Coordinate,STARLINK-31885 - X-Coordinate,STARLINK-11235 [DTC] - X-Coordinate,STARLINK-32135 - X-Coordinate,STARLINK-6354 - X-Coordinate,STARLINK-31955 - X-Coordinate,STARLINK-4148 - X-Coordinate,STARLINK-3452 - X-Coordinate,STARLINK-31737 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-31095 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-31361 - X-Coordinate,STARLINK-30956 - X-Coordinate,STARLINK-4552 - X-Coordinate,STARLINK-31412 - X-Coordinate,STARLINK-31141 - X-Coordinate,STARLINK-4401 - X-Coordinate,STARLINK-1138 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-30926 - X-Coordinate,STARLINK-4493 - X-Coordinate,STARLINK-32075 - X-Coordinate,STARLINK-6212 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-5359 - X-Coordinate,STARLINK-30608 - X-Coordinate,STARLINK-30713 - X-Coordinate,STARLINK-5150 - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-4133 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3667 - Y-Coordinate,STARLINK-5859 - Y-Coordinate,STARLINK-4775 - Y-Coordinate,STARLINK-31076 - Y-Coordinate,STARLINK-2561 - Y-Coordinate,STARLINK-6320 - Y-Coordinate,STARLINK-1284 - Y-Coordinate,STARLINK-3620 - Y-Coordinate,STARLINK-1967 - Y-Coordinate,STARLINK-3890 - Y-Coordinate,STARLINK-2476 - Y-Coordinate,STARLINK-4381 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-2556 - Y-Coordinate,STARLINK-31121 - Y-Coordinate,STARLINK-1286 - Y-Coordinate,STARLINK-11240 [DTC] - Y-Coordinate,STARLINK-31792 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-30779 - Y-Coordinate,STARLINK-2020 - Y-Coordinate,STARLINK-30505 - Y-Coordinate,STARLINK-1930 - Y-Coordinate,STARLINK-30775 - Y-Coordinate,STARLINK-30072 - Y-Coordinate,STARLINK-30504 - Y-Coordinate,STARLINK-4028 - Y-Coordinate,STARLINK-11175 [DTC] - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-5205 - Y-Coordinate,STARLINK-4488 - Y-Coordinate,STARLINK-5666 - Y-Coordinate,STARLINK-1844 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-30592 - Y-Coordinate,STARLINK-4575 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-5673 - Y-Coordinate,STARLINK-3730 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-3953 - Y-Coordinate,STARLINK-32289 - Y-Coordinate,STARLINK-4683 - Y-Coordinate,STARLINK-2458 - Y-Coordinate,STARLINK-30230 - Y-Coordinate,STARLINK-31562 - Y-Coordinate,STARLINK-2615 - Y-Coordinate,STARLINK-5826 - Y-Coordinate,STARLINK-3053 - Y-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-4504 - Y-Coordinate,STARLINK-5591 - Y-Coordinate,STARLINK-2114 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-5398 - Y-Coordinate,STARLINK-6075 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-3233 - Y-Coordinate,STARLINK-30458 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-2525 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-31271 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-31759 - Y-Coordinate,STARLINK-5963 - Y-Coordinate,STARLINK-31885 - Y-Coordinate,STARLINK-11235 [DTC] - Y-Coordinate,STARLINK-32135 - Y-Coordinate,STARLINK-6354 - Y-Coordinate,STARLINK-31955 - Y-Coordinate,STARLINK-4148 - Y-Coordinate,STARLINK-3452 - Y-Coordinate,STARLINK-31737 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-31095 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-31361 - Y-Coordinate,STARLINK-30956 - Y-Coordinate,STARLINK-4552 - Y-Coordinate,STARLINK-31412 - Y-Coordinate,STARLINK-31141 - Y-Coordinate,STARLINK-4401 - Y-Coordinate,STARLINK-1138 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-30926 - Y-Coordinate,STARLINK-4493 - Y-Coordinate,STARLINK-32075 - Y-Coordinate,STARLINK-6212 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-5359 - Y-Coordinate,STARLINK-30608 - Y-Coordinate,STARLINK-30713 - Y-Coordinate,STARLINK-5150 - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-4133 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3667 - Z-Coordinate,STARLINK-5859 - Z-Coordinate,STARLINK-4775 - Z-Coordinate,STARLINK-31076 - Z-Coordinate,STARLINK-2561 - Z-Coordinate,STARLINK-6320 - Z-Coordinate,STARLINK-1284 - Z-Coordinate,STARLINK-3620 - Z-Coordinate,STARLINK-1967 - Z-Coordinate,STARLINK-3890 - Z-Coordinate,STARLINK-2476 - Z-Coordinate,STARLINK-4381 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-2556 - Z-Coordinate,STARLINK-31121 - Z-Coordinate,STARLINK-1286 - Z-Coordinate,STARLINK-11240 [DTC] - Z-Coordinate,STARLINK-31792 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-30779 - Z-Coordinate,STARLINK-2020 - Z-Coordinate,STARLINK-30505 - Z-Coordinate,STARLINK-1930 - Z-Coordinate,STARLINK-30775 - Z-Coordinate,STARLINK-30072 - Z-Coordinate,STARLINK-30504 - Z-Coordinate,STARLINK-4028 - Z-Coordinate,STARLINK-11175 [DTC] - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-5205 - Z-Coordinate,STARLINK-4488 - Z-Coordinate,STARLINK-5666 - Z-Coordinate,STARLINK-1844 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-30592 - Z-Coordinate,STARLINK-4575 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-5673 - Z-Coordinate,STARLINK-3730 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-3953 - Z-Coordinate,STARLINK-32289 - Z-Coordinate,STARLINK-4683 - Z-Coordinate,STARLINK-2458 - Z-Coordinate,STARLINK-30230 - Z-Coordinate,STARLINK-31562 - Z-Coordinate,STARLINK-2615 - Z-Coordinate,STARLINK-5826 - Z-Coordinate,STARLINK-3053 - Z-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-4504 - Z-Coordinate,STARLINK-5591 - Z-Coordinate,STARLINK-2114 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-5398 - Z-Coordinate,STARLINK-6075 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-3233 - Z-Coordinate,STARLINK-30458 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-2525 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-31271 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-31759 - Z-Coordinate,STARLINK-5963 - Z-Coordinate,STARLINK-31885 - Z-Coordinate,STARLINK-11235 [DTC] - Z-Coordinate,STARLINK-32135 - Z-Coordinate,STARLINK-6354 - Z-Coordinate,STARLINK-31955 - Z-Coordinate,STARLINK-4148 - Z-Coordinate,STARLINK-3452 - Z-Coordinate,STARLINK-31737 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-31095 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-31361 - Z-Coordinate,STARLINK-30956 - Z-Coordinate,STARLINK-4552 - Z-Coordinate,STARLINK-31412 - Z-Coordinate,STARLINK-31141 - Z-Coordinate,STARLINK-4401 - Z-Coordinate,STARLINK-1138 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-30926 - Z-Coordinate,STARLINK-4493 - Z-Coordinate,STARLINK-32075 - Z-Coordinate,STARLINK-6212 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-5359 - Z-Coordinate,STARLINK-30608 - Z-Coordinate,STARLINK-30713 - Z-Coordinate,STARLINK-5150 - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-4133 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3923.6167,-4977.9469,3966.2757,-6352.2434,-5158.8199,2014.7088,3252.4257,-1721.9067,-5110.3076,5898.5501,340.5303,5862.1890,6572.1174,-5825.6464,4328.8288,2963.8867,-6100.1037,-2646.7411,2322.7861,-423.4409,-6292.1445,4769.2739,1992.6844,-3920.2498,6115.7691,-6192.0602,3900.4276,-6653.8209,0.0000,2553.5125,6544.7423,-6487.0351,-3739.6685,0.0000,4990.9347,6063.4441,3297.1840,-124.3468,3353.0940,4490.3178,3272.7751,1419.4469,6581.0903,-2213.4368,0.0000,4150.9900,6110.3834,4928.3186,668.4997,707.4102,-2808.0729,-5206.2950,1822.7942,1789.1426,2791.0880,-3131.9867,2100.4150,-5359.1785,-5140.8073,-2881.3453,0.0000,-3467.5457,6305.3205,5621.1215,333.5238,-3993.2645,1982.7513,-6800.4261,3556.9546,-6006.5293,1038.3606,-1234.1232,0.0000,-4950.3102,3673.1089,3287.5455,-4533.6606,2809.2417,-3985.5656,4346.4365,-4884.6667,2986.2899,-4845.4052,-6120.2596,2633.6207,5645.4708,5908.3940,2229.7645,4376.8600,-4784.1586,6096.2307,4191.6806,-4715.1495,665.8778,-5804.0735,-4610.9815,5282.2845,-4876.1157,-4994.2636,4578.9326,224599.3103,227684.1309,222653.1384,226047.9703,233283.1749,230900.1862,224716.8878,225057.0118,110981384.0426,111006476.6090,111012143.3761,110989880.0898,225877.5117,110998020.3359,4146.4807,2050.3331,-3903.9738,-1367.3610,816.0879,5720.8898,-2762.2253,-5903.9280,-697.7225,-3152.9916,4513.0190,-3618.8487,437.5371,-3154.2650,4302.8832,5881.9051,752.7846,4370.6979,5512.9040,5134.4622,232.0803,-4995.1873,-4715.5942,-2107.9654,-1864.9181,2994.9409,3574.5555,-1201.9947,0.0000,-3311.8517,2044.5235,2285.3556,-3597.0000,0.0000,-1826.5701,944.8299,-3894.0699,5433.6441,3844.5461,202.1080,-2531.7882,-4598.7067,-1047.7963,-5921.3804,0.0000,-3462.9455,324.1021,-149.6461,-6450.7699,3548.8311,-3474.6359,1757.9298,4834.9688,6095.2859,4105.4140,-3015.0951,-4701.2994,4174.8529,1307.5404,3054.5376,0.0000,3395.0890,337.4744,-3394.2384,5663.3889,-5391.2378,6229.3235,847.3743,-4099.6738,-2865.3590,-6012.7551,-2736.1838,0.0000,-4789.0793,-1899.5859,-5814.3310,2339.7632,5129.6287,1254.5871,-1343.9647,3199.0392,6028.2951,4676.7293,-2272.1382,5734.3548,1608.7466,3080.0120,-6515.1178,2628.4743,-2.1982,1674.6766,-3941.6684,1988.1417,-5071.9608,-1677.4155,1897.3519,231.9257,-1990.3583,3714.6366,2367.8333,-349953.8517,-316724.3012,-336208.5535,-336785.7727,-332233.4169,-331693.8135,-327981.6396,-332901.3545,203480742.4951,203526917.1434,203502177.9944,203471978.4415,-331434.5333,203480553.0820,-3865.9702,3810.9865,-3975.0053,2303.0250,-4529.9600,-3328.3138,-5449.2790,3103.5454,4594.1132,-1677.9293,5248.4532,-818.6349,-2176.5842,-1868.2478,-3086.0314,1633.3909,-2807.8984,-4191.8140,-3303.4422,-4567.1122,2685.0118,-166.4520,-4658.5922,-5201.6510,2663.6602,695.9441,4357.4909,1457.2333,0.0000,5397.8725,-844.9780,7.7079,4514.0309,0.0000,4282.2015,3032.1567,4609.1205,4202.2529,4706.0911,-5239.8791,5400.4233,4717.5226,1336.4068,-2824.9652,0.0000,-4284.2146,3004.8742,-4803.6000,-2533.3769,-5916.1923,-5198.6401,4169.9174,4643.7527,1868.3993,-4563.2863,-5377.5215,4616.3433,1428.4998,-4455.9322,5477.0565,0.0000,4828.7100,-2769.1196,-1752.6081,-3890.8440,-1584.4261,-2099.5163,-1067.7188,3953.0621,1185.0563,2640.6587,6234.9141,0.0000,-138.0469,5513.1701,-1310.5051,4626.9924,-3610.2761,5455.3851,4913.1279,-3801.1287,1595.5302,1142.9170,-1744.8521,2718.5991,-3630.7613,-1943.4599,649.7523,4669.3226,4957.8078,-2603.1933,-3855.3058,4537.4203,4679.7245,-3409.2857,4662.1780,-4481.7956,4551.5170,-2992.3107,4591.4059,22654.0416,20090.3578,21718.4836,20656.4510,25269.3085,17463.0726,10956.3708,19029.0506,-89586932.7210,-89601010.3016,-89601225.9596,-89601900.9008,19587.4684,-89598789.2989,
3600.000,-6006.3905,-859.2494,626.6387,6665.7543,2002.1049,-4383.4392,211.7433,3514.8773,6672.0653,-4620.3197,-4154.6268,-5364.9088,-4656.8325,4606.4174,-5899.1353,-4631.0092,2347.1295,248.2637,-3843.8209,-3388.3949,6244.3156,-2528.2847,2041.3802,6514.7386,-3151.5057,3605.8078,-6576.9945,4765.6655,0.0000,1662.3039,-5990.6788,4341.8817,5627.9146,0.0000,-5113.5434,-3460.6560,1221.1146,-3195.4794,-5839.1184,-5756.8936,296.5062,1304.2369,-5237.7721,3519.0098,0.0000,-289.9331,-3694.7989,-6081.5580,589.4550,-2869.3910,6200.4634,5527.5649,-2313.3274,-3721.6838,-6274.7099,5033.7726,1146.3176,3627.5004,4688.8058,-731.4621,0.0000,-1121.2462,-3626.5552,-1874.0239,-3306.8492,4222.2239,-4117.4409,4276.4085,1508.1439,5698.9529,1381.0441,4631.4214,0.0000,5035.4456,-1459.9399,-504.9450,536.6037,-4892.5503,-714.2456,-4234.0807,1428.6719,-4092.8950,1309.7929,4741.1823,-309.8119,-6870.2421,-3978.7525,592.3960,-5722.0203,6065.3670,-3874.8733,-2592.1870,1862.2068,3299.9065,4635.6239,550.5288,-4073.5438,6501.0345,1191.6752,-6807.4001,306418.3738,300809.9850,297655.1232,300742.9794,309793.9216,304842.4089,301597.8565,302579.5789,54495274.7138,54508032.7947,54517925.3341,54510008.9509,302046.0300,54511556.2442,-3359.6947,-2361.7924,4096.9153,-984.6616,-3808.8575,-2518.3886,5301.9821,5791.1379,-1559.4031,4300.1977,-2544.2572,912.8081,2427.2806,-9.0999,-3096.6143,-2211.5158,-3332.6493,-6532.0878,-1416.3400,-2701.0171,-2046.7866,5086.0557,5440.9301,-533.8489,4052.8655,-4448.0759,-1186.3045,-1145.6771,0.0000,5222.1646,-194.5293,-3398.0096,-289.1311,0.0000,4529.6577,2300.5449,4194.9586,-5963.3762,-825.5524,3068.4827,5589.7889,6595.6913,2738.5986,2521.4675,0.0000,5364.2044,3361.0349,2989.6094,3431.6548,-5929.8893,2110.7039,-4133.4789,-566.1807,-4257.7168,-1247.1362,-936.8356,6354.1550,-5497.8926,-4708.2623,-5370.2967,0.0000,-4438.8648,2315.5805,4018.9489,-2480.1375,2213.6920,-3078.9597,-1124.8159,5104.8468,495.8656,5929.3327,4161.5922,0.0000,2455.1999,5491.8897,6218.2157,-4352.0084,-1355.6028,-2868.1624,5125.9447,-4921.9169,-4853.6410,-5209.3472,-1729.9808,-6244.5000,60.0112,-4585.2653,5721.4308,1185.0160,-2882.9749,1682.1073,6382.2387,-5426.2838,4812.7262,-2052.1856,-4448.4000,3718.7666,-914.3974,-4072.7340,-776.2368,-282074.9645,-247936.6078,-267453.2830,-266577.8944,-264395.8597,-264273.1706,-260601.4810,-262441.2336,225305314.3395,225351622.0416,225328244.2346,225294268.9783,-263924.5146,225304270.9451,-344.4278,-6110.1375,5425.0059,1462.2789,5397.2965,4708.4790,4427.8097,1266.7623,-942.0623,-2778.5770,-4945.2276,-4309.9170,4517.9293,5101.4060,-1536.8135,-4448.2485,5376.8364,-958.1544,5454.2614,5333.8685,1915.4702,-3935.8026,3744.3718,2012.7861,-4661.3516,-3881.5466,-1563.5490,-4889.1312,0.0000,-4093.2586,-3439.5801,4101.8508,-3959.0751,0.0000,-104.7838,-5448.8677,-5324.6248,-1233.8424,-3681.9683,2234.2830,-3885.0284,-564.0100,3350.7294,5389.0747,0.0000,4310.9976,-4650.6330,1172.7962,6014.0257,2157.5333,2000.1259,-198.3221,-6538.4327,3440.0205,2111.0997,4629.6545,-2503.6054,2188.8495,1935.7681,-4293.6509,0.0000,-5106.3865,5375.8913,5137.8355,5484.3120,4966.6016,4529.8879,5327.8757,-4107.4836,3593.8002,2672.9916,-3038.9318,0.0000,-4016.0694,-3922.1534,-2727.3636,-5325.0748,4618.3814,-6212.8309,-859.7763,4701.2942,2734.5754,-4230.9105,4481.4600,2842.4483,-619.6525,-3361.9907,-3848.6159,-3724.0231,-1582.6114,5361.0505,675.6413,-3745.0451,-3765.2301,4720.1021,-5161.6002,4179.8581,-2346.2409,5434.0379,-912.4938,23891.3911,21201.4887,23467.0943,19952.7050,26959.2334,22408.3884,11836.5463,21934.4130,-89623931.1809,-89640900.2857,-89642241.6686,-89634189.5770,21018.2559,-89636227.6709,
7200.000,5298.1815,5550.5441,-4794.0464,-4247.1309,836.5407,6075.4535,-2554.6087,-4046.3554,-5338.2428,847.2257,6674.7691,729.1319,1738.3606,-2511.6241,4636.0867,5087.1815,1995.8050,2690.2803,5018.6624,6377.1613,-2900.3274,-1479.7181,-4837.0644,-5907.3042,-515.3799,481.8800,6309.2801,-1612.9965,0.0000,-4195.1390,3196.7891,9.4795,-5931.2040,0.0000,2501.2157,318.1130,-4926.6595,4885.7746,6708.6522,4846.1190,-2661.9424,-3031.4309,831.3102,-4887.5937,0.0000,-3044.3660,438.0831,4518.8531,-3362.9899,2868.4426,-6327.6649,-3341.0225,3832.5126,3928.8776,6145.9193,-5818.9028,-3437.4481,-210.7869,-2886.4562,3088.8657,0.0000,4619.2937,274.5518,-3087.9684,5943.5202,-4004.8795,5599.8751,105.0991,-5278.5365,-2528.7446,-3734.3701,-5044.7781,0.0000,-3789.1510,-286.7712,-3166.7798,2868.3462,5936.5554,4000.4660,1410.6407,1995.6108,4179.6445,3218.8895,-1707.8187,-1165.4712,4931.0934,165.7791,-3930.8428,5631.2960,-4800.6561,910.7651,177.8189,957.8027,-5852.6995,-2862.3144,2800.2984,2392.7589,-6160.4700,3169.0774,5963.8015,368372.5112,353975.6125,353406.5661,357169.2802,366649.2457,356263.3570,359002.1526,358555.2683,-5721108.1945,-5720024.7393,-5706165.0175,-5700464.2199,358767.8473,-5704645.4901,921.8233,3069.7818,-3892.3968,3338.6300,6231.7262,-1021.0208,-6395.4985,-2793.4771,2872.5293,-4202.0714,888.9638,908.7104,-5284.7250,4081.5470,-123.3494,-2547.8026,5467.0187,3287.0554,-2917.5025,456.4985,3435.8809,-3882.5834,-4920.7000,2257.1086,-5766.4967,5125.9595,-1339.4587,4189.8520,0.0000,-5394.9602,-2657.3882,4173.4653,3412.6378,0.0000,-4797.9916,-5569.4820,-4121.3325,4089.4875,-1743.4291,-4391.0008,-6239.8209,-4424.7801,-3995.8497,1582.2350,0.0000,-5994.9282,-6209.4744,-4060.3733,264.3395,5615.2348,-324.2774,4594.1988,-3469.0747,-1293.1161,-1711.2110,3599.2363,-5892.9264,5264.9575,6039.3168,6169.8420,0.0000,4747.2377,-5228.8037,-4049.3947,-719.1407,2309.6594,-1072.8759,2658.1298,-4121.4847,3225.6364,-1414.8432,-4293.5966,0.0000,1677.9802,-6891.1138,-3837.7317,5734.2447,-2424.7077,4850.5094,-5186.6872,5992.4219,1200.9382,4328.8113,5558.8427,1816.2401,-1864.8258,2051.3978,-3308.6947,-4003.4675,4054.9504,-5306.2279,-6278.2244,6776.2330,-3683.4375,5453.9846,5949.6293,-6364.5037,3028.9018,4262.4552,-915.8279,-195375.9374,-163037.7786,-181537.2609,-176865.7789,-179425.6769,-180698.3679,-175839.6986,-180801.2747,231755283.4913,231798377.4476,231776326.5171,231749613.4487,-179408.4014,231753335.4094,4298.0050,1846.1234,-2938.1080,-4292.6278,-2875.7651,-3148.0594,-667.0206,-4837.2877,-3329.6868,5387.7957,1658.4051,6827.2744,-4146.5941,-4944.3162,5013.4522,3692.8542,-3437.0511,5048.8247,-3604.5192,-2551.0227,-5169.3180,5507.7891,-507.0808,2604.9128,3798.5842,4605.1250,-2343.8722,5253.0321,0.0000,-221.3259,5505.2668,-5472.9839,741.3702,0.0000,-4175.4143,3964.6229,2463.2944,-2591.5403,470.7254,2189.0985,-623.3758,-4098.0382,-5443.3887,-4645.3665,0.0000,-1530.3077,2780.2284,3220.3084,-6089.6931,2867.3967,2593.3924,-3931.3338,4645.3416,-5178.6283,2163.8811,-979.4391,-1181.6712,-4529.4793,1760.3983,366.1207,0.0000,1756.1996,-4490.3425,-4503.9998,-3383.5052,-5117.5496,-3828.6547,-6405.0194,549.7969,-5379.7677,-5325.6420,-2041.9623,0.0000,5491.8851,-226.8445,4632.6973,2521.9971,-2474.7129,2780.6840,-4010.9824,-2939.9241,-5384.4763,4183.4325,-3444.4576,-6534.1122,4440.0385,6613.2102,4621.8189,467.4279,-2850.5419,-4214.5984,2901.1917,244.5232,580.9404,-3191.0136,1851.6127,-1331.0816,-1208.4732,-4416.2183,-3376.0096,25099.9111,22307.8814,24557.7140,21838.0091,28241.2606,23653.6268,13342.6237,21386.6034,-89661710.8343,-89680751.2908,-89683040.3236,-89667769.4036,22447.3352,-89673650.8893,
