sl_100_5400_20291127 Coordinates.csv
2029/11/27 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:26 2024,
Start: 2029/11/27 07:47:00.00, Stop: 2029/11/27 09:17:00.00,
TIME_UNITS,STARLINK-5164 - X-Coordinate,STARLINK-5854 - X-Coordinate,STARLINK-31501 - X-Coordinate,STARLINK-1555 - X-Coordinate,STARLINK-3293 - X-Coordinate,STARLINK-1347 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-1130 (DARKSAT) - X-Coordinate,STARLINK-30270 - X-Coordinate,STARLINK-30445 - X-Coordinate,STARLINK-3081 - X-Coordinate,STARLINK-2616 - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-4595 - X-Coordinate,STARLINK-30511 - X-Coordinate,STARLINK-2369 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-31620 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-4176 - X-Coordinate,STARLINK-31728 - X-Coordinate,STARLINK-4513 - X-Coordinate,STARLINK-31858 - X-Coordinate,STARLINK-2373 - X-Coordinate,STARLINK-2550 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-30804 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-31254 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-31842 - X-Coordinate,STARLINK-32212 - X-Coordinate,STARLINK-5808 - X-Coordinate,STARLINK-31188 - X-Coordinate,STARLINK-30594 - X-Coordinate,STARLINK-5413 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-2163 - X-Coordinate,STARLINK-3839 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-30889 - X-Coordinate,STARLINK-1525 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-1467 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-31460 - X-Coordinate,STARLINK-2161 - X-Coordinate,STARLINK-31042 - X-Coordinate,STARLINK-4084 - X-Coordinate,STARLINK-5956 - X-Coordinate,STARLINK-6315 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-31245 - X-Coordinate,STARLINK-2398 - X-Coordinate,STARLINK-4041 - X-Coordinate,STARLINK-4037 - X-Coordinate,STARLINK-30248 - X-Coordinate,STARLINK-31197 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-3674 - X-Coordinate,STARLINK-3572 - X-Coordinate,STARLINK-30977 - X-Coordinate,STARLINK-5112 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-5278 - X-Coordinate,STARLINK-6258 - X-Coordinate,STARLINK-4181 - X-Coordinate,STARLINK-31567 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-4130 - X-Coordinate,STARLINK-5020 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-5325 - X-Coordinate,STARLINK-31699 - X-Coordinate,STARLINK-4761 - X-Coordinate,STARLINK-1491 - X-Coordinate,STARLINK-3819 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-11122 [DTC] - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-1997 - X-Coordinate,STARLINK-31917 - X-Coordinate,STARLINK-4122 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-31115 - X-Coordinate,STARLINK-30443 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-5220 - X-Coordinate,STARLINK-31901 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-2150 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-31410 - X-Coordinate,STARLINK-3760 - X-Coordinate,STARLINK-6345 - X-Coordinate,STARLINK-30537 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5164 - Y-Coordinate,STARLINK-5854 - Y-Coordinate,STARLINK-31501 - Y-Coordinate,STARLINK-1555 - Y-Coordinate,STARLINK-3293 - Y-Coordinate,STARLINK-1347 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-1130 (DARKSAT) - Y-Coordinate,STARLINK-30270 - Y-Coordinate,STARLINK-30445 - Y-Coordinate,STARLINK-3081 - Y-Coordinate,STARLINK-2616 - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-4595 - Y-Coordinate,STARLINK-30511 - Y-Coordinate,STARLINK-2369 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-31620 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-4176 - Y-Coordinate,STARLINK-31728 - Y-Coordinate,STARLINK-4513 - Y-Coordinate,STARLINK-31858 - Y-Coordinate,STARLINK-2373 - Y-Coordinate,STARLINK-2550 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-30804 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-31254 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-31842 - Y-Coordinate,STARLINK-32212 - Y-Coordinate,STARLINK-5808 - Y-Coordinate,STARLINK-31188 - Y-Coordinate,STARLINK-30594 - Y-Coordinate,STARLINK-5413 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-2163 - Y-Coordinate,STARLINK-3839 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-30889 - Y-Coordinate,STARLINK-1525 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-1467 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-31460 - Y-Coordinate,STARLINK-2161 - Y-Coordinate,STARLINK-31042 - Y-Coordinate,STARLINK-4084 - Y-Coordinate,STARLINK-5956 - Y-Coordinate,STARLINK-6315 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-31245 - Y-Coordinate,STARLINK-2398 - Y-Coordinate,STARLINK-4041 - Y-Coordinate,STARLINK-4037 - Y-Coordinate,STARLINK-30248 - Y-Coordinate,STARLINK-31197 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-3674 - Y-Coordinate,STARLINK-3572 - Y-Coordinate,STARLINK-30977 - Y-Coordinate,STARLINK-5112 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-5278 - Y-Coordinate,STARLINK-6258 - Y-Coordinate,STARLINK-4181 - Y-Coordinate,STARLINK-31567 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-4130 - Y-Coordinate,STARLINK-5020 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-5325 - Y-Coordinate,STARLINK-31699 - Y-Coordinate,STARLINK-4761 - Y-Coordinate,STARLINK-1491 - Y-Coordinate,STARLINK-3819 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-11122 [DTC] - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-1997 - Y-Coordinate,STARLINK-31917 - Y-Coordinate,STARLINK-4122 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-31115 - Y-Coordinate,STARLINK-30443 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-5220 - Y-Coordinate,STARLINK-31901 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-2150 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-31410 - Y-Coordinate,STARLINK-3760 - Y-Coordinate,STARLINK-6345 - Y-Coordinate,STARLINK-30537 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5164 - Z-Coordinate,STARLINK-5854 - Z-Coordinate,STARLINK-31501 - Z-Coordinate,STARLINK-1555 - Z-Coordinate,STARLINK-3293 - Z-Coordinate,STARLINK-1347 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-1130 (DARKSAT) - Z-Coordinate,STARLINK-30270 - Z-Coordinate,STARLINK-30445 - Z-Coordinate,STARLINK-3081 - Z-Coordinate,STARLINK-2616 - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-4595 - Z-Coordinate,STARLINK-30511 - Z-Coordinate,STARLINK-2369 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-31620 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-4176 - Z-Coordinate,STARLINK-31728 - Z-Coordinate,STARLINK-4513 - Z-Coordinate,STARLINK-31858 - Z-Coordinate,STARLINK-2373 - Z-Coordinate,STARLINK-2550 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-30804 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-31254 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-31842 - Z-Coordinate,STARLINK-32212 - Z-Coordinate,STARLINK-5808 - Z-Coordinate,STARLINK-31188 - Z-Coordinate,STARLINK-30594 - Z-Coordinate,STARLINK-5413 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-2163 - Z-Coordinate,STARLINK-3839 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-30889 - Z-Coordinate,STARLINK-1525 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-1467 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-31460 - Z-Coordinate,STARLINK-2161 - Z-Coordinate,STARLINK-31042 - Z-Coordinate,STARLINK-4084 - Z-Coordinate,STARLINK-5956 - Z-Coordinate,STARLINK-6315 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-31245 - Z-Coordinate,STARLINK-2398 - Z-Coordinate,STARLINK-4041 - Z-Coordinate,STARLINK-4037 - Z-Coordinate,STARLINK-30248 - Z-Coordinate,STARLINK-31197 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-3674 - Z-Coordinate,STARLINK-3572 - Z-Coordinate,STARLINK-30977 - Z-Coordinate,STARLINK-5112 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-5278 - Z-Coordinate,STARLINK-6258 - Z-Coordinate,STARLINK-4181 - Z-Coordinate,STARLINK-31567 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-4130 - Z-Coordinate,STARLINK-5020 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-5325 - Z-Coordinate,STARLINK-31699 - Z-Coordinate,STARLINK-4761 - Z-Coordinate,STARLINK-1491 - Z-Coordinate,STARLINK-3819 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-11122 [DTC] - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-1997 - Z-Coordinate,STARLINK-31917 - Z-Coordinate,STARLINK-4122 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-31115 - Z-Coordinate,STARLINK-30443 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-5220 - Z-Coordinate,STARLINK-31901 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-2150 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-31410 - Z-Coordinate,STARLINK-3760 - Z-Coordinate,STARLINK-6345 - Z-Coordinate,STARLINK-30537 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1604.8355,1411.1608,6287.3394,-3382.9553,524.3564,515.4303,-6127.2523,-478.5661,3665.8105,-5069.3149,154.7187,4074.3164,-4980.1965,-3923.2121,1975.9946,-2326.4781,5049.6168,4647.9182,-3846.4568,-5214.8137,3001.8757,-3361.3074,4660.4031,6460.7875,-1556.2078,5335.2940,3162.8602,1211.2054,-2449.6579,1793.0339,-4138.7163,-2942.2395,-5587.1902,1810.9674,-5671.0591,-6113.5738,-4561.5698,-4896.7127,-4620.5406,4667.5884,-4034.5326,1484.9419,4464.0555,-1315.9730,0.0000,4290.8417,4897.0154,1162.4214,-759.8910,-2234.0309,-798.2413,-4770.0968,2251.8642,-1726.3404,-6381.4722,-4101.4869,-4177.8284,3511.0867,-197.3380,-2080.9291,-3291.9851,5654.2018,-5431.4216,-1197.8609,6495.9898,4857.4414,6014.5310,1609.6709,4077.0761,5056.7102,5771.4378,2019.3492,0.0000,0.0000,6170.8450,6334.4104,2252.5149,-4875.1665,6660.1190,4602.1607,-4891.6233,-2762.9643,3923.1561,-1979.4401,-297.6280,-3089.9750,847.3197,4742.6939,6750.3991,-5186.1659,2634.0527,-6728.4079,0.0000,-5725.3021,-4481.8734,-4882.1739,-4183.8587,-5118.5945,-604.2590,4669.5956,-239647.8123,-268812.2269,-254250.2053,-251997.3864,-252879.7954,-254531.1227,-260437.7730,-257936.8821,74032542.6134,74010052.7972,74039912.0744,74046892.2418,-256808.4598,74044011.8490,-5261.9438,-2576.2448,-2377.4315,4072.4007,5183.7662,-4118.9773,-2213.1363,-6256.8963,5560.7927,-407.2271,-6018.3168,972.3266,-111.0119,-1864.7394,6604.1232,6486.4788,1057.5456,-2503.1306,1507.4413,1304.2681,-4106.9693,-2408.4651,1958.2767,2350.2953,-4702.8323,1368.3860,4382.7057,-4550.1980,-4467.4976,4876.5720,-271.0845,5850.2689,1394.4432,6754.8261,-3387.1686,-2760.6627,-2996.6191,-3728.5626,-5094.5731,1802.1048,1516.7196,-4774.3737,-3052.0027,-6388.0592,0.0000,4121.1684,-3732.9399,5902.0267,5008.0124,3778.5490,5204.9420,3880.3435,3529.8349,5974.0083,1678.1836,417.9919,-4037.5780,3814.9789,-6803.1078,5993.9998,-4492.2098,2283.0430,-1191.8666,4917.4635,-2307.2895,3572.8185,-48.9622,6497.8557,-2096.2968,-1200.5241,-3163.6154,4782.9147,0.0000,0.0000,-1983.5335,1006.2432,6210.3103,-2778.5447,-897.3642,-1875.2230,3026.2821,-3841.0965,5090.9078,3461.8166,-4991.1984,-4097.1351,2915.7382,-1585.3033,-415.7194,-1191.1089,-4085.5118,-139.7559,0.0000,3611.2509,-2284.3167,-1301.0732,-3376.4630,2912.4459,-6904.1923,-4250.7086,-283591.7799,-269359.0340,-281375.3757,-278363.7467,-269856.2777,-271828.2025,-275775.5783,-274953.8906,256733307.2452,256743859.7590,256711393.3101,256720051.5048,-276251.9345,256716645.3550,4137.1566,-6299.5162,873.6550,4413.4004,4521.7058,5452.5006,-2032.4273,-2271.5304,1879.7628,4695.8782,3485.0536,-5511.1448,-4776.5815,-5372.2910,-493.2639,439.7269,4610.6271,4233.8048,5423.7236,4317.6076,4504.2665,5523.9647,-4570.4907,-148.6112,4719.1882,4155.0180,4310.5946,4913.0958,-4692.6410,-4455.0131,-5330.3595,1898.0010,-3743.9190,-328.0031,-827.4473,-1406.1643,4222.3701,3050.9867,-113.7283,-4744.8721,5344.7721,4645.8331,-4299.7901,1856.9724,0.0000,3537.0180,2996.4722,3456.3565,-4720.4552,5308.5620,4450.7725,3077.2254,5304.8011,-2763.9349,-540.5041,5503.0787,3686.3722,4591.9635,656.1943,-2739.4863,4100.9923,-3260.8645,3710.5014,4707.3279,-366.2147,-3375.4735,3364.9773,-1736.0283,5131.1172,-4421.9733,2094.9312,4520.3299,0.0000,0.0000,-2499.2563,-2318.3827,1974.8331,3956.2628,1606.8322,4455.4934,3434.3197,-4645.7800,2406.5832,5290.4005,4589.4864,-4622.2457,-6213.0375,4470.9038,1456.8535,4389.4709,-4860.4455,-1439.5759,0.0000,749.9335,-4733.6533,4574.6038,4158.8143,3565.1105,160.8192,-2831.4004,86499.3592,84490.0439,86071.6473,84704.3318,89519.3584,81958.1197,75185.3904,84474.2267,-116570314.6522,-116588014.5528,-116583691.3124,-116561649.6503,83850.2151,-116567447.8392,
300.000,-3267.3708,418.3378,5608.5410,-2545.8252,2088.5915,-1602.3341,-5957.6829,-1802.3005,5003.4121,-5155.1271,-658.1507,4204.9535,-5652.9295,-5100.8608,3285.3506,-1034.1818,6279.1851,3030.9733,-2685.4657,-3700.1946,972.4924,-4432.7647,5490.4411,6511.3804,-3410.6865,4610.0965,4905.5951,-413.3363,-4124.4253,2980.1604,-4466.6968,-1574.4152,-5787.0437,3143.0668,-6309.8308,-5983.6712,-5952.1526,-6067.8193,-5297.4701,5883.5293,-3627.8617,-604.6711,4093.9000,-2724.0478,0.0000,4897.6760,4414.0915,2365.8713,1377.6019,-712.7811,1178.7240,-3919.7917,4149.8486,-547.3456,-5562.2517,-3630.7283,-4397.9854,4674.9942,-1696.5426,-958.8867,-4368.0114,6611.2144,-4617.0081,942.5127,5680.7466,4833.5028,4911.3183,3117.2566,2356.6409,3948.6897,4343.4307,3795.1545,0.0000,0.0000,4934.7072,6741.6364,3166.3762,-4644.6852,6573.5880,2870.7995,-3140.8713,-3604.6360,5305.6450,-21.1828,-2409.7346,-4818.7512,2099.3146,3096.5563,6014.0513,-5840.0557,1462.2062,-6046.2069,0.0000,-4477.0130,-5827.9122,-4239.1945,-4819.5325,-4884.0892,-1187.9409,2917.1632,-233586.2553,-263137.6056,-248496.0357,-246292.7044,-246996.7304,-248700.3482,-254508.7804,-251790.3503,68412871.2985,68389957.2858,68420712.4928,68426650.0181,-250921.8938,68424394.3297,-5413.1362,-4339.6143,-3746.9503,5605.9352,3880.6767,-4419.0348,-452.7523,-6405.0305,4768.9293,1710.7186,-4710.2362,-1193.5332,1608.8643,-178.1907,5748.6171,6460.6877,405.8840,-3926.3280,3364.7874,2604.4822,-4897.4284,-527.3515,19.7336,1085.1997,-4753.1364,-454.1237,3430.0766,-5591.5835,-3113.7378,3219.4813,1823.7564,6624.6562,2955.1770,5986.3781,-1980.2830,-1336.4524,-2040.5931,-2909.0839,-4047.8292,422.7998,3543.5341,-5266.8959,-4720.0368,-5343.3397,0.0000,2218.3776,-5068.1609,4552.5629,5112.3208,5139.1603,5687.2057,5372.4328,2616.0498,6699.3715,2745.5299,2537.5246,-2181.0603,2002.1615,-6266.9117,6764.4662,-2697.5801,1180.3544,561.8747,5138.7318,-3292.4015,1776.5653,-1470.1164,6167.5981,-3389.1248,-3055.9218,-4195.1629,4739.8498,0.0000,0.0000,-2321.3251,-555.6865,4993.6045,-858.9913,-2126.0333,-3056.8510,3688.1098,-1868.2316,4248.9228,4450.5067,-4448.8605,-3604.1890,1111.6859,-2870.2224,-1913.1092,714.3468,-5565.1253,1115.5501,0.0000,4622.0296,-1036.3580,671.6530,-1338.5260,4422.7627,-6446.0819,-4917.6110,-288517.7972,-274852.4771,-286787.7076,-283747.4277,-275181.1388,-277272.5210,-281101.3045,-280367.6082,258290547.9829,258300392.9694,258268271.5578,258278032.8829,-281619.0466,258273968.9851,2725.9371,-5413.6935,-688.7585,3103.3506,5306.0950,4988.0014,-3300.0517,-493.0621,379.1530,4291.9332,5073.2615,-5367.2253,-3616.4853,-4655.6580,-1985.5500,2199.9228,2882.4191,4602.4324,5287.3390,5200.4828,4607.8404,5262.3865,-4036.7951,-1932.8220,3551.4633,5111.1610,3461.3215,3859.5311,-4612.5400,-5253.9519,-4726.2287,389.0915,-2223.6364,-1826.6261,748.0346,-3066.5513,2837.7173,1393.1568,1684.9206,-3570.0859,4630.6851,4299.5035,-2945.6398,3160.6838,0.0000,4356.3239,1324.9132,4667.3132,-4461.8231,4533.1811,3717.6196,1754.4622,4649.7741,-1053.6696,-2318.8113,5259.9289,4818.9534,4700.8436,2138.5295,-1033.9255,4633.0451,-1641.2543,4799.1239,4525.8566,-2136.1750,-4608.8406,4603.6570,-223.0221,5504.4127,-4651.7302,3349.0480,3247.2778,0.0000,0.0000,-4304.5157,-856.4777,3542.8037,4980.6071,-195.3283,5190.6660,4624.3459,-5243.1681,960.7823,4908.4496,4523.9128,-3388.3996,-6494.7829,5210.3643,2829.7440,3603.2567,-3759.5544,-3094.6502,0.0000,2224.2362,-3558.3363,5293.1812,4601.1753,2001.7194,2251.5047,-3899.8847,86374.4554,84357.4820,86009.3232,84424.3752,89446.9050,82133.9444,75013.1791,84757.6822,-116569707.1194,-116587319.9669,-116582647.8208,-116560956.0176,83744.5420,-116566586.6783,
600.000,-4580.2915,-550.3130,4343.6327,-1488.5333,3492.8764,-3539.8686,-5203.7245,-2920.4143,5851.1390,-4780.3535,-1469.1899,3979.9909,-5788.1457,-5805.0668,4292.1714,384.5432,6866.7322,1122.6338,-1299.7880,-1839.0799,-1141.9134,-5110.6588,5791.4319,5911.3458,-4896.4355,3468.4557,6171.4936,-1958.1462,-5425.6431,3918.4907,-4369.6123,-49.7654,-5415.4365,4196.7347,-6257.7966,-5262.2586,-6747.5141,-6618.3470,-5452.2629,6524.8183,-2906.1765,-2616.3769,3346.4568,-3880.5656,0.0000,5070.0533,3491.4718,3387.2790,3373.7311,836.6195,3019.0157,-2696.1716,5618.0939,676.7969,-4107.3933,-2853.1146,-4227.2610,5424.5906,-3044.9267,247.2073,-5061.2425,6909.6604,-3333.5085,2982.3541,4290.5446,4375.0043,3337.5205,4318.1589,431.1320,2476.6776,2485.3930,5171.1590,0.0000,0.0000,3189.0538,6462.1391,3802.4729,-3993.4940,5830.4762,844.1884,-1042.1901,-4101.0958,6152.9526,1906.3174,-4282.3605,-6058.3181,3208.0350,1138.8035,4696.1161,-5946.1089,183.7747,-4760.9254,0.0000,-2760.6402,-6603.9951,-3208.9810,-5004.9351,-4175.8180,-1679.7570,872.9613,-227424.7760,-257349.0038,-242631.2098,-240487.9095,-241003.5055,-242759.8738,-248469.3116,-245466.1491,62760499.3945,62737177.3108,62768828.9228,62773655.3016,-244923.1580,62772072.8578,-5042.2675,-5689.6164,-4733.0333,6575.5047,2225.0274,-4323.1213,1378.2753,-5843.8305,3515.2813,3652.6505,-2942.8770,-3234.3638,3137.7998,1486.2347,4327.1667,5798.4513,-249.3575,-4979.0144,4903.2274,3697.8268,-5226.9483,1372.1340,-1896.2249,-310.0928,-4351.9763,-2268.6384,2176.1195,-6075.3647,-1493.9853,1254.4472,3704.4196,6722.2807,4196.4978,4652.0991,-348.5906,253.2805,-912.7115,-1809.6127,-2578.2514,-961.4608,5208.4235,-5263.9050,-5905.4745,-3747.9622,0.0000,95.9496,-5875.4722,2769.5527,4762.6408,6011.5899,5639.4872,6324.9342,1476.7155,6723.5913,3528.9172,4408.8662,-88.9104,18.2038,-5098.0912,6859.1914,-653.3790,-21.4077,2295.1387,4901.4953,-3971.4779,-220.5222,-2791.0452,5235.2109,-4394.4992,-4628.0372,-4847.6811,4251.9362,0.0000,0.0000,-2479.6116,-2052.6656,3271.3143,1173.6696,-3144.6205,-3957.8132,4000.6082,301.2691,2990.3137,4985.5695,-3490.9946,-2788.9358,-759.1647,-3898.2608,-3250.7140,2526.2045,-6492.0792,2292.8588,0.0000,5179.0159,276.4320,2606.1003,832.0778,5473.9378,-5325.5638,-5142.9105,-293313.8488,-280227.5866,-292073.0742,-289007.9957,-280381.0555,-282605.9661,-286299.8104,-285732.1406,259724786.0643,259733916.6092,259702169.1356,259712946.8236,-286860.7357,259708291.8018,1016.9901,-3954.7420,-2172.3634,1455.8334,5515.6582,3972.6257,-4197.9571,1344.4722,-1162.2715,3427.3731,6124.8237,-4647.9327,-2064.3710,-3436.5472,-3263.4159,3721.5586,844.2481,4442.7586,4558.2596,5518.8904,4188.8724,4431.4545,-3049.0354,-3505.2161,1989.1170,5513.5561,2238.9604,2370.2743,-4038.4982,-5470.5182,-3576.6258,-1163.6067,-458.5783,-3135.3967,2233.1307,-4387.7308,1145.4368,-417.8603,3298.7109,-2007.2928,3407.9095,3472.1558,-1272.9313,4103.0405,0.0000,4707.6094,-493.7102,5380.4534,-3724.7088,3264.5313,2580.6484,239.3425,3459.3206,775.9089,-3813.4715,4441.7616,5424.9507,4306.0928,3382.0946,783.4415,4666.5265,155.5388,5317.1198,3856.6305,-3674.6915,-5345.2866,5341.5600,1314.0440,5277.1337,-4360.7758,4240.6779,1619.7795,0.0000,0.0000,-5652.7787,701.7975,4725.3809,5457.3361,-1976.3987,5305.4969,5267.0931,-5202.3780,-590.9944,3928.5813,3943.6464,-1787.9682,-6079.6643,5336.2318,3897.6905,2426.1559,-2246.3268,-4411.5344,0.0000,3447.2351,-1998.2165,5417.4794,4522.2057,219.6820,4100.9409,-4549.3787,86249.3255,84224.7685,85942.6347,84142.1652,89371.4206,82314.9389,74845.4757,84968.5106,-116569097.8939,-116586624.3812,-116581592.3687,-116560317.7448,83638.8164,-116565725.2358,
