sl_20_5400_20290824 Coordinates.csv
2029/08/24 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:08 2024,
Start: 2029/08/24 07:47:00.00, Stop: 2029/08/24 09:17:00.00,
TIME_UNITS,STARLINK-31135 - X-Coordinate,STARLINK-30312 - X-Coordinate,STARLINK-31001 - X-Coordinate,STARLINK-2711 - X-Coordinate,STARLINK-3555 - X-Coordinate,STARLINK-11128 [DTC] - X-Coordinate,STARLINK-2211 - X-Coordinate,STARLINK-3571 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-2184 - X-Coordinate,STARLINK-4270 - X-Coordinate,STARLINK-11175 [DTC] - X-Coordinate,STARLINK-3593 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-3685 - X-Coordinate,STARLINK-5572 - X-Coordinate,STARLINK-31224 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-5426 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-30312 - Y-Coordinate,STARLINK-31001 - Y-Coordinate,STARLINK-2711 - Y-Coordinate,STARLINK-3555 - Y-Coordinate,STARLINK-11128 [DTC] - Y-Coordinate,STARLINK-2211 - Y-Coordinate,STARLINK-3571 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-2184 - Y-Coordinate,STARLINK-4270 - Y-Coordinate,STARLINK-11175 [DTC] - Y-Coordinate,STARLINK-3593 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-3685 - Y-Coordinate,STARLINK-5572 - Y-Coordinate,STARLINK-31224 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-5426 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-30312 - Z-Coordinate,STARLINK-31001 - Z-Coordinate,STARLINK-2711 - Z-Coordinate,STARLINK-3555 - Z-Coordinate,STARLINK-11128 [DTC] - Z-Coordinate,STARLINK-2211 - Z-Coordinate,STARLINK-3571 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-2184 - Z-Coordinate,STARLINK-4270 - Z-Coordinate,STARLINK-11175 [DTC] - Z-Coordinate,STARLINK-3593 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-3685 - Z-Coordinate,STARLINK-5572 - Z-Coordinate,STARLINK-31224 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-5426 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-4401.0644,-3912.1862,6224.2022,-507.2529,3923.8657,4175.6365,-2996.0170,-5725.6397,2776.4617,-2031.3728,6126.6802,682.6515,0.0000,-413.5109,-2408.9480,2585.5982,-75.6898,-6746.6772,-4814.6099,630.5083,225707.3848,245824.7142,225716.4261,228660.9631,237589.5752,234320.6950,232122.0020,231414.4544,97077214.7285,97103820.9070,97104243.0557,97083273.9662,231124.8984,97086975.9370,4242.8234,-4575.0943,2697.2195,-4048.5078,4604.0855,310.9965,-5261.3317,-1124.1844,-5484.1016,-6018.7243,-542.3225,-4632.7219,0.0000,-5778.5649,-6468.7305,-4188.0524,5101.8147,-410.4491,4408.5151,5444.4171,-336042.4706,-304732.4971,-319843.7033,-321058.0816,-322353.4348,-320212.3013,-315013.0142,-317138.3848,194074045.5388,194128260.7604,194097479.2331,194098197.0397,-318218.7976,194091857.6252,-2766.5183,3394.3519,1475.0251,5226.7991,-3285.6649,-5275.9245,-3239.3263,3664.5348,2705.1082,2754.1528,3117.2013,-5058.6618,0.0000,-3747.7275,716.6308,-4827.2892,-4706.7802,-1209.2689,2296.3044,4196.2621,-36105.8179,-40925.7076,-36364.7982,-39265.0045,-32843.5746,-38356.8358,-47883.9538,-40149.1024,-61136490.3928,-61122636.9768,-61118520.9436,-61144121.4685,-38780.8252,-61134292.9042,
3000.000,-2702.0255,-4681.6839,6821.3708,-2567.0198,4303.3918,4598.3084,-3699.3726,-4904.3754,1090.3352,-3337.3961,4955.2948,-1074.8310,0.0000,-1907.9749,-2799.2702,492.0163,2048.1543,-6765.8166,-3149.7180,2248.5894,232866.0801,252266.2979,232383.5504,235365.9873,244325.9292,240787.6548,238875.5695,238423.0966,92816598.6826,92842433.3434,92843621.5181,92822026.5143,237825.8259,92826288.2169,4521.5843,-2755.7265,1295.4333,-3205.5831,2862.7115,-1748.6463,-3625.7788,547.3671,-5192.8872,-4689.9144,-1842.4972,-5460.7493,0.0000,-6244.5092,-5713.1945,-4212.1887,4762.9591,1112.4050,5065.1752,5896.4109,-331217.9843,-299516.4325,-314756.1673,-315801.4512,-317390.0671,-315167.8645,-310098.0150,-311976.6797,196149669.2777,196204452.5110,196173791.9609,196173562.2636,-313271.4862,196167550.3013,-4158.1566,4269.5028,-51.5340,5205.9783,-4547.9716,-4600.4540,-4508.9423,4806.1111,4112.8359,3844.8598,4423.3841,-4066.1740,0.0000,-2226.3758,2764.8313,-5435.4324,-4615.8648,337.1403,3505.5741,2803.0299,-36007.0554,-40828.0688,-36232.2748,-39326.7833,-32712.0759,-37938.7136,-47797.6776,-39718.5575,-61139785.9714,-61126379.9547,-61122260.1618,-61147806.6673,-38662.5912,-61137846.2572,
3300.000,-689.7807,-5034.9305,6760.2606,-4360.4281,4299.6604,4574.9693,-4078.7990,-3625.8765,-747.4821,-4355.4715,3303.0295,-2691.2356,0.0000,-3189.5636,-2938.7185,-1661.4260,3979.4505,-6107.9998,-1166.8853,3617.5126,239921.9483,258596.4879,238946.4038,241973.4226,250955.6625,247117.5470,245524.6202,245271.9111,88511633.1272,88536678.9431,88538624.0983,88516448.4998,244420.8743,88521248.2859,4353.4355,-665.5455,-231.8238,-2060.0022,819.4656,-3597.3654,-1618.2379,2205.7187,-4372.2777,-2911.7583,-3005.6260,-5772.8614,0.0000,-6097.4692,-4363.1937,-3875.4802,4009.5342,2527.3465,5260.4050,5779.6482,-326239.6566,-294164.8629,-309526.8162,-310380.4579,-312284.0196,-309976.0072,-305039.5426,-306762.4505,198131778.0472,198187111.3507,198156590.6497,198155376.4743,-308183.0324,198149725.2844,-5060.9374,4683.8482,-1572.6138,4552.6612,-5314.3202,-3389.6239,-5283.1883,5424.6242,5036.9756,4522.6472,5248.8935,-2631.5547,0.0000,-463.2006,4517.6947,-5453.9482,-4033.7673,1846.3422,4337.6415,1106.2591,-35908.4469,-40730.2894,-36104.3564,-39382.1488,-32583.4081,-37527.5616,-47706.9997,-39205.1276,-61143080.6726,-61130123.5342,-61126003.6542,-61151471.6972,-38544.3351,-61141399.6101,
3600.000,1419.4278,-4941.5531,6050.5072,-5681.3252,3922.3270,4093.9583,-4105.2407,-2024.4054,-2543.3985,-4993.0169,1339.9981,-4015.0255,0.0000,-4146.2961,-2835.7979,-3657.7336,5530.4508,-4837.6199,942.3935,4615.0314,246871.6487,264812.4470,245402.0318,248483.4312,257475.7563,253304.8073,252066.0804,251943.2057,84164370.2864,84188610.4268,84191303.0542,84168594.2467,250907.0698,84173908.4878,3767.7229,1490.2710,-1751.4487,-733.7583,-1320.7957,-5040.5405,556.8076,3688.8129,-3120.7949,-859.3888,-3923.6530,-5524.7415,0.0000,-5340.6258,-2551.4011,-3212.0475,2908.2975,3707.5198,4983.2757,5093.1778,-321109.6704,-288680.1813,-304158.0457,-304796.1276,-307037.6048,-304638.2150,-299839.7947,-301508.8815,200019424.8382,200075289.7459,200044927.2842,200042694.4151,-302955.7017,200037435.4515,-5369.5637,4592.7860,-2926.1563,3345.9530,-5501.7734,-1783.7121,-5477.6959,5453.0488,5369.1791,4714.8959,5504.2792,-910.3013,0.0000,1350.3320,5788.2794,-4880.7851,-3022.1032,3151.8151,4703.1467,-710.3098,-35809.9916,-40632.3685,-35981.0615,-39427.9654,-32457.5567,-37127.9755,-47611.9369,-38640.5154,-61146374.6136,-61133867.7008,-61129751.3282,-61155116.8976,-38426.0570,-61144952.9627,
3900.000,3396.4627,-4409.7635,4764.6767,-6374.7112,3211.8309,3189.1876,-3778.4403,-262.0624,-4103.6120,-5189.7317,-734.7032,-4926.6178,0.0000,-4699.7664,-2517.9230,-5294.3806,6549.5595,-3081.4367,2972.8238,5157.9887,253711.8868,270911.3898,251747.5317,254896.9068,263883.2399,259344.3429,258496.9219,258425.5010,79776882.5922,79800300.7385,79803730.8894,79780538.1395,257281.4872,79786341.3793,2832.2286,3500.0543,-3129.6661,637.1054,-3341.9970,-5929.4110,2677.7565,4847.0573,-1578.5326,1266.3354,-4506.8614,-4726.9012,0.0000,-4039.4152,-460.1414,-2281.7108,1555.3977,4547.7370,4264.5458,3893.1628,-315830.2819,-283064.8396,-298652.3139,-299050.1836,-301653.1977,-299155.9602,-294501.0379,-296221.7884,201811707.6710,201868085.2082,201837898.8844,201834615.9269,-297591.8224,201829778.7145,-5048.1353,4006.1099,-3968.2985,1732.2817,-5090.0415,30.4234,-5071.3089,4888.3643,5070.5289,4401.0299,5161.9011,910.2330,0.0000,3016.8458,6441.5235,-3777.5885,-1688.2445,4109.6034,4562.8812,-2450.0661,-35711.6887,-40534.3049,-35862.3997,-39460.2357,-32334.5086,-36745.9157,-47512.5043,-38059.4699,-61149667.9115,-61137612.4401,-61133503.0921,-61158742.6101,-38307.7569,-61148506.3151,
4200.000,5023.7817,-3485.6855,3030.3672,-6355.5933,2235.0467,1939.0082,-3126.6158,1487.6752,-5254.9714,-4923.2299,-2713.3108,-5349.3927,0.0000,-4811.3141,-2026.5348,-6403.7994,6936.4953,-1015.5088,4725.3504,5208.9171,260439.4158,276890.5836,257980.0542,261215.4313,270175.1918,265232.0515,264814.1636,264713.5362,75351261.6968,75373842.0578,75377999.3646,75354373.6393,263541.2510,75360638.7415,1645.2802,5166.4699,-4243.6093,1916.2381,-5038.3358,-6176.9708,4528.1449,5558.4347,88.6648,3258.5610,-4692.5778,-3445.6242,0.0000,-2316.0341,1697.5422,-1164.9955,68.4099,4973.5953,3173.1311,2288.3941,-310403.8197,-277321.3481,-293012.1402,-293145.5370,-296133.2354,-293530.8028,-289025.6064,-290899.5665,203507770.0267,203564640.7255,203534647.9373,203530286.3726,-292093.7844,203525898.4511,-4134.0413,2986.9863,-4588.6033,-92.1485,-4123.5468,1840.9761,-4108.2289,3791.8446,4175.9349,3614.6576,4258.8150,2631.3496,0.0000,4354.9435,6408.2719,-2263.4917,-174.1957,4614.2675,3931.8899,-3925.1657,-35613.5372,-40436.0973,-35748.3716,-39474.0048,-32214.2517,-36388.9040,-47408.7152,-37496.9100,-61152960.6840,-61141357.7380,-61137258.8555,-61162349.1767,-38189.4350,-61152059.6673,
4500.000,6119.1238,-2249.6295,1017.1445,-5619.9780,1079.3023,460.0621,-2204.3451,3057.0178,-5864.3248,-4211.6733,-4400.2624,-5256.0368,0.0000,-4483.9684,-1411.7450,-6870.9650,6652.6458,1152.8348,6026.7417,4777.6839,267051.0382,282747.3498,264096.8040,267441.0346,276348.7408,270965.5730,271014.8728,270807.7509,70889617.4752,70911344.8018,70916218.5004,70892212.2897,269683.5368,70898910.5829,325.7531,6326.0682,-4991.9433,2980.4248,-6235.0861,-5766.8191,5918.5152,5741.5926,1706.9571,4924.6212,-4452.0416,-1797.8205,0.0000,-337.6506,3699.8159,43.2745,-1423.5626,4947.7063,1809.5388,430.1380,-304832.6837,-271452.2739,-287240.1038,-287086.9327,-290480.2156,-287764.5891,-283415.9009,-285533.6903,205106801.2557,205164145.1720,205134362.8081,205128897.0403,-286464.0382,205124983.9145,-2733.9059,1645.3005,-4721.5041,-1905.4103,-2706.9564,3436.2621,-2693.5242,2282.6058,2790.2267,2440.0650,2892.9007,4065.0834,0.0000,5219.2074,5692.2245,-502.7619,1358.4470,4610.3723,2877.9002,-4976.9411,-35515.5365,-40337.7447,-35638.9694,-39463.4069,-32096.7750,-36066.0207,-47300.5811,-36985.3619,-61156253.0488,-61145103.5805,-61141018.5289,-61165936.9391,-38071.0912,-61155613.0193,
4800.000,6556.2327,-809.4514,-1080.1448,-4246.0822,-154.9252,-1103.4585,-1088.6399,4300.0565,-5854.3774,-3113.0477,-5631.7664,-4669.5362,0.0000,-3760.2704,-727.2139,-6646.0422,5725.2455,3205.9714,6746.9577,3918.3865,273543.6075,288479.0651,270095.0416,273575.6381,282401.0680,276545.2148,277096.1670,276713.4154,66394077.0200,66414936.6194,66420515.5710,66396182.7142,275705.5726,66403284.1335,-998.3337,6865.6745,-5303.7559,3731.2367,-6806.9126,-4753.6991,6706.0433,5365.5038,3112.6018,6104.8675,-3794.6841,59.7904,0.0000,1700.2106,5338.9134,1241.5270,-2790.9374,4472.7045,296.7938,-1502.4023,-299119.3438,-265460.2397,-281338.8420,-280881.6495,-284696.6960,-281859.7662,-277674.3877,-280109.6205,206608036.9659,206665833.6954,206636278.1281,206629685.5248,-280705.0937,206626270.6210,-1011.7709,125.9056,-4352.9668,-3487.3550,-994.3785,4629.9089,-982.2033,524.8560,1076.1835,1003.3237,1212.4784,5055.0489,0.0000,5515.9342,4369.4920,1312.8030,2745.8918,4098.4223,1514.1950,-5492.7046,-35417.6856,-40239.2459,-35534.1759,-39421.9987,-31982.0687,-35787.4800,-47188.1120,-36552.8544,-61159545.1239,-61148849.9540,-61144782.0239,-61169506.2375,-37952.7257,-61159166.3711,
5100.000,6280.1853,708.6194,-3060.0781,-2385.4566,-1362.2777,-2593.9175,126.8036,5106.5066,-5213.9725,-1720.8790,-6292.1157,-3658.9988,0.0000,-2716.6361,-25.6988,-5750.2607,4244.7342,4937.8742,6812.5464,2722.3462,279914.0295,294083.1624,275972.0842,279620.1258,288329.4074,281974.7965,283055.2150,282439.5712,61866783.6268,61886761.3762,61893034.0894,61868429.6050,281604.6400,61875902.8303,-2201.8542,6733.7971,-5145.1469,4103.5405,-6691.6896,-3255.8630,6809.8534,4454.3236,4168.6543,6688.2972,-2769.0516,1945.8846,0.0000,3593.1980,6442.9485,2329.6262,-3914.8065,3590.9603,-1230.4834,-3319.3542,-293266.3394,-259347.9230,-275311.0494,-274539.9726,-278785.2928,-275819.7834,-271803.5977,-274607.9833,208010759.3874,208068988.0834,208039675.1620,208031936.0878,-274819.5192,208029040.7149,829.6994,-1407.0999,-3521.9024,-4646.6800,827.0761,5282.7641,837.4269,-1290.0393,-764.5182,-541.2154,-599.7634,5493.5056,0.0000,5213.0432,2580.8099,2984.9710,3839.8849,3134.7739,-12.4866,-5417.3280,-35319.9837,-40140.5997,-35433.9655,-39343.5182,-31870.1240,-35563.5408,-47071.3164,-36221.3133,-61162837.0276,-61152596.8447,-61148549.2534,-61173057.4101,-37834.3385,-61162719.7225,
5400.000,5314.9559,2170.9269,-4733.8309,-245.4949,-2441.1795,-3856.0871,1338.9617,5411.4769,-4001.0249,-156.5298,-6324.8438,-2331.2083,0.0000,-1455.1509,644.5020,-4273.9827,2355.6059,6174.9243,6214.4697,1308.2992,286159.2642,299557.1324,281725.3065,285573.1863,294131.0474,287261.9191,288889.2388,287997.9123,57309895.7732,57328978.1326,57335932.7857,57311112.7039,287378.0754,57318925.2957,-3174.1903,5945.6405,-4523.0328,4070.1292,-5897.8871,-1440.7009,6219.9783,3086.4883,4778.4021,6623.2364,-1459.8653,3672.3961,0.0000,5148.6634,6894.5338,3216.9455,-4697.1025,2381.0333,-2637.9607,-4838.5510,-287276.2780,-253118.0546,-269159.4756,-268074.9953,-272748.6802,-269649.4403,-265806.1249,-269005.9280,209314297.7156,209372937.1066,209343882.1515,209334979.9957,-268809.9402,209332623.3125,2573.1580,-2788.3206,-2316.2457,-5243.8573,2557.8350,5318.8834,2564.5672,-2964.7215,-2515.3685,-2027.6625,-2346.8995,5332.8481,0.0000,4343.3990,516.8403,4331.1310,4523.6702,1825.5505,-1537.8430,-4758.7881,-35222.4301,-40041.8048,-35338.3035,-39223.0705,-31760.9332,-35402.7090,-46950.2009,-36005.4288,-61166128.8779,-61156344.2394,-61152320.1308,-61176590.7926,-37715.9296,-61166273.0737,
