sl_100_5400_20290504 Coordinates.csv
2029/05/04 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:30 2024,
Start: 2029/05/04 07:47:00.00, Stop: 2029/05/04 09:17:00.00,
TIME_UNITS,STARLINK-5130 - X-Coordinate,STARLINK-30306 - X-Coordinate,STARLINK-31106 - X-Coordinate,STARLINK-30067 - X-Coordinate,STARLINK-5853 - X-Coordinate,STARLINK-2481 - X-Coordinate,STARLINK-2471 - X-Coordinate,STARLINK-6050 - X-Coordinate,STARLINK-4304 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-4550 - X-Coordinate,STARLINK-1660 - X-Coordinate,STARLINK-5889 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-4144 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-30389 - X-Coordinate,STARLINK-4174 - X-Coordinate,STARLINK-3302 - X-Coordinate,STARLINK-3149 - X-Coordinate,STARLINK-31719 - X-Coordinate,STARLINK-2180 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-3524 - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-2240 - X-Coordinate,STARLINK-5553 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-5126 - X-Coordinate,STARLINK-31268 - X-Coordinate,STARLINK-6096 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-31553 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-31573 - X-Coordinate,STARLINK-30464 - X-Coordinate,STARLINK-4606 - X-Coordinate,STARLINK-3782 - X-Coordinate,STARLINK-31384 - X-Coordinate,STARLINK-31773 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-30147 - X-Coordinate,STARLINK-4141 - X-Coordinate,STARLINK-31826 - X-Coordinate,STARLINK-31251 - X-Coordinate,STARLINK-30245 - X-Coordinate,STARLINK-1362 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-4651 - X-Coordinate,STARLINK-6053 - X-Coordinate,STARLINK-32100 - X-Coordinate,STARLINK-5175 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-6047 - X-Coordinate,STARLINK-31851 - X-Coordinate,STARLINK-4253 - X-Coordinate,STARLINK-5887 - X-Coordinate,STARLINK-5572 - X-Coordinate,STARLINK-5998 - X-Coordinate,STARLINK-6077 - X-Coordinate,STARLINK-30489 - X-Coordinate,STARLINK-6230 - X-Coordinate,STARLINK-31372 - X-Coordinate,STARLINK-32018 - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-5868 - X-Coordinate,STARLINK-1955 - X-Coordinate,STARLINK-30378 - X-Coordinate,STARLINK-30989 - X-Coordinate,STARLINK-3255 - X-Coordinate,STARLINK-11253 [DTC] - X-Coordinate,STARLINK-1877 - X-Coordinate,STARLINK-5611 - X-Coordinate,STARLINK-5311 - X-Coordinate,STARLINK-31210 - X-Coordinate,STARLINK-30540 - X-Coordinate,STARLINK-31465 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-4699 - X-Coordinate,STARLINK-4471 - X-Coordinate,STARLINK-4271 - X-Coordinate,STARLINK-2614 - X-Coordinate,STARLINK-6172 - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-3942 - X-Coordinate,STARLINK-11240 [DTC] - X-Coordinate,STARLINK-5737 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-3798 - X-Coordinate,STARLINK-6363 - X-Coordinate,STARLINK-30505 - X-Coordinate,STARLINK-3208 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-2487 - X-Coordinate,STARLINK-4469 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5130 - Y-Coordinate,STARLINK-30306 - Y-Coordinate,STARLINK-31106 - Y-Coordinate,STARLINK-30067 - Y-Coordinate,STARLINK-5853 - Y-Coordinate,STARLINK-2481 - Y-Coordinate,STARLINK-2471 - Y-Coordinate,STARLINK-6050 - Y-Coordinate,STARLINK-4304 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-4550 - Y-Coordinate,STARLINK-1660 - Y-Coordinate,STARLINK-5889 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-4144 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-30389 - Y-Coordinate,STARLINK-4174 - Y-Coordinate,STARLINK-3302 - Y-Coordinate,STARLINK-3149 - Y-Coordinate,STARLINK-31719 - Y-Coordinate,STARLINK-2180 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-3524 - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-2240 - Y-Coordinate,STARLINK-5553 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-5126 - Y-Coordinate,STARLINK-31268 - Y-Coordinate,STARLINK-6096 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-31553 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-31573 - Y-Coordinate,STARLINK-30464 - Y-Coordinate,STARLINK-4606 - Y-Coordinate,STARLINK-3782 - Y-Coordinate,STARLINK-31384 - Y-Coordinate,STARLINK-31773 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-30147 - Y-Coordinate,STARLINK-4141 - Y-Coordinate,STARLINK-31826 - Y-Coordinate,STARLINK-31251 - Y-Coordinate,STARLINK-30245 - Y-Coordinate,STARLINK-1362 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-4651 - Y-Coordinate,STARLINK-6053 - Y-Coordinate,STARLINK-32100 - Y-Coordinate,STARLINK-5175 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-6047 - Y-Coordinate,STARLINK-31851 - Y-Coordinate,STARLINK-4253 - Y-Coordinate,STARLINK-5887 - Y-Coordinate,STARLINK-5572 - Y-Coordinate,STARLINK-5998 - Y-Coordinate,STARLINK-6077 - Y-Coordinate,STARLINK-30489 - Y-Coordinate,STARLINK-6230 - Y-Coordinate,STARLINK-31372 - Y-Coordinate,STARLINK-32018 - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-5868 - Y-Coordinate,STARLINK-1955 - Y-Coordinate,STARLINK-30378 - Y-Coordinate,STARLINK-30989 - Y-Coordinate,STARLINK-3255 - Y-Coordinate,STARLINK-11253 [DTC] - Y-Coordinate,STARLINK-1877 - Y-Coordinate,STARLINK-5611 - Y-Coordinate,STARLINK-5311 - Y-Coordinate,STARLINK-31210 - Y-Coordinate,STARLINK-30540 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-4699 - Y-Coordinate,STARLINK-4471 - Y-Coordinate,STARLINK-4271 - Y-Coordinate,STARLINK-2614 - Y-Coordinate,STARLINK-6172 - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-3942 - Y-Coordinate,STARLINK-11240 [DTC] - Y-Coordinate,STARLINK-5737 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-6363 - Y-Coordinate,STARLINK-30505 - Y-Coordinate,STARLINK-3208 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5130 - Z-Coordinate,STARLINK-30306 - Z-Coordinate,STARLINK-31106 - Z-Coordinate,STARLINK-30067 - Z-Coordinate,STARLINK-5853 - Z-Coordinate,STARLINK-2481 - Z-Coordinate,STARLINK-2471 - Z-Coordinate,STARLINK-6050 - Z-Coordinate,STARLINK-4304 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-4550 - Z-Coordinate,STARLINK-1660 - Z-Coordinate,STARLINK-5889 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-4144 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-30389 - Z-Coordinate,STARLINK-4174 - Z-Coordinate,STARLINK-3302 - Z-Coordinate,STARLINK-3149 - Z-Coordinate,STARLINK-31719 - Z-Coordinate,STARLINK-2180 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-3524 - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-2240 - Z-Coordinate,STARLINK-5553 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-5126 - Z-Coordinate,STARLINK-31268 - Z-Coordinate,STARLINK-6096 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-31553 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-31573 - Z-Coordinate,STARLINK-30464 - Z-Coordinate,STARLINK-4606 - Z-Coordinate,STARLINK-3782 - Z-Coordinate,STARLINK-31384 - Z-Coordinate,STARLINK-31773 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-30147 - Z-Coordinate,STARLINK-4141 - Z-Coordinate,STARLINK-31826 - Z-Coordinate,STARLINK-31251 - Z-Coordinate,STARLINK-30245 - Z-Coordinate,STARLINK-1362 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-4651 - Z-Coordinate,STARLINK-6053 - Z-Coordinate,STARLINK-32100 - Z-Coordinate,STARLINK-5175 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-6047 - Z-Coordinate,STARLINK-31851 - Z-Coordinate,STARLINK-4253 - Z-Coordinate,STARLINK-5887 - Z-Coordinate,STARLINK-5572 - Z-Coordinate,STARLINK-5998 - Z-Coordinate,STARLINK-6077 - Z-Coordinate,STARLINK-30489 - Z-Coordinate,STARLINK-6230 - Z-Coordinate,STARLINK-31372 - Z-Coordinate,STARLINK-32018 - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-5868 - Z-Coordinate,STARLINK-1955 - Z-Coordinate,STARLINK-30378 - Z-Coordinate,STARLINK-30989 - Z-Coordinate,STARLINK-3255 - Z-Coordinate,STARLINK-11253 [DTC] - Z-Coordinate,STARLINK-1877 - Z-Coordinate,STARLINK-5611 - Z-Coordinate,STARLINK-5311 - Z-Coordinate,STARLINK-31210 - Z-Coordinate,STARLINK-30540 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-4699 - Z-Coordinate,STARLINK-4471 - Z-Coordinate,STARLINK-4271 - Z-Coordinate,STARLINK-2614 - Z-Coordinate,STARLINK-6172 - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-3942 - Z-Coordinate,STARLINK-11240 [DTC] - Z-Coordinate,STARLINK-5737 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-6363 - Z-Coordinate,STARLINK-30505 - Z-Coordinate,STARLINK-3208 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2809.2145,1151.1749,5587.5331,4031.3879,3785.6903,6585.6149,-4808.2505,-4452.6204,-3990.5088,1521.9452,-1487.5749,3666.0657,2167.9696,4496.3530,792.6950,543.1396,5375.3822,-5664.5039,-4273.3146,-942.8918,4311.9190,2506.8422,2385.4755,6345.2115,2306.4173,-554.2247,-2639.2045,6690.3243,823.3278,3983.8208,136.1605,0.0000,-6064.6253,6660.3268,0.0000,-3657.8638,-6370.8629,-4844.1867,-1646.7506,-3188.9348,-1393.1364,3080.1088,-4976.3978,3722.9839,-4450.8999,-3944.1948,-4691.5661,-431.9341,4371.5700,-6231.7727,-4419.5390,3997.0775,-4615.4400,0.0000,4597.2361,2716.0475,-4767.7006,703.0966,-3557.6870,-6105.9644,269.7209,-3859.6760,-3078.2498,6198.2316,-5017.4592,786.0160,604.9498,557.7548,-1435.2436,3292.3136,-3539.9923,4733.5251,-2607.2323,-5192.5037,-4494.6971,5481.0195,0.0000,5858.5170,-1181.8598,1415.3299,4922.0331,-391.5227,6540.0910,3438.0909,-2157.0369,5294.9869,-3475.3366,2651.5287,-4354.7243,1589.6414,-5665.3185,-1767.9363,1002.9585,2659.1816,-5808.0303,-5451.8213,-2878.0317,-143.3289,-4667.4072,-2561.5174,-304284.7897,-303159.4567,-300453.5936,-302632.9837,-304697.2457,-302877.8651,-295577.4237,-298546.3573,109108804.1575,109136468.6125,109118377.8251,109126389.6834,-298779.2338,109124960.4842,-4464.7367,6155.6327,-803.2968,-3271.1284,5722.2969,-1119.7586,-2836.7886,-5166.2617,1710.0478,3835.7220,6148.7527,5051.2450,-4308.1661,-411.4286,-6553.3295,4729.5182,-343.2413,3620.1096,-898.2066,-6843.7759,3989.8251,4440.4667,-6417.6809,-1607.8238,2267.4939,6399.7209,3351.1241,1169.8357,1550.2345,3029.4329,4994.7654,0.0000,3157.1604,-711.3618,0.0000,1770.5992,-2203.4853,2948.7054,-6134.5714,-6105.0980,-5537.5300,-6049.7443,-2216.2261,-3563.8345,-1137.1740,1393.6393,-1502.5130,6650.6341,2216.4682,-1562.9711,-2865.2309,-1394.2234,-4597.2569,0.0000,3283.5236,-590.5946,-2937.9816,-5601.2590,-5904.9681,-3276.5442,-5213.3704,-596.1621,-4841.0161,-2457.8495,-1003.6648,-4065.9839,4267.8842,-4311.8869,2369.9464,3343.8440,-3700.8910,-3811.8720,4046.6332,-2714.9348,-1252.5694,-500.1641,0.0000,2845.1951,-6768.8973,-3890.2153,3736.1540,4844.1968,-1360.1260,5748.4078,-3408.6911,-534.3625,-4159.6794,-3191.9751,-18.5138,-5438.7253,-162.0417,4734.5965,-5830.0295,6382.5034,-2676.5641,2338.8835,6230.4682,4040.1792,-1218.6636,779.5261,-202453.4560,-226377.3307,-211695.9829,-213321.4490,-221617.3062,-220360.6384,-218998.0802,-215977.8118,-32981290.5930,-33007040.8510,-32976059.3840,-32985881.1687,-217294.7435,-32978343.9658,4470.2851,2952.1849,-3770.3005,4587.7651,-945.0854,1732.3762,-4047.3532,1287.4105,5340.5603,-5445.4483,2755.8480,2863.2001,-5015.6308,5211.5324,-2058.0401,-4852.3046,4353.6357,1494.9474,-5362.7641,21.0286,3389.8691,4643.3608,292.4534,-2231.5043,6178.1141,-2281.1051,-5444.2121,1249.8288,6704.9809,4599.5436,4735.0802,0.0000,1106.4161,-59.1658,0.0000,5645.3109,901.4634,-3975.9955,-2713.3331,13.9269,-3769.9943,669.6551,-4263.4450,4502.0702,-5167.8236,-5433.2928,4719.7305,1854.1260,4439.9872,2591.3524,-4494.6763,5449.4839,2415.0663,0.0000,-3952.0311,6348.3045,-4104.6419,-3666.1072,-13.7715,32.0258,4562.6255,-5749.5897,-3906.6955,1848.0223,4659.1713,-5438.1651,-5366.7802,-5367.6422,-6372.4023,-5002.6574,-4669.9815,-3364.2115,-4959.8846,3223.1304,-5054.1435,-4218.6334,0.0000,2100.1052,-884.7940,5465.6850,-3069.0749,-4924.1700,-1997.3769,-1612.7609,-5352.4617,4418.3285,4218.4261,-5500.0166,4977.4326,3960.7363,3967.8745,-4700.4026,-3569.2273,506.6612,2634.2127,3514.5826,766.0364,-5376.6281,4857.2556,6373.9608,-114157.3749,-120538.7744,-115843.7490,-116204.1793,-112040.1063,-120340.6031,-126279.3672,-118949.2697,7200254.6231,7182006.3660,7229391.8613,7212031.7984,-117735.6997,7212406.6214,
300.000,1778.9454,2837.3763,4455.7569,2291.4117,4750.3524,6486.2421,-6111.1858,-4955.7112,-2506.5023,3376.9128,-294.5011,4980.5513,1826.2438,3435.7786,-576.2126,2259.0001,5483.7250,-4384.4273,-5039.7349,-2081.9131,4872.0661,3468.5818,1103.9083,6261.6019,4246.0545,831.1493,-1157.1230,6885.3026,-1129.4011,4954.2414,1870.4088,0.0000,-4854.5743,6151.4384,0.0000,-4292.9733,-6350.5497,-3145.9595,-2686.7603,-4088.1028,-2966.5328,1752.7512,-6194.9579,2374.6215,-5424.8903,-3373.7812,-5827.1699,1111.4438,4139.5865,-5833.3518,-5002.2433,2771.7717,-5363.5919,0.0000,5959.8584,830.1994,-3964.2410,-1086.7718,-4405.7090,-5575.1203,-1827.6463,-2438.8996,-4806.7365,4957.3817,-5422.4901,-1295.3787,2673.4626,-1407.2661,-357.2947,5011.5315,-4761.3395,2952.3733,-1415.2102,-4876.5408,-4068.5189,6354.3027,0.0000,6656.2964,-2636.2938,-735.7551,4934.3159,1339.7690,5660.6209,4127.0727,-3936.6377,4411.3117,-5090.3114,770.9393,-4849.6938,-462.4129,-6035.7402,254.2713,-623.7954,3869.2397,-6685.0967,-3857.9645,-1546.8434,2042.8825,-4107.1219,-782.8782,-300096.8942,-298389.5439,-295708.4479,-297878.9227,-300098.0795,-298200.3106,-291026.8526,-293829.4880,109806963.9540,109835167.2009,109816511.4227,109825225.4591,-294166.4838,109823164.1323,-5882.7552,6110.0902,-2539.1395,-4539.5338,4439.6971,-2362.8112,-1832.6219,-4789.3961,3305.0826,2679.5901,6815.8108,4582.2813,-5785.2569,-2292.8136,-5869.7862,3468.1705,-2334.6596,4278.1369,1002.1539,-6346.1851,2059.6254,2615.6428,-6435.8050,-2893.4065,2004.5615,5605.6820,4819.1462,-34.4929,372.0069,1078.9937,3842.4921,0.0000,4240.3711,-2185.7641,0.0000,3399.9924,-580.0089,4128.5571,-4842.5928,-5236.9226,-5737.3748,-6130.0664,-1036.1781,-5136.5724,579.0249,3432.0791,-30.6760,6820.5983,117.7397,228.7041,-802.0970,-3198.1263,-4406.5486,0.0000,2413.7522,594.6173,-1437.1485,-6144.2220,-4990.7940,-3492.5549,-4740.5857,947.2836,-4123.3292,-3652.0471,1058.5217,-4537.4945,4291.3559,-4913.6958,4127.2707,2443.2427,-1926.2408,-4627.6440,5528.8457,-912.7899,844.4513,-1404.4095,0.0000,1473.1981,-6371.0795,-4263.4124,2000.2193,5596.7758,-733.6802,4465.6875,-2148.5565,-2481.4824,-3639.4467,-4283.8767,1952.3710,-5161.6792,1694.9305,4304.9355,-4982.7188,5393.4243,-1291.1199,3237.3822,6247.2348,3823.0132,824.6561,-579.8315,-208815.7292,-232545.4001,-217962.3362,-219651.6336,-227934.5760,-226627.3275,-225293.0438,-222637.5286,-30586842.1125,-30612212.9696,-30582264.8503,-30591421.2864,-223576.8415,-30583960.2713,3173.4982,1603.8219,-4448.0070,4705.4704,-2389.0429,-60.7252,-2612.8222,-839.0072,5492.0374,-5300.7589,1052.3215,1175.9871,-3406.9487,5520.8985,-3611.0371,-5392.3297,3530.2766,3141.4071,-4627.6820,-1773.2128,4243.1659,5354.5495,2071.8344,-470.6820,5157.7368,-3789.9316,-4823.2524,-560.7806,6827.5524,4527.0846,5395.2975,0.0000,2529.9427,1492.1014,0.0000,4291.7785,2358.7169,-4585.7815,-4129.2076,1808.7698,-2255.9179,2420.2641,-2896.5216,3849.9134,-4246.6984,-4884.3603,3551.2439,351.1791,5154.5007,3727.1222,-4719.9938,5450.5962,337.8499,0.0000,-2484.3320,6853.7689,-5517.5336,-2523.1029,1781.8650,-2185.2694,4717.5349,-6440.0687,-2838.7669,3152.5173,4168.7013,-4945.4066,-4671.2638,-4645.6932,-5579.3317,-3994.3915,-4653.5786,-4257.4202,-3897.5282,4481.2149,-5482.0218,-2394.1471,0.0000,614.1976,661.1520,5319.3564,-4389.8292,-3838.8030,-4007.4495,-3241.7360,-4980.5203,4713.8810,2836.1993,-5340.4743,4053.3640,4574.3103,2929.8502,-5389.0085,-4746.1533,1995.7538,1226.7063,4706.7650,2496.6845,-5144.2752,5412.8368,6842.6845,-114076.4857,-120437.2199,-115699.8721,-116301.4611,-111913.4087,-119990.8200,-126279.5387,-119150.3693,7200265.9857,7181886.5942,7229538.0786,7211363.8734,-117656.5924,7212375.0644,
600.000,607.7299,4235.6079,2891.7659,354.6403,5274.5874,5737.2778,-6801.0230,-4961.2616,-814.6461,4913.6009,916.0443,5781.0092,1344.3737,2083.3727,-1925.8746,3783.2713,5090.1118,-2648.7977,-5347.7951,-3033.1082,4969.2846,4142.0445,-312.7095,5556.2614,5758.0931,2170.9361,394.0951,6392.7724,-2908.4122,5454.6203,3460.1141,0.0000,-3165.5686,4977.2186,0.0000,-4540.4593,-5687.6184,-1156.8380,-3505.5934,-4593.3393,-4215.5812,219.6053,-6803.8200,822.1849,-5891.4750,-2515.4156,-6377.7678,2543.0247,3496.4131,-4892.2917,-5144.2603,1321.4412,-5563.4180,0.0000,6720.8251,-1192.1428,-2812.7892,-2740.6283,-4828.0416,-4450.8569,-3760.9676,-828.9712,-6065.5230,3231.5179,-5336.7714,-3221.9145,4459.5870,-3204.6959,689.7867,6225.2810,-5558.4008,886.6121,-124.6620,-4065.9567,-3291.5277,6588.2540,0.0000,6781.6796,-3840.5313,-2798.1249,4496.6418,2906.4106,4162.9032,4435.8778,-5314.3517,3136.9491,-6179.6977,-1153.3598,-4833.7337,-2487.2505,-5838.5110,2276.1817,-2230.9828,4722.4886,-6909.7897,-1881.3118,-36.5056,4009.4420,-3182.9485,1135.6108,-295775.3036,-293492.9293,-290829.6079,-292982.8776,-295364.8529,-293383.1165,-286343.7243,-288987.8482,110452589.1978,110481319.9899,110462140.4017,110471509.0614,-289421.5965,110468836.4450,-6719.6757,5480.0783,-4047.2465,-5405.9736,2716.5307,-3369.8818,-674.0598,-3916.3633,4611.8142,1301.1442,6801.0557,3658.6205,-6672.4362,-3980.1433,-4617.7401,1888.1017,-4083.7583,4538.0535,2771.8373,-5212.8931,-89.6366,544.9218,-5803.9086,-3885.8960,1608.4958,4245.5588,5838.6961,-1241.6517,-927.2227,-960.6377,2346.9585,0.0000,4934.6938,-3439.3582,0.0000,4653.1097,1123.7604,4949.9055,-3071.7469,-3831.1131,-5364.4392,-5588.5731,214.7140,-6206.2619,2201.6926,5125.7206,1407.6645,6325.8915,-2014.4509,2025.3484,1330.5606,-4717.0404,-3771.2360,0.0000,1329.5077,1631.3861,258.0152,-6049.2418,-3564.1823,-3300.9518,-3853.2973,2457.6562,-3034.2266,-4520.6174,3000.8069,-4594.9500,3934.2507,-5070.8299,5496.9145,1339.0574,8.7143,-5039.4369,6472.8486,1021.9157,2876.2423,-2135.1933,0.0000,-41.4113,-5351.8892,-4261.9407,39.7350,5823.4396,-82.7204,2721.6993,-705.9084,-4210.8000,-2781.0501,-4996.5629,3674.5465,-4421.4911,3367.0148,3501.5489,-3672.4070,3875.6626,208.4126,3864.7909,5653.6226,3253.5251,2809.6981,-1796.4493,-215093.1338,-238609.5130,-224133.0030,-225885.7121,-234154.2567,-232786.8194,-231492.7467,-229265.4712,-28177631.8410,-28202612.0685,-28173709.1649,-28182113.5264,-229761.0762,-28174812.7204,1534.8863,83.1313,-4619.9899,4319.6280,-3576.6663,-1847.2707,-894.0349,-2875.9845,5044.8448,-4565.4046,-765.3984,-640.6952,-1437.8264,5231.7180,-4775.0669,-5322.4356,2328.4599,4444.7272,-3394.5640,-3375.7790,4612.2704,5485.1189,3621.3766,1340.9380,3596.7065,-4872.8787,-3683.4675,-2310.7172,6222.6558,3941.8502,5467.3744,0.0000,3681.7179,2866.3257,0.0000,2484.5438,3548.4328,-4704.3210,-5099.0641,3405.9389,-490.6702,3898.8109,-1217.5565,2770.2374,-2868.0591,-3796.6115,1984.7339,-1189.6188,5237.7084,4463.2513,-4439.3456,4862.1492,-1775.3200,0.0000,-746.2150,6628.7169,-6344.7530,-1085.2505,3383.2749,-4168.6458,4368.6877,-6449.9500,-1468.0367,4117.5391,3230.4902,-3902.0384,-3466.1699,-3422.0483,-4195.2898,-2545.3377,-4139.7071,-4698.3760,-2414.6289,5206.0926,-5311.3553,-313.5835,0.0000,-940.0648,2136.0754,4586.5101,-5235.0705,-2340.4066,-5596.7982,-4517.6664,-4021.4813,4502.4745,1142.1947,-4600.4080,2631.4644,4694.9794,1576.6166,-5494.9800,-5411.1570,3271.0293,-313.0168,5387.6983,3956.6798,-4311.5125,5368.5847,6576.5073,-113995.8875,-120334.4672,-115559.6472,-116402.1255,-111789.7524,-119635.0088,-126274.9604,-119238.4343,7200282.7085,7181768.1585,7229673.7092,7210703.9737,-117577.4117,7212343.3921,
