sl_100_5400_20290109 Coordinates.csv
2029/01/09 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:40 2024,
Start: 2029/01/09 07:47:00.00, Stop: 2029/01/09 09:17:00.00,
TIME_UNITS,STARLINK-1712 - X-Coordinate,STARLINK-1320 - X-Coordinate,STARLINK-31139 - X-Coordinate,STARLINK-30710 - X-Coordinate,STARLINK-31638 - X-Coordinate,STARLINK-30590 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-5360 - X-Coordinate,STARLINK-32081 - X-Coordinate,STARLINK-4252 - X-Coordinate,STARLINK-31887 - X-Coordinate,STARLINK-6117 - X-Coordinate,STARLINK-30511 - X-Coordinate,STARLINK-3779 - X-Coordinate,STARLINK-31930 - X-Coordinate,STARLINK-1351 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-1463 - X-Coordinate,STARLINK-1965 - X-Coordinate,STARLINK-3656 - X-Coordinate,STARLINK-2636 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-30943 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-5301 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-4476 - X-Coordinate,STARLINK-1212 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-5865 - X-Coordinate,STARLINK-4621 - X-Coordinate,STARLINK-3657 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-32031 - X-Coordinate,STARLINK-5870 - X-Coordinate,STARLINK-4663 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-5271 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-5325 - X-Coordinate,STARLINK-1765 - X-Coordinate,STARLINK-31124 - X-Coordinate,STARLINK-2385 - X-Coordinate,STARLINK-4470 - X-Coordinate,STARLINK-3844 - X-Coordinate,STARLINK-6060 - X-Coordinate,STARLINK-5867 - X-Coordinate,STARLINK-30933 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-2143 - X-Coordinate,STARLINK-31601 - X-Coordinate,STARLINK-3564 - X-Coordinate,STARLINK-1365 - X-Coordinate,STARLINK-4156 - X-Coordinate,STARLINK-30424 - X-Coordinate,STARLINK-6096 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-11101 [DTC] - X-Coordinate,STARLINK-3451 - X-Coordinate,STARLINK-3446 - X-Coordinate,STARLINK-31377 - X-Coordinate,STARLINK-31117 - X-Coordinate,STARLINK-4194 - X-Coordinate,STARLINK-1134 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-3910 - X-Coordinate,STARLINK-30861 - X-Coordinate,STARLINK-11086 [DTC] - X-Coordinate,STARLINK-3740 - X-Coordinate,STARLINK-3983 - X-Coordinate,STARLINK-4787 - X-Coordinate,STARLINK-2646 - X-Coordinate,STARLINK-1966 - X-Coordinate,STARLINK-30402 - X-Coordinate,STARLINK-11226 [DTC] - X-Coordinate,STARLINK-3366 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-31798 - X-Coordinate,STARLINK-30456 - X-Coordinate,STARLINK-5575 - X-Coordinate,STARLINK-31591 - X-Coordinate,STARLINK-6046 - X-Coordinate,STARLINK-3052 - X-Coordinate,STARLINK-1307 - X-Coordinate,STARLINK-3876 - X-Coordinate,STARLINK-5344 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-4435 - X-Coordinate,STARLINK-5623 - X-Coordinate,STARLINK-30480 - X-Coordinate,STARLINK-31735 - X-Coordinate,STARLINK-6055 - X-Coordinate,STARLINK-3295 - X-Coordinate,STARLINK-4424 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1712 - Y-Coordinate,STARLINK-1320 - Y-Coordinate,STARLINK-31139 - Y-Coordinate,STARLINK-30710 - Y-Coordinate,STARLINK-31638 - Y-Coordinate,STARLINK-30590 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-5360 - Y-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-4252 - Y-Coordinate,STARLINK-31887 - Y-Coordinate,STARLINK-6117 - Y-Coordinate,STARLINK-30511 - Y-Coordinate,STARLINK-3779 - Y-Coordinate,STARLINK-31930 - Y-Coordinate,STARLINK-1351 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-1463 - Y-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-3656 - Y-Coordinate,STARLINK-2636 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-30943 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-5301 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-4476 - Y-Coordinate,STARLINK-1212 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-5865 - Y-Coordinate,STARLINK-4621 - Y-Coordinate,STARLINK-3657 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-32031 - Y-Coordinate,STARLINK-5870 - Y-Coordinate,STARLINK-4663 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-5271 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-5325 - Y-Coordinate,STARLINK-1765 - Y-Coordinate,STARLINK-31124 - Y-Coordinate,STARLINK-2385 - Y-Coordinate,STARLINK-4470 - Y-Coordinate,STARLINK-3844 - Y-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-5867 - Y-Coordinate,STARLINK-30933 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,STARLINK-31601 - Y-Coordinate,STARLINK-3564 - Y-Coordinate,STARLINK-1365 - Y-Coordinate,STARLINK-4156 - Y-Coordinate,STARLINK-30424 - Y-Coordinate,STARLINK-6096 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-11101 [DTC] - Y-Coordinate,STARLINK-3451 - Y-Coordinate,STARLINK-3446 - Y-Coordinate,STARLINK-31377 - Y-Coordinate,STARLINK-31117 - Y-Coordinate,STARLINK-4194 - Y-Coordinate,STARLINK-1134 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-30861 - Y-Coordinate,STARLINK-11086 [DTC] - Y-Coordinate,STARLINK-3740 - Y-Coordinate,STARLINK-3983 - Y-Coordinate,STARLINK-4787 - Y-Coordinate,STARLINK-2646 - Y-Coordinate,STARLINK-1966 - Y-Coordinate,STARLINK-30402 - Y-Coordinate,STARLINK-11226 [DTC] - Y-Coordinate,STARLINK-3366 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-31798 - Y-Coordinate,STARLINK-30456 - Y-Coordinate,STARLINK-5575 - Y-Coordinate,STARLINK-31591 - Y-Coordinate,STARLINK-6046 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,STARLINK-1307 - Y-Coordinate,STARLINK-3876 - Y-Coordinate,STARLINK-5344 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-4435 - Y-Coordinate,STARLINK-5623 - Y-Coordinate,STARLINK-30480 - Y-Coordinate,STARLINK-31735 - Y-Coordinate,STARLINK-6055 - Y-Coordinate,STARLINK-3295 - Y-Coordinate,STARLINK-4424 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1712 - Z-Coordinate,STARLINK-1320 - Z-Coordinate,STARLINK-31139 - Z-Coordinate,STARLINK-30710 - Z-Coordinate,STARLINK-31638 - Z-Coordinate,STARLINK-30590 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-5360 - Z-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-4252 - Z-Coordinate,STARLINK-31887 - Z-Coordinate,STARLINK-6117 - Z-Coordinate,STARLINK-30511 - Z-Coordinate,STARLINK-3779 - Z-Coordinate,STARLINK-31930 - Z-Coordinate,STARLINK-1351 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-1463 - Z-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-3656 - Z-Coordinate,STARLINK-2636 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-30943 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-5301 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-4476 - Z-Coordinate,STARLINK-1212 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-5865 - Z-Coordinate,STARLINK-4621 - Z-Coordinate,STARLINK-3657 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-32031 - Z-Coordinate,STARLINK-5870 - Z-Coordinate,STARLINK-4663 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-5271 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-5325 - Z-Coordinate,STARLINK-1765 - Z-Coordinate,STARLINK-31124 - Z-Coordinate,STARLINK-2385 - Z-Coordinate,STARLINK-4470 - Z-Coordinate,STARLINK-3844 - Z-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-5867 - Z-Coordinate,STARLINK-30933 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,STARLINK-31601 - Z-Coordinate,STARLINK-3564 - Z-Coordinate,STARLINK-1365 - Z-Coordinate,STARLINK-4156 - Z-Coordinate,STARLINK-30424 - Z-Coordinate,STARLINK-6096 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-11101 [DTC] - Z-Coordinate,STARLINK-3451 - Z-Coordinate,STARLINK-3446 - Z-Coordinate,STARLINK-31377 - Z-Coordinate,STARLINK-31117 - Z-Coordinate,STARLINK-4194 - Z-Coordinate,STARLINK-1134 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-30861 - Z-Coordinate,STARLINK-11086 [DTC] - Z-Coordinate,STARLINK-3740 - Z-Coordinate,STARLINK-3983 - Z-Coordinate,STARLINK-4787 - Z-Coordinate,STARLINK-2646 - Z-Coordinate,STARLINK-1966 - Z-Coordinate,STARLINK-30402 - Z-Coordinate,STARLINK-11226 [DTC] - Z-Coordinate,STARLINK-3366 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-31798 - Z-Coordinate,STARLINK-30456 - Z-Coordinate,STARLINK-5575 - Z-Coordinate,STARLINK-31591 - Z-Coordinate,STARLINK-6046 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,STARLINK-1307 - Z-Coordinate,STARLINK-3876 - Z-Coordinate,STARLINK-5344 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-4435 - Z-Coordinate,STARLINK-5623 - Z-Coordinate,STARLINK-30480 - Z-Coordinate,STARLINK-31735 - Z-Coordinate,STARLINK-6055 - Z-Coordinate,STARLINK-3295 - Z-Coordinate,STARLINK-4424 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4157.4095,-2872.8811,-6359.8498,-5104.8296,-2429.8060,6066.5132,-2303.2472,4573.0991,2374.4676,-6212.2060,1145.5345,-6141.7082,4975.5507,-1215.2480,-1916.6781,-6777.8698,5737.2652,931.0488,3759.2474,1168.5017,-6233.0607,3014.2613,1832.2362,4782.8082,-3442.0879,-5001.6505,-2502.9229,2891.1145,-5322.6218,-5153.4563,153.9516,-3415.4373,5008.5987,5243.5873,4641.0133,-645.7904,304.2920,5285.3754,564.1169,-1200.7811,-2316.1894,5788.9863,-5372.1177,-1775.1788,-3808.6618,3271.0023,793.9962,-2399.6963,4100.0832,-407.6898,-1984.2266,-5314.4022,-6168.4968,6861.6033,6746.7108,-5042.7540,-3775.4418,-5180.6005,641.1399,-1947.5569,-5411.5625,5550.4750,-5072.2856,-555.8181,-1719.1240,-126.4450,-4496.5662,-5456.9014,-5966.5002,3778.4093,-6306.0019,-2007.3868,-5385.5576,-4780.0794,-5063.6428,-5660.0072,-3986.1762,6150.9112,2685.7714,-5463.2562,0.0000,-3830.1618,-6158.1434,-6438.5115,2518.9382,1757.8983,-6566.2570,-2195.6146,-5179.3252,3379.5459,-4158.9154,-3683.1237,5775.1603,502.1760,-2250.4933,-6082.1527,1922.9149,-4109.2138,-4244.1579,2696.3020,-330669.8950,-358271.2727,-342259.2627,-342920.8593,-349915.3462,-349278.3521,-350936.2781,-349124.4961,-135743944.3998,-135771974.1694,-135725012.7771,-135734628.2136,-348172.0685,-135736243.1457,-116.3285,3011.1953,826.0741,754.7653,6425.9766,-2878.7621,-2316.7039,3336.7391,-4243.0514,-3054.2747,-5443.9714,397.8782,2377.1842,-6357.2335,-3714.6855,710.7230,-504.5844,4977.4390,-4818.3297,-4911.0080,-1474.5611,-2919.6926,-4918.4535,-2816.8325,5555.4140,911.6464,462.9573,-4128.3670,248.6835,-4204.1996,-4176.8013,4469.5106,-2684.8695,-2119.8608,-2114.9108,4619.3892,6881.8953,-2547.5452,-4477.3401,2526.4211,4617.7340,2304.7555,3211.1978,5778.9743,-3646.8240,-5485.0498,-4173.9356,1967.4961,-3112.5309,2509.5937,-2609.7468,-2543.9948,2027.7522,277.4642,-1268.4963,-1293.8388,5051.3305,3887.5577,-6037.1202,-4789.0076,4248.5664,2224.5246,-4575.9373,-4121.5067,6247.3378,6899.1566,4744.7870,1132.8315,2155.3521,4367.4796,-1364.2876,5994.3553,-3685.3372,-4441.3517,1905.2425,1576.9805,5011.0044,1591.3868,-3207.1242,-636.9401,0.0000,-2585.6341,-572.3368,875.8489,-3233.9606,-4829.6608,-212.3052,-1612.3831,-3704.1745,-2948.2895,-1126.8510,5676.4944,-2716.9282,4772.9460,928.3510,-1216.6291,6257.2459,1239.9343,319.4183,-710.7796,-45425.2346,-38112.3056,-45783.0545,-43802.1091,-38867.3078,-40845.4940,-48249.8674,-45781.7585,-106736856.3351,-106751925.9321,-106751593.8947,-106747023.4858,-45892.0496,-106752066.2683,-5513.4327,-5465.3906,-2264.3780,4482.3047,-271.0053,-1802.8574,-6123.7917,3986.3129,-4826.0712,-311.9633,3925.4252,-3199.0024,-4178.4218,2428.4036,5381.8180,-1184.8361,3629.5339,-4713.8215,-2849.7036,-4590.6206,2587.0700,5470.0485,4471.1239,-3967.4366,2296.5465,-4642.4085,-6508.6346,4684.3332,4350.0932,-1855.9686,5283.2490,4048.2099,-3964.4254,3967.1920,4681.4843,-4982.1913,774.8755,3658.0790,-5222.1287,-6392.6662,4638.6473,-3046.8114,2959.5426,3409.1900,-4437.3196,-1734.6804,-5428.7935,6090.9616,-4597.9092,6465.7702,-6139.8040,3491.4819,2078.8528,804.4294,-399.7649,4506.6865,-2788.4752,-2385.4556,-3221.5539,-4616.8051,-580.3660,-3376.4400,981.9195,-5280.6128,2302.9866,-162.3638,1897.9277,4098.6452,2699.0712,-3534.2160,-2529.0199,2793.1659,2322.5534,-1695.5419,-4191.2119,-3631.3210,2438.5201,-2576.4019,5448.1700,-4219.5140,0.0000,-5094.4506,-3123.3211,2030.2189,-5453.9465,4595.0955,-1771.1225,-6397.1150,-2786.2573,-5267.0395,-5456.4475,-1505.3071,-2530.8443,5006.2425,-6509.8163,2952.3409,2079.7118,-5479.3392,5407.5644,-6348.4370,-123985.2295,-130401.5288,-125889.1078,-125638.1106,-121861.8337,-130533.1203,-136006.8680,-129076.8655,-1475222.4987,-1491787.8546,-1452559.7240,-1456776.3088,-127549.2056,-1463965.0927,
300.000,3822.8018,-1048.6774,-6298.8665,-3723.0385,-929.0143,4768.5707,-373.7942,5930.6190,266.9783,-5764.4970,-639.1342,-6324.6444,6061.7980,-2328.0796,-3874.0597,-6013.4461,5898.9698,2973.7510,2020.3385,-786.3837,-6850.3232,1608.4588,528.4519,4084.2916,-2175.7253,-4600.1523,-1348.0753,1860.3509,-5894.2658,-5336.5954,-1926.5416,-1397.5445,3836.5965,3602.2612,3723.2656,1368.7529,1793.2890,5163.8497,-1500.6432,983.6508,-2002.2147,6684.3669,-4488.0428,-649.3731,-4140.1419,1925.6850,-1218.2595,-1206.3465,3606.3146,1748.0809,-3928.3950,-5289.7909,-4937.0734,6778.3918,6283.5581,-6083.3511,-2095.6024,-3664.7856,-680.7260,-3687.6631,-4277.1650,5387.4127,-5994.2967,-2667.9173,-221.5149,1075.8316,-3687.3888,-5756.0218,-5854.4486,4164.3155,-6837.9533,-876.4958,-6416.5971,-5705.5118,-3410.7631,-5805.2886,-2367.7694,6789.5332,1122.9118,-4919.2989,0.0000,-5334.0588,-6726.4184,-5465.9521,639.8569,-182.1952,-6723.0573,-4023.5370,-5989.0383,2419.6836,-4953.8861,-2038.9444,4330.3501,79.0454,-1778.1037,-5564.2696,2900.9979,-2180.8438,-3465.6284,865.8271,-329576.8194,-357207.3437,-341216.3174,-341946.2595,-348876.8958,-348235.9498,-349854.7578,-348376.7219,-133374413.5304,-133402319.7964,-133355846.4318,-133365968.8344,-347108.5846,-133366782.6299,-2256.1674,4203.7199,2435.9106,2267.7239,6691.7645,-3987.7314,-1309.0895,2012.1331,-4192.5916,-3328.1133,-6135.9759,2113.7110,762.5852,-5202.4731,-2914.1278,1866.6870,-2341.3637,4314.1710,-4855.5206,-4220.8916,-286.3560,-4509.0302,-6099.0928,-4604.2083,6524.4127,2982.3331,2335.8515,-5636.7798,1880.4301,-2716.2017,-4512.0033,4974.4566,-1542.9012,-3116.4752,-4016.0929,3886.4993,6653.0017,-4086.1740,-3852.9199,2272.8982,5976.9414,1215.6525,2172.4340,4749.3237,-1653.0149,-6326.8418,-4763.1813,107.3953,-4834.5559,2024.0291,-2654.4804,-534.9402,2989.3029,-933.5258,-2404.7876,140.3271,5067.9952,4383.6992,-6650.8436,-3521.2387,4896.8319,248.7469,-3376.9414,-4077.9698,5718.8434,6615.2880,5723.2585,2757.2762,3509.2723,2537.5867,168.0656,6769.8696,-2464.7909,-3585.9893,3002.3598,3106.7574,5097.1692,403.4471,-4646.5730,1396.1063,0.0000,-1326.3583,740.4920,2359.4712,-4339.6189,-5596.2057,1036.1084,-636.8871,-3444.2208,-4718.6446,787.5547,5972.4185,-3854.1257,6142.6520,3023.8721,622.1628,5057.1151,1889.2605,2359.3616,552.5488,-52271.7164,-45638.1406,-53212.8438,-51203.4032,-46144.6548,-48198.8565,-55489.1418,-52871.4002,-109674809.9721,-109690576.7080,-109689014.2289,-109684852.8600,-53194.3357,-109689978.9190,-5290.6514,-5331.0776,-793.9927,5263.0442,1271.9262,-3115.5984,-6805.7550,2956.0001,-5411.3797,1917.4885,2883.9442,-1905.5304,-3245.3298,3907.6901,4790.9286,-2867.9810,2467.3457,-4517.1564,-4222.7932,-5303.6934,862.9849,4962.2478,3176.9596,-2943.4296,840.6786,-4164.2041,-6446.8803,3484.2878,3011.4801,-3441.0178,4617.8482,4617.4012,-5560.8147,5001.4155,4236.4199,-5440.4940,-771.0000,2116.7947,-5526.1660,-6523.0137,2918.5725,-1387.3914,4798.2601,5015.8189,-5256.4365,-192.5751,-4832.1958,6725.3858,-3353.9439,6412.8580,-5094.5256,4315.2952,3624.7469,-1008.5979,1413.1786,3227.7622,-4181.5895,-3874.3250,-1589.4559,-4695.0560,-2329.0091,-4251.4078,-565.5382,-4629.5495,3808.1328,1639.5121,100.5125,2675.9111,987.3927,-4698.0333,-1105.1754,1095.4663,870.1078,122.5406,-5118.1303,-2082.5678,3914.7275,-849.4721,4933.7018,-4680.7899,0.0000,-4133.9499,-1480.8312,3297.4652,-5225.8427,4024.0799,35.0672,-5633.4952,-740.8916,-4441.8927,-4813.5695,-2870.3887,-3679.6860,3223.8507,-5998.9345,3978.2054,3627.6455,-6333.8622,5457.1662,-6857.4799,-124073.6047,-130477.8974,-125896.7698,-125896.3352,-121888.6668,-130351.8075,-136175.6603,-128858.9423,-1476479.6925,-1493061.2173,-1453325.2508,-1458083.5226,-127631.6827,-1465119.5439,
600.000,3167.2479,845.7418,-5592.8703,-1991.6959,676.0140,3009.1993,1546.1049,6717.5543,-1880.0760,-4698.8162,-2335.2539,-5906.1137,6571.6563,-3253.1580,-5439.7014,-4653.3820,5473.8845,4736.2429,38.3695,-2692.5576,-6784.2342,89.6749,-793.8077,2998.3416,-706.0190,-3784.3339,-131.8039,681.4046,-5892.1389,-5018.0045,-3779.3815,756.2684,2205.3968,1612.7670,2483.7520,3270.9924,3115.7503,4547.6473,-3438.7601,3080.1926,-1522.7682,6919.1860,-3075.9573,600.0510,-4116.1512,366.6358,-3082.6842,200.5136,2788.8630,3744.0688,-5463.2500,-4772.3057,-3190.2712,6020.2257,5179.7457,-6526.8422,-180.2952,-1767.9320,-1916.0403,-5098.5208,-2700.9684,4723.6990,-6330.3154,-4480.1028,1335.5151,2188.9813,-2493.9557,-5504.8092,-5161.2191,4162.8939,-6707.7674,329.2367,-6822.3144,-6016.5204,-1424.7455,-5385.8949,-481.9382,6733.6658,-508.8243,-3939.9512,0.0000,-6315.2240,-6633.0800,-3940.1634,-1270.6648,-2080.4502,-6175.2085,-5471.3130,-6184.7848,1268.8916,-5309.2365,-178.8151,2454.4150,-397.7209,-1204.0802,-4518.7799,3625.8850,-50.4381,-2396.3444,-1108.3098,-328343.5722,-355983.3509,-340023.0705,-340823.2824,-347686.2625,-347035.9852,-348622.7024,-347388.6481,-130941307.7080,-130969075.4011,-130923132.7314,-130933742.5617,-345891.9984,-130933748.6764,-4175.7944,5019.8573,3787.9929,3598.0096,6295.2844,-4743.6496,-79.3257,519.9602,-3774.9785,-3214.0736,-6216.4147,3610.1590,-898.5745,-3534.6967,-1865.5694,2869.6248,-3921.3244,3273.6071,-4411.2870,-3146.4180,920.5595,-5676.4884,-6679.2358,-5917.3299,6858.0636,4756.4639,4019.3046,-6581.8678,3295.3940,-933.3875,-4412.2282,5042.3056,-298.5733,-3858.4284,-5536.6314,2807.8584,5778.0925,-5203.5239,-2902.4582,1877.1960,6722.0941,22.0995,952.2449,3269.2777,512.3679,-6459.7996,-4923.5649,-1707.6517,-6064.6692,1416.6182,-2497.1459,1544.8810,3682.0532,-2062.9496,-3313.0508,1526.8168,4616.9944,4483.2159,-6594.3230,-1948.6983,5077.8923,-1772.3079,-1841.6127,-3646.0680,4634.5043,5668.5094,6103.0458,4086.0942,4501.6845,427.5061,1673.6903,6870.4801,-1013.0064,-2342.6699,3848.4699,4308.3104,4699.0326,-816.1097,-5649.6946,3314.3930,0.0000,22.6623,1963.9490,3632.9178,-5045.8717,-5843.0496,2176.4073,333.8008,-2842.3601,-6031.1940,2593.9095,5710.4140,-4642.8199,6841.5212,4824.3838,2427.2742,3341.6228,2429.8477,4184.2200,1674.2683,-59092.3516,-53137.2666,-60619.1031,-58587.7771,-53399.1937,-55537.5053,-62703.0434,-59972.8917,-112560187.8807,-112576646.6828,-112573876.2172,-112570172.3115,-60472.1581,-112575319.3536,-4496.7960,-4612.2512,766.4499,5457.7041,2675.1081,-4097.9388,-6765.6752,1608.3776,-5398.5422,3941.1116,1517.0204,-408.2817,-1962.8946,4965.2455,3661.9054,-4242.4469,1026.5591,-3834.8880,-5103.3213,-5423.6406,-954.4548,3916.0414,1537.6974,-1589.0754,-705.4041,-3231.6604,-5714.4485,1903.5362,1343.3967,-4653.8787,3415.5769,4692.7095,-6563.3157,5495.7119,3336.8965,-5290.6697,-2234.3320,347.3226,-5232.8038,-5971.6981,888.0170,420.4794,6121.7723,6088.2178,-5504.7535,1373.1648,-3710.8699,6612.6435,-1746.3832,5681.3343,-3511.6227,4660.7732,4762.9247,-2712.8660,3070.9071,1596.8549,-5120.8341,-4943.7894,217.3504,-4271.5078,-3825.5345,-4659.0768,-2051.6661,-3436.4769,4895.7840,3263.2989,-1708.2906,965.2983,-831.7223,-5324.0370,437.2240,-720.5523,-675.7203,1926.3159,-5477.5252,-308.2955,4957.1371,971.5403,3878.0244,-4642.0420,0.0000,-2721.0487,320.5870,4192.0420,-4412.9397,3015.9594,1837.2530,-4273.9567,1383.2520,-3139.0731,-3660.8960,-3928.3666,-4423.6386,1097.3494,-4853.0847,4566.8575,4776.4478,-6521.4033,4911.6674,-6636.9981,-124162.1643,-130553.5961,-125907.6463,-126158.3955,-121918.5996,-130164.2539,-136339.6207,-128547.8646,-1477731.5830,-1494333.2478,-1454101.4743,-1459431.1034,-127714.0711,-1466273.8285,
