sl_100_86400_20290812 Coordinates.csv
2029/08/12 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:07 2024,
Start: 2029/08/12 07:47:00.00, Stop: 2029/08/13 07:47:00.00,
TIME_UNITS,STARLINK-3048 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-1457 - X-Coordinate,STARLINK-30783 - X-Coordinate,STARLINK-1134 - X-Coordinate,STARLINK-4200 - X-Coordinate,STARLINK-2255 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-3768 - X-Coordinate,STARLINK-4478 - X-Coordinate,STARLINK-31346 - X-Coordinate,STARLINK-3910 - X-Coordinate,STARLINK-2020 - X-Coordinate,STARLINK-31588 - X-Coordinate,STARLINK-5744 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-1365 - X-Coordinate,STARLINK-4605 - X-Coordinate,STARLINK-6149 - X-Coordinate,STARLINK-3110 - X-Coordinate,STARLINK-31427 - X-Coordinate,STARLINK-5614 - X-Coordinate,STARLINK-31200 - X-Coordinate,STARLINK-30598 - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-31342 - X-Coordinate,STARLINK-32236 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-4331 - X-Coordinate,STARLINK-5348 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-3549 - X-Coordinate,STARLINK-11161 [DTC] - X-Coordinate,STARLINK-1411 - X-Coordinate,STARLINK-6313 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-31368 - X-Coordinate,STARLINK-5195 - X-Coordinate,STARLINK-5081 - X-Coordinate,STARLINK-6275 - X-Coordinate,STARLINK-3144 - X-Coordinate,STARLINK-1443 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-4203 - X-Coordinate,STARLINK-5470 - X-Coordinate,STARLINK-30245 - X-Coordinate,STARLINK-30175 - X-Coordinate,STARLINK-3104 - X-Coordinate,STARLINK-5971 - X-Coordinate,STARLINK-3943 - X-Coordinate,STARLINK-1361 - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-30164 - X-Coordinate,STARLINK-1629 - X-Coordinate,STARLINK-2251 - X-Coordinate,STARLINK-4442 - X-Coordinate,STARLINK-30314 - X-Coordinate,STARLINK-4581 - X-Coordinate,STARLINK-5621 - X-Coordinate,STARLINK-3259 - X-Coordinate,STARLINK-5060 - X-Coordinate,STARLINK-32021 - X-Coordinate,STARLINK-1402 - X-Coordinate,STARLINK-31876 - X-Coordinate,STARLINK-1506 - X-Coordinate,STARLINK-31849 - X-Coordinate,STARLINK-31398 - X-Coordinate,STARLINK-30256 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-4353 - X-Coordinate,STARLINK-5345 - X-Coordinate,STARLINK-2697 - X-Coordinate,STARLINK-31211 - X-Coordinate,STARLINK-6239 - X-Coordinate,STARLINK-4583 - X-Coordinate,STARLINK-30856 - X-Coordinate,STARLINK-1664 - X-Coordinate,STARLINK-4499 - X-Coordinate,STARLINK-31821 - X-Coordinate,STARLINK-4630 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-30814 - X-Coordinate,STARLINK-30787 - X-Coordinate,STARLINK-30107 - X-Coordinate,STARLINK-30826 - X-Coordinate,STARLINK-30368 - X-Coordinate,STARLINK-4810 - X-Coordinate,STARLINK-31846 - X-Coordinate,STARLINK-4013 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-4310 - X-Coordinate,STARLINK-4498 - X-Coordinate,STARLINK-30250 - X-Coordinate,STARLINK-4536 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-31732 - X-Coordinate,STARLINK-30472 - X-Coordinate,STARLINK-4669 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3048 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-1457 - Y-Coordinate,STARLINK-30783 - Y-Coordinate,STARLINK-1134 - Y-Coordinate,STARLINK-4200 - Y-Coordinate,STARLINK-2255 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-3768 - Y-Coordinate,STARLINK-4478 - Y-Coordinate,STARLINK-31346 - Y-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-2020 - Y-Coordinate,STARLINK-31588 - Y-Coordinate,STARLINK-5744 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-1365 - Y-Coordinate,STARLINK-4605 - Y-Coordinate,STARLINK-6149 - Y-Coordinate,STARLINK-3110 - Y-Coordinate,STARLINK-31427 - Y-Coordinate,STARLINK-5614 - Y-Coordinate,STARLINK-31200 - Y-Coordinate,STARLINK-30598 - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-31342 - Y-Coordinate,STARLINK-32236 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-4331 - Y-Coordinate,STARLINK-5348 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-3549 - Y-Coordinate,STARLINK-11161 [DTC] - Y-Coordinate,STARLINK-1411 - Y-Coordinate,STARLINK-6313 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-31368 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-5081 - Y-Coordinate,STARLINK-6275 - Y-Coordinate,STARLINK-3144 - Y-Coordinate,STARLINK-1443 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-4203 - Y-Coordinate,STARLINK-5470 - Y-Coordinate,STARLINK-30245 - Y-Coordinate,STARLINK-30175 - Y-Coordinate,STARLINK-3104 - Y-Coordinate,STARLINK-5971 - Y-Coordinate,STARLINK-3943 - Y-Coordinate,STARLINK-1361 - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-30164 - Y-Coordinate,STARLINK-1629 - Y-Coordinate,STARLINK-2251 - Y-Coordinate,STARLINK-4442 - Y-Coordinate,STARLINK-30314 - Y-Coordinate,STARLINK-4581 - Y-Coordinate,STARLINK-5621 - Y-Coordinate,STARLINK-3259 - Y-Coordinate,STARLINK-5060 - Y-Coordinate,STARLINK-32021 - Y-Coordinate,STARLINK-1402 - Y-Coordinate,STARLINK-31876 - Y-Coordinate,STARLINK-1506 - Y-Coordinate,STARLINK-31849 - Y-Coordinate,STARLINK-31398 - Y-Coordinate,STARLINK-30256 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-4353 - Y-Coordinate,STARLINK-5345 - Y-Coordinate,STARLINK-2697 - Y-Coordinate,STARLINK-31211 - Y-Coordinate,STARLINK-6239 - Y-Coordinate,STARLINK-4583 - Y-Coordinate,STARLINK-30856 - Y-Coordinate,STARLINK-1664 - Y-Coordinate,STARLINK-4499 - Y-Coordinate,STARLINK-31821 - Y-Coordinate,STARLINK-4630 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-30814 - Y-Coordinate,STARLINK-30787 - Y-Coordinate,STARLINK-30107 - Y-Coordinate,STARLINK-30826 - Y-Coordinate,STARLINK-30368 - Y-Coordinate,STARLINK-4810 - Y-Coordinate,STARLINK-31846 - Y-Coordinate,STARLINK-4013 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-4310 - Y-Coordinate,STARLINK-4498 - Y-Coordinate,STARLINK-30250 - Y-Coordinate,STARLINK-4536 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-31732 - Y-Coordinate,STARLINK-30472 - Y-Coordinate,STARLINK-4669 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3048 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-1457 - Z-Coordinate,STARLINK-30783 - Z-Coordinate,STARLINK-1134 - Z-Coordinate,STARLINK-4200 - Z-Coordinate,STARLINK-2255 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-3768 - Z-Coordinate,STARLINK-4478 - Z-Coordinate,STARLINK-31346 - Z-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-2020 - Z-Coordinate,STARLINK-31588 - Z-Coordinate,STARLINK-5744 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-1365 - Z-Coordinate,STARLINK-4605 - Z-Coordinate,STARLINK-6149 - Z-Coordinate,STARLINK-3110 - Z-Coordinate,STARLINK-31427 - Z-Coordinate,STARLINK-5614 - Z-Coordinate,STARLINK-31200 - Z-Coordinate,STARLINK-30598 - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-31342 - Z-Coordinate,STARLINK-32236 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-4331 - Z-Coordinate,STARLINK-5348 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-3549 - Z-Coordinate,STARLINK-11161 [DTC] - Z-Coordinate,STARLINK-1411 - Z-Coordinate,STARLINK-6313 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-31368 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-5081 - Z-Coordinate,STARLINK-6275 - Z-Coordinate,STARLINK-3144 - Z-Coordinate,STARLINK-1443 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-4203 - Z-Coordinate,STARLINK-5470 - Z-Coordinate,STARLINK-30245 - Z-Coordinate,STARLINK-30175 - Z-Coordinate,STARLINK-3104 - Z-Coordinate,STARLINK-5971 - Z-Coordinate,STARLINK-3943 - Z-Coordinate,STARLINK-1361 - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-30164 - Z-Coordinate,STARLINK-1629 - Z-Coordinate,STARLINK-2251 - Z-Coordinate,STARLINK-4442 - Z-Coordinate,STARLINK-30314 - Z-Coordinate,STARLINK-4581 - Z-Coordinate,STARLINK-5621 - Z-Coordinate,STARLINK-3259 - Z-Coordinate,STARLINK-5060 - Z-Coordinate,STARLINK-32021 - Z-Coordinate,STARLINK-1402 - Z-Coordinate,STARLINK-31876 - Z-Coordinate,STARLINK-1506 - Z-Coordinate,STARLINK-31849 - Z-Coordinate,STARLINK-31398 - Z-Coordinate,STARLINK-30256 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-4353 - Z-Coordinate,STARLINK-5345 - Z-Coordinate,STARLINK-2697 - Z-Coordinate,STARLINK-31211 - Z-Coordinate,STARLINK-6239 - Z-Coordinate,STARLINK-4583 - Z-Coordinate,STARLINK-30856 - Z-Coordinate,STARLINK-1664 - Z-Coordinate,STARLINK-4499 - Z-Coordinate,STARLINK-31821 - Z-Coordinate,STARLINK-4630 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-30814 - Z-Coordinate,STARLINK-30787 - Z-Coordinate,STARLINK-30107 - Z-Coordinate,STARLINK-30826 - Z-Coordinate,STARLINK-30368 - Z-Coordinate,STARLINK-4810 - Z-Coordinate,STARLINK-31846 - Z-Coordinate,STARLINK-4013 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-4310 - Z-Coordinate,STARLINK-4498 - Z-Coordinate,STARLINK-30250 - Z-Coordinate,STARLINK-4536 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-31732 - Z-Coordinate,STARLINK-30472 - Z-Coordinate,STARLINK-4669 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-94.2773,-795.2520,-4075.2486,2060.6615,-4562.0707,-5223.5323,-26.5172,5913.1335,5014.2690,4034.0220,-2383.5867,-1243.8078,260.9060,-1321.1857,2986.4695,4734.2771,6829.6892,-325.5166,-4490.1278,243.5946,-3887.0265,5385.1409,1265.7474,-3181.4624,-5061.7431,-4146.9092,-2089.8857,1279.2775,4802.2910,-2291.3148,-5174.6258,4901.4685,1454.5023,-3001.8057,-81.5420,-2150.2836,-5185.8478,-4910.1243,2342.5232,5463.7074,5004.5991,-6858.2060,511.5877,-1798.8296,-786.9395,4274.9363,4085.3696,6784.6311,4911.8303,-35.3103,-2823.5715,-520.0583,4282.9504,68.7139,-2695.5701,1209.1885,5800.4502,671.6063,0.0000,-4085.6518,759.5630,-3256.0296,-2102.1824,1467.3043,-393.0296,-3238.6891,4447.1862,4760.2257,4150.6466,691.9454,-3339.8250,-4622.4147,-6353.8578,4618.7646,5295.1031,-4719.9222,-4726.0821,6388.8430,-4195.8494,-4346.9448,3287.0836,5629.8151,3664.3471,2728.6534,-3888.2936,-3112.2298,6535.1665,-3934.6754,3781.0912,4543.0449,-3377.4203,-2528.9900,-6205.3097,-4079.2999,-4245.4045,3248.3235,-4827.5402,-4091.8490,1856.4288,-5028.1553,507.7774,24108.1451,646.3368,2795.0664,11269.5823,9797.8406,7442.6510,4480.8879,141395311.0715,141441171.7460,141427144.4931,141409579.2635,6133.1301,141404049.2621,6907.7039,-6769.6326,5534.6098,-6585.9037,-4865.3074,3759.5949,5861.4321,2602.8214,741.3337,5575.0112,-5076.8626,-4071.8624,-4139.4191,-6672.5997,4190.8178,-1821.6423,-826.1212,-6745.7246,3374.4313,-5307.1541,4503.9984,-3956.9199,2754.3026,4967.4851,4656.9187,1043.3185,-5780.6999,6266.0026,-1397.6487,-207.0732,-4595.2956,-4829.4528,-6332.0128,-2854.9752,4551.8827,5430.7985,-4023.6094,-1987.6193,-5769.9179,-2904.2997,-4698.6299,446.5388,6792.4519,6602.6008,4426.7714,-422.5023,-1705.2440,-809.2037,-1144.2537,-4319.3488,-5315.3214,-4354.9887,2065.1916,-6418.1435,-5935.4312,-4954.5312,-3566.6319,6274.8686,0.0000,-665.9974,-6584.2959,-5873.1710,-1147.2039,-5068.4557,4566.6513,4786.8440,-4325.4374,-2544.2326,-4242.5310,6861.4036,-4292.4848,4100.7898,-2385.5378,518.9472,1255.7125,1907.3179,3789.7197,275.5834,-2680.1965,-2158.9211,5232.3482,-3977.0305,-2668.9537,4031.3138,5418.7231,-5579.1615,-1787.1532,-3293.2880,-4649.2296,777.0684,3474.4757,6245.4780,-3012.7453,-639.4105,2908.0425,5889.3249,4923.3055,-844.4614,-6117.8621,-58.4189,353160.7265,369734.2275,365123.3890,362698.8643,361618.7048,363468.3169,370349.8407,366353.7720,154316081.5029,154331936.2892,154310676.6599,154308283.8224,366958.1309,154302298.6059,-661.4293,38.3592,310.3262,-605.7663,869.4778,2441.5583,3007.6290,-2404.1828,-4706.4180,467.7930,-4007.0367,5362.6441,5522.4032,-1214.6272,4435.7264,-4719.3838,837.7827,1345.6903,3998.9820,4432.9650,3488.1301,-1407.1525,-6257.1517,-3621.3909,890.0202,-5337.7677,-2951.5646,-2486.1279,-4656.2078,-6543.0105,236.7199,865.4444,-2342.9948,-5536.9695,4819.8561,3651.2324,-2185.5810,-4450.9965,2796.4052,-3055.2410,-1065.5325,-1014.7404,1185.7473,816.8803,5104.3288,5361.3051,5295.4128,-1090.2909,4699.0953,-5447.8169,-3409.0662,5321.9372,4990.9772,-2635.4952,2278.9072,4198.8308,-382.1564,-2836.5723,0.0000,-5522.8936,2017.5022,1628.8984,-6509.9700,-4162.2055,5027.7185,-3626.1104,-3020.4977,4183.0711,-3358.4466,-494.2101,4273.4426,3106.5232,-1395.5805,-5123.8826,4186.6064,-4711.2196,-3285.8399,-2646.1950,-4558.3125,-4867.1871,2801.2665,-650.9995,-5201.9453,4809.9295,-1888.2166,2670.2897,-1245.1589,4716.6257,-3366.5220,5012.0873,4877.1437,1626.5398,645.5923,-5496.7668,4620.8314,1558.1846,-524.4462,-5263.2499,2634.2250,4647.6888,-2902.6294,-6737.0109,-1633.0494,-2495.1655,1996.9536,-5958.8968,-12304.0533,-4021.6345,-48885429.0329,-48902383.2437,-48904405.1695,-48903263.9261,-3696.5171,-48897719.5311,
3600.000,-411.2408,2560.7711,1499.4267,652.4718,4999.6089,1569.0695,-2579.4320,-6493.9404,-5375.1016,-4404.3143,4001.8207,5147.5930,3729.7798,2789.4300,-6283.9258,-2843.1042,-5683.0778,1903.0600,4018.0061,3703.4735,2915.9536,-1830.1563,-3701.1546,-849.7450,2187.8023,3932.9195,4513.9200,-2995.5446,-2937.6683,4841.5696,5741.7932,-3165.8577,1374.8707,5796.0133,-3664.7366,-1684.4633,5194.6180,6560.5295,-616.7733,-1697.7378,-4093.1238,5751.3280,-1975.7950,-585.4902,-3934.8936,-4771.7985,-3770.1681,-4677.3835,-3656.3967,1037.1217,5340.6384,4080.8593,-3981.0305,2847.0337,4414.4987,1684.3831,-2958.4137,1079.8435,0.0000,4826.2538,-573.3203,3892.8729,4163.4690,995.7961,-2885.2696,-1346.1251,-3451.0062,-3453.8444,-2122.0837,-2891.4936,5313.4949,6142.6652,5457.8010,-6165.1429,-4366.4248,2666.4066,3959.7101,-3795.2407,6708.9730,3847.3537,-5630.3351,-4293.4255,238.7530,-4558.9548,1876.3806,5179.5616,-3913.5641,5850.1622,-2618.1779,-2945.2939,2217.1099,-611.6282,2828.2534,4308.7877,2327.8833,-4308.4345,2006.6444,3459.1911,1659.9452,6274.0469,-86576.2792,-69624.8219,-91508.5570,-88633.3002,-80275.8445,-83828.1748,-84113.1287,-84436.5007,96599355.4554,96635954.1383,96625142.5118,96605577.8094,-85872.5019,96607434.7018,-4715.5888,4631.9404,-5148.5957,5758.6490,2223.1011,-4096.1558,-5534.3040,-1027.5613,3138.7790,-3007.6205,1076.7813,3687.8090,4586.0759,4152.7263,-2012.5122,5307.5740,2860.0772,5871.3711,-5607.2053,4041.6112,-6204.1140,4944.6886,1229.3864,-5018.2268,-5265.1388,-5011.7045,2108.5116,-5796.4317,5355.1787,3902.9120,2122.4966,5208.0269,4246.8672,-165.5966,-5518.9719,-3791.3087,474.5579,-1053.3500,6540.2446,3859.5685,4117.5441,-578.9805,-5848.3074,-5114.2721,-3062.4372,4190.3872,5235.8924,3054.1746,4945.7950,6748.2631,4390.2846,4952.3847,2402.6932,4285.1714,2712.4694,6337.1474,4202.0008,-2173.5108,0.0000,-3384.7508,6212.9295,2812.5910,-2836.9558,6619.1237,-5986.4960,-4905.2871,5812.8585,5800.6220,6461.1409,-5035.3767,626.4346,-2242.0023,-641.2447,2407.1341,3064.4629,-5305.7004,-5531.3206,2199.2332,670.1008,-2448.2071,-3576.8688,873.9795,-1190.8415,332.5412,-6419.1135,4501.9675,3802.8683,2.3224,6262.8463,3852.1226,-6372.7736,-5388.4321,3334.6663,-3723.8390,-6016.4239,-4599.2053,-5437.8212,-4318.5182,4844.6664,-2637.0805,343141.2438,363019.8845,356606.0600,355388.6827,351435.7793,354591.5619,359562.5406,357573.6851,185711378.6484,185735076.3466,185711128.7959,185703969.6829,356750.6704,185696951.7943,5059.4106,-4301.8533,-4318.6409,3786.5323,3903.3158,-5314.6441,2476.2092,-2074.1229,2999.2307,-4381.6641,5494.0095,-2634.6048,-3590.4695,4752.8988,-1652.8308,3411.5081,2745.3466,3046.1595,78.9650,-4237.0025,771.5391,4327.8544,5737.4325,4687.8559,-3953.5320,2469.1605,4642.0822,-2117.6043,3041.7216,3049.6283,3230.0891,3299.6164,5256.3753,3753.5076,-413.4827,-5511.5087,4532.1725,1907.0802,1862.4900,5448.5710,-3823.9299,-3863.1111,3104.8536,-4590.8707,-4641.0138,-2643.7076,-2475.5125,4072.8703,-3132.9376,1284.4843,-50.1390,-2550.2372,-5105.5672,4644.6288,-4574.2994,841.8290,4472.8324,6463.1133,0.0000,3575.3955,3001.8486,-4977.0985,4748.1654,-574.3382,-1496.3063,4532.2375,-1378.8493,-1079.8700,-451.7173,3744.7943,-4397.7176,2247.9557,4210.1533,1992.9259,-4335.2098,3568.8484,-1102.7585,5339.0976,225.7840,5128.6281,1250.6510,5352.1051,6780.0233,-5107.2031,-1817.4155,941.8708,4192.7162,-3807.2835,-1075.5661,-4793.9654,-1352.7320,-4323.2616,-5375.5026,3835.3230,-2518.0487,2811.7007,3761.4214,3797.3634,-4655.8276,-803.1433,-4858.6369,-8447.7170,-2845.2419,-6259.9275,701.2970,-4022.0356,-14469.0127,-4556.3220,-48927565.3454,-48946654.4118,-48949572.3164,-48948980.3454,-5283.0787,-48939564.1882,
7200.000,2403.8818,-4287.5989,2585.6734,-3905.3515,-3280.1600,2947.0015,3946.3408,4264.1662,4301.0046,4011.3423,-5328.3127,-6183.9057,-5627.4296,-4443.2378,6303.0959,743.5823,2378.0531,-3551.5182,-1650.7236,-6381.5175,-373.1837,-2793.4109,5805.5799,4583.8826,1831.5350,-2397.0425,-5865.3607,3832.7776,514.6683,-3248.3518,-4785.6260,-493.1759,-4754.9794,-6572.8587,4415.7386,5453.0453,-4303.8113,-5846.1030,-2041.0084,-2587.2503,426.3415,-1919.4574,3524.9315,3834.8029,6617.3105,3651.9477,2448.8547,1065.8039,1701.4816,-1052.7517,-5726.7554,-5361.6436,3404.5953,-5597.6697,-5508.3956,-3532.1419,-1868.0404,337.1864,0.0000,-4324.1919,-954.2796,-4290.1734,-5403.8757,-2963.5305,4170.0052,5228.9393,547.5839,744.0670,-1063.5453,4912.3807,-6142.6171,-2949.3390,-3292.9923,5313.1109,2663.9329,-513.2926,-1084.5793,484.2413,-4937.6530,-3091.6115,5234.2177,-798.5134,-5252.2508,5462.4511,1222.7641,-5456.3589,-145.9507,-6416.1754,-109.4485,1252.0161,-384.1787,4182.8583,1251.9886,-3582.4808,-133.7081,4215.2449,2047.7358,-1823.9248,-5147.2024,-4420.0381,-168794.4523,-158572.9219,-177911.1327,-172101.2268,-166395.1032,-174976.1251,-169936.5567,-173524.3340,45191190.0648,45217007.9086,45209637.0368,45191129.6103,-172377.0207,45199065.2874,636.0377,-152.6901,3361.9156,-3326.3608,2653.3335,4129.2999,414.7172,-1599.9352,-5380.2760,-1358.1950,2768.7106,-2207.1793,-3971.4531,-54.8210,-764.5163,-6885.7939,-4535.4178,-2278.8495,5278.4409,-2281.4249,5172.6271,-4740.0558,-3310.0244,4336.4732,4833.1893,6015.1017,2029.4928,2251.6857,-6760.7852,-5694.4350,1670.8916,-4200.7767,-1355.2552,2099.3104,2209.7416,1914.3959,3596.2986,3212.1211,-3977.8199,-4709.0979,-2561.9548,1722.6793,2350.5087,2056.0095,1486.6348,-5517.6192,-6165.0892,-5125.3829,-6669.9071,-5851.0552,-1729.0501,-3924.2457,-5688.9584,-1347.6514,1334.9627,-2492.4823,-3974.2507,-3255.4797,0.0000,5331.6513,-2861.1808,1595.4559,4333.9867,-3673.2589,4331.7884,3880.8527,-4859.5643,-6177.1081,-5481.9722,1441.3699,2641.2440,-448.9586,4158.4687,-3733.8357,-6151.5784,6909.1400,4872.7272,-5032.6031,1664.5436,5833.9966,-263.0188,1004.4326,1963.8722,-3738.2415,5210.2019,-1516.5426,-5322.7780,2618.4580,-4947.4581,-6635.1177,6133.0519,3359.8778,197.4961,5846.3730,6823.2770,853.2780,4696.7976,6372.3670,-2686.0993,3777.5779,312290.6815,332859.1861,325409.8436,326724.1091,318783.0819,324411.8977,326382.2906,322800.5504,204430241.5389,204458848.5925,204431964.7057,204417354.8971,323847.1680,204414882.6980,-6483.5270,5286.4951,5408.0031,-4660.3601,-5244.8242,4649.0089,-5268.9581,5161.2773,583.3502,5436.0903,-3381.9843,-1974.7077,-620.8649,-5294.5564,-2441.5817,-17.3835,-4676.7527,-5449.7107,-4131.1037,1414.6655,-4557.0573,-4051.0410,-1899.3246,-2853.7282,4615.3404,2179.2478,-2823.7142,5213.7604,810.9364,2247.1231,-4723.6529,-5500.8200,-4822.4726,376.3447,-4440.4595,3748.7385,-4052.9019,1817.4723,-5167.4909,-4329.5407,6430.5526,6438.5352,-5469.1049,5335.7145,596.0360,-1883.6618,-1940.2477,-4528.6626,-481.4079,3583.1063,3458.4386,-1883.1986,1908.0634,-3876.0604,3939.9865,-5008.1451,-5223.0442,-6094.3371,0.0000,665.2614,-6246.2866,5171.0748,-154.9225,4770.5561,-3205.7304,-2037.2571,4853.3264,-2837.2348,3899.4988,-4652.0595,1781.9001,-6247.0983,-4462.1955,2364.0835,1499.8212,-277.0856,4738.3198,-4726.1979,4275.1935,-1901.0601,-4319.6722,-6807.0499,-4026.8771,1751.3136,4392.7051,-3995.1916,-4373.7894,765.6352,4757.1591,923.0791,-3103.2419,4381.1039,6799.4158,423.3099,-1163.4974,-5407.1461,-4648.5971,1076.8707,3751.7490,-3634.1192,-6824.2414,-10121.3203,-4710.0871,-7604.7969,-1003.8946,-5519.8678,-16003.7589,-7733.9878,-48970484.3745,-48990895.9746,-48994378.8453,-48991625.9769,-6868.9588,-48981414.4910,
