sl_100_86400_20290503 Coordinates.csv
2029/05/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:04 2024,
Start: 2029/05/03 07:47:00.00, Stop: 2029/05/04 07:47:00.00,
TIME_UNITS,STARLINK-6086 - X-Coordinate,STARLINK-32103 - X-Coordinate,STARLINK-3182 - X-Coordinate,STARLINK-5260 - X-Coordinate,STARLINK-31457 - X-Coordinate,STARLINK-2558 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-3538 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-31544 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-2324 - X-Coordinate,STARLINK-5576 - X-Coordinate,STARLINK-4326 - X-Coordinate,STARLINK-32004 - X-Coordinate,STARLINK-4513 - X-Coordinate,STARLINK-2330 - X-Coordinate,STARLINK-3604 - X-Coordinate,STARLINK-32162 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-4680 - X-Coordinate,STARLINK-5537 - X-Coordinate,STARLINK-3148 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-31871 - X-Coordinate,STARLINK-5294 - X-Coordinate,STARLINK-31146 - X-Coordinate,STARLINK-4202 - X-Coordinate,STARLINK-31122 - X-Coordinate,STARLINK-5598 - X-Coordinate,STARLINK-6276 - X-Coordinate,STARLINK-1328 - X-Coordinate,STARLINK-5875 - X-Coordinate,STARLINK-1342 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-1230 - X-Coordinate,STARLINK-30442 - X-Coordinate,STARLINK-1697 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-2564 - X-Coordinate,STARLINK-31811 - X-Coordinate,STARLINK-4015 - X-Coordinate,STARLINK-31163 - X-Coordinate,STARLINK-31467 - X-Coordinate,STARLINK-1456 - X-Coordinate,STARLINK-3527 - X-Coordinate,STARLINK-30777 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-5953 - X-Coordinate,STARLINK-31147 - X-Coordinate,STARLINK-5515 - X-Coordinate,STARLINK-4102 - X-Coordinate,STARLINK-6283 - X-Coordinate,STARLINK-2426 - X-Coordinate,STARLINK-3640 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-5409 - X-Coordinate,STARLINK-3201 - X-Coordinate,STARLINK-3274 - X-Coordinate,STARLINK-2236 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-5201 - X-Coordinate,STARLINK-5057 - X-Coordinate,STARLINK-1818 - X-Coordinate,STARLINK-4661 - X-Coordinate,STARLINK-31410 - X-Coordinate,STARLINK-30400 - X-Coordinate,STARLINK-31003 - X-Coordinate,STARLINK-5589 - X-Coordinate,STARLINK-2587 - X-Coordinate,STARLINK-6229 - X-Coordinate,STARLINK-6304 - X-Coordinate,STARLINK-3712 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-6320 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-1151 - X-Coordinate,STARLINK-6349 - X-Coordinate,STARLINK-6151 - X-Coordinate,STARLINK-4737 - X-Coordinate,STARLINK-5966 - X-Coordinate,STARLINK-4043 - X-Coordinate,STARLINK-6322 - X-Coordinate,STARLINK-1600 - X-Coordinate,STARLINK-5713 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-30804 - X-Coordinate,STARLINK-1047 - X-Coordinate,STARLINK-31219 - X-Coordinate,STARLINK-5743 - X-Coordinate,STARLINK-1368 - X-Coordinate,STARLINK-6204 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-5396 - X-Coordinate,STARLINK-3250 - X-Coordinate,STARLINK-2163 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6086 - Y-Coordinate,STARLINK-32103 - Y-Coordinate,STARLINK-3182 - Y-Coordinate,STARLINK-5260 - Y-Coordinate,STARLINK-31457 - Y-Coordinate,STARLINK-2558 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-3538 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-31544 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-2324 - Y-Coordinate,STARLINK-5576 - Y-Coordinate,STARLINK-4326 - Y-Coordinate,STARLINK-32004 - Y-Coordinate,STARLINK-4513 - Y-Coordinate,STARLINK-2330 - Y-Coordinate,STARLINK-3604 - Y-Coordinate,STARLINK-32162 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-4680 - Y-Coordinate,STARLINK-5537 - Y-Coordinate,STARLINK-3148 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-31871 - Y-Coordinate,STARLINK-5294 - Y-Coordinate,STARLINK-31146 - Y-Coordinate,STARLINK-4202 - Y-Coordinate,STARLINK-31122 - Y-Coordinate,STARLINK-5598 - Y-Coordinate,STARLINK-6276 - Y-Coordinate,STARLINK-1328 - Y-Coordinate,STARLINK-5875 - Y-Coordinate,STARLINK-1342 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-1230 - Y-Coordinate,STARLINK-30442 - Y-Coordinate,STARLINK-1697 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-2564 - Y-Coordinate,STARLINK-31811 - Y-Coordinate,STARLINK-4015 - Y-Coordinate,STARLINK-31163 - Y-Coordinate,STARLINK-31467 - Y-Coordinate,STARLINK-1456 - Y-Coordinate,STARLINK-3527 - Y-Coordinate,STARLINK-30777 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-5953 - Y-Coordinate,STARLINK-31147 - Y-Coordinate,STARLINK-5515 - Y-Coordinate,STARLINK-4102 - Y-Coordinate,STARLINK-6283 - Y-Coordinate,STARLINK-2426 - Y-Coordinate,STARLINK-3640 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-5409 - Y-Coordinate,STARLINK-3201 - Y-Coordinate,STARLINK-3274 - Y-Coordinate,STARLINK-2236 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-5201 - Y-Coordinate,STARLINK-5057 - Y-Coordinate,STARLINK-1818 - Y-Coordinate,STARLINK-4661 - Y-Coordinate,STARLINK-31410 - Y-Coordinate,STARLINK-30400 - Y-Coordinate,STARLINK-31003 - Y-Coordinate,STARLINK-5589 - Y-Coordinate,STARLINK-2587 - Y-Coordinate,STARLINK-6229 - Y-Coordinate,STARLINK-6304 - Y-Coordinate,STARLINK-3712 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-6320 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-1151 - Y-Coordinate,STARLINK-6349 - Y-Coordinate,STARLINK-6151 - Y-Coordinate,STARLINK-4737 - Y-Coordinate,STARLINK-5966 - Y-Coordinate,STARLINK-4043 - Y-Coordinate,STARLINK-6322 - Y-Coordinate,STARLINK-1600 - Y-Coordinate,STARLINK-5713 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-30804 - Y-Coordinate,STARLINK-1047 - Y-Coordinate,STARLINK-31219 - Y-Coordinate,STARLINK-5743 - Y-Coordinate,STARLINK-1368 - Y-Coordinate,STARLINK-6204 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,STARLINK-3250 - Y-Coordinate,STARLINK-2163 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6086 - Z-Coordinate,STARLINK-32103 - Z-Coordinate,STARLINK-3182 - Z-Coordinate,STARLINK-5260 - Z-Coordinate,STARLINK-31457 - Z-Coordinate,STARLINK-2558 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-3538 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-31544 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-2324 - Z-Coordinate,STARLINK-5576 - Z-Coordinate,STARLINK-4326 - Z-Coordinate,STARLINK-32004 - Z-Coordinate,STARLINK-4513 - Z-Coordinate,STARLINK-2330 - Z-Coordinate,STARLINK-3604 - Z-Coordinate,STARLINK-32162 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-4680 - Z-Coordinate,STARLINK-5537 - Z-Coordinate,STARLINK-3148 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-31871 - Z-Coordinate,STARLINK-5294 - Z-Coordinate,STARLINK-31146 - Z-Coordinate,STARLINK-4202 - Z-Coordinate,STARLINK-31122 - Z-Coordinate,STARLINK-5598 - Z-Coordinate,STARLINK-6276 - Z-Coordinate,STARLINK-1328 - Z-Coordinate,STARLINK-5875 - Z-Coordinate,STARLINK-1342 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-1230 - Z-Coordinate,STARLINK-30442 - Z-Coordinate,STARLINK-1697 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-2564 - Z-Coordinate,STARLINK-31811 - Z-Coordinate,STARLINK-4015 - Z-Coordinate,STARLINK-31163 - Z-Coordinate,STARLINK-31467 - Z-Coordinate,STARLINK-1456 - Z-Coordinate,STARLINK-3527 - Z-Coordinate,STARLINK-30777 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-5953 - Z-Coordinate,STARLINK-31147 - Z-Coordinate,STARLINK-5515 - Z-Coordinate,STARLINK-4102 - Z-Coordinate,STARLINK-6283 - Z-Coordinate,STARLINK-2426 - Z-Coordinate,STARLINK-3640 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-5409 - Z-Coordinate,STARLINK-3201 - Z-Coordinate,STARLINK-3274 - Z-Coordinate,STARLINK-2236 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-5201 - Z-Coordinate,STARLINK-5057 - Z-Coordinate,STARLINK-1818 - Z-Coordinate,STARLINK-4661 - Z-Coordinate,STARLINK-31410 - Z-Coordinate,STARLINK-30400 - Z-Coordinate,STARLINK-31003 - Z-Coordinate,STARLINK-5589 - Z-Coordinate,STARLINK-2587 - Z-Coordinate,STARLINK-6229 - Z-Coordinate,STARLINK-6304 - Z-Coordinate,STARLINK-3712 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-6320 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-1151 - Z-Coordinate,STARLINK-6349 - Z-Coordinate,STARLINK-6151 - Z-Coordinate,STARLINK-4737 - Z-Coordinate,STARLINK-5966 - Z-Coordinate,STARLINK-4043 - Z-Coordinate,STARLINK-6322 - Z-Coordinate,STARLINK-1600 - Z-Coordinate,STARLINK-5713 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-30804 - Z-Coordinate,STARLINK-1047 - Z-Coordinate,STARLINK-31219 - Z-Coordinate,STARLINK-5743 - Z-Coordinate,STARLINK-1368 - Z-Coordinate,STARLINK-6204 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,STARLINK-3250 - Z-Coordinate,STARLINK-2163 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-395.3122,5730.4047,5254.5007,3141.6656,1670.4691,-5316.1550,-5504.6975,3936.0125,-5721.5357,5193.7550,4176.2922,-3078.3818,-5403.0662,-2305.6308,-1535.5994,-4693.9617,-1337.2291,-4630.5112,-5717.3875,-4650.6037,-3826.8978,-5980.0709,0.0000,1613.7335,-4508.3741,4336.1571,-5465.1705,-5259.5072,5041.7452,-3047.4648,1313.8066,-2852.0385,701.8926,1437.1851,-4278.5376,-2561.7669,2219.6276,-4921.4695,-1307.1765,-5621.3046,1954.7524,-5928.9520,1776.3221,6451.4762,2037.6406,-4073.5853,2532.6137,-1760.7439,-3552.7664,-5211.3562,1146.2407,5459.9631,6263.1354,-4938.0145,-1948.9254,5524.4835,3556.2546,-2680.6059,-4858.4567,6175.3335,-1818.2075,2511.5732,-2346.0596,17.6263,-5515.3647,4921.9471,-6530.2393,3346.6337,153.4659,4300.7502,4261.2106,250.3561,1611.2293,269.3344,-5780.6069,-3278.7804,6498.9931,139.4574,199.3804,-3804.9665,5044.9884,3826.8251,5203.6547,-260.4841,2998.6809,-1448.4193,-4245.7012,-4397.2064,4739.6917,-593.3781,-5197.4300,2401.3453,1944.5410,-211.2128,-2890.6402,-1673.4960,6663.3272,-5229.4196,6641.2466,-6333.2450,-244570.3086,-229450.2498,-237850.4863,-240051.4924,-242252.4793,-240414.4901,-233090.7677,-236030.8129,107692446.3799,107726290.4290,107702447.5320,107714814.2868,-236263.8741,107709186.9887,-6274.8576,-2561.2584,-4309.8129,1730.4041,5030.4997,-4426.3699,1861.0893,5170.7918,3349.5779,-4138.9381,2805.9147,-3171.6399,-1262.3659,4590.0919,175.4894,2769.5116,-6242.1351,-2833.0395,2515.9326,3808.2625,-4529.9522,3433.1777,0.0000,-5983.3123,-2219.3865,-651.7059,-691.2155,608.3996,4124.8170,-4812.9164,-4477.9591,2776.8182,6015.3378,-4964.6813,-2802.5356,-5429.5637,-4120.3796,2853.4122,4903.5829,-2060.8269,4924.9358,-3475.8508,6464.3033,1451.6534,4638.7729,-2926.6344,5586.8553,5623.7938,-3741.3102,-2367.0761,-2118.5343,-571.5297,2504.4956,4120.0117,-4886.0938,3210.8644,2214.4474,-89.9062,1458.1462,-1213.1157,4031.7968,3983.7041,-5132.3214,5000.5616,3280.7750,4314.5315,1537.9235,5666.5055,-6171.4571,4391.2574,-2828.3654,-6120.8914,-3659.7836,-5496.5501,-2886.7973,2516.6367,2309.9311,6914.0000,5527.9310,-4173.0553,-639.6269,-3340.2822,-1026.5627,-6895.7660,5176.1262,5085.0190,1375.1815,-4192.0195,-1394.8314,-6754.2454,2738.3506,5476.5692,5084.1400,5416.5734,5841.7294,6145.8041,1783.6160,4273.1026,-85.3211,2231.6570,-250654.6331,-270020.4224,-260811.1367,-262398.0953,-270658.7539,-269432.0896,-268192.2432,-268156.9193,-34665327.5779,-34690111.7677,-34666791.6370,-34658159.5676,-266436.0406,-34665826.8036,-2886.2182,2573.3721,-448.8766,5924.3244,-4291.8354,-127.8857,-3721.6514,2426.1829,1863.2600,1850.0624,-4602.4578,5348.5369,-3971.5035,-4645.1561,-6768.4729,4062.1434,-2647.0383,-4186.0948,-2928.5332,-2648.8737,2976.2992,175.3486,0.0000,2997.5505,-4741.0782,5303.3119,4013.8378,4404.6947,-2325.7544,3899.4801,-5109.9292,-5691.4422,3311.4975,-4587.1178,4658.6793,2996.6825,-5046.0806,-3796.9138,-4726.7748,-3406.7851,-4455.7243,801.8574,-1394.6430,2006.6007,-4655.0440,4553.4763,-2815.1315,3324.6297,-4551.0339,3675.8621,-6519.7781,-4200.5619,-1617.5845,-2540.7145,-4509.1642,-2148.3342,-5480.1144,-6384.8817,4653.2961,-2823.0770,-5309.2478,-4987.1348,3946.9631,-4629.7562,2563.2458,-2142.0940,1810.4476,2045.9934,2855.1840,3040.8947,-4666.2802,-3170.9472,-5259.4497,-4215.0989,2558.8157,5508.4314,-6.9549,-158.4817,-4145.9252,-3722.0206,-4727.9524,4689.8395,4390.8066,434.0058,-3468.6932,-4498.0532,-5259.5264,3246.6367,4577.0918,346.4904,3451.5931,3472.1527,-4098.1775,-4254.9084,2108.9933,-2736.3372,-169.7879,-1080.0532,-1824.8855,-1531.5311,-133766.3264,-135713.2865,-135336.9104,-135692.1381,-131531.2743,-139835.1411,-145769.9099,-137519.0731,7205029.5014,7236431.6040,7234801.4362,7207751.3652,-137226.9357,7216729.2177,
3600.000,3337.4819,-1809.9818,-2269.4765,-6369.1184,-5133.1226,5246.4592,1781.8455,-3995.3809,4518.4665,-3855.4263,-6356.2317,5369.9349,6752.8443,-1679.5178,4449.7721,4221.2406,2962.1274,6722.3355,2070.1744,2395.1366,3948.8946,3850.7519,0.0000,826.6408,6799.4365,-2153.8850,6260.7462,6147.5244,-4441.8351,4074.3155,1252.4112,3844.6333,-3761.6896,613.2552,5731.4717,4605.7050,2379.8707,563.9322,-2486.4446,6802.7765,-5062.1172,5158.2448,-3236.1615,-4473.1396,-5504.0478,5711.2925,-4455.3886,-2353.7787,5687.9950,6795.2870,2832.6390,-5621.1578,-5398.4768,3926.7924,5095.3817,-4090.2649,-5147.7524,1011.2636,3693.9004,-2903.3163,-878.9080,-4722.9263,3977.6433,-4286.3787,4758.9559,-5793.8701,5871.0017,-3949.1477,3457.1839,-4159.6782,-1332.2639,3148.6988,3696.3681,2827.4721,3363.9161,892.9988,-5562.6112,-2400.9750,-2374.5195,5983.0361,-4375.4505,-1264.7881,-1800.6641,2581.0793,-3947.7722,-1699.3450,1338.0987,6426.0911,-4889.7855,2428.0537,4670.4265,-3794.6288,-5352.8310,-3114.1028,1170.8059,1555.6490,-5648.8559,1831.8253,-4067.2600,5121.9528,-175476.2830,-153290.6528,-162397.0498,-163754.1802,-168519.3700,-165198.4261,-160000.1916,-163113.0629,113032896.3986,113075325.4001,113045672.9347,113050473.2416,-162479.1570,113050473.8280,3824.3174,4632.2395,4530.0438,-1602.5229,-1880.4837,2213.5092,-3730.7621,-5058.7978,-4504.8320,5107.8411,757.1171,4255.0476,-842.3764,-5521.8858,3655.1632,-5320.6696,5990.7587,1322.3429,-3707.2169,-5339.2334,-754.4693,-4143.1946,0.0000,6804.2894,427.5752,4584.2099,-2625.7351,-3074.0658,-727.9721,766.7491,6514.8795,-5510.5723,-3380.1638,6824.0706,-990.6807,4424.7791,4073.4809,-4089.1563,-5622.9144,465.8626,-2146.2878,916.8753,-5130.1829,1203.7682,-2160.2197,-1502.1747,-4576.7106,-3311.0145,-44.2196,-418.7618,4047.1420,3806.0102,594.1794,-5379.5269,2205.0796,856.8423,1847.8694,-4295.6514,-5167.9210,3135.9911,-6389.8501,168.6668,1168.5382,-4638.1122,-4678.1475,-2873.6568,-2839.7408,-2286.2327,3586.1723,-294.0351,5673.8242,3934.6064,4684.7724,6172.3438,574.2080,-5851.3588,-168.5069,-5573.3153,-6487.9892,2974.7676,4374.4581,6159.5141,3853.7708,5227.9028,-1302.7630,-6392.2447,-4803.5806,2470.4667,4632.9940,4822.2182,-4833.3328,-1768.0419,-4133.6504,-5991.3123,-6282.0339,-6327.0701,242.7253,-5084.2661,2226.1026,-3555.2611,-304668.8243,-321532.9693,-311826.0284,-314352.7834,-322130.4174,-319398.5166,-319544.5415,-315766.5890,-5523405.3726,-5545868.3506,-5532134.9976,-5512399.0610,-317479.1800,-5524401.8273,4687.8567,-4623.8055,4539.8895,-2235.3456,4064.3550,-3934.9304,5514.8269,2570.8410,2586.7319,2561.3268,2330.1085,-1162.2164,-456.0952,3813.6908,3853.9365,362.7717,-1761.3772,-12.7195,5422.6347,-2984.3320,-5288.2358,3936.0917,0.0000,671.0943,1118.4849,-4675.4380,-681.7584,-527.8768,5237.2160,-5533.2676,1948.2012,1726.6555,-4708.7191,856.7085,-3761.3884,2062.2196,4995.0754,5438.7745,3195.3262,-961.8272,4193.1727,-4527.3282,-3180.0471,-5138.7879,3505.9804,-3338.4540,-2178.9341,-5421.8884,3854.3564,-35.6641,4874.3290,1293.8301,4304.1801,-1861.3457,4131.2277,5276.8239,4186.7436,5323.1140,-2674.7978,5398.9250,2459.7108,4955.3867,-5511.8222,2541.8197,1793.8923,-2370.5620,2398.2568,-5175.0537,-4641.8973,-5452.0003,3722.2100,4696.6742,2816.9199,1379.2512,-6058.3380,-3542.6917,4062.6506,-3325.4362,135.7238,-1034.9522,3138.8483,-2892.9592,-5428.7008,-3723.1623,5509.9152,2092.1918,4748.6802,323.3396,-264.9239,4105.2879,1138.9269,-5514.7393,791.9830,1351.3060,2469.6091,-2355.4216,-3962.5443,4180.1134,5079.7844,-2927.9294,-133211.3162,-135161.0732,-134153.5258,-137278.7487,-130487.2059,-135634.3821,-145747.7748,-136505.9312,7206373.2532,7234675.4787,7235431.0969,7210431.7777,-136554.4033,7216737.6936,
7200.000,-5892.4711,-2686.5080,-2541.9096,6174.0820,6661.7708,-3814.6437,2040.7631,2785.9149,-793.3101,248.4979,5683.4000,-4704.0801,-4387.3013,4534.6054,-3296.5527,-1232.3535,-3743.4565,-5358.5665,2184.6982,2755.1676,-2915.7628,404.3021,0.0000,-3120.6525,-6001.3158,314.7820,-4033.8626,-4224.4557,3380.9710,-4897.3430,-2689.5728,-3401.8782,6172.0213,-2097.5571,-5738.4403,-4156.1578,-5618.6473,3623.7965,4881.4992,-4791.8007,6770.2516,-3169.2632,4007.9294,1515.8424,6867.6595,-5001.3640,4173.6423,6018.2132,-6118.8628,-4902.9981,-4430.1097,3777.4970,3380.2848,-792.8453,-6806.6893,1612.1224,5405.1677,-648.1969,-1655.1726,-1040.5654,2459.1188,5832.7439,-5317.0821,6112.9798,-1556.7911,4383.3335,-2678.6062,4297.7833,-6189.9549,3637.0310,-1261.9231,-6027.5527,-5390.4164,-4537.3227,-859.7459,889.4430,2771.9303,4541.0885,3409.4696,-4632.4457,2880.4717,-1098.6540,-1324.9200,-4789.0578,4797.7601,3753.3922,902.3794,-5805.9337,1927.4747,-4224.6059,-1315.6308,5097.7813,5916.2406,4822.0853,1872.9056,134.3700,2618.7306,2726.5237,269.9207,-1263.0089,-94643.3317,-66610.2099,-76358.1190,-75568.1225,-84015.7734,-77414.4295,-76115.8801,-77229.4875,110625924.7940,110676396.5376,110644797.8620,110637974.0674,-78146.8507,110644540.3219,-676.9878,-5481.9342,-3626.5405,1400.6403,-1233.2095,1655.1238,5428.3859,1879.5696,4266.4660,-4370.0672,-3353.4312,-3487.5995,2607.4846,5192.2684,-5960.2624,4929.1290,-2895.2933,844.8424,4835.1811,2931.0665,5544.6525,4125.4926,0.0000,-4736.3222,1187.5429,-6817.0624,4491.2150,3982.3385,-3545.7846,3231.6485,-5896.4282,5113.3016,234.7858,-5633.3284,3838.2950,-20.0739,-3631.3085,4877.9825,4914.2388,1618.9046,-530.5592,2895.9809,976.1556,-4493.8576,-339.4872,4540.8985,297.1555,527.5189,3088.0865,3003.4507,-5339.0719,-5251.7254,-4159.8296,4629.9170,380.5881,-5291.3966,-4273.9819,6820.2026,6600.2735,-5145.7011,6153.4251,-3296.7801,2704.0215,2612.8619,4463.0816,-467.0649,3706.6321,-2211.7220,-104.8429,-4169.2767,-6787.5727,-1099.0149,-2743.3397,-4709.0846,3355.3375,6796.8514,-3105.2382,2224.9542,4536.4971,342.6677,-6306.7729,-6794.1805,-6112.6797,-1769.3583,-2831.0599,5624.0918,6736.9524,388.5667,-4826.0550,-258.7626,4568.2780,-2217.1838,1297.0754,4270.8691,3886.5916,3478.9071,-3205.1201,4616.4631,-4747.2828,4049.5090,-340112.8286,-351816.9472,-343107.2568,-348858.7989,-353571.8703,-346417.8638,-351209.4029,-350005.4242,24014797.1366,23997832.0062,24001117.6796,24024957.5790,-348527.9882,24013803.3994,-3561.4675,2956.8505,-5178.3729,-2828.3392,-771.1863,5517.8968,-3742.7046,-6076.0185,-5356.0174,-5335.6568,1699.5144,-3738.0664,4513.5579,-634.3158,1315.7867,-4527.7048,5022.8132,4174.8284,-4409.4335,5179.5458,2189.4600,-5518.5002,0.0000,-3913.5111,3190.7990,941.6268,-3179.6407,-3723.9207,-4883.8773,3639.9125,2403.9373,3230.5443,3082.1883,3390.2905,526.7508,-5277.9500,-1602.9561,-3138.7320,262.4003,4661.2539,-1335.4149,5416.0253,5454.9835,5021.1459,2.3225,-597.0181,5281.9102,3048.4806,-560.3233,-3649.3538,-406.4019,2417.1494,-4404.5215,5060.4805,-1224.3806,-3855.2366,-180.8034,-1015.7993,-1088.8163,-4474.1653,1932.5907,-1460.4702,3443.7968,1479.1836,-5051.4858,5278.2055,-5242.2867,4907.0399,2816.7151,4048.1202,-476.4943,-3169.1590,2639.8737,2282.9017,6016.1997,-760.2550,-5505.0492,4710.6385,3930.7078,4901.8824,309.5382,-724.0098,2887.0497,4654.5964,-4095.5760,1552.1250,-1156.9207,-3700.0096,-4298.7522,-5313.5801,-4891.7039,4109.3250,3104.7612,2430.3655,-5331.1019,5982.1421,5510.3205,-4249.5177,-4985.4672,5412.8546,-132676.8097,-134686.4119,-133600.7446,-136898.0381,-129849.2032,-134187.0715,-145078.2075,-135560.6533,7208371.9178,7232712.1331,7234889.1541,7214496.8294,-135869.0451,7216729.8589,
