sl_100_5400_20290905 Coordinates.csv
2029/09/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:44 2024,
Start: 2029/09/05 07:47:00.00, Stop: 2029/09/05 09:17:00.00,
TIME_UNITS,STARLINK-30884 - X-Coordinate,STARLINK-6202 - X-Coordinate,STARLINK-31172 - X-Coordinate,STARLINK-3239 - X-Coordinate,STARLINK-5445 - X-Coordinate,STARLINK-31822 - X-Coordinate,STARLINK-5494 - X-Coordinate,STARLINK-3777 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-2515 - X-Coordinate,STARLINK-4716 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-31131 - X-Coordinate,STARLINK-30158 - X-Coordinate,STARLINK-5809 - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-1312 - X-Coordinate,STARLINK-31721 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-30493 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-32152 - X-Coordinate,STARLINK-6073 - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-30213 - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-1834 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-30414 - X-Coordinate,STARLINK-3749 - X-Coordinate,STARLINK-11193 [DTC] - X-Coordinate,STARLINK-4730 - X-Coordinate,STARLINK-30515 - X-Coordinate,STARLINK-5357 - X-Coordinate,STARLINK-31622 - X-Coordinate,STARLINK-2100 - X-Coordinate,STARLINK-4001 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-5256 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-30582 - X-Coordinate,STARLINK-3050 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-31883 - X-Coordinate,STARLINK-6220 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-1708 - X-Coordinate,STARLINK-3393 - X-Coordinate,STARLINK-30812 - X-Coordinate,STARLINK-1021 - X-Coordinate,STARLINK-31802 - X-Coordinate,STARLINK-5065 - X-Coordinate,STARLINK-5397 - X-Coordinate,STARLINK-4087 - X-Coordinate,STARLINK-2531 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-4632 - X-Coordinate,STARLINK-5485 - X-Coordinate,STARLINK-31071 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-5666 - X-Coordinate,STARLINK-31733 - X-Coordinate,STARLINK-1845 - X-Coordinate,STARLINK-31994 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-3682 - X-Coordinate,STARLINK-1500 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-31439 - X-Coordinate,STARLINK-4167 - X-Coordinate,STARLINK-31937 - X-Coordinate,STARLINK-31934 - X-Coordinate,STARLINK-31410 - X-Coordinate,STARLINK-30285 - X-Coordinate,STARLINK-30959 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-31539 - X-Coordinate,STARLINK-30497 - X-Coordinate,STARLINK-30545 - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-2751 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-30116 - X-Coordinate,STARLINK-4794 - X-Coordinate,STARLINK-31520 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-31466 - X-Coordinate,STARLINK-30904 - X-Coordinate,STARLINK-4623 - X-Coordinate,STARLINK-1366 - X-Coordinate,STARLINK-30154 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-4005 - X-Coordinate,STARLINK-32009 - X-Coordinate,STARLINK-6290 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-30374 - X-Coordinate,STARLINK-4269 - X-Coordinate,STARLINK-5237 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-6202 - Y-Coordinate,STARLINK-31172 - Y-Coordinate,STARLINK-3239 - Y-Coordinate,STARLINK-5445 - Y-Coordinate,STARLINK-31822 - Y-Coordinate,STARLINK-5494 - Y-Coordinate,STARLINK-3777 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-2515 - Y-Coordinate,STARLINK-4716 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-31131 - Y-Coordinate,STARLINK-30158 - Y-Coordinate,STARLINK-5809 - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-1312 - Y-Coordinate,STARLINK-31721 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-30493 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-32152 - Y-Coordinate,STARLINK-6073 - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-30213 - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-1834 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-30414 - Y-Coordinate,STARLINK-3749 - Y-Coordinate,STARLINK-11193 [DTC] - Y-Coordinate,STARLINK-4730 - Y-Coordinate,STARLINK-30515 - Y-Coordinate,STARLINK-5357 - Y-Coordinate,STARLINK-31622 - Y-Coordinate,STARLINK-2100 - Y-Coordinate,STARLINK-4001 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-5256 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-30582 - Y-Coordinate,STARLINK-3050 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-31883 - Y-Coordinate,STARLINK-6220 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-1708 - Y-Coordinate,STARLINK-3393 - Y-Coordinate,STARLINK-30812 - Y-Coordinate,STARLINK-1021 - Y-Coordinate,STARLINK-31802 - Y-Coordinate,STARLINK-5065 - Y-Coordinate,STARLINK-5397 - Y-Coordinate,STARLINK-4087 - Y-Coordinate,STARLINK-2531 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-4632 - Y-Coordinate,STARLINK-5485 - Y-Coordinate,STARLINK-31071 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-5666 - Y-Coordinate,STARLINK-31733 - Y-Coordinate,STARLINK-1845 - Y-Coordinate,STARLINK-31994 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-3682 - Y-Coordinate,STARLINK-1500 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-31439 - Y-Coordinate,STARLINK-4167 - Y-Coordinate,STARLINK-31937 - Y-Coordinate,STARLINK-31934 - Y-Coordinate,STARLINK-31410 - Y-Coordinate,STARLINK-30285 - Y-Coordinate,STARLINK-30959 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-31539 - Y-Coordinate,STARLINK-30497 - Y-Coordinate,STARLINK-30545 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-2751 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-30116 - Y-Coordinate,STARLINK-4794 - Y-Coordinate,STARLINK-31520 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-31466 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,STARLINK-4623 - Y-Coordinate,STARLINK-1366 - Y-Coordinate,STARLINK-30154 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-4005 - Y-Coordinate,STARLINK-32009 - Y-Coordinate,STARLINK-6290 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-30374 - Y-Coordinate,STARLINK-4269 - Y-Coordinate,STARLINK-5237 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-6202 - Z-Coordinate,STARLINK-31172 - Z-Coordinate,STARLINK-3239 - Z-Coordinate,STARLINK-5445 - Z-Coordinate,STARLINK-31822 - Z-Coordinate,STARLINK-5494 - Z-Coordinate,STARLINK-3777 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-2515 - Z-Coordinate,STARLINK-4716 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-31131 - Z-Coordinate,STARLINK-30158 - Z-Coordinate,STARLINK-5809 - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-1312 - Z-Coordinate,STARLINK-31721 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-30493 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-32152 - Z-Coordinate,STARLINK-6073 - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-30213 - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-1834 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-30414 - Z-Coordinate,STARLINK-3749 - Z-Coordinate,STARLINK-11193 [DTC] - Z-Coordinate,STARLINK-4730 - Z-Coordinate,STARLINK-30515 - Z-Coordinate,STARLINK-5357 - Z-Coordinate,STARLINK-31622 - Z-Coordinate,STARLINK-2100 - Z-Coordinate,STARLINK-4001 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-5256 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-30582 - Z-Coordinate,STARLINK-3050 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-31883 - Z-Coordinate,STARLINK-6220 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-1708 - Z-Coordinate,STARLINK-3393 - Z-Coordinate,STARLINK-30812 - Z-Coordinate,STARLINK-1021 - Z-Coordinate,STARLINK-31802 - Z-Coordinate,STARLINK-5065 - Z-Coordinate,STARLINK-5397 - Z-Coordinate,STARLINK-4087 - Z-Coordinate,STARLINK-2531 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-4632 - Z-Coordinate,STARLINK-5485 - Z-Coordinate,STARLINK-31071 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-5666 - Z-Coordinate,STARLINK-31733 - Z-Coordinate,STARLINK-1845 - Z-Coordinate,STARLINK-31994 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-3682 - Z-Coordinate,STARLINK-1500 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-31439 - Z-Coordinate,STARLINK-4167 - Z-Coordinate,STARLINK-31937 - Z-Coordinate,STARLINK-31934 - Z-Coordinate,STARLINK-31410 - Z-Coordinate,STARLINK-30285 - Z-Coordinate,STARLINK-30959 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-31539 - Z-Coordinate,STARLINK-30497 - Z-Coordinate,STARLINK-30545 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-2751 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-30116 - Z-Coordinate,STARLINK-4794 - Z-Coordinate,STARLINK-31520 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-31466 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,STARLINK-4623 - Z-Coordinate,STARLINK-1366 - Z-Coordinate,STARLINK-30154 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-4005 - Z-Coordinate,STARLINK-32009 - Z-Coordinate,STARLINK-6290 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-30374 - Z-Coordinate,STARLINK-4269 - Z-Coordinate,STARLINK-5237 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3029.6807,-3758.7274,0.0000,-3460.9678,-253.6290,-3669.8224,2608.9839,-3118.8652,780.1217,2416.9615,980.6566,180.3792,-4425.3162,266.4729,-6673.6367,-1606.9610,225.9168,-6495.4559,2985.5531,1287.7523,-2450.7519,-1683.8456,1913.8644,-330.0564,-5346.9173,-1283.3651,2637.0939,5291.0409,4790.1487,2224.6651,0.0000,-4982.9503,429.2532,-5517.5929,2260.6170,-3137.9584,2557.1430,-5864.3703,1441.7954,6893.3533,-6219.2264,-6057.0087,-3553.4033,1166.2515,-667.5873,492.1982,-2684.2920,502.5425,-4409.8170,-200.6755,-6375.5950,-3192.1959,-838.1761,-4628.1066,-1208.5625,-4963.9407,3524.6250,3366.3386,5110.0520,320.4251,6737.9324,-2889.6691,-2578.6657,4061.1725,1025.2187,-1670.7323,333.1311,5285.6297,4799.8942,-6711.5250,-3569.9225,-2498.1746,-5130.5731,-4876.4525,2383.7064,-4242.0096,-5.7182,6156.6037,4983.1592,-6045.9735,3190.0619,-2992.7937,5391.7346,-5218.7651,4194.8624,-431.2396,-5177.0974,-4704.4508,-5051.6074,-1657.0531,1308.9160,5812.7249,3659.6385,1603.9551,367.4755,-1005.4171,-5240.6113,-3202.2381,3838.6139,-1700.7753,-344285.6290,-325521.2435,-339497.7955,-336470.1206,-328252.2481,-330359.1827,-335237.7094,-335402.1104,124008095.0003,123992192.9066,123978175.4506,123988238.3532,-335105.7725,123990234.1743,6190.6029,-3631.9950,0.0000,-2578.4220,-6853.8247,4068.2924,6222.6166,2753.7652,-4187.0063,4082.9685,-4036.5708,6017.1269,-4815.4866,-5588.5722,-1771.9797,6328.0597,4334.0750,921.9307,4227.9648,-5487.9287,4153.7701,4118.5118,1444.6629,2396.2795,-2220.7733,4072.3448,-3481.2262,2607.7744,4307.3325,4068.1317,0.0000,3972.0746,-6489.7757,-3782.6897,-6237.0016,-2834.9418,4069.6431,-613.3860,6216.2490,-611.6012,1352.1041,2788.7338,-3639.6538,6730.9516,3419.7178,1352.6477,-3195.8862,-4593.4553,-5028.7129,-4902.1766,-282.3762,-4005.6072,6127.2121,4277.6156,5103.1144,54.2340,-5579.6186,-4549.2697,-3029.3663,5369.0324,-938.9372,5277.3839,4363.7194,1771.0977,-2520.5407,-6630.9459,6639.5754,-1888.7563,-2294.4350,-1537.4293,-4119.5662,-5733.6870,-2406.8647,1831.2984,-4458.3909,497.0017,-5064.6337,-1913.7302,-4373.2049,1259.8668,-2733.1244,1408.3030,1457.8408,2517.8211,539.1428,4092.9880,206.4837,4471.2201,4534.1944,2055.9551,-4387.5333,459.7821,3517.1455,3884.1929,6389.2222,5536.3699,-2729.2668,-4566.7322,-1697.4487,6049.7103,122323.6348,149244.9718,130513.0732,129055.6509,131390.7848,132552.4445,137895.8334,133104.9363,186158083.5859,186166586.6834,186146905.6468,186161961.5225,134258.2206,186154756.4793,-172.1071,4552.6158,0.0000,-5410.2817,-724.6432,4078.1131,1657.5838,5449.0974,-5425.2884,-4909.4756,5521.0553,-3160.8160,1998.8002,-4085.5303,-924.4899,2348.3248,-5108.8926,-1844.7417,-4296.0581,3863.7204,4890.2151,5155.8039,-6523.6959,6498.9264,-3769.2322,5341.3650,5243.1098,3555.7738,-2279.9684,5107.5196,0.0000,-2699.0341,-2289.0985,-1684.5715,1569.0075,5416.6889,-4952.1865,3521.1001,-2643.2962,-575.2981,2778.6992,1999.4172,4697.8585,-213.6546,5995.4622,-6792.5173,-5503.1684,5064.7642,1472.9083,-4835.6254,2402.3113,-4710.5174,3146.8971,2744.8982,4425.1582,-4713.6370,1837.8382,3995.0717,-3422.5580,4340.2604,-1062.3930,3184.1190,4435.3918,5249.9744,6385.8046,667.8609,-1826.1354,4061.9868,4257.2166,-610.7307,-4116.2731,2622.6901,-3770.8238,4350.1920,4706.4705,-5323.9151,-4553.9749,-2552.8551,-2056.7694,-2940.0618,-5485.6627,-6076.2888,4083.2202,-3527.1601,5332.6204,-5456.5840,-4589.4803,-2032.1976,-1170.4931,6405.8743,4812.2813,-3788.8667,-4730.6222,5459.7872,-2434.4172,4030.6836,-3573.0212,-4098.6588,-5408.6190,-2838.1651,116394.4660,112526.1001,114995.3355,114017.2142,118585.3112,110715.4623,104273.2607,114268.2665,-73312979.7226,-73280192.9266,-73306830.3305,-73312818.7181,112894.6019,-73303636.1778,
300.000,-1553.5660,-4772.0775,0.0000,-4158.3510,-1448.9335,-2434.5318,2888.9607,-1791.7504,-1212.6319,3494.9091,-1182.5107,1575.8412,-5088.8918,-1689.5558,-6232.9886,-106.6039,2206.5098,-6337.3213,4692.6201,-472.4160,-335.1921,492.0543,2945.7075,1737.3335,-5255.0796,905.8401,1272.3505,6407.3587,4991.0295,4138.3548,0.0000,-3389.7948,-1230.5647,-6414.8194,808.4546,-4138.6048,4405.9621,-6545.7386,2521.2479,6657.8577,-6105.8184,-6028.5373,-5008.9925,2303.5985,1084.9546,-1456.6050,-4098.2593,-1309.7455,-4870.6932,-1962.2190,-6622.8275,-2955.0962,798.8020,-2981.6696,686.9934,-5573.9188,4034.8122,1345.0018,4482.2761,2275.9772,5966.0544,-923.5667,-509.1109,4105.2471,-368.7048,-2717.7852,1585.9206,3868.3572,3259.7852,-6796.5148,-5217.3078,-3690.6492,-5136.8207,-4905.9225,373.3268,-3327.9557,-2120.2978,5868.9913,4033.2439,-6171.7013,1469.9608,-1392.2965,5106.0779,-5077.1822,3815.3693,1722.2263,-5178.1846,-3687.1957,-3978.5338,-662.7824,-321.5357,6281.3414,4975.2752,3367.3209,1676.6580,1019.6314,-4929.2864,-4930.3575,3166.0067,-123.8660,-346768.7865,-328516.4091,-342329.3061,-339268.3281,-330971.9612,-333187.3897,-337950.9064,-338448.2302,119914785.3024,119898887.7171,119885170.2122,119894415.5601,-337865.0302,119897011.3299,6575.0200,-1736.2067,0.0000,-520.5245,-6651.1328,5573.9180,5190.7430,4415.2861,-4806.3775,2244.5684,-4226.1726,6437.4679,-3183.0559,-4866.8118,-1001.3927,6880.8290,3380.1377,2480.9394,3806.9049,-4715.9125,4173.6748,4055.2510,-491.1541,3009.5579,-184.6345,4050.9932,-5009.4964,1567.7779,2727.5889,3643.3194,0.0000,4410.4616,-5812.9279,-2528.4006,-6770.3878,-892.1641,3616.6727,747.9954,4975.4727,-1211.9371,3003.6872,3485.2074,-2098.8163,6231.1629,2164.9200,170.0612,-1548.4400,-5344.6948,-3659.9359,-3761.1646,1324.5394,-2169.7810,6644.1606,4593.3041,4374.4250,1800.7042,-5525.8814,-5006.3702,-4701.6257,4526.2461,-2368.7563,5336.2886,4247.2347,-401.0053,-4058.6882,-5827.0354,6707.2472,-3415.0779,-3786.5597,-327.4706,-3064.5515,-4284.7863,-339.7621,3588.7543,-5222.8048,2486.2314,-4553.9133,-3512.6034,-5618.8483,2663.5189,-4063.6245,-62.6994,-611.4535,4051.1506,-1623.8507,4230.6326,2277.4975,5688.0594,5608.6296,3900.3755,-5471.7397,-1320.3515,1831.8102,2598.6313,6601.6717,5062.6572,-919.6778,-3720.5184,-3694.0518,5450.6391,114923.4510,142389.2424,123549.1277,122138.7377,124318.2567,125517.1937,130774.9823,125824.1663,188822498.4316,188831428.1094,188810844.5128,188826151.1338,127177.3169,188819181.9724,1364.9251,4717.9342,0.0000,-5507.6001,1093.9060,3109.9512,3598.4098,4930.8711,-4795.3352,-5419.0815,5337.1830,-1511.6341,3273.1937,-4632.0353,-2950.0427,900.2986,-5351.9793,-330.4462,-2953.4307,4921.0275,5443.3680,5448.7535,-6275.3098,6002.8953,-4481.4534,5434.0566,4457.2767,1990.5027,-3789.0996,4148.7381,0.0000,-4118.5760,-3499.8002,-165.9784,34.7676,5412.8287,-3888.7755,1947.7351,-4075.4361,1546.0433,1397.7833,-101.2407,4296.6094,1597.4322,6497.4743,-6786.8266,-5339.7847,4092.5830,3123.4084,-5428.0359,952.5452,-5914.7357,1841.6312,4151.2602,5239.7763,-3541.4612,-407.0503,4594.1755,-2189.8669,4700.4153,-2494.3686,4122.1602,5200.6142,5493.7077,5621.6275,2415.2732,-37.0561,4622.5085,4632.2326,1204.2255,-3168.2903,3740.5549,-4453.8825,3023.0758,4505.3349,-5415.9513,-4599.0840,-1132.8726,-574.3726,-1258.3119,-5391.3812,-6776.9484,4627.4308,-1951.6463,5397.3922,-5084.0342,-3987.7868,-534.4384,374.5566,5690.8109,3755.4291,-2672.5106,-4475.2150,5420.3739,-687.7051,4607.3943,-4748.1006,-3122.3086,-4816.0486,-4223.0720,116305.8806,112406.7271,114954.5888,113748.3761,118531.1907,110899.7992,104108.6366,113852.6392,-73316631.4536,-73283662.0742,-73309782.9220,-73316514.5384,112801.5532,-73307120.0094,
600.000,87.9152,-5365.2650,0.0000,-4503.6768,-2511.0656,-982.6040,2920.8223,-331.8265,-3057.1183,4270.4299,-3218.7075,2789.8101,-5267.7218,-3507.1092,-5176.7533,1395.4041,3977.6104,-5531.7795,5880.5601,-2223.8172,1823.9354,2623.6044,3750.7993,3599.3209,-4689.8399,3003.7298,-177.7543,6878.2281,4714.6873,5632.1513,0.0000,-1445.6177,-2799.4367,-6679.3420,-725.8994,-4775.4693,5807.1890,-6569.4849,3395.3029,5741.0318,-5412.5978,-5390.1381,-6002.4301,3221.1237,2781.0933,-3198.2046,-5147.6427,-2956.7317,-4862.9298,-3569.1446,-6197.6295,-2494.2330,2342.3933,-1014.9370,2547.9954,-5640.7905,4084.9703,-809.0373,3424.3496,4033.5777,4605.2565,1154.6917,1633.0552,3796.5640,-1664.5083,-3516.0206,2678.7986,2100.2595,1413.2237,-6205.4778,-6337.4228,-4537.4967,-4659.1499,-4448.6959,-1653.9499,-2126.6518,-4029.3037,5019.5282,2698.2479,-5668.8036,-357.0364,418.8875,4364.9996,-4416.7801,3100.0938,3687.4363,-4712.3985,-2294.7035,-2508.6414,329.1118,-1878.7692,6162.7442,5841.1950,4828.1421,2806.0989,2966.6192,-4170.9045,-6176.2549,2224.0808,1503.9866,-349091.7618,-331367.9836,-345010.0157,-341920.8808,-333542.8363,-335879.5305,-340512.7925,-341295.0295,115764242.3041,115748330.5352,115734960.2242,115743374.1763,-340474.6891,115746554.1692,6316.1291,308.6700,0.0000,1569.9728,-5778.5817,6519.5138,3617.4540,5654.1052,-4992.0613,197.8817,-4055.3814,6188.9952,-1216.5858,-3710.3108,-93.2215,6769.7119,2112.9227,3783.0523,3006.4316,-3498.5075,3832.3155,3633.1750,-2335.1379,3390.7047,1885.6970,3676.3509,-6042.5737,392.7161,843.9207,2900.9314,0.0000,4455.8437,-4579.4600,-1026.4041,-6612.1995,1111.8122,2845.4866,2012.2402,3243.6376,-1709.0872,4355.3701,3830.5004,-388.1164,5084.2678,756.7307,-1111.1507,210.9957,-5585.7145,-1897.4305,-2287.7910,2787.4419,-91.4585,6526.6144,4487.5811,3249.6150,3333.6780,-4851.6495,-5022.3995,-5893.7651,3280.1309,-3588.4424,4885.3149,3732.3727,-2535.2462,-5227.7562,-4426.6131,6100.1153,-4648.0914,-4929.8395,928.7228,-1729.7237,-2394.3908,1775.7433,4949.6218,-5515.4813,4245.8570,-3621.9517,-4762.7431,-6318.6719,3780.2921,-5036.8174,-1452.4072,-2637.9541,5142.1905,-3629.0666,3990.5315,4115.6714,6316.4300,6130.0470,5374.8378,-5967.6607,-2953.6485,0.3327,1103.1842,6138.2459,4136.0908,1012.0469,-2542.1123,-5319.2108,4334.0686,107474.4763,135472.4825,116530.5413,115175.7583,117190.9106,118426.0435,123599.3216,118574.6935,191396920.7617,191406280.0539,191384810.7982,191400313.7368,120039.7348,191393618.6408,2753.2194,4379.1049,0.0000,-5014.3069,2793.3223,1794.1543,5156.5426,3868.7670,-3645.3585,-5323.8206,4578.1516,309.1141,4182.6565,-4682.7450,-4664.7633,-643.8662,-4964.9210,1221.1017,-1265.0154,5429.6588,5399.2659,5128.7718,-5363.1034,4867.9241,-4709.9966,4922.8713,3172.6637,208.1590,-4875.5460,2740.3196,0.0000,-5095.8008,-4330.2543,1370.6481,-1503.4026,4816.1670,-2403.8459,160.1185,-5067.3608,3502.4350,-131.9533,-2191.2389,3434.7169,3229.8765,6307.8674,-6061.9531,-4600.2711,2668.6683,4427.0842,-5430.3645,-604.3353,-6495.3349,339.8375,5102.1959,5477.5092,-1975.9889,-2606.8963,4701.2686,-714.7603,4553.8421,-3654.0505,4594.8093,5361.1913,5135.1614,4260.5931,3896.8772,1756.0313,4688.2360,4486.2829,2888.9254,-1865.9895,4431.1689,-4634.5884,1351.6837,3817.6918,-4902.8993,-4126.3211,408.4113,969.3301,563.7663,-4716.0612,-6751.8300,4674.2474,-153.1734,4853.9848,-4145.3936,-2957.7138,1023.9493,1878.6610,4368.3562,2243.9980,-1272.5934,-3742.7739,4791.9448,1135.4613,4689.4518,-5410.1824,-1810.2443,-3689.5881,-5149.5833,116216.8077,112287.3088,114909.6672,113476.6863,118473.9583,111089.6402,103948.5428,113359.2913,-73320278.8424,-73287136.0239,-73312732.2583,-73320189.2828,112708.4288,-73310603.7996,
