sl_100_86400_20270717 Coordinates.csv
2027/07/17 07:47:00.0000 UTC

Generated: Tue Oct  8 16:26:44 2024,
Start: 2027/07/17 07:47:00.00, Stop: 2027/07/18 07:47:00.00,
TIME_UNITS,STARLINK-1987 - X-Coordinate,STARLINK-2581 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-31259 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-5334 - X-Coordinate,STARLINK-4172 - X-Coordinate,STARLINK-1474 - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-4007 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-1681 - X-Coordinate,STARLINK-4383 - X-Coordinate,STARLINK-5475 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-31676 - X-Coordinate,STARLINK-2105 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-31619 - X-Coordinate,STARLINK-3580 - X-Coordinate,STARLINK-31127 - X-Coordinate,STARLINK-30122 - X-Coordinate,STARLINK-5894 - X-Coordinate,STARLINK-11207 [DTC] - X-Coordinate,STARLINK-2380 - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-6035 - X-Coordinate,STARLINK-31657 - X-Coordinate,STARLINK-3234 - X-Coordinate,STARLINK-5101 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-3830 - X-Coordinate,STARLINK-31141 - X-Coordinate,STARLINK-2127 - X-Coordinate,STARLINK-1690 - X-Coordinate,STARLINK-2722 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-31761 - X-Coordinate,STARLINK-6143 - X-Coordinate,STARLINK-2211 - X-Coordinate,STARLINK-2755 - X-Coordinate,STARLINK-4002 - X-Coordinate,STARLINK-3718 - X-Coordinate,STARLINK-31053 - X-Coordinate,STARLINK-3688 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-5060 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-2514 - X-Coordinate,STARLINK-5384 - X-Coordinate,STARLINK-5061 - X-Coordinate,STARLINK-30070 - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-4501 - X-Coordinate,STARLINK-1925 - X-Coordinate,STARLINK-31164 - X-Coordinate,STARLINK-30880 - X-Coordinate,STARLINK-1292 - X-Coordinate,STARLINK-30873 - X-Coordinate,STARLINK-30931 - X-Coordinate,STARLINK-4278 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-31976 - X-Coordinate,STARLINK-1138 - X-Coordinate,STARLINK-3953 - X-Coordinate,STARLINK-3826 - X-Coordinate,STARLINK-4034 - X-Coordinate,STARLINK-5575 - X-Coordinate,STARLINK-31597 - X-Coordinate,STARLINK-5341 - X-Coordinate,STARLINK-5125 - X-Coordinate,STARLINK-5616 - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-1009 - X-Coordinate,STARLINK-30509 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-30443 - X-Coordinate,STARLINK-31599 - X-Coordinate,STARLINK-3269 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-31176 - X-Coordinate,STARLINK-1587 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-30119 - X-Coordinate,STARLINK-3541 - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-30562 - X-Coordinate,STARLINK-30515 - X-Coordinate,STARLINK-4302 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-3959 - X-Coordinate,STARLINK-31947 - X-Coordinate,STARLINK-5185 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1987 - Y-Coordinate,STARLINK-2581 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-31259 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-5334 - Y-Coordinate,STARLINK-4172 - Y-Coordinate,STARLINK-1474 - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-4007 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-1681 - Y-Coordinate,STARLINK-4383 - Y-Coordinate,STARLINK-5475 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-31676 - Y-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-31619 - Y-Coordinate,STARLINK-3580 - Y-Coordinate,STARLINK-31127 - Y-Coordinate,STARLINK-30122 - Y-Coordinate,STARLINK-5894 - Y-Coordinate,STARLINK-11207 [DTC] - Y-Coordinate,STARLINK-2380 - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-6035 - Y-Coordinate,STARLINK-31657 - Y-Coordinate,STARLINK-3234 - Y-Coordinate,STARLINK-5101 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-3830 - Y-Coordinate,STARLINK-31141 - Y-Coordinate,STARLINK-2127 - Y-Coordinate,STARLINK-1690 - Y-Coordinate,STARLINK-2722 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-31761 - Y-Coordinate,STARLINK-6143 - Y-Coordinate,STARLINK-2211 - Y-Coordinate,STARLINK-2755 - Y-Coordinate,STARLINK-4002 - Y-Coordinate,STARLINK-3718 - Y-Coordinate,STARLINK-31053 - Y-Coordinate,STARLINK-3688 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-5060 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-2514 - Y-Coordinate,STARLINK-5384 - Y-Coordinate,STARLINK-5061 - Y-Coordinate,STARLINK-30070 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-4501 - Y-Coordinate,STARLINK-1925 - Y-Coordinate,STARLINK-31164 - Y-Coordinate,STARLINK-30880 - Y-Coordinate,STARLINK-1292 - Y-Coordinate,STARLINK-30873 - Y-Coordinate,STARLINK-30931 - Y-Coordinate,STARLINK-4278 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-31976 - Y-Coordinate,STARLINK-1138 - Y-Coordinate,STARLINK-3953 - Y-Coordinate,STARLINK-3826 - Y-Coordinate,STARLINK-4034 - Y-Coordinate,STARLINK-5575 - Y-Coordinate,STARLINK-31597 - Y-Coordinate,STARLINK-5341 - Y-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-5616 - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-1009 - Y-Coordinate,STARLINK-30509 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-30443 - Y-Coordinate,STARLINK-31599 - Y-Coordinate,STARLINK-3269 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-31176 - Y-Coordinate,STARLINK-1587 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-30119 - Y-Coordinate,STARLINK-3541 - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-30562 - Y-Coordinate,STARLINK-30515 - Y-Coordinate,STARLINK-4302 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-31947 - Y-Coordinate,STARLINK-5185 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1987 - Z-Coordinate,STARLINK-2581 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-31259 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-5334 - Z-Coordinate,STARLINK-4172 - Z-Coordinate,STARLINK-1474 - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-4007 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-1681 - Z-Coordinate,STARLINK-4383 - Z-Coordinate,STARLINK-5475 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-31676 - Z-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-31619 - Z-Coordinate,STARLINK-3580 - Z-Coordinate,STARLINK-31127 - Z-Coordinate,STARLINK-30122 - Z-Coordinate,STARLINK-5894 - Z-Coordinate,STARLINK-11207 [DTC] - Z-Coordinate,STARLINK-2380 - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-6035 - Z-Coordinate,STARLINK-31657 - Z-Coordinate,STARLINK-3234 - Z-Coordinate,STARLINK-5101 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-3830 - Z-Coordinate,STARLINK-31141 - Z-Coordinate,STARLINK-2127 - Z-Coordinate,STARLINK-1690 - Z-Coordinate,STARLINK-2722 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-31761 - Z-Coordinate,STARLINK-6143 - Z-Coordinate,STARLINK-2211 - Z-Coordinate,STARLINK-2755 - Z-Coordinate,STARLINK-4002 - Z-Coordinate,STARLINK-3718 - Z-Coordinate,STARLINK-31053 - Z-Coordinate,STARLINK-3688 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-5060 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-2514 - Z-Coordinate,STARLINK-5384 - Z-Coordinate,STARLINK-5061 - Z-Coordinate,STARLINK-30070 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-4501 - Z-Coordinate,STARLINK-1925 - Z-Coordinate,STARLINK-31164 - Z-Coordinate,STARLINK-30880 - Z-Coordinate,STARLINK-1292 - Z-Coordinate,STARLINK-30873 - Z-Coordinate,STARLINK-30931 - Z-Coordinate,STARLINK-4278 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-31976 - Z-Coordinate,STARLINK-1138 - Z-Coordinate,STARLINK-3953 - Z-Coordinate,STARLINK-3826 - Z-Coordinate,STARLINK-4034 - Z-Coordinate,STARLINK-5575 - Z-Coordinate,STARLINK-31597 - Z-Coordinate,STARLINK-5341 - Z-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-5616 - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-1009 - Z-Coordinate,STARLINK-30509 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-30443 - Z-Coordinate,STARLINK-31599 - Z-Coordinate,STARLINK-3269 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-31176 - Z-Coordinate,STARLINK-1587 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-30119 - Z-Coordinate,STARLINK-3541 - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-30562 - Z-Coordinate,STARLINK-30515 - Z-Coordinate,STARLINK-4302 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-31947 - Z-Coordinate,STARLINK-5185 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3136.3196,-2566.0720,3634.7223,4917.0177,2918.7499,4760.0444,-6921.8976,5075.9628,3897.5579,-4362.5721,4107.2536,6117.9782,-3781.5381,-1211.6293,4557.0905,-715.7176,4209.4458,1654.5153,-3647.1352,-5688.8145,-3062.2997,-799.6423,3331.1344,-1424.7958,-2803.0603,-1745.8445,4572.5782,4773.0829,-2804.9430,-2766.7125,5214.9809,3586.9014,5258.4963,-1698.0325,-5005.4281,-1311.7527,6482.9036,-1298.5073,828.7171,-2360.2358,0.0000,-4559.1599,6635.4828,0.0000,-5092.0704,3180.0023,-105.3039,-367.3372,-4970.8015,-1633.8578,4818.4654,2559.5671,4263.7922,-5402.6560,5341.8291,-1342.1104,-3153.1654,-729.8213,-3870.4701,2501.0001,-3825.2924,922.5912,-4296.4922,113.4408,-3857.8630,6286.9497,4265.5543,2430.4403,-4815.2806,2974.7373,-4632.8746,-2839.8693,5861.0092,4007.1438,3320.6668,-2989.1391,-1912.8992,1296.9090,-4269.9369,-2448.5335,-976.3839,-6208.4683,-160.7295,-1897.8006,6091.7768,2384.5639,-3362.6896,-144.1968,3753.1744,-5265.2004,2177.0519,-2269.2946,-2716.0999,-3691.0420,489.9700,926.6565,2005.8187,897.3288,-3174.3216,-6452.4301,220400.6876,256451.8670,232194.6333,231734.9873,239732.0341,237849.5117,239106.7750,236254.4685,160270202.0641,160299781.7287,160246946.6041,160248302.3662,236772.5251,160254619.0742,-3158.5775,-4052.4121,4518.4127,-2505.3065,-4145.0544,2028.2894,275.6330,-3526.0246,5724.3642,3596.1954,2076.2104,-2371.6952,-1473.5415,-6805.0607,-1829.3903,4459.9375,5441.1210,6579.7000,5427.6261,-875.8604,6161.4494,2601.1864,-3592.2957,-3918.0555,3795.4173,6139.1463,-2693.4214,3097.4978,6221.1554,-4454.5813,-3192.9100,-1883.3809,3645.8505,-6391.1674,4657.7449,-6656.6894,2215.9778,-6782.2859,5446.4303,-4498.6107,0.0000,181.9491,-1649.4144,0.0000,-1979.9983,-6099.4883,6602.9017,-6245.3581,-4503.0857,6357.4898,-673.4320,2320.6397,-915.7932,3154.8281,4036.7036,-6328.0479,5935.5803,-5140.2758,3250.2725,-3492.3991,-2934.3244,4990.8456,5288.4651,4187.4844,5750.2208,2346.4718,-4018.9943,-416.1451,-1971.8761,-4229.5830,-156.5701,-3920.5253,-2160.4598,3145.1223,-3723.8757,-4203.0559,-6552.4988,-3920.1603,4962.5914,-3442.8721,6348.4540,-1801.3434,6628.0346,5042.8327,-1924.2098,-3546.6756,4169.7943,5032.7814,-4961.2203,-1211.0034,-6537.4474,-4126.1630,-4268.2398,2296.8266,-6697.5001,-816.1058,-4744.5878,-4040.8801,-3867.2216,2153.2741,-274768.9100,-276637.5156,-280960.7012,-279879.9660,-283152.4520,-281901.3992,-273814.4150,-275992.2691,193835368.1272,193829598.9794,193831808.6818,193828263.2390,-276876.6252,193824448.6854,5277.6222,-4782.6836,3787.2460,4026.1850,-4617.5288,4603.1266,476.2231,3073.2918,112.7012,-3799.7617,5030.5019,-2159.2330,-5635.7914,-500.1712,-4795.6274,-5269.1797,-981.8098,-1009.4073,2331.8408,-3627.9686,452.9098,-6373.4856,4546.9751,5494.1673,5031.7501,2698.5673,4483.1810,-3549.5809,-853.6247,4493.4377,-3221.7171,5383.0529,2675.0296,1627.3906,-1030.0775,1427.9415,-513.7379,-562.6566,-4020.9005,4665.4111,0.0000,-5194.3070,-967.4901,0.0000,-4275.4690,462.8394,2073.2260,2810.3465,1660.8744,-2008.7388,-4901.3661,-6008.9755,-5406.8615,2980.3713,-1636.2658,2469.3717,-1662.8997,-4575.9726,-4766.3569,-5421.4446,-4705.7683,4726.1552,-1306.4751,5481.4501,-373.0707,-1749.1751,-3663.7060,-6480.3502,-4396.8769,-4589.8552,5031.1379,-4935.5159,-2897.4420,4665.9107,-4647.6031,4643.8889,-1125.6492,5573.9168,2191.0826,-5463.2590,-2578.6443,2093.3891,1976.0506,-4181.6255,-2131.4297,-5397.0701,4386.2809,4469.2869,2878.1105,4317.0101,-518.0958,-5066.3784,4396.7288,-5393.6404,1636.7953,6816.2763,4418.5906,-5513.7112,4642.4791,1181.5395,-172332.6675,-177079.4224,-175832.6425,-172466.9001,-170768.6137,-180768.3431,-184018.8928,-177648.1747,-572904.5245,-596946.0606,-593129.9732,-584141.5809,-176136.4650,-580342.0501,
3600.000,4909.0266,4665.8410,-4120.5383,-1151.6282,1175.7749,-5325.7172,5324.6750,-4422.6299,-4385.5537,3449.8763,-6643.6485,-2902.0987,4775.1787,3215.5028,-714.6130,716.0000,-3186.6930,-3070.8626,3503.4604,6415.6160,981.1970,151.8560,991.7074,5189.8045,1167.7768,-1702.1436,-5792.9912,-3607.8762,775.8493,4263.8931,-4697.0210,-763.3045,-1136.0036,4024.4205,3246.2466,3424.3645,-5725.2113,2634.1018,-4267.8566,4359.0634,0.0000,5587.0951,-5269.7674,0.0000,6717.1520,-1090.3007,-2086.1088,2161.0309,4580.4517,-1292.4047,-1945.7222,2053.8720,-6414.5205,4394.9710,-4664.4559,3720.2581,-97.9906,4506.6721,4951.7842,-17.8055,4083.5786,-4614.2500,2202.7678,-4318.6380,1386.8183,-6653.2652,-191.8463,2724.1578,6457.4542,-1659.8835,2499.1095,4540.8174,-2245.4190,-5839.6257,259.0907,4388.7639,3111.8728,2537.1051,648.1326,5407.5886,-1363.6362,4027.6752,-2635.3093,-1334.1220,-2087.4619,1869.8948,-577.2682,-4088.0420,206.2623,6475.8889,-237.1557,4644.5809,4432.0382,2601.8790,1769.1406,472.1209,2757.1396,3342.1879,6027.6813,5147.2159,281859.9755,317550.5026,293522.6126,294408.4044,302029.3709,300205.1506,300861.5011,299307.4459,104584545.5958,104610055.3921,104555768.2021,104558673.6231,298780.1503,104568715.6430,-871.3164,-615.2244,-526.0872,5137.4583,5748.6661,2002.7058,-2499.6380,5151.7549,-3492.3241,-5824.9292,350.3970,3500.3421,4904.0653,4880.3478,4481.6662,874.7460,-3274.5663,-5070.4334,-5390.2090,-2254.4472,-5706.0020,2928.4625,6062.7651,1878.5855,-6572.6519,-4839.4891,3849.5302,1946.7294,-5863.3804,369.3159,4950.9292,5830.2909,-2447.5744,3255.9434,-5158.9078,4300.3399,-111.5024,4698.8839,-5274.3323,549.7984,0.0000,-3436.7755,2955.6000,0.0000,-780.2208,5687.7726,-4145.6489,6277.7786,1375.7099,-4306.4930,4088.5900,739.1030,2361.3864,-5337.4959,-879.4777,3586.1059,-5388.2743,3415.4838,-4859.4894,6279.4033,-2350.7151,-4070.8432,-6142.5057,-3419.8942,-6031.6006,-139.5182,4133.3322,-1610.8682,-1529.3547,6649.6220,-4082.8545,-169.6435,3589.0600,514.9137,6207.8076,5389.3206,4000.9901,1296.2275,-5159.4488,271.4431,-6692.3902,-1532.9547,-4581.4379,-6610.1060,3595.7060,4965.1093,-5402.0958,-1925.9813,4197.9156,-1842.3580,5844.2843,399.0306,-852.1069,-5768.2757,6346.7007,-4356.8544,4938.1133,4588.3809,509.6861,-3361.4344,-212162.7706,-204483.6073,-211800.9345,-210802.2446,-215312.5013,-213463.7520,-206752.3844,-209376.6091,228782301.5000,228786212.1660,228773821.3514,228767776.8358,-208962.1540,228770281.6202,-4790.4936,4857.6204,-5550.6444,-4366.1829,3531.3929,-3965.3388,-3694.1258,1256.5025,-4073.3174,-738.7533,-1534.2921,5189.5537,1145.1280,3715.6052,5135.7373,6831.6724,5225.7777,-3455.0955,2627.1015,-93.0235,3736.3449,6266.7448,-2656.3834,-4152.3558,-1773.0335,-4667.9372,111.1508,5294.0008,-3514.3135,-5430.2359,-1088.9146,-3310.6127,-6396.1229,-4431.7393,-3266.6122,-4231.9658,-3800.4079,4349.3950,655.5832,-5328.9637,0.0000,2168.4272,-3346.1778,0.0000,1520.0836,3732.0786,-5143.3046,1726.9614,-4992.9003,5173.4470,5202.0043,6566.3474,1181.9537,536.1889,4985.3454,-4618.0253,4335.7145,3973.9915,166.2586,2885.9863,4800.6160,-3222.1200,-2353.0588,-4169.1495,-3130.3602,-1946.7622,5524.5700,6157.3905,1514.9228,886.5117,-4901.0564,5197.5110,5418.9436,-3672.7714,2791.7774,-86.5657,4699.4844,-6340.8013,-4550.2823,4272.7239,-1107.4275,-5263.3368,-4472.4368,989.9967,5285.3332,4372.5527,-4306.9933,-5002.7225,-5426.1451,-1615.7045,-3681.7905,5097.3837,-4969.5449,2803.2836,2087.3642,-5382.2046,-3767.9766,3898.5355,-3181.8791,3138.2790,-171856.9091,-176806.7218,-174242.4734,-174264.1150,-169393.1347,-177140.0953,-184668.3583,-174032.2821,-620237.8283,-643668.6924,-632636.9740,-623044.6339,-175666.7978,-624961.7727,
7200.000,-5689.3293,-5349.7085,4487.0208,-2393.6727,-4111.5944,4802.3480,-2043.2211,1482.3789,4125.7253,-420.1516,5683.8200,-1403.6666,-2176.5483,-4959.3808,-2408.9175,2188.7676,2272.1781,4012.7727,-875.0899,-3812.4880,2473.4841,2843.4510,-4035.5739,-6899.6271,477.1628,5125.5097,4080.0393,1773.0325,2526.0942,-5361.5598,1861.7190,-1477.9584,-2072.1274,-5502.6361,512.2284,-5262.3013,2754.4016,-4148.8820,5424.5462,-5760.1215,0.0000,-4590.9326,1417.3475,0.0000,-5943.6833,-2411.6864,4705.0471,-3435.5436,-3538.8386,4787.2649,-471.5954,-3561.4357,5441.8895,-1604.4459,3188.8493,-5707.4864,3911.7674,-6719.8954,-3551.4985,-1624.6668,-3333.5774,6496.4543,1142.2539,6488.3260,2148.4000,4656.5414,-3974.8401,-6583.7235,-5016.3703,-111.3739,-552.0007,-5603.5953,-1993.2425,6045.8156,-3020.6789,-3559.5754,-4372.2670,-6074.5839,3497.5573,-6623.7913,3429.6863,-771.2024,5331.8146,3614.0988,-2893.6048,-4503.9629,3824.6692,6563.5482,-4576.4593,-5362.3878,-2765.0199,-6149.7334,-4691.9778,-1242.8783,-3892.4000,-3439.2889,-5790.3768,-5525.5231,-6385.5885,-1307.9996,326237.7047,358726.0137,336250.2818,339608.2199,345359.6378,342120.2542,344137.0939,341377.0086,41734203.7654,41753567.8603,41704140.3107,41712334.9304,341854.2391,41718665.9732,3715.2949,4037.4097,-3526.2957,-6222.7553,-5481.8714,-4914.8455,4675.6783,-4735.7089,-631.3903,4912.2226,-2126.0056,-4632.9311,-5245.1888,-1248.2588,-6132.3023,-4944.0832,-1171.0699,901.2585,3229.2527,4217.0464,3330.9858,-5853.4750,-5039.2654,-202.1408,6361.9794,2712.9817,-3131.5857,-6092.2378,3272.9147,3231.1380,-4715.6604,-6375.7797,-2044.9928,1186.0848,4163.7983,-643.3709,-3060.9360,-760.1052,2611.5240,2810.8781,0.0000,4666.2371,-3919.8751,0.0000,2855.3823,-3374.8269,650.6037,-3075.0561,2930.6594,1230.4759,-6533.1870,-5027.8264,-2193.1210,5612.3782,-3403.7818,-12.6951,3719.1624,-1376.9817,3918.4919,-6562.2834,5807.2093,2435.7998,5079.8798,2359.2490,4594.8818,-2565.9562,-4091.5670,338.1622,3849.6467,-6037.2842,6707.9036,3401.9911,-4953.5241,-3335.2171,-5995.3131,-3846.3496,175.8093,36.8677,4417.9312,1908.3471,4401.3213,5206.2649,1409.4050,4974.1602,-4726.6959,-5183.1205,5554.9916,-959.7646,-2951.8751,3838.3006,-3077.6329,2493.6220,4693.3822,6645.3326,-3510.3485,5980.5985,-3549.1086,-4110.1311,2335.5328,4005.5311,-136114.4285,-119379.0872,-128902.4701,-126944.1519,-133859.0168,-129357.8190,-126293.3627,-127487.0673,248107901.9882,248119748.5335,248092343.4912,248086763.7772,-127619.6253,248094747.0462,1258.0158,-962.0223,3923.3330,1491.4365,40.5074,899.2296,4698.6606,-4807.4214,5519.2715,4687.5456,-3133.0096,-4929.6773,3982.4331,-4682.9535,-1917.9313,-4347.0570,-6468.6223,5479.1106,-6094.4589,3723.2733,-5511.6849,-2382.8171,-1762.7386,129.6118,-2644.6303,3788.6422,-4687.1186,-2169.6483,5486.1458,2920.7068,4685.6716,-1634.2658,6288.2833,3825.9620,5486.1431,4460.0717,5489.4607,-5499.7946,3189.0292,2558.2670,0.0000,2206.5244,5495.3820,0.0000,2136.9723,-5511.1658,5029.2807,-5086.4856,5153.9377,-4764.0939,-2185.6238,-3175.6251,3698.8050,-3748.2600,-5076.1211,3914.4943,-4340.5961,-900.2263,4487.2273,1442.1457,-715.8681,-220.2025,4572.7228,175.4298,4717.2031,4439.2204,-3902.9741,-2152.2323,2516.7355,3354.2599,1252.1888,-2192.4941,-4349.0148,350.2614,1173.1391,-4568.3934,-5361.3073,3354.0832,3983.7129,-359.1743,4081.5058,4294.0300,4170.5839,2934.9563,-3828.2870,-437.8051,1580.2945,1172.4703,4161.1761,-2108.2090,5524.4715,-1947.0059,969.6796,1490.8339,-4514.2109,707.0725,113.8959,256.7724,-645.6686,-5475.0798,-171411.6664,-176510.2237,-173020.2837,-176510.1092,-168471.1551,-173141.5921,-184633.3463,-176934.1904,-667896.5990,-690317.4277,-671055.9878,-662598.8116,-175183.3946,-669601.0294,
