sl_100_5400_20270924 Coordinates.csv
2027/09/24 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:45 2024,
Start: 2027/09/24 07:47:00.00, Stop: 2027/09/24 09:17:00.00,
TIME_UNITS,STARLINK-2487 - X-Coordinate,STARLINK-2609 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-31374 - X-Coordinate,STARLINK-3606 - X-Coordinate,STARLINK-5375 - X-Coordinate,STARLINK-31342 - X-Coordinate,STARLINK-31755 - X-Coordinate,STARLINK-5852 - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-4134 - X-Coordinate,STARLINK-30452 - X-Coordinate,STARLINK-2106 - X-Coordinate,STARLINK-31214 - X-Coordinate,STARLINK-4105 - X-Coordinate,STARLINK-5988 - X-Coordinate,STARLINK-5581 - X-Coordinate,STARLINK-30931 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-3271 - X-Coordinate,STARLINK-32267 - X-Coordinate,STARLINK-2511 - X-Coordinate,STARLINK-32166 - X-Coordinate,STARLINK-31716 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-30344 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-2453 - X-Coordinate,STARLINK-5755 - X-Coordinate,STARLINK-5021 - X-Coordinate,STARLINK-5939 - X-Coordinate,STARLINK-4550 - X-Coordinate,STARLINK-31963 - X-Coordinate,STARLINK-5092 - X-Coordinate,STARLINK-2053 - X-Coordinate,STARLINK-5649 - X-Coordinate,STARLINK-6078 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-3857 - X-Coordinate,STARLINK-1457 - X-Coordinate,STARLINK-5734 - X-Coordinate,STARLINK-30768 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-6237 - X-Coordinate,STARLINK-31583 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-31607 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-30150 - X-Coordinate,STARLINK-32095 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-31667 - X-Coordinate,STARLINK-2061 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-6120 - X-Coordinate,STARLINK-31097 - X-Coordinate,STARLINK-30377 - X-Coordinate,STARLINK-2614 - X-Coordinate,STARLINK-3098 - X-Coordinate,STARLINK-3767 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-30585 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-4603 - X-Coordinate,STARLINK-1103 - X-Coordinate,STARLINK-2569 - X-Coordinate,STARLINK-1829 - X-Coordinate,STARLINK-1568 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-30917 - X-Coordinate,STARLINK-31983 - X-Coordinate,STARLINK-3119 - X-Coordinate,STARLINK-31514 - X-Coordinate,STARLINK-5883 - X-Coordinate,STARLINK-1876 - X-Coordinate,STARLINK-31088 - X-Coordinate,STARLINK-32080 - X-Coordinate,STARLINK-1782 - X-Coordinate,STARLINK-1624 - X-Coordinate,STARLINK-1708 - X-Coordinate,STARLINK-4183 - X-Coordinate,STARLINK-2232 - X-Coordinate,STARLINK-1456 - X-Coordinate,STARLINK-5131 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-3702 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-5875 - X-Coordinate,STARLINK-4159 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-30603 - X-Coordinate,STARLINK-3161 - X-Coordinate,STARLINK-3388 - X-Coordinate,STARLINK-5237 - X-Coordinate,STARLINK-2411 - X-Coordinate,STARLINK-30371 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-2609 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-31374 - Y-Coordinate,STARLINK-3606 - Y-Coordinate,STARLINK-5375 - Y-Coordinate,STARLINK-31342 - Y-Coordinate,STARLINK-31755 - Y-Coordinate,STARLINK-5852 - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-4134 - Y-Coordinate,STARLINK-30452 - Y-Coordinate,STARLINK-2106 - Y-Coordinate,STARLINK-31214 - Y-Coordinate,STARLINK-4105 - Y-Coordinate,STARLINK-5988 - Y-Coordinate,STARLINK-5581 - Y-Coordinate,STARLINK-30931 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-3271 - Y-Coordinate,STARLINK-32267 - Y-Coordinate,STARLINK-2511 - Y-Coordinate,STARLINK-32166 - Y-Coordinate,STARLINK-31716 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-30344 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-2453 - Y-Coordinate,STARLINK-5755 - Y-Coordinate,STARLINK-5021 - Y-Coordinate,STARLINK-5939 - Y-Coordinate,STARLINK-4550 - Y-Coordinate,STARLINK-31963 - Y-Coordinate,STARLINK-5092 - Y-Coordinate,STARLINK-2053 - Y-Coordinate,STARLINK-5649 - Y-Coordinate,STARLINK-6078 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-3857 - Y-Coordinate,STARLINK-1457 - Y-Coordinate,STARLINK-5734 - Y-Coordinate,STARLINK-30768 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-6237 - Y-Coordinate,STARLINK-31583 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-30150 - Y-Coordinate,STARLINK-32095 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-31667 - Y-Coordinate,STARLINK-2061 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-6120 - Y-Coordinate,STARLINK-31097 - Y-Coordinate,STARLINK-30377 - Y-Coordinate,STARLINK-2614 - Y-Coordinate,STARLINK-3098 - Y-Coordinate,STARLINK-3767 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-30585 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-4603 - Y-Coordinate,STARLINK-1103 - Y-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-1829 - Y-Coordinate,STARLINK-1568 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-30917 - Y-Coordinate,STARLINK-31983 - Y-Coordinate,STARLINK-3119 - Y-Coordinate,STARLINK-31514 - Y-Coordinate,STARLINK-5883 - Y-Coordinate,STARLINK-1876 - Y-Coordinate,STARLINK-31088 - Y-Coordinate,STARLINK-32080 - Y-Coordinate,STARLINK-1782 - Y-Coordinate,STARLINK-1624 - Y-Coordinate,STARLINK-1708 - Y-Coordinate,STARLINK-4183 - Y-Coordinate,STARLINK-2232 - Y-Coordinate,STARLINK-1456 - Y-Coordinate,STARLINK-5131 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-3702 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-5875 - Y-Coordinate,STARLINK-4159 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-30603 - Y-Coordinate,STARLINK-3161 - Y-Coordinate,STARLINK-3388 - Y-Coordinate,STARLINK-5237 - Y-Coordinate,STARLINK-2411 - Y-Coordinate,STARLINK-30371 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-2609 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-31374 - Z-Coordinate,STARLINK-3606 - Z-Coordinate,STARLINK-5375 - Z-Coordinate,STARLINK-31342 - Z-Coordinate,STARLINK-31755 - Z-Coordinate,STARLINK-5852 - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-4134 - Z-Coordinate,STARLINK-30452 - Z-Coordinate,STARLINK-2106 - Z-Coordinate,STARLINK-31214 - Z-Coordinate,STARLINK-4105 - Z-Coordinate,STARLINK-5988 - Z-Coordinate,STARLINK-5581 - Z-Coordinate,STARLINK-30931 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-3271 - Z-Coordinate,STARLINK-32267 - Z-Coordinate,STARLINK-2511 - Z-Coordinate,STARLINK-32166 - Z-Coordinate,STARLINK-31716 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-30344 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-2453 - Z-Coordinate,STARLINK-5755 - Z-Coordinate,STARLINK-5021 - Z-Coordinate,STARLINK-5939 - Z-Coordinate,STARLINK-4550 - Z-Coordinate,STARLINK-31963 - Z-Coordinate,STARLINK-5092 - Z-Coordinate,STARLINK-2053 - Z-Coordinate,STARLINK-5649 - Z-Coordinate,STARLINK-6078 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-3857 - Z-Coordinate,STARLINK-1457 - Z-Coordinate,STARLINK-5734 - Z-Coordinate,STARLINK-30768 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-6237 - Z-Coordinate,STARLINK-31583 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-30150 - Z-Coordinate,STARLINK-32095 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-31667 - Z-Coordinate,STARLINK-2061 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-6120 - Z-Coordinate,STARLINK-31097 - Z-Coordinate,STARLINK-30377 - Z-Coordinate,STARLINK-2614 - Z-Coordinate,STARLINK-3098 - Z-Coordinate,STARLINK-3767 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-30585 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-4603 - Z-Coordinate,STARLINK-1103 - Z-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-1829 - Z-Coordinate,STARLINK-1568 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-30917 - Z-Coordinate,STARLINK-31983 - Z-Coordinate,STARLINK-3119 - Z-Coordinate,STARLINK-31514 - Z-Coordinate,STARLINK-5883 - Z-Coordinate,STARLINK-1876 - Z-Coordinate,STARLINK-31088 - Z-Coordinate,STARLINK-32080 - Z-Coordinate,STARLINK-1782 - Z-Coordinate,STARLINK-1624 - Z-Coordinate,STARLINK-1708 - Z-Coordinate,STARLINK-4183 - Z-Coordinate,STARLINK-2232 - Z-Coordinate,STARLINK-1456 - Z-Coordinate,STARLINK-5131 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-3702 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-5875 - Z-Coordinate,STARLINK-4159 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-30603 - Z-Coordinate,STARLINK-3161 - Z-Coordinate,STARLINK-3388 - Z-Coordinate,STARLINK-5237 - Z-Coordinate,STARLINK-2411 - Z-Coordinate,STARLINK-30371 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5965.3445,-2633.8406,5346.6235,0.0000,1566.2533,-1661.5203,6526.0268,-6404.3178,6814.8474,3133.0932,-797.9895,-4045.8585,4539.8847,5756.0909,3450.3006,654.3294,3439.3813,-1224.3530,-5113.3818,-3427.6740,6449.0192,5382.3367,-5985.1671,0.0000,-2967.6741,-1737.4848,-3547.0100,5969.6487,3507.7313,-4041.5826,-4117.8378,51.6836,207.6370,-79.3483,4864.6115,3714.7194,-2780.3799,-435.6110,3962.2235,3513.6586,4605.8072,-515.2137,-1135.2359,3366.2492,-1458.9325,-4312.9538,6544.2413,-3990.6471,0.0000,-4709.4250,4074.4146,-2126.0450,-5511.5829,1338.3979,4651.2609,-225.0683,5659.8733,-4827.5579,2650.0322,4363.2312,4236.5702,-2790.4443,4103.6103,-2313.3481,323.2941,-6618.8728,-3387.4188,824.4768,4917.1372,1733.9809,1999.9199,2979.3460,-6240.3312,2554.0920,4189.4582,5839.2690,753.3437,1414.3427,2615.6795,-6473.6398,-4910.5386,-5755.5206,3916.2831,-6516.3839,5073.6881,-1190.6896,344.4395,4222.0927,-24.3233,3476.7158,1093.3809,4287.3580,4722.9980,-3736.3880,512.2009,-2291.1695,-4475.2279,-89.9325,1291.4271,4094.1817,-328648.2126,-325180.3892,-321061.9092,-321827.3063,-315734.2190,-317595.0238,-324608.0477,-321517.5480,63955681.2044,63940650.7528,63943297.1595,63940537.0644,-322693.0774,63939370.9004,-191.1703,3167.5223,2107.7217,0.0000,-4402.7430,5081.6117,-2042.1638,1642.4815,-636.6451,-5556.5324,-4810.9013,-3599.7647,-990.8566,-480.6787,-4802.6301,-679.0661,-3798.3902,6692.2581,4654.2438,3020.0554,-2198.0230,2229.9026,-1575.4291,0.0000,3726.3654,5530.1021,5814.3708,-3181.7189,3690.9191,-5438.0177,4626.2146,6907.7074,5082.5383,-3505.6366,-266.9231,-3908.8458,-4244.9151,-6545.6139,1429.5298,-4069.7858,-5000.6516,-6814.4995,-5716.8096,-4141.8565,-5334.5197,-1420.2164,-1436.9750,-1245.4227,0.0000,-4865.4788,-4736.5223,4698.0695,1499.4283,6568.0130,-4804.1631,-6859.9968,-2419.8380,-2772.2479,-3213.1936,-5330.3202,-1115.9185,6321.1243,897.8126,5805.8833,5957.0068,178.5448,3871.9637,6864.7266,4666.1830,4568.6104,-5745.3587,4084.7802,2670.0757,6406.2472,2903.4886,3555.3809,6561.8430,2598.1739,5636.8597,888.9675,-1320.7957,3506.4800,-2459.2987,-171.6750,4326.7812,-6673.1976,-4786.2673,-2557.6015,5163.9161,-2289.6936,6435.7578,2924.6459,350.5984,3596.1586,5931.9143,5784.3744,-5209.6512,4413.1478,-6739.3533,-4384.4942,-92100.7576,-91398.2625,-96395.0471,-96294.3585,-90174.4033,-91302.0799,-87200.5821,-90295.5189,286289597.0358,286304356.1786,286277736.6020,286272279.3047,-90493.5199,286282421.7838,-3435.3635,-5446.4220,-3709.6485,0.0000,5078.0535,-4411.9960,-56.7908,1610.0239,1173.0837,-2713.5503,-4899.7388,-4335.7133,-5129.1831,3626.5660,-3588.9214,-6881.6711,4762.0184,-1337.8043,79.6890,-5168.2437,379.7003,-3239.7366,-2920.9224,0.0000,4724.4992,-3789.8800,1090.0211,879.5041,4689.2556,1359.9054,-3102.2235,116.0119,-4185.5526,-5979.9845,4815.3632,-4358.0026,4723.1482,2134.8770,-5443.4636,-4332.3357,-1341.6109,537.3417,-3663.0734,4428.0345,-3957.6794,-5197.1427,-1753.6735,-5441.5732,0.0000,738.4710,2877.2500,-4648.2029,3716.6424,-1661.6963,1275.1047,-526.4048,3162.8010,4132.3618,5517.3209,-68.3656,5212.6138,-93.3399,5493.8745,3009.4472,3486.8630,1924.4455,-4620.6643,44.0087,-967.4677,-4915.4705,-3177.9699,-4641.7850,1338.9895,706.6396,4521.1639,-1242.9413,1734.9583,-6303.9196,2888.1892,2288.5571,4527.9864,1511.6730,-4722.0614,-2309.0351,-1835.1987,-944.5964,4858.3935,4831.9068,4558.8203,-5524.3923,-2352.9389,4582.1249,5027.3323,-4462.2922,-3563.9913,-3018.7224,495.0679,-5313.8869,-548.3236,3418.7268,159493.3849,158396.6746,158238.3822,161200.9277,163181.2060,153312.2374,149777.2301,159066.9587,-88579472.6182,-88546388.4324,-88552547.8533,-88561046.1892,157748.1323,-88569479.1046,
300.000,4823.4461,-954.1581,6412.3932,0.0000,-552.5347,470.2242,5736.5212,-6033.5795,6053.4270,1823.4100,-2415.4984,-5536.8080,4655.5402,4719.4782,1615.3028,2476.3331,1669.3484,275.9410,-4036.0703,-2546.6121,5821.3223,6374.8986,-5340.5010,0.0000,-1945.0862,281.6686,-2478.9446,5292.6049,4995.3739,-5028.0114,-3045.7618,1245.3348,2261.1977,-1513.2806,3693.8338,1770.2901,-4412.0270,-1714.7529,4842.8401,2722.6242,3062.4428,-1997.3626,-2376.3121,1366.0210,-3092.8006,-4072.4171,6258.3099,-4721.2538,0.0000,-5205.2916,2232.8336,-239.2675,-5341.2204,2413.0278,3106.0846,-1423.0371,4178.0643,-6035.1029,777.8745,2998.5937,2932.2072,-1565.8514,4669.1978,-1178.0192,2058.1072,-6746.1280,-1479.0209,1969.4302,5685.1068,3065.1692,316.3404,3732.4096,-5128.9648,3768.5696,5678.0565,6185.7660,2304.0920,3428.1908,3432.7414,-6411.3690,-5515.7922,-5160.5786,2008.3698,-6803.0984,5288.1797,-2371.2388,-1570.0316,3851.1433,2047.5322,2009.4938,2688.4767,5001.4839,5438.4158,-1851.7745,2299.9289,-1198.6034,-5245.3211,1943.4543,9.3434,2194.9031,-326810.2435,-323533.5913,-319221.4972,-319921.5891,-313756.3074,-315628.8572,-322607.5891,-319976.3955,57690008.8453,57674647.6439,57678130.3611,57675487.9536,-320739.5147,57673772.4826,-1602.7016,4512.7203,952.3393,0.0000,-4117.3878,5052.6200,-3369.5873,3149.1037,-1208.8026,-6555.5452,-3470.1318,-2290.9660,-2948.8040,-2238.3882,-4752.6727,624.2998,-4998.8679,6924.0117,5291.7000,4793.4161,-3260.0601,1099.6475,18.1668,0.0000,5328.9276,5260.3323,6398.1377,-4201.9714,2186.7833,-4722.8097,5958.6651,6586.1700,5193.6481,-4736.4923,-2021.9853,-4764.3020,-2850.1634,-6674.3977,-481.8885,-5595.6646,-5584.7516,-6480.3612,-4326.0505,-4887.6343,-4015.1725,719.9887,-2953.5627,747.8575,0.0000,-3620.3648,-5184.8578,5586.8735,3353.2391,5578.0937,-5429.4488,-6608.8887,-3661.3452,-1265.2116,-4313.8983,-6024.4412,-2868.9369,6508.5008,-1140.6682,4950.3883,4978.8870,1431.1972,4876.1091,6366.2634,3715.9815,2944.4270,-5204.0257,2156.3358,3534.0335,5394.4587,1891.3265,3033.8020,6426.6361,2728.7941,4129.5906,2482.3240,685.4075,4584.8553,-3480.6259,1099.1772,2853.0514,-6357.6423,-3865.7972,-4384.5050,5265.5541,-3887.3818,6331.7102,892.5165,-1440.7630,4653.7062,6101.5938,6673.1431,-4264.3695,3664.0109,-6489.4020,-4949.0480,-99227.7303,-97805.0417,-103158.3306,-102969.9069,-96900.8401,-98002.6892,-93997.6035,-97034.5282,287618143.7497,287633301.0849,287606745.2356,287601089.3029,-97235.7867,287611011.6947,-4647.7200,-5035.6574,-2180.3669,0.0000,5509.4004,-4722.5034,-1587.9055,77.2773,3174.7840,-1319.8802,-5469.6699,-3495.3666,-4186.4751,4383.4532,-4760.8797,-6458.8206,4598.4726,196.3905,1867.4433,-4255.5944,-1439.0158,-1604.0680,-4280.2908,0.0000,3586.0599,-4496.5571,-724.2818,-945.5526,4264.7906,-451.2279,-1785.7841,-1682.9730,-3361.7157,-4828.5340,5401.3018,-4716.0426,4524.3971,368.7148,-4866.6257,-2990.4692,-2732.2961,-1014.6584,-4799.7689,4725.5890,-4534.9454,-5525.2430,-243.1486,-4923.1027,0.0000,2483.1418,3927.2663,-4114.1054,2586.0930,-3282.4054,2680.9938,1286.3448,4124.4391,3172.0433,5345.9058,1464.3875,5434.1236,1704.3420,4973.8673,4710.2877,4324.8463,138.2000,-4674.8642,1833.9974,854.3428,-5475.6895,-4465.3019,-5341.7167,3005.4822,2176.5153,3260.7290,883.0729,213.4873,-5411.1281,4252.8450,831.6997,3934.5573,-290.9435,-5247.6253,-559.7715,-3427.5063,877.7460,5404.2645,3699.5911,3942.7232,-5357.1839,-905.0054,4702.6411,4009.5930,-4660.5779,-2371.7860,-1353.5385,-1320.5845,-5524.6327,-2301.7388,4283.0076,159509.5966,158453.7888,158282.9118,160982.5483,163215.1419,153489.9575,149605.9733,159295.9110,-88583972.7611,-88550817.5763,-88556759.6634,-88565137.8583,157692.8491,-88573829.0494,
600.000,3219.0847,781.7299,6820.4557,0.0000,-2632.1208,2563.0606,4362.8019,-5043.5230,4674.6007,349.4711,-3840.2881,-6502.1656,4353.4291,3229.5225,-403.5655,3980.5834,-230.1963,1751.4114,-2542.4906,-1458.4180,4584.3607,6657.9753,-4177.5077,0.0000,-752.5194,2293.0020,-1154.9428,4060.6176,6020.3426,-5516.6631,-1694.4681,2333.7830,4042.8375,-2742.4171,2190.4914,-333.5235,-5641.8459,-2817.9491,5280.5602,1693.2122,1207.4582,-3288.8661,-3430.1628,-755.7051,-4445.4728,-3486.9930,5364.2642,-5020.6931,0.0000,-5180.5697,157.6010,1644.9890,-4647.0288,3284.0427,1227.6838,-2491.8897,2297.5675,-6669.9254,-1137.4974,1326.2205,1371.1651,-167.0933,4822.5415,129.9449,3625.1727,-6196.3696,553.0081,2938.7958,5875.1076,4148.2235,-1436.3412,4167.0590,-3499.4868,4637.9318,6579.7532,5907.8428,3618.7836,5082.1329,3947.5609,-5729.1662,-5589.2503,-4048.2374,-106.7727,-6413.3031,5008.5027,-3317.6095,-3358.3176,3137.3483,3904.0578,390.2607,4016.0763,5273.4337,5645.0964,200.2102,3848.8743,-1.8684,-5497.6010,3808.2688,-1298.9005,74.7233,-324808.3199,-321713.9950,-317241.5856,-317878.8790,-311639.3058,-313528.9083,-320463.6780,-318352.1554,51396807.0451,51381097.7096,51385412.2598,51382894.6283,-318645.1321,51380642.2393,-2901.0101,5432.2885,-276.1813,0.0000,-3481.5514,4580.0022,-4371.2897,4331.5704,-1699.8608,-6917.7401,-1825.1798,-793.0707,-4596.1943,-3801.9093,-4279.8551,1934.7291,-5763.0128,6484.1108,5417.7256,6093.3001,-3999.6578,-133.9762,1649.3602,0.0000,6356.5578,4519.0573,6343.8522,-4795.4127,504.5784,-3533.1271,6708.6675,5607.5177,4747.3305,-5522.9221,-3613.4363,-5203.1961,-1215.6385,-6135.4664,-2312.1964,-6559.3875,-5649.1394,-5494.5653,-2517.1099,-5205.5988,-2310.1712,2800.9645,-4180.6185,2636.8063,0.0000,-1979.5552,-5155.0916,5967.6261,4851.0541,4031.6394,-5519.8093,-5688.7658,-4585.5302,335.8245,-5036.5200,-6131.5097,-4363.9716,6053.6495,-3041.6365,3623.6098,3539.2020,2538.5315,5445.3445,5230.9304,2376.2279,1060.9515,-4169.2477,18.4862,4079.7193,3854.3229,720.0725,2192.8654,5639.3693,2654.2209,2197.3163,3827.0676,2600.0034,5207.8678,-4166.1190,2254.3792,1072.8117,-5385.2430,-2597.7344,-5764.9025,4883.6517,-5137.9142,5619.6332,-1213.0939,-3057.4041,5283.9505,5697.2876,6896.3856,-2878.9784,2607.9002,-5592.0245,-5069.6844,-106315.1169,-104172.6411,-109876.0557,-109599.7163,-103584.2034,-104660.0262,-100750.8910,-103766.1293,288809574.6646,288825123.2086,288798660.2470,288792821.7557,-103935.9585,288802488.8019,-5353.8994,-4062.7555,-408.1046,0.0000,5344.7328,-4528.4599,-2942.0298,-1464.2317,4838.1424,215.2205,-5451.1563,-2281.8875,-2794.0605,4648.4331,-5421.2546,-5351.7253,3956.3529,1709.5263,3453.4585,-2881.2259,-3096.3260,224.3479,-5164.4717,0.0000,2025.2948,-4721.4656,-2459.9266,-2664.4837,3382.6312,-2213.6491,-277.6020,-3300.0803,-2120.0886,-3161.1379,5389.7955,-4570.5502,3842.2636,-1437.5147,-3758.8167,-1324.7142,-3830.3289,-2454.3874,-5413.2366,4518.8054,-4599.3505,-5255.9654,1293.4958,-3862.7620,0.0000,3947.4445,4547.2780,-3142.0919,1164.4309,-4548.1906,3783.6949,2958.2416,4642.6667,1872.6120,4599.2802,2837.1846,5044.0917,3317.5310,3919.1960,5908.3784,4695.9157,-1663.1055,-4225.9556,3425.8090,2581.1010,-5451.4351,-5261.3973,-5454.5683,4348.0609,3413.2052,1633.3362,2915.0108,-1331.9046,-3948.3567,5146.5950,-714.5451,2897.5724,-2062.1083,-5130.0486,1249.9082,-4650.8631,2602.2911,5346.8497,2167.7456,2897.2455,-4614.5274,639.6250,4318.7749,2558.8130,-4341.1169,-926.3494,457.7584,-2992.0813,-5139.7742,-3803.7388,4683.7977,159522.9579,158497.7550,158326.2048,160759.1448,163245.5183,153673.8382,149439.6497,159401.6720,-88588468.2216,-88555249.3192,-88560982.4235,-88569243.6542,157637.4525,-88578178.8984,
