sl_5_86400_20270712 Coordinates.csv
2027/07/12 07:47:00.0000 UTC

Generated: Tue Oct  8 17:06:43 2024,
Start: 2027/07/12 07:47:00.00, Stop: 2027/07/13 07:47:00.00,
TIME_UNITS,STARLINK-3918 - X-Coordinate,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-31731 - X-Coordinate,STARLINK-4084 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3918 - Y-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-31731 - Y-Coordinate,STARLINK-4084 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3918 - Z-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-31731 - Z-Coordinate,STARLINK-4084 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2069.6356,-3473.3473,5957.8448,1671.5087,4880.4070,347801.9174,378750.4542,353804.1981,353421.5402,361112.5901,359330.9084,361281.5496,358513.7172,164639680.0950,164627277.2641,164606326.8003,164626936.7472,358695.4439,164619516.6017,-3814.2287,2406.3900,-2976.8096,5235.2013,-696.8083,72160.7528,79007.7230,74725.2801,75865.3701,71925.2504,73333.3233,81286.5991,79662.7358,183276465.3719,183283283.3704,183282746.6841,183272847.9077,78429.3826,183279228.7163,-5363.7546,-5188.8006,1840.9483,4054.6320,4828.3361,-127958.7630,-129069.5292,-128385.8218,-124990.4968,-123316.1131,-133323.9735,-136552.0930,-127378.4599,4626874.3736,4652336.2637,4634527.5065,4634675.1120,-128676.3683,4628657.0783,
3600.000,655.6369,1583.3679,-2812.1436,-5002.0520,-5777.0932,320623.6310,346802.8832,321949.6499,322902.3055,330119.2379,328450.6673,329676.6190,327983.5390,111538053.4846,111529367.6755,111507769.6570,111527601.4908,327419.2738,111518263.6548,6336.2265,-6296.7601,3764.7056,-4590.9047,3544.5034,157238.1699,170705.9236,163281.7480,164226.2870,159090.3179,161079.2173,167721.9257,164462.3536,219716711.6826,219726018.4549,219715919.5725,219718365.1169,165692.4280,219718364.9694,2633.0953,1593.9773,-5071.8339,-806.2445,-1335.0761,-129594.1421,-130485.2740,-128464.1319,-128457.1080,-123608.2256,-131371.2911,-138877.6497,-131043.1916,4581671.9042,4610551.7718,4597780.4925,4586744.4008,-129878.6689,4586468.7623,
7200.000,-2309.4611,852.1847,-1574.4215,5814.1466,4295.6616,273073.7905,292946.7570,269622.0404,273109.5477,278275.8955,275439.7471,277690.7100,274228.8228,50796036.1591,50789616.9713,50772611.9402,50779679.4741,275311.5608,50777052.6404,-6244.6804,5634.1258,-4400.1398,1905.3950,-4480.8387,233823.9539,251402.3537,241455.4773,243139.6749,235777.3224,240510.9406,243419.1358,243489.0863,241154252.0440,241167996.5001,241149239.6511,241159841.9084,242289.3092,241155118.7863,1789.7308,3492.7597,5083.0741,-3051.6848,-3032.2804,-131230.6126,-131884.7093,-128910.0266,-132384.6045,-124356.1883,-129039.0535,-140520.6220,-130252.0262,4536759.1110,4568107.0802,4559412.6736,4539098.2971,-131069.4617,4544259.4676,
10800.000,3457.1002,-3879.3625,4824.1426,-4481.2075,-483.3244,207406.8851,220674.0015,200103.3735,208442.5191,208872.3331,203451.9356,208658.4745,207126.6899,-13437861.2314,-13444192.4207,-13453150.1463,-13462271.1927,205720.6683,-13455822.5302,3152.7476,-1336.5066,4570.8492,2212.0184,4211.0514,297425.1309,315943.9456,304227.3460,305612.0203,297044.7319,306093.7511,303765.2778,302471.5854,246118611.3043,246138066.2852,246113693.7757,246119233.5181,303351.7800,246119186.2330,-5070.1625,-5286.0764,-1904.6900,4654.0293,5444.2805,-132832.6117,-133265.9295,-129923.0501,-132831.5029,-125546.2470,-131811.2695,-141513.2430,-132878.6699,4492311.0905,4525142.1197,4519291.3524,4497416.7934,-132248.6599,4502029.2062,
14400.000,-4543.0197,5680.9435,-5613.2055,2192.9010,-3831.9557,125995.1253,134664.1430,117820.4053,128189.4645,126312.8905,119847.2875,126881.2751,121364.7892,-76774981.2374,-76783836.8640,-76783413.2987,-76798429.2066,123104.5621,-76791977.4742,1222.9118,-2868.9770,-3167.3156,-5811.8889,-3693.6245,344349.8515,360230.1238,347521.6161,347169.2083,338978.3356,348630.6176,345082.3554,345486.6338,234264656.1533,234290178.9734,234263994.2700,234257768.6741,345008.5758,234265475.5229,5032.8071,2045.6633,-2499.5572,-2860.0760,-4406.1021,-134188.8445,-134626.8269,-131547.6512,-131465.8701,-127189.5117,-136671.8259,-141851.7893,-133173.2153,4448471.4816,4481763.7237,4477595.9600,4460659.0293,-133416.1781,4459777.9903,
18000.000,4979.8155,-3898.7165,4419.4789,382.5694,6275.7160,29953.4856,40478.7826,28076.3735,38826.5872,35808.3171,29387.3915,37367.7298,34510.6826,-134886406.5058,-134900471.1931,-134891115.8103,-134903131.4552,32744.9821,-134902752.6688,-4443.9671,4446.4554,-172.2887,6743.6968,2830.5857,366144.1341,381478.7944,368516.9876,366851.7533,358935.1943,367812.2323,364820.0949,364646.2763,206396588.1473,206427497.4188,206403041.2392,206387782.8338,364630.6232,206398089.1614,-1741.3903,3115.4731,5302.3685,-1048.5841,540.1227,-134051.8374,-135964.9681,-133661.2486,-130629.2313,-129325.2047,-140577.6106,-141496.1202,-134590.7972,4405343.1643,4438053.9414,4434609.5280,4423757.8736,-134571.9320,4417505.8319,
21600.000,-3511.2351,-1170.7278,-2679.2832,-3039.3819,-5797.1801,-64852.5322,-55801.0769,-63314.1870,-53096.5789,-57003.8424,-62458.5104,-54497.0621,-61303.8600,-183798867.1762,-183820506.9661,-183803871.9651,-183809366.2428,-59590.4125,-183815053.2769,5284.0041,-3857.7563,4219.6203,-4475.1744,-854.4782,357924.9390,378406.0760,365872.9194,363441.5462,355733.7732,363570.4690,361654.3784,360474.0636,164413372.7147,164447961.7325,164427930.8904,164408817.2996,360996.6737,164415778.9117,-2707.7842,-5340.8824,-4777.5333,4169.7548,3648.2389,-134006.1164,-137277.4227,-136007.0595,-130355.2986,-132030.7554,-143591.8943,-140362.7201,-136074.9531,4362981.5972,4394076.5911,4390612.6231,4384944.9912,-135715.8384,4375212.7432,
25200.000,-89.8591,5736.6386,1144.6876,5336.2439,3350.7014,-152073.3978,-147970.9419,-150448.8804,-141425.6594,-146531.0800,-150055.2578,-143407.8847,-146627.2262,-220166431.9927,-220197324.0850,-220175661.4189,-220174964.1836,-148016.2975,-220182994.3902,-4313.5080,2370.1965,-6704.5773,487.9131,-2434.2161,326866.1247,351308.1446,339828.7252,337097.0544,329858.5310,336617.7033,335420.3086,335273.1812,111179310.8074,111215005.3144,111201029.3978,111182470.8563,334368.9478,111182573.4438,5370.6595,2480.7017,1218.0630,-4249.5692,-5530.6550,-134415.1422,-138560.5080,-138262.8946,-130577.2970,-135427.1525,-145846.9389,-138339.5215,-136253.3345,4321391.2273,4349882.0854,4345849.0295,4343806.8686,-136847.8156,4332898.7363,
28800.000,4296.6876,-6108.7620,511.3338,-6004.7217,-703.1618,-227623.5144,-230105.8097,-227761.3562,-220405.3846,-227746.4577,-228044.7169,-225128.1926,-227929.4612,-241499398.3609,-241540235.4774,-241515875.4882,-241511356.8389,-226904.8175,-241516778.9397,2888.5121,-86.7899,6157.9824,3032.7319,5669.5185,275953.6513,302040.0352,292160.1810,289466.2569,284269.5617,288848.7089,286609.3998,285270.0568,50328582.7479,50362231.0388,50354908.0691,50339087.8991,286474.1351,50332393.5413,-4560.0762,2713.1100,3089.0293,1198.5865,3872.6440,-135043.3224,-139809.3783,-140127.4821,-131254.6310,-139283.4730,-147418.9130,-135936.8103,-138888.8893,4280525.2024,4305510.9099,4300522.4804,4300218.7979,-137967.7830,4290563.8231,
