sl_100_86400_20271223 Coordinates.csv
2027/12/23 07:47:00.0000 UTC

Generated: Tue Oct  8 16:26:13 2024,
Start: 2027/12/23 07:47:00.00, Stop: 2027/12/24 07:47:00.00,
TIME_UNITS,STARLINK-3863 - X-Coordinate,STARLINK-2406 - X-Coordinate,STARLINK-6273 - X-Coordinate,STARLINK-3667 - X-Coordinate,STARLINK-3148 - X-Coordinate,STARLINK-31541 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-6199 - X-Coordinate,STARLINK-32122 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-6105 - X-Coordinate,STARLINK-4440 - X-Coordinate,STARLINK-31926 - X-Coordinate,STARLINK-31452 - X-Coordinate,STARLINK-3447 - X-Coordinate,STARLINK-4477 - X-Coordinate,STARLINK-5242 - X-Coordinate,STARLINK-30976 - X-Coordinate,STARLINK-5652 - X-Coordinate,STARLINK-6247 - X-Coordinate,STARLINK-2566 - X-Coordinate,STARLINK-3805 - X-Coordinate,STARLINK-5427 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-31505 - X-Coordinate,STARLINK-30200 - X-Coordinate,STARLINK-4537 - X-Coordinate,STARLINK-30875 - X-Coordinate,STARLINK-5032 - X-Coordinate,STARLINK-5266 - X-Coordinate,STARLINK-31375 - X-Coordinate,STARLINK-4724 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-30611 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-1849 - X-Coordinate,STARLINK-1957 - X-Coordinate,STARLINK-3845 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-1715 - X-Coordinate,STARLINK-32086 - X-Coordinate,STARLINK-3881 - X-Coordinate,STARLINK-30411 - X-Coordinate,STARLINK-31173 - X-Coordinate,STARLINK-6250 - X-Coordinate,STARLINK-32105 - X-Coordinate,STARLINK-3387 - X-Coordinate,STARLINK-5860 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-30357 - X-Coordinate,STARLINK-4651 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-30196 - X-Coordinate,STARLINK-3796 - X-Coordinate,STARLINK-30848 - X-Coordinate,STARLINK-5417 - X-Coordinate,STARLINK-4792 - X-Coordinate,STARLINK-30931 - X-Coordinate,STARLINK-2349 - X-Coordinate,STARLINK-30830 - X-Coordinate,STARLINK-2536 - X-Coordinate,STARLINK-2439 - X-Coordinate,STARLINK-1679 - X-Coordinate,STARLINK-5342 - X-Coordinate,STARLINK-4292 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-1533 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-4391 - X-Coordinate,STARLINK-31417 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-30173 - X-Coordinate,STARLINK-30498 - X-Coordinate,STARLINK-2520 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-1391 - X-Coordinate,STARLINK-6141 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-31200 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-1669 - X-Coordinate,STARLINK-30826 - X-Coordinate,STARLINK-1545 - X-Coordinate,STARLINK-6124 - X-Coordinate,STARLINK-31897 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-4369 - X-Coordinate,STARLINK-4141 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-1303 - X-Coordinate,STARLINK-2513 - X-Coordinate,STARLINK-32103 - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-2542 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-30226 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3863 - Y-Coordinate,STARLINK-2406 - Y-Coordinate,STARLINK-6273 - Y-Coordinate,STARLINK-3667 - Y-Coordinate,STARLINK-3148 - Y-Coordinate,STARLINK-31541 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-6199 - Y-Coordinate,STARLINK-32122 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-6105 - Y-Coordinate,STARLINK-4440 - Y-Coordinate,STARLINK-31926 - Y-Coordinate,STARLINK-31452 - Y-Coordinate,STARLINK-3447 - Y-Coordinate,STARLINK-4477 - Y-Coordinate,STARLINK-5242 - Y-Coordinate,STARLINK-30976 - Y-Coordinate,STARLINK-5652 - Y-Coordinate,STARLINK-6247 - Y-Coordinate,STARLINK-2566 - Y-Coordinate,STARLINK-3805 - Y-Coordinate,STARLINK-5427 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-31505 - Y-Coordinate,STARLINK-30200 - Y-Coordinate,STARLINK-4537 - Y-Coordinate,STARLINK-30875 - Y-Coordinate,STARLINK-5032 - Y-Coordinate,STARLINK-5266 - Y-Coordinate,STARLINK-31375 - Y-Coordinate,STARLINK-4724 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-30611 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-1849 - Y-Coordinate,STARLINK-1957 - Y-Coordinate,STARLINK-3845 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-1715 - Y-Coordinate,STARLINK-32086 - Y-Coordinate,STARLINK-3881 - Y-Coordinate,STARLINK-30411 - Y-Coordinate,STARLINK-31173 - Y-Coordinate,STARLINK-6250 - Y-Coordinate,STARLINK-32105 - Y-Coordinate,STARLINK-3387 - Y-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-30357 - Y-Coordinate,STARLINK-4651 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-30196 - Y-Coordinate,STARLINK-3796 - Y-Coordinate,STARLINK-30848 - Y-Coordinate,STARLINK-5417 - Y-Coordinate,STARLINK-4792 - Y-Coordinate,STARLINK-30931 - Y-Coordinate,STARLINK-2349 - Y-Coordinate,STARLINK-30830 - Y-Coordinate,STARLINK-2536 - Y-Coordinate,STARLINK-2439 - Y-Coordinate,STARLINK-1679 - Y-Coordinate,STARLINK-5342 - Y-Coordinate,STARLINK-4292 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-1533 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-4391 - Y-Coordinate,STARLINK-31417 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-30173 - Y-Coordinate,STARLINK-30498 - Y-Coordinate,STARLINK-2520 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-1391 - Y-Coordinate,STARLINK-6141 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-31200 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-1669 - Y-Coordinate,STARLINK-30826 - Y-Coordinate,STARLINK-1545 - Y-Coordinate,STARLINK-6124 - Y-Coordinate,STARLINK-31897 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-4369 - Y-Coordinate,STARLINK-4141 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-1303 - Y-Coordinate,STARLINK-2513 - Y-Coordinate,STARLINK-32103 - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-2542 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-30226 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3863 - Z-Coordinate,STARLINK-2406 - Z-Coordinate,STARLINK-6273 - Z-Coordinate,STARLINK-3667 - Z-Coordinate,STARLINK-3148 - Z-Coordinate,STARLINK-31541 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-6199 - Z-Coordinate,STARLINK-32122 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-6105 - Z-Coordinate,STARLINK-4440 - Z-Coordinate,STARLINK-31926 - Z-Coordinate,STARLINK-31452 - Z-Coordinate,STARLINK-3447 - Z-Coordinate,STARLINK-4477 - Z-Coordinate,STARLINK-5242 - Z-Coordinate,STARLINK-30976 - Z-Coordinate,STARLINK-5652 - Z-Coordinate,STARLINK-6247 - Z-Coordinate,STARLINK-2566 - Z-Coordinate,STARLINK-3805 - Z-Coordinate,STARLINK-5427 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-31505 - Z-Coordinate,STARLINK-30200 - Z-Coordinate,STARLINK-4537 - Z-Coordinate,STARLINK-30875 - Z-Coordinate,STARLINK-5032 - Z-Coordinate,STARLINK-5266 - Z-Coordinate,STARLINK-31375 - Z-Coordinate,STARLINK-4724 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-30611 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-1849 - Z-Coordinate,STARLINK-1957 - Z-Coordinate,STARLINK-3845 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-1715 - Z-Coordinate,STARLINK-32086 - Z-Coordinate,STARLINK-3881 - Z-Coordinate,STARLINK-30411 - Z-Coordinate,STARLINK-31173 - Z-Coordinate,STARLINK-6250 - Z-Coordinate,STARLINK-32105 - Z-Coordinate,STARLINK-3387 - Z-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-30357 - Z-Coordinate,STARLINK-4651 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-30196 - Z-Coordinate,STARLINK-3796 - Z-Coordinate,STARLINK-30848 - Z-Coordinate,STARLINK-5417 - Z-Coordinate,STARLINK-4792 - Z-Coordinate,STARLINK-30931 - Z-Coordinate,STARLINK-2349 - Z-Coordinate,STARLINK-30830 - Z-Coordinate,STARLINK-2536 - Z-Coordinate,STARLINK-2439 - Z-Coordinate,STARLINK-1679 - Z-Coordinate,STARLINK-5342 - Z-Coordinate,STARLINK-4292 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-1533 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-4391 - Z-Coordinate,STARLINK-31417 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-30173 - Z-Coordinate,STARLINK-30498 - Z-Coordinate,STARLINK-2520 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-1391 - Z-Coordinate,STARLINK-6141 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-31200 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-1669 - Z-Coordinate,STARLINK-30826 - Z-Coordinate,STARLINK-1545 - Z-Coordinate,STARLINK-6124 - Z-Coordinate,STARLINK-31897 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-4369 - Z-Coordinate,STARLINK-4141 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-1303 - Z-Coordinate,STARLINK-2513 - Z-Coordinate,STARLINK-32103 - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-2542 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-30226 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4519.4109,5975.4751,5305.4009,2823.8389,-1517.7715,3135.5607,5353.8456,3417.0076,-5215.0440,3602.6874,5032.6295,1417.4381,2091.4755,4854.8711,2763.8456,-5880.2002,-4877.5797,5225.2882,1337.8905,5498.2822,-4181.0072,-2144.2945,182.6446,-2266.6289,6625.4251,-4685.1454,-5341.4261,5988.9570,1948.3557,3804.9955,0.0000,5644.0040,-5976.1181,-2355.2777,-1537.5830,-1266.0540,333.0395,-4852.1069,5952.5689,-3556.5348,-5645.8309,2556.5572,-4374.9941,-3012.4045,-486.8116,4073.3677,2316.1516,-1667.2593,5837.9185,3502.4927,946.4605,-5681.5163,5901.9164,6359.9809,5091.4809,-2620.2694,-5390.9938,-2534.5330,-3821.1562,-5099.1056,3901.2690,-4641.8455,451.8125,-2340.0534,1080.7568,-1014.2876,-1560.3815,4675.0946,4356.2734,-4290.7154,5312.8578,2684.9597,2966.0432,-4723.2931,-1989.9714,4164.8858,-6496.2986,4487.4808,-2316.9908,-4872.4407,-6189.1801,4255.6191,-6424.8864,-3775.0796,-4833.6525,-6667.7436,5312.9771,-6574.7425,-4682.5909,-1677.2235,-3241.5388,-5978.7113,-785.3584,3722.1626,-3277.4273,-5804.8143,-5385.4082,1019.7005,4060.9324,-6213.8555,-342746.4982,-377880.1432,-354734.2503,-354952.8587,-360805.7015,-359924.3010,-364090.7214,-360460.4674,-29279591.1557,-29250136.8202,-29264343.7638,-29265693.7990,-360768.4693,-29262189.2647,-162.4682,3179.4427,-3496.0804,-4768.3959,5941.8959,-5994.6953,-4033.4944,-5040.9301,-3569.0995,-5717.7428,-2437.0298,-755.7647,-5539.6527,-2473.9258,-5333.5027,-1284.0046,2352.4491,1502.5650,6454.3905,1680.5224,976.8479,5446.9384,-6602.2702,-6124.9848,1247.1847,5078.7884,-2507.4809,-1458.7095,4010.6928,1035.8617,0.0000,3666.1750,-127.1814,3604.8025,6019.3987,-6713.1646,5936.6742,3745.6762,-3224.0958,-2569.0067,-1183.5300,-4547.0829,2865.8697,-5441.3978,-5929.4440,4091.6954,-5842.9474,4778.1901,3356.8726,-4127.5102,4689.6687,-3888.1075,-758.1408,2150.5147,824.4526,4706.9032,247.6050,-5897.9810,-5601.0906,-1286.1636,1492.1175,2449.6551,-4182.6639,6513.6851,-6058.3719,-5153.3171,6706.3673,4856.5327,-4068.9490,-913.0129,-3194.7877,5686.1452,2360.5053,3983.9837,4761.3803,5022.7404,1809.0771,3284.5835,-6410.4194,-1795.7698,-2719.4853,-5283.7598,-2322.0292,1784.9216,-4579.5095,-1701.1287,3963.1744,114.6369,2734.2113,1894.9800,-3250.2588,-410.2269,-5052.2739,-2307.9947,-5338.8588,-2422.1028,-4199.9052,6762.7389,-924.4297,2470.6853,33652.1639,44748.7916,36732.9052,36519.0103,42855.5785,40962.0654,34086.1967,34224.8729,313315227.5040,313316997.4537,313315052.4529,313328785.0908,35848.0827,313321385.3058,-5213.2166,-1383.7246,-2764.3407,4104.2129,-3189.9622,-761.4410,-1610.2715,-3270.8144,2536.2153,1542.5908,-4087.8165,-6515.4954,3381.9546,-4112.7381,-3412.2398,-3409.4358,-4259.9894,-4294.9926,-2351.8574,-3893.5598,-5377.1105,3667.4450,-2061.3482,-2336.8258,14.6534,-558.8226,3576.3412,-3106.0174,5273.5592,-5699.0786,0.0000,-1588.3705,-3383.9245,-5324.6337,2697.6015,93.5498,3538.1085,2683.9115,1073.0939,5317.8821,3571.1380,-4474.4685,4336.9035,-2917.5366,-3550.8189,-3684.9275,2912.1510,4557.7590,1338.8255,-4327.3801,-4974.0065,-612.9258,-3523.9725,-1802.6004,4591.9797,4323.9133,-4362.8277,-2525.8968,-987.5122,4505.3391,-5288.4532,4503.2280,5464.7750,270.4982,3133.4202,-4524.1950,-547.9349,-1632.9539,3177.0277,5035.2181,-3134.4975,2691.6392,-5841.5484,-3141.7423,-4604.9542,-2261.3494,1448.1814,4114.1080,-1166.6374,-4582.0986,1226.7015,1335.8950,1051.6663,-5506.1318,1824.9199,183.0995,2034.2399,1759.3642,4232.0406,6451.1468,5158.6208,3447.1721,4652.7830,5308.4363,-2648.4422,2921.6452,993.6972,1058.9247,-5306.1966,-1776.3028,-123091.9364,-127237.4342,-125072.7320,-122637.3660,-120297.7423,-129978.8931,-133883.3871,-125044.6141,-132632302.3331,-132630259.6624,-132658357.0951,-132635075.9131,-125803.7365,-132641056.5457,
3600.000,2806.2848,-4902.1066,-1807.3059,-1521.5783,-1736.6838,334.2822,-3866.5008,578.5751,4180.7719,-401.9713,-1732.6663,2869.7765,2299.1462,-3585.9495,1017.0241,3664.9523,4853.1595,-6590.5820,-3441.6324,-4636.8787,1939.7018,687.9903,2107.6748,4350.4528,-5224.2187,2352.3342,6780.0064,-2970.7340,-4887.7778,-1065.4648,0.0000,-4773.5783,6533.3276,-360.7063,-1307.5359,3531.2055,-3592.1886,3202.1603,-4189.8092,6410.9122,3921.6629,-913.0724,436.5079,3901.9221,3670.2217,-6490.4056,1337.7715,-2909.0808,-5924.2212,-1338.2143,-4076.1801,6067.5085,-2694.7611,-5902.7629,-5879.9848,1239.4623,3660.8185,3642.9417,4625.1256,6306.3690,-5936.2383,1645.9671,3343.0126,398.5617,2005.1725,4602.3624,-590.4078,-5160.1544,-3005.3309,5986.1776,-6512.6214,-3814.0853,-5950.7292,3326.8081,-1331.0458,-5304.1606,3696.1475,-5192.7527,3501.8794,5156.5396,6020.5631,-2091.9738,6084.1560,1520.0867,5184.3218,5413.2618,-6418.2289,5815.1835,503.9982,6035.9467,4693.9008,3331.7385,3874.7089,-212.5336,5546.0196,4960.5331,5588.6146,-3205.2237,-3611.7248,3308.8313,-340606.8855,-376154.8183,-352157.9193,-353505.9920,-358289.0657,-357650.0353,-360850.9277,-358782.0177,-109416659.9316,-109390053.1926,-109393939.0471,-109406214.1418,-358015.2723,-109398509.6389,-3994.5010,-366.9907,4774.5210,6730.1871,-3828.4418,5437.1798,4954.9423,5017.3166,-435.5693,5441.4577,4933.4099,-3886.9343,4481.5454,5737.8438,4031.7737,-1987.1597,-4881.8554,1457.7758,-4043.8768,2236.5887,-4899.1913,-6858.9596,6371.8332,5234.7321,1967.4321,-5796.4225,1124.7014,4076.0996,-741.5739,2834.5311,0.0000,-707.6409,-1812.6643,-6392.9463,-6495.6654,4552.1995,-3598.5753,-5333.5816,4237.0589,357.9345,-3240.7809,6787.4354,-5530.4305,1549.4003,3507.8050,-2173.3328,4918.3440,-5058.7736,-1478.0891,6598.5058,-5330.3509,1401.2483,3158.3382,-1859.1382,2740.7371,-6784.4181,-3960.7152,2422.6758,3654.7212,-1938.6520,2353.5832,-5313.5635,5119.7008,-5784.7160,3731.6242,3129.3139,-5288.9836,-1669.8541,5811.7439,-2756.2213,1102.2884,-1802.9658,-2924.3097,-6067.1336,-6340.6630,-3851.4853,-3141.3145,796.5675,5070.0299,-2326.3315,821.0649,6141.2621,558.3586,-5384.3438,1121.3158,-490.2244,-2066.3200,-2701.1532,-4174.0760,-1841.9789,-922.5710,-2516.3989,2013.8829,5098.2959,3668.1116,-1208.5710,2344.1145,-4598.6269,5254.1801,-4190.0097,-52216.6416,-50707.5970,-56099.4562,-55755.7022,-48301.5059,-51030.1354,-56569.1836,-53955.5532,295072050.3609,295076982.1098,295071085.4219,295080962.9284,-55521.2815,295079006.1364,4863.1166,4840.2285,4670.2546,-84.8572,5472.6514,4072.8603,-2836.3661,4705.7495,-5364.6201,-4285.8019,4526.7048,4649.0894,-4610.1292,856.6837,5502.3818,5504.7522,226.2100,1539.0501,4537.4052,4642.9091,4407.9438,488.5225,-1681.4682,-1330.8933,3770.7834,-2993.3660,639.8143,4698.3503,-4838.2403,6223.9386,0.0000,4939.1887,-1077.7300,2406.8243,1412.6135,-3678.3086,-4706.3831,2464.9340,3378.3549,-2535.5517,-4501.1893,523.1097,-3938.7903,5423.5252,4699.3261,148.6294,-4703.2660,-3531.7500,3132.1016,1617.3850,1588.6984,-3003.9331,5515.9828,-3164.2608,-2395.5687,-470.0392,4350.0720,5319.3544,-3498.0035,-2132.6905,2133.1513,-4126.5363,-3215.1818,3777.3216,-5465.5139,4115.5648,4390.4075,4309.6108,1687.9135,-1130.6926,-2153.8148,-5391.1387,2110.5854,-373.1656,2400.9511,-2174.7790,-4913.0869,-4515.4955,-3145.1143,3977.9340,3198.4846,2372.6022,3222.4793,4038.9575,-4428.6924,-4231.1662,1617.8049,2289.0379,-5456.9479,-2893.6921,-4994.9306,-5522.6574,-5375.2714,-4636.2432,-1424.1243,-4706.0026,3292.6727,-4067.4597,2182.7351,4387.4038,-124528.5311,-128589.9000,-125212.3384,-126122.4372,-120688.0580,-127864.4237,-136052.7413,-127314.1922,-132611361.9338,-132601672.1749,-132632064.1838,-132618191.9285,-126969.0990,-132617651.9761,
7200.000,-1279.3094,2793.7463,-2181.1542,-480.9739,5237.5463,-4392.6113,115.5786,-4459.6311,-2432.6547,-3460.5908,-1453.8514,-5701.0831,-5911.9370,789.0424,-4977.9826,-1166.1653,-2588.5013,5591.4951,5445.2136,3233.5233,-102.1481,1250.8302,-3976.8622,-5067.0480,1237.9536,1320.0193,-5170.2919,-559.8210,6559.7290,-291.6732,0.0000,3068.1697,-3788.0209,2134.7673,3868.6699,-5091.8893,6205.7998,1295.9913,-85.0187,-6510.3782,-1300.2620,-989.1810,2952.4842,-4580.1018,-6221.7338,5851.2141,-4953.6238,5703.5767,3672.2373,-896.8061,4962.4863,-4560.3557,-758.6691,2982.6188,4775.2007,580.2463,-1639.6526,-4701.6459,-4050.3597,-5433.8666,4551.4431,1138.9267,-5090.6263,2690.8636,-5300.6781,-6759.3499,3637.5558,4791.8634,-683.9024,-3573.9059,3092.7358,4652.7387,5753.9267,-597.5113,3585.6027,4515.2796,576.1156,5001.9768,-4039.2191,-4436.9765,-3431.1266,-1372.6166,-3494.1363,215.9316,-4549.2327,-2244.1424,5344.8350,-2066.1791,3322.7776,-6486.0195,-5389.3526,-380.3548,-6312.9892,-2326.6916,-5204.8848,-3365.5099,-3986.8166,5134.8168,1561.1863,698.7196,-317471.6874,-350595.4044,-327228.4776,-331582.6807,-333080.6113,-331930.3624,-335270.1412,-331320.5868,-182101804.4640,-182079407.2849,-182072458.5318,-182084878.7074,-332507.7897,-182083347.4668,6636.3021,-3538.5838,-5422.6671,-5595.9127,1334.3753,-2996.6444,-4277.2430,-4225.9813,4874.8176,-4062.1150,-6409.6887,3219.1281,-2440.1695,-6061.0403,-2478.3894,5398.1949,5020.1586,-3470.9738,824.3605,-5550.4733,6858.6296,5217.8451,-3608.8163,-2219.8584,-5045.7478,4907.2006,989.7337,-6056.9552,-1722.1951,-6244.5452,0.0000,-3368.4957,3159.4461,6109.4009,3429.3477,-295.2891,809.1618,3839.1953,-4129.7435,1286.0152,6406.1738,-5656.4626,6109.1823,2902.7096,-683.3726,-699.2968,-3218.7536,3727.4551,-1950.7550,-6547.0086,3879.2325,2191.1265,-5550.4551,-319.9057,-4819.1081,5810.4044,6514.8259,1914.6091,638.8668,4014.2716,-4049.5681,6724.7290,-4531.8701,3184.1410,-955.6716,-935.3781,2185.0750,-2416.6638,-4315.4754,4118.6743,980.8625,-2754.9388,2740.6695,5860.6728,5762.8208,512.7181,4507.5735,-4292.9430,-1278.4366,5232.7330,2366.9619,-4983.2142,2342.4051,6901.9364,3068.1870,3563.2128,-983.5452,4585.8652,5207.4713,-503.6794,3994.4977,5521.1301,685.1719,-6423.8404,173.6044,4835.7776,1298.0742,937.8568,-5921.3733,5402.5725,-135031.0869,-142471.8171,-145354.7677,-144956.1054,-135974.5477,-142405.6852,-143405.9599,-144583.5713,256698781.1597,256705050.0086,256701194.1802,256702558.4895,-143230.1635,256706845.4995,-1379.5991,-5238.0423,-3722.5657,-4017.0529,-4308.6366,-4255.8475,5391.6700,-3168.0546,4079.4271,4417.4123,-2181.0260,1424.6774,2367.1583,3023.7557,-4098.2238,-4163.5668,3930.0823,2144.8565,-4319.2752,-2633.1019,-484.1767,-4363.8588,4349.2971,4170.4306,-4301.9218,4703.7400,-4473.6994,-3262.5209,1340.8325,-2993.5096,0.0000,-5203.4720,4764.6038,2219.0287,-4386.5559,4536.2512,2953.3725,-5334.2001,-5476.7213,-1907.5564,1825.9317,3758.6779,444.5180,-4217.7376,-2969.6180,3475.9506,3615.3684,-190.7140,-5469.8547,2065.7801,2799.7994,4698.2355,-4053.6360,6260.7578,-1336.0782,-3708.0400,-1731.0149,-4671.4421,5479.2051,-1559.8507,2862.3115,1175.2402,-1119.0349,-5537.3346,4319.6456,-1203.6859,-5453.0897,-4397.7030,-5162.4148,-3874.6443,6127.9512,4182.6943,2793.9374,3637.7779,1301.4108,5186.0754,5182.2455,2108.8497,5453.3142,-922.2554,-5469.5427,-4595.7893,-5490.3273,-19.7477,4184.2668,5435.3132,-4316.8858,-4596.6041,3032.0562,-2425.6577,1666.1944,4144.2499,2743.1519,888.1009,4361.1952,3656.7468,-5488.7845,4536.0333,2807.9299,-4268.5700,-125980.5837,-129915.2448,-125811.0982,-129694.6337,-121523.8093,-125822.3392,-137549.2260,-127955.2127,-132590783.2557,-132574483.4275,-132604142.9244,-132600101.0172,-128122.8073,-132594201.7710,
