sl_100_5400_20270520 Coordinates.csv
2027/05/20 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:26 2024,
Start: 2027/05/20 07:47:00.00, Stop: 2027/05/20 09:17:00.00,
TIME_UNITS,STARLINK-31867 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-31575 - X-Coordinate,STARLINK-5959 - X-Coordinate,STARLINK-5021 - X-Coordinate,STARLINK-3877 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-31377 - X-Coordinate,STARLINK-3320 - X-Coordinate,STARLINK-3654 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-30396 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-31805 - X-Coordinate,STARLINK-2120 - X-Coordinate,STARLINK-3234 - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-6307 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-2340 - X-Coordinate,STARLINK-2299 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-1909 - X-Coordinate,STARLINK-2434 - X-Coordinate,STARLINK-4684 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-2268 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-5500 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-2743 - X-Coordinate,STARLINK-3928 - X-Coordinate,STARLINK-31461 - X-Coordinate,STARLINK-5639 - X-Coordinate,STARLINK-4616 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-30114 - X-Coordinate,STARLINK-2040 - X-Coordinate,STARLINK-5798 - X-Coordinate,STARLINK-30521 - X-Coordinate,STARLINK-5991 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-2709 - X-Coordinate,STARLINK-31291 - X-Coordinate,STARLINK-3625 - X-Coordinate,STARLINK-3282 - X-Coordinate,STARLINK-4381 - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-2511 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-6241 - X-Coordinate,STARLINK-5244 - X-Coordinate,STARLINK-2566 - X-Coordinate,STARLINK-5652 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-5638 - X-Coordinate,STARLINK-5597 - X-Coordinate,STARLINK-30992 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-4708 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-4385 - X-Coordinate,STARLINK-30606 - X-Coordinate,STARLINK-31086 - X-Coordinate,STARLINK-4130 - X-Coordinate,STARLINK-6215 - X-Coordinate,STARLINK-2455 - X-Coordinate,STARLINK-4759 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-31279 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-6361 - X-Coordinate,STARLINK-3743 - X-Coordinate,STARLINK-1986 - X-Coordinate,STARLINK-31907 - X-Coordinate,STARLINK-31061 - X-Coordinate,STARLINK-5408 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-4187 - X-Coordinate,STARLINK-5163 - X-Coordinate,STARLINK-1030 - X-Coordinate,STARLINK-3162 - X-Coordinate,STARLINK-1153 - X-Coordinate,STARLINK-2569 - X-Coordinate,STARLINK-5166 - X-Coordinate,STARLINK-31754 - X-Coordinate,STARLINK-5033 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-6103 - X-Coordinate,STARLINK-3720 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-5296 - X-Coordinate,STARLINK-6245 - X-Coordinate,STARLINK-2432 - X-Coordinate,STARLINK-4273 - X-Coordinate,STARLINK-31930 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31867 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-31575 - Y-Coordinate,STARLINK-5959 - Y-Coordinate,STARLINK-5021 - Y-Coordinate,STARLINK-3877 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-31377 - Y-Coordinate,STARLINK-3320 - Y-Coordinate,STARLINK-3654 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-30396 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-31805 - Y-Coordinate,STARLINK-2120 - Y-Coordinate,STARLINK-3234 - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-6307 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-2340 - Y-Coordinate,STARLINK-2299 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-1909 - Y-Coordinate,STARLINK-2434 - Y-Coordinate,STARLINK-4684 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-2268 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-5500 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-2743 - Y-Coordinate,STARLINK-3928 - Y-Coordinate,STARLINK-31461 - Y-Coordinate,STARLINK-5639 - Y-Coordinate,STARLINK-4616 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-30114 - Y-Coordinate,STARLINK-2040 - Y-Coordinate,STARLINK-5798 - Y-Coordinate,STARLINK-30521 - Y-Coordinate,STARLINK-5991 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-2709 - Y-Coordinate,STARLINK-31291 - Y-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-3282 - Y-Coordinate,STARLINK-4381 - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-2511 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-6241 - Y-Coordinate,STARLINK-5244 - Y-Coordinate,STARLINK-2566 - Y-Coordinate,STARLINK-5652 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-5638 - Y-Coordinate,STARLINK-5597 - Y-Coordinate,STARLINK-30992 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-4708 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-4385 - Y-Coordinate,STARLINK-30606 - Y-Coordinate,STARLINK-31086 - Y-Coordinate,STARLINK-4130 - Y-Coordinate,STARLINK-6215 - Y-Coordinate,STARLINK-2455 - Y-Coordinate,STARLINK-4759 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-31279 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-6361 - Y-Coordinate,STARLINK-3743 - Y-Coordinate,STARLINK-1986 - Y-Coordinate,STARLINK-31907 - Y-Coordinate,STARLINK-31061 - Y-Coordinate,STARLINK-5408 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-4187 - Y-Coordinate,STARLINK-5163 - Y-Coordinate,STARLINK-1030 - Y-Coordinate,STARLINK-3162 - Y-Coordinate,STARLINK-1153 - Y-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-5166 - Y-Coordinate,STARLINK-31754 - Y-Coordinate,STARLINK-5033 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-6103 - Y-Coordinate,STARLINK-3720 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-5296 - Y-Coordinate,STARLINK-6245 - Y-Coordinate,STARLINK-2432 - Y-Coordinate,STARLINK-4273 - Y-Coordinate,STARLINK-31930 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31867 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-31575 - Z-Coordinate,STARLINK-5959 - Z-Coordinate,STARLINK-5021 - Z-Coordinate,STARLINK-3877 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-31377 - Z-Coordinate,STARLINK-3320 - Z-Coordinate,STARLINK-3654 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-30396 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-31805 - Z-Coordinate,STARLINK-2120 - Z-Coordinate,STARLINK-3234 - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-6307 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-2340 - Z-Coordinate,STARLINK-2299 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-1909 - Z-Coordinate,STARLINK-2434 - Z-Coordinate,STARLINK-4684 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-2268 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-5500 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-2743 - Z-Coordinate,STARLINK-3928 - Z-Coordinate,STARLINK-31461 - Z-Coordinate,STARLINK-5639 - Z-Coordinate,STARLINK-4616 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-30114 - Z-Coordinate,STARLINK-2040 - Z-Coordinate,STARLINK-5798 - Z-Coordinate,STARLINK-30521 - Z-Coordinate,STARLINK-5991 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-2709 - Z-Coordinate,STARLINK-31291 - Z-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-3282 - Z-Coordinate,STARLINK-4381 - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-2511 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-6241 - Z-Coordinate,STARLINK-5244 - Z-Coordinate,STARLINK-2566 - Z-Coordinate,STARLINK-5652 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-5638 - Z-Coordinate,STARLINK-5597 - Z-Coordinate,STARLINK-30992 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-4708 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-4385 - Z-Coordinate,STARLINK-30606 - Z-Coordinate,STARLINK-31086 - Z-Coordinate,STARLINK-4130 - Z-Coordinate,STARLINK-6215 - Z-Coordinate,STARLINK-2455 - Z-Coordinate,STARLINK-4759 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-31279 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-6361 - Z-Coordinate,STARLINK-3743 - Z-Coordinate,STARLINK-1986 - Z-Coordinate,STARLINK-31907 - Z-Coordinate,STARLINK-31061 - Z-Coordinate,STARLINK-5408 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-4187 - Z-Coordinate,STARLINK-5163 - Z-Coordinate,STARLINK-1030 - Z-Coordinate,STARLINK-3162 - Z-Coordinate,STARLINK-1153 - Z-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-5166 - Z-Coordinate,STARLINK-31754 - Z-Coordinate,STARLINK-5033 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-6103 - Z-Coordinate,STARLINK-3720 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-5296 - Z-Coordinate,STARLINK-6245 - Z-Coordinate,STARLINK-2432 - Z-Coordinate,STARLINK-4273 - Z-Coordinate,STARLINK-31930 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4256.3996,-933.1643,-5512.5918,673.2557,-2699.4425,-5008.2534,-6614.3577,-1569.8358,6548.9783,6127.8839,4458.0753,-1345.2809,-2457.6088,-3186.2020,5164.1887,4910.8626,3708.0043,2115.9562,1874.2695,-2567.6177,5493.2596,774.1310,5048.6617,5997.2048,3603.4283,-4069.7847,5376.0544,-4316.3183,1918.0715,-6575.3836,-2331.6087,-777.3666,1294.0178,-4094.8017,-3000.9199,-1356.8665,5905.1747,-4991.1150,-5300.7177,6547.4127,-5526.1690,-4345.5770,3404.8908,-6380.9658,4212.0007,5839.8857,6758.1507,4132.6260,2703.8720,4944.9671,-3492.0293,6757.5798,6406.7949,-5989.5569,-4540.2726,-2889.2978,-3534.8027,-3239.3038,4016.1941,3111.3625,0.0000,4512.5161,-5573.2458,-2574.4739,898.7159,436.9765,-6208.8732,-6554.3685,-1710.3261,-3345.6060,-2886.9212,298.7174,-6497.4426,3796.0408,-169.0132,-6592.0602,-6582.9324,5367.1450,4226.2981,-3263.1727,4703.9156,1381.6793,4516.7870,4930.3182,3575.3304,5783.9353,105.3364,468.2852,663.2108,796.7239,-1612.5379,4407.4425,-2898.0514,703.9138,5098.7340,4337.4896,-1258.4505,-5725.4537,0.0000,6215.2920,172196.2392,193349.3910,175623.5567,176369.4013,178040.8588,177972.9673,185513.9134,182823.3992,169889059.0986,169934629.7707,169910013.2179,169902187.5049,181635.9084,169906936.3139,-3885.0467,4248.2946,2852.6512,4186.3082,3674.3432,-1226.3600,782.3853,-4552.5025,126.9603,-2102.5783,2944.7471,-6706.4434,-3337.3233,-5074.7059,-246.8154,2486.2614,1966.5164,6284.6179,5102.9168,-6288.7667,3817.5453,-6727.4261,-1895.7103,1432.6401,5808.6515,1692.1792,2883.1910,-3142.0531,6182.3332,1601.1154,4500.1495,-5425.7495,6213.8797,5081.1921,5205.4096,-5382.6430,-1763.2844,2836.3732,4260.3038,1944.9217,348.2468,-3604.9120,-2622.5746,-2332.1883,-86.0130,2841.6118,1326.1174,-269.5449,-2372.4216,-4051.8069,3864.9392,-1389.6551,2605.2701,2684.5068,1407.4787,-4814.2312,3668.6793,1577.1887,-687.4614,4901.3162,0.0000,-197.1760,-3688.3583,2282.5629,6494.0751,-6246.5651,2998.4206,1819.7945,5348.8318,4156.6281,6289.7896,-5141.3747,-2415.0320,3753.6338,-6861.2144,2016.4805,1638.8157,2663.2743,-5071.3345,-5536.6619,1401.5576,-3906.8094,1193.4230,-4548.6580,-3532.7330,-816.0981,4244.2547,-6551.0850,3789.4607,6675.3614,-123.9220,-2515.7278,-3177.6164,-4664.2881,4461.6065,-917.2054,-5946.2472,2049.4694,0.0000,-2642.2118,-293649.2600,-313061.6601,-307729.2133,-306410.3635,-314889.7046,-312547.7332,-309248.2051,-307768.5360,60982976.5693,60951855.3043,60955761.2528,60987951.8269,-308977.8855,60979546.6096,-3622.7569,-5292.8467,2824.1140,-5508.6849,-5203.3996,-4597.3640,1829.6117,-4846.6517,2189.8021,-2413.5498,4225.8395,1048.4096,-5534.9247,3265.5121,-4600.0095,4172.9552,5459.4201,-1966.9225,4298.3972,-1460.7412,27.0711,-371.1563,-4356.5456,-3127.8538,1159.0619,-5338.5382,-3264.5115,-4262.9990,-1704.8585,-1584.4085,-4724.0873,3646.7510,-2755.3881,-1956.1773,-3464.8954,-4089.1112,-3217.3485,3881.5189,1127.1011,-1194.3134,-4183.7998,-4058.8410,5352.1039,-1258.8489,-5411.3484,2163.3443,444.3180,5528.2760,-5941.1594,-2386.9104,-4249.5814,187.4978,-513.4472,-2171.3640,4972.7379,4144.0906,4484.7323,-5935.0181,5601.8664,-3803.9573,0.0000,5228.5686,-1529.3865,6017.8889,1956.0003,-2629.1139,353.8580,1313.7470,3879.4266,3964.1392,255.2231,-4544.2513,34.4958,4409.1164,727.4606,-163.8073,-795.0875,-3459.6947,2026.2500,2512.3849,-4842.4499,5502.9647,5089.4111,1645.5291,4724.6246,-3731.1640,-5453.5205,-1750.3041,5776.5839,-582.3802,-6748.2986,-4726.3035,5369.2805,5030.1892,-1358.9601,-5349.3501,3336.5318,-3251.6354,0.0000,-975.3736,-158552.6841,-160752.5819,-162175.4639,-158472.2125,-157016.5644,-167116.9059,-170126.7486,-161730.9835,38844867.0148,38868024.2709,38861617.6160,38855399.2321,-162322.1702,38854141.7721,
300.000,2410.1524,1225.3975,-3965.0915,1990.1351,-1447.3787,-6034.3764,-6604.2386,-2953.9818,6802.1716,5977.0312,4926.4533,-2803.3349,-4051.5344,-4818.3972,5726.2589,6174.7770,4796.8655,3377.7617,3802.7660,-2872.7201,5897.6879,-489.7002,4572.9744,6747.8433,4310.8929,-3665.5033,6446.5252,-4346.0571,2904.6934,-5626.1966,-336.4448,-2359.0701,2653.1839,-2385.6064,-1645.4260,-2597.0054,6317.6743,-4363.0817,-4500.5471,6907.2762,-4617.8664,-2831.5548,1600.9331,-6183.1399,4346.9223,6652.3704,6535.5821,3892.2858,4390.0077,3387.7211,-1471.3387,6127.3825,6558.0323,-4671.8713,-4553.0442,-4671.2632,-2775.8719,-3787.5609,5078.9737,4207.9525,0.0000,3549.3003,-5654.3660,-4297.7892,2169.6422,-1288.4224,-5290.9290,-5553.4495,-454.9522,-1347.4114,-1364.8590,-1818.4266,-6692.7356,5352.3135,-1365.3007,-5870.1165,-5711.7958,5369.3379,2706.7183,-3920.7931,5804.6537,-757.7589,5524.2627,4160.6336,2814.9449,6139.0140,2192.9836,-1086.3534,1691.1306,1952.2521,371.3578,3126.5825,-3963.3837,-1310.9802,5907.9554,2480.3089,-2789.7929,-5705.4207,0.0000,5178.4701,178243.8059,199994.7408,182107.5650,182898.4047,184497.6889,184448.4967,191897.3091,189270.5373,168520226.6195,168566590.6318,168541926.3824,168532887.9722,188092.5710,168538191.8556,-4222.8161,3941.4788,3957.6211,5256.0109,5214.3167,239.6605,2031.2181,-2949.9585,-1133.6388,-3405.5818,856.0644,-6309.0583,-1878.0373,-4406.5080,-1947.1210,1390.5261,147.0409,5088.8074,4666.8236,-5318.5249,2606.2429,-6415.6213,-3829.5770,210.7933,4622.0793,3687.2026,1897.4562,-1137.7104,5032.2089,2042.8096,5276.1066,-5776.8380,6301.4523,5498.9617,6353.0594,-3881.8128,-2629.1902,4597.7422,5179.0632,475.5601,2238.0803,-2939.7929,-3854.6889,-951.9702,-2189.4589,1470.9877,56.5252,-2406.9448,-2935.5992,-4483.2238,4115.9819,-2484.0780,1050.4190,3503.4153,3332.5808,-4096.4094,5298.0314,3361.7009,-2069.6818,3186.7837,0.0000,-2128.5157,-2238.0026,2859.0225,6488.3905,-5517.1660,3889.0067,3129.6855,6376.0039,4236.8630,6554.1905,-4703.0201,-897.5950,2478.6536,-6297.0940,3055.0938,2987.8511,680.6052,-5241.6438,-4052.5278,-109.7047,-4302.3897,-481.2945,-5514.0669,-5206.0763,-2333.8657,4401.6780,-6704.3470,1947.1659,6019.1208,-1245.9625,-4234.1954,-1273.5738,-3963.8671,3551.2563,-1685.2609,-4723.6103,3511.2555,0.0000,-3536.5508,-289962.7184,-309039.8518,-303712.3358,-302500.4397,-311011.9313,-308684.6678,-305342.7226,-303709.2540,64682921.0670,64652255.8963,64655646.4092,64687685.1386,-305071.4247,64679485.2480,-4764.7761,-5468.1608,3884.8819,-4091.3495,-4309.3723,-3352.3837,38.7363,-5408.9135,425.1900,-670.0020,4624.8352,-496.0143,-5279.0837,1989.1922,-3361.3390,2771.9585,4939.8646,-3248.3062,3435.7722,-3428.1765,-1788.4931,-2149.5652,-3532.7576,-1485.0431,2843.6292,-4570.4019,-1641.1108,-5148.1072,-3326.0848,-3535.5122,-4478.4217,2106.3705,-1052.5187,-3239.9846,-2242.5379,-5072.3926,-1221.8948,2804.9553,-687.3064,345.0710,-4673.1389,-5631.0171,5449.0782,-2936.9737,-4831.2401,684.8524,2208.3311,5174.9729,-4509.3864,-3873.4051,-5107.9087,1970.2231,-2001.7048,-3703.1884,3938.3588,3180.0473,3212.4212,-4750.0314,4233.8943,-4507.7214,0.0000,5532.0809,-3168.9242,4630.5624,166.7289,-3746.1335,2124.5497,2708.1324,2399.0408,4939.1385,1764.7566,-4663.3718,1557.5498,3628.2995,2466.1358,-1945.0361,-2263.4806,-4310.9536,3584.6473,3973.1947,-3718.0962,5326.8081,4123.2404,-155.2478,3547.7119,-2211.4572,-4855.6430,-226.4546,6441.7110,-2348.5998,-6816.7749,-4515.6646,5476.4889,5487.1462,452.7132,-6267.8880,4237.4684,-1629.5231,0.0000,-2693.5186,-158622.9394,-160823.9105,-162137.6426,-158693.7061,-156982.0919,-166956.2045,-170314.6891,-162270.5195,38844122.0633,38866925.1181,38860411.0850,38854995.8738,-162385.9522,38853222.9429,
600.000,300.3470,3270.3542,-2015.4175,3061.5991,-97.2246,-6475.2907,-5934.6784,-4087.3824,6376.8822,5234.0077,4937.2934,-3992.6329,-5279.5858,-5952.5590,5746.1779,6826.2591,5446.2079,4341.6363,5355.3901,-2929.4273,5665.4491,-1726.4027,3687.9379,6828.0934,4622.0333,-2949.9144,6873.7350,-3985.4376,3611.4884,-4100.1225,1670.8493,-3648.3770,3738.0269,-416.0840,-152.0459,-3631.1079,6095.2436,-3338.2780,-3242.8007,6597.5232,-3299.9819,-1057.7926,-331.2303,-5385.2300,4092.6194,6793.5892,5664.1679,3323.3150,5629.1434,1463.1861,717.5703,4879.0697,6083.7830,-2883.3109,-4148.0807,-6006.0262,-1762.1316,-4005.8908,5656.6824,4941.2968,0.0000,2286.8098,-5183.8984,-5582.7283,3215.5034,-2912.3948,-3833.7931,-4011.8472,820.3961,818.1160,305.1307,-3765.6939,-6244.0129,6398.6345,-2452.8020,-4553.6031,-4259.1183,4887.0612,892.6868,-4229.9750,6343.7749,-2806.2166,6011.1359,2974.0351,1813.2090,5901.5758,4047.3764,-2526.7118,2624.8136,2925.8857,2360.4231,1581.1077,-4684.5122,-3222.8218,6129.6120,394.0047,-4088.0981,-5124.5289,0.0000,3596.6439,184213.2583,206554.0105,188511.3159,189347.8418,190872.3868,190845.0770,198196.1998,195541.9541,167070831.2839,167117980.7311,167093280.0572,167083054.7051,194465.2609,167088885.1889,-4174.3795,3294.0850,4697.4206,5824.5819,6254.2813,1647.7905,3076.6867,-1076.1039,-2276.1845,-4362.5291,-1317.8456,-5295.1913,-279.9307,-3308.0299,-3426.6330,187.4600,-1650.2848,3397.5938,3810.9495,-3795.2457,1090.9642,-5430.9808,-5386.3976,-1015.4530,2966.1719,5313.7945,741.4010,999.8224,3325.9611,2323.4984,5578.9004,-5477.4098,5767.8755,5382.1056,6888.3324,-2012.4793,-3213.4783,5906.3697,5583.0301,-1043.2917,3940.0499,-1894.2394,-4747.8822,552.1916,-4055.6779,-41.1646,-1243.0999,-4304.2262,-3124.8761,-4492.1027,3981.4812,-3351.6081,-623.0399,4015.4104,4904.4831,-3020.2027,6367.1220,4774.4712,-3195.9566,1175.4183,0.0000,-3880.7465,-533.4360,3066.6358,5815.9018,-4238.3918,4412.4922,4161.6292,6749.2152,3899.6624,6188.6761,-3840.6678,720.9555,996.5376,-5103.8425,3808.5056,4055.9179,-1385.2432,-4921.0672,-2152.8571,-1573.1893,-4325.0541,-2071.7190,-5929.7384,-6357.2911,-3600.5956,4174.2053,-6166.0324,-57.6379,4716.3378,-2149.7517,-5565.7357,729.4505,-2922.5434,2281.6283,-2362.4819,-3061.4243,4606.5482,0.0000,-4094.3412,-286152.9299,-304876.0105,-299561.2628,-298454.6679,-306998.2490,-304682.6251,-301305.5573,-299618.5007,68352163.0400,68321976.8344,68324856.0000,68356667.6436,-301030.1086,68348725.1370,-5369.7065,-5039.2200,4509.0973,-2240.2984,-2951.9077,-1744.9073,-1756.3620,-5368.6141,-1385.4642,1145.9306,4503.1971,-1987.0725,-4455.4445,489.7886,-1761.1238,1071.3818,3882.4960,-4180.0028,2205.4725,-5031.5970,-3391.5421,-3682.6144,-2331.1117,318.1547,4223.6275,-3311.8983,159.1482,-5459.5722,-4552.6930,-5111.6499,-3753.4689,304.2008,763.7746,-4158.9021,-780.3869,-5505.3782,903.3542,1428.0466,-2426.9442,1847.4629,-4665.0057,-6608.2428,4947.2781,-4297.9445,-3718.3691,-869.7759,3732.4494,4263.5009,-2598.3483,-4926.0834,-5369.5402,3538.9100,-3276.0317,-4836.0071,2473.5005,1882.5218,1574.4180,-3060.0832,2412.7010,-4731.6761,0.0000,5239.3779,-4458.2957,2749.0441,-1641.1314,-4437.5204,3664.7115,3811.8536,649.9345,5317.4522,3084.5565,-4270.3540,2913.5932,2458.2053,3937.0052,-3514.8668,-3478.7841,-4698.9137,4754.7797,5002.9073,-2189.5836,4571.4965,2712.1089,-1939.2597,1986.0745,-454.7644,-3734.4114,1323.1182,6422.4685,-3842.5994,-6161.7581,-3823.0878,4985.8449,5349.1471,2215.3435,-6522.9899,4685.4092,169.9350,0.0000,-4109.6690,-158693.3643,-160895.4843,-162100.1980,-158920.1243,-156951.0245,-166789.1930,-170497.3970,-162818.6612,38843381.0606,38865825.0685,38859202.6520,38854585.3802,-162449.6383,38852303.9474,
