sl_100_5400_20270901 Coordinates.csv
2027/09/01 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:12 2024,
Start: 2027/09/01 07:47:00.00, Stop: 2027/09/01 09:17:00.00,
TIME_UNITS,STARLINK-2375 - X-Coordinate,STARLINK-1596 - X-Coordinate,STARLINK-3886 - X-Coordinate,STARLINK-32233 - X-Coordinate,STARLINK-30973 - X-Coordinate,STARLINK-3306 - X-Coordinate,STARLINK-5741 - X-Coordinate,STARLINK-6361 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-30996 - X-Coordinate,STARLINK-30099 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-5023 - X-Coordinate,STARLINK-1679 - X-Coordinate,STARLINK-6149 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-4715 - X-Coordinate,STARLINK-2536 - X-Coordinate,STARLINK-5638 - X-Coordinate,STARLINK-3848 - X-Coordinate,STARLINK-5471 - X-Coordinate,STARLINK-4372 - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-31541 - X-Coordinate,STARLINK-4131 - X-Coordinate,STARLINK-2503 - X-Coordinate,STARLINK-6337 - X-Coordinate,STARLINK-2714 - X-Coordinate,STARLINK-30842 - X-Coordinate,STARLINK-4800 - X-Coordinate,STARLINK-1476 - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-5344 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-1622 - X-Coordinate,STARLINK-1701 - X-Coordinate,STARLINK-6206 - X-Coordinate,STARLINK-31136 - X-Coordinate,STARLINK-3728 - X-Coordinate,STARLINK-1967 - X-Coordinate,STARLINK-2027 - X-Coordinate,STARLINK-4775 - X-Coordinate,STARLINK-5814 - X-Coordinate,STARLINK-5716 - X-Coordinate,STARLINK-1171 - X-Coordinate,STARLINK-1021 - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-6161 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-5014 - X-Coordinate,STARLINK-4374 - X-Coordinate,STARLINK-3743 - X-Coordinate,STARLINK-3724 - X-Coordinate,STARLINK-6138 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-3044 - X-Coordinate,STARLINK-30386 - X-Coordinate,STARLINK-31285 - X-Coordinate,STARLINK-32163 - X-Coordinate,STARLINK-30117 - X-Coordinate,STARLINK-3756 - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-31171 - X-Coordinate,STARLINK-1975 - X-Coordinate,STARLINK-4594 - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-5816 - X-Coordinate,STARLINK-6333 - X-Coordinate,STARLINK-3986 - X-Coordinate,STARLINK-31902 - X-Coordinate,STARLINK-5141 - X-Coordinate,STARLINK-32269 - X-Coordinate,STARLINK-6282 - X-Coordinate,STARLINK-31561 - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-5566 - X-Coordinate,STARLINK-2115 - X-Coordinate,STARLINK-3831 - X-Coordinate,STARLINK-3631 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-1445 - X-Coordinate,STARLINK-31789 - X-Coordinate,STARLINK-4421 - X-Coordinate,STARLINK-11253 [DTC] - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-31689 - X-Coordinate,STARLINK-5670 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-1019 - X-Coordinate,STARLINK-4462 - X-Coordinate,STARLINK-2525 - X-Coordinate,STARLINK-32277 - X-Coordinate,STARLINK-3993 - X-Coordinate,STARLINK-4479 - X-Coordinate,STARLINK-32013 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2375 - Y-Coordinate,STARLINK-1596 - Y-Coordinate,STARLINK-3886 - Y-Coordinate,STARLINK-32233 - Y-Coordinate,STARLINK-30973 - Y-Coordinate,STARLINK-3306 - Y-Coordinate,STARLINK-5741 - Y-Coordinate,STARLINK-6361 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-30996 - Y-Coordinate,STARLINK-30099 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-5023 - Y-Coordinate,STARLINK-1679 - Y-Coordinate,STARLINK-6149 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-4715 - Y-Coordinate,STARLINK-2536 - Y-Coordinate,STARLINK-5638 - Y-Coordinate,STARLINK-3848 - Y-Coordinate,STARLINK-5471 - Y-Coordinate,STARLINK-4372 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-31541 - Y-Coordinate,STARLINK-4131 - Y-Coordinate,STARLINK-2503 - Y-Coordinate,STARLINK-6337 - Y-Coordinate,STARLINK-2714 - Y-Coordinate,STARLINK-30842 - Y-Coordinate,STARLINK-4800 - Y-Coordinate,STARLINK-1476 - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-5344 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-1622 - Y-Coordinate,STARLINK-1701 - Y-Coordinate,STARLINK-6206 - Y-Coordinate,STARLINK-31136 - Y-Coordinate,STARLINK-3728 - Y-Coordinate,STARLINK-1967 - Y-Coordinate,STARLINK-2027 - Y-Coordinate,STARLINK-4775 - Y-Coordinate,STARLINK-5814 - Y-Coordinate,STARLINK-5716 - Y-Coordinate,STARLINK-1171 - Y-Coordinate,STARLINK-1021 - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-6161 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-5014 - Y-Coordinate,STARLINK-4374 - Y-Coordinate,STARLINK-3743 - Y-Coordinate,STARLINK-3724 - Y-Coordinate,STARLINK-6138 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-3044 - Y-Coordinate,STARLINK-30386 - Y-Coordinate,STARLINK-31285 - Y-Coordinate,STARLINK-32163 - Y-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-3756 - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-31171 - Y-Coordinate,STARLINK-1975 - Y-Coordinate,STARLINK-4594 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-5816 - Y-Coordinate,STARLINK-6333 - Y-Coordinate,STARLINK-3986 - Y-Coordinate,STARLINK-31902 - Y-Coordinate,STARLINK-5141 - Y-Coordinate,STARLINK-32269 - Y-Coordinate,STARLINK-6282 - Y-Coordinate,STARLINK-31561 - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-5566 - Y-Coordinate,STARLINK-2115 - Y-Coordinate,STARLINK-3831 - Y-Coordinate,STARLINK-3631 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-1445 - Y-Coordinate,STARLINK-31789 - Y-Coordinate,STARLINK-4421 - Y-Coordinate,STARLINK-11253 [DTC] - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-31689 - Y-Coordinate,STARLINK-5670 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-1019 - Y-Coordinate,STARLINK-4462 - Y-Coordinate,STARLINK-2525 - Y-Coordinate,STARLINK-32277 - Y-Coordinate,STARLINK-3993 - Y-Coordinate,STARLINK-4479 - Y-Coordinate,STARLINK-32013 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2375 - Z-Coordinate,STARLINK-1596 - Z-Coordinate,STARLINK-3886 - Z-Coordinate,STARLINK-32233 - Z-Coordinate,STARLINK-30973 - Z-Coordinate,STARLINK-3306 - Z-Coordinate,STARLINK-5741 - Z-Coordinate,STARLINK-6361 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-30996 - Z-Coordinate,STARLINK-30099 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-5023 - Z-Coordinate,STARLINK-1679 - Z-Coordinate,STARLINK-6149 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-4715 - Z-Coordinate,STARLINK-2536 - Z-Coordinate,STARLINK-5638 - Z-Coordinate,STARLINK-3848 - Z-Coordinate,STARLINK-5471 - Z-Coordinate,STARLINK-4372 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-31541 - Z-Coordinate,STARLINK-4131 - Z-Coordinate,STARLINK-2503 - Z-Coordinate,STARLINK-6337 - Z-Coordinate,STARLINK-2714 - Z-Coordinate,STARLINK-30842 - Z-Coordinate,STARLINK-4800 - Z-Coordinate,STARLINK-1476 - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-5344 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-1622 - Z-Coordinate,STARLINK-1701 - Z-Coordinate,STARLINK-6206 - Z-Coordinate,STARLINK-31136 - Z-Coordinate,STARLINK-3728 - Z-Coordinate,STARLINK-1967 - Z-Coordinate,STARLINK-2027 - Z-Coordinate,STARLINK-4775 - Z-Coordinate,STARLINK-5814 - Z-Coordinate,STARLINK-5716 - Z-Coordinate,STARLINK-1171 - Z-Coordinate,STARLINK-1021 - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-6161 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-5014 - Z-Coordinate,STARLINK-4374 - Z-Coordinate,STARLINK-3743 - Z-Coordinate,STARLINK-3724 - Z-Coordinate,STARLINK-6138 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-3044 - Z-Coordinate,STARLINK-30386 - Z-Coordinate,STARLINK-31285 - Z-Coordinate,STARLINK-32163 - Z-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-3756 - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-31171 - Z-Coordinate,STARLINK-1975 - Z-Coordinate,STARLINK-4594 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-5816 - Z-Coordinate,STARLINK-6333 - Z-Coordinate,STARLINK-3986 - Z-Coordinate,STARLINK-31902 - Z-Coordinate,STARLINK-5141 - Z-Coordinate,STARLINK-32269 - Z-Coordinate,STARLINK-6282 - Z-Coordinate,STARLINK-31561 - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-5566 - Z-Coordinate,STARLINK-2115 - Z-Coordinate,STARLINK-3831 - Z-Coordinate,STARLINK-3631 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-1445 - Z-Coordinate,STARLINK-31789 - Z-Coordinate,STARLINK-4421 - Z-Coordinate,STARLINK-11253 [DTC] - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-31689 - Z-Coordinate,STARLINK-5670 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-1019 - Z-Coordinate,STARLINK-4462 - Z-Coordinate,STARLINK-2525 - Z-Coordinate,STARLINK-32277 - Z-Coordinate,STARLINK-3993 - Z-Coordinate,STARLINK-4479 - Z-Coordinate,STARLINK-32013 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4771.7250,4887.7164,2833.5284,4000.9872,-2374.6201,-3028.0979,-5980.3465,2038.9601,4193.7686,-3768.7838,3859.6478,-4968.2232,-3309.9066,-2556.5827,1451.7609,-1611.6462,2657.0264,-3596.2232,1780.2187,-3388.7252,-4976.5025,-13.1290,3980.4017,4568.6389,3664.9061,814.6447,3957.7241,-2411.8633,-4241.5309,2951.6477,-3836.3462,-2145.4875,-5344.5515,0.0000,-5278.6097,-4233.6869,2210.9907,785.4297,-6885.0992,-2248.2496,-6772.1934,-2851.1828,-2681.2216,-3100.7460,4846.9258,-6510.7768,-155.6663,6402.6070,1162.1810,6245.4802,-3002.9188,-4790.4265,-5277.3638,4858.5513,-2273.0273,6415.0620,-5069.5630,2664.8052,-2487.8541,3151.3346,5240.7108,2781.0563,-520.6737,3283.7399,6611.3992,4829.1511,-245.4342,2603.8370,-2686.0246,5159.0248,-526.7487,5739.1134,-6836.6230,2428.3810,4830.4848,5538.7196,-2805.5325,4419.4425,1000.3052,1361.8933,3397.2399,3827.5175,3509.3063,-4728.5602,-967.5723,6098.2671,3999.8114,3021.3202,5328.9243,-4996.7587,1646.5276,3360.5740,4276.8187,5847.1154,-2380.2936,-1865.5049,649.7585,2044.4205,-1437.9178,2215.6963,-136823.5090,-121121.5702,-125801.5813,-126608.8287,-118637.3104,-120812.8898,-125697.7586,-123565.6642,99213884.1929,99220151.9170,99235038.7056,99228900.9579,-125183.3851,99227586.6409,1765.2626,1299.3474,-6246.2134,-3919.1303,-6347.4014,6217.0614,-2758.6549,5495.2893,1106.8933,-3410.6733,-4166.5190,-1735.4491,4128.1311,-5472.5106,6752.2902,-1856.4348,3357.6342,-2108.2634,1599.0724,3434.0785,-1962.7682,-1341.3529,4600.9617,3710.8709,3303.6006,-6208.1888,-5632.2601,-3760.3081,3713.5841,-4515.4936,5239.3925,-3620.4721,3035.1217,0.0000,-4144.3067,2282.4064,-6078.3838,-5577.4942,520.5382,-3515.1380,-1212.7527,-3549.4793,3652.6405,-4046.9931,4219.0871,-1423.2761,-6896.3752,-2392.2481,4218.3324,-2435.0964,-4989.6077,3539.1446,2757.9746,-4291.8130,-5940.4069,1040.6051,372.9393,4401.9805,-5726.4436,-3843.8330,1027.0170,-4549.6286,-1350.5714,-3745.8453,607.5423,-4580.4746,-6811.4290,-5737.9312,-1364.2726,-4621.1389,-4260.3252,-3271.0629,-953.3279,4694.4093,-4039.2459,-159.5297,-4160.3080,-3005.6517,4475.1945,-4206.9341,5577.6200,3252.7745,-2098.9469,4620.9752,-887.0891,-361.7241,-3774.5633,-5699.0575,3969.6212,-4790.3391,-6121.6926,-882.8606,-5279.7436,-1872.4513,5954.2048,3908.4622,-4083.1119,5908.3359,6290.7973,-4353.2968,324599.4876,353216.2518,332921.6312,333328.2751,336657.0492,336287.6011,342805.9257,338403.3403,267615142.1560,267592945.8728,267617298.8268,267611622.8292,339017.7909,267606192.7551,-4444.1526,-4772.2361,447.6704,-4052.4790,1430.6541,444.0391,2124.2630,3686.3303,-5371.3713,-4478.3046,-3911.9694,4273.9205,4390.4067,3350.7861,-579.0033,6465.1691,-5416.4389,-5513.7792,6499.7106,-4955.5887,-4361.0322,-6693.5418,-3325.5542,3413.8551,-4838.7489,2849.2613,-835.4911,-5239.6989,-4037.0494,-4330.3203,-2431.4519,-5502.0419,-3213.7407,0.0000,423.5816,-4974.7349,-2493.8636,-4026.4600,340.7075,-5525.9542,-102.7618,5143.4037,-5286.6758,-4702.5698,1635.1552,-1808.7693,-712.6272,1135.4353,5332.5170,-399.7278,3672.4826,-3542.9714,-3493.2279,-2202.9064,-2759.8651,-2365.9679,4711.3221,4606.3656,-2680.0711,4561.9760,4404.8706,-4308.1204,6768.7416,4681.7632,-1905.3174,1856.4830,1223.4899,-2879.1968,6248.9275,-169.6687,5342.2240,-1684.2223,-576.9832,-4327.0258,-2888.4272,-3971.2698,-4693.6879,-4408.8740,5126.3804,5293.2021,2199.7582,4749.8167,-5393.0667,-1460.4589,-6800.2550,2748.9074,4181.5831,-2466.0693,1478.6329,-332.3319,2587.1397,5998.6659,1289.8363,3183.7785,2584.3048,-5388.7248,5427.9571,-2950.7293,2350.0935,4562.1822,18482.7557,16306.4770,15421.4537,18518.9082,20402.2547,10489.3745,7051.0120,14669.0613,-58303429.3281,-58325874.3876,-58333989.6468,-58320531.4412,14992.7945,-58315657.6441,
300.000,-3099.0954,4287.3565,1645.4510,3376.4333,-3287.5432,-1855.3253,-6751.5992,3444.8020,4028.9969,-5235.0560,1901.5748,-4947.2461,-2454.9372,-4031.7430,2868.0719,397.0307,3893.6184,-4410.5633,2955.6916,-1352.0123,-6162.3678,1557.6681,4729.4434,5005.4254,5304.7669,-459.0220,2429.6802,-3639.7438,-2366.4700,1976.2728,-2236.9652,-4005.6758,-3732.8294,0.0000,-5838.5304,-2456.2296,766.6263,-908.1467,-6542.0412,-4018.9496,-6666.1220,-3791.2836,-810.2704,-4557.0334,5086.8385,-6011.2140,294.3740,5796.4344,2935.4607,5361.4439,-3692.5883,-5726.8078,-5088.5804,3333.5164,-3524.4962,6883.8626,-5588.9266,4192.4544,-3685.4586,1071.1759,4948.7918,781.1647,1447.3902,2405.0258,5921.9054,3376.7360,-1756.0226,724.4807,-4438.2356,3886.5180,-2495.1921,4354.8498,-6588.0909,4155.9795,3100.3630,5787.6321,-3647.6237,2713.5480,2978.1950,-802.9245,4600.5322,5430.3856,2090.3317,-3631.6250,-936.8010,6391.8226,2068.3366,1420.7989,6240.4486,-5736.8437,124.4077,1524.3309,2899.2442,4411.1675,-1296.7352,289.5701,-1449.0089,3440.0182,42.9934,112.1050,-143579.6195,-128442.7886,-133035.8033,-133748.7097,-125730.2070,-127904.4172,-132797.9376,-130640.4066,93347057.3152,93353402.7349,93367562.7551,93361184.7548,-132304.7309,93360702.4857,2977.2710,-678.1061,-6533.9902,-5434.8640,-5256.6103,6537.6918,-1382.9154,4042.0278,-1060.7509,-1923.1439,-4823.7674,420.7267,5645.2505,-5332.3468,6233.1419,-835.1375,1566.0866,-99.3877,-261.9635,3985.4567,-712.4985,-2866.6690,2794.5084,1750.8074,2419.3410,-6767.5329,-6078.5969,-1976.9295,4603.2232,-5920.4008,5275.6003,-2606.7334,4107.4443,0.0000,-3029.8825,3426.5736,-6805.3529,-4660.5245,1693.9428,-2313.1774,29.6886,-1607.4697,2977.2528,-2463.3354,2718.7754,-18.7707,-6755.7821,-3777.4447,2959.2195,-3405.0455,-3256.0071,3616.5116,4252.5088,-4676.9371,-4564.7341,-182.8101,2116.1104,2875.8711,-4275.7988,-4079.0777,-1088.1619,-4416.5249,-188.2228,-5365.1359,-733.0521,-4944.4912,-6692.9636,-5657.0517,-380.6934,-5484.3463,-3309.9517,-4289.2326,595.5544,4523.5563,-4781.5946,-2065.1603,-2260.7411,-4284.7386,4561.9438,-4059.6857,5115.6369,2356.6066,-3772.1729,5712.1404,-3070.8855,-1731.8037,-4146.0312,-5496.6158,2724.1801,-3430.1078,-6747.3505,245.5501,-5532.9648,-2886.8997,6738.6474,4190.5381,-4488.0130,5857.8764,5687.1754,-4148.3192,321601.6840,350688.1245,330244.3652,330708.6920,333964.8185,333622.4670,340039.0341,335776.3278,269719751.9476,269697244.0563,269721868.8859,269715945.1551,336320.1139,269710749.8800,-5212.7154,-5432.7333,-1368.1336,-2614.9359,3082.6492,-1364.5020,647.5902,4440.9089,-5504.8458,-3844.8525,-4547.5372,4615.3140,3067.3103,1748.6776,965.6977,6853.9267,-5482.2879,-5321.1853,6259.3788,-5488.4153,-3023.2236,-5995.8234,-4231.3579,4261.2187,-3708.4786,1161.0407,-2291.6688,-5500.5793,-4614.5513,-2980.2444,-3906.5660,-5013.7926,-4160.4214,0.0000,-1405.5797,-5487.3688,-1064.9670,-5039.5744,-1466.6783,-5141.9447,1695.1559,5497.1248,-6242.1289,-4612.1492,3266.0378,-3401.6117,1527.8107,-405.9639,5495.7474,-2185.6971,4810.3497,-1455.7485,-1913.8798,-3729.1400,-3850.3276,-622.2063,3514.8750,4674.1983,-3782.8124,5264.5194,4715.8723,-5184.7488,6766.3886,3491.2614,-3481.7311,3444.6136,-315.6906,-3934.1429,5321.0503,-1685.0903,5457.4972,-3021.6784,-2060.2541,-2985.9541,-3940.5420,-2950.2493,-5366.2833,-4720.6210,4201.1968,5517.5000,434.3378,3574.8225,-5215.9536,85.3736,-6136.0393,1027.4846,5122.6125,-3933.5772,-61.9421,-1836.0268,1167.8558,6756.4565,2962.9099,4473.0421,860.5572,-5490.8308,4931.8372,-1274.7735,3845.6414,5237.8496,18322.0540,16144.6900,15373.8113,18208.7586,20345.0956,10572.8210,6785.4991,15022.4304,-58308089.3179,-58330040.5529,-58338772.9238,-58325527.7972,14844.7661,-58320342.9978,
600.000,-1119.2604,3322.5268,276.1745,2443.9150,-3909.1443,-485.1047,-6864.3463,4555.4352,3524.7215,-6174.6219,-242.0358,-4458.8463,-1386.7547,-5091.3789,4014.8114,2314.9279,4793.6565,-4840.8975,3897.4853,812.1338,-6739.9309,3014.0869,5061.8884,4970.1413,6418.7772,-1673.2213,650.6168,-4555.8261,-270.6844,838.1049,-391.2859,-5488.8615,-1764.6356,0.0000,-5775.6743,-460.9892,-741.9499,-2554.5020,-5545.8945,-5418.4805,-5889.0230,-4406.5463,1179.8651,-5604.3804,4783.3687,-4928.2659,690.8273,4625.6788,4453.5159,3885.8126,-4065.2920,-6047.1536,-4407.3455,1448.4520,-4471.7830,6667.5044,-5585.9394,5342.5878,-4540.7556,-1130.0451,4220.1002,-1318.8134,3208.6538,1319.0074,4654.7290,1567.6447,-3098.7710,-1246.8295,-5763.9356,2226.5439,-4237.8116,2519.9367,-5704.6804,5438.8714,1063.6235,5468.1284,-4180.6791,767.1094,4638.0101,-2895.3303,5337.4965,6495.6765,498.7662,-2154.5616,-718.2585,5988.5547,-76.3326,-352.4567,6512.1396,-5933.6751,-1398.8920,-520.1595,1210.6310,2542.6177,-93.8502,2409.0986,-3377.9770,4481.1768,1557.8010,-2022.3956,-150269.3794,-135711.9107,-140211.8645,-140832.5865,-132766.2668,-134943.7133,-139836.9299,-137794.0110,87435635.9216,87442074.1142,87455495.9677,87448884.4615,-139367.9835,87449226.5380,3928.6222,-2618.6233,-6165.3589,-6401.4569,-3638.8094,6218.2371,121.2861,2213.1613,-3129.2299,-269.5594,-5051.0691,2540.3425,6590.2577,-4674.9882,5105.9619,360.9759,-346.6577,1892.8484,-2048.8803,4203.5142,575.8920,-4007.9243,715.2820,-397.0435,1335.9361,-6645.4408,-5951.9089,-26.7415,5091.7806,-6738.0311,4827.6997,-1389.0925,4822.8665,0.0000,-1573.9285,4288.2679,-6872.3996,-3320.6826,2715.1466,-934.4990,1288.2154,475.5827,2075.3556,-673.5256,887.7233,1422.4267,-5878.1604,-4799.3014,1453.8581,-4028.8127,-1192.8850,3280.9323,5307.8612,-4621.5141,-2752.8087,-1381.0704,3623.2730,1099.8327,-2388.1175,-3939.0916,-3109.7301,-3889.1566,1075.7072,-6433.7260,-2037.8363,-4849.0127,-5923.0313,-5058.7785,575.7550,-5827.7660,-2077.8726,-4898.9735,2105.8023,3916.0682,-5097.8332,-3741.4938,-145.2522,-5188.5083,4232.9719,-3568.8610,4142.6265,1266.6792,-5081.9849,6207.0975,-4923.0967,-2900.4496,-4162.3584,-4777.9189,1198.8251,-1725.4174,-6695.3652,1263.0754,-5260.5037,-3664.8851,6851.1109,4118.4576,-4482.2463,5232.0415,4527.5180,-3545.9445,318464.3400,348006.4666,327421.1970,327944.1767,331124.5308,330811.5534,337122.9535,333042.1634,271695757.6657,271672943.8906,271697807.9157,271691576.7519,333472.8105,271686700.2469,-5380.9706,-5518.7586,-3033.7918,-894.9073,4403.6148,-3026.8636,-898.7880,4719.0232,-5043.6863,-2771.1543,-4689.7599,4429.7957,1408.1945,-42.5414,2406.7762,6507.9622,-4956.0493,-4555.7207,5350.5066,-5431.5411,-1357.5327,-4628.9373,-4685.2279,4626.9019,-2177.8008,-654.3168,-3502.8605,-5162.6623,-4699.4509,-1309.1063,-4964.5213,-3988.8807,-4663.1603,0.0000,-3070.2256,-5411.3467,478.0713,-5512.6833,-3115.8344,-4207.0334,3307.2338,5248.0074,-6540.9967,-4029.7226,4498.6644,-4626.6090,3604.6157,-1903.8582,5063.7915,-3714.6214,5423.4675,787.6333,-126.9402,-4841.8191,-4529.4202,1188.6985,1942.5905,4237.0897,-4456.3039,5357.7862,4520.8926,-5489.3134,6040.4404,1911.7875,-4681.9301,4660.3511,-1820.9883,-4567.7713,3827.0184,-3019.8651,4970.2779,-4019.4802,-3322.5552,-1310.9374,-4570.6460,-1597.2919,-5450.9352,-4527.3075,2816.7123,5144.1126,-1378.4251,2014.6776,-4441.2767,1621.3655,-4815.7839,-815.7155,5510.8284,-4975.9110,-1595.5412,-3143.0598,-381.1477,6794.3515,4316.3477,5280.5514,-956.0561,-5002.2340,3883.8335,538.9071,4917.9903,5290.5596,18161.1129,15982.7197,15325.1508,17893.6629,20284.4705,10662.5234,6525.0375,15361.5256,-58312754.8438,-58334200.4720,-58343550.0357,-58330474.0279,14696.7269,-58325028.3469,
