sl_100_86400_20270816 Coordinates.csv
2027/08/16 07:47:00.0000 UTC

Generated: Tue Oct  8 16:26:15 2024,
Start: 2027/08/16 07:47:00.00, Stop: 2027/08/17 07:47:00.00,
TIME_UNITS,STARLINK-4057 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-4288 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-32222 - X-Coordinate,STARLINK-4156 - X-Coordinate,STARLINK-1737 - X-Coordinate,STARLINK-1399 - X-Coordinate,STARLINK-5477 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-5808 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-3198 - X-Coordinate,STARLINK-4091 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-4134 - X-Coordinate,STARLINK-3088 - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-30489 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-31433 - X-Coordinate,STARLINK-6092 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-5557 - X-Coordinate,STARLINK-2750 - X-Coordinate,STARLINK-32212 - X-Coordinate,STARLINK-2052 - X-Coordinate,STARLINK-3393 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-5462 - X-Coordinate,STARLINK-4045 - X-Coordinate,STARLINK-32081 - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-32042 - X-Coordinate,STARLINK-5848 - X-Coordinate,STARLINK-3706 - X-Coordinate,STARLINK-1372 - X-Coordinate,STARLINK-5979 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-1089 - X-Coordinate,STARLINK-31309 - X-Coordinate,STARLINK-6096 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-2015 - X-Coordinate,STARLINK-5939 - X-Coordinate,STARLINK-3354 - X-Coordinate,STARLINK-1758 - X-Coordinate,STARLINK-1400 - X-Coordinate,STARLINK-30159 - X-Coordinate,STARLINK-30508 - X-Coordinate,STARLINK-4451 - X-Coordinate,STARLINK-1130 (DARKSAT) - X-Coordinate,STARLINK-30360 - X-Coordinate,STARLINK-31972 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-6234 - X-Coordinate,STARLINK-30988 - X-Coordinate,STARLINK-31225 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-4542 - X-Coordinate,STARLINK-32033 - X-Coordinate,STARLINK-30297 - X-Coordinate,STARLINK-1769 - X-Coordinate,STARLINK-4329 - X-Coordinate,STARLINK-1483 - X-Coordinate,STARLINK-32038 - X-Coordinate,STARLINK-1281 - X-Coordinate,STARLINK-31902 - X-Coordinate,STARLINK-2157 - X-Coordinate,STARLINK-3649 - X-Coordinate,STARLINK-31401 - X-Coordinate,STARLINK-31256 - X-Coordinate,STARLINK-30804 - X-Coordinate,STARLINK-32236 - X-Coordinate,STARLINK-30194 - X-Coordinate,STARLINK-3608 - X-Coordinate,STARLINK-30836 - X-Coordinate,STARLINK-4176 - X-Coordinate,STARLINK-3207 - X-Coordinate,STARLINK-2517 - X-Coordinate,STARLINK-11235 [DTC] - X-Coordinate,STARLINK-4388 - X-Coordinate,STARLINK-2339 - X-Coordinate,STARLINK-2222 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-31025 - X-Coordinate,STARLINK-5290 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-32206 - X-Coordinate,STARLINK-1568 - X-Coordinate,STARLINK-30826 - X-Coordinate,STARLINK-30240 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-4116 - X-Coordinate,STARLINK-5811 - X-Coordinate,STARLINK-31058 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-4288 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-32222 - Y-Coordinate,STARLINK-4156 - Y-Coordinate,STARLINK-1737 - Y-Coordinate,STARLINK-1399 - Y-Coordinate,STARLINK-5477 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-5808 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-3198 - Y-Coordinate,STARLINK-4091 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-4134 - Y-Coordinate,STARLINK-3088 - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-30489 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-31433 - Y-Coordinate,STARLINK-6092 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-5557 - Y-Coordinate,STARLINK-2750 - Y-Coordinate,STARLINK-32212 - Y-Coordinate,STARLINK-2052 - Y-Coordinate,STARLINK-3393 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-5462 - Y-Coordinate,STARLINK-4045 - Y-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-32042 - Y-Coordinate,STARLINK-5848 - Y-Coordinate,STARLINK-3706 - Y-Coordinate,STARLINK-1372 - Y-Coordinate,STARLINK-5979 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-1089 - Y-Coordinate,STARLINK-31309 - Y-Coordinate,STARLINK-6096 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-2015 - Y-Coordinate,STARLINK-5939 - Y-Coordinate,STARLINK-3354 - Y-Coordinate,STARLINK-1758 - Y-Coordinate,STARLINK-1400 - Y-Coordinate,STARLINK-30159 - Y-Coordinate,STARLINK-30508 - Y-Coordinate,STARLINK-4451 - Y-Coordinate,STARLINK-1130 (DARKSAT) - Y-Coordinate,STARLINK-30360 - Y-Coordinate,STARLINK-31972 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-6234 - Y-Coordinate,STARLINK-30988 - Y-Coordinate,STARLINK-31225 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-4542 - Y-Coordinate,STARLINK-32033 - Y-Coordinate,STARLINK-30297 - Y-Coordinate,STARLINK-1769 - Y-Coordinate,STARLINK-4329 - Y-Coordinate,STARLINK-1483 - Y-Coordinate,STARLINK-32038 - Y-Coordinate,STARLINK-1281 - Y-Coordinate,STARLINK-31902 - Y-Coordinate,STARLINK-2157 - Y-Coordinate,STARLINK-3649 - Y-Coordinate,STARLINK-31401 - Y-Coordinate,STARLINK-31256 - Y-Coordinate,STARLINK-30804 - Y-Coordinate,STARLINK-32236 - Y-Coordinate,STARLINK-30194 - Y-Coordinate,STARLINK-3608 - Y-Coordinate,STARLINK-30836 - Y-Coordinate,STARLINK-4176 - Y-Coordinate,STARLINK-3207 - Y-Coordinate,STARLINK-2517 - Y-Coordinate,STARLINK-11235 [DTC] - Y-Coordinate,STARLINK-4388 - Y-Coordinate,STARLINK-2339 - Y-Coordinate,STARLINK-2222 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-31025 - Y-Coordinate,STARLINK-5290 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-32206 - Y-Coordinate,STARLINK-1568 - Y-Coordinate,STARLINK-30826 - Y-Coordinate,STARLINK-30240 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-4116 - Y-Coordinate,STARLINK-5811 - Y-Coordinate,STARLINK-31058 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-4288 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-32222 - Z-Coordinate,STARLINK-4156 - Z-Coordinate,STARLINK-1737 - Z-Coordinate,STARLINK-1399 - Z-Coordinate,STARLINK-5477 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-5808 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-3198 - Z-Coordinate,STARLINK-4091 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-4134 - Z-Coordinate,STARLINK-3088 - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-30489 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-31433 - Z-Coordinate,STARLINK-6092 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-5557 - Z-Coordinate,STARLINK-2750 - Z-Coordinate,STARLINK-32212 - Z-Coordinate,STARLINK-2052 - Z-Coordinate,STARLINK-3393 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-5462 - Z-Coordinate,STARLINK-4045 - Z-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-32042 - Z-Coordinate,STARLINK-5848 - Z-Coordinate,STARLINK-3706 - Z-Coordinate,STARLINK-1372 - Z-Coordinate,STARLINK-5979 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-1089 - Z-Coordinate,STARLINK-31309 - Z-Coordinate,STARLINK-6096 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-2015 - Z-Coordinate,STARLINK-5939 - Z-Coordinate,STARLINK-3354 - Z-Coordinate,STARLINK-1758 - Z-Coordinate,STARLINK-1400 - Z-Coordinate,STARLINK-30159 - Z-Coordinate,STARLINK-30508 - Z-Coordinate,STARLINK-4451 - Z-Coordinate,STARLINK-1130 (DARKSAT) - Z-Coordinate,STARLINK-30360 - Z-Coordinate,STARLINK-31972 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-6234 - Z-Coordinate,STARLINK-30988 - Z-Coordinate,STARLINK-31225 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-4542 - Z-Coordinate,STARLINK-32033 - Z-Coordinate,STARLINK-30297 - Z-Coordinate,STARLINK-1769 - Z-Coordinate,STARLINK-4329 - Z-Coordinate,STARLINK-1483 - Z-Coordinate,STARLINK-32038 - Z-Coordinate,STARLINK-1281 - Z-Coordinate,STARLINK-31902 - Z-Coordinate,STARLINK-2157 - Z-Coordinate,STARLINK-3649 - Z-Coordinate,STARLINK-31401 - Z-Coordinate,STARLINK-31256 - Z-Coordinate,STARLINK-30804 - Z-Coordinate,STARLINK-32236 - Z-Coordinate,STARLINK-30194 - Z-Coordinate,STARLINK-3608 - Z-Coordinate,STARLINK-30836 - Z-Coordinate,STARLINK-4176 - Z-Coordinate,STARLINK-3207 - Z-Coordinate,STARLINK-2517 - Z-Coordinate,STARLINK-11235 [DTC] - Z-Coordinate,STARLINK-4388 - Z-Coordinate,STARLINK-2339 - Z-Coordinate,STARLINK-2222 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-31025 - Z-Coordinate,STARLINK-5290 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-32206 - Z-Coordinate,STARLINK-1568 - Z-Coordinate,STARLINK-30826 - Z-Coordinate,STARLINK-30240 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-4116 - Z-Coordinate,STARLINK-5811 - Z-Coordinate,STARLINK-31058 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-879.4740,-2921.6281,-5437.0074,4192.6560,-5834.0029,3293.8496,-2910.3110,5336.7268,6245.7222,-25.1938,3907.7515,1751.9746,3212.3292,-808.1601,5547.5618,-668.0497,-502.5128,2649.6983,126.9089,4974.5339,1028.6699,-883.2777,-6147.9331,-2453.7078,-5620.4926,5878.7888,-1011.1753,4667.2235,509.9971,5175.0067,2372.2321,-5441.2351,-6356.2956,5034.0848,5852.5983,-1270.3618,-1052.0351,-2951.6268,3344.4411,-6042.5471,-5755.3480,-4819.3079,1573.6717,0.0000,-5198.4264,-4974.1116,-3110.9890,-1329.1919,5508.6384,6870.3354,6036.3853,3611.7768,4468.2102,101.4243,41.8127,6369.1502,-5673.9056,-5793.8810,3212.1122,-6111.5934,4512.4917,-6398.0109,1184.0109,-4028.3914,-6028.7432,-423.7217,5184.9748,-1363.1006,0.0000,-2254.4160,633.1022,-1793.2151,-4100.1126,2082.4489,4252.5278,-993.1127,6449.7386,117.5395,6202.3860,5525.8297,2820.5630,-4490.9767,-6868.9069,4351.2176,-6326.4498,-5730.3525,2328.3652,4488.5808,-4387.7732,-4551.5056,4077.0060,5120.7135,-6417.4926,-2913.0389,4664.8622,-4142.5027,6016.0731,-3142.4064,3701.0815,3578.2337,218153.1783,233054.8278,227623.2067,226863.7298,235437.8955,233227.1717,230314.3611,228500.1342,123496142.6582,123492208.3424,123477771.2010,123468953.7710,229779.9297,123478246.1296,-5880.2376,3174.5349,493.1341,4368.5877,838.5700,-5903.4216,-4764.6160,18.1173,-2120.3481,-5457.0882,-3243.9695,6572.6266,4086.3676,6745.1981,-414.5156,5807.9960,-6584.9285,4903.9998,3727.7917,-1720.4237,6800.8470,5387.9114,1786.8795,6441.2585,3844.6942,1129.5786,-5299.7447,1742.5325,-5193.8607,4298.6011,-3657.4049,-1449.1529,1246.3746,-2347.9452,101.2801,6713.2124,-4216.4448,5689.4087,464.5725,-358.3264,-1510.6963,-3565.1485,-4219.1795,0.0000,-3779.4780,-2010.7783,-3927.5437,-4856.3037,-1754.3884,-569.8868,-3110.1025,-3689.4519,-5086.7351,6356.5391,6801.6790,2097.1575,611.2347,2700.2443,3509.7014,2751.1351,-5252.4273,1292.4260,-4175.1512,2657.3758,2620.6265,-4098.0737,-1157.2580,-1898.1636,0.0000,-3812.0330,-5353.3764,-6344.9689,-634.2857,-4475.4240,5298.4372,-6587.5834,-112.7143,6000.1073,2784.6718,-2473.5828,-5473.6234,3207.6648,424.0425,-325.8213,-2171.5989,3246.6914,3294.8327,2058.6089,4210.4092,4294.3552,1053.3303,2658.2099,2297.3712,-6161.6949,-4975.0474,4109.3331,3157.0354,6053.3292,-5292.5742,-5584.7041,-314042.0893,-302776.9689,-318678.1388,-318029.4872,-316974.9586,-316765.8205,-309145.0816,-311881.3442,247369869.5874,247388718.8161,247366828.8991,247367593.2540,-312939.7166,247372948.6503,3504.6333,-5384.1820,-4265.0041,3182.3436,3675.4272,1062.0959,3838.6770,4373.1118,1912.6071,4237.8488,4731.8948,-1286.3526,4665.3054,-943.0182,-4112.3197,-3696.6534,-1284.5036,-4088.3905,5845.8903,-4485.3633,-836.8934,4234.9418,2317.4817,-666.4588,451.6531,-3445.3111,4377.6816,4735.8393,-4451.3686,1621.0045,-5340.2265,4020.3004,2506.8427,-4118.0320,3529.9051,-1023.7217,5356.3599,2439.2167,-6099.6005,-3341.8034,-3451.8550,-3505.5699,-5128.5387,0.0000,2384.0617,-4393.8952,-4659.3569,-4590.0957,-3818.2774,426.0327,1112.1228,4562.6168,1520.5515,2769.7817,-1308.4253,1299.4513,-3943.8506,-2355.6381,-5007.0298,-1778.6132,-364.7719,-1985.1589,5327.1084,-4934.2043,1677.8585,5451.3409,-4300.6066,6525.1915,0.0000,5118.0795,4305.5389,1722.1728,5506.9859,4827.9060,-530.6247,1488.1595,-2261.7438,-3323.0294,-1379.3793,3318.0016,3104.5464,4148.2851,137.6459,5292.3737,-924.4521,2137.0930,-5316.4782,-4834.8156,-3314.1909,-2667.1174,5472.0412,3828.5638,486.8080,801.2366,1105.7498,-3739.9151,570.4109,-1116.4225,-2589.9892,-1668.0253,-115266.3666,-116811.7931,-118037.2052,-114846.6808,-113024.0430,-122968.6221,-126343.5633,-117670.4654,-36906902.6944,-36874217.3837,-36880845.1903,-36895197.6659,-118422.0879,-36897542.4485,
3600.000,3237.2814,823.4315,5650.4883,-4121.5128,6755.9573,-1223.0665,5316.1529,-2594.6242,-3007.0471,2199.9825,367.7478,-3044.5677,-6022.0426,-1745.9248,-6414.7430,-1129.4146,2814.3050,-4056.6145,-1702.9476,-4161.4042,-3137.3865,-1077.6984,5039.7543,18.9229,3275.7362,-3562.7027,2069.6960,-3578.4721,3374.6860,-4677.4643,1997.6637,6730.4303,6361.7311,-5071.1673,-6490.5338,-964.4982,4711.7381,-601.6912,-812.5628,3341.7124,3586.0646,521.0815,1332.5374,0.0000,5076.2474,4998.3037,6038.2586,4376.7478,-2485.2120,-5423.1374,-4423.9780,-2689.8635,-1316.7314,-2421.1941,1615.6951,-5991.4304,3347.3989,4308.3496,-6231.1015,3202.2503,-1821.1977,3341.4682,2030.6583,-44.0307,4482.7960,4665.4575,-1436.5589,-2741.2992,0.0000,5976.0272,2993.3444,4074.4889,4770.2785,-205.4773,-5395.0724,3564.1640,-6083.9919,-2955.3848,-6529.2875,-5307.4190,-647.5445,4114.7680,5200.5453,-2467.4252,5554.0291,3118.3497,-5897.5750,-6776.5039,531.8127,220.8082,-4313.6084,-4948.3809,3744.1599,3952.4271,-2482.7377,223.3895,-5551.1671,476.1358,-3655.7620,-1068.6576,289490.9307,303391.0602,298013.1470,298452.0230,307301.5347,304798.5676,302101.2658,302896.4712,55188614.5888,55183570.4065,55178034.1889,55167553.8141,301351.2924,55171725.2231,2604.3078,-6286.0159,-3719.9284,-123.1152,-1152.4196,5792.5621,4137.5586,3349.5996,3436.5721,6545.7027,2357.8825,-5440.3511,-2223.1611,-5973.6311,2583.9413,-6806.4298,3422.8311,-909.4202,-6393.6782,5142.0932,-4763.3048,-6821.4882,-4242.4621,-6279.5203,-4505.5748,2159.2732,1235.4179,2681.3581,2677.6574,-1265.5702,4707.5467,-1277.8223,-1342.7129,4696.9354,1941.6796,-4993.8969,4284.4248,-4289.2633,3367.0691,-2505.9040,-2061.4977,1870.0541,6460.2853,0.0000,-192.1729,-2109.8490,692.7892,5190.7906,4486.7055,2071.7598,4131.5538,6296.9900,5321.3410,-6451.5034,-3525.1255,-85.2513,-3935.3093,-4990.9478,-2458.7987,-4309.7701,5615.7870,-3852.9189,6071.3874,-4566.0236,-4034.8723,3872.6112,4026.6701,-1749.5608,0.0000,2783.0296,2994.6856,4949.0919,-3410.0405,6774.3381,-2538.7958,3854.5908,1936.9293,-2870.6942,-562.7372,4312.6853,6851.4042,-5545.7297,-2054.1049,4511.2622,-280.0550,-84.3098,436.5500,-103.7676,-5031.8962,-4968.7249,3227.5131,1392.0609,-3491.1997,4319.6849,5905.8150,-5104.9406,-794.6539,-5023.6963,5413.8451,6346.4218,-251124.6733,-232992.4223,-250278.3921,-249048.2060,-249303.2980,-248516.3922,-242405.2947,-246021.1268,270942249.1402,270967352.0728,270941413.0724,270935809.1281,-245342.1933,270945340.6649,-5522.2849,2706.1565,1472.7692,-5468.5066,1154.2493,3425.8458,767.5534,-5458.0334,-5139.8761,-355.4802,-6534.0149,-3016.3158,-2765.2832,-2885.3966,109.7149,-479.1440,5050.0749,5508.5954,-2118.5145,1997.1365,3921.6520,-352.2478,1723.6623,-2925.7155,3936.5100,5493.6658,-6530.7625,-5235.3070,5321.7476,-4950.4458,4608.4750,-1007.7620,2442.4215,106.3820,945.9606,4663.0106,-2673.0199,-5326.7822,6031.8505,5495.9495,5480.9736,6652.7439,1723.1257,0.0000,-4610.9643,4304.5912,3123.8908,512.8477,4643.1445,3731.6139,3263.3034,-823.9916,-4265.3787,788.7181,5728.0645,3271.0807,4614.3819,-1714.2588,1664.1280,4374.6444,3624.9913,4519.1370,-2520.0182,5160.8231,3104.3020,-3177.1659,5318.5587,-6139.9301,0.0000,-1587.1668,-5460.6091,2304.4777,-3648.0754,-1352.5408,-3307.0005,-4371.2169,-2440.3059,5470.0605,-2282.6102,956.6386,490.7948,-178.2176,4003.7952,-4557.4168,-3834.7460,-6189.8057,3076.3846,1326.8079,4714.3810,4627.2660,-4335.7159,-4652.3518,-4533.9160,3569.7780,2580.5914,4667.5652,3871.5772,4709.2719,-2396.6935,-2315.7045,-113750.2261,-115646.7254,-115688.8147,-115882.1634,-110899.6763,-118543.3016,-126197.2651,-117691.3837,-36963424.0641,-36930060.0946,-36934538.9420,-36945148.8044,-117178.7156,-36952352.8232,
7200.000,-5542.2661,810.7743,-3967.5906,3646.1273,-4233.6661,-2382.7330,-4743.5531,1.2627,-1456.5099,-3320.7415,-4643.9524,3885.2734,6957.6284,4249.0069,4438.6012,2542.4363,-4935.1546,5232.6670,1751.6299,2197.1992,5040.3084,2481.4626,-1172.9477,3057.9121,1342.6801,964.0130,-4175.4063,2373.9213,-6390.1775,3483.0490,-4810.8026,-5491.2402,-3086.6070,2865.8328,3650.2109,3987.3446,-5904.6253,4706.0171,-246.4285,-301.7315,-1116.8494,2372.0421,-2962.1588,0.0000,-3845.0790,-4232.7236,-6478.6554,-4826.3159,-667.3105,1670.2173,345.2320,735.7999,-2680.7315,4054.0487,-76.4111,2864.6071,-766.3867,-385.7097,6288.7331,771.5674,-2049.0653,871.2497,-3642.1207,3239.8497,58.9598,-6178.0199,-1950.9899,3325.8211,0.0000,-5906.7302,-6123.1080,-4959.3570,-4247.2785,-1377.5404,4627.7642,-5523.7875,2458.4538,5676.8063,4657.0495,2505.6622,-1945.0454,-1902.8669,-1278.0105,745.1741,-1887.2440,2351.3643,5641.1728,6041.9632,3371.6867,4244.2780,3874.6939,4068.5531,953.2704,-4129.0658,-1162.3583,3481.0069,2847.0980,3350.0107,1191.4598,-2472.2998,343530.1241,353508.6247,349301.1822,351446.9601,359801.9717,354626.0394,355045.7192,351871.4847,-16900770.6065,-16909665.9084,-16905827.5768,-16914125.1226,353676.1873,-16916859.0183,943.5273,6628.4292,5223.4472,-4355.2159,1308.8700,-3348.3856,-833.9999,-6196.6730,-4650.6012,-4750.0610,-2522.5980,1804.0762,276.9719,2665.5636,-3543.8269,4746.8825,1426.2621,-2903.4110,6064.5621,-6316.8979,1147.4664,5237.1312,5016.6674,4058.3852,3933.3105,-5516.3773,2622.1510,-6067.8120,-298.9187,-2936.9601,-4855.8315,3288.8600,1628.3482,-4890.1456,-3290.0887,1784.8508,-3130.3483,2178.4649,-6456.1632,5483.4464,5608.3340,2763.5817,-5383.4609,0.0000,4398.6365,5247.9615,2072.8225,-2745.5931,-6376.4563,-3788.0773,-4156.3302,-5912.9934,-4592.8462,4073.2066,-1767.1213,-2955.8028,6421.4664,5133.8315,808.6080,5363.9985,-4668.3137,5689.5251,-5481.2072,5730.4061,4077.8416,-2577.5104,-6075.0948,5718.1484,0.0000,-551.2739,-694.6225,-879.9038,5412.8523,-6072.7744,-1926.9564,330.7751,-3493.6861,-612.9651,-2372.2375,-4459.7800,-5433.7112,5358.3682,3950.7324,-6794.0662,3700.8659,-950.0727,-2844.1170,-1466.3619,5126.3001,4399.5023,-5707.8603,-4955.7581,4276.4986,-14.1126,-4986.4407,5324.1911,-3009.8153,2841.3083,-3368.7725,-4413.9670,-172164.2815,-147761.6095,-165549.6834,-162208.6951,-165579.5594,-163141.6972,-159555.3721,-161601.2480,276011163.2083,276042424.0272,276016164.0654,276006315.3201,-161839.2091,276014765.0968,4004.4147,1709.6400,2209.0858,3811.6761,-5363.8531,-5479.6588,-4778.7456,3042.0536,4834.0646,-3779.2680,4501.6278,5426.7995,-646.4419,4666.7031,3934.2523,4327.4820,-4345.8327,-3457.5548,-2903.9969,1736.0771,-4616.5096,-3780.4305,-4461.6658,4694.5333,-5420.1687,-4042.0168,4893.5180,2205.0102,-2473.6057,5202.3843,-863.4092,-2647.6825,-6016.7262,3945.8218,-4764.7336,-5354.4008,-1746.9701,4481.1119,-2612.3749,-4199.7154,-3822.8128,-5916.3955,2951.3444,0.0000,3581.0009,-1611.1294,673.4769,3932.0026,-2621.8254,-5532.9080,-5479.2726,-3479.8049,4452.5246,-3892.6478,-6702.7968,-5457.2691,-2504.8501,4448.1391,2720.5977,-4327.2460,-4703.9465,-3664.9864,-2010.8240,-2064.5050,-5430.2655,-1419.9661,-2446.1666,2094.9860,0.0000,-3276.3383,3108.8964,-4599.0134,-578.6341,-3004.6076,4605.9951,3990.6190,5322.4723,-3803.8018,4551.3247,-4647.0513,-3787.4257,-3930.3819,-5493.8088,662.9620,5313.9152,6432.8953,2130.8700,2997.7545,-3210.3942,-2984.0747,444.9543,2621.1996,5233.8741,-5486.6921,-4645.8501,-2747.0676,-5421.8685,-5337.2664,5954.7537,4590.1313,-112311.8393,-114522.3772,-113730.6319,-117313.6069,-109231.7151,-113821.0279,-125373.0001,-115755.7886,-37019236.0040,-36986241.3753,-36989613.8831,-36997029.4413,-115926.2613,-37007170.7657,
