sl_100_5400_20270506 Coordinates.csv
2027/05/06 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:40 2024,
Start: 2027/05/06 07:47:00.00, Stop: 2027/05/06 09:17:00.00,
TIME_UNITS,STARLINK-4618 - X-Coordinate,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-3516 - X-Coordinate,STARLINK-4218 - X-Coordinate,STARLINK-2586 - X-Coordinate,STARLINK-30833 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-30335 - X-Coordinate,STARLINK-5072 - X-Coordinate,STARLINK-4349 - X-Coordinate,STARLINK-3997 - X-Coordinate,STARLINK-30581 - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-11135 [DTC] - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-31414 - X-Coordinate,STARLINK-31817 - X-Coordinate,STARLINK-31985 - X-Coordinate,STARLINK-5841 - X-Coordinate,STARLINK-5448 - X-Coordinate,STARLINK-5266 - X-Coordinate,STARLINK-2437 - X-Coordinate,STARLINK-30784 - X-Coordinate,STARLINK-3255 - X-Coordinate,STARLINK-3361 - X-Coordinate,STARLINK-2191 - X-Coordinate,STARLINK-1247 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-2020 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-5112 - X-Coordinate,STARLINK-6051 - X-Coordinate,STARLINK-11161 [DTC] - X-Coordinate,STARLINK-5149 - X-Coordinate,STARLINK-5721 - X-Coordinate,STARLINK-6049 - X-Coordinate,STARLINK-5759 - X-Coordinate,STARLINK-4397 - X-Coordinate,STARLINK-1013 - X-Coordinate,STARLINK-30056 - X-Coordinate,STARLINK-30400 - X-Coordinate,STARLINK-1734 - X-Coordinate,STARLINK-3517 - X-Coordinate,STARLINK-2127 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-11138 [DTC] - X-Coordinate,STARLINK-30521 - X-Coordinate,STARLINK-5940 - X-Coordinate,STARLINK-31892 - X-Coordinate,STARLINK-4471 - X-Coordinate,STARLINK-4400 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-2339 - X-Coordinate,STARLINK-1579 - X-Coordinate,STARLINK-4094 - X-Coordinate,STARLINK-31617 - X-Coordinate,STARLINK-5727 - X-Coordinate,STARLINK-31547 - X-Coordinate,STARLINK-3077 - X-Coordinate,STARLINK-3331 - X-Coordinate,STARLINK-31654 - X-Coordinate,STARLINK-3342 - X-Coordinate,STARLINK-4188 - X-Coordinate,STARLINK-31319 - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-2416 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-2545 - X-Coordinate,STARLINK-2369 - X-Coordinate,STARLINK-1061 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-6315 - X-Coordinate,STARLINK-1551 - X-Coordinate,STARLINK-3267 - X-Coordinate,STARLINK-2064 - X-Coordinate,STARLINK-31369 - X-Coordinate,STARLINK-31673 - X-Coordinate,STARLINK-5939 - X-Coordinate,STARLINK-3153 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-31148 - X-Coordinate,STARLINK-6101 - X-Coordinate,STARLINK-31921 - X-Coordinate,STARLINK-5032 - X-Coordinate,STARLINK-32345 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-1080 - X-Coordinate,STARLINK-3890 - X-Coordinate,STARLINK-4759 - X-Coordinate,STARLINK-5669 - X-Coordinate,STARLINK-4718 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-31684 - X-Coordinate,STARLINK-1237 - X-Coordinate,STARLINK-30967 - X-Coordinate,STARLINK-2692 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4618 - Y-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-3516 - Y-Coordinate,STARLINK-4218 - Y-Coordinate,STARLINK-2586 - Y-Coordinate,STARLINK-30833 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-30335 - Y-Coordinate,STARLINK-5072 - Y-Coordinate,STARLINK-4349 - Y-Coordinate,STARLINK-3997 - Y-Coordinate,STARLINK-30581 - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-11135 [DTC] - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-31414 - Y-Coordinate,STARLINK-31817 - Y-Coordinate,STARLINK-31985 - Y-Coordinate,STARLINK-5841 - Y-Coordinate,STARLINK-5448 - Y-Coordinate,STARLINK-5266 - Y-Coordinate,STARLINK-2437 - Y-Coordinate,STARLINK-30784 - Y-Coordinate,STARLINK-3255 - Y-Coordinate,STARLINK-3361 - Y-Coordinate,STARLINK-2191 - Y-Coordinate,STARLINK-1247 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-2020 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-5112 - Y-Coordinate,STARLINK-6051 - Y-Coordinate,STARLINK-11161 [DTC] - Y-Coordinate,STARLINK-5149 - Y-Coordinate,STARLINK-5721 - Y-Coordinate,STARLINK-6049 - Y-Coordinate,STARLINK-5759 - Y-Coordinate,STARLINK-4397 - Y-Coordinate,STARLINK-1013 - Y-Coordinate,STARLINK-30056 - Y-Coordinate,STARLINK-30400 - Y-Coordinate,STARLINK-1734 - Y-Coordinate,STARLINK-3517 - Y-Coordinate,STARLINK-2127 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-11138 [DTC] - Y-Coordinate,STARLINK-30521 - Y-Coordinate,STARLINK-5940 - Y-Coordinate,STARLINK-31892 - Y-Coordinate,STARLINK-4471 - Y-Coordinate,STARLINK-4400 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-2339 - Y-Coordinate,STARLINK-1579 - Y-Coordinate,STARLINK-4094 - Y-Coordinate,STARLINK-31617 - Y-Coordinate,STARLINK-5727 - Y-Coordinate,STARLINK-31547 - Y-Coordinate,STARLINK-3077 - Y-Coordinate,STARLINK-3331 - Y-Coordinate,STARLINK-31654 - Y-Coordinate,STARLINK-3342 - Y-Coordinate,STARLINK-4188 - Y-Coordinate,STARLINK-31319 - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-2416 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-2545 - Y-Coordinate,STARLINK-2369 - Y-Coordinate,STARLINK-1061 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-6315 - Y-Coordinate,STARLINK-1551 - Y-Coordinate,STARLINK-3267 - Y-Coordinate,STARLINK-2064 - Y-Coordinate,STARLINK-31369 - Y-Coordinate,STARLINK-31673 - Y-Coordinate,STARLINK-5939 - Y-Coordinate,STARLINK-3153 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-31148 - Y-Coordinate,STARLINK-6101 - Y-Coordinate,STARLINK-31921 - Y-Coordinate,STARLINK-5032 - Y-Coordinate,STARLINK-32345 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-1080 - Y-Coordinate,STARLINK-3890 - Y-Coordinate,STARLINK-4759 - Y-Coordinate,STARLINK-5669 - Y-Coordinate,STARLINK-4718 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-31684 - Y-Coordinate,STARLINK-1237 - Y-Coordinate,STARLINK-30967 - Y-Coordinate,STARLINK-2692 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4618 - Z-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-3516 - Z-Coordinate,STARLINK-4218 - Z-Coordinate,STARLINK-2586 - Z-Coordinate,STARLINK-30833 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-30335 - Z-Coordinate,STARLINK-5072 - Z-Coordinate,STARLINK-4349 - Z-Coordinate,STARLINK-3997 - Z-Coordinate,STARLINK-30581 - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-11135 [DTC] - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-31414 - Z-Coordinate,STARLINK-31817 - Z-Coordinate,STARLINK-31985 - Z-Coordinate,STARLINK-5841 - Z-Coordinate,STARLINK-5448 - Z-Coordinate,STARLINK-5266 - Z-Coordinate,STARLINK-2437 - Z-Coordinate,STARLINK-30784 - Z-Coordinate,STARLINK-3255 - Z-Coordinate,STARLINK-3361 - Z-Coordinate,STARLINK-2191 - Z-Coordinate,STARLINK-1247 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-2020 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-5112 - Z-Coordinate,STARLINK-6051 - Z-Coordinate,STARLINK-11161 [DTC] - Z-Coordinate,STARLINK-5149 - Z-Coordinate,STARLINK-5721 - Z-Coordinate,STARLINK-6049 - Z-Coordinate,STARLINK-5759 - Z-Coordinate,STARLINK-4397 - Z-Coordinate,STARLINK-1013 - Z-Coordinate,STARLINK-30056 - Z-Coordinate,STARLINK-30400 - Z-Coordinate,STARLINK-1734 - Z-Coordinate,STARLINK-3517 - Z-Coordinate,STARLINK-2127 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-11138 [DTC] - Z-Coordinate,STARLINK-30521 - Z-Coordinate,STARLINK-5940 - Z-Coordinate,STARLINK-31892 - Z-Coordinate,STARLINK-4471 - Z-Coordinate,STARLINK-4400 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-2339 - Z-Coordinate,STARLINK-1579 - Z-Coordinate,STARLINK-4094 - Z-Coordinate,STARLINK-31617 - Z-Coordinate,STARLINK-5727 - Z-Coordinate,STARLINK-31547 - Z-Coordinate,STARLINK-3077 - Z-Coordinate,STARLINK-3331 - Z-Coordinate,STARLINK-31654 - Z-Coordinate,STARLINK-3342 - Z-Coordinate,STARLINK-4188 - Z-Coordinate,STARLINK-31319 - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-2416 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-2545 - Z-Coordinate,STARLINK-2369 - Z-Coordinate,STARLINK-1061 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-6315 - Z-Coordinate,STARLINK-1551 - Z-Coordinate,STARLINK-3267 - Z-Coordinate,STARLINK-2064 - Z-Coordinate,STARLINK-31369 - Z-Coordinate,STARLINK-31673 - Z-Coordinate,STARLINK-5939 - Z-Coordinate,STARLINK-3153 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-31148 - Z-Coordinate,STARLINK-6101 - Z-Coordinate,STARLINK-31921 - Z-Coordinate,STARLINK-5032 - Z-Coordinate,STARLINK-32345 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-1080 - Z-Coordinate,STARLINK-3890 - Z-Coordinate,STARLINK-4759 - Z-Coordinate,STARLINK-5669 - Z-Coordinate,STARLINK-4718 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-31684 - Z-Coordinate,STARLINK-1237 - Z-Coordinate,STARLINK-30967 - Z-Coordinate,STARLINK-2692 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5938.6939,-2624.0202,6420.2592,6602.5229,6280.9044,394.1606,2811.5880,2225.5054,1744.0057,-1565.8300,-4847.3402,-75.5244,-4754.1196,-3811.0829,4393.6711,3943.6124,5623.7740,-3005.3492,-3299.8007,-2907.9621,4062.9753,-4497.8176,4550.0685,6433.8433,3556.4397,0.0000,-3336.7607,3596.1598,-6222.1287,5993.7998,4272.8620,-6908.5968,290.2095,3472.9943,518.3047,-6670.4131,4804.8146,3627.2991,4335.5851,-91.5255,-346.2946,3918.6606,1714.1358,2636.4300,2826.5124,-1181.1884,3566.5597,-3721.8612,1906.6976,-3113.2452,869.0477,4561.8070,-4294.5480,119.1122,5050.5990,-1434.1715,175.7375,3821.3526,5354.6113,5912.9861,-4041.7924,5867.8823,3054.1032,-2851.2115,4870.7919,6660.1678,-4859.8479,-4943.6722,4281.1849,-4409.1540,-6718.3502,-1836.1030,-4254.0988,-3378.3768,-5539.0870,6138.3734,-2352.5239,2065.0975,1407.2220,-920.6124,-5368.7020,-6772.2829,-4341.7451,1399.9790,5804.5159,-727.5723,4057.3985,-2419.0150,-930.6842,1841.9980,4221.7420,2106.1432,6764.2810,-1736.5057,-604.3288,-4000.2854,6388.8597,-707.4001,-4329.8478,-4757.6257,-188668.8557,-175561.1502,-185015.0083,-183941.2237,-184302.5443,-183833.2217,-175713.1710,-179610.6234,158962981.4463,158971573.8456,158956391.0282,158949550.5304,-179427.4959,158949816.1963,-3086.4056,3291.0115,-2447.4392,-950.8202,1208.9491,-6847.5054,-5871.5931,-4547.7074,6078.1544,127.3155,3359.8881,5739.1708,-2384.1701,-3301.7102,-375.2129,-3719.5059,-896.5886,5484.4719,-5208.3403,3614.2904,-5422.6592,828.0939,-2902.9281,1593.5468,2232.5793,0.0000,-4234.3781,-5677.4731,-2978.1769,1614.7321,-960.1166,-620.3655,6622.1405,-2269.4914,6263.4034,1879.0090,-4655.7148,-2853.0497,2149.7879,5440.8297,6062.2623,-4159.0995,3839.7899,-3820.0595,-3871.8280,6350.3287,-5619.9091,-5158.1092,5650.3111,416.1255,-1356.0051,-4579.8998,-4811.8393,-6708.1053,4060.7557,-6361.1992,6814.3502,3414.6303,4037.9622,3560.7860,1869.9251,3419.9705,3984.3915,-5939.2656,3226.0311,-1831.5256,1575.1852,-4547.5848,-1932.0094,169.1324,1157.6519,4185.1261,1241.2387,5906.7247,-2381.9247,3171.0326,-6250.2158,-6274.7810,-3904.2670,6800.8549,-4206.8020,-1431.6750,3342.1423,5077.3652,2359.8188,6123.5145,2298.7025,6025.5871,6147.5967,5052.9865,4402.8058,-5103.9732,991.6723,-5699.6247,4178.1803,4675.6711,-1342.4383,5120.2877,2667.2908,89.8158,305058.2331,282256.0979,302167.8708,303351.6871,294717.0630,297031.2328,298441.6574,299187.4557,29972758.7358,29920157.7338,29952693.8242,29952281.1319,299618.9561,29962823.5086,1660.0282,5268.4025,-313.1564,-1815.2597,-2371.1123,-235.4060,2106.3341,-4716.3040,-2881.4023,-6760.4921,-3601.6954,3877.7564,4399.6689,-4476.2456,-5274.1342,4111.1746,-3751.3863,2755.7760,-3185.9437,5090.4123,-1471.2729,-5203.9008,4204.8790,1950.7918,5250.6311,0.0000,4312.7822,-1579.0211,-512.8598,3108.3640,5335.1571,357.9705,966.1388,5529.5746,-2964.8690,-538.2235,-1827.2977,-5183.1394,4938.6000,4297.1218,-3192.8111,-3929.9705,-5471.1620,-5118.8330,4996.8171,1237.3996,1942.6880,2746.3709,3287.4429,6198.4426,6727.1884,-2410.6880,2519.8548,-307.8937,-2169.4035,-2299.6701,-315.6826,-4675.4929,1291.1718,-791.5821,-5284.8611,550.2198,4739.7355,-2101.2218,3529.3976,253.7262,-4692.7937,-1408.8584,-5080.0035,5223.5757,-1176.5551,-5180.2148,-5322.6289,-1218.8678,-3383.7494,-226.5036,-1717.0453,1582.4802,5506.3055,924.8279,1151.7435,-204.9635,-4249.3949,4434.8256,-2704.1789,-3137.0139,-4759.1065,-2421.1578,-2950.6259,-4183.8363,3230.1078,3715.7800,-1048.5690,3307.2901,-5237.6168,-3120.1706,1917.3211,4563.3335,4704.4009,-5004.7850,132656.7007,130909.8576,132469.7355,136253.7357,137652.5574,127528.4967,124575.6223,134057.2503,41256369.6575,41237436.7043,41225396.9865,41247198.8605,132361.0339,41244313.6207,
300.000,-6589.5769,-1182.8460,5742.1606,5641.7856,6791.8269,-832.9534,1435.1806,202.2007,2118.0293,-3315.6967,-3097.0708,1761.6282,-4466.2214,-5402.9080,4624.9694,2812.6877,5649.8169,-2017.6034,-3263.1826,-1787.2960,3069.0601,-4632.9759,4237.9074,5938.9177,4078.8247,0.0000,-3907.2926,2149.4194,-6548.9889,6769.1251,3083.4455,-6721.3570,1516.7359,2062.4195,2128.2162,-6318.5466,3773.0001,5066.8150,4222.7883,1862.9113,1123.5233,3240.7367,3442.8372,1383.5702,1710.0429,58.6546,1848.6393,-4576.9113,3657.3654,-1138.0521,917.8524,2981.7682,-5627.7055,-1114.5642,5179.6814,-2502.7178,1672.7769,4901.9220,6233.6251,5734.1089,-3608.4775,6436.2106,3778.6353,-4072.0481,5129.8983,5944.5536,-4162.3162,-5270.4792,2615.7001,-3508.8913,-5881.4165,-275.6502,-2941.5511,-1758.2918,-6550.8768,6431.2039,-3550.5420,904.8772,-725.4327,586.1218,-6083.3758,-6709.1863,-3370.7803,3400.6153,5647.1138,776.7253,5483.3782,-1001.3893,584.5900,3544.5839,5542.0055,934.5098,6877.6020,-3221.6147,1563.2097,-2259.8869,6144.2736,858.4019,-3134.6470,-5299.3069,-194932.5643,-181499.4623,-191195.4408,-190101.9874,-190539.9991,-190057.1432,-182015.4921,-185416.1067,158274657.6499,158284135.6221,158268292.2348,158261784.1078,-185658.4585,158261479.3008,-2034.4784,4813.6905,-3472.7865,-2085.0187,-13.0067,-6508.3568,-6663.1054,-5259.0048,4748.9521,-1118.3799,3929.1342,6087.8724,-394.2165,-2445.5693,-2398.1256,-5326.1960,-2763.5062,6447.3538,-3745.2735,5220.6715,-5181.6355,2809.0997,-4574.7276,162.3522,85.5576,0.0000,-2322.6498,-5721.7380,-1802.1845,1093.3593,-2778.7806,16.9270,6467.3813,-3915.3996,5273.2108,2421.9829,-5808.4688,-3249.4349,40.9701,5730.8535,5075.1349,-5614.3106,2514.7989,-5330.0375,-5423.9533,6549.4632,-5848.7976,-3505.1193,5380.5432,-535.0851,928.2418,-4857.0790,-3886.6840,-6283.9171,2492.9846,-5203.3126,6497.2386,1552.3487,2784.2697,2717.3809,3842.1272,2004.8559,2038.1749,-5577.0017,1220.1337,-2877.9277,3564.5590,-3154.1894,-3263.0131,2153.1302,2260.3802,5412.0931,2962.0193,6148.7173,-1294.3614,1976.6399,-5908.3495,-6730.2693,-4327.5159,6874.0210,-3229.5789,107.4390,5045.4064,4714.6332,488.9916,5245.6125,996.1608,6784.9409,5341.5218,5101.9988,3794.8664,-6218.2554,-515.6765,-5766.0815,3767.0862,4781.8271,-2898.8885,5987.9837,4420.4757,1935.6995,300798.3994,278516.9952,298393.4052,299462.1372,290812.8042,293107.6398,294582.3070,295588.2087,33440548.3509,33388504.7579,33421094.7271,33420209.9187,295742.6182,33430690.4988,-141.4003,4573.9978,1497.9156,-3410.7177,-617.7858,-2018.0152,620.9995,-4492.0403,-4610.8445,-5993.7165,-4768.1328,2800.1537,5246.0562,-3206.2059,-4484.8361,3167.3694,-2633.3124,1047.4435,-4847.4879,4124.0591,-3438.3774,-4316.6430,2820.0663,3522.7662,5343.5487,0.0000,5194.0933,-3212.4804,1295.4928,1098.4862,5514.7281,-1756.3822,-877.5572,5311.6721,-3995.6504,1580.6860,-323.0443,-3453.7642,5473.6716,3433.0071,-4478.7430,-2460.9708,-5425.3946,-4173.0297,3954.0392,-618.8858,3228.5660,3839.5195,2017.4726,6832.7587,6792.2994,-3889.9387,1094.7845,-2097.8286,-3698.1820,-3806.1285,1234.2842,-4656.5510,-255.7812,-2832.2086,-4468.7144,-1006.6435,5405.6301,-329.4599,4331.7425,2030.9243,-4252.8280,-3065.5170,-5511.9501,5459.0082,-2860.5883,-4283.3288,-5526.5106,-2628.2114,-1787.5859,1577.0715,78.1087,-234.3195,5319.0915,-620.8251,-663.0339,-1718.3406,-3354.3203,3692.1589,-3802.3761,-4445.0373,-3650.4549,-981.5925,-4301.8023,-2797.0501,1600.6508,2187.5762,496.4475,1687.4463,-5349.4885,-4431.3244,409.0270,3313.5739,4317.0712,-3981.2292,132706.4168,130983.5296,132658.4268,136183.7045,137838.8779,127839.1128,124537.6558,134185.4964,41256140.5745,41236959.6715,41225048.2022,41246450.4253,132448.1127,41244035.4335,
600.000,-6579.3477,338.5519,4475.6734,4122.9627,6597.3141,-1998.1877,-79.9890,-1821.8674,2337.8570,-4662.2499,-1032.7804,3408.4925,-3786.9605,-6413.2600,4435.8647,1424.3854,5120.0255,-833.6062,-2954.5643,-532.4123,1727.9502,-4355.6057,3520.3554,4869.9970,4221.7464,0.0000,-4146.9596,461.5060,-6229.5904,6852.9570,1637.3971,-5852.1114,2587.0161,495.7896,3567.9279,-5318.2193,2378.0957,5978.4462,3751.5365,3618.5305,2524.4356,2269.9502,4863.9773,37.2410,467.9903,1299.1474,-67.6005,-5024.6033,5021.6429,995.1068,771.2125,1083.0078,-6409.1830,-2251.6909,4809.8538,-3365.5217,3011.4751,5547.7517,6480.8933,4993.6850,-2866.4965,6350.8790,4187.0916,-4883.9734,4909.1864,4630.5963,-3103.4636,-5089.0708,723.7824,-2303.8957,-4459.9989,1271.8455,-1386.2622,52.3999,-6909.9424,6090.4178,-4392.3397,-353.1278,-2769.5727,2041.7950,-6197.0845,-5998.1768,-2105.7489,5058.1888,4945.0578,2247.4265,6310.0195,504.1213,2083.0438,4859.3201,6300.3040,-315.4295,6318.5442,-4356.4866,3575.1056,-271.4286,5270.5382,2306.3281,-1673.9282,-5347.6344,-201096.7273,-187358.5234,-197288.6852,-196174.5946,-196691.6863,-196191.5156,-188235.4000,-191169.9587,157510685.0695,157521033.5250,157504518.2955,157498360.5366,-191805.7017,157497489.9076,-776.8298,5847.0409,-4162.1328,-3050.2963,-1226.5589,-5508.8492,-6781.3095,-5497.6899,2932.6013,-2313.7800,4161.2853,5864.7065,1659.2673,-1364.0391,-4159.1421,-6389.9677,-4332.7397,6742.6804,-1878.7955,6314.3765,-4441.8127,4494.3893,-5763.8631,-1320.5059,-2056.8338,0.0000,-179.2130,-5219.4082,-433.2012,475.0639,-4356.8575,675.5671,5601.2484,-5208.1049,3794.0441,2738.7681,-6396.6587,-3250.2775,-2085.0100,5494.0348,3595.4975,-6509.0649,988.5352,-6325.4167,-6450.3732,5988.8115,-5535.6098,-1507.4843,4575.9025,-1340.2111,3111.5224,-4687.4686,-2593.2479,-5178.3708,643.7830,-3531.0733,5516.9551,-436.4998,1245.7268,1567.0423,5428.4103,375.9104,-101.9828,-4660.9129,-920.6372,-3659.6959,5214.6864,-1418.8026,-4324.1078,3945.4976,3171.0103,6126.4456,4430.8319,5807.0160,-97.9900,568.9625,-4971.8340,-6478.4090,-4375.6764,6278.8729,-1924.8995,1652.0726,6261.7342,3921.2671,-1455.0809,3873.0252,-376.6231,6885.1375,4022.3239,4646.0250,2823.9395,-6640.8653,-1977.4750,-5245.1903,3010.8732,4455.0180,-4153.9704,6275.7637,5761.8412,3560.6657,296408.5333,274654.2343,294487.9735,295443.0503,286779.6811,289057.2966,290590.5307,291889.7357,36892564.1176,36841097.3369,36873729.5158,36872416.2048,291736.8062,36882782.7261,-1927.4842,3349.4769,3144.5708,-4638.5372,1204.9862,-3578.1703,-933.4707,-3785.1038,-5851.3930,-4590.1217,-5420.6495,1422.3719,5524.9074,-1563.5163,-3204.2358,1865.4928,-1219.1387,-777.8741,-5993.2141,2708.5766,-5038.1119,-2967.0957,1121.6940,4713.8240,4812.2519,0.0000,5513.7385,-4498.1889,2964.0086,-1028.4746,5098.2647,-3683.8645,-2617.2596,4522.2837,-4602.4402,3531.4942,1215.7747,-1356.1719,5419.9179,2202.1178,-5271.2810,-728.7294,-4792.6124,-2776.7529,2487.4745,-2397.7900,4168.9250,4521.0753,519.8393,6744.3977,6129.3801,-4947.5254,-447.8790,-3641.4040,-4814.6034,-4902.6658,2645.5207,-4141.1319,-1774.1398,-4571.9007,-3170.5592,-2450.1162,5487.3974,1477.8581,4648.9978,3588.5145,-3359.1519,-4384.4884,-5352.3532,5087.6592,-4236.8494,-2923.7728,-5139.0886,-3754.0421,1.6088,3210.1207,1864.7229,-2024.5028,4554.5818,-2099.8316,-2406.4117,-3047.2499,-2100.5467,2546.7953,-4474.7525,-5275.4522,-2101.0716,563.2868,-5183.4510,-1095.1330,-202.3019,395.6689,1987.8518,-122.3595,-4837.1883,-5262.3484,-1145.5782,1703.9390,3467.6000,-2527.0418,132755.9447,131057.2249,132846.6260,136108.5521,138021.5991,128155.8423,124504.7444,134174.3392,41255905.8690,41236482.7302,41224705.8336,41245694.3817,132535.0998,41243757.0974,
