sl_100_5400_20270526 Coordinates.csv
2027/05/26 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:18 2024,
Start: 2027/05/26 07:47:00.00, Stop: 2027/05/26 09:17:00.00,
TIME_UNITS,STARLINK-31080 - X-Coordinate,STARLINK-1755 - X-Coordinate,STARLINK-31462 - X-Coordinate,STARLINK-32287 - X-Coordinate,STARLINK-30863 - X-Coordinate,STARLINK-31598 - X-Coordinate,STARLINK-4038 - X-Coordinate,STARLINK-5084 - X-Coordinate,STARLINK-1912 - X-Coordinate,STARLINK-5514 - X-Coordinate,STARLINK-32098 - X-Coordinate,STARLINK-3635 - X-Coordinate,STARLINK-32095 - X-Coordinate,STARLINK-5829 - X-Coordinate,STARLINK-5022 - X-Coordinate,STARLINK-1956 - X-Coordinate,STARLINK-4707 - X-Coordinate,STARLINK-5305 - X-Coordinate,STARLINK-3656 - X-Coordinate,STARLINK-5197 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-1821 - X-Coordinate,STARLINK-2429 - X-Coordinate,STARLINK-6363 - X-Coordinate,STARLINK-5193 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-2467 - X-Coordinate,STARLINK-6080 - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-5427 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-30812 - X-Coordinate,STARLINK-2733 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-5356 - X-Coordinate,STARLINK-3074 - X-Coordinate,STARLINK-3537 - X-Coordinate,STARLINK-1358 - X-Coordinate,STARLINK-31046 - X-Coordinate,STARLINK-30068 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-31261 - X-Coordinate,STARLINK-31539 - X-Coordinate,STARLINK-4261 - X-Coordinate,STARLINK-2227 - X-Coordinate,STARLINK-3550 - X-Coordinate,STARLINK-5520 - X-Coordinate,STARLINK-3233 - X-Coordinate,STARLINK-5052 - X-Coordinate,STARLINK-4552 - X-Coordinate,STARLINK-2223 - X-Coordinate,STARLINK-31304 - X-Coordinate,STARLINK-30794 - X-Coordinate,STARLINK-4083 - X-Coordinate,STARLINK-3120 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-1732 - X-Coordinate,STARLINK-30259 - X-Coordinate,STARLINK-1216 - X-Coordinate,STARLINK-6257 - X-Coordinate,STARLINK-30315 - X-Coordinate,STARLINK-5632 - X-Coordinate,STARLINK-11133 [DTC] - X-Coordinate,STARLINK-31561 - X-Coordinate,STARLINK-4580 - X-Coordinate,STARLINK-1222 - X-Coordinate,STARLINK-3750 - X-Coordinate,STARLINK-30920 - X-Coordinate,STARLINK-31963 - X-Coordinate,STARLINK-4139 - X-Coordinate,STARLINK-31068 - X-Coordinate,STARLINK-30800 - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-1750 - X-Coordinate,STARLINK-31733 - X-Coordinate,STARLINK-5923 - X-Coordinate,STARLINK-31078 - X-Coordinate,STARLINK-30213 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-3271 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-30847 - X-Coordinate,STARLINK-1942 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-3744 - X-Coordinate,STARLINK-1941 - X-Coordinate,STARLINK-1355 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-4652 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-2463 - X-Coordinate,STARLINK-32129 - X-Coordinate,STARLINK-3295 - X-Coordinate,STARLINK-31065 - X-Coordinate,STARLINK-30536 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-5546 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-1616 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31080 - Y-Coordinate,STARLINK-1755 - Y-Coordinate,STARLINK-31462 - Y-Coordinate,STARLINK-32287 - Y-Coordinate,STARLINK-30863 - Y-Coordinate,STARLINK-31598 - Y-Coordinate,STARLINK-4038 - Y-Coordinate,STARLINK-5084 - Y-Coordinate,STARLINK-1912 - Y-Coordinate,STARLINK-5514 - Y-Coordinate,STARLINK-32098 - Y-Coordinate,STARLINK-3635 - Y-Coordinate,STARLINK-32095 - Y-Coordinate,STARLINK-5829 - Y-Coordinate,STARLINK-5022 - Y-Coordinate,STARLINK-1956 - Y-Coordinate,STARLINK-4707 - Y-Coordinate,STARLINK-5305 - Y-Coordinate,STARLINK-3656 - Y-Coordinate,STARLINK-5197 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-2429 - Y-Coordinate,STARLINK-6363 - Y-Coordinate,STARLINK-5193 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-2467 - Y-Coordinate,STARLINK-6080 - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-5427 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-30812 - Y-Coordinate,STARLINK-2733 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-5356 - Y-Coordinate,STARLINK-3074 - Y-Coordinate,STARLINK-3537 - Y-Coordinate,STARLINK-1358 - Y-Coordinate,STARLINK-31046 - Y-Coordinate,STARLINK-30068 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-31261 - Y-Coordinate,STARLINK-31539 - Y-Coordinate,STARLINK-4261 - Y-Coordinate,STARLINK-2227 - Y-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-5520 - Y-Coordinate,STARLINK-3233 - Y-Coordinate,STARLINK-5052 - Y-Coordinate,STARLINK-4552 - Y-Coordinate,STARLINK-2223 - Y-Coordinate,STARLINK-31304 - Y-Coordinate,STARLINK-30794 - Y-Coordinate,STARLINK-4083 - Y-Coordinate,STARLINK-3120 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-1732 - Y-Coordinate,STARLINK-30259 - Y-Coordinate,STARLINK-1216 - Y-Coordinate,STARLINK-6257 - Y-Coordinate,STARLINK-30315 - Y-Coordinate,STARLINK-5632 - Y-Coordinate,STARLINK-11133 [DTC] - Y-Coordinate,STARLINK-31561 - Y-Coordinate,STARLINK-4580 - Y-Coordinate,STARLINK-1222 - Y-Coordinate,STARLINK-3750 - Y-Coordinate,STARLINK-30920 - Y-Coordinate,STARLINK-31963 - Y-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-31068 - Y-Coordinate,STARLINK-30800 - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-1750 - Y-Coordinate,STARLINK-31733 - Y-Coordinate,STARLINK-5923 - Y-Coordinate,STARLINK-31078 - Y-Coordinate,STARLINK-30213 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-3271 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-30847 - Y-Coordinate,STARLINK-1942 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-3744 - Y-Coordinate,STARLINK-1941 - Y-Coordinate,STARLINK-1355 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-4652 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-2463 - Y-Coordinate,STARLINK-32129 - Y-Coordinate,STARLINK-3295 - Y-Coordinate,STARLINK-31065 - Y-Coordinate,STARLINK-30536 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-5546 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-1616 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31080 - Z-Coordinate,STARLINK-1755 - Z-Coordinate,STARLINK-31462 - Z-Coordinate,STARLINK-32287 - Z-Coordinate,STARLINK-30863 - Z-Coordinate,STARLINK-31598 - Z-Coordinate,STARLINK-4038 - Z-Coordinate,STARLINK-5084 - Z-Coordinate,STARLINK-1912 - Z-Coordinate,STARLINK-5514 - Z-Coordinate,STARLINK-32098 - Z-Coordinate,STARLINK-3635 - Z-Coordinate,STARLINK-32095 - Z-Coordinate,STARLINK-5829 - Z-Coordinate,STARLINK-5022 - Z-Coordinate,STARLINK-1956 - Z-Coordinate,STARLINK-4707 - Z-Coordinate,STARLINK-5305 - Z-Coordinate,STARLINK-3656 - Z-Coordinate,STARLINK-5197 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-2429 - Z-Coordinate,STARLINK-6363 - Z-Coordinate,STARLINK-5193 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-2467 - Z-Coordinate,STARLINK-6080 - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-5427 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-30812 - Z-Coordinate,STARLINK-2733 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-5356 - Z-Coordinate,STARLINK-3074 - Z-Coordinate,STARLINK-3537 - Z-Coordinate,STARLINK-1358 - Z-Coordinate,STARLINK-31046 - Z-Coordinate,STARLINK-30068 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-31261 - Z-Coordinate,STARLINK-31539 - Z-Coordinate,STARLINK-4261 - Z-Coordinate,STARLINK-2227 - Z-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-5520 - Z-Coordinate,STARLINK-3233 - Z-Coordinate,STARLINK-5052 - Z-Coordinate,STARLINK-4552 - Z-Coordinate,STARLINK-2223 - Z-Coordinate,STARLINK-31304 - Z-Coordinate,STARLINK-30794 - Z-Coordinate,STARLINK-4083 - Z-Coordinate,STARLINK-3120 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-1732 - Z-Coordinate,STARLINK-30259 - Z-Coordinate,STARLINK-1216 - Z-Coordinate,STARLINK-6257 - Z-Coordinate,STARLINK-30315 - Z-Coordinate,STARLINK-5632 - Z-Coordinate,STARLINK-11133 [DTC] - Z-Coordinate,STARLINK-31561 - Z-Coordinate,STARLINK-4580 - Z-Coordinate,STARLINK-1222 - Z-Coordinate,STARLINK-3750 - Z-Coordinate,STARLINK-30920 - Z-Coordinate,STARLINK-31963 - Z-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-31068 - Z-Coordinate,STARLINK-30800 - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-1750 - Z-Coordinate,STARLINK-31733 - Z-Coordinate,STARLINK-5923 - Z-Coordinate,STARLINK-31078 - Z-Coordinate,STARLINK-30213 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-3271 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-30847 - Z-Coordinate,STARLINK-1942 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-3744 - Z-Coordinate,STARLINK-1941 - Z-Coordinate,STARLINK-1355 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-4652 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-2463 - Z-Coordinate,STARLINK-32129 - Z-Coordinate,STARLINK-3295 - Z-Coordinate,STARLINK-31065 - Z-Coordinate,STARLINK-30536 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-5546 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-1616 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1828.7993,-5482.2011,-592.8083,-5755.6798,6165.3573,-3113.5663,-1740.6098,5016.1445,3097.6046,-5230.1717,981.6037,-5372.2936,6093.6593,-4976.3566,-4502.4380,5870.8442,-4541.8885,5457.8833,5357.9401,-4112.0142,-2698.4283,-2533.7559,-1182.8637,-3560.8255,-402.8460,0.0000,-4588.7150,-4054.2189,-4908.0195,-6203.0713,2031.8191,5477.0129,-1799.6298,-2733.9584,5049.7685,2693.1434,3341.8498,4429.6208,-6514.6470,-4461.2627,-6490.3036,-6071.0074,4173.7204,6767.3099,-2806.6731,-6645.5190,-1690.2031,-5648.8915,-3651.1447,1699.0590,-3587.3406,5355.5281,2102.3028,3239.6508,-4290.2007,6538.4322,-3490.4325,3258.0945,-5986.2760,-1015.0932,6219.1248,-6428.6673,534.1758,-6200.1298,6019.6412,-1950.0582,3095.3835,-2409.2999,-4883.5438,-6372.5394,-2177.8823,-3235.8095,-5503.5863,3475.7296,-1073.3937,-4776.1872,3947.4906,-483.3256,3936.1431,-3399.4449,5002.9747,-5161.3328,508.6396,3438.2696,-5920.4055,-2765.3803,-5572.9537,-4709.4956,5295.7783,4855.6684,-395.7047,-4301.5163,6277.5272,1429.9715,3270.8908,1926.6863,4148.2857,-4671.6955,3370.3473,-2840.2213,-272347.7523,-252699.4786,-265013.3851,-264412.3205,-261878.9889,-262178.7278,-255027.4545,-257957.6035,173109880.7870,173141598.9667,173116276.5557,173111797.8088,-258908.6464,173118316.8602,6218.6578,-498.6216,5564.3322,537.7121,-2970.2471,4127.3096,-5063.3228,1392.0875,-5726.9702,-4172.5198,-5101.0709,3105.8648,-861.2405,-3623.2140,683.0015,-3167.2897,4985.3294,4238.4952,996.6177,694.2537,5601.8733,-3800.7875,-4420.5814,-4801.2124,-5794.9312,0.0000,-4836.4805,-3418.6154,-2286.8458,2961.6853,6050.3409,4062.7516,-6540.0754,6056.4321,-1519.3582,-4824.4452,6004.8913,-3725.5251,-1672.4829,-3454.1313,-2398.7046,-2503.1463,-4367.4338,341.6732,6302.2671,620.6260,5037.5175,-3503.5468,2006.9036,6705.2843,3315.6672,-2831.0031,-5719.6463,3023.9688,3095.7482,-384.5141,5218.9985,-4607.7671,1504.1673,5620.4689,-812.0943,2448.9882,4548.1717,-2273.6011,-566.0846,-4479.0603,-5682.4751,-4131.4110,-2293.3317,-2618.7595,-5960.9192,4507.1217,4081.2580,4590.9477,-5453.8682,-1791.8553,-3723.1733,-6305.6288,5449.2204,409.3075,-4685.6836,-330.0089,-5460.7734,2705.1913,1971.8221,-3146.6046,-1494.3116,4153.2601,4351.7143,-1938.9784,-4169.3449,341.6161,-1306.6785,-3904.2301,-5443.9606,5584.5453,-2708.7313,615.3662,-6030.7190,2746.6680,-278343.8344,-282852.0546,-283885.7737,-282532.0614,-290794.3486,-288483.2558,-284418.1956,-283449.0194,74752702.8376,74750070.8221,74754787.1264,74774479.7818,-284545.1120,74766960.4036,2450.2406,4181.9818,3886.8961,3595.0382,-35.7640,4476.9552,-4375.5493,-4593.2334,2236.8497,-1819.4597,-4449.6630,-3018.0297,-2940.3161,-3217.6384,-5208.1124,1798.8170,-1521.5371,663.4806,-4261.5730,-5512.3118,-3014.1777,-5208.2483,-5183.8126,-3522.6941,3706.8442,0.0000,1791.9028,4444.5413,-3903.9611,792.9306,2721.2596,-669.7551,1315.7763,1090.3858,-4485.8269,-4220.5025,390.1313,-3797.3398,-1284.4632,-4039.8700,351.5802,1944.2682,-3161.1855,-1362.5023,-330.4975,1790.5608,-4455.9234,1894.7598,-5519.3760,18.3398,4858.8087,3116.6698,-3281.8359,-5313.9924,-4509.3208,1913.6618,2678.9847,4007.0485,3128.6989,-3948.4616,-2942.7978,-964.3635,-4944.7956,1670.2422,-3340.2871,4877.9740,2334.4306,-4887.6413,3851.2207,151.9898,-2604.0156,4125.7762,853.3100,3672.4850,4063.0105,4512.2439,4311.2814,-2619.9573,1640.7603,6038.6093,745.9196,4613.7201,-4239.1430,5119.8145,2997.7634,5461.6462,-3417.4139,2874.3828,-887.5243,4515.6841,-5447.8787,5363.8729,-2328.7604,-5515.1442,2580.6684,-3591.4208,-4821.6563,-5104.2314,89.8962,5244.5651,-123660.7984,-123603.8130,-124912.7563,-121244.8307,-119760.9783,-129852.1179,-132888.4895,-124032.2684,37003353.4954,37036246.6547,37032429.7459,37017900.2857,-125075.5964,37015309.0402,
300.000,-343.5953,-4481.9821,1240.4265,-4486.1359,5196.6851,-2181.1738,-3461.7506,5658.5971,2088.0927,-5655.1020,-1166.1589,-3788.0346,4989.5714,-3621.3004,-3321.9090,4575.6183,-3671.8185,5719.3989,6271.0040,-3373.3901,-1011.9535,-3668.8469,-2834.6493,-5164.2454,-1891.4401,0.0000,-4963.4517,-4854.8059,-6110.9745,-5412.8076,3652.4072,5781.4980,-2812.2664,-1331.4539,4625.4009,2441.2835,4174.4106,3925.0765,-6167.5657,-5856.6417,-6619.1471,-5989.8123,3130.7455,6839.1952,-1531.4095,-5743.3893,156.8331,-5626.2387,-2299.5622,2775.0596,-1573.3890,4807.4456,594.4205,4896.6769,-3865.6889,5705.1507,-2583.3724,1906.9051,-6090.3051,983.4676,6263.1998,-6150.5675,2322.2058,-6762.0159,6381.5704,-3828.7017,1511.7222,-3474.6609,-4928.4167,-6545.8005,-3445.6682,-1854.5019,-4690.7935,3983.3328,-2698.0944,-4989.5594,4088.4761,-2073.2604,4797.7222,-1682.9024,4072.8333,-4772.8161,-1516.6067,5016.5325,-4564.5910,-4036.0266,-6448.6366,-4122.0173,5971.3156,4851.6764,-2472.4770,-3457.6139,5109.2520,-575.3437,1980.6622,3713.2087,3710.2106,-2907.2084,2144.5271,-1124.5149,-266362.2197,-246401.0123,-258934.1786,-258277.8860,-255813.5190,-256092.6512,-249037.6429,-251834.8920,171439029.8575,171471350.9590,171445905.6230,171440522.8790,-252846.2102,171447501.2563,6847.9262,1193.2577,6075.1096,1915.1896,-4170.7839,5642.5041,-5153.7880,-569.6794,-6545.3159,-2512.6617,-4868.5390,3781.1322,-2431.0651,-3181.4746,2480.2521,-3905.5505,5848.4975,3657.2492,-426.8581,2737.0849,5270.0058,-1975.9694,-3045.4683,-4011.4823,-6261.2970,0.0000,-3393.5837,-1433.0126,-1139.9715,4246.5373,5749.3638,2775.1737,-5559.4096,5974.2112,-3509.2209,-6052.1047,5025.0724,-5219.0340,-304.1824,-2158.4442,-852.7584,-753.1816,-5764.6368,-874.2378,6401.5022,1800.7372,5857.4532,-2000.0690,3705.3328,6084.8529,3928.7616,-4480.2945,-6595.7064,1856.2991,4794.0095,-1926.0418,6247.3003,-5947.0641,2935.3475,5126.8191,-2494.6375,3008.2098,3329.8491,-824.1165,-1993.8974,-4328.9729,-5505.3803,-2294.9472,-160.6485,-1394.8659,-4611.0299,5862.1386,4976.9904,2777.7377,-5763.3921,372.3758,-5005.6112,-5343.9097,3992.0276,1721.7755,-5462.1307,1789.1435,-4877.4070,1415.4059,3309.2517,-1371.4630,-232.5896,5414.0735,3349.2722,-3706.5583,-3500.1892,2352.4953,-2407.1396,-4637.0083,-6461.5701,5310.0726,-4517.4638,1450.2490,-6291.0962,4151.9205,-284194.2377,-288282.1691,-289212.2314,-287960.3111,-296261.8703,-293962.9855,-289866.1191,-288632.6011,78519615.6544,78517226.9581,78521222.6927,78540968.9268,-289984.1493,78533802.7138,1015.3359,5123.8914,2827.0857,4745.9180,-1567.3753,3194.3094,-3042.0252,-3981.5140,477.9676,-3129.7479,-4661.4827,-4357.1017,-3965.3494,-5002.3257,-5538.9088,3392.5644,284.1817,-1459.9175,-2887.8475,-5376.3673,-4354.9262,-5534.6216,-5523.4582,-2317.7134,2176.4857,0.0000,3387.0230,4716.6281,-2429.4338,-754.2662,1329.5429,-2417.6662,2981.9060,2801.2861,-3770.8696,-2396.9291,2160.2911,-2293.9831,-2962.1816,-3031.6034,1853.7057,3229.7932,-1857.3096,448.8262,-2099.1007,3389.6283,-3708.3957,3476.2713,-5366.9413,-1774.8670,5435.4795,1802.0197,-2009.1935,-4522.1051,-3222.4215,3205.6525,962.7260,2986.2418,1486.9985,-4578.7408,-1592.0349,1161.8514,-5379.8332,142.0914,-1730.5440,3779.5182,3833.1065,-5424.4747,4428.5104,-1650.7958,-3732.8692,3165.6438,-964.8960,4799.8195,2634.2484,4619.9204,2507.6858,-3743.5511,2983.1347,6509.4514,-1072.8171,4695.7062,-4686.7493,4266.6178,4014.5260,5404.4398,-1820.5667,1191.9162,930.1316,3237.4144,-5371.8714,5467.6466,-3827.6624,-5086.1295,1160.6602,-2409.0808,-3689.8450,-6140.8852,1877.8404,4961.9241,-123594.1120,-123484.1776,-124712.7286,-121304.3077,-119564.6071,-129528.6875,-132913.6676,-124360.9939,37002083.4655,37034908.6132,37031115.2573,37017180.5863,-124977.0415,37014097.7619,
600.000,1165.1652,-3074.6790,2925.7222,-2770.9020,3697.5942,-1061.3229,-4818.6388,5786.9894,873.3247,-5558.0186,-3205.1287,-1818.6875,3393.6312,-1912.7084,-1861.4427,2813.4399,-2432.5755,5409.4974,6573.8885,-2357.9688,808.1579,-4497.9813,-4249.6798,-6262.3976,-3168.5827,0.0000,-4874.7400,-5227.0763,-6638.7095,-4091.1096,4910.8586,5513.0011,-3577.8997,242.8967,3787.3727,1972.1984,4607.2979,3055.0670,-5202.0950,-6692.0135,-6112.0694,-5326.9080,1786.0240,6227.5680,-82.1854,-4273.1944,1963.1584,-5070.7572,-769.5461,3594.7567,590.9012,3783.0570,-952.5891,6085.1800,-3097.4776,4299.6809,-1419.6005,398.3071,-5599.6648,2909.7848,5707.6394,-5239.7001,3902.7345,-6631.5011,6114.7769,-5311.1316,-255.6317,-4241.6169,-4470.0558,-6068.0011,-4405.0896,-321.6891,-3401.8916,4134.7182,-4029.0671,-4738.6349,3839.3881,-3488.2296,5218.6936,155.8717,2724.9292,-3966.7287,-3415.9400,6073.9332,-2774.1448,-4949.7061,-6622.7597,-3134.6341,6056.6005,4396.2522,-4316.0121,-2322.9595,3415.6548,-2495.8664,503.0634,5124.5276,2943.9405,-871.9278,685.9831,678.8505,-260248.9839,-239994.6730,-252736.9173,-252024.8389,-249632.0357,-249887.7176,-242933.7175,-245682.7718,169686223.1525,169719145.7103,169693599.4462,169687331.8684,-246669.4785,169694733.1422,6813.8315,2810.1711,5983.2946,3143.3871,-4964.6370,6578.8663,-4759.4999,-2454.3184,-6702.1125,-593.1908,-4190.1834,4127.5286,-3789.1601,-2337.4144,4070.9350,-4291.1585,6129.8696,2687.8342,-1778.0139,4525.6546,4450.4067,15.6338,-1412.3672,-2855.3556,-6111.0967,0.0000,-1591.5249,679.8228,104.7047,5123.5942,4901.7623,1183.0527,-4020.3685,5263.9035,-5152.5063,-6657.5270,3526.5503,-6185.0481,1126.4056,-682.8731,792.3843,1096.1227,-6569.6816,-2007.9965,5872.6454,2839.4356,6135.7895,-269.3613,5071.2075,4855.0403,4209.0854,-5662.3618,-6833.5901,552.8335,6012.8983,-3301.8446,6625.7153,-6714.2454,4061.4133,4177.7516,-3922.3955,3275.1178,1801.5040,708.2865,-3205.1048,-3787.3511,-4802.7731,-245.3030,2000.5455,-13.3853,-2804.7240,6653.5139,5383.3687,670.7014,-5512.9241,2495.7686,-5758.3112,-3858.8380,2135.9515,2930.5337,-5698.4928,3744.4765,-3862.4531,19.7468,4362.5113,504.3185,1033.4320,6127.3723,2003.6067,-5086.6800,-2536.0712,4152.1055,-3302.2107,-4958.5705,-6829.6016,4536.2789,-5868.6853,2215.7661,-5933.7116,5118.9719,-289916.5917,-293574.5005,-294409.8305,-293257.9715,-301599.0230,-299308.9056,-295188.1019,-293787.6821,82249210.4135,82247085.2295,82250361.0812,82270102.0499,-295294.0437,82263328.9580,-528.4013,5513.8330,1448.8689,5361.3628,-2924.6959,1556.1402,-1380.3944,-2945.9370,-1333.1621,-4105.4884,-4355.1741,-5224.3544,-4545.5830,-6256.2343,-5275.2070,4619.3342,2059.1470,-3427.7693,-1203.0750,-4661.6318,-5226.0202,-5269.3486,-5269.3810,-865.1805,409.1300,0.0000,4614.9077,4481.9505,-663.8012,-2220.2828,-204.1391,-3897.8360,4325.4447,4184.9444,-2651.0608,-318.9694,3693.9236,-543.9042,-4311.2923,-1699.8569,3156.8038,4156.7367,-344.4241,2211.5629,-3640.6822,4622.2584,-2564.6366,4682.2502,-4637.5241,-3376.9611,5421.1960,284.2264,-520.3227,-3244.2935,-1593.4538,4137.8222,-861.4159,1644.5191,-314.6743,-4722.2065,-70.3941,3164.2473,-5190.6884,-1402.1083,66.6009,2272.1960,4911.9680,-5358.5596,4465.6792,-3273.8232,-4449.9994,1864.3509,-2678.6327,5390.8980,917.9979,4207.2831,435.6752,-4451.6560,4004.2474,6289.2917,-2774.9240,4275.6651,-4633.6439,2917.1572,4600.0462,4758.2151,-8.6746,-619.5798,2647.1286,1609.5436,-4707.4679,4975.6862,-4897.4474,-4108.0697,-387.7975,-966.6876,-2160.1398,-6527.1539,3462.4438,4059.6510,-123527.5466,-123366.5423,-124513.1357,-121368.7317,-119371.6677,-129198.9735,-132933.6450,-124736.2724,37000818.6960,37033568.6409,37029793.7352,37016450.3698,-124878.4183,37012886.3116,
