sl_20_86400_20270409 Coordinates.csv
2027/04/09 07:47:00.0000 UTC

Generated: Tue Oct  8 17:07:00 2024,
Start: 2027/04/09 07:47:00.00, Stop: 2027/04/10 07:47:00.00,
TIME_UNITS,STARLINK-5648 - X-Coordinate,STARLINK-1680 - X-Coordinate,STARLINK-30078 - X-Coordinate,STARLINK-1826 - X-Coordinate,STARLINK-1795 - X-Coordinate,STARLINK-11087 [DTC] - X-Coordinate,STARLINK-1551 - X-Coordinate,STARLINK-1942 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-30941 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-5523 - X-Coordinate,STARLINK-5935 - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-3687 - X-Coordinate,STARLINK-5932 - X-Coordinate,STARLINK-1834 - X-Coordinate,STARLINK-1877 - X-Coordinate,STARLINK-4142 - X-Coordinate,STARLINK-30887 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5648 - Y-Coordinate,STARLINK-1680 - Y-Coordinate,STARLINK-30078 - Y-Coordinate,STARLINK-1826 - Y-Coordinate,STARLINK-1795 - Y-Coordinate,STARLINK-11087 [DTC] - Y-Coordinate,STARLINK-1551 - Y-Coordinate,STARLINK-1942 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-30941 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-5523 - Y-Coordinate,STARLINK-5935 - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-3687 - Y-Coordinate,STARLINK-5932 - Y-Coordinate,STARLINK-1834 - Y-Coordinate,STARLINK-1877 - Y-Coordinate,STARLINK-4142 - Y-Coordinate,STARLINK-30887 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5648 - Z-Coordinate,STARLINK-1680 - Z-Coordinate,STARLINK-30078 - Z-Coordinate,STARLINK-1826 - Z-Coordinate,STARLINK-1795 - Z-Coordinate,STARLINK-11087 [DTC] - Z-Coordinate,STARLINK-1551 - Z-Coordinate,STARLINK-1942 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-30941 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-5523 - Z-Coordinate,STARLINK-5935 - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-3687 - Z-Coordinate,STARLINK-5932 - Z-Coordinate,STARLINK-1834 - Z-Coordinate,STARLINK-1877 - Z-Coordinate,STARLINK-4142 - Z-Coordinate,STARLINK-30887 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,192.7116,5742.9371,710.8776,526.0407,3813.7636,-6742.7794,-6183.8622,-4503.5117,4156.9336,5200.1648,-3903.8859,-3637.7380,1481.3186,-2783.8221,2550.3660,0.0000,3096.6624,4161.5408,-4086.4222,6017.2138,114.9645,1115.5916,-364.4549,1253.7262,-2902.0946,-1454.2854,6449.7379,5235.3440,125854384.7964,125865469.4047,125850110.9206,125855009.0022,3632.9433,125862743.2729,-5069.5812,-3467.7926,5363.1089,6892.9418,-1737.3958,-141.3527,-962.5272,-2097.7755,222.8981,-365.2957,-2778.1784,5140.4006,5862.8807,3065.7162,5567.5228,0.0000,3876.1588,-2679.2000,-656.3557,-942.5581,363961.2290,328797.2596,352577.8534,353261.2798,345684.4258,347601.6493,345196.1201,347912.4273,-23420699.8407,-23479076.1640,-23460111.2683,-23444790.6604,347914.3121,-23437917.9395,-4725.9221,-1692.1933,-4341.1628,259.2206,-5514.9601,-171.2239,-2940.1926,4570.9829,-5527.4090,4559.1696,4883.7781,2899.4039,-3429.5564,-5501.9931,-3201.9579,0.0000,4767.5962,-4813.8198,5532.3646,-3130.4363,144288.3065,141256.9973,142278.2535,146218.2460,147503.0548,137335.6730,134494.8736,143008.0344,39499903.7260,39518724.4555,39510280.8899,39514487.4173,142242.6513,39507048.9002,
3600.000,3717.5088,-4502.4644,-3976.6346,-2030.1455,-2484.5736,4731.3974,3812.9201,3467.7998,-4405.7708,-3747.1512,4209.2419,3697.3686,-1887.7003,-400.9229,-4338.6779,0.0000,-6006.4636,-75.6089,4685.0114,-2515.1115,-91076.4528,-81477.7082,-85927.2060,-84540.8081,-89774.7435,-87906.2433,-81130.4127,-84782.2961,127671175.1425,127694103.3891,127675314.9237,127678372.9990,-83145.1973,127680607.3928,4789.5529,4528.3975,-5426.1082,-5394.1215,5447.1203,-2076.9957,-1954.3189,-2961.9750,3838.1279,4190.2151,-1947.7491,-5468.0054,-2103.8555,-5838.5457,-5259.0006,0.0000,-3159.0181,4484.8571,-3385.4102,3275.9880,350657.5257,318650.2097,342675.8103,341979.4183,334823.4828,336548.9962,335029.4550,336858.4288,10042046.8580,9983648.0113,9998952.8292,10013903.8677,337331.9008,10024463.6119,3349.2581,-2668.4948,1672.7025,3814.2227,3467.9114,-4341.9206,5412.4271,-4991.4169,3691.0839,-4058.5752,-5046.6597,2119.1473,6340.6433,3613.8299,-1128.5167,0.0000,-1170.5567,5234.4224,-3802.1372,5447.5599,144880.2862,142013.3481,144381.5122,144937.6729,149432.7406,141357.4352,134245.0347,142576.2308,39510405.1128,39524176.6193,39514329.5759,39517476.7461,143184.7930,39514791.7608,
7200.000,-5964.2817,915.0277,5453.5476,3800.6690,1141.5014,-90.7621,-912.0385,-1952.1099,3767.1058,1883.4426,-3921.3052,-1260.3914,3488.7468,2408.1082,4433.7066,0.0000,5954.4468,-3235.3022,-4241.5840,-1435.8921,-175375.2475,-158963.5216,-165673.4649,-163738.7193,-170946.0072,-166629.2190,-163324.3025,-162934.1303,120741021.4263,120775725.5585,120754395.1209,120755646.1665,-164414.6865,120751617.2242,-3528.9291,-4289.7384,3785.6767,1696.1182,-6790.9609,4396.0388,5178.6960,6355.9355,-5781.9438,-6582.1138,5382.4457,3441.9271,-2222.5068,6411.2104,2393.5467,0.0000,1262.5845,-5645.6954,5454.8300,-5458.1443,314810.0297,288246.8433,311148.2187,308047.5407,302728.6390,305262.9292,303158.1132,306476.2963,42842005.7620,42787242.5202,42798921.0656,42817210.5510,305491.8327,42824590.1594,54.6490,5339.5632,1993.0057,-5529.9001,695.5457,5107.7204,-4489.5135,1198.5796,431.6586,1071.7584,1593.5350,-5889.6059,-5586.8590,666.3234,4717.0393,0.0000,-3230.0245,-2300.9452,-327.2322,-3879.5557,145429.7971,142766.8461,146149.9340,143024.2429,150875.4795,145906.4196,134658.0905,144292.2065,39521178.1213,39529554.9302,39518379.8355,39519565.5393,144112.8157,39522522.1543,
10800.000,5951.7629,3404.5539,-5292.2030,-5409.5044,929.8787,-3701.2735,-1232.0765,-354.2204,-1326.0293,404.1399,2095.1282,-2982.6464,-5031.7982,-3484.8248,-3923.7486,0.0000,-3648.3203,4579.2162,1849.7148,3786.3435,-247254.9262,-226498.3533,-234629.0251,-232929.0953,-241389.9134,-232459.8773,-234760.3769,-236233.0542,105532540.9759,105577726.5425,105554305.9534,105547904.7910,-235066.9916,105544115.0057,888.8599,3763.5876,-392.8315,2067.1219,5220.9125,-5436.3689,-6763.7026,-5715.2534,5247.4765,6428.1191,-5802.8936,-1329.7838,4530.9905,-3845.2873,1986.1859,0.0000,2035.5851,4699.8168,-5144.1885,5680.8546,259095.6957,239484.7739,260137.2430,252012.4289,251534.7768,256458.1314,251645.4749,253102.9019,72731384.8967,72683756.1385,72691981.3512,72716773.2693,254471.4666,72714644.7071,-3442.6813,-4705.9485,-4467.0583,3775.0840,-4456.0741,-1508.6513,706.6951,3578.8725,-4311.3350,2552.5518,2965.5012,6110.3283,1561.3865,-4526.6424,-5332.2144,0.0000,5464.5799,-2143.5948,4227.7901,-501.2001,145937.4253,143520.5363,147358.1894,144154.6497,151845.3068,145822.7979,135698.2811,145015.2562,39532025.6871,39534877.7491,39522546.1743,39524332.2854,145026.6146,39530240.0626,
14400.000,-4299.9627,-6139.7399,4186.8675,5516.6275,-3756.7350,4767.4194,2586.6188,3571.9280,-2517.3185,-3168.3371,1553.2612,6368.1796,4434.5535,4290.3283,3260.7431,0.0000,950.2851,-4367.5078,2111.1671,-4278.6130,-302093.5332,-279861.7368,-288570.3687,-288681.8377,-296733.7272,-286920.1675,-290804.9302,-289998.3028,83081852.6442,83135130.8569,83109673.6285,83089579.8948,-290680.7621,83093992.9273,2687.0942,-2984.2439,-3556.3127,-4159.0693,-2018.1872,3347.9976,5364.7473,2026.9168,-3388.0695,-4067.1708,3868.7929,561.2579,-4168.5459,-589.2974,-5531.1696,0.0000,-5452.5583,-1271.2774,3620.1609,-2875.1850,187551.1927,175391.0107,192960.3456,182513.4066,184568.1059,190603.6892,183907.1811,189158.6819,97660270.5881,97622694.6284,97627496.6387,97651279.6444,187550.1130,97644555.7053,4715.7613,1117.0808,4222.4613,312.0307,5443.5799,-3407.3603,3495.5114,-5370.9928,5468.1981,-4635.9820,-5440.8594,-2690.2085,3347.3026,5339.4345,2544.0017,0.0000,-4102.3977,5179.0093,-5506.2568,4492.8851,146405.0828,144278.4143,147927.2617,147609.5970,152331.3240,142971.1049,137366.2126,145497.8400,39542745.1089,39540161.2751,39526943.0082,39535963.8322,145926.0868,39537945.4679,
18000.000,2091.7763,6034.3983,-2593.8279,-3111.0945,6129.4818,-3799.4707,-3869.7916,-5965.7832,5915.5234,5669.5245,-5362.2673,-6505.3750,-983.6493,-4678.0266,-1901.5294,0.0000,1055.2030,3709.2429,-5700.6914,3960.2564,-336501.2472,-315714.6230,-324238.6590,-325758.9034,-333535.2609,-324435.3153,-327891.8664,-328002.3053,54921955.5046,54980119.2716,54952450.9932,54924754.4965,-327797.8216,54934131.2267,-5822.3857,1227.7461,6269.2794,4507.7096,-897.0572,1438.6657,-1564.9960,1760.5574,1567.5924,866.7575,-1380.4085,-427.6600,2697.2812,4325.3599,6379.7477,0.0000,6806.8398,-3151.9302,-2055.9198,-1819.1183,105317.0648,99931.8691,113873.8022,102900.1575,106157.5159,112245.3936,104475.0695,107323.5939,115917191.5296,115891667.5240,115892701.6652,115904581.0475,108997.8994,115902602.4919,-3128.2816,3142.0640,-1434.7620,-4231.3613,-3094.8890,5376.7962,-5513.2839,2632.1249,-3225.8126,3883.1553,4021.4994,-2369.7082,-6331.3816,-2607.2027,1836.4304,0.0000,-3.0899,-4895.6088,3326.8657,-5284.1466,146838.8669,145045.9839,147945.5954,150571.1060,152294.3740,141012.4757,139698.6682,147398.1001,39553141.1746,39545420.0485,39531689.9885,39549948.4905,146811.1302,39545638.3523,
21600.000,149.2597,-3806.6800,361.0840,-1102.0543,-6291.5641,2222.5249,5026.2959,5166.9364,-6835.3481,-6631.8170,6821.4490,3416.9898,-3584.5499,3517.5190,-833.4693,0.0000,-2533.9912,-2837.9080,6827.3277,-3266.4171,-348591.1871,-331804.1924,-339490.0144,-341879.6441,-349474.1809,-341431.3770,-343802.5289,-344426.1929,22978033.4098,23037431.3686,23007424.4774,22982414.3106,-344137.3959,22989733.8899,6918.6441,1881.8208,-6554.0691,-4053.2667,2636.2354,-5747.4383,-2489.3487,-3694.7163,2.7311,1859.9357,-571.1151,-730.0296,-1959.2206,-5607.1167,-4619.5643,0.0000,-4927.0103,6123.4819,610.4555,5571.0323,18360.2572,17764.9036,27819.2696,17277.5777,21401.0007,26631.3558,18717.1506,25293.9227,126246578.5936,126233977.9275,126230395.4664,126228317.6864,23803.1014,126232940.4521,-383.1164,-5466.3076,-2239.7611,5485.8574,-1190.8422,-2751.0005,4029.3305,2296.7984,-1063.3108,-778.0837,233.5870,5982.3822,5614.8836,-1894.3274,-5073.9502,0.0000,4079.4532,1432.8063,910.4164,2259.0270,147260.3035,145831.2669,147645.3661,152942.3656,151656.4677,139933.5141,142775.3681,146695.6723,39563038.8023,39550667.3506,39536917.3983,39562127.9441,147681.6446,39553318.6977,
25200.000,-2409.3401,1144.6841,2511.9687,4956.0539,3611.0294,-153.7008,-4996.6708,-871.7576,4747.2417,5132.9603,-4753.5645,506.8664,6386.7369,-264.8970,4306.7675,0.0000,4094.1214,1107.1581,-4974.5411,1597.4926,-338345.2777,-327104.2109,-333402.7907,-336198.6929,-343376.6738,-336441.4858,-337931.8047,-338097.1494,-10564159.9879,-10507211.2781,-10539304.2640,-10554107.2143,-338735.3663,-10553291.6064,-5375.1322,-5236.0726,4590.5704,3486.8980,-3545.1117,6357.2868,4773.3051,4083.8809,-1868.1476,-3711.4579,2331.6801,3390.6013,2185.2874,4599.1016,1836.4596,0.0000,857.8315,-6143.9616,1400.9807,-6219.2729,-66619.2810,-66052.9720,-59841.2103,-69263.5086,-64059.9340,-60620.2035,-67402.0069,-63869.3706,127935068.6063,127935079.8402,127925543.7787,127914075.9459,-62644.6348,127921976.9893,3643.2198,4365.2121,4540.3231,-3339.9020,4713.9945,-2258.4063,-24.3548,-5317.5182,4658.6484,-2817.7797,-4352.1315,-6030.2064,-1655.2061,5103.0685,5071.3818,0.0000,-5475.8013,2929.7428,-4601.8190,2361.7108,147776.7763,146646.8196,147340.2313,154785.5869,150289.5127,139597.6094,146711.0737,149652.4273,39572294.3783,39555915.5301,39542771.6996,39571746.1212,148537.5309,39560986.4864,
28800.000,4663.9673,802.8396,-5342.5069,-6441.4394,646.3110,-2740.0118,2710.5000,-4107.6235,-1087.6785,-1590.1598,525.2089,-2773.3466,-5834.4757,-3925.7549,-6637.6762,0.0000,-5289.1170,1927.1551,1521.3661,1584.8614,-311058.9573,-301886.8171,-306348.9184,-309209.0639,-314557.7298,-309670.8284,-311762.1141,-312823.8939,-43407838.6707,-43356666.5626,-43389882.5364,-43391634.9438,-312000.1124,-43397912.0434,2064.1326,6847.6015,-1648.4772,-2353.5265,4350.8503,-3121.6641,-4927.7184,-3726.1386,4237.6662,4849.6625,-4235.3013,-5865.5572,-1851.0686,-2784.5999,423.9721,0.0000,3001.8851,3811.3939,-4036.8845,4021.7297,-142738.6588,-146385.5973,-143613.6989,-151414.6752,-144229.4036,-143794.8286,-147107.4867,-144128.4392,120860730.4662,120871954.5003,120854828.3614,120841463.2490,-144895.0627,120847657.7687,-4696.6600,-567.0105,-4105.1865,-917.6537,-5350.5202,5307.0250,-4023.6443,3851.6587,-5360.7771,4680.8744,5346.3785,2444.1442,-3295.6350,-4924.1382,-1871.3749,0.0000,3224.5917,-5424.8203,5397.3247,-5313.0535,149352.7709,147514.2983,147341.2442,156141.2664,148289.4388,139923.9764,151172.9929,147948.0996,39580805.0562,39561176.2753,39549420.7380,39578863.0735,149378.6916,39568641.7006,
