sl_100_86400_20270324 Coordinates.csv
2027/03/24 07:47:00.0000 UTC

Generated: Tue Oct  8 16:27:29 2024,
Start: 2027/03/24 07:47:00.00, Stop: 2027/03/25 07:47:00.00,
TIME_UNITS,STARLINK-30925 - X-Coordinate,STARLINK-30452 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-3677 - X-Coordinate,STARLINK-6342 - X-Coordinate,STARLINK-31392 - X-Coordinate,STARLINK-5249 - X-Coordinate,STARLINK-30271 - X-Coordinate,STARLINK-5751 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-30887 - X-Coordinate,STARLINK-2685 - X-Coordinate,STARLINK-11290 [DTC] - X-Coordinate,STARLINK-31100 - X-Coordinate,STARLINK-3505 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-3458 - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-30814 - X-Coordinate,STARLINK-1643 - X-Coordinate,STARLINK-3315 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-2342 - X-Coordinate,STARLINK-5763 - X-Coordinate,STARLINK-30903 - X-Coordinate,STARLINK-4092 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-4444 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-6373 - X-Coordinate,STARLINK-5232 - X-Coordinate,STARLINK-30757 - X-Coordinate,STARLINK-5482 - X-Coordinate,STARLINK-31588 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-3820 - X-Coordinate,STARLINK-30535 - X-Coordinate,STARLINK-3554 - X-Coordinate,STARLINK-11114 [DTC] - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-31311 - X-Coordinate,STARLINK-30052 - X-Coordinate,STARLINK-6166 - X-Coordinate,STARLINK-5616 - X-Coordinate,STARLINK-2467 - X-Coordinate,STARLINK-3983 - X-Coordinate,STARLINK-5738 - X-Coordinate,STARLINK-4081 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-31014 - X-Coordinate,STARLINK-3274 - X-Coordinate,STARLINK-2575 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-1511 - X-Coordinate,STARLINK-30335 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-3342 - X-Coordinate,STARLINK-32085 - X-Coordinate,STARLINK-30992 - X-Coordinate,STARLINK-4614 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-31098 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-6250 - X-Coordinate,STARLINK-30300 - X-Coordinate,STARLINK-5854 - X-Coordinate,STARLINK-2578 - X-Coordinate,STARLINK-1217 - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-30962 - X-Coordinate,STARLINK-2126 - X-Coordinate,STARLINK-32163 - X-Coordinate,STARLINK-30430 - X-Coordinate,STARLINK-5801 - X-Coordinate,STARLINK-30788 - X-Coordinate,STARLINK-30122 - X-Coordinate,STARLINK-3664 - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-30149 - X-Coordinate,STARLINK-31335 - X-Coordinate,STARLINK-32178 - X-Coordinate,STARLINK-30231 - X-Coordinate,STARLINK-31980 - X-Coordinate,STARLINK-5975 - X-Coordinate,STARLINK-3506 - X-Coordinate,STARLINK-5962 - X-Coordinate,STARLINK-3190 - X-Coordinate,STARLINK-1775 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-30813 - X-Coordinate,STARLINK-4370 - X-Coordinate,STARLINK-6329 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-3617 - X-Coordinate,STARLINK-32032 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30925 - Y-Coordinate,STARLINK-30452 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-3677 - Y-Coordinate,STARLINK-6342 - Y-Coordinate,STARLINK-31392 - Y-Coordinate,STARLINK-5249 - Y-Coordinate,STARLINK-30271 - Y-Coordinate,STARLINK-5751 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-30887 - Y-Coordinate,STARLINK-2685 - Y-Coordinate,STARLINK-11290 [DTC] - Y-Coordinate,STARLINK-31100 - Y-Coordinate,STARLINK-3505 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-3458 - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-30814 - Y-Coordinate,STARLINK-1643 - Y-Coordinate,STARLINK-3315 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-2342 - Y-Coordinate,STARLINK-5763 - Y-Coordinate,STARLINK-30903 - Y-Coordinate,STARLINK-4092 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-4444 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-6373 - Y-Coordinate,STARLINK-5232 - Y-Coordinate,STARLINK-30757 - Y-Coordinate,STARLINK-5482 - Y-Coordinate,STARLINK-31588 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-3820 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,STARLINK-3554 - Y-Coordinate,STARLINK-11114 [DTC] - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-31311 - Y-Coordinate,STARLINK-30052 - Y-Coordinate,STARLINK-6166 - Y-Coordinate,STARLINK-5616 - Y-Coordinate,STARLINK-2467 - Y-Coordinate,STARLINK-3983 - Y-Coordinate,STARLINK-5738 - Y-Coordinate,STARLINK-4081 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-31014 - Y-Coordinate,STARLINK-3274 - Y-Coordinate,STARLINK-2575 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-1511 - Y-Coordinate,STARLINK-30335 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-3342 - Y-Coordinate,STARLINK-32085 - Y-Coordinate,STARLINK-30992 - Y-Coordinate,STARLINK-4614 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-31098 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-6250 - Y-Coordinate,STARLINK-30300 - Y-Coordinate,STARLINK-5854 - Y-Coordinate,STARLINK-2578 - Y-Coordinate,STARLINK-1217 - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-30962 - Y-Coordinate,STARLINK-2126 - Y-Coordinate,STARLINK-32163 - Y-Coordinate,STARLINK-30430 - Y-Coordinate,STARLINK-5801 - Y-Coordinate,STARLINK-30788 - Y-Coordinate,STARLINK-30122 - Y-Coordinate,STARLINK-3664 - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-30149 - Y-Coordinate,STARLINK-31335 - Y-Coordinate,STARLINK-32178 - Y-Coordinate,STARLINK-30231 - Y-Coordinate,STARLINK-31980 - Y-Coordinate,STARLINK-5975 - Y-Coordinate,STARLINK-3506 - Y-Coordinate,STARLINK-5962 - Y-Coordinate,STARLINK-3190 - Y-Coordinate,STARLINK-1775 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,STARLINK-6329 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-3617 - Y-Coordinate,STARLINK-32032 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30925 - Z-Coordinate,STARLINK-30452 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-3677 - Z-Coordinate,STARLINK-6342 - Z-Coordinate,STARLINK-31392 - Z-Coordinate,STARLINK-5249 - Z-Coordinate,STARLINK-30271 - Z-Coordinate,STARLINK-5751 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-30887 - Z-Coordinate,STARLINK-2685 - Z-Coordinate,STARLINK-11290 [DTC] - Z-Coordinate,STARLINK-31100 - Z-Coordinate,STARLINK-3505 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-3458 - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-30814 - Z-Coordinate,STARLINK-1643 - Z-Coordinate,STARLINK-3315 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-2342 - Z-Coordinate,STARLINK-5763 - Z-Coordinate,STARLINK-30903 - Z-Coordinate,STARLINK-4092 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-4444 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-6373 - Z-Coordinate,STARLINK-5232 - Z-Coordinate,STARLINK-30757 - Z-Coordinate,STARLINK-5482 - Z-Coordinate,STARLINK-31588 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-3820 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,STARLINK-3554 - Z-Coordinate,STARLINK-11114 [DTC] - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-31311 - Z-Coordinate,STARLINK-30052 - Z-Coordinate,STARLINK-6166 - Z-Coordinate,STARLINK-5616 - Z-Coordinate,STARLINK-2467 - Z-Coordinate,STARLINK-3983 - Z-Coordinate,STARLINK-5738 - Z-Coordinate,STARLINK-4081 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-31014 - Z-Coordinate,STARLINK-3274 - Z-Coordinate,STARLINK-2575 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-1511 - Z-Coordinate,STARLINK-30335 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-3342 - Z-Coordinate,STARLINK-32085 - Z-Coordinate,STARLINK-30992 - Z-Coordinate,STARLINK-4614 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-31098 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-6250 - Z-Coordinate,STARLINK-30300 - Z-Coordinate,STARLINK-5854 - Z-Coordinate,STARLINK-2578 - Z-Coordinate,STARLINK-1217 - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-30962 - Z-Coordinate,STARLINK-2126 - Z-Coordinate,STARLINK-32163 - Z-Coordinate,STARLINK-30430 - Z-Coordinate,STARLINK-5801 - Z-Coordinate,STARLINK-30788 - Z-Coordinate,STARLINK-30122 - Z-Coordinate,STARLINK-3664 - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-30149 - Z-Coordinate,STARLINK-31335 - Z-Coordinate,STARLINK-32178 - Z-Coordinate,STARLINK-30231 - Z-Coordinate,STARLINK-31980 - Z-Coordinate,STARLINK-5975 - Z-Coordinate,STARLINK-3506 - Z-Coordinate,STARLINK-5962 - Z-Coordinate,STARLINK-3190 - Z-Coordinate,STARLINK-1775 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,STARLINK-6329 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-3617 - Z-Coordinate,STARLINK-32032 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6599.1444,-2850.7055,-658.7850,226.3730,425.5089,-5131.8505,737.1279,-3521.0994,1752.4281,-253.8345,1667.6169,-2424.8252,-3986.4299,2252.0848,598.7093,-1769.8163,4211.5345,-1202.0188,2156.6594,-3102.3378,-2718.2185,-5002.9264,-1999.1435,2221.6426,1212.6976,4757.4651,-3704.6117,-633.2199,5084.4967,5529.7456,-4562.9010,4625.1204,-4734.9173,-5520.1755,5809.1797,6692.5996,-4634.0113,6318.6458,4159.0722,2937.6605,2702.1501,4775.8133,4446.7637,-336.5998,-2278.3243,-143.2885,6583.9546,4135.1488,5085.3303,-5413.2065,5461.9287,-4416.0868,-6267.8247,0.0000,2362.9318,-6128.2662,-5801.8639,-1937.9898,-4166.8964,-477.6017,1694.9055,532.8547,4008.7078,5467.1229,5737.3361,4473.7656,4611.7617,2209.0901,4652.6469,4971.9246,-1964.6604,1900.9055,6812.7975,133.1197,0.0000,-1560.4816,-3990.5244,-878.1048,-4845.3253,-796.2119,-5513.2787,-5125.6444,-2236.7746,6072.9901,-4603.2781,-2892.6038,-6192.0462,-6474.9131,-3543.2596,-1488.7765,2526.9638,2189.6367,-6279.4987,-4924.3508,2125.2159,-6158.0533,4804.1497,1709.2763,4469.7919,945.2596,37359.9777,23432.2386,26757.2238,28588.4581,22533.4774,24458.8311,31404.7712,28203.1006,100049697.2013,100024243.9276,100043602.2246,100037667.4699,29424.8793,100037634.6375,633.7800,-6285.1193,6893.6375,4159.6468,-2427.9668,638.6273,-4471.3765,2839.1709,6413.0504,-5454.4249,5417.7516,-4551.6478,-2496.4824,5290.0330,6882.2199,-5640.2264,1032.9584,354.3049,-3610.0411,2838.8998,-5238.0570,-2310.2966,4073.7721,4987.2766,6762.8946,4476.1426,-3696.9303,5231.0838,4469.6354,-4149.6407,-2568.4406,-2110.8095,-2187.4457,-3095.9381,-1754.2734,334.9508,-2418.7733,1104.3716,-3770.8625,909.2539,-5474.2457,-5017.5943,-3499.6547,-6617.6665,4400.6076,-5518.5213,1543.1622,-1015.4085,1391.2994,969.6071,-1875.2488,4661.7952,-2596.0096,0.0000,-6487.0685,-3019.5844,-3269.0590,-4584.2941,4368.6341,5080.6939,-6481.5427,-4352.3011,1255.5111,3998.6316,2766.6670,3193.7304,5070.8148,-3570.5048,-1194.4904,-4416.9358,6199.7884,-4823.2464,1200.9877,5073.0992,0.0000,-3953.5271,-4015.1001,5472.6551,-445.7821,-6223.5803,-2684.2473,-1373.3994,-5436.6211,-3326.1229,2050.5445,-4545.0495,874.6997,-2082.0195,-3864.1334,6690.1792,-5575.5555,-4291.0770,2826.7339,750.8975,-4712.1658,3180.0670,3686.0387,-5874.8868,1366.1261,5345.7034,-350680.4101,-385778.8244,-361158.2128,-360902.4463,-367067.8987,-365584.6080,-370080.7026,-366187.4271,-50130046.2925,-50163434.6077,-50121033.1314,-50124876.3557,-366691.0812,-50118271.5393,-1895.2460,663.2190,94.3097,-5534.0950,6486.0257,4428.0781,5205.7467,5120.2253,-1954.1378,-4265.7703,3826.0240,-4616.0224,-4623.3734,3863.7797,-81.5925,3466.9802,5373.1259,-6824.0910,-5414.8542,5137.1575,-3595.0088,4092.1517,5100.3697,4246.3873,-597.9580,-2141.2412,4530.8322,-4512.3565,-757.8744,506.2322,-4574.7511,-4725.8844,4568.6982,2507.8105,3329.6839,-1729.0768,4544.9497,2551.0793,3714.6679,-6230.1770,-3112.9178,-163.1193,-4009.7064,2073.6696,4802.5334,-4161.3498,1508.8668,-5444.8516,4488.6274,-4093.1776,3790.1896,2015.5397,-1246.6480,0.0000,-428.4091,1171.9355,1843.9215,-4636.0449,3408.1269,4658.0694,-1306.3146,5326.6904,5506.1790,-1063.4970,-2744.1201,-4225.6114,1137.9570,5471.6161,4952.2358,-902.0307,2323.8930,-4605.4936,-429.0205,-4717.2068,0.0000,-5272.2091,-3830.8643,-4168.5498,4803.5008,-2954.4042,3154.2015,-4480.0908,3434.5218,691.8729,4575.4871,-4240.7256,-2972.9379,-819.3179,-4533.1476,-748.7525,3251.4969,-4966.9072,263.8460,-4763.1935,-4583.2997,-398.1614,3362.3792,3004.3923,5053.5296,4163.9521,-94822.2794,-99114.3073,-98653.3986,-94620.7291,-93406.1925,-103597.7277,-106370.7665,-99904.8086,35802478.0891,35778806.7883,35773004.4639,35786112.1815,-98645.7118,35790935.5455,
3600.000,4156.9179,4410.1808,-1754.9247,-4301.4907,4056.7123,2980.3577,2243.0334,2270.5800,-3819.5222,2470.5042,-3857.9410,5180.4611,6583.6255,-3848.5102,-2138.1345,3696.9003,-3903.1313,4248.5375,981.6829,-1890.7891,4716.8970,3704.3479,-2794.2516,-5330.3934,-3300.6352,-5683.8046,6403.1168,997.9248,-5369.0355,-3379.8874,6260.0238,-2869.0909,4721.3478,6611.6301,-2757.9572,-4421.5966,6539.9664,-4042.6668,905.5463,-4606.7666,1196.2022,-2276.9831,-721.3232,1023.4640,484.2699,3247.0558,-5273.0811,-2097.7731,-6366.6742,1811.9379,-5643.9769,141.8605,4942.5589,0.0000,163.2125,5586.8769,4695.2426,5741.8903,2613.1858,-3283.3126,1027.5937,2814.5638,-4629.6385,-4811.4338,-6844.3373,-5231.7952,-3387.7805,857.3313,-1509.4265,-2244.6933,429.8529,1345.2046,-5725.4766,-4055.7343,0.0000,5339.1750,6116.2219,-3045.5304,2616.9344,3538.3182,6668.9022,6391.6565,4780.8078,-3619.4345,345.9316,5471.4058,3544.1235,4981.2376,6337.7273,-374.9411,1283.1063,-256.4193,3927.3687,1835.8535,1144.2749,4651.9147,-6666.2631,989.3335,-3567.1551,-3824.9072,123051.6447,118697.9133,118968.2407,120203.8460,113235.9794,115485.8190,121618.8042,121796.9059,109666295.8798,109652322.5769,109661854.7723,109658562.2035,120292.1318,109653865.9024,-3214.5389,4506.6113,-5726.1938,-3789.7040,2472.4496,-4781.3001,6150.9768,-6195.4145,-5506.4557,6459.0389,-1479.0625,4484.0163,-206.0892,-1579.5525,-5216.6962,1798.9837,3329.7640,3546.1745,6166.5188,-5188.1552,5006.9943,-1957.3376,-4062.2505,-4172.2295,-5231.3341,-3021.4590,1482.3398,-158.3745,-995.6299,5250.3141,3027.6490,5485.3508,5068.8145,605.2927,4253.8833,1809.4905,-502.9780,1711.3647,4038.1337,-4654.7735,3961.5908,5654.7338,5140.1985,3608.3626,-6765.8527,2616.4967,1403.2256,4856.2252,1791.9554,-3761.8490,3975.9689,-4202.4868,-83.2046,0.0000,6168.3250,-1.0743,225.7393,2195.2985,-6427.4490,-2862.1056,6191.2557,5746.9691,2868.7473,-962.1059,-687.5954,850.0034,-2875.5299,6031.9230,4347.2442,4928.7007,-6578.6768,6347.0641,1320.1993,-4424.1937,0.0000,653.6431,2984.2177,-4294.4939,-3751.1496,3656.4823,1300.3846,-1756.3767,1617.2099,4572.4313,-4440.9634,4127.0464,-3630.5234,-522.9265,1747.6215,-5898.7466,4911.1701,6717.5346,-3739.4824,-4048.5181,6403.2339,-344.9073,-1898.4150,6688.1556,3082.4496,-1758.9335,-329418.7639,-367204.0224,-341567.9629,-342586.0576,-348073.5371,-346889.6370,-350214.4827,-347555.7568,-22450890.9741,-22484562.9438,-22434470.8739,-22435774.5062,-347452.8480,-22438204.5034,4451.8770,2878.9586,-3482.4885,3874.8714,-5070.7339,-3840.1102,-2209.7276,-1805.8811,-1758.0873,402.7659,-5462.6800,958.4493,-245.3481,-5548.5157,-3997.4751,-5492.2612,-4635.7393,4172.1196,2814.4151,-3704.9362,-637.8302,-5448.2342,-4736.7032,-1458.6582,-3054.3999,-2414.0761,-2202.5374,6846.2692,4063.6487,3006.1613,-50.0529,3122.0712,422.3697,1515.6896,-4723.6019,4996.4085,-2255.6215,-5335.0735,-5320.9686,2305.0129,5447.8794,-3297.3558,4585.3205,-5850.3232,-1304.5755,5501.4667,-4275.8233,4435.7072,-2078.9349,5420.6176,326.6816,-5263.3337,4800.2762,0.0000,-3130.4915,-4109.3515,-5071.7825,2892.8279,-55.7395,-5374.6990,-2681.4938,-2598.6761,-4293.1097,4776.1925,-863.9666,4455.0540,-5348.9395,-3251.7508,-5153.2280,-3966.7352,2057.3935,2427.0090,3668.8776,3444.5251,0.0000,4096.7469,-619.4059,4499.6934,-5097.0418,4699.8237,1188.9520,2044.9702,-4582.4651,-3799.5504,-5161.1779,68.9553,4699.6429,4660.3693,2172.8900,-3552.5189,-4730.7158,1621.6729,-4259.8315,5253.8281,2308.2775,5133.2969,32.8988,889.5762,-5028.8024,-5407.2824,-96379.0646,-100793.4529,-98962.1242,-98311.1254,-93881.1852,-102006.7625,-109050.8991,-99198.6637,35812174.7327,35787698.2765,35786856.9785,35796955.0260,-100121.6576,35802078.7092,
7200.000,-533.0296,-5038.6218,4306.4065,6267.9287,-6235.4947,-356.9092,-3668.5761,-375.9011,4825.0482,-3480.6627,5574.8759,-5464.5778,-3498.4265,5328.7417,3901.7178,-5345.0370,3235.3855,-3253.7805,-2800.8118,4585.5265,-4710.0298,-2221.0947,5866.9669,6217.1690,4805.1971,4340.0367,-6724.1136,1750.9641,3982.2177,-408.4992,-4804.5731,855.1921,-1555.8756,-4500.6641,-669.6730,946.1251,-6211.7755,1028.6147,-5287.3457,2496.5451,-5248.0367,-1534.9631,-2744.6074,-3104.7819,1153.8164,-6025.6039,2683.7476,441.9646,5515.2171,1607.4075,3222.0384,4773.3282,-2394.2127,0.0000,-3299.0774,-3749.3901,-2768.2535,-6687.7169,-66.9550,6306.3073,-3932.4518,-4325.6656,4453.4731,3019.0931,5401.2187,5112.3617,2141.8265,-2703.9986,-1093.5529,-2755.8240,1928.3087,-3550.5234,2920.9657,6259.4855,0.0000,-6510.4798,-5050.4882,6056.0117,-532.8765,-5904.3992,-4861.2704,-5593.4630,-5997.9120,-226.0662,3163.8214,-5215.7667,-272.4642,-1857.3659,-6745.0462,3059.0517,-4926.5270,-1280.6005,429.6974,811.2379,-3414.6227,462.5035,5992.0080,-3470.4903,2531.1777,6043.8559,200544.9562,206157.2269,203618.5401,204719.3869,196369.3099,201128.7190,203824.3036,201787.0164,111768828.0550,111765544.2639,111761825.3317,111755438.3799,203396.4264,111755565.6821,5516.9678,-819.7286,2676.4762,2934.9658,-2991.6372,6797.0766,-5421.7795,6211.3543,2349.3709,-4715.0336,-2399.5309,-2690.4299,2805.4467,-2176.0578,1400.6146,2251.0927,-6031.9059,-6051.1830,-5998.5363,4579.2268,-2393.6028,5734.5267,3390.9087,2054.3057,1528.7867,-444.9267,760.9051,-4359.0124,-3509.2086,-5072.4926,-1959.9007,-6876.6544,-4338.6067,2620.5150,-6102.5481,-4496.7975,2734.2590,-4948.2626,-3502.7508,5771.7443,-1997.3306,-4824.9251,-5902.4171,584.6742,6091.6945,197.2500,-4608.3514,-6866.1694,-3874.3656,5984.7471,-4391.1257,2723.0192,3777.6376,0.0000,-3833.2377,3653.2932,3764.2386,503.9179,6077.4434,826.6197,-3079.6754,-5071.9476,-5292.0614,-3381.5846,-1842.9759,-4241.5512,-1507.8346,-6262.7495,-6502.5650,-3226.5004,4176.2015,-5826.4977,-4187.3649,2963.7252,0.0000,1794.4504,-202.2959,2636.2499,6605.2117,-460.6608,1054.5705,3787.3749,2344.5772,-5119.1068,5758.3228,-1632.2612,5952.3132,4050.9518,459.0692,2777.4328,-3551.5070,-6227.6096,4194.9836,6445.0372,-5826.8187,-906.9051,-646.7374,-4177.9950,-6183.4915,-1626.5542,-287829.0962,-325380.4736,-300285.7575,-303738.1771,-306975.9496,-305705.6213,-308612.2773,-306444.1863,6785301.4604,6754296.0795,6808785.5369,6807635.8154,-306083.6434,6798626.6022,-4103.9164,-4699.0125,4707.5425,151.3281,662.2495,308.3842,-2213.3142,-2846.9536,4370.7685,3682.6447,3155.9202,3272.4766,4823.8046,3854.4675,5517.7791,3650.9961,953.5971,946.2338,1755.5392,-1483.1853,4441.6700,3053.2508,883.4430,-2252.6395,4694.3221,5300.9295,-1492.5142,-5103.4985,-4276.2382,-4714.2815,4617.1203,341.0405,-5188.2065,-4395.7127,3194.8362,-5176.4673,-1420.6308,4697.7421,2258.8192,2935.0895,-3925.8785,4719.2182,-2393.0220,6178.0677,-3049.9142,-3382.4404,4414.7328,-632.6811,-1617.8059,-2926.2535,-4260.2129,3881.0250,-5253.8161,0.0000,4708.6500,4535.0161,5085.1944,1105.4110,-3350.6698,2706.5506,4638.3913,-1811.4666,461.8286,-5147.0542,3927.3132,-1983.2790,6429.5591,-1074.7800,2046.5784,5188.2079,-5161.6023,1212.5531,-4693.6603,-65.6096,0.0000,440.7751,4585.8989,-2113.8270,1708.1556,-3610.9486,-4784.8775,1593.9973,2212.6424,4696.3461,1798.0228,4123.9964,-3529.7400,-5206.5336,1503.2147,5509.3671,3337.8558,2715.8712,5442.6573,-2299.7102,1429.6106,-6869.8634,-3427.7100,-4130.5507,1674.8255,2770.6775,-97963.2276,-102457.6075,-99572.1020,-102632.3483,-94820.2179,-99839.8229,-111043.4613,-102352.3641,35821212.1901,35796654.1516,35802235.7546,35813844.7312,-101588.1037,35813216.5267,
