sl_100_5400_20270107 Coordinates.csv
2027/01/07 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:58 2024,
Start: 2027/01/07 07:47:00.00, Stop: 2027/01/07 09:17:00.00,
TIME_UNITS,STARLINK-31905 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-32012 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-3856 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-30336 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-31097 - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-4099 - X-Coordinate,STARLINK-30609 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-5690 - X-Coordinate,STARLINK-5065 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-2706 - X-Coordinate,STARLINK-2505 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-5654 - X-Coordinate,STARLINK-5448 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-5347 - X-Coordinate,STARLINK-3884 - X-Coordinate,STARLINK-6096 - X-Coordinate,STARLINK-1579 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-2470 - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-30770 - X-Coordinate,STARLINK-31675 - X-Coordinate,STARLINK-31080 - X-Coordinate,STARLINK-2475 - X-Coordinate,STARLINK-5247 - X-Coordinate,STARLINK-31209 - X-Coordinate,STARLINK-32246 - X-Coordinate,STARLINK-6081 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-31983 - X-Coordinate,STARLINK-5281 - X-Coordinate,STARLINK-3701 - X-Coordinate,STARLINK-2564 - X-Coordinate,STARLINK-1764 - X-Coordinate,STARLINK-2547 - X-Coordinate,STARLINK-2549 - X-Coordinate,STARLINK-30352 - X-Coordinate,STARLINK-1666 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-1798 - X-Coordinate,STARLINK-3887 - X-Coordinate,STARLINK-3579 - X-Coordinate,STARLINK-3332 - X-Coordinate,STARLINK-2491 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-31076 - X-Coordinate,STARLINK-1193 - X-Coordinate,STARLINK-30784 - X-Coordinate,STARLINK-31623 - X-Coordinate,STARLINK-31126 - X-Coordinate,STARLINK-3615 - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-1633 - X-Coordinate,STARLINK-3897 - X-Coordinate,STARLINK-30860 - X-Coordinate,STARLINK-1115 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-1048 - X-Coordinate,STARLINK-31751 - X-Coordinate,STARLINK-31056 - X-Coordinate,STARLINK-5204 - X-Coordinate,STARLINK-5024 - X-Coordinate,STARLINK-4030 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-2294 - X-Coordinate,STARLINK-5495 - X-Coordinate,STARLINK-4103 - X-Coordinate,STARLINK-3238 - X-Coordinate,STARLINK-31342 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-5231 - X-Coordinate,STARLINK-1972 - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-2373 - X-Coordinate,STARLINK-4327 - X-Coordinate,STARLINK-4000 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-1073 - X-Coordinate,STARLINK-4660 - X-Coordinate,STARLINK-2689 - X-Coordinate,STARLINK-4795 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-32012 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-3856 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-30336 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-31097 - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-4099 - Y-Coordinate,STARLINK-30609 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-5690 - Y-Coordinate,STARLINK-5065 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-2706 - Y-Coordinate,STARLINK-2505 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-5654 - Y-Coordinate,STARLINK-5448 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-5347 - Y-Coordinate,STARLINK-3884 - Y-Coordinate,STARLINK-6096 - Y-Coordinate,STARLINK-1579 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-2470 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-30770 - Y-Coordinate,STARLINK-31675 - Y-Coordinate,STARLINK-31080 - Y-Coordinate,STARLINK-2475 - Y-Coordinate,STARLINK-5247 - Y-Coordinate,STARLINK-31209 - Y-Coordinate,STARLINK-32246 - Y-Coordinate,STARLINK-6081 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-31983 - Y-Coordinate,STARLINK-5281 - Y-Coordinate,STARLINK-3701 - Y-Coordinate,STARLINK-2564 - Y-Coordinate,STARLINK-1764 - Y-Coordinate,STARLINK-2547 - Y-Coordinate,STARLINK-2549 - Y-Coordinate,STARLINK-30352 - Y-Coordinate,STARLINK-1666 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-1798 - Y-Coordinate,STARLINK-3887 - Y-Coordinate,STARLINK-3579 - Y-Coordinate,STARLINK-3332 - Y-Coordinate,STARLINK-2491 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-31076 - Y-Coordinate,STARLINK-1193 - Y-Coordinate,STARLINK-30784 - Y-Coordinate,STARLINK-31623 - Y-Coordinate,STARLINK-31126 - Y-Coordinate,STARLINK-3615 - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-1633 - Y-Coordinate,STARLINK-3897 - Y-Coordinate,STARLINK-30860 - Y-Coordinate,STARLINK-1115 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-1048 - Y-Coordinate,STARLINK-31751 - Y-Coordinate,STARLINK-31056 - Y-Coordinate,STARLINK-5204 - Y-Coordinate,STARLINK-5024 - Y-Coordinate,STARLINK-4030 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-2294 - Y-Coordinate,STARLINK-5495 - Y-Coordinate,STARLINK-4103 - Y-Coordinate,STARLINK-3238 - Y-Coordinate,STARLINK-31342 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-5231 - Y-Coordinate,STARLINK-1972 - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-2373 - Y-Coordinate,STARLINK-4327 - Y-Coordinate,STARLINK-4000 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-1073 - Y-Coordinate,STARLINK-4660 - Y-Coordinate,STARLINK-2689 - Y-Coordinate,STARLINK-4795 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-32012 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-3856 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-30336 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-31097 - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-4099 - Z-Coordinate,STARLINK-30609 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-5690 - Z-Coordinate,STARLINK-5065 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-2706 - Z-Coordinate,STARLINK-2505 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-5654 - Z-Coordinate,STARLINK-5448 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-5347 - Z-Coordinate,STARLINK-3884 - Z-Coordinate,STARLINK-6096 - Z-Coordinate,STARLINK-1579 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-2470 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-30770 - Z-Coordinate,STARLINK-31675 - Z-Coordinate,STARLINK-31080 - Z-Coordinate,STARLINK-2475 - Z-Coordinate,STARLINK-5247 - Z-Coordinate,STARLINK-31209 - Z-Coordinate,STARLINK-32246 - Z-Coordinate,STARLINK-6081 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-31983 - Z-Coordinate,STARLINK-5281 - Z-Coordinate,STARLINK-3701 - Z-Coordinate,STARLINK-2564 - Z-Coordinate,STARLINK-1764 - Z-Coordinate,STARLINK-2547 - Z-Coordinate,STARLINK-2549 - Z-Coordinate,STARLINK-30352 - Z-Coordinate,STARLINK-1666 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-1798 - Z-Coordinate,STARLINK-3887 - Z-Coordinate,STARLINK-3579 - Z-Coordinate,STARLINK-3332 - Z-Coordinate,STARLINK-2491 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-31076 - Z-Coordinate,STARLINK-1193 - Z-Coordinate,STARLINK-30784 - Z-Coordinate,STARLINK-31623 - Z-Coordinate,STARLINK-31126 - Z-Coordinate,STARLINK-3615 - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-1633 - Z-Coordinate,STARLINK-3897 - Z-Coordinate,STARLINK-30860 - Z-Coordinate,STARLINK-1115 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-1048 - Z-Coordinate,STARLINK-31751 - Z-Coordinate,STARLINK-31056 - Z-Coordinate,STARLINK-5204 - Z-Coordinate,STARLINK-5024 - Z-Coordinate,STARLINK-4030 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-2294 - Z-Coordinate,STARLINK-5495 - Z-Coordinate,STARLINK-4103 - Z-Coordinate,STARLINK-3238 - Z-Coordinate,STARLINK-31342 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-5231 - Z-Coordinate,STARLINK-1972 - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-2373 - Z-Coordinate,STARLINK-4327 - Z-Coordinate,STARLINK-4000 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-1073 - Z-Coordinate,STARLINK-4660 - Z-Coordinate,STARLINK-2689 - Z-Coordinate,STARLINK-4795 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4927.5518,1240.6715,5296.8530,-629.1294,-3193.6825,3860.2185,-2541.7941,-6311.6730,-1915.3056,-2263.9897,-5441.6345,-4811.8447,6758.6904,-5936.9201,5678.5199,3585.0309,-6668.9395,-5307.1642,854.0342,4340.0303,3981.8437,5656.7879,-4471.4450,-208.0138,-919.1222,-2925.4332,4922.3339,845.3180,-2345.4900,-4401.5197,1093.9564,493.0064,1194.9728,-3190.4021,-778.7216,970.8130,-5370.1448,-2428.0635,5823.9277,4702.8015,3122.6275,-5539.8838,-2118.8593,6202.6166,5116.3096,2341.8420,1350.9973,-3377.0055,4863.0212,898.7089,-3670.9765,3445.6448,-4674.8965,6215.7934,3234.9843,-4067.5661,-2887.3587,-4380.6985,-5845.1158,6803.9370,-1963.3831,2851.2373,2535.7704,-1345.4507,249.3977,-5101.9236,-6778.0661,-1626.9661,-2678.9583,3251.1754,-6625.5167,2079.3395,-5801.0775,-845.5410,4812.3877,-419.5042,-5349.7652,4789.8227,5186.7992,-2869.1898,-1663.0029,-2327.9491,-3363.0604,4006.9600,1348.5421,-3826.6410,2301.3682,5960.3788,-2624.5052,-5689.6955,-5227.9872,5274.7402,1495.7225,1367.7600,-1285.0657,4901.1340,-2757.6780,1893.8610,6310.7337,-1364.5942,-170825.8400,-207000.9128,-183716.2781,-182667.9675,-190243.5375,-188152.7450,-190770.8374,-187600.0723,-63175601.0392,-63224867.3007,-63184999.6775,-63182715.2798,-187999.8797,-63177029.9203,801.9812,4206.6418,-125.7918,4632.0101,6149.4078,-5730.5826,5761.6839,-1925.7617,5985.1059,-4089.6474,-3292.2204,-2377.8640,-486.4647,-2083.8282,-3535.8974,-4335.3894,-1380.0031,2351.5752,6897.4493,-3841.9041,-1256.5007,1373.7300,-481.2352,4499.3876,6645.0003,-4181.6723,-4829.2718,4110.3867,-4680.2124,263.4485,-6841.8454,-6619.9532,-4055.6318,-4073.3219,-6488.4736,-6039.6957,-1763.2138,6035.7353,-3103.5301,2488.3925,5080.6515,1212.1828,-6231.3915,-1157.7462,-3895.5108,3569.1664,-6027.6983,-5894.5561,2022.7922,5392.2087,-5717.8366,5228.7710,-2315.1463,-752.8555,-4602.3384,-1345.1388,-3733.4569,-2158.8302,3201.3582,-1137.3066,-5516.9350,-4313.8736,4282.3490,4476.0562,4202.0552,497.9666,-113.2397,6028.1389,4344.3196,-2898.0121,1460.6811,3852.8239,-3699.2857,-4292.2270,4732.4383,-4619.2096,2230.0777,-993.0611,-1875.1549,-4252.7059,3826.9697,2047.6805,3165.3417,-1105.5342,5817.2527,4473.9068,4036.6921,2222.1339,-4861.6531,-2400.3134,145.0837,2195.9959,5049.9192,-255.3268,-6050.4840,-3452.3754,4788.1221,5625.9840,-2376.1304,-6341.3634,308176.5583,309274.0425,316751.3915,314711.0962,318854.4785,317402.7621,309500.2014,312936.6513,-110286746.3935,-110269528.5417,-110273751.2776,-110272943.1096,312354.2427,-110270416.2824,4641.8431,-5393.0057,4347.2628,4989.2278,-147.4636,142.5274,2842.1227,-2066.9821,2920.4613,5109.7927,-2745.4185,-4371.8338,-481.0163,2891.0631,-1750.4152,-4057.3568,1285.9642,3760.9899,-231.4871,3783.9939,-5522.3423,3775.6312,-5275.7659,4908.6304,-1267.5797,4678.3288,142.7520,-5285.1070,4538.5081,5300.4641,-243.6044,1673.5620,5417.6223,4497.3034,1861.2156,-3255.3829,-3807.9417,-2404.5496,-2075.1649,-4399.9226,3329.7615,3429.9456,-2210.6689,2813.1497,2263.7377,-5434.9558,2875.3120,1324.4386,-4484.1586,-4145.8338,1276.5381,2968.3764,4520.1664,2924.6823,-4062.0670,-5068.5393,5022.1635,4875.7556,1828.4289,-352.1005,3695.0661,4588.9926,4763.9226,4996.3268,5400.6970,4531.6812,-1331.4861,-2984.8472,4149.3685,-5372.0300,1413.4122,5122.3343,-444.8570,-5368.8325,-933.7762,5026.7843,-3789.7293,4825.3584,-4154.1992,-4550.2022,-5462.7305,6206.4016,4874.9580,5502.1658,3613.2972,3614.9576,5105.8561,-2535.3867,4148.7569,3093.9173,-4447.9161,3951.1824,4457.3175,6778.4895,3059.2822,3034.7160,-4193.6897,3523.1520,1503.9830,2336.8697,-176180.3101,-179490.7114,-180267.6471,-175802.6576,-174905.8657,-185209.5035,-187670.4463,-181731.2232,24518823.8966,24498598.2076,24487106.2082,24501074.0677,-180055.7102,24506631.0159,
300.000,-4427.8979,2634.9397,4540.8790,1136.6428,-1730.2643,2652.5051,-1486.6770,-6862.5794,-49.7620,-4169.0191,-5298.4695,-6096.3689,6441.3580,-6728.1705,4357.9019,1590.8508,-6382.8088,-4871.0793,1418.2867,3378.5636,3303.8758,4485.0891,-5120.9663,1780.4411,402.4908,-4631.0069,3807.3582,2939.7001,-4236.0714,-4692.0477,-440.8432,-825.5659,-762.4969,-3827.1189,-2267.6626,-882.8570,-5133.0960,-1012.1989,4475.1842,6026.2680,3772.8874,-5745.6985,-3383.4552,4971.5808,4535.1646,4207.1707,-216.3723,-4112.5728,6085.4094,2285.9660,-4349.2842,4384.7982,-5987.6426,6459.2709,1201.4340,-5096.7185,-3758.1331,-5722.0129,-4540.1863,6177.5026,-3768.4842,1163.9532,3512.5492,756.8991,2354.1629,-4341.7391,-6121.5618,-443.1970,-620.5345,1348.8530,-6275.8246,4040.0542,-6061.0307,-2714.8474,5778.2598,-2231.3346,-3730.9956,3366.2371,3565.5094,-4616.8641,466.7665,-161.4621,-1309.0527,3383.9417,2245.6770,-1982.8202,4205.4112,5761.2296,-4280.8119,-6626.4099,-4041.1320,6284.3030,2777.0285,3157.6843,-2697.9448,3204.0057,-809.8323,2917.8271,5925.3663,-2670.2624,-177237.7811,-213533.6620,-190188.3846,-189259.5319,-196821.2823,-194753.0444,-197273.2957,-194187.5661,-60746958.3131,-60796137.4473,-60755834.2791,-60753296.3818,-194554.7180,-60748311.1713,2892.8855,5094.5747,-2134.2661,5448.9419,6564.8881,-6081.0079,6650.9822,-781.7915,5682.7454,-3663.9280,-1637.2591,-1233.5914,-1678.8274,-605.4774,-4191.9827,-4919.5742,239.6514,4144.7421,6404.7863,-5421.8464,-3283.4148,251.2510,1422.0288,3597.8056,6145.5774,-2940.2851,-5415.0484,3956.0337,-3882.7154,2277.5679,-6694.8104,-5943.4685,-4830.4134,-2127.6791,-5567.0282,-5451.8744,294.2241,6792.1893,-3838.7553,1368.7960,3390.7274,2757.8392,-4993.8178,-2302.9507,-5068.5339,2638.9686,-5321.8383,-4692.7841,759.4691,3991.4510,-4489.8320,3579.6024,-1120.3471,-2125.5615,-5029.9952,437.3906,-1788.0975,-840.7424,3924.8071,-2254.7999,-5222.7938,-5523.1719,2436.8775,4060.2809,4280.5332,2529.1928,1129.9737,6778.4291,4214.3413,-3944.1240,2942.1999,3298.5626,-2437.4435,-3192.1265,3553.0458,-3464.1601,3177.1089,-2541.1209,-2971.4490,-3852.1188,4291.4760,2371.0852,3839.3572,-3159.2756,6395.6808,4578.1967,3582.3872,389.3220,-4683.6468,-1325.1679,1793.8727,607.6008,3481.4443,984.2907,-6198.0622,-3988.6157,4590.9150,4110.1817,-3545.1515,-6332.2959,304596.6306,304901.4089,312656.5057,310642.1972,314855.7775,313411.8414,305536.1295,309365.7490,-111638768.3135,-111622585.6210,-111626150.8936,-111625438.9128,308337.7199,-111622455.4625,4302.4095,-3924.6877,4667.8382,3973.2749,1384.7888,1927.1834,1151.0420,-292.5137,3962.2724,4145.1719,-4152.6471,-3036.1347,1344.4702,1530.3558,-3356.5521,-4623.8814,2684.4904,2638.3562,-2315.0202,2669.9373,-5121.5969,5284.2329,-4450.2611,5315.8373,-2948.8850,4225.1262,1928.8845,-4609.2415,3873.2354,4511.9547,-1753.4056,3290.5281,4830.0487,5272.7703,3164.0226,-4186.1673,-4473.8329,-963.2257,-3620.9379,-3076.2925,4570.3908,1825.4105,-3440.2683,4204.2076,497.0177,-4805.2832,4245.7587,2988.7761,-3197.9050,-5091.3903,2947.7526,3995.2035,3251.1894,1245.7352,-4626.6974,-4227.5222,5492.4486,3768.9992,3421.3677,-2119.0072,2548.0741,3994.0310,5401.0591,5453.0595,4799.8427,4643.6156,-2999.9666,-1314.7708,5010.0372,-5518.1635,-117.3996,4268.3669,-2209.4674,-5513.8946,624.3784,5457.8736,-4893.7392,5423.0800,-5112.6849,-3294.9064,-5349.4882,6517.5055,5350.6755,5111.7756,1678.4208,4775.8947,4143.6281,-3682.2593,2740.1213,1441.1963,-5253.0698,2902.1617,5268.1251,6079.4344,1400.5261,4353.0272,-5137.4862,4713.5176,-298.5331,584.5761,-176143.5086,-179466.7706,-180126.2394,-175913.7869,-174757.8322,-184953.5834,-187762.8634,-181477.1941,24518255.7752,24497801.2892,24486519.8364,24500278.1405,-180015.3367,24506031.1592,
600.000,-3519.5671,3723.1766,3370.0899,2752.3855,-86.8860,1162.1288,-296.3413,-6728.9084,1845.7439,-5656.0684,-4668.4317,-6781.9448,5444.0009,-6867.6157,2591.3443,-555.6855,-5487.9584,-3983.5313,1869.1394,2114.1940,2356.0608,2889.6861,-5306.5464,3603.7935,1714.9481,-5903.0412,2294.9629,4710.9693,-5718.6617,-4559.6669,-1949.3807,-2095.7205,-2612.7748,-4134.0388,-3553.3719,-2679.4085,-4412.8528,492.5240,2673.0673,6752.4296,4086.0927,-5310.6686,-4355.0997,3252.9823,3486.9257,5667.3021,-1801.9545,-4471.5582,6712.8622,3492.9703,-4624.9534,4937.4048,-6710.5857,6065.0526,-950.1546,-5587.3893,-4312.2568,-6506.6335,-2771.8090,4932.0175,-5195.3999,-606.1926,4195.6941,2801.8118,4204.9987,-3186.2926,-4860.8851,769.8459,1529.6261,-658.9685,-5316.9267,5565.4771,-5727.4069,-4349.5262,6155.9655,-3854.2356,-1751.1072,1639.4442,1604.4452,-5882.9271,2533.6492,2011.3174,875.7644,2479.7681,2897.6416,77.9862,5684.5653,5009.2063,-5495.4149,-6900.8859,-2482.6902,6700.8519,3835.3560,4558.2006,-3827.1606,1148.5067,1241.0736,3703.2346,4947.2614,-3701.7214,-183576.1705,-219972.9923,-196577.4829,-195767.0266,-203313.5617,-201268.4372,-203691.8271,-200733.4934,-58289399.7729,-58338467.8998,-58297737.6583,-58294909.4795,-201023.8090,-58290675.9711,4691.9850,5499.9249,-3950.5972,5736.4042,6348.9501,-5837.0986,6875.5046,436.9012,4858.1650,-2922.6629,208.7885,-0.7554,-2710.0286,917.0835,-4467.1238,-5073.3334,1859.6326,5523.6666,5260.3370,-6472.0402,-4996.3454,-958.3809,3156.0358,2351.0147,5020.4938,-1450.8635,-5473.0406,3431.5466,-2746.2920,4042.7881,-5902.9898,-4667.4559,-5163.0247,30.5977,-4077.8517,-4364.6407,2339.7891,6890.5471,-4232.8958,146.7892,1345.5020,3971.9973,-3277.3108,-3265.4976,-5710.8119,1499.0187,-4089.7893,-3013.3063,-544.5885,2211.1115,-2801.1639,1582.3618,150.3551,-3273.5794,-5017.1171,2133.9047,318.9414,521.2313,4294.2109,-3171.0981,-4442.6634,-6217.2542,364.5301,3287.6386,3974.8383,4323.3188,2293.9398,6855.8954,3655.5931,-4654.8596,4139.2958,2439.9506,-910.7003,-1829.4772,2004.7085,-2002.0467,3864.9677,-3881.5277,-3827.4137,-3094.5623,4381.4052,2539.1593,4158.7354,-4906.2853,6342.4651,4276.9123,2817.4545,-1507.2227,-4066.1478,-134.1622,3307.1053,-1013.7149,1589.6887,2188.9916,-5733.6424,-4142.0882,3995.5044,2192.0542,-4363.3859,-5690.2772,300883.6419,300390.9427,308421.4895,306432.3629,310717.2487,309277.5040,301437.3297,305581.2087,-112937311.9697,-112922159.7286,-112925048.8870,-112924401.3012,304183.6636,-112921012.6076,3479.8798,-2039.9516,4472.4303,2514.3167,2768.4727,3503.3284,-664.4672,1513.5214,4579.6478,2736.5098,-5115.2040,-1374.0452,3016.8119,5.3092,-4601.1016,-4697.2583,3795.1923,1231.6325,-4153.3113,1269.0419,-4171.8566,6229.6337,-3149.1478,5085.6292,-4300.1275,3318.7300,3505.0864,-3399.9841,2793.3563,3233.8738,-3075.6264,4541.7258,3713.4002,5466.1622,4107.2220,-4669.0642,-4636.9143,581.1712,-4777.2712,-1419.3588,5300.2280,-3.3253,-4303.7188,5140.8361,-1325.6456,-3657.5554,5138.1468,4331.3935,-1567.1665,-5476.5628,4300.6238,4594.1612,1630.2431,-567.7805,-4698.4475,-2873.4386,5366.2434,2254.1214,4644.5022,-3656.7768,1127.5811,2968.8163,5450.8204,5304.4908,3667.5172,4239.7498,-4344.3732,496.9141,5247.5696,-5071.2635,-1635.6549,2918.5619,-3733.8458,-5068.8918,2112.0332,5282.6143,-5473.5985,5426.4347,-5518.9405,-1675.4023,-4650.8356,6135.8415,5198.6784,4167.2147,-432.3653,5421.0577,2733.3862,-4420.8384,1035.5681,-367.4324,-5481.3338,1544.7005,5508.3520,4729.1646,-410.1502,5160.5625,-5533.9653,5393.5992,-2068.8092,-1231.3314,-176106.8973,-179442.7673,-179984.5244,-176029.9128,-174613.2558,-184691.4359,-187849.9485,-181117.4968,24517682.2737,24497004.7958,24485941.4645,24499522.8967,-179974.8671,24505431.4499,
