sl_100_5400_20270717 Coordinates.csv
2027/07/17 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:31 2024,
Start: 2027/07/17 07:47:00.00, Stop: 2027/07/17 09:17:00.00,
TIME_UNITS,STARLINK-2647 - X-Coordinate,STARLINK-30887 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-3658 - X-Coordinate,STARLINK-30891 - X-Coordinate,STARLINK-1451 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-31473 - X-Coordinate,STARLINK-5292 - X-Coordinate,STARLINK-5004 - X-Coordinate,STARLINK-5394 - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-11119 [DTC] - X-Coordinate,STARLINK-2707 - X-Coordinate,STARLINK-30519 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-31715 - X-Coordinate,STARLINK-4089 - X-Coordinate,STARLINK-2602 - X-Coordinate,STARLINK-5018 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-31444 - X-Coordinate,STARLINK-2717 - X-Coordinate,STARLINK-3831 - X-Coordinate,STARLINK-2310 - X-Coordinate,STARLINK-5103 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-31893 - X-Coordinate,STARLINK-3523 - X-Coordinate,STARLINK-5900 - X-Coordinate,STARLINK-4607 - X-Coordinate,STARLINK-30562 - X-Coordinate,STARLINK-1312 - X-Coordinate,STARLINK-4660 - X-Coordinate,STARLINK-6112 - X-Coordinate,STARLINK-30930 - X-Coordinate,STARLINK-4168 - X-Coordinate,STARLINK-2613 - X-Coordinate,STARLINK-30369 - X-Coordinate,STARLINK-2143 - X-Coordinate,STARLINK-5642 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-3198 - X-Coordinate,STARLINK-31316 - X-Coordinate,STARLINK-30433 - X-Coordinate,STARLINK-30978 - X-Coordinate,STARLINK-4790 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-31581 - X-Coordinate,STARLINK-31868 - X-Coordinate,STARLINK-3048 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-3881 - X-Coordinate,STARLINK-4743 - X-Coordinate,STARLINK-6227 - X-Coordinate,STARLINK-5593 - X-Coordinate,STARLINK-5320 - X-Coordinate,STARLINK-30445 - X-Coordinate,STARLINK-2152 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-31250 - X-Coordinate,STARLINK-3526 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-3932 - X-Coordinate,STARLINK-5027 - X-Coordinate,STARLINK-6281 - X-Coordinate,STARLINK-6044 - X-Coordinate,STARLINK-5850 - X-Coordinate,STARLINK-1788 - X-Coordinate,STARLINK-31122 - X-Coordinate,STARLINK-3713 - X-Coordinate,STARLINK-5003 - X-Coordinate,STARLINK-30535 - X-Coordinate,STARLINK-2397 - X-Coordinate,STARLINK-3687 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-5069 - X-Coordinate,STARLINK-2117 - X-Coordinate,STARLINK-1061 - X-Coordinate,STARLINK-5530 - X-Coordinate,STARLINK-1191 - X-Coordinate,STARLINK-11076 [DTC] - X-Coordinate,STARLINK-30881 - X-Coordinate,STARLINK-3675 - X-Coordinate,STARLINK-31681 - X-Coordinate,STARLINK-32029 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-3155 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-5693 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-3193 - X-Coordinate,STARLINK-3750 - X-Coordinate,STARLINK-2370 - X-Coordinate,STARLINK-4154 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2647 - Y-Coordinate,STARLINK-30887 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-3658 - Y-Coordinate,STARLINK-30891 - Y-Coordinate,STARLINK-1451 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-31473 - Y-Coordinate,STARLINK-5292 - Y-Coordinate,STARLINK-5004 - Y-Coordinate,STARLINK-5394 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-11119 [DTC] - Y-Coordinate,STARLINK-2707 - Y-Coordinate,STARLINK-30519 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-31715 - Y-Coordinate,STARLINK-4089 - Y-Coordinate,STARLINK-2602 - Y-Coordinate,STARLINK-5018 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-31444 - Y-Coordinate,STARLINK-2717 - Y-Coordinate,STARLINK-3831 - Y-Coordinate,STARLINK-2310 - Y-Coordinate,STARLINK-5103 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-31893 - Y-Coordinate,STARLINK-3523 - Y-Coordinate,STARLINK-5900 - Y-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-30562 - Y-Coordinate,STARLINK-1312 - Y-Coordinate,STARLINK-4660 - Y-Coordinate,STARLINK-6112 - Y-Coordinate,STARLINK-30930 - Y-Coordinate,STARLINK-4168 - Y-Coordinate,STARLINK-2613 - Y-Coordinate,STARLINK-30369 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,STARLINK-5642 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-3198 - Y-Coordinate,STARLINK-31316 - Y-Coordinate,STARLINK-30433 - Y-Coordinate,STARLINK-30978 - Y-Coordinate,STARLINK-4790 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-31581 - Y-Coordinate,STARLINK-31868 - Y-Coordinate,STARLINK-3048 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-3881 - Y-Coordinate,STARLINK-4743 - Y-Coordinate,STARLINK-6227 - Y-Coordinate,STARLINK-5593 - Y-Coordinate,STARLINK-5320 - Y-Coordinate,STARLINK-30445 - Y-Coordinate,STARLINK-2152 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-31250 - Y-Coordinate,STARLINK-3526 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-3932 - Y-Coordinate,STARLINK-5027 - Y-Coordinate,STARLINK-6281 - Y-Coordinate,STARLINK-6044 - Y-Coordinate,STARLINK-5850 - Y-Coordinate,STARLINK-1788 - Y-Coordinate,STARLINK-31122 - Y-Coordinate,STARLINK-3713 - Y-Coordinate,STARLINK-5003 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,STARLINK-2397 - Y-Coordinate,STARLINK-3687 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-5069 - Y-Coordinate,STARLINK-2117 - Y-Coordinate,STARLINK-1061 - Y-Coordinate,STARLINK-5530 - Y-Coordinate,STARLINK-1191 - Y-Coordinate,STARLINK-11076 [DTC] - Y-Coordinate,STARLINK-30881 - Y-Coordinate,STARLINK-3675 - Y-Coordinate,STARLINK-31681 - Y-Coordinate,STARLINK-32029 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-3155 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-5693 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-3193 - Y-Coordinate,STARLINK-3750 - Y-Coordinate,STARLINK-2370 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2647 - Z-Coordinate,STARLINK-30887 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-3658 - Z-Coordinate,STARLINK-30891 - Z-Coordinate,STARLINK-1451 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-31473 - Z-Coordinate,STARLINK-5292 - Z-Coordinate,STARLINK-5004 - Z-Coordinate,STARLINK-5394 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-11119 [DTC] - Z-Coordinate,STARLINK-2707 - Z-Coordinate,STARLINK-30519 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-31715 - Z-Coordinate,STARLINK-4089 - Z-Coordinate,STARLINK-2602 - Z-Coordinate,STARLINK-5018 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-31444 - Z-Coordinate,STARLINK-2717 - Z-Coordinate,STARLINK-3831 - Z-Coordinate,STARLINK-2310 - Z-Coordinate,STARLINK-5103 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-31893 - Z-Coordinate,STARLINK-3523 - Z-Coordinate,STARLINK-5900 - Z-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-30562 - Z-Coordinate,STARLINK-1312 - Z-Coordinate,STARLINK-4660 - Z-Coordinate,STARLINK-6112 - Z-Coordinate,STARLINK-30930 - Z-Coordinate,STARLINK-4168 - Z-Coordinate,STARLINK-2613 - Z-Coordinate,STARLINK-30369 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,STARLINK-5642 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-3198 - Z-Coordinate,STARLINK-31316 - Z-Coordinate,STARLINK-30433 - Z-Coordinate,STARLINK-30978 - Z-Coordinate,STARLINK-4790 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-31581 - Z-Coordinate,STARLINK-31868 - Z-Coordinate,STARLINK-3048 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-3881 - Z-Coordinate,STARLINK-4743 - Z-Coordinate,STARLINK-6227 - Z-Coordinate,STARLINK-5593 - Z-Coordinate,STARLINK-5320 - Z-Coordinate,STARLINK-30445 - Z-Coordinate,STARLINK-2152 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-31250 - Z-Coordinate,STARLINK-3526 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-3932 - Z-Coordinate,STARLINK-5027 - Z-Coordinate,STARLINK-6281 - Z-Coordinate,STARLINK-6044 - Z-Coordinate,STARLINK-5850 - Z-Coordinate,STARLINK-1788 - Z-Coordinate,STARLINK-31122 - Z-Coordinate,STARLINK-3713 - Z-Coordinate,STARLINK-5003 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,STARLINK-2397 - Z-Coordinate,STARLINK-3687 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-5069 - Z-Coordinate,STARLINK-2117 - Z-Coordinate,STARLINK-1061 - Z-Coordinate,STARLINK-5530 - Z-Coordinate,STARLINK-1191 - Z-Coordinate,STARLINK-11076 [DTC] - Z-Coordinate,STARLINK-30881 - Z-Coordinate,STARLINK-3675 - Z-Coordinate,STARLINK-31681 - Z-Coordinate,STARLINK-32029 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-3155 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-5693 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-3193 - Z-Coordinate,STARLINK-3750 - Z-Coordinate,STARLINK-2370 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1778.5177,-3552.3368,-3963.7245,2220.2064,-4101.3027,-1461.7243,-3817.6732,-6632.2280,1691.3370,-6369.6465,-5228.5214,2180.2710,-4423.2507,0.0000,-3987.7351,2430.4120,4820.2814,3937.8380,2974.1093,2561.4779,1890.4733,2053.4191,3497.7075,-2017.7705,0.0000,3524.6641,-4210.2472,3791.8118,3645.4427,2457.1687,1951.2982,-1901.8382,5532.0792,-5616.9947,-4400.1113,4455.5847,-3691.0420,3151.4923,-4613.3668,919.2880,-2066.0551,-568.3941,5427.6220,2916.1146,1428.3540,257.1800,1877.3213,2726.1376,-467.9075,2577.8706,-3223.5503,2769.5528,-5017.7185,-3932.4407,-4838.3974,1394.1865,4888.7934,-2710.5826,-2233.7709,-4647.1079,-5938.4150,-6673.5911,2001.1197,-4047.9088,6383.1983,6639.9901,-6291.4634,-6608.6988,-2169.2470,1532.9518,-6077.1161,-684.5566,-684.7232,-2091.9156,-2785.6504,-3260.2737,-4791.2513,-3330.9439,2426.5746,-3583.6389,5095.1827,5256.9423,-4912.5053,-2657.4532,414.0343,-4554.7551,-4726.5601,-4998.4164,-712.2237,-4146.1290,5805.2715,-5986.6209,5528.5567,284.8463,-1899.4671,-5460.6962,5802.9414,4690.2435,390.5202,-4211.6698,220400.6876,256451.8670,232194.6333,231734.9873,239732.0341,237849.5117,239106.7750,236254.4685,160270202.0641,160299781.7287,160246946.6041,160248302.3662,236772.5251,160254619.0742,-4748.7446,-5030.5807,-5389.4332,6258.8022,3786.1360,6516.0356,3768.1755,1788.8967,-6536.5382,-2560.8312,323.1023,6448.3367,2563.1880,0.0000,2628.7847,4693.5171,-1604.8614,-3389.1370,-3990.6827,4860.1172,5714.5845,-3984.7471,-3731.4224,3682.0510,0.0000,1993.0042,1394.7080,-1666.6580,2838.6687,-5521.9236,6608.2906,-6649.2659,3931.1314,2419.9794,3326.2979,4471.1114,2296.8266,5362.4073,-2109.0614,-5388.9759,-6155.7985,-6215.7229,-2516.5337,5848.7127,6767.5610,3126.9363,5474.4607,-4638.0361,5828.5020,4571.3361,-3973.1586,4761.8153,2243.6791,3107.7874,-4387.0980,2039.7256,3845.1860,-4602.0571,4289.8730,-2076.9113,1581.6266,-1509.0459,5247.6172,4180.2319,-1696.4917,1597.5856,2135.5577,1172.7826,3852.1154,-6728.1671,-2563.1626,6853.3522,6768.0250,-6061.1715,3204.5704,-5450.2747,3620.7765,5118.5227,4360.6439,-5660.1571,-4388.6029,1846.7286,2638.9288,-5061.2501,-2678.7596,64.3363,3642.3765,-1406.6177,-6083.6129,-5424.9478,-3494.9397,-0.7806,-4144.0463,-2380.6844,5976.6895,2369.2166,-2438.2151,3890.3351,-6794.0733,5480.5209,-274768.9100,-276637.5156,-280960.7012,-279879.9660,-283152.4520,-281901.3992,-273814.4150,-275992.2691,193835368.1272,193829598.9794,193831808.6818,193828263.2390,-276876.6252,193824448.6854,-4583.6446,2979.9286,-1724.9199,1850.5031,-4076.1580,-1529.5278,-4354.8947,932.1254,597.5997,-1170.6901,-4428.3422,-1356.7941,-4654.8865,0.0000,4985.6204,4372.8382,4697.9462,-4428.6530,-4684.5063,-4183.2215,-3147.7912,5237.8527,-4591.3013,-5438.5137,0.0000,-5303.3512,-5297.6526,5490.6257,5135.9115,3147.5125,111.4812,169.9563,-765.5306,-3187.5372,-4256.4270,-2846.2403,-5393.6404,2831.6442,-4690.4809,-4255.2782,2088.9064,2919.5732,-3462.4620,-2169.7045,173.5251,-6175.4004,3766.2621,-4349.3178,-3546.9186,4511.3024,4676.4387,3980.4336,-4235.2835,4610.0888,2000.4722,6478.2962,-2785.5051,4320.7621,-4984.9107,4694.2825,-3259.5446,-1207.0673,4055.7841,-3720.3468,-1875.9441,-307.4811,1908.9704,1482.1450,5302.7561,623.2377,2129.1164,-884.9329,-1380.7753,2569.9363,5457.8959,-2713.0675,-3423.8509,-3286.8944,4637.3370,-1689.1611,1149.0599,-4159.1933,4056.8302,-3872.3151,6286.8871,5193.1184,2969.4429,-4595.9739,3205.1273,-69.7218,520.5357,3227.9858,173.4549,-6531.2682,-2946.8544,-3335.1132,-2825.2539,-3198.2604,764.8555,-64.4954,-172332.6675,-177079.4224,-175832.6425,-172466.9001,-170768.6137,-180768.3431,-184018.8928,-177648.1747,-572904.5245,-596946.0606,-593129.9732,-584141.5809,-176136.4650,-580342.0501,
300.000,413.9433,-4901.6144,-4519.6638,3440.2501,-3035.8541,-76.4722,-1852.5606,-6117.6146,171.6255,-5962.6663,-3978.7704,3432.3900,-2591.1835,0.0000,-2113.5571,3914.8589,3811.6096,2724.1166,894.3662,3430.4912,3351.2146,-105.2826,2715.3922,85.3592,0.0000,4630.2108,-3988.5627,2671.1552,4081.0217,501.2077,3010.7821,-2945.4646,6264.6604,-4087.1087,-4668.0936,5663.3061,-2892.7899,4503.3611,-4324.6048,-1149.4612,-3336.1298,-1837.0528,5301.9757,4006.0445,2523.6354,1783.8732,2926.3485,739.7443,1411.8832,4064.8136,-4842.3331,3540.6433,-3705.1528,-2291.5983,-5969.5978,2756.3988,5255.3494,-3534.3631,-128.4961,-5441.3694,-6387.2236,-6123.7305,3495.1873,-3393.5008,6199.7106,6503.7035,-6039.2878,-6436.8954,-19.8693,31.7233,-5997.0246,6.0810,901.7139,-3427.5315,-1338.3223,-4566.6080,-3054.8324,-1394.4339,3424.6551,-4677.1211,3639.7389,4146.8720,-4731.0919,-3478.9803,-1646.6689,-5017.2502,-4221.4500,-5641.3483,-1986.7940,-5122.1505,4995.3927,-5091.6717,4573.0081,-1837.4032,-394.0272,-5045.0669,4355.9847,4766.6591,-829.2075,-3062.6485,226085.8750,262217.6603,237924.3506,237575.2340,245556.3929,243695.3021,244870.8862,242178.3337,156000452.2242,156029785.7476,155976625.5670,155977865.5819,242572.9830,155984829.3187,-5942.4550,-4594.5974,-4025.4671,5976.0971,5384.8515,6074.5763,4123.8620,3206.0398,-6708.8017,-1708.9631,1919.6412,5373.8186,3494.2870,0.0000,3625.6894,3141.6792,-3509.4286,-5042.5783,-4156.2050,3099.5382,5713.0887,-4128.7263,-5351.4775,4266.8292,0.0000,137.7279,3407.9200,-3527.8755,738.7984,-5417.8950,5965.8571,-5945.3375,2598.0760,3286.9501,4557.9634,3810.5083,4194.6781,5016.2996,-65.8607,-4968.6306,-5944.4055,-5073.1337,-4014.1272,4446.5394,6137.2808,1562.3157,3915.4840,-4473.7504,5089.8781,3020.8912,-2628.3920,2962.8214,1153.0568,4537.1048,-3285.2544,300.0678,1986.9971,-2774.4140,4223.1346,-113.9498,2440.4951,-727.5462,3797.3691,5598.4357,-2945.7695,320.7557,3365.1733,2394.5676,4142.2605,-6868.6618,-803.3978,6304.1398,6304.0209,-5939.6536,4723.1564,-5081.1748,4106.5996,5335.0172,2526.6409,-5081.8948,-5162.2966,542.4737,4278.3440,-3346.1983,-1838.0020,2001.9353,4999.7743,559.2264,-4865.6894,-4224.6723,-4422.2714,1761.2637,-4921.9479,-2801.0417,6730.0775,4095.9278,-3298.5896,2127.1769,-6717.0701,5947.6643,-270160.5550,-271238.0533,-275836.0063,-274779.4428,-278133.3850,-276868.8278,-268842.3875,-271385.1569,197292383.1815,197287475.0455,197288550.1740,197284820.7773,-271841.5850,197281380.0911,-3351.3560,1305.5276,-3333.9821,59.2524,-3090.2278,-3169.1203,-5225.3212,-612.7971,-963.9115,-3171.1853,-5247.9674,-2744.7077,-5374.1587,0.0000,5481.5028,4674.8381,4586.5550,-3709.1518,-5352.0416,-5129.3542,-1500.5898,5519.4823,-3349.3982,-5384.4230,0.0000,-4802.0715,-4495.7545,5265.7367,5524.0059,4099.7446,-1689.3149,1951.9402,791.5579,-4479.6405,-2440.9158,-1156.2348,-4693.0958,1137.1160,-5387.8666,-4689.3411,307.3725,4282.9044,-1882.1969,-3407.4633,1951.6131,-6509.0020,4874.4946,-5225.0096,-4345.5346,4715.8552,4206.6841,4985.1157,-5753.0623,4531.8689,502.6411,6354.5577,-3858.6120,5194.7998,-5513.0249,4281.3536,-1269.7880,-3205.0970,4619.4320,-2197.5666,-86.4923,-2087.6105,123.6905,-325.6837,5522.6229,-922.3581,3376.0103,-2917.2845,-2765.0524,847.9886,4871.3803,-1003.6488,-4647.5214,-4207.3910,5318.1288,109.6771,2572.5027,-5556.2507,2626.0565,-4937.2386,6385.0914,4308.0300,1279.8228,-3993.2904,4488.2473,-1600.9833,-1305.5347,4148.6135,-1627.9461,-6098.1923,-1596.8204,-2077.5559,-4213.7228,-4485.9621,-1056.0981,1731.6097,-172291.7301,-177057.5513,-175693.0148,-172588.5596,-170635.8743,-180501.3578,-184100.6722,-177816.1487,-576832.0697,-600842.1370,-596476.7230,-587441.0406,-176097.8518,-584059.6139,
600.000,-957.3196,-5738.2554,-4659.5041,4313.9377,-1703.3365,1349.8315,303.0180,-5007.8515,-1375.3147,-4973.1518,-2360.5018,4379.6298,-516.7740,0.0000,-49.6351,5044.9385,2472.6151,1268.9487,-1285.0264,4015.2241,4445.9650,-2254.0093,1696.0540,2161.7456,0.0000,5267.0647,-3419.8866,1334.9471,4172.9546,-1526.7006,3785.8937,-3717.5183,6364.0794,-2148.7926,-4490.3020,6303.0477,-1861.2060,5382.0816,-3662.9446,-3124.0756,-4256.7779,-2967.9129,4663.8115,4733.0633,3389.7646,3192.1598,3737.6646,-1341.2570,3178.6327,5191.9470,-6010.6649,3998.6935,-1952.3507,-447.4871,-6492.8608,3902.6686,5121.0162,-4058.9748,2000.9597,-5741.8547,-6194.8409,-4964.7787,4688.5242,-2423.7548,5384.9974,5704.0345,-5186.0254,-5611.3963,2126.6059,-1481.3258,-5358.0579,734.0378,2426.1801,-4413.1074,195.0861,-5408.4103,-1005.1001,690.8670,4125.9352,-5303.9961,1800.8809,2661.0698,-4101.3031,-4009.4608,-3565.7860,-5021.8514,-3258.9549,-5770.1693,-3112.2024,-5590.6861,3652.8332,-3698.1461,3150.5503,-3753.2903,1134.6370,-4132.9252,2471.6217,4408.6622,-1975.9835,-1592.5036,231676.4027,267868.7930,243549.7040,243310.2048,251273.9237,249432.9898,250530.4258,248042.9438,151656147.8323,151685217.3036,151631765.2301,151632935.6827,248266.4309,151640488.3022,-6537.5126,-3698.5840,-2244.7863,5093.2086,6458.5163,5026.3392,4128.2713,4317.8581,-6185.4155,-647.5440,3369.0157,3778.5595,4137.6441,0.0000,4319.8112,1303.1357,-5090.9835,-6193.7974,-3955.5274,1038.3062,5121.5139,-3922.1573,-6427.4703,4478.6815,0.0000,-1695.7466,5073.1186,-5060.0818,-1428.6457,-4795.2731,4718.0558,-4644.4265,994.0011,3875.7816,5309.9788,2783.3531,5686.5979,4162.7017,2005.2124,-4108.7037,-5117.8185,-3434.3966,-5097.6043,2602.4003,4892.8776,-103.7074,1976.7217,-3921.3431,3868.7822,1205.5120,-1065.5922,857.2678,7.7055,5535.0493,-1854.5326,-1416.4245,-88.0823,-673.9468,3804.1458,1837.1774,3036.5719,168.1041,2002.0335,6449.9415,-3894.0954,-1012.1288,4258.1808,3377.0753,4082.0355,-6343.7139,1057.5912,5119.9797,5240.9190,-5230.8291,5802.4889,-4212.0970,4236.0587,5074.1213,447.6691,-3994.7143,-5431.9004,-875.5714,5473.9380,-1301.6130,-882.4400,3714.7220,5791.8807,2448.8208,-3179.2945,-2586.1539,-4898.0051,3375.3765,-5223.9596,-3016.4336,6832.6792,5394.7897,-3876.8512,127.1996,-5951.2839,5833.4952,-265434.8114,-265718.5124,-270587.1453,-269552.8720,-272990.7645,-271708.0607,-263750.8629,-266682.9557,200655356.6062,200651300.7385,200651222.3854,200647287.5131,-266685.0358,200644267.9020,-1745.1975,-514.1846,-4582.8949,-1738.4712,-1770.6104,-4457.7163,-5532.4980,-2092.1332,-2415.1174,-4837.3558,-5489.6854,-3840.0836,-5515.4021,0.0000,5385.2462,4461.5660,3982.4724,-2574.4781,-5423.9234,-5521.5376,317.3951,5202.3473,-1739.8457,-4740.2730,0.0000,-3727.2870,-3208.6704,4465.5801,5316.4331,4590.4498,-3306.1061,3523.4278,2259.9075,-5285.8960,-367.8875,658.0927,-3490.1671,-684.3920,-5504.4983,-4621.5459,-1508.7146,5179.8533,-98.5721,-4273.5637,3519.3125,-6147.7721,5455.6277,-5539.5787,-4660.8297,4414.0167,3287.2303,5424.9496,-6659.1023,3943.1364,-1051.4427,5553.9766,-4497.8185,5498.8715,-5456.2618,3409.3497,854.6424,-4862.8549,4688.3215,-436.8036,1712.4751,-3634.9353,-1674.9651,-2097.7821,5145.9136,-2369.0814,4261.1804,-4639.3824,-3854.6882,-965.7047,3760.9491,814.5293,-5370.6732,-4678.8865,5401.0126,1896.6151,3706.8550,-6366.0695,910.0106,-5468.6730,5777.1263,2957.9846,-563.7551,-2964.0235,5287.4728,-2953.0157,-2983.4175,4599.6320,-3253.5547,-5022.0482,-75.4691,-586.7069,-5145.5426,-5283.9959,-2759.8559,3340.4902,-172251.0387,-177035.5290,-175554.0622,-172715.0990,-170506.5166,-180228.0338,-184177.2611,-177859.2791,-580763.0187,-604737.7776,-599812.9947,-590719.1922,-176059.1429,-587777.3134,
