sl_100_5400_20271022 Coordinates.csv
2027/10/22 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:35 2024,
Start: 2027/10/22 07:47:00.00, Stop: 2027/10/22 09:17:00.00,
TIME_UNITS,STARLINK-5006 - X-Coordinate,STARLINK-5701 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-5858 - X-Coordinate,STARLINK-30242 - X-Coordinate,STARLINK-5184 - X-Coordinate,STARLINK-31636 - X-Coordinate,STARLINK-4129 - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-32046 - X-Coordinate,STARLINK-3585 - X-Coordinate,STARLINK-31008 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-6194 - X-Coordinate,STARLINK-31684 - X-Coordinate,STARLINK-5226 - X-Coordinate,STARLINK-4634 - X-Coordinate,STARLINK-3518 - X-Coordinate,STARLINK-5620 - X-Coordinate,STARLINK-31679 - X-Coordinate,STARLINK-5969 - X-Coordinate,STARLINK-2618 - X-Coordinate,STARLINK-2403 - X-Coordinate,STARLINK-31843 - X-Coordinate,STARLINK-2309 - X-Coordinate,STARLINK-6217 - X-Coordinate,STARLINK-2685 - X-Coordinate,STARLINK-5183 - X-Coordinate,STARLINK-3249 - X-Coordinate,STARLINK-5149 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-5323 - X-Coordinate,STARLINK-2386 - X-Coordinate,STARLINK-1721 - X-Coordinate,STARLINK-5714 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-1355 - X-Coordinate,STARLINK-2465 - X-Coordinate,STARLINK-32137 - X-Coordinate,STARLINK-4329 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-32009 - X-Coordinate,STARLINK-2543 - X-Coordinate,STARLINK-3848 - X-Coordinate,STARLINK-31027 - X-Coordinate,STARLINK-2181 - X-Coordinate,STARLINK-11129 [DTC] - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-3992 - X-Coordinate,STARLINK-3755 - X-Coordinate,STARLINK-1578 - X-Coordinate,STARLINK-3192 - X-Coordinate,STARLINK-3725 - X-Coordinate,STARLINK-5740 - X-Coordinate,STARLINK-31538 - X-Coordinate,STARLINK-2064 - X-Coordinate,STARLINK-4518 - X-Coordinate,STARLINK-5468 - X-Coordinate,STARLINK-6052 - X-Coordinate,STARLINK-5679 - X-Coordinate,STARLINK-6304 - X-Coordinate,STARLINK-3754 - X-Coordinate,STARLINK-1476 - X-Coordinate,STARLINK-32031 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-30765 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-2513 - X-Coordinate,STARLINK-2541 - X-Coordinate,STARLINK-1918 - X-Coordinate,STARLINK-6173 - X-Coordinate,STARLINK-3346 - X-Coordinate,STARLINK-4000 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-2521 - X-Coordinate,STARLINK-31149 - X-Coordinate,STARLINK-2077 - X-Coordinate,STARLINK-31705 - X-Coordinate,STARLINK-1593 - X-Coordinate,STARLINK-30995 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-5974 - X-Coordinate,STARLINK-1773 - X-Coordinate,STARLINK-31167 - X-Coordinate,STARLINK-3943 - X-Coordinate,STARLINK-1404 - X-Coordinate,STARLINK-2315 - X-Coordinate,STARLINK-1063 - X-Coordinate,STARLINK-31174 - X-Coordinate,STARLINK-4436 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-1146 - X-Coordinate,STARLINK-5175 - X-Coordinate,STARLINK-4043 - X-Coordinate,STARLINK-6117 - X-Coordinate,STARLINK-4285 - X-Coordinate,STARLINK-3592 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5006 - Y-Coordinate,STARLINK-5701 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-5858 - Y-Coordinate,STARLINK-30242 - Y-Coordinate,STARLINK-5184 - Y-Coordinate,STARLINK-31636 - Y-Coordinate,STARLINK-4129 - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-32046 - Y-Coordinate,STARLINK-3585 - Y-Coordinate,STARLINK-31008 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-6194 - Y-Coordinate,STARLINK-31684 - Y-Coordinate,STARLINK-5226 - Y-Coordinate,STARLINK-4634 - Y-Coordinate,STARLINK-3518 - Y-Coordinate,STARLINK-5620 - Y-Coordinate,STARLINK-31679 - Y-Coordinate,STARLINK-5969 - Y-Coordinate,STARLINK-2618 - Y-Coordinate,STARLINK-2403 - Y-Coordinate,STARLINK-31843 - Y-Coordinate,STARLINK-2309 - Y-Coordinate,STARLINK-6217 - Y-Coordinate,STARLINK-2685 - Y-Coordinate,STARLINK-5183 - Y-Coordinate,STARLINK-3249 - Y-Coordinate,STARLINK-5149 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-5323 - Y-Coordinate,STARLINK-2386 - Y-Coordinate,STARLINK-1721 - Y-Coordinate,STARLINK-5714 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-1355 - Y-Coordinate,STARLINK-2465 - Y-Coordinate,STARLINK-32137 - Y-Coordinate,STARLINK-4329 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-32009 - Y-Coordinate,STARLINK-2543 - Y-Coordinate,STARLINK-3848 - Y-Coordinate,STARLINK-31027 - Y-Coordinate,STARLINK-2181 - Y-Coordinate,STARLINK-11129 [DTC] - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-3992 - Y-Coordinate,STARLINK-3755 - Y-Coordinate,STARLINK-1578 - Y-Coordinate,STARLINK-3192 - Y-Coordinate,STARLINK-3725 - Y-Coordinate,STARLINK-5740 - Y-Coordinate,STARLINK-31538 - Y-Coordinate,STARLINK-2064 - Y-Coordinate,STARLINK-4518 - Y-Coordinate,STARLINK-5468 - Y-Coordinate,STARLINK-6052 - Y-Coordinate,STARLINK-5679 - Y-Coordinate,STARLINK-6304 - Y-Coordinate,STARLINK-3754 - Y-Coordinate,STARLINK-1476 - Y-Coordinate,STARLINK-32031 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-30765 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-2513 - Y-Coordinate,STARLINK-2541 - Y-Coordinate,STARLINK-1918 - Y-Coordinate,STARLINK-6173 - Y-Coordinate,STARLINK-3346 - Y-Coordinate,STARLINK-4000 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-2521 - Y-Coordinate,STARLINK-31149 - Y-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-31705 - Y-Coordinate,STARLINK-1593 - Y-Coordinate,STARLINK-30995 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-5974 - Y-Coordinate,STARLINK-1773 - Y-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-3943 - Y-Coordinate,STARLINK-1404 - Y-Coordinate,STARLINK-2315 - Y-Coordinate,STARLINK-1063 - Y-Coordinate,STARLINK-31174 - Y-Coordinate,STARLINK-4436 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-1146 - Y-Coordinate,STARLINK-5175 - Y-Coordinate,STARLINK-4043 - Y-Coordinate,STARLINK-6117 - Y-Coordinate,STARLINK-4285 - Y-Coordinate,STARLINK-3592 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5006 - Z-Coordinate,STARLINK-5701 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-5858 - Z-Coordinate,STARLINK-30242 - Z-Coordinate,STARLINK-5184 - Z-Coordinate,STARLINK-31636 - Z-Coordinate,STARLINK-4129 - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-32046 - Z-Coordinate,STARLINK-3585 - Z-Coordinate,STARLINK-31008 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-6194 - Z-Coordinate,STARLINK-31684 - Z-Coordinate,STARLINK-5226 - Z-Coordinate,STARLINK-4634 - Z-Coordinate,STARLINK-3518 - Z-Coordinate,STARLINK-5620 - Z-Coordinate,STARLINK-31679 - Z-Coordinate,STARLINK-5969 - Z-Coordinate,STARLINK-2618 - Z-Coordinate,STARLINK-2403 - Z-Coordinate,STARLINK-31843 - Z-Coordinate,STARLINK-2309 - Z-Coordinate,STARLINK-6217 - Z-Coordinate,STARLINK-2685 - Z-Coordinate,STARLINK-5183 - Z-Coordinate,STARLINK-3249 - Z-Coordinate,STARLINK-5149 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-5323 - Z-Coordinate,STARLINK-2386 - Z-Coordinate,STARLINK-1721 - Z-Coordinate,STARLINK-5714 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-1355 - Z-Coordinate,STARLINK-2465 - Z-Coordinate,STARLINK-32137 - Z-Coordinate,STARLINK-4329 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-32009 - Z-Coordinate,STARLINK-2543 - Z-Coordinate,STARLINK-3848 - Z-Coordinate,STARLINK-31027 - Z-Coordinate,STARLINK-2181 - Z-Coordinate,STARLINK-11129 [DTC] - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-3992 - Z-Coordinate,STARLINK-3755 - Z-Coordinate,STARLINK-1578 - Z-Coordinate,STARLINK-3192 - Z-Coordinate,STARLINK-3725 - Z-Coordinate,STARLINK-5740 - Z-Coordinate,STARLINK-31538 - Z-Coordinate,STARLINK-2064 - Z-Coordinate,STARLINK-4518 - Z-Coordinate,STARLINK-5468 - Z-Coordinate,STARLINK-6052 - Z-Coordinate,STARLINK-5679 - Z-Coordinate,STARLINK-6304 - Z-Coordinate,STARLINK-3754 - Z-Coordinate,STARLINK-1476 - Z-Coordinate,STARLINK-32031 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-30765 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-2513 - Z-Coordinate,STARLINK-2541 - Z-Coordinate,STARLINK-1918 - Z-Coordinate,STARLINK-6173 - Z-Coordinate,STARLINK-3346 - Z-Coordinate,STARLINK-4000 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-2521 - Z-Coordinate,STARLINK-31149 - Z-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-31705 - Z-Coordinate,STARLINK-1593 - Z-Coordinate,STARLINK-30995 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-5974 - Z-Coordinate,STARLINK-1773 - Z-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-3943 - Z-Coordinate,STARLINK-1404 - Z-Coordinate,STARLINK-2315 - Z-Coordinate,STARLINK-1063 - Z-Coordinate,STARLINK-31174 - Z-Coordinate,STARLINK-4436 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-1146 - Z-Coordinate,STARLINK-5175 - Z-Coordinate,STARLINK-4043 - Z-Coordinate,STARLINK-6117 - Z-Coordinate,STARLINK-4285 - Z-Coordinate,STARLINK-3592 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1229.4810,4958.9686,-1734.7271,-1661.3765,-2770.3560,-3684.7816,6490.3767,-668.2539,3084.0622,2138.5094,-3799.3267,-6758.5095,-3156.6283,6607.1257,-5377.0517,-5411.9654,3866.2061,3934.9110,524.9582,66.5271,4587.8920,4762.9993,3751.6705,1962.5168,-4121.1773,-5349.5947,-6572.0457,572.8458,2872.7479,5840.3124,1823.3019,-4972.8015,6434.3448,1760.0005,0.0000,4467.6879,-1949.0282,-5816.9163,-4101.6387,1321.9295,-4001.7782,5063.6751,6677.8510,-3745.5008,4382.2193,5940.9180,3003.9579,5149.1242,5891.3478,2161.8879,3886.3384,4099.2013,-5566.4315,-3689.4994,4368.6098,-5100.7473,-2285.6309,-3509.5553,-1505.5781,4752.4393,-5694.3298,3736.4217,-2578.0788,994.3428,-5405.6243,2162.2568,1345.0487,-402.7119,-5123.2430,-3509.9646,-4108.0361,-5147.6605,4164.3745,-405.7287,-3254.5996,-488.5197,5238.3554,-4875.1373,3113.2416,-3407.3057,-1846.3848,4030.2880,5001.6926,-6614.4326,0.0000,4159.8065,-5468.9157,3090.0671,2402.7261,4292.7773,-529.8046,-2324.5847,-597.0987,-5629.6386,3666.9078,-276.3433,-4174.1018,1409.3283,6602.3382,2772.7874,-295450.2323,-286252.4986,-287273.5952,-287868.1920,-285259.3592,-286416.2420,-294506.7517,-292609.6840,26823423.0483,26815699.9787,26821486.3490,26813279.7553,-291307.2387,26814616.7871,-4830.8269,-1866.4390,5357.4050,-6403.6908,5859.0866,-2173.5149,-1104.2626,6800.5445,-4708.6404,-4856.0899,4160.8863,-866.9243,-2949.0688,834.8120,-4216.4915,-4122.0514,1698.4133,2578.8265,4265.9461,-2973.7863,4911.4011,3660.6894,-2903.7865,-6513.5633,-2929.8419,-4106.0479,-2152.1291,-6728.1715,3004.5753,-3308.0407,-5357.5740,-4419.4589,-2430.7727,-5808.7744,0.0000,3075.9693,-2264.3679,-3443.7010,-4363.2812,4300.8869,-1656.6600,-894.7372,-1516.8506,-5808.6972,-1781.5892,-759.7373,-4966.3638,-4254.6958,-3421.9620,4939.0150,5092.6035,291.3966,-652.5938,1862.6487,2611.6930,821.3947,6096.3266,-5736.1837,5407.2857,4495.3638,-2300.6351,5770.5782,5985.5226,6244.0990,3177.3390,-5295.4443,5411.2300,4426.5858,-816.7446,-5273.1886,-3479.5742,2108.5520,-5038.3246,4244.2592,-5487.2489,-6084.4966,-1888.7486,-1366.3866,4444.7603,2568.9883,-4544.9608,5142.5195,-4339.5454,2091.5892,0.0000,3745.0404,3666.8636,-4208.4727,-5194.9853,3152.9075,6496.7896,-4971.3076,-6282.4731,-1300.8089,1904.0891,4557.5810,268.1738,4869.9073,674.5623,-6049.1980,-189319.2848,-173154.4524,-185087.4854,-185238.3900,-177008.8865,-178815.2487,-178451.7873,-181454.6541,296711466.1523,296742650.6510,296753853.3546,296719140.8293,-180489.7606,296729381.4992,4810.5874,-4531.5221,-4026.2665,-2189.3346,2494.7216,-5434.8189,-1853.0334,-1024.1469,4024.3939,4250.7434,-4015.5967,-711.2529,5435.1648,1879.8807,-1211.0162,85.6110,5463.0342,-5046.5331,5404.3355,6222.0805,-1113.6903,-3466.2041,5046.1390,559.2584,-4637.6940,1412.7671,485.2014,1494.2988,5506.4034,-1638.3251,-3992.7827,1583.0376,899.2524,-3288.0922,0.0000,-4318.7802,-6271.0727,-1425.1322,3291.8995,-5133.5424,-5429.6031,-4474.1639,119.1491,-612.8820,-5044.2794,-3452.5618,3603.1872,588.8976,604.6908,4307.4440,-2551.3531,5428.5023,4034.5325,-5523.8474,-4712.0241,4427.6791,-2253.6245,1588.8491,-4034.2976,2259.6155,3202.6069,-1023.7111,2281.0520,2831.2361,2683.3521,-3547.2578,4077.1349,5290.3773,-4542.0167,2740.0146,-4276.2037,-4153.7791,2186.1848,5413.7844,2659.5411,-2882.4376,-3973.2386,-4709.6748,-4137.9321,5268.3908,4475.3440,2324.2996,2030.3130,280.0647,0.0000,-4067.5358,-1955.3271,4516.8426,3832.3491,-4403.0564,2278.7370,4065.3233,-2861.7091,3582.6773,-5464.9136,5165.4297,-5509.5578,4721.5341,1895.7064,-1863.8774,145675.9475,140936.6876,143498.5520,146297.1005,148390.7515,138577.9845,134927.5516,142121.8115,-119262084.7852,-119289511.3649,-119253471.9388,-119258762.7810,142933.1099,-119257740.7456,
300.000,-126.2364,4395.4953,332.4637,-3214.2775,-954.6871,-4953.7023,6291.5426,603.5371,1680.4713,165.7729,-3098.1783,-6455.9758,-4830.8418,6090.7831,-6254.5506,-6030.2298,4871.2475,4136.9215,2503.7471,-1704.8235,5308.1487,5148.3587,1815.8728,650.4816,-4217.1419,-5549.3686,-6616.3875,-728.6833,4427.2190,5306.0121,598.2645,-6007.1055,5625.1520,572.3715,0.0000,5786.3122,-48.8757,-5848.1542,-5457.6804,2936.1731,-5122.0015,4821.4829,6100.7925,-4491.5531,4221.3959,4672.2673,1144.6415,4212.2957,4955.3747,3871.9817,5107.9585,4224.6274,-6355.5055,-2552.4943,5365.7076,-4140.7599,-1173.8553,-4595.9868,-212.3503,4486.3542,-6607.6682,4235.5284,-1508.8349,2363.6771,-5039.3333,1016.7684,3262.2481,1668.1872,-4276.1161,-4809.5049,-5620.2734,-4694.4210,2609.2687,1631.2376,-4556.2178,-1792.2623,3800.0028,-4286.9587,4754.2474,-2426.7986,-3670.7616,5380.6071,4056.8941,-6173.5003,0.0000,4356.3691,-3974.2170,1058.0771,1301.9286,4352.2931,723.3318,-3741.7020,-175.4436,-5173.6620,4382.0891,1722.4862,-3620.2060,3382.8477,5921.7946,1290.6611,-291375.9695,-282570.6742,-283537.7668,-284113.7301,-281415.2134,-282597.2934,-290610.0503,-288515.3535,20339990.4855,20331966.0842,20337331.1874,20330296.3486,-287477.6465,20331087.0592,-3514.0428,-3818.2496,5157.3732,-6138.4212,5824.1673,-523.6324,-2655.4188,6319.8875,-6000.3213,-4450.9226,5628.6125,698.2396,-2999.7411,-813.0450,-2984.3116,-2697.9816,-150.3439,457.5481,3355.5582,-1661.2460,3433.2393,1719.4804,-3783.5520,-6385.1150,-862.9021,-2691.2726,-591.4693,-6118.7401,1540.2485,-4419.6160,-6416.3128,-3271.6295,-2802.6627,-6671.5784,0.0000,1598.6322,-1145.9907,-2018.6831,-3759.8294,2855.1484,-2773.6435,-2951.2363,-2620.6957,-4737.4075,-3704.3528,-2050.3660,-4770.5716,-5067.7701,-4620.2896,4893.3640,4556.5590,-1860.2451,781.4650,3698.8780,741.0163,2766.1654,6769.3231,-5157.9826,6404.5308,3295.9605,-831.9301,5396.5749,6719.7213,6412.8002,4497.1331,-6351.7599,5246.5988,3791.9183,1040.1816,-4842.8056,-2677.3767,3986.9553,-5183.2997,4696.5263,-5113.0746,-4935.8273,-3406.9658,615.4705,4061.3275,4404.3806,-3303.6527,4290.3817,-5589.6666,2600.6293,0.0000,1817.4268,4571.7039,-4286.5337,-6349.1240,1145.1740,6848.9948,-3406.4265,-6890.0613,686.7321,-152.8028,3756.5140,2369.2236,4026.0535,-668.5967,-5847.5629,-195695.2282,-179372.2623,-191241.5709,-191286.3444,-183070.0939,-184860.2209,-184563.8567,-187420.2917,297226512.6344,297257418.3270,297269162.0782,297233923.4162,-186576.2992,297244437.8345,5967.1804,-3833.9206,-4606.1242,-723.1728,3656.4255,-4798.5585,-341.9265,-2730.9915,3012.4399,5134.9524,-2565.7027,-2186.7984,3988.1471,3178.0540,327.3415,1618.3240,4892.3291,-5503.0132,5490.5261,6473.1065,-2543.1143,-4318.0473,5508.6464,2317.0126,-5343.0063,3066.8067,1976.1587,3135.1500,5063.0600,162.8219,-2536.3482,52.2525,2930.7085,-1673.1218,0.0000,-3468.1298,-6851.1351,-3076.8553,1674.6269,-5461.0995,-3782.5624,-3807.7169,-1685.8280,-2355.2262,-4034.5096,-4665.8634,4751.4989,-1250.5324,-950.0912,2951.4103,-821.2190,5005.6997,2590.9495,-5234.5168,-4331.7869,4635.9113,-496.3441,-214.2444,-2589.9942,4108.4376,1910.5976,1102.7703,524.1581,1144.3871,964.4183,-1976.5476,3093.0413,5529.3270,-5308.7435,1038.6602,-2917.0068,-3202.1369,3714.4346,4772.7604,948.7392,-4243.1565,-4555.1685,-5391.0741,-2731.0999,4548.9964,4439.2313,872.7874,544.4408,-1831.1915,0.0000,-5059.6322,-3239.0340,5305.2825,2338.5767,-5244.8595,525.8654,4585.6690,-694.6866,4354.7616,-5264.1680,5517.1675,-5397.7059,4510.9481,3477.3283,-3451.5280,145637.5616,140877.0004,143521.1312,146056.3556,148401.4190,138736.3050,134736.8074,141646.3991,-119264953.5980,-119292576.6481,-119256887.6135,-119261428.0394,142856.5517,-119260855.2112,
600.000,-1533.0409,3450.3844,2383.0593,-4454.5042,975.1457,-5766.0347,5457.0571,1845.2935,141.3549,-1852.3799,-2117.5546,-5510.0178,-5998.4154,4994.2379,-6528.3850,-6038.2327,5433.4944,3988.2822,4259.9820,-3352.7725,5507.0146,5076.9481,-281.2942,-753.9391,-3944.8191,-5216.3909,-6026.4660,-1991.9500,5572.0744,4240.0588,-657.9810,-6433.7045,4229.4914,-653.7271,0.0000,6557.7405,1803.0567,-5319.1570,-6242.9434,4293.4488,-5658.0057,4123.9939,4894.2309,-4818.9936,3684.8969,2957.1183,-859.8903,2804.6381,3513.3669,5177.3680,5810.3529,3967.3021,-6522.2006,-1213.8762,5877.0086,-2795.7190,50.6914,-5225.6592,1073.7691,3801.8796,-6882.7470,4315.6935,-294.6745,3487.6385,-4158.1205,-215.6204,4847.1538,3595.2915,-3048.3421,-5620.2827,-6560.4776,-3817.9904,767.6453,3481.5554,-5396.5907,-2951.7988,2001.9546,-3327.1290,5890.6986,-1241.8408,-5114.4608,6205.7982,2722.4057,-5096.4242,0.0000,4177.0824,-2075.8248,-1092.1823,96.7408,4036.8832,1898.2204,-4819.2343,275.0068,-4221.4660,4705.3703,3577.7847,-2767.3225,5041.3538,4661.4332,-350.8875,-287162.3909,-278756.4636,-279677.4872,-280237.3453,-277445.8633,-278658.0583,-286584.6829,-284223.8398,13846851.0991,13838537.8319,13843459.6286,13837618.5582,-283520.8876,13837849.9246,-1884.6285,-5404.2452,4498.0303,-5290.7036,5255.3774,1136.5883,-3934.7254,5216.2545,-6715.6599,-3632.8361,6531.0963,2213.8804,-2795.9213,-2409.2757,-1460.5389,-983.8624,-1948.6580,-1711.7430,2167.0949,-245.0791,1590.9079,-397.1014,-4349.4288,-5604.4843,1302.2244,-982.0550,1044.0773,-4910.0082,-30.6061,-5090.8526,-6845.1272,-1793.4758,-2925.2136,-6868.2017,0.0000,-2.7157,174.9082,-366.0979,-2786.2400,1157.6784,-3633.9123,-4698.6089,-3474.7892,-3187.5333,-5246.1282,-3187.0900,-4130.3850,-5337.2563,-5359.3501,4386.9790,3569.7505,-3806.7374,2110.6437,5191.5094,-1175.1527,4451.0833,6759.3210,-4063.6150,6771.2537,1723.8120,699.4002,4465.0767,6781.0308,5953.0498,5342.4423,-6721.9595,4595.4816,2838.9264,2830.5336,-3937.0000,-1637.1751,5472.4646,-4841.9865,4726.9405,-4237.4497,-3274.4874,-4619.9510,2565.5181,3286.0582,5788.2458,-1735.9241,3030.2484,-6293.8495,2867.7735,0.0000,-303.6110,5051.6098,-3995.8499,-6866.2801,-990.7025,6517.6244,-1518.1795,-6743.8610,2627.8184,-2170.1716,2635.0212,4248.3645,2833.7478,-1982.2060,-5087.5503,-201979.6915,-185516.2409,-197311.9792,-197251.5768,-189050.0123,-190826.4182,-190592.0508,-193229.0117,297599914.7091,297630534.1270,297642801.3273,297607111.3638,-192581.6495,297617845.9708,6485.8808,-2733.1033,-4691.8664,819.3105,4428.8097,-3646.3105,1207.3210,-4142.8839,1676.5682,5438.0995,-839.5261,-3419.9406,2117.1772,4134.0872,1830.6874,2967.5829,3793.1275,-5364.0457,4983.8821,6024.0165,-3686.0097,-4709.1165,5381.5735,3814.7718,-5460.3456,4386.3546,3255.3165,4437.8446,4071.5547,1946.3100,-807.6096,-1484.3793,4648.8249,123.3680,0.0000,-2246.5933,-6706.2288,-4396.1441,-129.6490,-5178.6176,-1733.3231,-2713.0589,-3303.7862,-3846.2785,-2590.2552,-5376.8244,5369.3882,-2942.2246,-2399.0339,1275.4893,998.3245,4019.3240,867.0624,-4378.4010,-3489.2697,4320.5607,1315.1034,-1994.2096,-866.0014,5515.5538,413.6294,3111.9090,-1289.5334,-665.2062,-862.8800,-174.6481,1774.6644,5172.4070,-5499.8698,-775.3523,-1237.8534,-1909.2623,4838.1599,3613.0316,-864.5232,-5113.6051,-4630.8333,-5492.9042,-1017.8509,3310.8416,3864.9205,-672.0663,-999.8874,-3747.4234,0.0000,-5508.5559,-4166.6370,5520.1151,589.8490,-5521.6805,-1283.9808,4593.7320,1546.8697,4633.4640,-4481.5749,5270.3036,-4706.1793,3817.5442,4681.7469,-4666.7282,145597.9506,140818.4351,143542.3433,145810.6284,148408.5517,138900.8080,134550.9884,141261.3308,-119267820.3519,-119295638.6916,-119260303.9721,-119264091.2086,142779.8917,-119263969.4712,
