sl_100_86400_20270621 Coordinates.csv
2027/06/21 07:47:00.0000 UTC

Generated: Tue Oct  8 16:25:43 2024,
Start: 2027/06/21 07:47:00.00, Stop: 2027/06/22 07:47:00.00,
TIME_UNITS,STARLINK-5373 - X-Coordinate,STARLINK-31908 - X-Coordinate,STARLINK-3692 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-30309 - X-Coordinate,STARLINK-5919 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-4360 - X-Coordinate,STARLINK-30874 - X-Coordinate,STARLINK-6075 - X-Coordinate,STARLINK-1451 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-5189 - X-Coordinate,STARLINK-4716 - X-Coordinate,STARLINK-2570 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-1047 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-31845 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-2325 - X-Coordinate,STARLINK-1540 - X-Coordinate,STARLINK-31422 - X-Coordinate,STARLINK-3874 - X-Coordinate,STARLINK-3698 - X-Coordinate,STARLINK-3177 - X-Coordinate,STARLINK-5758 - X-Coordinate,STARLINK-30429 - X-Coordinate,STARLINK-1369 - X-Coordinate,STARLINK-6291 - X-Coordinate,STARLINK-31622 - X-Coordinate,STARLINK-4372 - X-Coordinate,STARLINK-2096 - X-Coordinate,STARLINK-5767 - X-Coordinate,STARLINK-30564 - X-Coordinate,STARLINK-5466 - X-Coordinate,STARLINK-31372 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-5309 - X-Coordinate,STARLINK-3352 - X-Coordinate,STARLINK-1122 - X-Coordinate,STARLINK-31041 - X-Coordinate,STARLINK-3949 - X-Coordinate,STARLINK-1555 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-1776 - X-Coordinate,STARLINK-3830 - X-Coordinate,STARLINK-2279 - X-Coordinate,STARLINK-1235 - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-32163 - X-Coordinate,STARLINK-30535 - X-Coordinate,STARLINK-2525 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-3275 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-4274 - X-Coordinate,STARLINK-5101 - X-Coordinate,STARLINK-31888 - X-Coordinate,STARLINK-5304 - X-Coordinate,STARLINK-5708 - X-Coordinate,STARLINK-31641 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-31162 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-30348 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-1265 - X-Coordinate,STARLINK-5205 - X-Coordinate,STARLINK-5516 - X-Coordinate,STARLINK-2326 - X-Coordinate,STARLINK-3964 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-1681 - X-Coordinate,STARLINK-4374 - X-Coordinate,STARLINK-6245 - X-Coordinate,STARLINK-30212 - X-Coordinate,STARLINK-31158 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-31564 - X-Coordinate,STARLINK-1789 - X-Coordinate,STARLINK-5130 - X-Coordinate,STARLINK-1630 - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-31809 - X-Coordinate,STARLINK-2494 - X-Coordinate,STARLINK-31616 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-31505 - X-Coordinate,STARLINK-5984 - X-Coordinate,STARLINK-30248 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-3401 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5373 - Y-Coordinate,STARLINK-31908 - Y-Coordinate,STARLINK-3692 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-30309 - Y-Coordinate,STARLINK-5919 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-4360 - Y-Coordinate,STARLINK-30874 - Y-Coordinate,STARLINK-6075 - Y-Coordinate,STARLINK-1451 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-5189 - Y-Coordinate,STARLINK-4716 - Y-Coordinate,STARLINK-2570 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-1047 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-31845 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-2325 - Y-Coordinate,STARLINK-1540 - Y-Coordinate,STARLINK-31422 - Y-Coordinate,STARLINK-3874 - Y-Coordinate,STARLINK-3698 - Y-Coordinate,STARLINK-3177 - Y-Coordinate,STARLINK-5758 - Y-Coordinate,STARLINK-30429 - Y-Coordinate,STARLINK-1369 - Y-Coordinate,STARLINK-6291 - Y-Coordinate,STARLINK-31622 - Y-Coordinate,STARLINK-4372 - Y-Coordinate,STARLINK-2096 - Y-Coordinate,STARLINK-5767 - Y-Coordinate,STARLINK-30564 - Y-Coordinate,STARLINK-5466 - Y-Coordinate,STARLINK-31372 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-5309 - Y-Coordinate,STARLINK-3352 - Y-Coordinate,STARLINK-1122 - Y-Coordinate,STARLINK-31041 - Y-Coordinate,STARLINK-3949 - Y-Coordinate,STARLINK-1555 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-1776 - Y-Coordinate,STARLINK-3830 - Y-Coordinate,STARLINK-2279 - Y-Coordinate,STARLINK-1235 - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-32163 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,STARLINK-2525 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-3275 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-4274 - Y-Coordinate,STARLINK-5101 - Y-Coordinate,STARLINK-31888 - Y-Coordinate,STARLINK-5304 - Y-Coordinate,STARLINK-5708 - Y-Coordinate,STARLINK-31641 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-31162 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-30348 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-1265 - Y-Coordinate,STARLINK-5205 - Y-Coordinate,STARLINK-5516 - Y-Coordinate,STARLINK-2326 - Y-Coordinate,STARLINK-3964 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-1681 - Y-Coordinate,STARLINK-4374 - Y-Coordinate,STARLINK-6245 - Y-Coordinate,STARLINK-30212 - Y-Coordinate,STARLINK-31158 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-31564 - Y-Coordinate,STARLINK-1789 - Y-Coordinate,STARLINK-5130 - Y-Coordinate,STARLINK-1630 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-31809 - Y-Coordinate,STARLINK-2494 - Y-Coordinate,STARLINK-31616 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-31505 - Y-Coordinate,STARLINK-5984 - Y-Coordinate,STARLINK-30248 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-3401 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5373 - Z-Coordinate,STARLINK-31908 - Z-Coordinate,STARLINK-3692 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-30309 - Z-Coordinate,STARLINK-5919 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-4360 - Z-Coordinate,STARLINK-30874 - Z-Coordinate,STARLINK-6075 - Z-Coordinate,STARLINK-1451 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-5189 - Z-Coordinate,STARLINK-4716 - Z-Coordinate,STARLINK-2570 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-1047 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-31845 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-2325 - Z-Coordinate,STARLINK-1540 - Z-Coordinate,STARLINK-31422 - Z-Coordinate,STARLINK-3874 - Z-Coordinate,STARLINK-3698 - Z-Coordinate,STARLINK-3177 - Z-Coordinate,STARLINK-5758 - Z-Coordinate,STARLINK-30429 - Z-Coordinate,STARLINK-1369 - Z-Coordinate,STARLINK-6291 - Z-Coordinate,STARLINK-31622 - Z-Coordinate,STARLINK-4372 - Z-Coordinate,STARLINK-2096 - Z-Coordinate,STARLINK-5767 - Z-Coordinate,STARLINK-30564 - Z-Coordinate,STARLINK-5466 - Z-Coordinate,STARLINK-31372 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-5309 - Z-Coordinate,STARLINK-3352 - Z-Coordinate,STARLINK-1122 - Z-Coordinate,STARLINK-31041 - Z-Coordinate,STARLINK-3949 - Z-Coordinate,STARLINK-1555 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-1776 - Z-Coordinate,STARLINK-3830 - Z-Coordinate,STARLINK-2279 - Z-Coordinate,STARLINK-1235 - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-32163 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,STARLINK-2525 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-3275 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-4274 - Z-Coordinate,STARLINK-5101 - Z-Coordinate,STARLINK-31888 - Z-Coordinate,STARLINK-5304 - Z-Coordinate,STARLINK-5708 - Z-Coordinate,STARLINK-31641 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-31162 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-30348 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-1265 - Z-Coordinate,STARLINK-5205 - Z-Coordinate,STARLINK-5516 - Z-Coordinate,STARLINK-2326 - Z-Coordinate,STARLINK-3964 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-1681 - Z-Coordinate,STARLINK-4374 - Z-Coordinate,STARLINK-6245 - Z-Coordinate,STARLINK-30212 - Z-Coordinate,STARLINK-31158 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-31564 - Z-Coordinate,STARLINK-1789 - Z-Coordinate,STARLINK-5130 - Z-Coordinate,STARLINK-1630 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-31809 - Z-Coordinate,STARLINK-2494 - Z-Coordinate,STARLINK-31616 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-31505 - Z-Coordinate,STARLINK-5984 - Z-Coordinate,STARLINK-30248 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-3401 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1267.1765,5281.3632,3554.7289,3916.7231,-3232.3855,-1622.3436,5351.6187,467.3733,3564.3966,-2055.5392,-914.1282,-336.4073,3431.3595,-2746.9176,1889.1286,-4067.9334,-934.4962,-3273.8081,431.9501,3948.2931,5868.8735,2069.5777,-3444.0945,5980.1890,-6250.9116,4059.7367,-936.4387,2448.5769,2230.0947,245.8724,333.6822,5765.9812,4157.7617,3576.8318,-6.8328,4055.2770,795.2815,3757.8841,-75.3606,3497.2322,6213.6209,-4049.9409,6414.8480,108.6447,-3929.5298,-1217.7820,-4914.7686,4473.7496,2434.8953,0.0000,-1529.1757,3779.7408,-2357.6605,-5772.8702,-4803.6240,-3846.4182,553.4901,-5822.1927,-4558.8984,-1790.8922,3983.7325,4509.6340,4949.6391,-321.0028,3404.6919,2365.7015,-4065.1419,-2592.6142,5261.0970,3931.5975,-1244.6455,2906.3443,-4716.8649,3300.6737,5190.5139,2271.8118,3744.8159,1516.5329,5940.1724,-5899.6221,-2754.2760,405.1694,5223.5277,4124.1398,-4261.3577,-3959.9850,-6091.2173,5032.9114,-6602.3265,4204.1481,-3546.2986,2349.7244,4543.7207,-1247.6645,-186.4595,5618.9802,-3765.3463,3110.0804,3658.2178,3109.4932,-7189.0865,10521.5726,-13415.9280,-13408.7452,-7582.1690,-8795.2667,-4134.5516,-7390.6436,175887914.5146,175902662.7012,175923136.1349,175905173.7568,-7571.2283,175903745.2384,-5962.9939,3833.2731,-4485.4812,5321.6964,5286.4575,2132.3323,-513.5491,6578.2338,-5838.9970,5591.2238,4854.4205,-6832.2823,-2119.6730,3134.1562,6306.6061,642.3089,6406.0693,5894.4744,-5377.0643,5275.8067,-3023.9638,-6541.7217,3112.6493,-1898.0630,1858.6828,2529.8696,4315.1376,5254.7650,-5966.9298,-6728.1323,-5293.3350,3445.5707,-3456.0825,-5744.9497,-6569.5318,-1924.0868,5089.5231,-5102.4494,-6318.2178,-5845.9386,2628.8087,-5233.6648,856.5771,5073.6956,1978.1557,4119.1747,-2284.0129,229.7222,3324.5806,0.0000,6272.0873,1482.9204,4957.5790,249.5380,1999.8657,-2854.1875,-6884.7233,3419.7978,-2358.2729,6113.9954,-4872.3590,-3957.1559,3886.0804,885.4193,-5369.4985,5149.2638,-5541.2968,6372.0390,4324.3566,-4155.6648,-6232.7335,-4351.6863,-5053.9043,-5213.8266,-1045.3156,4618.6148,-1744.9229,142.8376,-3378.1720,-2931.0322,5988.6450,4189.9515,-4286.3123,1232.0774,-928.3492,-1043.2083,-3324.6760,285.8374,-621.9847,-2901.4240,5194.2266,-6346.1501,4624.2629,4924.3572,-1208.3252,-3889.2171,1502.0315,-4275.5660,-5641.3824,-4469.2390,-369304.6367,-376213.4468,-375956.0974,-374628.3431,-381010.1472,-379062.5713,-372309.4238,-372300.4404,135863910.8588,135847855.4020,135836863.5289,135842678.0911,-374081.4981,135851673.9474,-3329.0706,2149.2920,-3862.5103,2165.4525,3084.4474,-6409.8209,-4316.0321,2112.2417,495.8952,-3567.1527,4739.5394,893.1730,5363.3820,5506.9556,-2130.2576,5361.1781,-2269.4955,-1571.0860,4363.6941,-1836.7947,1696.1604,372.7915,-5073.0924,-2648.5389,2283.3886,4975.6117,5309.1595,3806.6095,2716.1684,1436.4734,4439.9020,1164.0488,4163.9860,1351.9989,-2186.4091,5218.0921,4581.9731,-2583.9419,2836.4299,1368.9744,-1491.2890,1789.0743,2222.4102,4354.4214,-5335.7913,5403.1737,4074.5347,-5290.5972,-5437.1678,0.0000,-2216.9796,-5409.8837,4224.3069,3778.6878,-4560.3899,-4830.9056,-513.1678,-1462.6482,-4668.6022,2336.4291,2913.6102,-3470.2032,-2661.1142,-6877.4506,2413.0455,3810.5564,608.3730,848.1241,-162.7096,3893.7337,2615.0253,-4521.2783,-509.4589,2803.9545,4437.2918,4663.6682,5470.1224,-6761.4676,1190.6431,2137.7708,-1871.2056,-5498.1426,-709.3784,-5398.5431,5362.8066,5396.1048,74.9994,-4742.1891,-1885.9854,-4555.6154,-2872.0684,-197.1176,-1845.2013,-4464.2359,-6839.7105,-1191.5128,5372.3914,4431.0257,1530.7972,-4212.9413,-154737.0026,-155238.7932,-155741.4408,-152224.4095,-150632.9109,-160679.1741,-163822.7415,-156316.1818,22999232.6053,22967612.6678,22986456.9347,23004084.7555,-155974.7659,22995106.2567,
3600.000,1111.0766,-6435.9115,615.5714,-2827.6372,-613.0972,-2821.5845,-5451.9798,1837.7185,-811.6951,-256.6456,-3404.9147,2128.1838,-286.6777,-772.6613,-3231.2139,3692.0167,-1605.8704,430.5902,3429.6041,-4183.8204,-2307.1941,309.1624,2190.0856,-2410.7668,5688.0186,-4179.5661,-2154.5193,-5167.5218,1333.4546,1402.9238,3012.4796,-5333.1995,-605.0096,-1845.0051,2287.5410,-3637.6672,-3887.1810,-2228.4171,2443.2675,-1611.0235,-4862.2787,4241.8325,-6336.0538,-3128.0937,758.9978,-3148.0199,6764.7147,-5746.0818,-6017.6604,0.0000,-1127.8912,-5293.8134,-1742.7069,6530.8548,5005.9062,4160.6697,1123.8518,4427.3453,5590.9199,-966.8515,-2290.4469,-3080.1108,-6075.1553,3832.8640,851.3242,-5410.1706,4653.2503,-262.4505,-5682.8738,32.5340,2942.4964,1420.4908,5592.9633,960.7550,-1871.2958,-2364.5816,-1509.9211,3673.0978,-4280.8429,5234.0293,252.1941,-4295.8082,-1763.7252,-5945.2174,5952.8208,5211.4783,4739.2802,-2744.5174,6308.1621,-692.7931,-63.8933,419.6862,-5397.4297,-3628.0129,-3459.5958,-2739.8061,1258.4281,-1903.5789,-1974.1578,-1834.6004,82401.4524,105347.6135,80610.1354,81810.2907,86799.5667,85899.4744,89407.9187,86879.0344,134697849.3816,134709328.4074,134734833.9393,134721331.9972,86580.4220,134713539.0269,6854.9803,-1669.7748,4103.2925,-2407.5365,-5038.4460,-3330.1153,3934.3796,-5852.3915,6007.2201,-6931.3585,-2976.3167,4656.2633,5923.5020,-5479.8061,-3264.3313,-5028.2864,-6461.0400,-4853.2554,4166.7586,-1671.8749,3875.3291,5288.8102,-6272.7900,4359.2376,-3319.2829,1917.2865,-6066.5367,-4581.9000,4946.2148,6046.1051,5929.6014,179.4901,-699.7168,5937.8252,6353.1766,5420.7931,-1914.6815,6128.0306,6440.8841,3943.5418,103.5160,1730.5011,937.6483,-5908.8794,-5007.3429,-4145.9593,377.2548,2980.9718,-863.6127,0.0000,-6483.7524,2919.3435,-5014.3025,-2232.0111,-4694.8307,-2131.0709,5790.9526,-4424.6956,-1533.2025,-6477.4384,6520.1034,6205.7602,-2374.1015,2991.8223,4932.7887,-4161.1670,3594.8714,-5706.9531,-1224.4508,5160.3238,5923.4069,4035.9291,2768.1915,3998.0485,3822.5835,-278.3761,5518.8927,-1853.6432,4884.5568,-483.9520,-6522.9655,-4270.6943,5139.9258,2072.6423,-2258.0799,-3231.9185,2216.2348,3424.6324,-1045.3836,5724.5932,-4307.7738,5048.0665,-2517.5240,-4479.7200,-2697.0317,4866.5320,-5716.0343,6609.0143,5958.8969,6629.0308,-358216.8649,-362507.8122,-364869.2246,-364198.7515,-371517.0087,-369102.4192,-363280.9383,-366049.9997,176852339.7348,176837734.3707,176833981.1658,176834756.3930,-364400.3012,176841232.8007,-68.0691,1708.8572,5506.7789,-5883.7802,-4718.3256,5387.5590,1502.1576,3204.8989,3201.4239,271.2517,-5152.3769,-4629.4541,-3165.1402,-4150.9358,5164.2883,-2632.1069,-1651.4953,4908.3088,-4375.8899,5134.7610,-5118.9761,-4379.2564,1750.7843,4629.6505,2092.8727,-5161.2962,-2528.0942,-680.7079,-4671.2293,2975.6967,-1926.9812,-4253.6036,-6770.7658,2991.7084,-1531.9915,-2202.3568,-5375.9873,-2077.4052,734.5377,-5492.4043,4898.2677,-5107.0687,2403.2023,308.5219,4695.0629,-4550.3464,393.6392,2456.6175,3079.1703,0.0000,-1816.7436,3015.7459,-4464.6762,341.1638,828.8607,4925.8039,-3631.0664,-2923.7965,3796.1170,1776.8341,605.8239,85.4624,-2037.7923,4935.5640,-4613.3925,-349.7451,3603.1176,-3934.5321,-3559.6588,-4624.4323,1875.0733,5419.1776,-3028.5495,-5397.0659,-5453.1121,-6535.1214,-3795.1357,5566.6122,2426.7191,-4521.0208,-2083.5422,3337.6645,4067.4831,2815.0058,-2719.9301,-2901.6242,4555.1180,5337.1192,-2577.5165,3670.6950,5396.1650,4482.1271,-3157.1490,3520.3271,5370.6135,4100.6006,-3346.7214,-622.4872,2852.4187,126.8319,-152992.4525,-154592.8021,-153755.9594,-153627.3761,-148852.5066,-156688.0079,-164107.5982,-154572.0468,22971625.3615,22939876.3673,22952849.2179,22969480.9524,-155121.5604,22964707.8754,
7200.000,-3067.5276,5006.3156,-4681.7551,2281.6636,4456.6122,5090.6131,3580.0334,-1694.8114,-2973.2310,2376.9437,6483.7407,-4277.1536,-2033.2812,3020.8544,4699.0085,-1893.8447,3842.5331,3481.1199,-6227.7900,3868.1225,-2549.9481,-3644.8340,-431.9553,-1833.9780,-2378.7915,3961.9204,3678.3996,5878.4894,-4928.4878,-3325.9045,-4854.9314,3235.0960,-4834.5413,-1472.2357,-4047.1353,2130.6187,6287.1400,-1009.9618,-4084.4623,-2283.8240,2434.3263,-3872.0647,3063.2820,4054.9520,1571.0924,5810.4147,-4644.7435,5062.1032,6544.9823,0.0000,3710.2909,4327.8709,5066.1801,-4299.7123,-3182.1733,-3714.3384,-3342.0933,-663.9409,-5369.9533,3737.9689,-424.6506,510.3015,4304.4021,-3392.2500,-5075.5200,5810.1047,-4126.1713,3718.8343,4024.2810,-3672.8685,-3802.0805,-5137.1948,-4984.5981,-5337.4751,-1160.7787,3491.6671,-333.8850,-6845.2499,739.4362,-3580.9676,2873.3743,5940.0127,-2985.1794,5589.3817,-5529.7891,-4131.2366,-2051.3619,706.6532,-3175.2850,-2302.8829,4229.0098,-4166.7110,3546.4454,6258.4007,3286.2371,-1333.4806,955.8536,-7.8313,-1336.2072,-260.9973,166956.0995,193767.9420,169735.5036,173527.4768,175889.1058,174893.5508,178005.4844,174670.2524,84280433.0077,84288321.5625,84315437.1282,84304428.3118,175393.1812,84295501.9543,-5210.2323,-1648.8541,-3545.1346,-2192.3042,4030.4252,4565.7604,-5423.3279,1268.8831,-4051.9212,5695.2745,1130.0139,-773.7169,-6114.7958,6215.6713,-882.9133,6082.4211,3589.5404,2908.0236,-2501.5211,-3088.9709,-4260.5604,-2230.1708,6285.1446,-5803.7389,3924.4554,-5270.8331,5547.7645,2322.9066,-3090.9409,-2618.4090,-4598.8192,-4361.4877,1972.0723,-3995.5558,-3623.7575,-6141.2267,-917.1293,-4301.1303,-4044.2511,-1507.8988,-3820.4779,2944.7391,-3030.1721,2502.7367,6639.7701,3651.4027,1906.0402,-4350.2906,-1074.3645,0.0000,3566.8036,-4834.9974,4295.4981,3326.7635,5109.2566,5567.3490,-2493.2510,4217.3100,4339.9001,3466.7841,-5805.9384,-6047.8907,-940.0958,-6049.9668,-3185.2360,1230.4308,488.0263,3581.6669,-3081.7425,-5312.1260,-2581.1829,-3587.4512,973.8774,-2074.9630,-6103.2781,-3868.2183,-6833.5234,291.7424,-5142.2593,4253.8120,4245.8508,3443.5997,-4412.0898,-3731.6884,3825.9325,5013.8610,1201.1180,-6363.3256,2991.8003,-6438.2879,3052.8436,-1595.3503,-1932.9480,2525.4092,6064.4940,-5067.3368,6472.5142,-5888.4024,-4073.1063,-5573.4622,-326676.6381,-325270.0940,-330294.5002,-329834.0874,-338499.4551,-333194.8765,-331144.1945,-329964.9760,205771207.7067,205756039.8711,205761174.2343,205761139.6614,-331378.3669,205760982.8296,3403.1346,-4417.4080,-3632.9145,6181.8261,3436.8046,-1221.3162,2283.8877,-6597.7163,-4673.7026,3165.8459,1896.7529,5347.3157,-1907.2262,164.0097,-5005.8128,-2291.7492,4393.2794,-5233.2826,1780.2011,-4722.0694,4664.7146,5370.6084,2741.0181,-3054.4992,-5173.7935,2050.3697,-1870.1238,-2873.7877,3755.1035,-5435.8941,-1799.0133,4116.7031,4401.4928,-5437.6267,4280.2198,-2289.6170,2681.2462,5214.8062,-3876.4421,6375.0392,-5222.0555,4823.1873,-5322.4589,-4706.8000,-1116.5681,794.8497,-4570.0744,1852.9979,1577.7764,0.0000,4471.1474,1883.4334,1981.4520,-4267.6183,3395.8211,-1190.1944,5519.4660,5419.2109,-645.6018,-4488.7645,-3782.6933,3331.3173,5210.4795,-89.5259,3213.5322,-3386.8714,-5514.4592,4617.2931,4541.9465,2494.1927,-5119.2356,-2927.5670,4708.3439,3622.9363,3022.2847,4587.9228,-537.3888,-1022.3027,-4603.5270,4125.6686,4533.8811,868.7448,-4221.2603,1561.6071,-1636.4155,-1953.3181,-6526.7134,-2628.9684,5326.7884,-136.4341,-4541.3179,-5095.4489,5382.3338,369.5920,-779.3513,-4547.7343,-1616.7031,-3609.3679,-5408.5429,4016.4514,-151543.2812,-153939.8206,-152124.4173,-155526.2877,-147528.8665,-152274.1104,-163708.0601,-155162.6923,22943545.2864,22912953.9673,22919617.9272,22933138.8090,-154256.3165,22934284.6542,
