sl_100_5400_20270722 Coordinates.csv
2027/07/22 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:49 2024,
Start: 2027/07/22 07:47:00.00, Stop: 2027/07/22 09:17:00.00,
TIME_UNITS,STARLINK-3792 - X-Coordinate,STARLINK-1234 - X-Coordinate,STARLINK-5884 - X-Coordinate,STARLINK-5607 - X-Coordinate,STARLINK-1728 - X-Coordinate,STARLINK-3248 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-5081 - X-Coordinate,STARLINK-30573 - X-Coordinate,STARLINK-32271 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-5262 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-30298 - X-Coordinate,STARLINK-6236 - X-Coordinate,STARLINK-2381 - X-Coordinate,STARLINK-30198 - X-Coordinate,STARLINK-5987 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-31773 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-2022 - X-Coordinate,STARLINK-5534 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-31473 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-2371 - X-Coordinate,STARLINK-4038 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-2188 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-32049 - X-Coordinate,STARLINK-31605 - X-Coordinate,STARLINK-1259 - X-Coordinate,STARLINK-3634 - X-Coordinate,STARLINK-2319 - X-Coordinate,STARLINK-3343 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-2374 - X-Coordinate,STARLINK-3523 - X-Coordinate,STARLINK-31294 - X-Coordinate,STARLINK-3901 - X-Coordinate,STARLINK-31445 - X-Coordinate,STARLINK-4376 - X-Coordinate,STARLINK-2422 - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-31947 - X-Coordinate,STARLINK-32144 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-3391 - X-Coordinate,STARLINK-30168 - X-Coordinate,STARLINK-3717 - X-Coordinate,STARLINK-30899 - X-Coordinate,STARLINK-30302 - X-Coordinate,STARLINK-31688 - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-1224 - X-Coordinate,STARLINK-32102 - X-Coordinate,STARLINK-30467 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-3519 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-5503 - X-Coordinate,STARLINK-3199 - X-Coordinate,STARLINK-2286 - X-Coordinate,STARLINK-1690 - X-Coordinate,STARLINK-1802 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-4190 - X-Coordinate,STARLINK-1027 - X-Coordinate,STARLINK-31406 - X-Coordinate,STARLINK-32185 - X-Coordinate,STARLINK-5949 - X-Coordinate,STARLINK-30950 - X-Coordinate,STARLINK-3190 - X-Coordinate,STARLINK-32038 - X-Coordinate,STARLINK-30551 - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-30801 - X-Coordinate,STARLINK-5656 - X-Coordinate,STARLINK-3714 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-31008 - X-Coordinate,STARLINK-30075 - X-Coordinate,STARLINK-5993 - X-Coordinate,STARLINK-5447 - X-Coordinate,STARLINK-31239 - X-Coordinate,STARLINK-1644 - X-Coordinate,STARLINK-5976 - X-Coordinate,STARLINK-2098 - X-Coordinate,STARLINK-31686 - X-Coordinate,STARLINK-1522 - X-Coordinate,STARLINK-2240 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-1517 - X-Coordinate,STARLINK-30146 - X-Coordinate,STARLINK-4404 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3792 - Y-Coordinate,STARLINK-1234 - Y-Coordinate,STARLINK-5884 - Y-Coordinate,STARLINK-5607 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,STARLINK-3248 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-5081 - Y-Coordinate,STARLINK-30573 - Y-Coordinate,STARLINK-32271 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-5262 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-30298 - Y-Coordinate,STARLINK-6236 - Y-Coordinate,STARLINK-2381 - Y-Coordinate,STARLINK-30198 - Y-Coordinate,STARLINK-5987 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-31773 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-2022 - Y-Coordinate,STARLINK-5534 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-31473 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-2371 - Y-Coordinate,STARLINK-4038 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-2188 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-32049 - Y-Coordinate,STARLINK-31605 - Y-Coordinate,STARLINK-1259 - Y-Coordinate,STARLINK-3634 - Y-Coordinate,STARLINK-2319 - Y-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-2374 - Y-Coordinate,STARLINK-3523 - Y-Coordinate,STARLINK-31294 - Y-Coordinate,STARLINK-3901 - Y-Coordinate,STARLINK-31445 - Y-Coordinate,STARLINK-4376 - Y-Coordinate,STARLINK-2422 - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-31947 - Y-Coordinate,STARLINK-32144 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-3391 - Y-Coordinate,STARLINK-30168 - Y-Coordinate,STARLINK-3717 - Y-Coordinate,STARLINK-30899 - Y-Coordinate,STARLINK-30302 - Y-Coordinate,STARLINK-31688 - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-1224 - Y-Coordinate,STARLINK-32102 - Y-Coordinate,STARLINK-30467 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-3519 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-5503 - Y-Coordinate,STARLINK-3199 - Y-Coordinate,STARLINK-2286 - Y-Coordinate,STARLINK-1690 - Y-Coordinate,STARLINK-1802 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-4190 - Y-Coordinate,STARLINK-1027 - Y-Coordinate,STARLINK-31406 - Y-Coordinate,STARLINK-32185 - Y-Coordinate,STARLINK-5949 - Y-Coordinate,STARLINK-30950 - Y-Coordinate,STARLINK-3190 - Y-Coordinate,STARLINK-32038 - Y-Coordinate,STARLINK-30551 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-30801 - Y-Coordinate,STARLINK-5656 - Y-Coordinate,STARLINK-3714 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-31008 - Y-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-5993 - Y-Coordinate,STARLINK-5447 - Y-Coordinate,STARLINK-31239 - Y-Coordinate,STARLINK-1644 - Y-Coordinate,STARLINK-5976 - Y-Coordinate,STARLINK-2098 - Y-Coordinate,STARLINK-31686 - Y-Coordinate,STARLINK-1522 - Y-Coordinate,STARLINK-2240 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-1517 - Y-Coordinate,STARLINK-30146 - Y-Coordinate,STARLINK-4404 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3792 - Z-Coordinate,STARLINK-1234 - Z-Coordinate,STARLINK-5884 - Z-Coordinate,STARLINK-5607 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,STARLINK-3248 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-5081 - Z-Coordinate,STARLINK-30573 - Z-Coordinate,STARLINK-32271 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-5262 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-30298 - Z-Coordinate,STARLINK-6236 - Z-Coordinate,STARLINK-2381 - Z-Coordinate,STARLINK-30198 - Z-Coordinate,STARLINK-5987 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-31773 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-2022 - Z-Coordinate,STARLINK-5534 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-31473 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-2371 - Z-Coordinate,STARLINK-4038 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-2188 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-32049 - Z-Coordinate,STARLINK-31605 - Z-Coordinate,STARLINK-1259 - Z-Coordinate,STARLINK-3634 - Z-Coordinate,STARLINK-2319 - Z-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-2374 - Z-Coordinate,STARLINK-3523 - Z-Coordinate,STARLINK-31294 - Z-Coordinate,STARLINK-3901 - Z-Coordinate,STARLINK-31445 - Z-Coordinate,STARLINK-4376 - Z-Coordinate,STARLINK-2422 - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-31947 - Z-Coordinate,STARLINK-32144 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-3391 - Z-Coordinate,STARLINK-30168 - Z-Coordinate,STARLINK-3717 - Z-Coordinate,STARLINK-30899 - Z-Coordinate,STARLINK-30302 - Z-Coordinate,STARLINK-31688 - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-1224 - Z-Coordinate,STARLINK-32102 - Z-Coordinate,STARLINK-30467 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-3519 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-5503 - Z-Coordinate,STARLINK-3199 - Z-Coordinate,STARLINK-2286 - Z-Coordinate,STARLINK-1690 - Z-Coordinate,STARLINK-1802 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-4190 - Z-Coordinate,STARLINK-1027 - Z-Coordinate,STARLINK-31406 - Z-Coordinate,STARLINK-32185 - Z-Coordinate,STARLINK-5949 - Z-Coordinate,STARLINK-30950 - Z-Coordinate,STARLINK-3190 - Z-Coordinate,STARLINK-32038 - Z-Coordinate,STARLINK-30551 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-30801 - Z-Coordinate,STARLINK-5656 - Z-Coordinate,STARLINK-3714 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-31008 - Z-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-5993 - Z-Coordinate,STARLINK-5447 - Z-Coordinate,STARLINK-31239 - Z-Coordinate,STARLINK-1644 - Z-Coordinate,STARLINK-5976 - Z-Coordinate,STARLINK-2098 - Z-Coordinate,STARLINK-31686 - Z-Coordinate,STARLINK-1522 - Z-Coordinate,STARLINK-2240 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-1517 - Z-Coordinate,STARLINK-30146 - Z-Coordinate,STARLINK-4404 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1817.2584,6447.8961,-2099.3915,3611.1565,-4397.7741,-1177.6773,-2029.3600,6512.2804,4404.5825,4271.7473,-4108.7519,5178.9604,-5552.7942,3774.9659,1771.4002,1184.2227,-3024.5256,-4125.6501,-875.2459,-160.6055,-3916.5846,6048.4703,4420.8991,3780.4677,2318.5516,-1156.8387,5523.0144,4699.5109,3866.5999,-6739.3228,1115.3438,2389.6213,-2151.1041,2456.6344,-2371.2566,5750.6529,-6504.1129,-2345.7400,-6384.7451,-4780.6079,-4499.8853,-5805.3436,5093.0261,5692.8168,-35.3143,-2326.8240,-2265.7595,-1623.9132,754.8028,-3130.9728,-5798.4124,-5431.5661,5170.6876,-4561.7899,4204.8917,5054.1213,5954.3460,6539.7658,-4920.5107,6477.1373,5975.2158,5889.4891,0.0000,-6604.2907,5861.5380,-3669.8189,6206.3453,-3298.5199,0.0000,-5283.9428,6880.1440,-3950.7483,674.5696,-926.6270,0.0000,6354.0103,2746.1745,1136.5007,-2115.9215,6483.3523,6779.3035,4519.8056,1009.5394,3874.6095,2619.0652,5438.8627,-5880.4081,238.3982,5364.3468,-236.9543,4085.4434,4766.1265,-3114.6245,4317.2034,-4595.1400,-6812.8818,-146.9003,1933.8034,-2764.4832,-3246.8371,-104003.7540,-73582.0988,-96197.8668,-96727.6212,-88480.2154,-90452.3073,-89903.6098,-91279.7616,155304704.8832,155288815.9215,155312184.0662,155300198.2594,-91966.1848,155304609.5303,6161.1337,-619.1527,-1555.8386,-2317.4278,-4019.9797,3961.4650,6023.4712,605.2151,-4659.1765,-3175.0319,1660.2406,-2962.8440,3684.2862,-5128.7060,-3840.1458,-6782.5131,-3063.4317,3155.9144,-5779.9853,6927.2710,3132.2751,1984.0304,-4413.6272,-4995.2133,-6266.9647,6151.2388,261.5946,3164.1962,-5579.1439,1520.8318,-6685.8489,3700.3818,-3869.0614,4612.4229,-5769.5537,2527.2800,2023.9586,6474.2976,2194.8092,913.1557,4624.4112,-3637.9260,4193.4504,3581.2682,5525.9359,2211.4948,6445.5873,-3862.0304,-5074.7252,-4892.3757,-3419.6783,-4261.2383,-473.0810,-1533.4348,5110.8559,4436.7868,2262.5646,2136.5721,4548.9514,1964.9631,-223.6545,-2362.6125,0.0000,1973.1203,-3373.5990,4020.0876,2266.7538,5743.3082,0.0000,2812.8522,329.6147,-5030.0157,-4741.3240,-3995.0654,0.0000,759.2217,4393.1144,4144.0702,-5627.2325,1746.6914,1113.1840,-4858.2683,-5511.2771,5194.5971,6018.2405,-466.0363,2887.9392,-6277.7503,-1149.5575,-4109.2608,-3756.3406,2200.9513,5806.2101,-4236.6983,-1777.8495,-1147.3072,-6739.5240,-5600.0542,-4835.4470,799.1810,-398506.4233,-390741.7916,-394945.8441,-393930.0522,-396505.3877,-395418.5347,-387257.3669,-392042.6018,203995364.0209,203974392.9125,203984098.7847,203971620.4053,-390504.9749,203978978.0885,2535.5659,-2392.0190,-6446.4322,5450.9445,-3473.8049,5515.4317,2712.4630,-2353.4407,2482.4645,-4238.6636,5216.2744,3523.6516,-1828.5770,2726.2341,-5380.4142,-791.4893,-5398.0494,4584.9909,3742.3922,-54.7497,4661.0640,2450.4464,-2751.1037,-2921.0661,1883.8467,-2911.4286,3912.5280,3976.3715,566.2889,-118.9981,268.5614,-5133.7777,5240.1012,4266.2738,-2585.6799,-2829.5949,-1119.7705,-696.8159,-1518.4405,4887.6647,-2229.3554,766.9696,508.0599,-1544.6241,-4009.7007,6143.4724,796.6798,-5442.1383,4503.4231,-3536.4246,-1172.4684,-331.7650,4580.0282,4953.2301,-2052.7413,1276.2779,-2441.7461,75.9452,1616.3084,967.2672,3479.3697,2823.0648,0.0000,-715.9997,1327.1543,-4349.1933,2029.5821,-1144.2812,0.0000,-3438.9013,693.9795,2573.8150,-4961.4201,5455.8611,0.0000,2665.1902,4079.6775,5411.0446,-3165.1355,-1735.3663,-923.6816,1890.1478,-4034.6280,-2382.4132,-1586.8892,4130.1071,-2275.0053,-3019.3717,-4187.4355,5478.5350,-4106.0214,-4545.4818,-2104.7088,-3140.0629,4775.0787,278.2500,-1570.0731,-3573.1419,-4121.0006,-6087.4154,-39759.0849,-42459.8051,-40701.4158,-37365.0379,-35644.4989,-45635.5870,-48907.6782,-41564.4479,-6058580.6587,-6074161.9036,-6089954.8111,-6060392.3051,-41018.6312,-6070781.9988,
300.000,-281.6516,6597.7215,-3873.2659,1573.1357,-5736.4693,958.9708,-442.2646,5548.9542,3361.9116,2362.4398,-2574.0191,3527.4661,-4194.5871,2933.5895,-20.4847,-319.6194,-4047.8144,-2420.9554,-1467.0341,1338.0639,-2460.7109,6734.9937,3415.7913,2955.1322,1377.3883,84.8613,5919.6691,5061.0505,2753.2904,-6168.0382,-444.7773,3606.7837,-3511.9864,4191.1246,-3594.3125,5381.6041,-5541.4805,-1158.0941,-6036.3420,-3396.0715,-3743.3365,-6322.7507,5695.6233,5737.7470,1867.9802,-4084.4237,-931.2995,-3623.6179,-1398.8468,-3769.0099,-6382.4739,-5834.8351,4425.8117,-4163.6167,5480.6579,5854.4387,5544.3488,6562.7191,-4139.3895,6796.7109,6229.3231,6120.9804,0.0000,-6110.0476,4653.8924,-1712.6981,6812.1422,-2198.0393,0.0000,-5073.4527,6770.6654,-4403.1148,-1306.9613,-2969.9974,0.0000,5725.0372,4048.3578,3194.6483,-3577.6734,6924.9174,6891.4123,2874.1880,-1020.6630,4375.2302,3475.6703,5555.4582,-4477.1789,-434.6917,5656.4956,-2377.1399,2173.4154,5585.4254,-1579.0240,3319.3726,-4230.7761,-6600.7149,-1678.3131,188.6588,-4565.5129,-1392.0548,-95385.0671,-65330.8178,-87968.2934,-88386.1154,-80147.8286,-82099.8896,-81626.8693,-82853.5786,150814261.7045,150798356.9169,150821144.8140,150810261.8479,-83658.9500,150814092.7547,5626.1076,-1925.9101,-435.4936,-2409.7112,-3324.8843,4332.3774,5525.4835,-177.7776,-5907.2184,-3793.8928,3201.6995,-4077.8894,4296.3690,-6193.9035,-4927.3552,-6880.2573,-1142.6431,4471.1358,-4279.2968,6615.0210,4706.7312,840.2740,-5750.6165,-6121.7797,-5645.8668,6790.1829,-1617.9504,1125.1090,-6104.4112,2617.8107,-6525.9843,1885.6013,-2172.9825,4415.9913,-4347.7550,877.9524,3005.4202,6730.1936,3368.7531,2499.8799,5688.3413,-2542.4172,3094.1375,2139.4967,5838.3089,2846.2054,6327.2647,-3173.9013,-4807.9118,-3144.8963,-2345.1598,-3052.7398,-2493.9456,543.5820,4199.7282,3509.8252,688.0741,876.0261,5511.4142,477.5458,-1990.0775,-3194.1184,0.0000,3075.8453,-4102.6619,4819.0841,1153.9661,6311.7764,0.0000,4297.5027,-1174.5030,-3457.2498,-3989.7371,-3229.8617,0.0000,-976.7558,2647.2380,3876.6140,-5571.1810,270.9192,-390.1872,-5400.4240,-5044.1539,3680.9324,4809.1606,-2419.7837,3985.2312,-6882.1093,-2800.0327,-3712.4502,-4140.8543,3166.7281,5663.5731,-5662.7525,288.9136,109.1425,-6045.7322,-5032.0297,-4147.6341,-321.7475,-400649.3313,-392279.3890,-396731.6037,-395730.7051,-398388.8790,-397286.1771,-389192.9150,-393943.3117,207341625.2371,207320357.5097,207330589.1646,207317651.7749,-392374.5615,207325213.3153,3991.4274,-649.6852,-5761.3446,6309.6942,-1895.2048,5274.2068,4123.7172,-4185.4843,1048.5013,-5130.9258,5474.2664,4350.0919,-3421.9587,1020.8929,-4748.4729,754.5235,-5475.2920,4705.8611,5260.1226,-1576.9941,4321.6725,703.4787,-1358.6900,-1245.2408,3791.7835,-1233.3349,2870.7512,4583.9964,-1256.2562,1680.1309,1790.1560,-5403.0641,5476.8198,2911.2917,-3712.7203,-4211.8763,-2815.6850,1114.4336,286.6490,5457.3074,-462.7467,-1052.1404,-1339.5003,-3183.4507,-3005.6788,4827.0593,2526.7673,-4894.3806,4639.1804,-4707.3092,652.0157,-2103.4998,4703.6498,5482.0532,-568.8317,-544.0083,-3916.1164,1864.1940,-183.4693,-587.7709,2262.2730,781.7888,0.0000,1098.1937,2996.8901,-4732.5223,252.5086,691.8532,0.0000,-1853.4486,-852.6611,4020.8954,-5470.5483,5228.9446,0.0000,3781.3431,4480.8589,4746.0635,-1515.2978,-224.2946,621.4084,3186.3754,-4603.2945,-3871.8082,-3225.2142,3187.7655,-3490.1381,-1001.7728,-2790.5276,5247.2217,-5078.6576,-2643.2771,-3644.7929,-1830.9644,5392.7918,2049.7076,-2924.9454,-4745.0711,-3155.0323,-6796.1429,-39660.3360,-42343.0020,-40469.3788,-37394.4110,-35419.5962,-45275.7470,-48896.5910,-40941.0459,-6062522.1738,-6077489.8024,-6093861.5352,-6064176.5247,-40887.4927,-6074687.7338,
600.000,1319.3866,6089.6528,-5289.4638,-630.6731,-6492.6611,2984.2006,1225.4746,4036.7484,1994.6567,208.1038,-817.2952,1541.9402,-2404.8438,1812.7854,-1772.6709,-1799.7274,-4722.8962,-507.8659,-1978.7398,2722.0328,-792.9712,6722.0508,2075.6353,1848.3605,251.1068,1304.2602,5720.7524,4974.6253,1340.8027,-4976.4739,-1976.1163,4496.1061,-4567.1247,5461.3243,-4476.8835,4505.6528,-4019.7026,156.7933,-5085.9666,-1711.1360,-2603.1915,-6210.4715,5659.7320,5233.2513,3562.2567,-5428.8627,523.5088,-5263.9726,-3418.4601,-4067.5982,-6309.3594,-5672.3628,3293.1484,-3409.2882,6220.9023,6057.0880,4588.2235,5928.7877,-2940.7124,6429.3878,5890.1571,5734.8019,0.0000,-5006.4566,2966.1166,397.4745,6738.4355,-851.0296,0.0000,-4371.6633,6001.8741,-4456.7038,-3188.2622,-4723.2529,0.0000,4562.1053,4935.5065,4929.7274,-4648.7505,6695.2190,6334.7461,931.2828,-2971.6915,4480.4351,3997.4172,5139.3365,-2639.3809,-1050.9327,5404.8256,-4280.9328,37.1109,5778.3959,143.3266,1999.6341,-3494.2259,-5735.8294,-3073.7262,-1611.5632,-5918.7753,655.5837,-86720.5947,-57048.5889,-79698.3591,-80005.3112,-71777.4821,-73711.2260,-73309.5744,-74454.7560,146251739.9711,146235837.7935,146258018.0428,146248260.4333,-75313.7670,146251498.6365,4555.0290,-3033.0205,660.6797,-2340.1069,-2316.4415,4327.2107,4506.1901,-996.2702,-6564.4363,-4076.5689,4462.7830,-4838.9169,4516.7312,-6642.1541,-5548.8613,-6310.1640,863.5157,5390.3358,-2350.2249,5661.7259,5831.3065,-382.4892,-6498.0124,-6633.2872,-4472.1970,6751.0364,-3309.0269,-1027.9401,-6001.2225,3471.9857,-5692.6449,-97.9229,-292.1683,3776.8429,-2472.8467,-893.5704,3717.9344,6320.8566,4210.5381,3884.7876,6159.7700,-1180.9250,1629.8631,457.2633,5579.9619,3111.4218,5580.9036,-2219.2555,-4098.3357,-1064.7209,-1021.0837,-1522.1207,-4290.3024,2587.5531,2885.0633,2217.3509,-992.9797,-493.2530,5921.2915,-1063.8588,-3545.6053,-3691.5281,0.0000,3885.7082,-4451.0480,5203.6132,-70.9640,6197.2887,0.0000,5339.0875,-2572.4801,-1522.1522,-2893.2130,-2189.2753,0.0000,-2648.1315,623.9487,3277.1329,-4938.7777,-1229.0048,-1861.7211,-5438.6688,-4122.6046,1785.0291,3077.7959,-4113.2840,4730.7884,-6793.7073,-4147.9030,-2996.9486,-4169.5042,3819.6148,4986.8669,-6505.5835,2348.1950,1377.4554,-4770.7304,-4004.7228,-3087.3629,-1323.4610,-402604.4268,-393642.7989,-398337.7470,-397349.9082,-400093.5741,-398970.4855,-390953.4906,-395539.1094,210589049.3423,210567485.9650,210578216.0950,210564876.2841,-394067.3978,210572607.8039,5015.3291,1163.0865,-4467.9291,6496.8522,-110.4758,4460.3333,5089.7034,-5574.1054,-500.4904,-5444.3245,5125.5710,4710.7537,-4645.9546,-793.9800,-3589.4343,2219.5643,-4961.2171,4323.1095,6217.7327,-2930.2404,3503.1732,-1122.5216,186.1579,565.1814,5295.4290,578.5883,1500.0441,4699.3864,-2937.1761,3297.4126,3107.0644,-5052.5991,5110.5562,1218.8369,-4410.6533,-5135.7333,-4206.6127,2805.6200,2060.8252,5435.6620,1355.7559,-2756.7677,-3022.6863,-4477.1776,-1665.0413,2995.5572,3979.7815,-3809.0941,4256.0554,-5346.0178,2403.4818,-3648.1450,4322.8698,5419.1246,976.1119,-2303.8694,-4951.4846,3448.0989,-1963.2995,-2077.2509,801.6377,-1342.7005,0.0000,2794.5178,4340.0287,-4617.9437,-1551.8554,2446.6944,0.0000,-66.9707,-2307.6667,5030.7161,-5386.7280,4417.7142,0.0000,4492.7729,4327.8451,3569.4362,307.4678,1310.7739,2099.8489,4136.5718,-4674.3154,-4942.3940,-4490.6135,1891.5329,-4332.5373,1121.4500,-1090.9244,4436.4212,-5502.3982,-459.5478,-4792.6262,-315.5281,5416.9534,3599.7948,-3965.5042,-5407.2562,-1850.9007,-6785.0949,-39561.7466,-42226.0738,-40238.1162,-37428.7331,-35198.1479,-44909.6412,-48880.3908,-40313.4046,-6066469.3153,-6080815.5111,-6097760.5466,-6067977.3116,-40756.3326,-6078593.5944,
