sl_100_86400_20270830 Coordinates.csv
2027/08/30 07:47:00.0000 UTC

Generated: Tue Oct  8 16:25:12 2024,
Start: 2027/08/30 07:47:00.00, Stop: 2027/08/31 07:47:00.00,
TIME_UNITS,STARLINK-3836 - X-Coordinate,STARLINK-2071 - X-Coordinate,STARLINK-4640 - X-Coordinate,STARLINK-2644 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-5501 - X-Coordinate,STARLINK-5562 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-31217 - X-Coordinate,STARLINK-5335 - X-Coordinate,STARLINK-30105 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-31933 - X-Coordinate,STARLINK-1909 - X-Coordinate,STARLINK-32211 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-4621 - X-Coordinate,STARLINK-2618 - X-Coordinate,STARLINK-5905 - X-Coordinate,STARLINK-30312 - X-Coordinate,STARLINK-5250 - X-Coordinate,STARLINK-3081 - X-Coordinate,STARLINK-5057 - X-Coordinate,STARLINK-5576 - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-30611 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-5215 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-32081 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-4651 - X-Coordinate,STARLINK-31617 - X-Coordinate,STARLINK-2751 - X-Coordinate,STARLINK-1015 - X-Coordinate,STARLINK-5765 - X-Coordinate,STARLINK-32235 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-30355 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-2602 - X-Coordinate,STARLINK-6044 - X-Coordinate,STARLINK-32254 - X-Coordinate,STARLINK-4617 - X-Coordinate,STARLINK-30472 - X-Coordinate,STARLINK-30196 - X-Coordinate,STARLINK-30825 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-3182 - X-Coordinate,STARLINK-4413 - X-Coordinate,STARLINK-31407 - X-Coordinate,STARLINK-30171 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-32094 - X-Coordinate,STARLINK-4127 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-30767 - X-Coordinate,STARLINK-31800 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-3533 - X-Coordinate,STARLINK-31987 - X-Coordinate,STARLINK-6311 - X-Coordinate,STARLINK-31021 - X-Coordinate,STARLINK-2228 - X-Coordinate,STARLINK-1736 - X-Coordinate,STARLINK-6372 - X-Coordinate,STARLINK-30425 - X-Coordinate,STARLINK-4772 - X-Coordinate,STARLINK-3346 - X-Coordinate,STARLINK-30320 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-31639 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-5978 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-31764 - X-Coordinate,STARLINK-4402 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-5618 - X-Coordinate,STARLINK-6255 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-30842 - X-Coordinate,STARLINK-4631 - X-Coordinate,STARLINK-31539 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-31722 - X-Coordinate,STARLINK-1581 - X-Coordinate,STARLINK-30367 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-6142 - X-Coordinate,STARLINK-2388 - X-Coordinate,STARLINK-3167 - X-Coordinate,STARLINK-1700 - X-Coordinate,STARLINK-5049 - X-Coordinate,STARLINK-31463 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3836 - Y-Coordinate,STARLINK-2071 - Y-Coordinate,STARLINK-4640 - Y-Coordinate,STARLINK-2644 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-5501 - Y-Coordinate,STARLINK-5562 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-31217 - Y-Coordinate,STARLINK-5335 - Y-Coordinate,STARLINK-30105 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-31933 - Y-Coordinate,STARLINK-1909 - Y-Coordinate,STARLINK-32211 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-4621 - Y-Coordinate,STARLINK-2618 - Y-Coordinate,STARLINK-5905 - Y-Coordinate,STARLINK-30312 - Y-Coordinate,STARLINK-5250 - Y-Coordinate,STARLINK-3081 - Y-Coordinate,STARLINK-5057 - Y-Coordinate,STARLINK-5576 - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-30611 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-5215 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-4651 - Y-Coordinate,STARLINK-31617 - Y-Coordinate,STARLINK-2751 - Y-Coordinate,STARLINK-1015 - Y-Coordinate,STARLINK-5765 - Y-Coordinate,STARLINK-32235 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-30355 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-2602 - Y-Coordinate,STARLINK-6044 - Y-Coordinate,STARLINK-32254 - Y-Coordinate,STARLINK-4617 - Y-Coordinate,STARLINK-30472 - Y-Coordinate,STARLINK-30196 - Y-Coordinate,STARLINK-30825 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-3182 - Y-Coordinate,STARLINK-4413 - Y-Coordinate,STARLINK-31407 - Y-Coordinate,STARLINK-30171 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-32094 - Y-Coordinate,STARLINK-4127 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-30767 - Y-Coordinate,STARLINK-31800 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-3533 - Y-Coordinate,STARLINK-31987 - Y-Coordinate,STARLINK-6311 - Y-Coordinate,STARLINK-31021 - Y-Coordinate,STARLINK-2228 - Y-Coordinate,STARLINK-1736 - Y-Coordinate,STARLINK-6372 - Y-Coordinate,STARLINK-30425 - Y-Coordinate,STARLINK-4772 - Y-Coordinate,STARLINK-3346 - Y-Coordinate,STARLINK-30320 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-31639 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-5978 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-31764 - Y-Coordinate,STARLINK-4402 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-5618 - Y-Coordinate,STARLINK-6255 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-30842 - Y-Coordinate,STARLINK-4631 - Y-Coordinate,STARLINK-31539 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-31722 - Y-Coordinate,STARLINK-1581 - Y-Coordinate,STARLINK-30367 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-6142 - Y-Coordinate,STARLINK-2388 - Y-Coordinate,STARLINK-3167 - Y-Coordinate,STARLINK-1700 - Y-Coordinate,STARLINK-5049 - Y-Coordinate,STARLINK-31463 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3836 - Z-Coordinate,STARLINK-2071 - Z-Coordinate,STARLINK-4640 - Z-Coordinate,STARLINK-2644 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-5501 - Z-Coordinate,STARLINK-5562 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-31217 - Z-Coordinate,STARLINK-5335 - Z-Coordinate,STARLINK-30105 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-31933 - Z-Coordinate,STARLINK-1909 - Z-Coordinate,STARLINK-32211 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-4621 - Z-Coordinate,STARLINK-2618 - Z-Coordinate,STARLINK-5905 - Z-Coordinate,STARLINK-30312 - Z-Coordinate,STARLINK-5250 - Z-Coordinate,STARLINK-3081 - Z-Coordinate,STARLINK-5057 - Z-Coordinate,STARLINK-5576 - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-30611 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-5215 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-4651 - Z-Coordinate,STARLINK-31617 - Z-Coordinate,STARLINK-2751 - Z-Coordinate,STARLINK-1015 - Z-Coordinate,STARLINK-5765 - Z-Coordinate,STARLINK-32235 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-30355 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-2602 - Z-Coordinate,STARLINK-6044 - Z-Coordinate,STARLINK-32254 - Z-Coordinate,STARLINK-4617 - Z-Coordinate,STARLINK-30472 - Z-Coordinate,STARLINK-30196 - Z-Coordinate,STARLINK-30825 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-3182 - Z-Coordinate,STARLINK-4413 - Z-Coordinate,STARLINK-31407 - Z-Coordinate,STARLINK-30171 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-32094 - Z-Coordinate,STARLINK-4127 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-30767 - Z-Coordinate,STARLINK-31800 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-3533 - Z-Coordinate,STARLINK-31987 - Z-Coordinate,STARLINK-6311 - Z-Coordinate,STARLINK-31021 - Z-Coordinate,STARLINK-2228 - Z-Coordinate,STARLINK-1736 - Z-Coordinate,STARLINK-6372 - Z-Coordinate,STARLINK-30425 - Z-Coordinate,STARLINK-4772 - Z-Coordinate,STARLINK-3346 - Z-Coordinate,STARLINK-30320 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-31639 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-5978 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-31764 - Z-Coordinate,STARLINK-4402 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-5618 - Z-Coordinate,STARLINK-6255 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-30842 - Z-Coordinate,STARLINK-4631 - Z-Coordinate,STARLINK-31539 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-31722 - Z-Coordinate,STARLINK-1581 - Z-Coordinate,STARLINK-30367 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-6142 - Z-Coordinate,STARLINK-2388 - Z-Coordinate,STARLINK-3167 - Z-Coordinate,STARLINK-1700 - Z-Coordinate,STARLINK-5049 - Z-Coordinate,STARLINK-31463 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-90.1798,4216.1576,-5184.1188,5759.4936,3455.0902,-6230.3900,-5808.0166,401.7013,-5658.8398,5864.5474,-3584.7477,0.0000,-6002.5091,6137.5283,-3081.8718,-5811.4885,-3222.5210,-1463.8553,-5523.5270,3661.8034,5131.1058,-4994.2149,-2899.9795,-2484.8099,-1521.0105,6610.4460,-438.9230,-2814.9904,5005.9391,-235.1817,2643.4944,-67.7408,-2204.4955,306.5528,2360.1023,-1150.2836,6726.1400,4253.7950,1900.9939,3273.7419,6514.4363,987.6387,3909.0813,-1784.3007,-1527.6788,-2523.0670,-6021.4446,-4178.5739,1058.1044,771.9170,218.3200,5206.3743,-2026.3887,5844.0450,6337.4003,846.1709,-1099.3330,-4496.0248,-5947.4805,6120.2088,-5194.2817,3147.6272,4154.9313,-5913.9721,-3601.0725,-4317.3911,-6556.0045,-3985.7256,3295.2083,-2566.5305,3731.1632,-1802.9040,-3556.1819,-207.3812,1531.9781,-827.9234,1060.5606,-5928.5786,4402.5616,-3914.6722,136.1833,5698.4501,2381.2550,791.4995,-2372.9984,-6700.2684,2268.9929,-6342.2580,-6719.4518,6172.5097,3980.4989,-1790.6008,4013.2568,-496.6418,4709.5352,-6200.7733,2265.2979,-6614.9592,6038.9127,-4521.5049,-256236.2262,-234608.8841,-249558.8684,-250364.4327,-242285.7401,-244473.4228,-249133.5536,-249795.4083,102320340.0101,102319469.6798,102331396.0623,102335734.0537,-248747.5580,102329140.8269,5607.9711,-3997.5518,2371.4488,3603.8040,1146.4045,108.2715,-3766.6629,4269.8596,-3889.3401,1858.7952,5807.1775,0.0000,3302.6204,2249.7876,-5872.6279,-3044.7331,3865.0941,5141.4796,2728.4897,-2871.0430,-4.9928,1045.8820,3423.2986,6400.8906,-6387.3118,613.8139,-6680.5311,6053.4191,-1839.1312,4494.4215,3398.8897,5311.1631,3545.2697,-6527.5316,-5541.4149,6358.3965,343.9645,-3360.9076,-4536.0395,4391.6947,-2222.4142,6216.8440,1291.5899,2113.9414,-5995.8212,2331.4837,-3408.1396,3995.8407,-6665.4418,-6245.9370,-5270.1921,-2184.0562,4754.9211,3012.8005,2159.4322,5664.8619,-3992.8999,-3498.4867,-2360.9581,3077.7638,832.4049,4755.6447,5022.3097,-3440.8766,5910.1428,-5418.2733,-508.5032,-1322.4811,-5031.3633,-6068.7148,-2738.0689,3732.8909,5525.0008,6777.7238,6568.1729,5316.2758,-6553.1057,-2065.0287,4816.9164,3101.3749,-6736.8947,-2824.9991,874.5859,6403.6201,6281.7011,1490.2086,-6257.4925,-608.1768,183.5013,-755.1651,-5496.3208,6182.8404,-3912.6161,5586.4224,-1873.8405,-609.9949,-6446.0776,197.9994,-1999.1555,-2505.6137,226106.7372,255198.2175,235247.3890,235683.0055,238742.3994,238443.0001,245125.7362,241604.5981,265428932.5740,265401615.4244,265423493.3980,265410395.4869,241321.2507,265414960.1509,-4028.6417,-3739.9963,3872.4773,-1192.9897,5894.7752,-3087.5399,-514.6109,-5398.0753,768.6470,-2917.5693,1158.9927,0.0000,-1058.9917,-2245.4257,1594.9297,-2171.0468,4579.4009,-4409.6183,3169.5354,5126.4026,-4658.1610,4669.3832,5244.2341,-1129.5884,-2121.1342,1970.6760,1822.4502,1499.8327,-4508.3021,5223.2560,-5408.1539,4301.2458,-5522.5702,2243.5645,-3213.6607,2449.7716,-1606.6199,4293.7864,-4668.8307,3989.2050,660.1849,2631.2299,-5392.5606,-6375.8907,3068.0754,-6033.1069,298.8843,-3801.4458,-1203.0112,2704.5891,4377.1404,4029.3865,-4454.0562,-2169.7017,1774.3733,3690.0449,5529.8905,-3942.5427,-2383.0336,-980.7501,-4341.4901,3895.8050,2287.9047,119.0310,83.2315,-35.2387,-1651.3956,-5400.6750,3432.7412,1625.9831,-5106.1528,-5515.5201,-1815.1948,692.0243,1186.1242,-4208.9100,-1935.1456,-2988.4198,-2347.1909,-4649.3814,1619.0576,-2470.2633,6411.9680,2524.4127,1597.4025,-964.0946,-1869.8831,2408.6425,1736.3804,-2804.3043,869.8933,2567.7415,4011.9243,3948.7845,4710.3596,2947.6931,805.0117,-2010.9930,-2761.4574,4465.6742,96959.0364,93871.5831,95224.3648,98333.4359,100209.4949,90292.5428,86861.9479,93344.8292,-55604569.2778,-55618476.8522,-55635701.2828,-55606408.4363,94801.2146,-55616598.3089,
3600.000,-1990.1128,-95.8994,5154.9144,-5866.6522,-4843.0564,2802.6552,2555.1101,-4549.1711,5066.0828,-4395.0777,486.9104,0.0000,3283.5276,-6524.9968,4636.7677,6355.8025,1800.0108,-2661.9783,2161.1794,-2788.4790,-5215.6031,3393.3947,-1326.4539,1116.8233,3028.4873,-4786.4679,2549.8701,-312.6657,-4324.4120,-3935.0640,-6033.4186,-2384.0475,-1087.9612,2056.3667,1982.6352,-1612.5108,-6244.4083,-2653.5620,3047.4738,-5735.4855,-4818.0327,-3183.1430,-5502.8900,1085.1407,3349.9698,6415.4501,6080.9567,2547.9053,828.5316,1007.8140,3454.3886,-1236.5507,-1498.2367,-6689.2266,-5271.3870,-4367.5110,5018.0509,6704.7898,6390.4703,-5628.5651,2717.1012,-4085.3731,-5281.1256,5263.2326,905.0211,5265.9193,5791.3292,4379.5515,-1361.0710,3977.7142,-2840.7470,-1805.0484,1613.9126,-2400.2401,-3066.8021,-3613.9443,537.4486,6329.7490,-5025.0169,652.8448,-1639.7723,-4243.4362,-5529.1578,-3396.1477,-395.9957,4481.1383,-662.3100,4061.4230,6150.0542,-3159.1572,-1813.4202,-1601.5897,-3257.5306,-1574.4992,-2766.0194,6659.8899,257.4603,4053.8170,-5392.2797,5289.8380,-303659.2061,-290847.8106,-303541.5506,-303330.0353,-294666.6619,-297300.8704,-301362.6511,-300696.5861,30064908.8686,30067120.6602,30069679.2679,30082315.1553,-301396.9113,30073529.8352,-6609.8745,4146.1890,-4572.1464,-1756.2422,-4681.8998,-1214.8897,3811.0572,-2666.3851,1264.5535,2330.0348,-5550.4981,0.0000,-4570.3508,-698.1852,2368.9961,1520.3630,-6548.7885,-4749.0600,328.9173,5991.4742,3704.1090,-4764.1122,-4728.1144,-4354.7108,5742.6766,2281.5536,6192.8233,-4652.6393,5012.9089,-2915.9672,-1829.5154,-6411.4083,-5822.4757,4032.9821,4592.1872,-4156.3893,1220.6483,6200.7742,3412.1484,-3570.5604,3994.1587,-2745.6486,2828.9818,-5906.3933,2598.1993,-1866.0042,895.8261,-6403.6906,5940.5450,6513.1398,2517.9285,-648.5802,-6425.0797,-882.6057,1002.7260,-2671.0300,2708.6534,1510.5750,533.3025,-88.5451,-4801.0652,-708.1592,-3928.8395,831.2198,-5915.2945,2972.3432,-1527.2279,-3296.5334,6794.7149,4510.8823,5994.4935,-5671.6033,-5942.1117,-5538.2268,-3723.1349,-3989.9403,6439.6085,2064.7044,-1345.7087,-6080.2720,3207.9813,5109.3952,1817.1012,-3890.8391,-4778.6371,-3460.1574,6401.6886,-2948.4113,-293.0850,3855.5722,5539.5955,-4902.8133,6079.0396,-6674.1506,5328.1016,-1073.2072,5102.4752,-2265.3860,4274.4691,-1979.4272,155853.8807,188239.9153,166301.9125,167583.7194,169415.6542,169613.6402,174880.7375,171913.9974,282899153.9422,282870228.9779,282889557.2025,282886522.8954,171852.8974,282884246.2485,-65.1286,5510.7698,268.6134,-3179.8613,-1667.4359,6230.0953,5200.8705,4425.1841,-4534.3228,4634.5831,-4116.4853,0.0000,4035.5849,-2175.1425,-4415.2817,-2248.1974,-527.0116,4270.4548,-6584.9904,-2099.2425,2644.9568,-3712.6672,-4865.9846,5296.5275,-2341.4377,-4465.1621,1814.6699,-5014.1048,2190.5677,-4869.4568,2817.6907,-161.2859,3564.5984,-5229.9130,4630.5348,-5290.9414,-2734.2436,-1563.7062,4992.2750,556.2036,2932.9006,-5381.9000,2763.4069,3477.1408,-5460.5786,1859.6877,3181.8271,560.9378,-3319.1447,1869.9463,-5371.6286,-6803.9943,1707.1599,-1551.6671,-4389.5291,-4510.6078,-3920.6363,835.4074,-2344.4437,4012.9866,3995.6086,-5536.8111,2092.0333,-4297.6139,-3484.4694,-3388.6878,-3180.0192,4076.0594,-67.3378,3142.1259,1848.3888,3473.6177,-2924.2569,3160.2347,-4867.4258,4187.8053,-2466.4322,-2006.2176,4571.3359,3006.5158,-5921.6133,-1557.3050,-3726.8507,-4630.7872,-4974.9390,3986.1960,-2531.8348,-4616.6191,3199.0660,4642.8009,3574.8577,-4640.2115,63.6668,287.4288,-3461.9399,1424.0291,-4616.1386,5111.5028,-847.3078,-3865.7097,95146.9637,92188.2158,94841.8325,94568.6689,99597.9711,92004.5063,84293.2465,94954.5318,-55661833.5857,-55667750.1921,-55691273.6121,-55665747.3198,93319.9368,-55672825.4087,
7200.000,3148.5102,-4045.2853,-2657.6515,3867.9182,2448.2765,1133.5955,1066.0657,6763.7372,-3311.0995,1868.1206,3358.5557,0.0000,764.3145,4192.9320,-5119.0907,-4344.3950,485.3642,5689.2983,3339.9648,1310.5134,3909.2212,-1406.2348,4306.3661,2221.1392,-3817.0324,1844.2029,-4207.2638,4304.0299,2718.7612,6607.7778,6725.6420,3556.0293,3017.0040,-4828.9391,-5733.0478,4839.4303,3141.0323,393.4237,-6368.3795,4897.0698,1078.6237,5237.3057,4513.6774,-1063.8486,-5182.3613,-6030.5095,-4357.2789,-76.0470,-3285.5769,-2895.0070,-6343.1993,-4141.3860,3833.5799,5065.7213,3049.5243,6508.1218,-6774.6851,-6290.4675,-3631.4677,3752.1852,52.5866,4833.0355,4540.5732,-2850.2673,2738.1258,-4975.3435,-1727.6725,-3723.2992,-1105.2314,-4077.5690,1186.8431,3765.4246,1982.8558,4707.7042,4541.2284,6474.3733,-2608.6391,-3812.7126,4933.7471,2150.4532,-112.5562,444.8708,6334.2297,5693.4954,4032.4414,-754.9855,-1931.0112,-644.8129,-2601.2420,-627.5732,-2126.7836,5031.8645,950.3072,2974.1119,611.9879,-4024.6710,-3755.1004,-395.2924,2598.2145,-4507.5319,-332338.2545,-328556.0915,-338531.4797,-337162.6592,-328245.6083,-333934.6707,-334302.2803,-335597.5884,-44255181.3604,-44249303.2260,-44253685.0238,-44241263.0207,-335096.8081,-44246201.4008,4575.0586,-4123.9306,4730.9340,-1641.3706,5404.3143,3682.3496,46.0131,1189.0722,2721.9491,-5926.5843,4025.6297,0.0000,5156.5959,-1768.4585,2240.8774,1270.5371,5527.8791,3647.6338,-823.4676,-6432.4485,-5631.6144,6764.9703,5222.8070,1318.4557,-2291.6212,-5178.3995,-3352.2612,2051.8725,-6288.7452,1452.2883,322.1616,4148.8219,6197.1439,-589.5837,-2644.5563,1172.5524,-3043.5759,-6567.5485,-1937.3023,448.0887,-4960.6925,-1488.0997,-4611.1701,6709.8699,1322.5610,-552.0024,2593.7896,6221.1727,-2481.4701,-3483.7978,97.9585,617.7490,5139.5533,-1940.9090,-4484.6769,-688.0034,-1393.1650,820.5028,2277.8773,-3611.9349,6787.9315,-3299.6669,637.5839,3153.2603,4265.0916,949.6721,3686.4285,5730.3072,-5962.2862,33.8147,-6259.7423,5717.5354,3614.3192,1696.9825,-775.6851,1892.2218,-3592.7850,-414.2828,-2731.5356,6408.9544,2018.8869,-5192.2766,-2399.7435,542.3444,2189.8896,5138.1979,-3968.0058,5927.5325,1376.3755,-6099.1434,-3527.3379,2752.1321,-5450.2928,4403.3317,-6899.2416,2726.2053,-2218.8801,4734.7829,-5086.2154,5121.5946,76434.9618,109227.2506,86767.8187,90536.7887,89174.3395,90337.9329,93903.6432,91128.6121,281052748.6589,281024814.9519,281036348.5019,281044712.5247,91354.2909,281036895.8273,4088.1984,-3790.8245,-4263.1845,5458.5178,-3605.2128,-5790.4350,-6865.6327,-563.3721,5410.9417,-2785.8279,4512.0468,0.0000,-4574.4786,5189.2994,3902.6864,5207.8021,-3953.6115,-1521.6041,6007.7051,-2234.2582,975.5600,442.6152,1381.2756,-6465.4638,5258.8763,4206.1062,-4394.9247,4899.3710,1313.2965,1365.3901,1534.4731,-4120.8338,586.5576,4901.3565,-2598.5460,4786.1669,5354.1944,-2157.8740,-1286.8603,-4674.4446,-4701.6081,4106.2748,2073.6551,1422.8213,4362.4491,3375.3898,-4723.4026,3008.9681,5468.2498,-5148.6916,2604.9329,5523.4662,2311.4421,4288.9738,4301.9876,1903.0811,-162.3847,2766.6048,5302.2990,-4561.4855,-636.2882,3671.0571,-5176.6438,5351.5547,4703.4081,4716.0462,5408.9240,194.1946,-3361.8236,-5433.1940,2605.8234,805.8247,5416.0737,-4636.4495,5057.2984,-1068.1180,5288.7338,5782.9999,-4038.6666,889.4926,6619.5330,4389.6123,-1368.7283,3906.9559,5149.9820,-4594.7432,5310.0108,3286.1176,-6296.9490,-2994.5670,-5470.4673,3887.0730,-4126.9415,-4351.8964,66.3544,-4898.5350,5312.2360,-5029.2154,3917.8921,426.0488,93297.4184,90504.0537,94040.9463,90415.7712,98511.5270,93960.6262,82382.1159,90107.8622,-55719810.2730,-55717662.3142,-55745485.8061,-55727550.7875,91828.1693,-55729053.0338,
