sl_100_5400_20271120 Coordinates.csv
2027/11/20 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:26 2024,
Start: 2027/11/20 07:47:00.00, Stop: 2027/11/20 09:17:00.00,
TIME_UNITS,STARLINK-5082 - X-Coordinate,STARLINK-2561 - X-Coordinate,STARLINK-31807 - X-Coordinate,STARLINK-6107 - X-Coordinate,STARLINK-3277 - X-Coordinate,STARLINK-1267 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-5479 - X-Coordinate,STARLINK-11148 [DTC] - X-Coordinate,STARLINK-5168 - X-Coordinate,STARLINK-4033 - X-Coordinate,STARLINK-4067 - X-Coordinate,STARLINK-2015 - X-Coordinate,STARLINK-1648 - X-Coordinate,STARLINK-2361 - X-Coordinate,STARLINK-5034 - X-Coordinate,STARLINK-1283 - X-Coordinate,STARLINK-30953 - X-Coordinate,STARLINK-3945 - X-Coordinate,STARLINK-2547 - X-Coordinate,STARLINK-4476 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-1183 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-2054 - X-Coordinate,STARLINK-5666 - X-Coordinate,STARLINK-4390 - X-Coordinate,STARLINK-2428 - X-Coordinate,STARLINK-3103 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-31903 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-2748 - X-Coordinate,STARLINK-1773 - X-Coordinate,STARLINK-30227 - X-Coordinate,STARLINK-4637 - X-Coordinate,STARLINK-30094 - X-Coordinate,STARLINK-2013 - X-Coordinate,STARLINK-1890 - X-Coordinate,STARLINK-11097 [DTC] - X-Coordinate,STARLINK-3940 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-3606 - X-Coordinate,STARLINK-31376 - X-Coordinate,STARLINK-1411 - X-Coordinate,STARLINK-4447 - X-Coordinate,STARLINK-31593 - X-Coordinate,STARLINK-31871 - X-Coordinate,STARLINK-2463 - X-Coordinate,STARLINK-31953 - X-Coordinate,STARLINK-31568 - X-Coordinate,STARLINK-5644 - X-Coordinate,STARLINK-2737 - X-Coordinate,STARLINK-2462 - X-Coordinate,STARLINK-3457 - X-Coordinate,STARLINK-2191 - X-Coordinate,STARLINK-5270 - X-Coordinate,STARLINK-4686 - X-Coordinate,STARLINK-5462 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-32149 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-5598 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-3714 - X-Coordinate,STARLINK-1573 - X-Coordinate,STARLINK-1048 - X-Coordinate,STARLINK-31372 - X-Coordinate,STARLINK-32037 - X-Coordinate,STARLINK-3330 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-2413 - X-Coordinate,STARLINK-3604 - X-Coordinate,STARLINK-2166 - X-Coordinate,STARLINK-4419 - X-Coordinate,STARLINK-30546 - X-Coordinate,STARLINK-5337 - X-Coordinate,STARLINK-31081 - X-Coordinate,STARLINK-2515 - X-Coordinate,STARLINK-30248 - X-Coordinate,STARLINK-2240 - X-Coordinate,STARLINK-30387 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-30562 - X-Coordinate,STARLINK-1572 - X-Coordinate,STARLINK-3685 - X-Coordinate,STARLINK-4253 - X-Coordinate,STARLINK-2051 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-2720 - X-Coordinate,STARLINK-1332 - X-Coordinate,STARLINK-31236 - X-Coordinate,STARLINK-1132 - X-Coordinate,STARLINK-4543 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5082 - Y-Coordinate,STARLINK-2561 - Y-Coordinate,STARLINK-31807 - Y-Coordinate,STARLINK-6107 - Y-Coordinate,STARLINK-3277 - Y-Coordinate,STARLINK-1267 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-5479 - Y-Coordinate,STARLINK-11148 [DTC] - Y-Coordinate,STARLINK-5168 - Y-Coordinate,STARLINK-4033 - Y-Coordinate,STARLINK-4067 - Y-Coordinate,STARLINK-2015 - Y-Coordinate,STARLINK-1648 - Y-Coordinate,STARLINK-2361 - Y-Coordinate,STARLINK-5034 - Y-Coordinate,STARLINK-1283 - Y-Coordinate,STARLINK-30953 - Y-Coordinate,STARLINK-3945 - Y-Coordinate,STARLINK-2547 - Y-Coordinate,STARLINK-4476 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-1183 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-2054 - Y-Coordinate,STARLINK-5666 - Y-Coordinate,STARLINK-4390 - Y-Coordinate,STARLINK-2428 - Y-Coordinate,STARLINK-3103 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-31903 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-2748 - Y-Coordinate,STARLINK-1773 - Y-Coordinate,STARLINK-30227 - Y-Coordinate,STARLINK-4637 - Y-Coordinate,STARLINK-30094 - Y-Coordinate,STARLINK-2013 - Y-Coordinate,STARLINK-1890 - Y-Coordinate,STARLINK-11097 [DTC] - Y-Coordinate,STARLINK-3940 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-3606 - Y-Coordinate,STARLINK-31376 - Y-Coordinate,STARLINK-1411 - Y-Coordinate,STARLINK-4447 - Y-Coordinate,STARLINK-31593 - Y-Coordinate,STARLINK-31871 - Y-Coordinate,STARLINK-2463 - Y-Coordinate,STARLINK-31953 - Y-Coordinate,STARLINK-31568 - Y-Coordinate,STARLINK-5644 - Y-Coordinate,STARLINK-2737 - Y-Coordinate,STARLINK-2462 - Y-Coordinate,STARLINK-3457 - Y-Coordinate,STARLINK-2191 - Y-Coordinate,STARLINK-5270 - Y-Coordinate,STARLINK-4686 - Y-Coordinate,STARLINK-5462 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-32149 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-5598 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-3714 - Y-Coordinate,STARLINK-1573 - Y-Coordinate,STARLINK-1048 - Y-Coordinate,STARLINK-31372 - Y-Coordinate,STARLINK-32037 - Y-Coordinate,STARLINK-3330 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-2413 - Y-Coordinate,STARLINK-3604 - Y-Coordinate,STARLINK-2166 - Y-Coordinate,STARLINK-4419 - Y-Coordinate,STARLINK-30546 - Y-Coordinate,STARLINK-5337 - Y-Coordinate,STARLINK-31081 - Y-Coordinate,STARLINK-2515 - Y-Coordinate,STARLINK-30248 - Y-Coordinate,STARLINK-2240 - Y-Coordinate,STARLINK-30387 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-30562 - Y-Coordinate,STARLINK-1572 - Y-Coordinate,STARLINK-3685 - Y-Coordinate,STARLINK-4253 - Y-Coordinate,STARLINK-2051 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-2720 - Y-Coordinate,STARLINK-1332 - Y-Coordinate,STARLINK-31236 - Y-Coordinate,STARLINK-1132 - Y-Coordinate,STARLINK-4543 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5082 - Z-Coordinate,STARLINK-2561 - Z-Coordinate,STARLINK-31807 - Z-Coordinate,STARLINK-6107 - Z-Coordinate,STARLINK-3277 - Z-Coordinate,STARLINK-1267 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-5479 - Z-Coordinate,STARLINK-11148 [DTC] - Z-Coordinate,STARLINK-5168 - Z-Coordinate,STARLINK-4033 - Z-Coordinate,STARLINK-4067 - Z-Coordinate,STARLINK-2015 - Z-Coordinate,STARLINK-1648 - Z-Coordinate,STARLINK-2361 - Z-Coordinate,STARLINK-5034 - Z-Coordinate,STARLINK-1283 - Z-Coordinate,STARLINK-30953 - Z-Coordinate,STARLINK-3945 - Z-Coordinate,STARLINK-2547 - Z-Coordinate,STARLINK-4476 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-1183 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-2054 - Z-Coordinate,STARLINK-5666 - Z-Coordinate,STARLINK-4390 - Z-Coordinate,STARLINK-2428 - Z-Coordinate,STARLINK-3103 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-31903 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-2748 - Z-Coordinate,STARLINK-1773 - Z-Coordinate,STARLINK-30227 - Z-Coordinate,STARLINK-4637 - Z-Coordinate,STARLINK-30094 - Z-Coordinate,STARLINK-2013 - Z-Coordinate,STARLINK-1890 - Z-Coordinate,STARLINK-11097 [DTC] - Z-Coordinate,STARLINK-3940 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-3606 - Z-Coordinate,STARLINK-31376 - Z-Coordinate,STARLINK-1411 - Z-Coordinate,STARLINK-4447 - Z-Coordinate,STARLINK-31593 - Z-Coordinate,STARLINK-31871 - Z-Coordinate,STARLINK-2463 - Z-Coordinate,STARLINK-31953 - Z-Coordinate,STARLINK-31568 - Z-Coordinate,STARLINK-5644 - Z-Coordinate,STARLINK-2737 - Z-Coordinate,STARLINK-2462 - Z-Coordinate,STARLINK-3457 - Z-Coordinate,STARLINK-2191 - Z-Coordinate,STARLINK-5270 - Z-Coordinate,STARLINK-4686 - Z-Coordinate,STARLINK-5462 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-32149 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-5598 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-3714 - Z-Coordinate,STARLINK-1573 - Z-Coordinate,STARLINK-1048 - Z-Coordinate,STARLINK-31372 - Z-Coordinate,STARLINK-32037 - Z-Coordinate,STARLINK-3330 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-2413 - Z-Coordinate,STARLINK-3604 - Z-Coordinate,STARLINK-2166 - Z-Coordinate,STARLINK-4419 - Z-Coordinate,STARLINK-30546 - Z-Coordinate,STARLINK-5337 - Z-Coordinate,STARLINK-31081 - Z-Coordinate,STARLINK-2515 - Z-Coordinate,STARLINK-30248 - Z-Coordinate,STARLINK-2240 - Z-Coordinate,STARLINK-30387 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-30562 - Z-Coordinate,STARLINK-1572 - Z-Coordinate,STARLINK-3685 - Z-Coordinate,STARLINK-4253 - Z-Coordinate,STARLINK-2051 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-2720 - Z-Coordinate,STARLINK-1332 - Z-Coordinate,STARLINK-31236 - Z-Coordinate,STARLINK-1132 - Z-Coordinate,STARLINK-4543 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6304.0373,-2605.8100,-3993.2142,-4730.3142,6613.2118,-6243.4548,-5397.3520,2119.1906,-2890.3655,-1480.4685,-5684.7535,5486.9778,-656.0988,5086.5749,955.7120,-5561.3508,-4374.7290,-4008.9865,4747.2639,-1104.4186,6883.9694,2516.2142,-3754.3530,4550.4465,-2043.6942,1959.8953,3226.7417,-4132.0637,-4499.4167,2910.7784,2604.8463,5118.3208,-2568.2992,-3343.7802,2665.4939,-4956.7403,-225.2512,-3344.3678,-566.1529,3127.0473,4629.2447,4739.0645,-5845.0470,4367.7422,-920.3104,-3688.9776,4532.2922,-702.4719,-1126.4508,835.4316,613.1205,3574.0087,-4854.8878,6256.8289,-3200.0129,-4573.4011,-772.6433,0.0000,-1864.1816,5812.1879,-5358.3893,3659.9072,4912.0883,4381.4179,-5332.2941,-6288.3755,-6721.3397,4295.8387,-4093.8433,3836.2563,-5984.2485,3876.9825,4157.1598,-2247.0823,-6050.3417,2895.0164,5035.1977,-2829.6611,5258.9455,-2392.7725,-2015.6289,-6195.4987,2130.7254,5360.6634,-1405.1061,3951.7934,5473.1081,-2219.0706,-3716.3642,-660.5404,-1462.6472,4725.1170,6378.8170,2078.3071,3849.3946,-1674.3062,798.3555,5519.5294,-6436.6268,-1540.9685,-293975.5457,-302059.9888,-286900.9358,-287283.5078,-288879.2266,-289086.9768,-296331.8138,-292795.5849,-1907747.2652,-1887863.7671,-1908775.6219,-1892405.9752,-292564.2670,-1898532.3644,2843.1089,6402.7287,-4369.9834,-3895.6670,2026.0311,560.9699,-1081.1989,-4434.8490,-3194.9145,6363.3281,3624.5921,-3978.1819,4303.3700,-516.9993,6208.0264,4073.7259,2963.0227,-3501.9003,-241.1054,6706.5493,-370.6618,4430.9369,4841.2777,-17.3992,-4614.9055,4442.1672,-2706.4587,-5533.8515,2112.2587,-6260.4422,5058.3485,15.5344,-6316.9413,-2389.6465,-3642.2318,-782.8496,5435.2224,-4296.3002,-6509.3412,5621.9755,4820.2695,1638.5208,2122.3566,4069.5362,6268.2503,-5557.6606,2026.2514,4074.8936,6735.4003,-5259.6503,4242.2630,3692.5016,-1701.2033,-830.1087,-3361.7878,413.0399,4895.8789,0.0000,-2512.4041,2561.3409,4240.6780,4422.9270,3971.3303,4109.9768,-2889.3040,-772.5175,-1071.4917,-1811.1431,-1702.0106,5146.4477,-2643.8916,1476.0625,5485.2754,-4976.0831,-2279.8930,-6098.2609,-1439.9502,-6170.6815,-788.8184,4634.7040,71.8294,-1392.4472,5684.5571,763.0728,-5256.5553,-3176.2274,-865.1657,5674.8990,-5792.8713,4840.2049,-6551.8193,-1670.6827,2146.0956,-6259.9445,2322.8252,-4701.0523,-5176.9616,3570.8178,-33.1308,-3983.5639,-214261.8024,-190872.6377,-209764.7591,-210014.8964,-201533.7567,-203640.3268,-207198.5890,-208154.7379,302598884.2626,302604912.1863,302626527.6241,302617096.6726,-207475.1750,302612707.4251,-289.5872,-261.0770,3346.0576,3212.2855,-104.2109,-2869.4879,-4013.8446,4904.6955,5152.3237,-2236.8753,-1467.3836,1266.9858,-5218.6827,4603.6893,-2783.6041,275.7379,4361.9986,4325.1116,5012.7255,517.8650,-99.1053,-4524.0405,3218.7680,5163.2575,4703.2358,-4839.3071,-5495.8570,-9.2811,4812.7093,-187.0608,3981.7653,4692.5672,-516.7682,-5449.4433,-5163.9691,-4764.5572,4269.6313,4237.9482,2310.2982,2534.8729,-1505.7256,-4500.9405,2927.6381,-3270.2414,-2759.7970,-1398.5402,-4806.2242,-5568.2846,-32.1916,4254.1544,5377.8925,-4441.8093,4482.9415,-3015.2308,4887.6828,-5173.7469,-4818.5005,0.0000,-6205.1967,-2758.0852,1262.7368,-3843.5662,-2716.9587,-3447.5011,-3389.8437,-2831.0732,1131.6588,-4837.7744,-5315.3565,2350.8712,1972.2085,5508.4655,-509.9147,-4077.8010,-1676.8950,-976.4725,-4509.3747,1202.3509,-4406.6954,4514.1799,-6645.4759,2883.7282,3363.4886,-3992.8101,-4200.0567,4722.1486,4127.2590,-3291.4716,-598.1289,-4910.4898,-1085.1173,-4748.2517,1527.1517,-1900.9510,-5193.0471,-4716.4736,-4521.5583,1830.8507,-2519.3749,-5427.6003,92391.8563,88961.2796,91039.1022,93667.7649,95877.1812,86124.7913,82355.3516,88768.9286,-136930700.0646,-136957551.9886,-136959003.0091,-136932510.9085,90396.0143,-136942590.6638,
300.000,6666.9269,-1337.2310,-4705.1025,-6045.0030,6658.4099,-6511.6201,-4965.1860,512.1731,-3853.7630,-20.8992,-5059.1111,4763.8724,1272.3172,5555.5843,2325.9628,-4634.2005,-2489.9165,-5492.2115,5239.2106,127.4443,6449.5087,4367.8715,-2587.4488,3639.3443,-3909.4733,3837.6839,1519.2779,-5126.1854,-3069.9293,1654.4613,3709.5219,4715.8182,-3794.2171,-4324.7382,1383.9002,-4156.4714,1782.8132,-4973.0514,-2100.5872,4413.0896,5553.3980,5901.0041,-4411.1882,4919.3711,553.0856,-4624.0860,4276.9414,-904.9580,412.7357,-1265.6118,2583.1013,4637.6753,-5650.2781,6307.5949,-3865.7440,-4904.0401,1157.8241,0.0000,-2348.4431,6674.3619,-4997.6076,5169.7381,4993.4108,4953.3861,-4552.2127,-5654.2634,-6287.5947,4115.4483,-4145.4221,4338.7918,-6652.7093,4324.0084,4829.6589,-3693.5477,-5752.0127,1753.8220,3876.6137,-3926.3373,5659.9104,-369.2535,-28.7976,-6805.2337,2393.7201,5917.9735,-3084.2820,2472.5132,5848.0954,-275.4605,-4626.6048,1020.3103,-2645.0511,3100.9603,6824.2259,933.3843,5262.2911,-3518.0603,-730.9806,6315.1349,-5505.2788,-3560.9513,-289280.0734,-297934.0952,-282547.7580,-282962.6797,-284470.5059,-284710.0671,-291853.3379,-288180.9759,-8511778.1822,-8491568.1864,-8513037.2158,-8496805.7773,-288156.4570,-8502535.5406,1370.2291,6476.8848,-2503.8608,-2766.8991,789.8655,1925.2996,979.9366,-3407.8200,-1213.9121,5795.7611,4676.9724,-4956.5580,4997.0728,-2261.7563,6371.4998,4878.5384,3692.6643,-2147.3667,-2100.3378,6691.5113,-1547.6516,3460.7249,6123.3017,-1973.4803,-3556.8088,4285.9071,-4049.8081,-4369.0858,906.3964,-6412.4789,5481.8843,-2099.5816,-5323.0542,-438.9315,-5177.5767,1132.8739,4760.8360,-3837.6712,-5588.2262,5263.9903,3997.0122,242.3259,3060.6332,2167.7615,5487.5959,-4162.3225,-45.0408,2033.1374,6646.7859,-4836.2435,3301.6299,1799.6538,212.7009,-2513.0350,-1310.6375,2364.2877,4104.0933,0.0000,-382.3466,1507.0203,4753.4217,3935.2190,2304.5362,2215.8862,-1590.6200,987.1644,237.4046,-3739.0422,462.2433,3618.4728,-1559.7444,-651.6298,4379.0275,-3432.4133,-796.1906,-6533.9570,-3249.4261,-5636.1705,-2476.8311,4403.0973,-1023.3334,158.1339,4194.6274,-1109.7261,-5459.0236,-4718.0681,-2486.5296,5493.7013,-4982.3228,5687.6451,-6218.6327,-2963.8126,1002.0366,-6798.0826,902.3875,-4714.2924,-6064.3931,2592.0493,1295.5100,-3474.2004,-220660.7448,-197220.4736,-216001.6362,-216150.8353,-207638.7611,-209745.7331,-213322.1145,-213850.3677,302486258.3234,302492227.4479,302513274.6520,302504899.2564,-213609.5997,302500007.4102,1249.0167,-2033.3073,4220.6387,1922.3705,1693.1899,-1184.5821,-4560.6981,6026.5990,5364.5230,-3755.9164,342.1509,-548.6138,-4425.9764,3373.7817,-1084.7144,-1531.2420,5204.9912,3504.7612,3985.2348,-1302.9205,-1888.3041,-3920.5895,1930.3835,5497.3129,4434.6025,-3726.2409,-5406.3640,1518.7947,6131.1548,-1965.4751,2109.0703,4644.1647,-2012.7172,-5262.3606,-4278.9532,-5415.1853,4686.9129,2858.4178,3516.4031,809.6150,304.4245,-3242.6609,4287.9958,-4176.1882,-4164.6048,-2785.0353,-5427.0516,-6568.7000,1505.2351,4633.0344,5451.8667,-4625.0356,3822.0812,-1680.3806,5362.6285,-4267.0112,-5440.7203,0.0000,-6528.7381,-1056.2558,-862.1677,-2346.8608,-4129.9293,-4305.1901,-5002.1488,-3901.1899,2826.1303,-3770.0756,-5523.4366,3844.4723,183.1911,5332.4035,-2268.6617,-4584.6368,-3303.4917,851.5328,-4709.0968,-610.5356,-3085.5888,5295.9216,-6868.7685,1523.1463,4981.5283,-2999.9196,-2814.5673,4431.0573,2717.3453,-4208.7138,1213.2239,-3818.5132,742.0439,-5409.7282,-279.5843,-112.8364,-4320.3109,-3540.8847,-3249.9018,31.2806,-3975.0513,-4790.4595,92335.2817,88826.7520,91018.6568,93383.7024,95843.5478,86242.8162,82124.2039,88523.3303,-136931640.8126,-136958105.6896,-136960176.4693,-136933654.7638,90277.2166,-136943595.5923,
600.000,6384.4015,85.0369,-4975.1271,-6768.4117,6046.4872,-6130.3380,-4066.6389,-1200.0777,-4457.4202,1478.0019,-3923.0377,3558.0048,3037.6349,5492.2300,3448.7531,-3232.1420,-356.6353,-6436.7398,5245.6385,1360.9351,5366.8865,5780.5846,-1187.1817,2416.1043,-5407.5357,5309.3899,-298.7180,-5629.0211,-1259.9098,213.1657,4415.4779,3903.7489,-4655.4989,-4911.2992,6.7206,-2995.4710,3639.1047,-6093.8764,-3463.4745,5253.4145,5910.0034,6441.2391,-2531.9769,5008.0156,2012.8988,-5112.9073,3654.9228,-917.7051,1924.5836,-3253.8303,4320.0187,5265.0334,-5899.8007,5772.4816,-4178.7839,-4790.5174,3007.0122,0.0000,-2679.7299,6872.8655,-4121.3808,6153.4555,4610.1281,5086.1024,-3354.0666,-4497.3080,-5232.9117,3530.7937,-3849.4575,4435.8559,-6633.8481,4396.8844,5040.3537,-4802.4153,-4838.9747,420.8660,2375.8723,-4634.5272,5520.4203,1712.5552,2004.6945,-6771.5182,2478.2903,5866.5829,-4429.7682,788.4827,5660.8431,1716.3439,-5085.6964,2567.0942,-3558.1195,1195.4571,6586.6085,-305.4878,6164.1575,-4986.2919,-2156.0857,6455.8777,-4040.7161,-5227.6331,-284444.0557,-293674.1404,-278069.4450,-278518.7127,-279934.8857,-280209.3679,-287246.2355,-283455.6127,-15111797.5722,-15091258.7992,-15113261.4360,-15097220.6722,-283619.9784,-15102523.7404,-247.4338,5917.1598,-377.5778,-1386.9635,-543.3212,3083.7289,2960.7058,-2094.1560,874.1600,4670.4866,5262.8668,-5441.5702,5209.0182,-3752.0761,5892.8502,5208.2793,4104.7112,-610.6099,-3723.4611,5982.5460,-2590.6808,2175.1074,6807.4216,-3762.5686,-2189.4995,3732.1589,-5039.5077,-2766.7504,-325.2024,-5934.3802,5365.7592,-4019.6044,-3785.5015,1526.1779,-6203.6203,2970.8262,3662.1015,-3025.8523,-4135.9529,4388.6689,2760.8796,-1144.6017,3737.8951,37.0582,4183.2365,-2332.8471,-2130.7285,-228.1299,5884.9891,-3962.7006,2083.8509,-259.0480,2080.0686,-3945.9617,870.0663,4058.1422,2956.4054,0.0000,1770.0186,314.9849,4791.5276,3079.2606,380.4038,101.4425,-81.0659,2681.5999,1553.2641,-5248.0251,2582.6268,1702.5982,-316.7054,-2697.7847,2820.4705,-1561.4724,808.5147,-6293.4077,-4769.2240,-4531.9762,-3892.8450,3787.5121,-1922.9161,1679.5968,2268.6262,-2842.4793,-5132.3361,-5827.6834,-3837.0735,4813.8918,-3665.7892,6000.1011,-5230.1230,-4016.2483,-245.4714,-6642.9378,-565.8153,-4284.6615,-6368.4089,1344.9651,2537.9068,-2672.8927,-226949.0211,-203480.1104,-222143.9664,-222194.3431,-213650.9697,-215763.1772,-219348.9824,-219424.9147,302229526.5650,302235451.7416,302255909.1987,302248572.2877,-219650.4197,302243203.2282,2653.0986,-3586.5853,4617.2404,425.5341,3307.9279,629.3611,-4594.4310,6508.7457,4947.7906,-4868.8311,2114.4635,-2304.5523,-3131.6407,1775.0669,733.5595,-3172.0014,5472.4552,2297.6360,2527.5095,-2977.1358,-3472.1439,-2875.8790,434.3626,5231.9666,3685.3525,-2201.0766,-4737.7774,2882.2322,6791.6206,-3531.2296,11.9512,4102.0278,-3284.3383,-4487.1093,-2921.7782,-5484.8110,4599.6976,1168.8757,4345.7780,-1002.9847,2080.7392,-1606.8057,5177.8711,-4610.9932,-5120.2014,-3858.1188,-5463.1432,-6870.3950,2873.9437,4491.4265,4930.1645,-4283.3467,2733.0880,-170.0854,5215.7410,-2901.2632,-5477.4404,0.0000,-6161.6901,759.1321,-2895.4751,-596.2783,-5090.6052,-4701.6733,-6083.9239,-4555.5568,4213.5826,-2260.2583,-5139.4098,4909.1056,-1626.3259,4578.3214,-3781.4322,-4576.1560,-4535.6747,2583.6785,-4401.1719,-2357.0094,-1430.5533,5503.8255,-6364.6741,2.3857,6069.0319,-1656.1733,-1120.0558,3665.7457,1013.9452,-4674.8844,2893.1530,-2317.1555,2484.9491,-5486.8374,-2056.0112,1687.7078,-2972.9304,-1975.5902,-1628.5796,-1771.8306,-5002.1931,-3635.9497,92276.4275,88692.2508,90996.7348,93094.7283,95806.4308,86367.0703,81897.9985,88416.0867,-136932586.6761,-136958651.8770,-136961344.8333,-136934818.0585,90158.3541,-136944600.2308,
