sl_100_5400_20271227 Coordinates.csv
2027/12/27 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:12 2024,
Start: 2027/12/27 07:47:00.00, Stop: 2027/12/27 09:17:00.00,
TIME_UNITS,STARLINK-4284 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-32004 - X-Coordinate,STARLINK-5057 - X-Coordinate,STARLINK-2016 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-3459 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-4795 - X-Coordinate,STARLINK-3649 - X-Coordinate,STARLINK-4471 - X-Coordinate,STARLINK-30444 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-1646 - X-Coordinate,STARLINK-5715 - X-Coordinate,STARLINK-1667 - X-Coordinate,STARLINK-4153 - X-Coordinate,STARLINK-3849 - X-Coordinate,STARLINK-4545 - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-2739 - X-Coordinate,STARLINK-31293 - X-Coordinate,STARLINK-2712 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-31733 - X-Coordinate,STARLINK-30564 - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-3660 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-3702 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-11283 [DTC] - X-Coordinate,STARLINK-4169 - X-Coordinate,STARLINK-31766 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-1246 - X-Coordinate,STARLINK-32038 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-31237 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-1887 - X-Coordinate,STARLINK-30797 - X-Coordinate,STARLINK-30509 - X-Coordinate,STARLINK-6072 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-31796 - X-Coordinate,STARLINK-3636 - X-Coordinate,STARLINK-3106 - X-Coordinate,STARLINK-2689 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-31268 - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-31624 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-3457 - X-Coordinate,STARLINK-30879 - X-Coordinate,STARLINK-6327 - X-Coordinate,STARLINK-5325 - X-Coordinate,STARLINK-5956 - X-Coordinate,STARLINK-5860 - X-Coordinate,STARLINK-1058 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-31433 - X-Coordinate,STARLINK-30329 - X-Coordinate,STARLINK-31929 - X-Coordinate,STARLINK-4062 - X-Coordinate,STARLINK-1273 - X-Coordinate,STARLINK-2021 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-4660 - X-Coordinate,STARLINK-5859 - X-Coordinate,STARLINK-31002 - X-Coordinate,STARLINK-4541 - X-Coordinate,STARLINK-1470 - X-Coordinate,STARLINK-4542 - X-Coordinate,STARLINK-30175 - X-Coordinate,STARLINK-4182 - X-Coordinate,STARLINK-3670 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-5407 - X-Coordinate,STARLINK-1009 - X-Coordinate,STARLINK-4404 - X-Coordinate,STARLINK-30343 - X-Coordinate,STARLINK-31269 - X-Coordinate,STARLINK-31850 - X-Coordinate,STARLINK-2467 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-4589 - X-Coordinate,STARLINK-30953 - X-Coordinate,STARLINK-2514 - X-Coordinate,STARLINK-1540 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4284 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-32004 - Y-Coordinate,STARLINK-5057 - Y-Coordinate,STARLINK-2016 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-3459 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-4795 - Y-Coordinate,STARLINK-3649 - Y-Coordinate,STARLINK-4471 - Y-Coordinate,STARLINK-30444 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-1646 - Y-Coordinate,STARLINK-5715 - Y-Coordinate,STARLINK-1667 - Y-Coordinate,STARLINK-4153 - Y-Coordinate,STARLINK-3849 - Y-Coordinate,STARLINK-4545 - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-2739 - Y-Coordinate,STARLINK-31293 - Y-Coordinate,STARLINK-2712 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-31733 - Y-Coordinate,STARLINK-30564 - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-3660 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-3702 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-11283 [DTC] - Y-Coordinate,STARLINK-4169 - Y-Coordinate,STARLINK-31766 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-1246 - Y-Coordinate,STARLINK-32038 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-31237 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-1887 - Y-Coordinate,STARLINK-30797 - Y-Coordinate,STARLINK-30509 - Y-Coordinate,STARLINK-6072 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-31796 - Y-Coordinate,STARLINK-3636 - Y-Coordinate,STARLINK-3106 - Y-Coordinate,STARLINK-2689 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-31268 - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-31624 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-3457 - Y-Coordinate,STARLINK-30879 - Y-Coordinate,STARLINK-6327 - Y-Coordinate,STARLINK-5325 - Y-Coordinate,STARLINK-5956 - Y-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-1058 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-31433 - Y-Coordinate,STARLINK-30329 - Y-Coordinate,STARLINK-31929 - Y-Coordinate,STARLINK-4062 - Y-Coordinate,STARLINK-1273 - Y-Coordinate,STARLINK-2021 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-4660 - Y-Coordinate,STARLINK-5859 - Y-Coordinate,STARLINK-31002 - Y-Coordinate,STARLINK-4541 - Y-Coordinate,STARLINK-1470 - Y-Coordinate,STARLINK-4542 - Y-Coordinate,STARLINK-30175 - Y-Coordinate,STARLINK-4182 - Y-Coordinate,STARLINK-3670 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-5407 - Y-Coordinate,STARLINK-1009 - Y-Coordinate,STARLINK-4404 - Y-Coordinate,STARLINK-30343 - Y-Coordinate,STARLINK-31269 - Y-Coordinate,STARLINK-31850 - Y-Coordinate,STARLINK-2467 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-4589 - Y-Coordinate,STARLINK-30953 - Y-Coordinate,STARLINK-2514 - Y-Coordinate,STARLINK-1540 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4284 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-32004 - Z-Coordinate,STARLINK-5057 - Z-Coordinate,STARLINK-2016 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-3459 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-4795 - Z-Coordinate,STARLINK-3649 - Z-Coordinate,STARLINK-4471 - Z-Coordinate,STARLINK-30444 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-1646 - Z-Coordinate,STARLINK-5715 - Z-Coordinate,STARLINK-1667 - Z-Coordinate,STARLINK-4153 - Z-Coordinate,STARLINK-3849 - Z-Coordinate,STARLINK-4545 - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-2739 - Z-Coordinate,STARLINK-31293 - Z-Coordinate,STARLINK-2712 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-31733 - Z-Coordinate,STARLINK-30564 - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-3660 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-3702 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-11283 [DTC] - Z-Coordinate,STARLINK-4169 - Z-Coordinate,STARLINK-31766 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-1246 - Z-Coordinate,STARLINK-32038 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-31237 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-1887 - Z-Coordinate,STARLINK-30797 - Z-Coordinate,STARLINK-30509 - Z-Coordinate,STARLINK-6072 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-31796 - Z-Coordinate,STARLINK-3636 - Z-Coordinate,STARLINK-3106 - Z-Coordinate,STARLINK-2689 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-31268 - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-31624 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-3457 - Z-Coordinate,STARLINK-30879 - Z-Coordinate,STARLINK-6327 - Z-Coordinate,STARLINK-5325 - Z-Coordinate,STARLINK-5956 - Z-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-1058 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-31433 - Z-Coordinate,STARLINK-30329 - Z-Coordinate,STARLINK-31929 - Z-Coordinate,STARLINK-4062 - Z-Coordinate,STARLINK-1273 - Z-Coordinate,STARLINK-2021 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-4660 - Z-Coordinate,STARLINK-5859 - Z-Coordinate,STARLINK-31002 - Z-Coordinate,STARLINK-4541 - Z-Coordinate,STARLINK-1470 - Z-Coordinate,STARLINK-4542 - Z-Coordinate,STARLINK-30175 - Z-Coordinate,STARLINK-4182 - Z-Coordinate,STARLINK-3670 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-5407 - Z-Coordinate,STARLINK-1009 - Z-Coordinate,STARLINK-4404 - Z-Coordinate,STARLINK-30343 - Z-Coordinate,STARLINK-31269 - Z-Coordinate,STARLINK-31850 - Z-Coordinate,STARLINK-2467 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-4589 - Z-Coordinate,STARLINK-30953 - Z-Coordinate,STARLINK-2514 - Z-Coordinate,STARLINK-1540 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3507.5949,-2050.5012,4626.4615,-2835.9571,-1059.4734,5525.6119,-2181.9892,602.8197,-3645.4566,-997.3838,-6096.6370,-4437.5504,-6691.8559,4919.9714,-5155.3021,3496.6945,4444.0584,3946.6700,-6853.0133,4236.5162,-2918.8055,78.4648,722.7367,-1723.0598,-2575.3228,-4432.0618,2935.0518,-4458.7358,158.8382,5847.9573,391.0880,2646.0884,1964.7703,-561.7199,-2718.5394,6236.0958,-5730.0102,6380.1366,-1740.1175,4632.2056,2560.5811,-1742.6620,4471.0383,4691.0091,5689.8671,2535.2110,145.7548,-6748.1418,3663.4727,-4766.4515,3120.0929,-300.6583,5619.5056,-3971.2449,5255.1437,5058.6585,-5716.5572,0.0000,1436.8526,-5509.0961,-326.3330,-4597.5466,4721.4356,5428.2835,5522.2005,-2665.4965,1684.1521,-2930.3588,3973.8594,-4133.2590,-3889.1772,-6184.9702,-1668.0573,-1069.3805,-2949.4481,-5389.8873,-5446.2996,-2399.3510,4568.7344,-2517.5150,-3395.9542,6770.6332,4025.4925,611.6923,5707.9506,-4378.6938,3009.8418,5377.6046,4903.1039,-3736.1316,6006.8231,6480.4428,-4139.8071,1767.4385,3180.3942,-3173.8779,4835.7675,5944.9997,2674.1762,-4918.8583,-183332.1314,-199608.6262,-187546.6583,-187754.7812,-194020.0327,-193021.4785,-196706.0466,-193950.9411,-32843276.5426,-32820022.9886,-32848434.0328,-32826036.9241,-193511.1286,-32836145.1513,5282.6069,-5104.0990,-3809.2893,-3754.0530,-5664.5999,2907.8538,3549.3821,-6659.1610,-5353.7628,6183.3627,1900.2826,-3242.4980,1067.6357,1142.4730,1854.5176,-3867.1874,-718.9385,-2538.2957,-810.6512,2723.2851,4207.2761,-6778.8093,6150.6120,4924.3331,-5108.3485,669.5061,3317.2015,712.6151,-5614.0048,2679.6845,2839.2254,4793.5116,-3715.9910,-6769.5937,3542.6879,-263.7801,-130.6797,2562.8448,4866.2206,1789.9968,3331.8907,-4958.4362,-4216.2690,221.7550,2273.7443,-3653.6544,5072.3468,-863.1147,-4217.2547,-5006.5893,-347.7715,-6754.1727,-3147.6346,-1205.3217,-977.6225,-3329.5192,-2078.3826,0.0000,6106.9730,2405.1033,-5605.9030,4693.1250,2438.8285,3076.8182,2850.2186,519.9858,-5207.5606,-5320.0739,1564.7711,-3666.1464,5652.8462,1253.6920,-6734.4864,-5073.7739,6238.5053,3737.0132,1487.5323,4502.8771,809.2525,1684.7646,5998.6227,1313.4080,1202.1715,-4296.5290,2865.2264,4967.2948,-3929.1692,267.8888,3458.9676,-1976.2601,-2944.8763,415.0431,5268.9426,-5469.8378,-4228.7258,5991.5721,-1150.6973,1015.9213,-3242.6830,-3961.7030,290970.1361,307077.2433,299918.6279,299714.2928,305642.0879,303813.2286,296672.4201,300179.1373,315013646.4200,315026762.0669,315029312.5057,315030366.0454,298651.8847,315028422.0606,-2741.6552,4099.3087,3227.0094,-5046.9946,-3759.7802,2964.0597,5466.0334,1566.2864,-2343.5340,-2922.6648,2763.9068,-4227.3982,1482.8397,4679.8066,-4240.0374,4149.2258,5223.2360,-5072.0083,-287.4535,4613.9030,4184.3766,914.1272,-2958.7522,-4554.7489,3695.4776,-5241.8024,-5316.4157,-5222.0029,-4002.7411,2552.3898,-6335.0082,-4223.4663,5417.3732,1336.9070,5000.8702,-2972.2113,-3700.8044,624.3628,4635.6779,4807.8870,-5203.6866,-4322.5043,-3011.6841,5049.4247,-3240.0947,5221.1631,-4729.2638,-1242.5649,3968.6629,-194.4258,-6202.1429,1403.9658,-2163.3050,-5526.5269,-4456.0723,-3321.1496,-3296.0724,0.0000,-2946.9483,-3454.3188,3860.0793,2201.4685,4406.6971,2822.9997,3047.2103,6387.9110,4217.5158,3319.6553,-5420.8283,4196.1237,776.5485,-2566.8319,-413.0858,4403.3445,-60.9964,2190.7870,-3962.1862,-4585.0483,-5118.4916,-6086.4759,812.1566,239.9564,-5483.5517,5347.6432,2637.7879,1953.6241,4735.8067,-4336.1724,-3480.3153,5441.2846,1847.1795,-2427.8188,1666.1406,-3662.6432,4418.3063,638.8762,-4806.4583,-3287.7173,5440.5541,-2684.6323,-172436.6165,-177961.3968,-175040.6488,-172628.7201,-170271.9173,-179944.6331,-183866.2992,-174933.0003,-130174441.6613,-130192641.7076,-130205039.5871,-130177790.6894,-175781.9536,-130186615.5790,
300.000,4800.8427,-3716.1262,2878.0487,-4655.7930,-2333.1495,6516.4670,-125.0842,-714.5883,-4851.3304,254.1263,-5057.3391,-4968.8303,-5804.2966,5929.4962,-3768.0054,1473.9027,3265.1139,3415.0408,-6579.2728,5700.3136,-859.6530,-1152.8379,2111.8480,176.3212,-3835.5313,-3292.6748,4694.2477,-4625.8188,-1427.9759,5785.3940,2019.8425,4316.3001,-158.9200,-2072.5673,-577.3792,6592.7535,-6330.4697,6360.6754,-316.3599,4269.3557,4399.9824,-3483.4816,3508.5359,3788.4476,5521.8999,1163.0615,2265.4048,-6881.2048,1730.6110,-5587.2722,4104.9500,-1521.2713,4145.9106,-4310.7130,6098.3699,4701.1896,-5195.2849,0.0000,2883.1538,-5100.2120,-2168.4288,-3857.1823,6038.3085,5510.3315,6540.0989,-1221.0577,-423.9294,-4039.2944,4183.1645,-4838.9224,-2819.7635,-6058.3666,-3054.3840,-3105.7443,-1713.0276,-4853.7287,-5628.6880,-567.7536,3960.8823,-391.7480,-2017.1016,6596.2916,4715.4174,-1346.9095,6632.1064,-3552.9798,2014.9421,4311.0931,5210.5712,-4868.4308,5339.4724,5788.0219,-2684.3560,-260.4938,1162.7898,-1744.0865,3367.4071,5368.9458,1133.1126,-5001.7134,-189261.8891,-205841.5952,-193786.6859,-194077.7740,-200287.4141,-199314.1109,-202907.8131,-200160.7589,-39711041.0253,-39687606.0608,-39715834.0377,-39694025.1035,-199761.8684,-39703831.6273,4856.1860,-5110.3934,-4218.6223,-3092.9317,-4274.8526,1917.5520,4282.0857,-6031.8083,-4851.5921,6792.7097,1118.9084,-1205.4723,1585.2861,-381.7992,3442.5688,-4102.6616,-2530.3635,-4405.1729,429.5166,1636.4328,4192.6724,-6202.8351,6401.2046,5713.8652,-3484.8923,2506.7125,2303.7159,2703.8587,-4513.8446,849.8434,1359.9564,4595.8219,-4241.4756,-6604.6907,3982.2324,-1617.9472,1324.0634,1249.0459,3699.1429,-267.2082,2325.4660,-5027.1282,-5631.5015,-1712.7223,339.5092,-5141.8918,4781.3887,348.1475,-4364.5610,-3702.1023,-2062.6181,-6725.4149,-4174.1292,934.9586,-2002.6988,-4759.3099,-378.9373,0.0000,4887.8367,4131.9824,-4635.6010,5742.0327,1304.9705,1184.5445,1484.6974,2191.9673,-5073.9986,-3704.0881,-603.0036,-1686.7040,6219.0964,2896.8152,-6138.4320,-4812.5270,6425.1898,4909.9526,3100.1585,5520.7931,-1242.3341,2301.0665,6602.8690,57.5091,-801.5715,-4929.7860,1508.6672,5919.7076,-5492.7311,-1414.3419,1501.7824,-199.0670,-2134.3548,-1252.7288,5445.4139,-5197.8627,-4315.0544,6520.3242,-2628.7763,-864.1685,-4693.0383,-2296.3786,287081.1674,302758.5668,295680.5351,295538.3800,301545.0725,299692.7563,292602.2668,295776.6355,314223802.8396,314237174.3364,314238945.6874,314241038.8170,294530.2103,314238573.5312,-1035.9304,2677.3138,4496.5247,-4044.0878,-4861.7370,1291.1425,5374.9411,3199.0741,-590.1783,-1242.4659,4642.7138,-4683.8654,3447.5218,3483.8986,-4685.0130,5037.1549,5520.9890,-4082.4093,-2062.7985,3392.1214,5038.9678,2637.3626,-1284.8432,-3908.8999,4416.9717,-5518.2924,-4531.9736,-4351.9316,-5015.7965,3698.0229,-6513.0977,-2837.1369,5385.5621,-198.1345,5361.9932,-1299.3856,-2169.0574,2368.7501,5863.9083,5428.0377,-4469.3533,-2982.0710,-1672.8453,5500.7172,-4176.8460,4389.4976,-4485.6524,567.3710,4988.7286,-1709.3521,-5217.3759,-406.3731,-3400.9365,-5320.2300,-2687.2377,-1712.4002,-4554.1105,0.0000,-3981.4707,-2228.8605,4497.1088,440.3818,3086.7707,3886.4004,1718.8542,6471.4445,4669.6964,4225.1725,-5455.4364,4675.2787,-1040.9360,-1141.4569,1126.3417,3672.0240,-1851.5418,431.3063,-2502.8573,-4031.0753,-5522.0578,-6385.8479,-732.7145,2019.3589,-4983.6211,4619.1012,1230.5469,170.3746,3567.1490,-5216.2878,-4326.8225,4872.9229,3879.8547,-3606.3599,3284.2924,-4402.2982,5246.5872,-919.7932,-5436.9757,-4197.2356,4896.0797,-4101.4349,-172401.8594,-177936.5629,-174928.6702,-172780.5002,-170174.5695,-179690.5223,-183961.4849,-174515.4847,-130172169.3623,-130189768.2406,-130202804.8249,-130175272.3391,-175767.1360,-130184303.2744,
600.000,5606.7307,-4985.1944,816.2052,-6008.8618,-3423.7508,6855.9070,1921.5691,-1994.4802,-5563.2212,1466.4265,-3451.4130,-5065.0213,-4320.8443,6362.0659,-2043.2263,-722.8898,1809.2322,2589.2410,-5652.4414,6582.0791,1313.9310,-2295.5856,3272.4925,2033.8479,-4744.9667,-1874.7980,6000.7334,-4376.5121,-2918.4100,5187.1711,3503.2068,5542.0636,-2250.3551,-3383.5068,1620.2676,6297.2087,-6284.7441,5716.6135,1199.0093,3539.8483,5766.5378,-4840.7610,2207.4801,2559.6474,4853.5239,-282.2565,4166.9589,-6328.4765,-394.4605,-5875.1264,4727.7619,-2594.2692,2241.0997,-4280.3942,6340.3512,3889.7903,-4195.6135,0.0000,4086.7926,-4215.5281,-3820.3432,-2739.6205,6757.9031,5070.8761,6922.2226,282.5511,-2502.3233,-4795.7172,4036.6015,-5122.2787,-1458.3864,-5317.7377,-4157.0486,-4814.7709,-286.3245,-3838.3727,-5266.6032,1292.9338,3016.6077,1754.5516,-437.1270,5765.8009,4985.2937,-3142.0419,6906.8418,-2373.6083,854.7430,2855.3489,5055.2750,-5552.5288,4066.7598,4552.1597,-936.4431,-2282.0484,-984.6538,-127.3375,1599.5329,4288.2891,-477.2332,-4616.1839,-195111.3075,-211978.8255,-199942.3909,-200316.9976,-206468.0500,-205519.4152,-209023.7588,-206239.3448,-46559971.7362,-46536371.1235,-46564378.9859,-46543212.1033,-205924.8884,-46552684.0081,3953.3413,-4621.0248,-4238.1752,-2168.1656,-2473.3742,750.7726,4639.0854,-4801.4596,-3864.8300,6726.3640,277.8942,945.6255,1986.5819,-1833.1676,4732.8563,-3941.5622,-4127.0381,-5829.3165,1649.8417,419.3564,3760.1953,-4991.9568,6005.5718,5977.0282,-1518.8335,4130.2224,1111.4967,4406.2142,-2995.0820,-1085.2519,-193.7829,3969.1309,-4394.8862,-5796.5521,4050.5154,-2797.0797,2618.8876,-213.8540,2205.9813,-2319.7479,1113.5849,-4598.8365,-6473.5052,-3509.4462,-1649.1092,-6128.8179,4071.9648,1531.2260,-4121.2494,-2025.4662,-3525.3957,-6023.4538,-4803.9747,2968.4268,-2793.5075,-5702.5134,1394.2729,0.0000,3207.6638,5447.7030,-3223.7514,6220.3581,75.4199,-846.1081,-8.7273,3697.4033,-4488.3028,-1733.6865,-2704.6214,449.6952,6169.7272,4234.0970,-4948.2405,-4092.7730,5977.9616,5591.0822,4381.9000,6014.5832,-3194.8848,2752.9885,6572.4984,-1226.5797,-2698.3554,-5112.2397,16.4217,6278.9741,-6499.5088,-3000.6366,-611.1549,1559.8581,-1140.0809,-2829.7530,5105.9545,-4434.5221,-4027.1108,6384.7513,-3896.9620,-2686.2847,-5702.4332,-373.2835,283073.1169,298310.8092,291310.3998,291227.2865,297315.6026,295433.8140,288403.6681,291154.5928,313284255.6822,313297891.4069,313298892.1420,313301995.2684,290277.7391,313299025.2352,781.9609,959.9802,5258.2690,-2602.6532,-5433.0073,-521.1732,4695.5103,4479.5044,1227.6400,572.0695,6030.5607,-4640.3291,5043.7940,1908.1350,-4628.5906,5320.9089,5220.2439,-2652.0266,-3615.0089,1791.4165,5276.0858,4066.5514,530.9002,-2843.8337,4640.6746,-5197.0349,-3260.5697,-3010.8620,-5485.1658,4445.8534,-6003.5812,-1144.7760,4760.1419,-1711.9035,5091.1471,513.8354,-393.6800,3856.1309,6468.9793,5463.6474,-3202.0326,-1304.3674,-147.7846,5355.6656,-4667.0659,3073.9473,-3763.5793,2315.9920,5457.0470,-3040.0214,-3680.2928,-2172.7325,-4252.5462,-4540.8681,-634.0400,81.8442,-5322.8326,0.0000,-4590.2985,-764.7454,4628.1659,-1367.9353,1432.7778,4518.4952,205.6778,5868.0828,4617.9786,4676.7215,-4900.0279,4655.9287,-2745.7382,412.7406,2545.9102,2525.5042,-3441.2805,-1374.7099,-771.4334,-3032.3847,-5330.3245,-5964.7739,-2199.4647,3579.3605,-3945.8503,3387.7493,-309.6848,-1631.3637,2003.5847,-5535.0456,-4711.8958,3774.8604,5498.4857,-4399.4164,4546.5484,-4647.3851,5505.0605,-2374.6689,-5482.8427,-4645.7923,3815.9592,-5066.7168,-172367.6318,-177910.7907,-174818.1869,-172936.9783,-170080.5212,-179430.0066,-184051.5875,-174190.2000,-130169902.2359,-130186890.3057,-130200563.1039,-130172767.6324,-175752.2173,-130181990.6557,
