sl_100_5400_20271214 Coordinates.csv
2027/12/14 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:49 2024,
Start: 2027/12/14 07:47:00.00, Stop: 2027/12/14 09:17:00.00,
TIME_UNITS,STARLINK-4148 - X-Coordinate,STARLINK-31381 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-30310 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-30347 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-6188 - X-Coordinate,STARLINK-1166 - X-Coordinate,STARLINK-5921 - X-Coordinate,STARLINK-31497 - X-Coordinate,STARLINK-3643 - X-Coordinate,STARLINK-31988 - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-31860 - X-Coordinate,STARLINK-1296 - X-Coordinate,STARLINK-3088 - X-Coordinate,STARLINK-32027 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-30187 - X-Coordinate,STARLINK-6196 - X-Coordinate,STARLINK-30800 - X-Coordinate,STARLINK-31616 - X-Coordinate,STARLINK-3277 - X-Coordinate,STARLINK-30715 - X-Coordinate,STARLINK-5210 - X-Coordinate,STARLINK-5154 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-2429 - X-Coordinate,STARLINK-31070 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-3519 - X-Coordinate,STARLINK-30431 - X-Coordinate,STARLINK-4004 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-3597 - X-Coordinate,STARLINK-5244 - X-Coordinate,STARLINK-31684 - X-Coordinate,STARLINK-30795 - X-Coordinate,STARLINK-5452 - X-Coordinate,STARLINK-4055 - X-Coordinate,STARLINK-3335 - X-Coordinate,STARLINK-30149 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-31306 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-2666 - X-Coordinate,STARLINK-5368 - X-Coordinate,STARLINK-3149 - X-Coordinate,STARLINK-2756 - X-Coordinate,STARLINK-3687 - X-Coordinate,STARLINK-30173 - X-Coordinate,STARLINK-3783 - X-Coordinate,STARLINK-4723 - X-Coordinate,STARLINK-3809 - X-Coordinate,STARLINK-4309 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-31284 - X-Coordinate,STARLINK-6364 - X-Coordinate,STARLINK-31516 - X-Coordinate,STARLINK-1266 - X-Coordinate,STARLINK-6267 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-31347 - X-Coordinate,STARLINK-4162 - X-Coordinate,STARLINK-2310 - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-31472 - X-Coordinate,STARLINK-30354 - X-Coordinate,STARLINK-4035 - X-Coordinate,STARLINK-31914 - X-Coordinate,STARLINK-2378 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-31541 - X-Coordinate,STARLINK-3922 - X-Coordinate,STARLINK-31367 - X-Coordinate,STARLINK-5696 - X-Coordinate,STARLINK-31585 - X-Coordinate,STARLINK-32165 - X-Coordinate,STARLINK-30582 - X-Coordinate,STARLINK-2380 - X-Coordinate,STARLINK-4505 - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-30914 - X-Coordinate,STARLINK-1403 - X-Coordinate,STARLINK-32041 - X-Coordinate,STARLINK-31318 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-31865 - X-Coordinate,STARLINK-2470 - X-Coordinate,STARLINK-30090 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4148 - Y-Coordinate,STARLINK-31381 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-30310 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-30347 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-6188 - Y-Coordinate,STARLINK-1166 - Y-Coordinate,STARLINK-5921 - Y-Coordinate,STARLINK-31497 - Y-Coordinate,STARLINK-3643 - Y-Coordinate,STARLINK-31988 - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-31860 - Y-Coordinate,STARLINK-1296 - Y-Coordinate,STARLINK-3088 - Y-Coordinate,STARLINK-32027 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-30187 - Y-Coordinate,STARLINK-6196 - Y-Coordinate,STARLINK-30800 - Y-Coordinate,STARLINK-31616 - Y-Coordinate,STARLINK-3277 - Y-Coordinate,STARLINK-30715 - Y-Coordinate,STARLINK-5210 - Y-Coordinate,STARLINK-5154 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-2429 - Y-Coordinate,STARLINK-31070 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-3519 - Y-Coordinate,STARLINK-30431 - Y-Coordinate,STARLINK-4004 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-3597 - Y-Coordinate,STARLINK-5244 - Y-Coordinate,STARLINK-31684 - Y-Coordinate,STARLINK-30795 - Y-Coordinate,STARLINK-5452 - Y-Coordinate,STARLINK-4055 - Y-Coordinate,STARLINK-3335 - Y-Coordinate,STARLINK-30149 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-31306 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-2666 - Y-Coordinate,STARLINK-5368 - Y-Coordinate,STARLINK-3149 - Y-Coordinate,STARLINK-2756 - Y-Coordinate,STARLINK-3687 - Y-Coordinate,STARLINK-30173 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,STARLINK-4723 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,STARLINK-4309 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-31284 - Y-Coordinate,STARLINK-6364 - Y-Coordinate,STARLINK-31516 - Y-Coordinate,STARLINK-1266 - Y-Coordinate,STARLINK-6267 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-31347 - Y-Coordinate,STARLINK-4162 - Y-Coordinate,STARLINK-2310 - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-31472 - Y-Coordinate,STARLINK-30354 - Y-Coordinate,STARLINK-4035 - Y-Coordinate,STARLINK-31914 - Y-Coordinate,STARLINK-2378 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-31541 - Y-Coordinate,STARLINK-3922 - Y-Coordinate,STARLINK-31367 - Y-Coordinate,STARLINK-5696 - Y-Coordinate,STARLINK-31585 - Y-Coordinate,STARLINK-32165 - Y-Coordinate,STARLINK-30582 - Y-Coordinate,STARLINK-2380 - Y-Coordinate,STARLINK-4505 - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-30914 - Y-Coordinate,STARLINK-1403 - Y-Coordinate,STARLINK-32041 - Y-Coordinate,STARLINK-31318 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-31865 - Y-Coordinate,STARLINK-2470 - Y-Coordinate,STARLINK-30090 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4148 - Z-Coordinate,STARLINK-31381 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-30310 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-30347 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-6188 - Z-Coordinate,STARLINK-1166 - Z-Coordinate,STARLINK-5921 - Z-Coordinate,STARLINK-31497 - Z-Coordinate,STARLINK-3643 - Z-Coordinate,STARLINK-31988 - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-31860 - Z-Coordinate,STARLINK-1296 - Z-Coordinate,STARLINK-3088 - Z-Coordinate,STARLINK-32027 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-30187 - Z-Coordinate,STARLINK-6196 - Z-Coordinate,STARLINK-30800 - Z-Coordinate,STARLINK-31616 - Z-Coordinate,STARLINK-3277 - Z-Coordinate,STARLINK-30715 - Z-Coordinate,STARLINK-5210 - Z-Coordinate,STARLINK-5154 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-2429 - Z-Coordinate,STARLINK-31070 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-3519 - Z-Coordinate,STARLINK-30431 - Z-Coordinate,STARLINK-4004 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-3597 - Z-Coordinate,STARLINK-5244 - Z-Coordinate,STARLINK-31684 - Z-Coordinate,STARLINK-30795 - Z-Coordinate,STARLINK-5452 - Z-Coordinate,STARLINK-4055 - Z-Coordinate,STARLINK-3335 - Z-Coordinate,STARLINK-30149 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-31306 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-2666 - Z-Coordinate,STARLINK-5368 - Z-Coordinate,STARLINK-3149 - Z-Coordinate,STARLINK-2756 - Z-Coordinate,STARLINK-3687 - Z-Coordinate,STARLINK-30173 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,STARLINK-4723 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,STARLINK-4309 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-31284 - Z-Coordinate,STARLINK-6364 - Z-Coordinate,STARLINK-31516 - Z-Coordinate,STARLINK-1266 - Z-Coordinate,STARLINK-6267 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-31347 - Z-Coordinate,STARLINK-4162 - Z-Coordinate,STARLINK-2310 - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-31472 - Z-Coordinate,STARLINK-30354 - Z-Coordinate,STARLINK-4035 - Z-Coordinate,STARLINK-31914 - Z-Coordinate,STARLINK-2378 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-31541 - Z-Coordinate,STARLINK-3922 - Z-Coordinate,STARLINK-31367 - Z-Coordinate,STARLINK-5696 - Z-Coordinate,STARLINK-31585 - Z-Coordinate,STARLINK-32165 - Z-Coordinate,STARLINK-30582 - Z-Coordinate,STARLINK-2380 - Z-Coordinate,STARLINK-4505 - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-30914 - Z-Coordinate,STARLINK-1403 - Z-Coordinate,STARLINK-32041 - Z-Coordinate,STARLINK-31318 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-31865 - Z-Coordinate,STARLINK-2470 - Z-Coordinate,STARLINK-30090 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2094.0539,-121.7141,-2751.1957,-5432.1954,-3562.4001,6336.8441,-2651.5788,5673.0335,3553.3768,1686.4612,-231.0898,-2561.1216,73.5082,4066.6313,-5223.9755,6269.3150,4834.8433,2943.8354,1878.6018,-4795.7815,5122.3090,2610.2046,2611.2659,-1721.5599,6254.2900,4155.1664,-70.9489,4283.6028,-5829.9151,4096.9190,-2904.0221,-6830.4668,-3931.0460,0.0000,3552.3892,-543.8281,1260.1674,-6039.7090,-4740.0508,-5286.1168,-4003.1567,-3701.6279,-41.7248,3576.4843,-5425.0764,-5423.2281,3149.4467,-3902.4169,-6694.9340,6769.8064,5127.6211,-4516.3245,-6794.9405,-6355.1762,3324.8934,-2061.6000,3791.1398,-5475.4304,-3309.8256,0.0000,5633.2515,-3264.6527,-4639.6345,-3947.0947,-2274.6131,1981.1677,1764.4357,5847.2042,0.0000,2439.3692,-849.2187,-4738.8981,-89.8432,945.4373,1798.8559,-681.2411,-4110.7620,1734.1409,-1821.7374,5996.5178,4409.0606,-4372.1710,-6600.1570,5122.2930,4488.4365,-972.8970,-600.8797,2927.4584,-6222.0879,2001.3118,-4380.1925,-937.3630,5691.8556,-2513.0358,-1508.7422,2670.1407,4097.1730,-3281.0496,-6097.3917,4238.3369,122193.5395,88436.0362,110846.6715,110597.1457,105770.0281,106369.7959,101188.5178,104798.1911,-21617599.7545,-21641622.3352,-21598278.0246,-21608369.4585,104745.0108,-21607784.8596,4208.3741,-5125.2004,5540.2032,-2811.3498,-4796.5508,-2138.1903,-5156.1522,-3639.7821,3701.8182,-3738.6880,-5762.4553,5472.5444,4299.1252,-3168.8759,882.3641,-464.5022,4562.9191,-6289.2520,6149.7240,2367.9364,-3577.0775,-6138.2533,-6353.4988,3953.1778,-2041.2761,-3076.4154,6306.9293,5053.0269,-2903.4152,440.2088,-3403.6330,-524.7783,2714.2442,0.0000,5753.0940,6061.0306,5087.0280,1770.6939,-2497.2374,-3223.7955,-5283.0967,-3943.8146,4377.9956,-2143.5468,-2463.5260,1266.6391,-5785.9721,-1380.1715,176.1531,-397.9290,-4457.2321,3363.7628,-1052.2383,1423.4965,-3850.1956,5015.4719,2409.8983,-3760.6224,-2861.4557,0.0000,-267.9092,-4982.0213,-2672.1876,3234.5210,-5567.7586,-5192.2622,5974.4220,1248.5108,0.0000,-3477.6256,4138.5032,-967.9824,-6161.2838,-6782.7326,-6473.7068,-6612.5215,5315.2007,-5472.2327,-4774.6256,-3214.4205,-2305.8669,409.2867,1353.6855,1770.4442,-5124.0820,-4766.3099,-6542.9864,5654.6330,2534.8027,5286.1149,-4075.0205,-3998.2729,3876.9323,5420.7880,4231.6754,5809.5485,2506.8013,-3847.8696,-453.0324,-3614.4367,-317736.9574,-308403.8761,-311504.3500,-311739.3560,-304590.5466,-306593.2712,-312750.6308,-313323.1936,309767976.7956,309769248.9599,309746987.5654,309759501.4648,-311515.4641,309751627.8217,5043.1631,-4495.8995,-3035.8215,-3182.9803,-3439.6835,-1848.1000,-3384.3427,-1634.7087,4628.4659,-5445.8358,3869.4874,3154.3243,-5422.4452,-4461.4494,-4464.8042,2622.5222,748.9938,18.3387,-2254.9633,4207.3866,-3037.4334,1914.0559,-813.1348,-5193.4623,2131.4149,4497.7525,2725.6579,1893.5137,-2281.5677,-5443.9234,-5267.5160,-29.0156,4905.6934,0.0000,-1042.8627,3267.7097,-4518.2184,2851.5277,-4345.0368,-3073.3209,-1536.4292,-4332.8364,-5342.1817,-5508.9253,3513.7503,4168.2366,-1817.9620,-5514.7701,1396.7322,906.4965,-1411.8256,3996.7555,-349.5413,2290.8620,4694.5947,-4258.5974,5219.3561,1898.6319,5376.7202,0.0000,3819.8163,-3534.8555,-4229.5182,4637.3813,-3456.7521,4108.1798,-3032.9680,-3503.5100,0.0000,-5444.4981,5416.6554,4741.6913,3210.2087,312.6419,-103.2624,-1957.2428,1456.2774,3659.1936,4287.8877,325.8958,4635.9264,5322.7967,818.2779,-4320.6000,410.4892,4495.9433,-2251.2692,2565.4024,-1603.2988,3835.6747,-3459.6333,-5476.7277,287.5495,-3156.4990,5124.1767,-2691.2166,4894.7607,4586.2270,-3033.8530,4111.1241,164651.5616,162527.5483,162301.0221,164789.0115,167097.7232,157395.7435,153525.6052,161599.6616,-136632838.4098,-136651228.8453,-136613728.9482,-136617953.2836,161594.8414,-136625506.3254,
300.000,-689.8952,-2197.4430,-1051.6226,-6475.4928,-4064.2458,5166.9579,-3444.1125,6047.6611,4734.7959,-336.3846,-997.9449,-1506.2353,2132.7536,3556.9971,-4237.6519,6362.4276,5270.6787,2229.7447,2866.6513,-3223.3806,4389.1199,2111.2727,1021.8643,-27.7590,6066.4068,3689.4611,1287.7949,4724.1916,-5612.2994,3949.5732,-4684.7286,-6596.9404,-3394.2951,0.0000,4273.6996,785.4587,3110.4639,-6040.8186,-4484.1075,-5117.7175,-5233.4327,-5304.3082,1964.7026,2516.2177,-5017.5169,-4209.1479,1644.7870,-4515.4421,-5953.9057,6111.1751,3647.7941,-2670.5237,-6549.1015,-6324.6866,1669.7139,-132.5344,5236.5368,-6307.4657,-1499.0966,0.0000,4676.9509,-4280.9137,-4445.8832,-3370.0587,-3583.2082,98.3402,3150.8617,5078.0660,0.0000,861.5213,1333.2252,-4036.1896,-824.8997,-283.8358,233.6328,-2172.8395,-3164.1838,94.2857,-2988.9412,5044.2082,3223.7308,-4576.1057,-5769.9770,5998.1032,3189.5482,-2806.4928,-2186.6305,4237.1510,-5064.4344,3025.9059,-5717.4475,-3004.3980,6021.2341,-763.0099,152.2404,3823.4368,4160.8977,-4589.8532,-5153.8337,3229.7152,128822.1670,94789.1074,117321.5328,117003.7535,112247.0575,112817.2358,107735.8131,111334.1128,-28372551.4721,-28396785.7236,-28353282.7608,-28363957.0997,111232.8391,-28362741.0076,5545.4574,-4493.7384,5224.0170,-1429.9131,-3055.7767,-3394.0688,-3480.0750,-3337.1295,1894.3556,-4511.4163,-4308.4483,6476.7231,4544.0962,-4873.0897,2780.6361,-2119.1011,3270.1005,-6224.6459,4901.3370,3819.4452,-5105.3098,-6609.4125,-6454.0156,5120.4441,-3304.9662,-4795.5200,5330.5590,3610.7300,-1339.5709,-1740.5825,-2455.9804,998.5672,4548.6240,0.0000,4581.6980,6664.6785,3997.2140,3151.9756,-515.1765,-1501.3689,-4345.8865,-2772.0232,4771.7758,-3989.0262,-686.7793,2970.2180,-5689.6090,682.2007,1403.0661,-1588.9411,-5202.8902,3917.1502,208.2626,2721.3832,-5173.1331,4561.4283,1018.2240,-2821.3563,-1990.5222,0.0000,-2110.7934,-3267.0036,-682.3481,4952.2536,-4085.5659,-4681.2859,4665.2534,-398.1016,0.0000,-4851.5525,4019.3196,1032.4036,-4887.8524,-6685.5111,-6513.2611,-5728.0211,6095.9042,-6330.0736,-3073.7596,-4413.1833,-4112.5653,2440.4157,2741.7222,-7.0146,-5926.2289,-5042.2440,-6543.0341,5338.7739,3409.5822,3665.5302,-3396.8721,-3357.0163,2641.5694,5034.9373,5349.8903,4366.2521,387.1431,-2111.0069,1019.5585,-5258.3010,-315033.0655,-306418.6021,-309367.3736,-309523.1159,-302310.0883,-304328.7351,-310458.6181,-310993.3821,309224027.0541,309224604.0789,309203706.7561,309215668.3973,-309262.5576,309207770.4327,4040.6064,-4634.2384,-4369.2494,-1885.1493,-4656.0679,-3152.6292,-4593.9472,603.3366,4663.3246,-5100.0034,5352.0975,1507.0728,-4763.0186,-3174.3166,-4723.6646,1206.7529,2500.2502,2115.8524,-3769.4963,4617.2047,-1706.7805,-194.3618,-2272.9455,-4397.5793,362.9365,3221.7159,4136.4899,3476.0913,-3787.4411,-5290.2688,-4447.1050,-1560.3972,3833.9688,0.0000,-2751.6966,1645.2753,-4714.6426,1161.8540,-5216.5840,-4398.0690,1.6135,-3492.9275,-4590.2619,-5048.3099,4709.2182,4674.0428,-3411.7784,-5166.4656,3058.5543,2627.9970,-2791.2678,5019.0200,-2118.8248,535.0270,4287.2560,-5169.0480,4357.3011,112.3337,6466.4187,0.0000,4477.7508,-4356.5591,-5131.4133,3420.1252,-4312.4030,5081.0253,-4039.8770,-4699.3829,0.0000,-4837.3935,5409.1689,5339.2869,4865.4029,-1499.6800,-1642.7727,-3240.5148,-356.1853,2507.8399,5108.8749,-1225.6473,4353.1188,4554.2722,2286.5024,-3471.8906,-1142.2271,3256.5572,-790.6439,838.8496,-3232.7698,4903.0138,-1875.3863,-5154.0712,2060.5927,-4443.2364,4221.0231,-3801.1594,5436.0247,4591.4186,-4358.5759,3141.8070,164605.6762,162482.2033,162370.6574,164594.9537,167153.3001,157606.2878,153386.9586,161086.0476,-136631920.3307,-136650236.6698,-136612228.5509,-136617185.6739,161566.9777,-136624379.9317,
600.000,741.8635,-4065.0145,786.0977,-6881.8277,-4210.9460,3498.1196,-3916.3872,5758.1309,5491.7789,-2296.9930,-1732.3835,-312.1639,3962.5182,2713.4063,-2878.7732,5810.3190,5148.4716,1263.1120,3600.2671,-1345.2864,3247.7256,1394.4089,-686.0134,1629.3703,5276.9948,2882.6931,2560.2596,4724.6330,-4862.8779,3455.7309,-6009.3187,-5701.6675,-2553.8934,0.0000,4584.7039,2018.4001,4684.3708,-5446.9528,-3834.1763,-4480.9250,-5925.3044,-6399.2850,3752.4537,1258.9684,-4153.8028,-2622.0889,-58.6382,-4730.2813,-4605.4283,4825.4728,1803.6771,-554.9928,-5648.1081,-5664.2902,-115.8940,1839.5951,6177.6484,-6509.2865,425.8884,0.0000,3274.0368,-4923.6270,-3847.2275,-2493.8314,-4585.5764,-1826.5395,4269.2825,3841.8411,0.0000,-758.4707,3383.2779,-2960.9347,-1539.2984,-1501.1168,-1372.2467,-3484.1177,-1893.5096,-1532.5689,-3882.6325,3569.5828,1746.4954,-4371.2925,-4340.7455,6313.4077,1557.3580,-4299.0103,-3554.5928,5108.7478,-3394.6530,3793.8696,-6477.3152,-4775.0218,5758.9320,1102.1614,1758.7804,4643.9961,3862.8664,-5469.0099,-3700.7790,1937.5577,135389.8479,101099.2984,123744.4193,123357.2403,118674.4011,119214.1842,114233.4193,117807.8424,-35114053.8549,-35138483.9989,-35094871.6407,-35106095.9858,117672.2894,-35104251.5877,6346.5679,-3447.8390,4420.8697,74.3625,-999.6513,-4352.5331,-1425.5130,-2677.7484,-73.5551,-4868.6515,-2432.7085,6806.1695,4389.5553,-6062.5636,4434.7553,-3546.3960,1597.6847,-5537.7238,3142.9976,4918.1151,-6134.5954,-6406.5836,-5936.3044,5772.7619,-4236.1813,-6015.5534,3830.2426,1787.0399,389.6149,-3742.3383,-1313.2350,2436.6728,5912.4198,0.0000,2926.6372,6608.5005,2555.9774,4207.9644,1542.1564,399.3916,-2961.4858,-1364.4906,4736.6577,-5457.8828,1191.1871,4423.1726,-5033.0265,2652.9349,2520.4669,-2646.6612,-5470.1479,4136.7969,1471.3061,3741.5427,-6020.1344,3701.3708,-431.3615,-1601.6642,-827.0542,0.0000,-3769.1662,-1240.6983,1400.6938,6167.8013,-2221.2432,-3752.3955,2914.8905,-2046.3665,0.0000,-5774.7896,3555.1524,2954.4517,-3130.7147,-5907.2302,-5862.6013,-4295.7366,6260.9247,-6549.5231,-1052.9836,-5170.6773,-5515.5236,4209.2246,3868.4014,-1757.6200,-6132.3238,-4778.6215,-5915.0065,4486.4161,3980.2044,1677.6244,-2399.8359,-2430.2482,1121.6513,4151.9241,5942.4755,2503.5015,-1780.0317,-187.5808,2431.3576,-6391.9258,-312190.6249,-304302.9735,-307095.8551,-307175.2022,-299896.0075,-301936.4646,-308028.8352,-308397.3245,308532785.3208,308532665.2481,308513132.4069,308524494.3696,-306874.6123,308516620.3465,2599.2953,-4252.6438,-5227.4184,-382.1262,-5366.9328,-4120.8658,-5263.8620,2776.7470,4195.3122,-4182.0786,6266.1030,-309.7958,-3592.1103,-1530.2427,-4477.0796,-345.1231,3954.0542,3987.7714,-4860.0612,4505.6673,-194.3889,-2282.0622,-3487.9603,-3093.1131,-1444.6951,1589.2596,5092.9675,4679.6216,-4883.0133,-4545.8683,-3147.0476,-2918.7766,2337.3089,0.0000,-4154.4732,-155.1232,-4404.6776,-653.3902,-5523.0677,-5248.9088,1539.4503,-2278.9748,-3342.4939,-4043.1732,5398.0110,4685.5451,-4625.0244,-4257.7475,4379.6631,4056.6852,-3872.9870,5498.8545,-3656.7420,-1278.8050,3419.9023,-5518.8117,3020.6469,-1686.1389,6866.5686,0.0000,4631.3136,-4711.5549,-5459.2023,1831.5359,-4708.1665,5506.0604,-4614.3050,-5392.8310,0.0000,-3707.5784,4808.6976,5326.4399,6003.9910,-3146.1350,-2989.4471,-4176.8226,-2129.6019,1073.3250,5319.2131,-2638.9792,3577.9493,3292.7995,3493.7665,-2251.5088,-2566.8585,1619.1024,754.2433,-980.1510,-4512.7995,5422.8380,-88.3799,-4260.2073,3608.9697,-5218.0251,2843.5260,-4505.5596,5378.0117,4083.1950,-5195.7875,1835.2124,164559.4693,162436.6533,162438.6441,164395.9626,167205.3499,157823.0114,153253.1844,160608.5946,-136630998.5255,-136649243.1500,-136610739.4294,-136616440.0331,161538.9956,-136623253.2215,
