sl_100_5400_20270106 Coordinates.csv
2027/01/06 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:54 2024,
Start: 2027/01/06 07:47:00.00, Stop: 2027/01/06 09:17:00.00,
TIME_UNITS,STARLINK-4329 - X-Coordinate,STARLINK-3523 - X-Coordinate,STARLINK-11161 [DTC] - X-Coordinate,STARLINK-1277 - X-Coordinate,STARLINK-5042 - X-Coordinate,STARLINK-2484 - X-Coordinate,STARLINK-2499 - X-Coordinate,STARLINK-4281 - X-Coordinate,STARLINK-2637 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-1522 - X-Coordinate,STARLINK-4536 - X-Coordinate,STARLINK-31163 - X-Coordinate,STARLINK-30119 - X-Coordinate,STARLINK-31990 - X-Coordinate,STARLINK-6111 - X-Coordinate,STARLINK-31596 - X-Coordinate,STARLINK-30148 - X-Coordinate,STARLINK-31448 - X-Coordinate,STARLINK-32049 - X-Coordinate,STARLINK-4658 - X-Coordinate,STARLINK-6156 - X-Coordinate,STARLINK-31007 - X-Coordinate,STARLINK-30822 - X-Coordinate,STARLINK-1821 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-4478 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-4493 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-31008 - X-Coordinate,STARLINK-30197 - X-Coordinate,STARLINK-5020 - X-Coordinate,STARLINK-1393 - X-Coordinate,STARLINK-31133 - X-Coordinate,STARLINK-11192 [DTC] - X-Coordinate,STARLINK-1399 - X-Coordinate,STARLINK-30764 - X-Coordinate,STARLINK-3517 - X-Coordinate,STARLINK-4758 - X-Coordinate,STARLINK-31548 - X-Coordinate,STARLINK-2459 - X-Coordinate,STARLINK-2094 - X-Coordinate,STARLINK-3672 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-3848 - X-Coordinate,STARLINK-1770 - X-Coordinate,STARLINK-1639 - X-Coordinate,STARLINK-4180 - X-Coordinate,STARLINK-1351 - X-Coordinate,STARLINK-30356 - X-Coordinate,STARLINK-1669 - X-Coordinate,STARLINK-4379 - X-Coordinate,STARLINK-5921 - X-Coordinate,STARLINK-3637 - X-Coordinate,STARLINK-5398 - X-Coordinate,STARLINK-3615 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-3388 - X-Coordinate,STARLINK-32096 - X-Coordinate,STARLINK-4524 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-31488 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-4388 - X-Coordinate,STARLINK-1090 - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-31280 - X-Coordinate,STARLINK-31426 - X-Coordinate,STARLINK-4438 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-31315 - X-Coordinate,STARLINK-30883 - X-Coordinate,STARLINK-3048 - X-Coordinate,STARLINK-2475 - X-Coordinate,STARLINK-2048 - X-Coordinate,STARLINK-4417 - X-Coordinate,STARLINK-30352 - X-Coordinate,STARLINK-31811 - X-Coordinate,STARLINK-30851 - X-Coordinate,STARLINK-2181 - X-Coordinate,STARLINK-3701 - X-Coordinate,STARLINK-4707 - X-Coordinate,STARLINK-30200 - X-Coordinate,STARLINK-5545 - X-Coordinate,STARLINK-11240 [DTC] - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-31318 - X-Coordinate,STARLINK-2352 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-3705 - X-Coordinate,STARLINK-11138 [DTC] - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-5625 - X-Coordinate,STARLINK-4692 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-30848 - X-Coordinate,STARLINK-4210 - X-Coordinate,STARLINK-32149 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4329 - Y-Coordinate,STARLINK-3523 - Y-Coordinate,STARLINK-11161 [DTC] - Y-Coordinate,STARLINK-1277 - Y-Coordinate,STARLINK-5042 - Y-Coordinate,STARLINK-2484 - Y-Coordinate,STARLINK-2499 - Y-Coordinate,STARLINK-4281 - Y-Coordinate,STARLINK-2637 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-1522 - Y-Coordinate,STARLINK-4536 - Y-Coordinate,STARLINK-31163 - Y-Coordinate,STARLINK-30119 - Y-Coordinate,STARLINK-31990 - Y-Coordinate,STARLINK-6111 - Y-Coordinate,STARLINK-31596 - Y-Coordinate,STARLINK-30148 - Y-Coordinate,STARLINK-31448 - Y-Coordinate,STARLINK-32049 - Y-Coordinate,STARLINK-4658 - Y-Coordinate,STARLINK-6156 - Y-Coordinate,STARLINK-31007 - Y-Coordinate,STARLINK-30822 - Y-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-4478 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-4493 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-31008 - Y-Coordinate,STARLINK-30197 - Y-Coordinate,STARLINK-5020 - Y-Coordinate,STARLINK-1393 - Y-Coordinate,STARLINK-31133 - Y-Coordinate,STARLINK-11192 [DTC] - Y-Coordinate,STARLINK-1399 - Y-Coordinate,STARLINK-30764 - Y-Coordinate,STARLINK-3517 - Y-Coordinate,STARLINK-4758 - Y-Coordinate,STARLINK-31548 - Y-Coordinate,STARLINK-2459 - Y-Coordinate,STARLINK-2094 - Y-Coordinate,STARLINK-3672 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-3848 - Y-Coordinate,STARLINK-1770 - Y-Coordinate,STARLINK-1639 - Y-Coordinate,STARLINK-4180 - Y-Coordinate,STARLINK-1351 - Y-Coordinate,STARLINK-30356 - Y-Coordinate,STARLINK-1669 - Y-Coordinate,STARLINK-4379 - Y-Coordinate,STARLINK-5921 - Y-Coordinate,STARLINK-3637 - Y-Coordinate,STARLINK-5398 - Y-Coordinate,STARLINK-3615 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-3388 - Y-Coordinate,STARLINK-32096 - Y-Coordinate,STARLINK-4524 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-31488 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-4388 - Y-Coordinate,STARLINK-1090 - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-31280 - Y-Coordinate,STARLINK-31426 - Y-Coordinate,STARLINK-4438 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-31315 - Y-Coordinate,STARLINK-30883 - Y-Coordinate,STARLINK-3048 - Y-Coordinate,STARLINK-2475 - Y-Coordinate,STARLINK-2048 - Y-Coordinate,STARLINK-4417 - Y-Coordinate,STARLINK-30352 - Y-Coordinate,STARLINK-31811 - Y-Coordinate,STARLINK-30851 - Y-Coordinate,STARLINK-2181 - Y-Coordinate,STARLINK-3701 - Y-Coordinate,STARLINK-4707 - Y-Coordinate,STARLINK-30200 - Y-Coordinate,STARLINK-5545 - Y-Coordinate,STARLINK-11240 [DTC] - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-31318 - Y-Coordinate,STARLINK-2352 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-3705 - Y-Coordinate,STARLINK-11138 [DTC] - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-5625 - Y-Coordinate,STARLINK-4692 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-30848 - Y-Coordinate,STARLINK-4210 - Y-Coordinate,STARLINK-32149 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4329 - Z-Coordinate,STARLINK-3523 - Z-Coordinate,STARLINK-11161 [DTC] - Z-Coordinate,STARLINK-1277 - Z-Coordinate,STARLINK-5042 - Z-Coordinate,STARLINK-2484 - Z-Coordinate,STARLINK-2499 - Z-Coordinate,STARLINK-4281 - Z-Coordinate,STARLINK-2637 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-1522 - Z-Coordinate,STARLINK-4536 - Z-Coordinate,STARLINK-31163 - Z-Coordinate,STARLINK-30119 - Z-Coordinate,STARLINK-31990 - Z-Coordinate,STARLINK-6111 - Z-Coordinate,STARLINK-31596 - Z-Coordinate,STARLINK-30148 - Z-Coordinate,STARLINK-31448 - Z-Coordinate,STARLINK-32049 - Z-Coordinate,STARLINK-4658 - Z-Coordinate,STARLINK-6156 - Z-Coordinate,STARLINK-31007 - Z-Coordinate,STARLINK-30822 - Z-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-4478 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-4493 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-31008 - Z-Coordinate,STARLINK-30197 - Z-Coordinate,STARLINK-5020 - Z-Coordinate,STARLINK-1393 - Z-Coordinate,STARLINK-31133 - Z-Coordinate,STARLINK-11192 [DTC] - Z-Coordinate,STARLINK-1399 - Z-Coordinate,STARLINK-30764 - Z-Coordinate,STARLINK-3517 - Z-Coordinate,STARLINK-4758 - Z-Coordinate,STARLINK-31548 - Z-Coordinate,STARLINK-2459 - Z-Coordinate,STARLINK-2094 - Z-Coordinate,STARLINK-3672 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-3848 - Z-Coordinate,STARLINK-1770 - Z-Coordinate,STARLINK-1639 - Z-Coordinate,STARLINK-4180 - Z-Coordinate,STARLINK-1351 - Z-Coordinate,STARLINK-30356 - Z-Coordinate,STARLINK-1669 - Z-Coordinate,STARLINK-4379 - Z-Coordinate,STARLINK-5921 - Z-Coordinate,STARLINK-3637 - Z-Coordinate,STARLINK-5398 - Z-Coordinate,STARLINK-3615 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-3388 - Z-Coordinate,STARLINK-32096 - Z-Coordinate,STARLINK-4524 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-31488 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-4388 - Z-Coordinate,STARLINK-1090 - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-31280 - Z-Coordinate,STARLINK-31426 - Z-Coordinate,STARLINK-4438 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-31315 - Z-Coordinate,STARLINK-30883 - Z-Coordinate,STARLINK-3048 - Z-Coordinate,STARLINK-2475 - Z-Coordinate,STARLINK-2048 - Z-Coordinate,STARLINK-4417 - Z-Coordinate,STARLINK-30352 - Z-Coordinate,STARLINK-31811 - Z-Coordinate,STARLINK-30851 - Z-Coordinate,STARLINK-2181 - Z-Coordinate,STARLINK-3701 - Z-Coordinate,STARLINK-4707 - Z-Coordinate,STARLINK-30200 - Z-Coordinate,STARLINK-5545 - Z-Coordinate,STARLINK-11240 [DTC] - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-31318 - Z-Coordinate,STARLINK-2352 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-3705 - Z-Coordinate,STARLINK-11138 [DTC] - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-5625 - Z-Coordinate,STARLINK-4692 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-30848 - Z-Coordinate,STARLINK-4210 - Z-Coordinate,STARLINK-32149 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-611.3000,-4877.6175,-864.1163,1052.0339,1315.2725,-841.3098,-4656.1906,-2308.4091,5959.3927,-3121.4109,5271.1348,-4925.5677,-327.5040,3846.3273,485.6082,-4808.0967,-5744.5306,233.8769,-1768.0803,5431.7875,-4159.9508,3109.7996,4169.3279,-4454.1226,1476.7155,2537.7550,3734.5798,-3073.1779,3844.1525,-1845.0495,-4847.4105,884.0229,-4886.8625,-3294.1562,342.2767,3777.5309,-1239.2523,-6030.9621,-4043.8484,5974.6553,-5865.9185,529.2241,-1074.1828,-4775.9495,-5983.6274,-3688.6437,4373.2006,-2463.3341,270.5897,1153.2941,3429.5770,3097.6823,1345.2610,6103.4770,6374.6932,2516.4180,-5467.5901,-2073.0515,414.7242,-2064.2483,-5258.7204,-3781.1075,-6067.1154,-1123.2342,-2679.5077,-2866.9144,1286.4241,2938.9981,3938.1154,-982.1229,-5927.8460,-6609.8715,4899.7666,-6115.9888,5364.5482,6633.7954,-4061.4640,-5919.7384,2757.0994,2242.6656,194.7558,-4227.4635,1286.4257,1868.0640,3819.6148,-3918.0890,3257.8388,-3892.2090,-230.7110,1275.4966,5527.5315,-4321.5186,2975.2178,-4451.1342,-5748.7575,4189.5093,-4431.5214,-5628.0013,-5023.4274,1606.0702,-228580.4465,-266769.8447,-242594.7898,-241578.0654,-249080.6742,-247013.1146,-249769.9629,-247110.6551,-65523394.0459,-65504850.2292,-65526509.8702,-65513714.2202,-246949.6254,-65521303.7689,-1463.7337,-3979.3764,6259.0231,-4471.4032,-4091.8241,-4278.5057,518.5872,4273.0853,480.0543,-4996.2048,1467.9025,-627.4670,5861.3208,-5084.7406,-4349.3325,4337.1358,-3037.5407,-5159.7973,-4664.8771,-739.4718,1687.9839,6051.4936,54.3777,-3597.2410,-5140.6542,5827.5432,-2097.5300,3243.2566,4510.5904,3764.2857,-3814.1148,-5151.7022,449.0936,-2702.1293,6380.1148,-1389.0263,-6449.9858,-159.6707,2500.6906,1423.7608,2768.6168,-4742.3704,6590.6212,3452.9133,1385.0962,-2160.6976,-5209.9473,-6424.8210,-5095.1260,5550.0590,5726.5188,3550.4946,-2161.9100,-822.2846,2206.7297,-6009.1627,-2759.9530,-3596.6855,-6142.6869,3663.5140,4336.7849,-5575.1229,3189.0261,-4209.7382,-714.4158,2576.0613,-6646.3755,-2916.6771,4682.3272,-5040.8988,3441.5017,2144.3839,-4612.3791,-2073.6205,-2047.8210,-1126.3163,926.7875,3407.1856,6151.2372,-5769.1801,6539.4369,4713.1651,4917.6253,-5084.5575,5230.7195,4742.9186,-3306.1652,3129.9161,-6770.4519,-6784.2195,-3031.5121,233.8909,5050.2196,-670.1305,3856.6448,709.7270,3432.9048,-981.4084,1615.8541,4793.9337,260057.1705,263746.4161,266768.5460,264706.1400,268980.0675,267491.7350,259635.7516,263655.9388,-110199581.4750,-110183282.4506,-110188077.5826,-110180253.6533,262442.0677,-110183400.5802,6747.4951,2816.1394,2238.2778,-5179.8218,5410.8446,-5314.4043,-4930.0064,4899.0238,-3461.6127,3591.1087,-4179.6391,-4815.5904,3564.8550,-2710.5152,5212.5777,-2474.8795,-2089.0032,-4636.7941,4646.8141,3964.8742,-5257.3753,1226.6906,5405.0539,-3766.7680,4386.4027,-2721.2651,-5422.6781,-5276.2718,-3559.9708,-5470.1495,2982.6491,4547.8475,-4456.1830,5408.9000,2491.3213,5184.5508,2161.0999,-3242.9951,-5005.3570,3128.4795,2063.2623,-4914.9437,1800.5222,3617.4930,3162.5622,-5438.8558,1220.6033,-446.9403,-4681.9612,-3977.9803,1880.0992,-5063.8075,-6390.6525,3210.7897,1133.4336,-2372.8096,3182.5879,-5537.2147,-2926.9625,-5471.2967,-372.0366,-1420.8618,-875.5293,5237.5976,6354.4286,-5766.4015,249.6111,-5533.4011,2979.0342,4342.7364,-1077.7646,-56.5824,1117.5116,2435.2253,-3916.8520,1587.4914,5452.6825,1212.7120,1615.7815,2913.2469,-2274.6872,2647.7239,-4550.0382,4284.6801,-2480.5539,-3245.6214,-4815.6853,4616.8336,847.7182,173.5608,2805.0595,5383.5523,-3075.0614,-5251.5998,-336.6159,5448.4948,-4073.4984,3923.4267,4473.2176,-4665.6205,-183997.1887,-188117.5452,-187819.5616,-183348.7961,-182456.7065,-192761.5804,-195218.1493,-186278.2070,24697832.1666,24683355.1878,24666311.0003,24692807.3924,-187604.9224,24685536.2341,
300.000,1308.6912,-6010.4997,389.7977,-1048.6554,-862.2078,-2894.1423,-3435.7608,-1029.5583,6586.7726,-4624.2701,4592.3286,-4075.5974,1530.8743,2023.7323,-1617.5241,-3122.3516,-6584.1918,-1879.2808,-3706.1224,5831.5234,-3850.2116,4194.4965,3676.4619,-5856.3395,108.2178,3375.0478,2957.7856,-1951.9094,4233.7460,19.8466,-5217.6852,-1253.2485,-4208.1603,-4160.6548,1969.4849,2488.4502,-2343.4543,-6543.8215,-2200.2452,5269.8264,-5289.3330,-1214.3948,132.8274,-4378.0976,-6124.4032,-4947.8788,3009.0631,-3427.5527,-1515.2061,2431.3726,4406.6961,3879.0114,3052.6383,6648.5807,6168.1572,722.6513,-6498.6883,-3803.8161,-1347.7465,-302.2191,-3968.4940,-4807.8369,-5402.8402,-2882.8619,-4168.9353,-4481.7636,37.3908,1274.3581,5251.5680,-2887.9250,-6126.5954,-6069.2316,4022.9595,-6804.0770,3735.3637,6499.4119,-3651.3008,-6159.8546,3895.9688,585.4348,1783.0071,-2573.3572,2664.2822,609.1191,5225.2006,-2529.8608,1176.9525,-2262.4737,-1440.0123,39.5931,4000.2902,-3512.4437,3654.9824,-3895.3808,-4577.6289,3968.3487,-3513.6087,-6263.4439,-5145.5605,2904.8324,-233997.9330,-272251.2733,-247993.5890,-247095.9119,-254583.5573,-252538.3923,-255196.8987,-252703.5074,-63096100.1902,-63077486.1345,-63098646.1270,-63086687.2521,-252429.8969,-63093932.3477,-227.6932,-3195.4170,6678.4774,-4031.9221,-4102.3707,-4240.9055,2279.9622,5663.2986,-885.9129,-4702.7134,-382.2762,1275.7057,5078.7483,-5418.5881,-3755.4881,5005.4837,-1689.7614,-4754.5112,-3720.9960,-2347.1870,3671.5218,4820.3658,-2082.5961,-2372.5359,-6203.2822,4396.0408,-4025.6996,4917.1446,2721.6204,4775.8472,-1929.8696,-4917.9289,2547.3062,-698.6897,6485.1054,-3220.7105,-5354.0200,1213.7155,3552.4199,-178.0906,4249.2705,-5531.5924,6917.2680,4939.0041,2817.1447,-501.6718,-5501.2032,-5563.1839,-4075.1111,4121.3273,4306.2731,1569.1482,-3200.1156,-1614.5171,831.8576,-5903.9010,-1748.8966,-2300.0755,-5386.6949,4823.2409,5227.7396,-4909.1444,4199.6358,-2912.0196,-1984.5702,3147.4411,-6592.3359,-4293.1928,4131.1571,-3983.8967,3036.1144,2619.9457,-5465.4991,-611.7414,-2313.3633,-2354.2013,3019.2417,3023.9333,4906.3408,-5306.5953,6641.6622,4884.4499,3381.6282,-6231.5743,4435.9842,4248.4527,-3876.8719,4571.5743,-6603.5987,-6713.4020,-3735.9271,2254.1644,3367.9296,1413.9718,4870.0187,-1458.1452,5114.1427,787.6546,3364.1468,3183.7693,255271.1408,258121.9686,261434.4280,259399.9875,263743.8386,262263.7784,254432.8069,257987.1062,-111602865.5307,-111586292.8655,-111591657.0117,-111583019.5382,257187.6240,-111586687.4266,6802.4740,1120.4003,456.3266,-5529.5948,5493.5637,-4570.5025,-5408.7121,3805.8104,-1880.9177,2034.1577,-5116.7548,-5441.4692,4360.9653,-3814.4095,5440.2172,-3641.6737,-599.4012,-4694.6001,4348.5859,2507.0087,-4413.7537,2634.2929,5361.3837,-2651.8379,3063.9493,-4135.4459,-4773.9321,-4450.2760,-4740.6053,-4968.2036,3996.3514,4716.4484,-4443.3283,5441.4646,1057.3979,5149.2223,3690.0905,-1613.5105,-5495.4004,4436.0656,569.9620,-3852.9305,12.9968,2071.7990,1521.5219,-4807.8559,2899.1791,-2207.5272,-5390.1980,-5006.9421,3178.0055,-5507.9002,-5269.6668,1214.6630,2832.0036,-3564.6775,1544.6228,-5303.7040,-3955.6551,-4925.2133,-1881.7031,392.2659,942.2783,5442.2054,5174.6461,-4255.3749,-1567.3358,-5263.3899,1301.5626,4584.4683,1166.2137,-2151.2437,-708.9151,996.2984,-5387.3803,-211.1169,4964.9687,-1031.0152,2961.9414,4273.7282,-815.6650,4072.3905,-5292.5222,2920.8862,-1049.8515,-4893.6919,-5321.8628,4499.8544,-979.1262,-1624.5505,4197.7681,5504.0135,-4372.6935,-5537.7628,-1839.8886,5465.3881,-3083.2036,2864.4159,3177.1690,-5363.4659,-183997.5705,-188122.1336,-187706.5886,-183488.3043,-182337.0364,-192534.1617,-195339.0724,-186008.2391,24697179.9771,24683295.5343,24665744.3456,24692519.7836,-187592.9845,24684893.8069,
600.000,3033.8718,-6535.6647,1595.5595,-3064.4501,-2954.5558,-4641.9528,-1902.8413,311.3699,6563.3606,-5651.6074,3497.7261,-2872.1945,3266.8049,-10.3059,-3572.8317,-1124.3999,-6752.1183,-3820.5850,-5279.6572,5629.6141,-3207.1002,4893.6366,2864.7860,-6672.4453,-1238.5400,3923.6817,1940.0293,-684.7306,4255.1763,1847.7992,-5100.8578,-3277.0214,-3106.6939,-4665.9397,3389.9841,961.9628,-3256.1279,-6391.7807,-160.1440,4066.2610,-4174.0316,-2801.5099,1326.4000,-3565.7650,-5663.8567,-5751.6572,1323.0522,-4071.8331,-3192.3981,3521.9133,4987.0726,4336.3957,4465.2777,6522.1370,5341.4015,-1164.4084,-6877.9845,-5189.8706,-3004.4626,1451.1750,-2264.2592,-5351.9219,-4192.8443,-4383.0762,-5164.7577,-5637.8816,-1233.5054,-474.7648,6008.4557,-4513.1414,-5650.0558,-4904.1448,2722.3845,-6824.4008,1721.5827,5717.1771,-2927.0822,-5722.8448,4685.3409,-1167.9580,3190.5291,-634.9450,3820.2629,-678.4346,6119.2881,-846.1496,-1025.6587,-432.2408,-2511.4208,-1218.3046,2065.7585,-2411.2400,3972.0901,-3012.6946,-2953.9507,3414.4121,-2284.4424,-6308.4104,-4786.8349,3965.6159,-239316.5994,-277613.1502,-253283.4297,-252503.7505,-259975.0204,-257952.8778,-260513.8629,-258144.4893,-60638769.7944,-60620103.6503,-60640733.5160,-60629662.6391,-257798.4274,-60636524.2908,1112.1793,-2102.8081,6366.8938,-3253.6468,-3767.5242,-3825.0511,3845.9139,6501.1414,-2143.3733,-3957.8858,-2229.9509,3087.7555,3820.4013,-5260.4996,-2830.0626,5222.9411,-175.5987,-3935.4183,-2439.0908,-3682.4891,5282.9258,3111.2433,-4017.0381,-935.3704,-6662.4862,2524.6690,-5561.9166,6117.1683,650.6254,5352.7616,161.1796,-4252.6187,4376.5361,1350.2767,5944.7365,-4712.6122,-3728.5349,2445.2745,4308.0392,-1802.4746,5289.8599,-5784.9547,6556.0233,5923.0255,3953.7454,1165.7225,-5268.4149,-4136.0963,-2697.6262,2306.1348,2462.6062,-552.4633,-3823.0029,-2227.0587,-657.7236,-5252.5974,-580.4475,-826.6202,-4104.4037,5541.2424,5602.4228,-3743.8348,4799.6564,-1360.6290,-3098.9542,3324.5553,-5843.1275,-5285.0721,3161.2728,-2541.6494,2314.3803,2856.5751,-5756.5765,900.5369,-2415.4986,-3349.8827,4806.6121,2324.2057,3181.6625,-4332.1332,6100.5716,4599.4520,1525.2047,-6765.3509,3220.0188,3375.3241,-4084.3111,5575.6711,-5751.9480,-5975.2986,-4113.6211,4074.8221,1297.5530,3378.7136,5426.5999,-3486.9569,6297.9951,2458.1073,4758.2729,1280.0847,250372.3857,252383.6373,255983.3609,253976.0681,258390.9197,256915.5599,249118.3035,252139.8017,-112952688.7017,-112935839.4401,-112941750.0221,-112932345.1025,251818.7815,-112936509.5650,6132.8249,-697.1332,-1379.6378,-5287.0778,4984.5507,-3325.8998,-5276.7586,2300.0373,-96.6357,256.5059,-5496.6266,-5482.8865,4677.7231,-4509.7795,5054.7111,-4419.0926,957.4798,-4252.7290,3562.1923,760.8673,-3094.5076,3757.3805,4718.7810,-1243.1711,1411.8268,-5104.2992,-3610.3309,-3144.8566,-5410.9041,-3926.3540,4567.3163,4380.3695,-3889.8860,4881.5728,-493.4339,4467.9866,4820.9694,195.1508,-5391.7990,5261.0866,-987.7867,-2364.0444,-1775.9616,302.8385,-284.0197,-3660.0256,4264.2428,-3728.1798,-5521.3861,-5499.7664,4135.9268,-5360.4263,-3573.3264,-910.6940,4214.8870,-4375.6037,-260.7688,-4501.1432,-4539.9243,-3845.8704,-3180.5433,2162.4251,2658.0387,5035.2540,3443.1553,-2290.2073,-3204.7395,-4426.3462,-523.1117,4290.3879,3285.4602,-4017.5402,-2455.7566,-550.6931,-6287.7737,-1986.9781,3931.0259,-3164.6612,3990.7929,5158.6195,730.9922,5048.0283,-5442.7512,1241.3552,493.2053,-6024.6349,-5196.4793,3874.1992,-2696.3338,-3246.8186,5135.1150,5030.9020,-5134.7223,-5229.0699,-3146.1393,4893.4201,-1762.4800,1498.8226,1539.3907,-5475.8970,-183998.0876,-188126.5917,-187593.2988,-183632.8052,-182220.8190,-192300.5115,-195454.6582,-185858.0988,24696522.3803,24683237.3922,24665186.6122,24692211.0801,-187580.9459,24684251.5279,
