sl_100_86400_20270505 Coordinates.csv
2027/05/05 07:47:00.0000 UTC

Generated: Tue Oct  8 16:25:29 2024,
Start: 2027/05/05 07:47:00.00, Stop: 2027/05/06 07:47:00.00,
TIME_UNITS,STARLINK-3229 - X-Coordinate,STARLINK-2368 - X-Coordinate,STARLINK-5726 - X-Coordinate,STARLINK-6056 - X-Coordinate,STARLINK-4009 - X-Coordinate,STARLINK-31968 - X-Coordinate,STARLINK-31824 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-5396 - X-Coordinate,STARLINK-1861 - X-Coordinate,STARLINK-6237 - X-Coordinate,STARLINK-30918 - X-Coordinate,STARLINK-6200 - X-Coordinate,STARLINK-31368 - X-Coordinate,STARLINK-3902 - X-Coordinate,STARLINK-31805 - X-Coordinate,STARLINK-3680 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-31758 - X-Coordinate,STARLINK-31987 - X-Coordinate,STARLINK-31887 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-32013 - X-Coordinate,STARLINK-31214 - X-Coordinate,STARLINK-11115 [DTC] - X-Coordinate,STARLINK-1575 - X-Coordinate,STARLINK-5758 - X-Coordinate,STARLINK-1217 - X-Coordinate,STARLINK-4138 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-31125 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-4141 - X-Coordinate,STARLINK-32268 - X-Coordinate,STARLINK-3549 - X-Coordinate,STARLINK-3245 - X-Coordinate,STARLINK-4062 - X-Coordinate,STARLINK-1912 - X-Coordinate,STARLINK-3899 - X-Coordinate,STARLINK-6212 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-3542 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-1995 - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-3548 - X-Coordinate,STARLINK-3942 - X-Coordinate,STARLINK-31727 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-3809 - X-Coordinate,STARLINK-31334 - X-Coordinate,STARLINK-31865 - X-Coordinate,STARLINK-1934 - X-Coordinate,STARLINK-30456 - X-Coordinate,STARLINK-6353 - X-Coordinate,STARLINK-11077 [DTC] - X-Coordinate,STARLINK-30454 - X-Coordinate,STARLINK-2225 - X-Coordinate,STARLINK-3597 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-32098 - X-Coordinate,STARLINK-2452 - X-Coordinate,STARLINK-2578 - X-Coordinate,STARLINK-2192 - X-Coordinate,STARLINK-2647 - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-2125 - X-Coordinate,STARLINK-1587 - X-Coordinate,STARLINK-6374 - X-Coordinate,STARLINK-1491 - X-Coordinate,STARLINK-4636 - X-Coordinate,STARLINK-3897 - X-Coordinate,STARLINK-3457 - X-Coordinate,STARLINK-2082 - X-Coordinate,STARLINK-5853 - X-Coordinate,STARLINK-30959 - X-Coordinate,STARLINK-3966 - X-Coordinate,STARLINK-31196 - X-Coordinate,STARLINK-31490 - X-Coordinate,STARLINK-1541 - X-Coordinate,STARLINK-2251 - X-Coordinate,STARLINK-6174 - X-Coordinate,STARLINK-1360 - X-Coordinate,STARLINK-3829 - X-Coordinate,STARLINK-30713 - X-Coordinate,STARLINK-30715 - X-Coordinate,STARLINK-31861 - X-Coordinate,STARLINK-1808 - X-Coordinate,STARLINK-5308 - X-Coordinate,STARLINK-4488 - X-Coordinate,STARLINK-3248 - X-Coordinate,STARLINK-30551 - X-Coordinate,STARLINK-5546 - X-Coordinate,STARLINK-4640 - X-Coordinate,STARLINK-1629 - X-Coordinate,STARLINK-1400 - X-Coordinate,STARLINK-5301 - X-Coordinate,STARLINK-2252 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3229 - Y-Coordinate,STARLINK-2368 - Y-Coordinate,STARLINK-5726 - Y-Coordinate,STARLINK-6056 - Y-Coordinate,STARLINK-4009 - Y-Coordinate,STARLINK-31968 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,STARLINK-1861 - Y-Coordinate,STARLINK-6237 - Y-Coordinate,STARLINK-30918 - Y-Coordinate,STARLINK-6200 - Y-Coordinate,STARLINK-31368 - Y-Coordinate,STARLINK-3902 - Y-Coordinate,STARLINK-31805 - Y-Coordinate,STARLINK-3680 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-31758 - Y-Coordinate,STARLINK-31987 - Y-Coordinate,STARLINK-31887 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-32013 - Y-Coordinate,STARLINK-31214 - Y-Coordinate,STARLINK-11115 [DTC] - Y-Coordinate,STARLINK-1575 - Y-Coordinate,STARLINK-5758 - Y-Coordinate,STARLINK-1217 - Y-Coordinate,STARLINK-4138 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-31125 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-4141 - Y-Coordinate,STARLINK-32268 - Y-Coordinate,STARLINK-3549 - Y-Coordinate,STARLINK-3245 - Y-Coordinate,STARLINK-4062 - Y-Coordinate,STARLINK-1912 - Y-Coordinate,STARLINK-3899 - Y-Coordinate,STARLINK-6212 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-3542 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-1995 - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-3548 - Y-Coordinate,STARLINK-3942 - Y-Coordinate,STARLINK-31727 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,STARLINK-31334 - Y-Coordinate,STARLINK-31865 - Y-Coordinate,STARLINK-1934 - Y-Coordinate,STARLINK-30456 - Y-Coordinate,STARLINK-6353 - Y-Coordinate,STARLINK-11077 [DTC] - Y-Coordinate,STARLINK-30454 - Y-Coordinate,STARLINK-2225 - Y-Coordinate,STARLINK-3597 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-32098 - Y-Coordinate,STARLINK-2452 - Y-Coordinate,STARLINK-2578 - Y-Coordinate,STARLINK-2192 - Y-Coordinate,STARLINK-2647 - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-2125 - Y-Coordinate,STARLINK-1587 - Y-Coordinate,STARLINK-6374 - Y-Coordinate,STARLINK-1491 - Y-Coordinate,STARLINK-4636 - Y-Coordinate,STARLINK-3897 - Y-Coordinate,STARLINK-3457 - Y-Coordinate,STARLINK-2082 - Y-Coordinate,STARLINK-5853 - Y-Coordinate,STARLINK-30959 - Y-Coordinate,STARLINK-3966 - Y-Coordinate,STARLINK-31196 - Y-Coordinate,STARLINK-31490 - Y-Coordinate,STARLINK-1541 - Y-Coordinate,STARLINK-2251 - Y-Coordinate,STARLINK-6174 - Y-Coordinate,STARLINK-1360 - Y-Coordinate,STARLINK-3829 - Y-Coordinate,STARLINK-30713 - Y-Coordinate,STARLINK-30715 - Y-Coordinate,STARLINK-31861 - Y-Coordinate,STARLINK-1808 - Y-Coordinate,STARLINK-5308 - Y-Coordinate,STARLINK-4488 - Y-Coordinate,STARLINK-3248 - Y-Coordinate,STARLINK-30551 - Y-Coordinate,STARLINK-5546 - Y-Coordinate,STARLINK-4640 - Y-Coordinate,STARLINK-1629 - Y-Coordinate,STARLINK-1400 - Y-Coordinate,STARLINK-5301 - Y-Coordinate,STARLINK-2252 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3229 - Z-Coordinate,STARLINK-2368 - Z-Coordinate,STARLINK-5726 - Z-Coordinate,STARLINK-6056 - Z-Coordinate,STARLINK-4009 - Z-Coordinate,STARLINK-31968 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,STARLINK-1861 - Z-Coordinate,STARLINK-6237 - Z-Coordinate,STARLINK-30918 - Z-Coordinate,STARLINK-6200 - Z-Coordinate,STARLINK-31368 - Z-Coordinate,STARLINK-3902 - Z-Coordinate,STARLINK-31805 - Z-Coordinate,STARLINK-3680 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-31758 - Z-Coordinate,STARLINK-31987 - Z-Coordinate,STARLINK-31887 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-32013 - Z-Coordinate,STARLINK-31214 - Z-Coordinate,STARLINK-11115 [DTC] - Z-Coordinate,STARLINK-1575 - Z-Coordinate,STARLINK-5758 - Z-Coordinate,STARLINK-1217 - Z-Coordinate,STARLINK-4138 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-31125 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-4141 - Z-Coordinate,STARLINK-32268 - Z-Coordinate,STARLINK-3549 - Z-Coordinate,STARLINK-3245 - Z-Coordinate,STARLINK-4062 - Z-Coordinate,STARLINK-1912 - Z-Coordinate,STARLINK-3899 - Z-Coordinate,STARLINK-6212 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-3542 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-1995 - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-3548 - Z-Coordinate,STARLINK-3942 - Z-Coordinate,STARLINK-31727 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,STARLINK-31334 - Z-Coordinate,STARLINK-31865 - Z-Coordinate,STARLINK-1934 - Z-Coordinate,STARLINK-30456 - Z-Coordinate,STARLINK-6353 - Z-Coordinate,STARLINK-11077 [DTC] - Z-Coordinate,STARLINK-30454 - Z-Coordinate,STARLINK-2225 - Z-Coordinate,STARLINK-3597 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-32098 - Z-Coordinate,STARLINK-2452 - Z-Coordinate,STARLINK-2578 - Z-Coordinate,STARLINK-2192 - Z-Coordinate,STARLINK-2647 - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-2125 - Z-Coordinate,STARLINK-1587 - Z-Coordinate,STARLINK-6374 - Z-Coordinate,STARLINK-1491 - Z-Coordinate,STARLINK-4636 - Z-Coordinate,STARLINK-3897 - Z-Coordinate,STARLINK-3457 - Z-Coordinate,STARLINK-2082 - Z-Coordinate,STARLINK-5853 - Z-Coordinate,STARLINK-30959 - Z-Coordinate,STARLINK-3966 - Z-Coordinate,STARLINK-31196 - Z-Coordinate,STARLINK-31490 - Z-Coordinate,STARLINK-1541 - Z-Coordinate,STARLINK-2251 - Z-Coordinate,STARLINK-6174 - Z-Coordinate,STARLINK-1360 - Z-Coordinate,STARLINK-3829 - Z-Coordinate,STARLINK-30713 - Z-Coordinate,STARLINK-30715 - Z-Coordinate,STARLINK-31861 - Z-Coordinate,STARLINK-1808 - Z-Coordinate,STARLINK-5308 - Z-Coordinate,STARLINK-4488 - Z-Coordinate,STARLINK-3248 - Z-Coordinate,STARLINK-30551 - Z-Coordinate,STARLINK-5546 - Z-Coordinate,STARLINK-4640 - Z-Coordinate,STARLINK-1629 - Z-Coordinate,STARLINK-1400 - Z-Coordinate,STARLINK-5301 - Z-Coordinate,STARLINK-2252 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4010.6361,3272.3572,2428.2493,6388.1652,5943.5201,3528.2551,5098.2285,-5032.4934,-491.2652,-5459.5751,6723.0896,-5898.2671,-2064.2562,4965.3372,3082.8957,-4718.9957,5326.1216,-3113.1742,-1528.8237,-858.0656,-5752.3641,4369.5345,3491.1446,6296.6035,-5623.4672,1888.9116,-5379.8313,4467.4873,-2298.2448,-5866.2679,-6812.9085,-6206.3427,-6244.3170,539.5248,-3820.7483,1604.1208,-1039.2216,-4301.6047,-3002.3005,-3281.1666,5627.3519,-3332.0700,-1446.1891,3678.2849,-5371.4272,4932.2436,-3977.3378,4047.4972,-68.7382,6344.5944,2062.9649,-4801.1192,441.5309,-4930.4114,-2931.7842,5371.8761,-333.9037,-3826.2695,3560.2369,-1060.3855,-2566.3276,5312.5388,2738.4005,-785.1691,-2325.1094,-557.1831,-6529.6888,-5680.6403,-3045.2684,-3736.8083,-2418.0927,501.3568,4375.8733,5642.7641,2235.4003,3123.4864,-6104.9301,4521.0613,5899.3478,6357.1373,-4975.6988,3988.5903,-1296.9654,3385.8407,-3040.9342,-742.8089,-3168.5735,2700.6720,-2668.3432,5463.7218,4141.2369,-4101.2565,-5118.5332,5985.2114,-2447.8711,6531.4828,6119.4081,977.8224,2203.0404,-4853.8961,-253449.6406,-252631.1598,-256055.6382,-254958.7378,-255468.1148,-254960.2562,-246816.1643,-249144.4625,158006563.4261,157983576.6332,157998335.1077,157992082.6623,-250510.1344,157991742.8959,-1183.6078,-2523.3935,-6289.7663,-2725.8169,-2823.0647,3558.7419,414.2938,-2426.1157,-5822.3385,-3892.7971,-1187.1792,2040.4233,-5462.7365,1446.0881,-2870.3570,3216.9159,4026.2240,5319.0247,-6562.8894,-6721.4204,-3648.6604,-972.0780,4533.8666,1939.2820,-2090.6242,-6278.7103,2634.8247,-2708.6896,-5862.7536,954.4911,-1086.5752,3013.0312,-2390.8084,755.7407,2584.9361,6597.1218,6153.7546,-3546.7984,-5955.1580,-3201.1767,3160.7355,3896.1898,6751.5530,-2104.4121,2742.3081,4822.8344,-3481.2905,4559.4198,4952.1862,-2417.5650,-4931.7806,-4491.4235,-6841.0630,-3535.2082,-3527.2927,-4061.3703,-5080.3922,2590.2373,-5102.2819,-4766.4490,-5083.0668,3059.1931,5343.6031,-5407.5634,6043.4718,-4746.8132,-2041.3464,746.6005,3439.2403,1778.3409,-5918.2537,6841.4863,-2788.3736,-2761.2824,-5797.6943,-2880.2439,-513.6182,3576.9555,-3192.4124,-1325.3349,-828.3389,-3217.4190,4016.7890,5943.3862,-6111.4195,5642.1065,-2607.1791,-6281.5220,5134.2778,4247.0877,-4808.0470,-4256.3205,3046.2919,-167.1441,5864.0976,570.2780,-865.0884,6287.2680,-1505.4207,1702.8789,261344.9707,252395.4949,265591.6206,266762.4270,258135.3613,260442.2597,261710.8186,263940.8699,27827940.0116,27834996.4538,27813863.4720,27829183.7191,262952.4477,27821106.9235,-5503.0593,5370.1952,1605.1637,-290.4959,2115.6227,4612.0760,-4528.0536,-4073.7247,-3657.6677,1360.5967,-1254.5178,3002.4458,-3759.1690,4461.3814,-5483.2369,3733.4851,-1842.1980,2948.1641,1054.6950,949.0032,-253.5701,-5261.6015,-3864.1498,-1338.0224,-3273.0599,1574.3775,3412.3396,-4574.6700,2822.3696,3497.1845,-757.8926,591.6480,1093.9638,6863.2845,-5155.5575,584.6356,2969.5246,4085.3807,-1795.2416,5131.8094,2462.6113,-4668.5550,-198.8857,-5447.0986,3353.4134,510.6683,-4447.0105,-3264.3060,4794.9934,581.6012,-4389.5778,2121.2768,-280.9822,3130.7394,5097.8387,-1173.6574,-4722.4927,4852.4614,3039.4178,-4817.8668,3885.3283,-2723.6416,-3278.2511,-4219.9794,2382.6273,-4889.7072,24.0157,3891.0317,-5159.8796,-5351.4860,2688.4633,-768.0453,4553.0175,2868.9202,3014.8482,-5450.3146,3229.5864,-3843.5926,1618.9725,2164.7940,4582.2207,-4585.7844,5422.6654,1079.9325,-580.3989,-3920.2711,5466.8635,-561.3584,-3626.3397,36.0271,2817.3150,-3564.0786,-3490.2678,-3502.7640,-2805.0934,2137.2873,2880.8100,2659.0154,6432.6610,-4636.3487,102988.3557,101858.1918,103872.0927,107661.7829,109056.9186,98931.0727,95982.0630,103098.0185,41330555.6016,41311943.4856,41298981.9169,41316057.8168,103766.1139,41318265.7130,
3600.000,5528.4581,-921.0017,688.5269,-4477.5432,-2702.6853,-6346.4122,-4079.1621,3825.0806,3393.6931,5736.8429,-4513.6997,5329.3625,4806.6433,-3191.2465,410.7539,3234.8166,-4653.7737,-895.2308,3750.9748,2647.7844,5829.1199,-1817.2806,-4114.3545,-5646.4513,6787.6025,1467.2952,5113.1489,-2917.5083,3616.6970,2535.3117,6232.5978,4310.9390,6066.5517,4546.7026,3082.1243,-3121.6787,-535.6368,6401.4760,3769.2524,6364.7522,-6395.9689,566.1906,-502.3661,-2365.7985,1552.9349,-5158.6952,4161.6366,-4140.0212,-3678.1998,-3484.3628,2061.9025,4434.1840,2120.2790,4935.6341,6187.0704,-3413.7427,4089.0904,-1121.1518,266.4607,4173.8995,3991.0048,-6178.4876,-5390.4232,3615.9675,795.6505,4329.5536,5369.6169,3256.4806,1439.1382,2190.7742,4573.9168,-2048.4328,-277.6773,-5152.5780,1166.2871,455.2600,4188.0528,-5115.0693,-4643.1902,-5472.7035,2763.6641,436.8866,-3128.1609,-4639.6076,4031.7449,-1145.9449,5712.3295,-508.6398,-1875.4324,-5263.8267,-4222.3884,5944.3397,4711.6113,-3754.1545,181.5022,-4117.3574,-2608.1610,-2631.1042,-2300.0087,5203.6398,-305078.3665,-308717.8932,-312549.7771,-311080.3811,-312779.1274,-311776.3293,-305057.4616,-308815.1130,145438979.6878,145412705.8578,145430557.3595,145417098.7987,-307851.9670,145423620.0708,-2475.4760,6166.0061,5388.1224,2312.3124,3707.2756,-448.5906,4041.6499,-1620.7840,5991.1991,1937.4262,3270.2729,-4397.6781,4973.9237,2957.9798,5390.7350,-6010.8460,-943.8278,-4053.1599,4917.5832,4143.4295,568.6414,4617.5260,-380.1043,492.6712,-577.5870,4116.0683,-4549.5602,5848.0182,2343.5846,-3285.1175,-1195.3929,-4532.5859,-560.5515,-1874.2249,-5838.8338,-3915.9071,-6760.6814,2616.8328,2810.7876,1734.5710,-1777.1762,-6353.7475,-5674.7049,5748.6054,-3873.4710,-2834.2594,-889.5438,-664.3356,-2527.2427,4296.9168,3691.6362,1129.8399,5590.6456,-851.6187,2348.6941,4848.7170,4689.4730,-4803.7223,5074.3422,5320.5721,1105.6489,-950.1810,-4178.7246,2138.7273,-6551.7164,1761.0402,-334.5372,-4002.3384,-6429.7786,-5889.5744,5141.9566,-5584.2019,4299.1024,4357.5377,4091.2988,5336.9065,-2863.8622,455.4272,4285.4689,3711.8711,-3484.2256,4351.1347,-4414.1830,-3149.6853,4037.1070,-6809.4071,-1021.7221,5692.9506,-4727.0342,-1973.7781,5076.2053,3430.9812,-4979.2142,3415.4595,-3224.5208,1902.8729,3235.0362,-6135.7799,5354.6591,-4450.9017,192181.2682,183015.7307,195342.3207,195177.7434,186479.9763,188826.0210,190362.4572,190353.3719,67866917.0739,67872971.7148,67860440.1822,67868196.9226,191590.2249,67860831.2838,3310.8596,-2682.1204,-4314.9986,4782.3931,-5180.3722,-2459.6861,3686.2841,5511.3025,248.4341,3179.6995,4123.7598,521.1939,573.3746,-5277.3282,4293.5916,-204.0160,5027.8187,-5435.5769,2868.2802,-4763.2299,-3494.4851,4788.6120,5516.2581,-3618.1888,-520.2046,-5144.7042,857.9407,2324.9871,-5400.9204,-5520.2013,-2814.4296,2961.3629,2958.3274,-4895.3878,2046.8701,-4625.9773,1337.9460,-119.9999,5044.1450,-1990.9474,1910.5078,2697.8653,-3913.9710,2979.4234,-5508.0837,3623.9087,5425.1193,5484.0444,-5269.3887,-3987.2811,5458.5915,-5186.1200,-3370.2944,-4654.2656,-1835.9102,-3404.1749,3063.7393,-4549.8976,-4716.8265,1118.2136,-5523.8326,-2435.7663,-499.4432,5462.6457,2013.1719,4974.7898,-4232.9259,-4635.3622,2053.2975,2488.4857,879.0606,-3508.0054,-5408.6936,1472.9078,-5452.9975,4348.9012,-4727.1777,4636.3389,2765.4180,1770.0157,-5177.6429,5291.1215,-4257.3328,-4072.1244,-3798.6401,-202.8699,-3635.0123,-3796.6049,4541.4823,-4042.3992,2153.6891,-716.7851,-806.1374,4712.8307,6140.7451,-5204.6055,-5417.1807,1733.1610,-3832.9497,993.8984,105400.0547,103282.6097,106343.1476,106746.0858,111342.4088,103351.0275,96128.8908,105912.3079,41327446.3727,41316021.4555,41296448.0357,41319404.3934,105085.5965,41315428.6401,
7200.000,-5308.1928,-1112.8197,-4224.4732,106.3014,-1640.2894,6236.9789,2118.5314,-2538.4713,-4788.0002,-3719.5278,926.9236,-2628.4504,-5644.8047,1335.9949,-2698.7278,-200.7201,3341.7514,5116.8104,-4940.1685,-4523.4486,-3672.9564,-209.0717,4549.9541,1710.0205,-4666.5438,-5187.3123,-2309.2743,900.2987,-4884.9868,1066.1742,-3541.7105,-526.9255,-2955.8443,-6935.1423,-1595.3010,4403.3335,2306.5239,-5658.4046,-4387.3133,-6424.6035,4569.1427,1744.2824,3277.5451,902.2617,2603.6743,4038.6746,-4125.3483,4070.9508,6484.2562,-1126.3408,-5671.3704,-3572.4000,-4588.0969,-3828.5231,-6281.1415,-888.3989,-6078.6832,4429.3813,-4162.8650,-4892.7890,-5173.8176,3132.1647,5537.3982,-6038.3807,1706.9140,-6638.7084,-2129.0376,-549.6214,165.3518,-158.3538,-5231.4069,3705.1870,-3290.4720,2088.6486,-4931.3015,-2822.8245,-1651.3358,4935.8790,899.1260,1881.9158,-592.4851,-4106.7834,5639.8213,5134.7090,-4108.8276,2547.4468,-5984.8426,-2908.2563,5610.4871,3718.7512,1628.7414,-5145.7186,-1985.2428,1080.2945,3641.2068,700.4871,-1507.3841,3620.9804,2559.7446,-3503.7781,-344349.0647,-346233.3371,-348868.1686,-345828.2851,-350177.7403,-347259.0495,-343459.4573,-344972.6482,122911407.8331,122883502.5825,122898973.8878,122886220.1794,-345445.2683,122895157.3587,4310.4438,-6329.0333,-3295.5829,-2387.7222,-4501.1459,-2265.4564,-6489.3934,5402.8458,-3683.2054,1810.7478,-5167.4863,5207.0271,-2768.6785,-6322.1697,-6347.2601,5865.5130,-3221.3767,2240.8645,-728.9984,226.9090,3465.8073,-6783.6174,-3705.2506,-3733.9899,3086.4878,-504.6132,4597.8357,-6756.4787,1855.9274,5538.3227,3690.1135,5057.0650,3993.6236,-40.4054,6310.7691,-794.3645,4379.5133,-533.6295,1614.3356,-40.3723,-948.0491,6644.3937,2550.7416,-6691.0288,4879.7442,-1035.9806,4687.8804,-3607.0225,363.7148,-5123.1188,-2437.4713,3216.5150,-2073.1075,4952.8449,-549.9995,-3997.6649,-3322.6184,5036.9270,-4290.6996,-3439.7178,2831.5554,-2574.6157,938.6329,960.7467,4281.1382,762.5077,3664.4406,6420.7521,6489.3632,6303.3034,-2301.2599,1885.4228,-5378.0398,-4396.9722,-1941.5674,-6283.4648,5846.0263,-4113.3204,-4213.8811,-4853.8807,6531.2996,-4954.7432,3934.6928,-936.7114,415.5739,4875.0474,3211.8369,-2917.6692,3286.8761,-1880.9285,-3311.2131,-857.5884,4780.8950,-6118.0627,507.9874,-4811.8943,-5397.0564,3035.4500,-6419.6310,5009.5797,113963.0932,102307.7315,112952.1219,110826.9666,102988.8180,107220.6344,106625.5802,109592.7404,103289950.9590,103292957.9390,103289906.8332,103285176.6946,108291.7333,103284204.5359,962.8706,-2182.4760,4389.3683,-6531.0231,4976.9443,-1576.8067,-119.4411,-3486.1159,3305.5187,-5457.3551,-4545.1481,-3749.0171,2931.0289,2219.9648,-410.5116,-3498.5884,-5143.8924,3928.4186,-4654.4361,5118.2763,4566.6351,-1270.7461,-3637.2471,5310.2124,3910.5339,4274.4463,-4602.3196,1293.9926,4502.7523,3968.4085,4679.0271,-4707.2385,-4613.4590,-32.8176,2319.2382,5129.3261,-4835.1703,-3950.2197,-5085.5398,-2494.0502,-5103.6378,900.3332,5508.3781,1396.7648,4125.6925,-5526.0423,-2948.4606,-4270.5859,2325.9050,4340.9652,-3116.9054,4956.1638,4652.7718,2727.9831,-2723.0692,5460.4957,407.5346,49.9027,3492.8790,3341.0509,3571.2850,5332.2449,3887.1304,-3204.3107,-5145.3164,-1437.1825,5360.6392,2544.2191,2340.6117,2429.8432,-3942.6840,5498.3361,2820.4531,-4910.4959,4426.2790,-498.5480,3325.7591,-2590.7945,-5397.8843,-4453.8119,1867.0416,-2419.5787,209.4299,4542.7781,5455.8265,4167.0372,-838.1325,5473.4497,-2081.4879,5513.8861,-5887.0800,4504.2017,4552.1949,-3084.5767,-5895.3376,4884.4085,3883.0885,-5034.2796,-923.7209,3232.3190,107983.3012,104876.2308,108467.0694,105238.2616,113146.3307,108259.1074,96940.9406,105209.7686,41323537.7001,41319991.9890,41295167.3512,41321139.3795,106394.9666,41312570.4180,
