sl_100_5400_20270408 Coordinates.csv
2027/04/08 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:31 2024,
Start: 2027/04/08 07:47:00.00, Stop: 2027/04/08 09:17:00.00,
TIME_UNITS,STARLINK-5980 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-6231 - X-Coordinate,STARLINK-31768 - X-Coordinate,STARLINK-6318 - X-Coordinate,STARLINK-11077 [DTC] - X-Coordinate,STARLINK-30289 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-30322 - X-Coordinate,STARLINK-32028 - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-4346 - X-Coordinate,STARLINK-5745 - X-Coordinate,STARLINK-1336 - X-Coordinate,STARLINK-3728 - X-Coordinate,STARLINK-3788 - X-Coordinate,STARLINK-2609 - X-Coordinate,STARLINK-2533 - X-Coordinate,STARLINK-4170 - X-Coordinate,STARLINK-31298 - X-Coordinate,STARLINK-4282 - X-Coordinate,STARLINK-1857 - X-Coordinate,STARLINK-31188 - X-Coordinate,STARLINK-4028 - X-Coordinate,STARLINK-3643 - X-Coordinate,STARLINK-2455 - X-Coordinate,STARLINK-2292 - X-Coordinate,STARLINK-31891 - X-Coordinate,STARLINK-5018 - X-Coordinate,STARLINK-6080 - X-Coordinate,STARLINK-3851 - X-Coordinate,STARLINK-5080 - X-Coordinate,STARLINK-2032 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-4472 - X-Coordinate,STARLINK-5516 - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-4781 - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-4406 - X-Coordinate,STARLINK-3594 - X-Coordinate,STARLINK-1721 - X-Coordinate,STARLINK-1828 - X-Coordinate,STARLINK-1846 - X-Coordinate,STARLINK-4133 - X-Coordinate,STARLINK-1030 - X-Coordinate,STARLINK-30191 - X-Coordinate,STARLINK-4459 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-3913 - X-Coordinate,STARLINK-31466 - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-31744 - X-Coordinate,STARLINK-31000 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-1645 - X-Coordinate,STARLINK-5408 - X-Coordinate,STARLINK-4739 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-2703 - X-Coordinate,STARLINK-2568 - X-Coordinate,STARLINK-5739 - X-Coordinate,STARLINK-2244 - X-Coordinate,STARLINK-1497 - X-Coordinate,STARLINK-31314 - X-Coordinate,STARLINK-1746 - X-Coordinate,STARLINK-6301 - X-Coordinate,STARLINK-31616 - X-Coordinate,STARLINK-4779 - X-Coordinate,STARLINK-31370 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-3697 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-4183 - X-Coordinate,STARLINK-3931 - X-Coordinate,STARLINK-5734 - X-Coordinate,STARLINK-31248 - X-Coordinate,STARLINK-3459 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-3184 - X-Coordinate,STARLINK-5240 - X-Coordinate,STARLINK-31284 - X-Coordinate,STARLINK-2222 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-3543 - X-Coordinate,STARLINK-30547 - X-Coordinate,STARLINK-5669 - X-Coordinate,STARLINK-3146 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-31973 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-1648 - X-Coordinate,STARLINK-32173 - X-Coordinate,STARLINK-2209 - X-Coordinate,STARLINK-1728 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5980 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-31768 - Y-Coordinate,STARLINK-6318 - Y-Coordinate,STARLINK-11077 [DTC] - Y-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-30322 - Y-Coordinate,STARLINK-32028 - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-4346 - Y-Coordinate,STARLINK-5745 - Y-Coordinate,STARLINK-1336 - Y-Coordinate,STARLINK-3728 - Y-Coordinate,STARLINK-3788 - Y-Coordinate,STARLINK-2609 - Y-Coordinate,STARLINK-2533 - Y-Coordinate,STARLINK-4170 - Y-Coordinate,STARLINK-31298 - Y-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-1857 - Y-Coordinate,STARLINK-31188 - Y-Coordinate,STARLINK-4028 - Y-Coordinate,STARLINK-3643 - Y-Coordinate,STARLINK-2455 - Y-Coordinate,STARLINK-2292 - Y-Coordinate,STARLINK-31891 - Y-Coordinate,STARLINK-5018 - Y-Coordinate,STARLINK-6080 - Y-Coordinate,STARLINK-3851 - Y-Coordinate,STARLINK-5080 - Y-Coordinate,STARLINK-2032 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-4472 - Y-Coordinate,STARLINK-5516 - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-4781 - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-4406 - Y-Coordinate,STARLINK-3594 - Y-Coordinate,STARLINK-1721 - Y-Coordinate,STARLINK-1828 - Y-Coordinate,STARLINK-1846 - Y-Coordinate,STARLINK-4133 - Y-Coordinate,STARLINK-1030 - Y-Coordinate,STARLINK-30191 - Y-Coordinate,STARLINK-4459 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-3913 - Y-Coordinate,STARLINK-31466 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-31744 - Y-Coordinate,STARLINK-31000 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-1645 - Y-Coordinate,STARLINK-5408 - Y-Coordinate,STARLINK-4739 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-2703 - Y-Coordinate,STARLINK-2568 - Y-Coordinate,STARLINK-5739 - Y-Coordinate,STARLINK-2244 - Y-Coordinate,STARLINK-1497 - Y-Coordinate,STARLINK-31314 - Y-Coordinate,STARLINK-1746 - Y-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-31616 - Y-Coordinate,STARLINK-4779 - Y-Coordinate,STARLINK-31370 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-3697 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-4183 - Y-Coordinate,STARLINK-3931 - Y-Coordinate,STARLINK-5734 - Y-Coordinate,STARLINK-31248 - Y-Coordinate,STARLINK-3459 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-3184 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,STARLINK-31284 - Y-Coordinate,STARLINK-2222 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-3543 - Y-Coordinate,STARLINK-30547 - Y-Coordinate,STARLINK-5669 - Y-Coordinate,STARLINK-3146 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-31973 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-1648 - Y-Coordinate,STARLINK-32173 - Y-Coordinate,STARLINK-2209 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5980 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-31768 - Z-Coordinate,STARLINK-6318 - Z-Coordinate,STARLINK-11077 [DTC] - Z-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-30322 - Z-Coordinate,STARLINK-32028 - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-4346 - Z-Coordinate,STARLINK-5745 - Z-Coordinate,STARLINK-1336 - Z-Coordinate,STARLINK-3728 - Z-Coordinate,STARLINK-3788 - Z-Coordinate,STARLINK-2609 - Z-Coordinate,STARLINK-2533 - Z-Coordinate,STARLINK-4170 - Z-Coordinate,STARLINK-31298 - Z-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-1857 - Z-Coordinate,STARLINK-31188 - Z-Coordinate,STARLINK-4028 - Z-Coordinate,STARLINK-3643 - Z-Coordinate,STARLINK-2455 - Z-Coordinate,STARLINK-2292 - Z-Coordinate,STARLINK-31891 - Z-Coordinate,STARLINK-5018 - Z-Coordinate,STARLINK-6080 - Z-Coordinate,STARLINK-3851 - Z-Coordinate,STARLINK-5080 - Z-Coordinate,STARLINK-2032 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-4472 - Z-Coordinate,STARLINK-5516 - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-4781 - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-4406 - Z-Coordinate,STARLINK-3594 - Z-Coordinate,STARLINK-1721 - Z-Coordinate,STARLINK-1828 - Z-Coordinate,STARLINK-1846 - Z-Coordinate,STARLINK-4133 - Z-Coordinate,STARLINK-1030 - Z-Coordinate,STARLINK-30191 - Z-Coordinate,STARLINK-4459 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-3913 - Z-Coordinate,STARLINK-31466 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-31744 - Z-Coordinate,STARLINK-31000 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-1645 - Z-Coordinate,STARLINK-5408 - Z-Coordinate,STARLINK-4739 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-2703 - Z-Coordinate,STARLINK-2568 - Z-Coordinate,STARLINK-5739 - Z-Coordinate,STARLINK-2244 - Z-Coordinate,STARLINK-1497 - Z-Coordinate,STARLINK-31314 - Z-Coordinate,STARLINK-1746 - Z-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-31616 - Z-Coordinate,STARLINK-4779 - Z-Coordinate,STARLINK-31370 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-3697 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-4183 - Z-Coordinate,STARLINK-3931 - Z-Coordinate,STARLINK-5734 - Z-Coordinate,STARLINK-31248 - Z-Coordinate,STARLINK-3459 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-3184 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,STARLINK-31284 - Z-Coordinate,STARLINK-2222 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-3543 - Z-Coordinate,STARLINK-30547 - Z-Coordinate,STARLINK-5669 - Z-Coordinate,STARLINK-3146 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-31973 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-1648 - Z-Coordinate,STARLINK-32173 - Z-Coordinate,STARLINK-2209 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4466.3631,-142.5482,1975.8246,4716.7904,3356.3645,4302.6430,6149.4892,-634.7680,-5292.0944,2321.3652,-271.2765,5982.0489,-1852.0374,-3638.4696,4015.0331,-453.7174,-2122.6242,2002.1692,-4730.5971,1702.4921,3646.0277,-2839.0112,-2963.4615,4863.4250,4132.5719,-6460.3821,258.1075,5087.3070,-6783.2554,-5006.0501,373.9457,0.0000,3397.6658,-4725.2763,-6202.4674,1650.0105,-5244.3285,-3813.8925,-3535.8413,-3452.1362,-5157.8420,-5677.1481,2915.3268,0.0000,1011.2028,-5397.6924,3067.6406,389.4387,4532.0128,-1658.2277,6674.2326,-3316.6030,-3635.0314,6342.4532,3338.0472,5695.4253,-819.3287,-5601.8286,-2854.7716,-2012.7562,2050.9422,-6203.6825,4983.4240,-5452.6639,-3597.0151,1064.3452,-2918.2631,-2523.4047,2633.4399,678.0347,-2973.1484,-1090.3951,4264.1934,-3114.2344,3104.9844,1638.9444,6080.6944,4591.2222,1607.8208,-3673.0864,3491.9891,-1825.5936,-2527.5354,-4265.3368,-2640.1986,3259.9564,-746.7570,-1218.6751,5018.1808,-2841.9267,-3703.9659,3588.3110,3135.7012,-1609.1519,3255.9974,-4249.3816,-5802.6125,3666.3320,3498.0512,5211.0277,-81386.1768,-82426.0219,-80284.5635,-78649.8453,-82934.7534,-81454.8333,-73593.3433,-76541.8824,124365421.5726,124366695.0193,124358623.9206,124375172.7796,-76363.1142,124371130.3345,-2011.8148,6432.8823,-3179.2515,4278.0932,3985.6901,-1432.0861,1557.2514,-6635.8952,-2958.7718,4689.5250,5606.7573,3284.5726,-5352.8938,-5830.5956,1466.9747,4118.3649,-3818.6993,-3855.2012,2632.6368,-6635.9454,-2278.9916,5570.5796,-5222.2700,797.7836,691.9630,-2231.1766,-6542.0925,4335.4887,1176.0299,-2473.4114,-6872.8306,0.0000,-2733.1979,-4552.4059,-1611.0493,-1902.9697,1357.0134,-5123.6325,-2182.1280,-4107.8684,-4603.4861,3506.7905,-6237.3585,0.0000,-6744.6132,-3322.9572,4106.2159,-6870.2856,4058.0551,1847.6529,88.7174,2717.7469,-5546.9195,2090.2518,-5525.2306,2341.5771,-4065.1633,2686.6584,3746.7913,-5900.8633,-3662.0847,3085.1841,-3712.9808,-3888.9976,-3769.8512,-4290.2610,6140.9659,-5006.4117,-4472.8538,5801.3161,-5575.8317,-5039.9463,-2539.9231,4821.8073,-4052.4580,6580.8996,3260.5181,-3684.0022,5061.7683,-1991.5518,3683.7591,-3689.4415,3655.2731,5269.8426,5323.7005,3053.9634,6809.8646,-5013.9484,980.8915,4065.0772,-4203.6536,-2074.8976,-6114.5212,6326.2428,-2722.8883,-2992.1179,3060.8298,-5621.9220,3712.0416,-4055.4110,364894.0743,339236.2257,357306.0602,357965.5080,350461.0381,352354.6063,349811.4820,352868.4666,-25202578.8817,-25233529.2445,-25244154.6085,-25223079.6027,352578.4571,-25221416.7964,4905.8262,-2557.5467,5841.4253,-2449.4878,-4577.5188,4934.0694,2790.7030,1622.0868,3020.5041,4450.0389,4020.0497,1205.2996,-4001.2354,-320.5996,-5438.2000,-5528.1802,-5275.3792,5350.5527,4295.5663,86.2060,5390.3539,-2271.4714,-3197.6084,-4859.8508,5494.4258,-195.1856,683.3580,-1323.5622,-502.0386,4088.6488,583.7089,0.0000,5345.8877,2132.1961,-2258.3406,6450.7721,-4330.1096,2550.2151,5534.9237,4152.7502,-424.1287,-1901.8939,-565.5061,0.0000,303.0890,2560.7570,-4646.4988,-700.7717,-3291.1163,-6490.8139,1655.9183,-5417.4120,1544.4507,-1849.8873,2145.7550,3178.9385,-5325.0181,2802.9948,-5019.6338,-2983.4286,-5496.5077,-593.7961,2872.0421,928.2885,-4580.6909,-5421.0543,1215.6096,3881.1445,4521.2231,-3729.0151,2445.3400,-4560.0270,4545.9982,-3814.4492,4665.7495,1460.9288,-452.0170,3603.1738,4443.4936,5442.9879,4651.3734,5471.7524,5250.3782,-1282.6930,3334.7836,-5276.3759,903.3449,-4590.1641,4635.4123,4816.6050,-4059.8143,-5538.4458,-622.3959,-2017.9920,5421.3737,4567.1082,2115.1459,-1171.7241,-4667.6733,1985.8604,116676.7499,113893.2469,115722.3116,119667.9444,120949.1268,110779.9971,107943.0218,113891.5570,39312056.9801,39286003.3177,39318437.2961,39311607.8490,115689.4182,39317527.2251,
300.000,-5407.3819,1148.5218,1544.8569,5212.2746,4577.3593,2745.0754,5740.2401,-1872.9491,-6340.6174,3316.1918,1596.8754,5777.2433,-3370.6579,-4436.1579,4154.6017,1687.9359,-4066.7013,349.3094,-4524.9129,168.6991,1976.4740,-1219.8066,-4050.2970,5764.2135,4037.1242,-6476.1253,-1011.9760,6043.8986,-6365.5202,-6118.6285,-856.6935,0.0000,2395.5648,-4995.1419,-5651.5929,3508.6437,-4988.8176,-4307.6039,-4613.1019,-3936.4548,-5969.2542,-6123.8075,1617.0736,0.0000,-253.9536,-5278.2188,3775.1538,-822.3782,5042.7639,-3536.5416,5927.5127,-2223.2878,-4569.7950,6159.1421,1552.4717,5543.0576,-2927.5291,-5101.0652,-1723.3420,-2979.3404,-28.9083,-6233.3587,3342.9735,-5678.4141,-4707.7252,-805.9718,-1807.1086,-3381.9910,593.8751,2395.3536,-4265.5857,-2854.4314,2792.8261,-2186.7521,2148.4511,2836.7740,6444.7466,2799.6062,3341.3372,-4259.7704,5168.0038,-3628.0729,-404.7943,-3313.1143,-648.7360,4922.4730,461.7422,-2609.3797,5977.9156,-1769.7935,-5324.0599,2390.9018,1831.6569,123.0646,1465.1058,-5522.0462,-5396.0293,2616.8528,3999.9032,3767.2687,-89092.9178,-89569.4682,-87596.0926,-85995.2849,-90353.7678,-88873.4911,-81048.5704,-84418.4023,124891012.7593,124892637.5095,124884883.9497,124901091.7866,-83763.6543,124896808.9281,-3046.1753,6775.3769,-4960.8988,2510.5181,2217.0317,-2951.7240,-264.9275,-6599.6370,-1974.0686,2917.4862,6007.4879,3687.6782,-3946.8969,-4827.0525,-703.9125,4267.7827,-3173.1932,-5088.6801,4324.6330,-6695.5469,-3679.7647,5339.0761,-3580.8818,-836.5407,-1483.1441,-955.4459,-6022.8548,3135.5593,2319.8220,-904.5675,-6442.1104,0.0000,-4529.8432,-3024.3226,-111.6082,-2652.9517,3323.6277,-3563.6992,-329.8001,-2170.5426,-3327.4724,3241.6651,-6304.8384,0.0000,-6494.2042,-1675.2252,2179.9312,-6775.3375,2171.6655,2555.7521,-1175.6491,4483.9389,-4124.4512,381.3705,-5689.2665,414.2774,-3837.9002,4294.0726,5319.5045,-4487.3293,-4297.4233,2602.3837,-4204.9774,-2529.7261,-1930.1624,-5110.6245,6641.6956,-3277.1065,-4357.1351,4726.9069,-5221.9114,-5321.4256,-4163.3227,6110.6116,-5593.7128,6324.2108,2098.1219,-4128.6653,3808.1091,114.6373,2986.1346,-2464.0025,4103.3393,6027.1071,5312.1110,1907.3014,6835.4508,-3514.7318,-547.8576,5583.0578,-3182.3864,-3863.0383,-6216.7292,5988.2178,-3970.9768,-1365.2859,4278.6347,-6254.1751,1714.6690,-4553.5775,362902.4101,337513.6785,355645.5641,356191.8989,348707.9157,350578.1541,348129.5264,351077.2621,-22477115.5593,-22507875.8419,-22519078.0595,-22496769.4478,350847.2947,-22495993.6496,3095.0490,-835.0172,4600.4265,-3617.6825,-4715.6618,5352.5085,3871.4464,-185.4828,1348.0853,5258.7570,3008.5432,-1039.9913,-4599.7214,-2092.5817,-5485.1699,-5163.3833,-4505.9378,4637.2700,2934.8298,-1451.3173,5486.0582,-3777.6627,-4130.2239,-3738.0557,5408.5977,-1980.7211,2449.8188,224.1613,1311.6764,3107.8993,2335.2970,0.0000,4621.2019,3669.6576,-3772.2588,5349.9424,-3486.5170,4002.2535,5149.9846,5080.2756,1118.0751,326.5870,-2318.6145,0.0000,2082.0105,4004.9752,-5371.8364,1111.0952,-4207.0361,-5409.2411,3278.4888,-4762.3700,2906.6052,-3154.2121,3387.1881,4136.4800,-4717.2977,1420.2621,-4013.5942,-4332.0575,-5418.2739,1640.7050,4240.7551,2653.7397,-4716.5410,-4706.0093,-595.4273,4928.5970,5294.3123,-4465.8042,693.1322,-3302.8346,4490.9707,-2315.2021,3457.9475,-339.4194,1359.1237,4767.3650,4720.1057,5378.5778,3435.3343,5259.0622,5505.5627,532.1462,4216.0882,-4462.8299,-914.1461,-5341.6150,3409.1728,3677.6521,-3064.6666,-5216.4873,-2371.2484,-3288.6210,5431.0059,3940.1733,346.7921,655.2835,-5372.6165,3548.0095,116746.3947,113990.0412,115928.2658,119616.4121,121154.6494,111105.9488,107920.4519,114101.6414,39312962.6435,39286726.4078,39318798.7178,39312312.6380,115793.7127,39318197.4027,
600.000,-5735.7407,2316.5265,1017.4737,5210.5991,5395.0588,926.2052,4800.3125,-2922.0963,-6714.5760,4033.2501,3288.2638,4949.2389,-4601.4784,-4806.5423,3944.3942,3650.2385,-5597.6756,-1297.6720,-3898.6283,-1395.7421,148.4310,568.0331,-4762.2671,6118.7680,3601.7328,-5833.2980,-2194.6541,6382.5839,-5306.6571,-6648.1228,-2028.0562,0.0000,1204.8112,-4800.1971,-4530.5525,5019.4322,-4282.7164,-4409.1207,-5280.0866,-4065.5490,-6206.6853,-5900.8248,134.6153,0.0000,-1516.3907,-4650.6133,4168.9825,-1964.9560,5102.0699,-5066.2685,4588.7705,-959.6626,-5063.5308,5396.9094,-412.7624,4887.0588,-4717.1190,-4090.4482,-462.4027,-3698.5717,-2085.9002,-5578.5711,1347.0335,-5319.4198,-5404.3291,-2566.8445,-509.1423,-3946.5421,-1523.4160,3914.7132,-5100.1663,-4307.3847,1059.9873,-1065.4841,1017.6818,3758.6179,6173.1154,718.4684,4781.3993,-4472.6416,6320.3549,-5089.6781,1749.9273,-2023.1345,1426.8114,6111.4575,1634.4974,-3793.0323,6359.6186,-562.8180,-6425.7976,1008.9112,321.3453,1869.3322,-437.2025,-6278.6085,-4449.8264,1287.3630,4165.6002,1929.1393,-96750.4659,-96676.2900,-94866.0748,-93297.8330,-97731.5293,-96246.7402,-88467.2790,-92205.7372,125356883.8165,125358849.8993,125351437.3327,125367213.3645,-91125.0823,125362769.2295,-3785.0280,6447.7759,-6238.8709,474.1497,258.1501,-4199.1669,-2088.4666,-5889.7286,-795.7262,864.8913,5840.3754,3675.8657,-2182.8055,-3324.3857,-2801.2391,4049.8435,-2254.7439,-5845.4250,5571.3826,-6085.8233,-4760.8855,4542.5551,-1576.8641,-2354.0661,-3511.1855,439.8268,-4812.0080,1612.5117,3245.7635,724.8846,-5371.0758,0.0000,-5887.2159,-1171.6637,1437.0510,-3047.2822,4958.5454,-1629.0452,1519.4727,-1.2155,-1719.2795,2627.3586,-5756.1654,0.0000,-5575.5047,174.4260,45.2756,-6005.6723,65.6770,2920.4301,-2357.6216,5821.1617,-2270.4740,-1388.8017,-5295.4582,-1574.7678,-3255.0778,5454.3852,6367.6256,-2630.2650,-4564.5838,1858.7070,-4312.8963,-877.6909,74.2432,-5482.0708,6481.2710,-1213.5875,-3860.5205,3221.2086,-4320.3672,-5095.7277,-5374.5823,6782.7113,-6582.8221,5443.0709,712.6531,-4214.0337,2218.5373,2190.8026,2026.8825,-1039.1067,4200.0166,6182.6352,4795.6995,618.9656,6179.4002,-1695.0965,-1988.3141,6553.7078,-1880.4982,-5295.4561,-5710.5718,5062.0382,-4870.5246,362.8846,5063.4398,-6237.0561,-451.2753,-4631.6513,360745.7500,335642.5335,353826.8939,354260.9989,346799.1309,348645.9913,346290.3223,349094.6618,-19740727.2146,-19771287.2720,-19783053.4039,-19759514.8896,348960.8506,-19759642.1137,953.5318,977.3129,2869.5423,-4380.2892,-4350.7980,5139.1555,4537.6078,-1972.6025,-478.8731,5490.3140,1671.4113,-3173.9259,-4707.3752,-3635.5951,-4942.9489,-4241.6454,-3237.5290,3420.2813,1257.4027,-2827.9981,4986.9968,-4828.4134,-4596.0619,-2214.5740,4740.0931,-3545.5040,3911.1652,1746.5692,2982.9582,1793.1243,3833.9739,0.0000,3395.9947,4808.5680,-4858.2484,3676.6589,-2270.3704,5015.8494,4212.7771,5429.5067,2540.1098,2520.1023,-3821.0685,0.0000,3627.3620,5002.5422,-5520.3675,2803.0245,-4670.3153,-3754.7313,4541.5525,-3593.4530,3940.4146,-4120.7600,4245.0369,4651.1719,-3564.0351,-122.3788,-2569.3019,-5213.7275,-4757.6737,3700.8803,5138.6730,4073.0801,-4349.7402,-3501.0482,-2342.0536,5422.8321,5490.0887,-4724.9170,-1138.5014,-1684.7243,3912.2384,-563.6351,1878.0178,-2103.5438,3023.4275,5415.2679,4490.7756,4722.5620,1844.5356,4464.2196,5159.5602,2289.1081,4622.8689,-3168.4003,-2632.8623,-5516.5309,1813.6955,2142.5871,-1739.6376,-4334.1221,-3862.8327,-4191.9656,4849.3502,2889.6739,-1459.3416,2408.2726,-5499.6670,4724.2309,116815.7802,114087.0111,116133.8864,119559.7553,121356.5760,111438.0123,107902.9722,114432.9409,39313870.5903,39287452.5293,39319159.9241,39313075.0626,115897.9300,39318867.4969,
