sl_100_5400_20270105 Coordinates.csv
2027/01/05 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:40 2024,
Start: 2027/01/05 07:47:00.00, Stop: 2027/01/05 09:17:00.00,
TIME_UNITS,STARLINK-30270 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-5897 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-2707 - X-Coordinate,STARLINK-5161 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-1543 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-1151 - X-Coordinate,STARLINK-5296 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-5608 - X-Coordinate,STARLINK-5276 - X-Coordinate,STARLINK-2630 - X-Coordinate,STARLINK-5159 - X-Coordinate,STARLINK-1736 - X-Coordinate,STARLINK-2495 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-31268 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-31563 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-30511 - X-Coordinate,STARLINK-31616 - X-Coordinate,STARLINK-5931 - X-Coordinate,STARLINK-1013 - X-Coordinate,STARLINK-6179 - X-Coordinate,STARLINK-11182 [DTC] - X-Coordinate,STARLINK-30786 - X-Coordinate,STARLINK-1533 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-5418 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-4390 - X-Coordinate,STARLINK-31784 - X-Coordinate,STARLINK-31667 - X-Coordinate,STARLINK-1633 - X-Coordinate,STARLINK-1103 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-5871 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-5321 - X-Coordinate,STARLINK-30103 - X-Coordinate,STARLINK-2293 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-30923 - X-Coordinate,STARLINK-4583 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-4435 - X-Coordinate,STARLINK-2113 - X-Coordinate,STARLINK-3153 - X-Coordinate,STARLINK-31687 - X-Coordinate,STARLINK-2237 - X-Coordinate,STARLINK-5322 - X-Coordinate,STARLINK-6350 - X-Coordinate,STARLINK-2361 - X-Coordinate,STARLINK-1675 - X-Coordinate,STARLINK-6296 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-1366 - X-Coordinate,STARLINK-3532 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-5195 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-6210 - X-Coordinate,STARLINK-30959 - X-Coordinate,STARLINK-1492 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-30844 - X-Coordinate,STARLINK-3131 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-4021 - X-Coordinate,STARLINK-30413 - X-Coordinate,STARLINK-31322 - X-Coordinate,STARLINK-5796 - X-Coordinate,STARLINK-3287 - X-Coordinate,STARLINK-4383 - X-Coordinate,STARLINK-5365 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-30282 - X-Coordinate,STARLINK-30508 - X-Coordinate,STARLINK-3621 - X-Coordinate,STARLINK-3356 - X-Coordinate,STARLINK-5391 - X-Coordinate,STARLINK-30969 - X-Coordinate,STARLINK-5134 - X-Coordinate,STARLINK-3335 - X-Coordinate,STARLINK-32032 - X-Coordinate,STARLINK-30774 - X-Coordinate,STARLINK-4382 - X-Coordinate,STARLINK-3681 - X-Coordinate,STARLINK-31703 - X-Coordinate,STARLINK-4557 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30270 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-5897 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-2707 - Y-Coordinate,STARLINK-5161 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-1543 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-1151 - Y-Coordinate,STARLINK-5296 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-5608 - Y-Coordinate,STARLINK-5276 - Y-Coordinate,STARLINK-2630 - Y-Coordinate,STARLINK-5159 - Y-Coordinate,STARLINK-1736 - Y-Coordinate,STARLINK-2495 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-31268 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-31563 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-30511 - Y-Coordinate,STARLINK-31616 - Y-Coordinate,STARLINK-5931 - Y-Coordinate,STARLINK-1013 - Y-Coordinate,STARLINK-6179 - Y-Coordinate,STARLINK-11182 [DTC] - Y-Coordinate,STARLINK-30786 - Y-Coordinate,STARLINK-1533 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-5418 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-4390 - Y-Coordinate,STARLINK-31784 - Y-Coordinate,STARLINK-31667 - Y-Coordinate,STARLINK-1633 - Y-Coordinate,STARLINK-1103 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-5871 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-5321 - Y-Coordinate,STARLINK-30103 - Y-Coordinate,STARLINK-2293 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-30923 - Y-Coordinate,STARLINK-4583 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-4435 - Y-Coordinate,STARLINK-2113 - Y-Coordinate,STARLINK-3153 - Y-Coordinate,STARLINK-31687 - Y-Coordinate,STARLINK-2237 - Y-Coordinate,STARLINK-5322 - Y-Coordinate,STARLINK-6350 - Y-Coordinate,STARLINK-2361 - Y-Coordinate,STARLINK-1675 - Y-Coordinate,STARLINK-6296 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-1366 - Y-Coordinate,STARLINK-3532 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-6210 - Y-Coordinate,STARLINK-30959 - Y-Coordinate,STARLINK-1492 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-30844 - Y-Coordinate,STARLINK-3131 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-4021 - Y-Coordinate,STARLINK-30413 - Y-Coordinate,STARLINK-31322 - Y-Coordinate,STARLINK-5796 - Y-Coordinate,STARLINK-3287 - Y-Coordinate,STARLINK-4383 - Y-Coordinate,STARLINK-5365 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-30282 - Y-Coordinate,STARLINK-30508 - Y-Coordinate,STARLINK-3621 - Y-Coordinate,STARLINK-3356 - Y-Coordinate,STARLINK-5391 - Y-Coordinate,STARLINK-30969 - Y-Coordinate,STARLINK-5134 - Y-Coordinate,STARLINK-3335 - Y-Coordinate,STARLINK-32032 - Y-Coordinate,STARLINK-30774 - Y-Coordinate,STARLINK-4382 - Y-Coordinate,STARLINK-3681 - Y-Coordinate,STARLINK-31703 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30270 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-5897 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-2707 - Z-Coordinate,STARLINK-5161 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-1543 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-1151 - Z-Coordinate,STARLINK-5296 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-5608 - Z-Coordinate,STARLINK-5276 - Z-Coordinate,STARLINK-2630 - Z-Coordinate,STARLINK-5159 - Z-Coordinate,STARLINK-1736 - Z-Coordinate,STARLINK-2495 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-31268 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-31563 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-30511 - Z-Coordinate,STARLINK-31616 - Z-Coordinate,STARLINK-5931 - Z-Coordinate,STARLINK-1013 - Z-Coordinate,STARLINK-6179 - Z-Coordinate,STARLINK-11182 [DTC] - Z-Coordinate,STARLINK-30786 - Z-Coordinate,STARLINK-1533 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-5418 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-4390 - Z-Coordinate,STARLINK-31784 - Z-Coordinate,STARLINK-31667 - Z-Coordinate,STARLINK-1633 - Z-Coordinate,STARLINK-1103 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-5871 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-5321 - Z-Coordinate,STARLINK-30103 - Z-Coordinate,STARLINK-2293 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-30923 - Z-Coordinate,STARLINK-4583 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-4435 - Z-Coordinate,STARLINK-2113 - Z-Coordinate,STARLINK-3153 - Z-Coordinate,STARLINK-31687 - Z-Coordinate,STARLINK-2237 - Z-Coordinate,STARLINK-5322 - Z-Coordinate,STARLINK-6350 - Z-Coordinate,STARLINK-2361 - Z-Coordinate,STARLINK-1675 - Z-Coordinate,STARLINK-6296 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-1366 - Z-Coordinate,STARLINK-3532 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-6210 - Z-Coordinate,STARLINK-30959 - Z-Coordinate,STARLINK-1492 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-30844 - Z-Coordinate,STARLINK-3131 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-4021 - Z-Coordinate,STARLINK-30413 - Z-Coordinate,STARLINK-31322 - Z-Coordinate,STARLINK-5796 - Z-Coordinate,STARLINK-3287 - Z-Coordinate,STARLINK-4383 - Z-Coordinate,STARLINK-5365 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-30282 - Z-Coordinate,STARLINK-30508 - Z-Coordinate,STARLINK-3621 - Z-Coordinate,STARLINK-3356 - Z-Coordinate,STARLINK-5391 - Z-Coordinate,STARLINK-30969 - Z-Coordinate,STARLINK-5134 - Z-Coordinate,STARLINK-3335 - Z-Coordinate,STARLINK-32032 - Z-Coordinate,STARLINK-30774 - Z-Coordinate,STARLINK-4382 - Z-Coordinate,STARLINK-3681 - Z-Coordinate,STARLINK-31703 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5456.2253,-6237.9489,5211.5197,5212.9533,-3346.1528,6108.6545,-2954.3204,6803.8631,5561.7332,427.6496,1144.6045,3326.1384,-5452.7907,318.9620,-1505.1968,-1783.5855,2414.8174,-3542.5645,-143.5992,-5197.5403,3235.0072,-6397.7673,-1939.5833,5398.0522,0.0000,-4079.5331,3690.4531,-3342.3306,-4700.8377,1377.4344,191.8733,-4986.2034,6436.2114,-6264.9923,0.0000,2502.4255,5820.9448,5566.2397,-4645.6090,5107.9045,6452.8567,-6044.0118,338.9685,-6622.9220,-4662.0995,-5107.1547,-1358.0767,-2740.1623,-5398.9374,3728.1984,6035.5375,-185.9497,-3686.2338,-1271.3362,140.7249,-1932.4469,1252.5275,-6367.8777,-3030.9784,409.1371,6283.7376,337.2452,4925.7853,-2117.3620,-6409.5416,-3666.9581,-5853.0476,-543.0233,2648.0969,5580.4891,-5529.3378,-1318.9935,0.0000,5279.5019,1516.3897,-4166.4126,-4462.2574,1957.0253,3516.2140,5817.7944,-2742.5834,4924.0425,-1590.5210,-380.6319,-1081.9023,799.2359,1285.5169,-5261.8432,-6596.5264,-5834.6014,4689.0005,6529.1868,3199.5596,5521.0224,5574.0397,2248.3872,1991.9142,5026.4063,0.0000,4163.2515,-278615.7151,-312634.3069,-292436.2834,-291451.5971,-298879.1625,-296835.2503,-299729.7125,-297102.9903,-67868369.9097,-67910126.7596,-67865185.5070,-67869184.9864,-296861.0414,-67862826.7097,1093.9920,-2015.5187,-3172.9054,-3523.8169,5788.6054,2532.5709,5604.8575,466.4681,-3366.9103,6490.9403,-4582.3206,2310.4690,3535.1900,4627.8886,6559.8461,2724.3606,-4448.8708,-3670.0193,2499.6467,-4363.7514,-6079.6544,-2271.0264,-6596.8114,-4230.4540,0.0000,2648.8127,-5701.2611,-2918.0955,-3266.8528,5678.1045,5778.1054,4774.6619,1717.8421,-1558.2276,0.0000,-6173.0323,-333.6647,211.1321,-2180.3281,-2329.4105,221.2898,2767.5512,-4490.7543,-2.2580,-1443.7037,4681.4334,1857.6015,-5231.4314,1915.4663,2484.9596,-2337.7460,6126.4834,-2690.3205,5080.1399,-6845.6685,-4310.3686,-6507.9147,2464.2033,-5117.1534,3239.4419,128.8528,-6801.9854,4378.4898,4323.7113,-1444.7650,-2091.7450,2638.8847,-6634.0107,-4501.7517,-2617.2986,3218.8925,4972.9740,0.0000,2337.3323,-5010.1093,344.1290,-4410.9916,6053.8846,-4251.0853,3429.7826,-4924.5226,-2207.8697,5256.8808,-5961.7667,6832.4659,6338.4649,-5106.1061,-286.6123,932.8666,-1518.4919,-4108.8952,270.6424,2726.6118,783.9439,283.7181,6412.5674,-2008.9321,-3461.6324,0.0000,-1178.9971,202522.4878,208239.8017,207206.8739,205122.9752,209525.9230,208001.1941,200194.0727,201216.3576,-110086904.3581,-110068450.0587,-110077392.7114,-110062837.7349,202952.0706,-110071395.9266,-4138.4666,-2271.9956,3321.5386,-2923.1436,-1818.9838,-2026.0384,-2775.9325,287.7209,2341.1488,2144.3789,4796.4811,5381.0254,2346.5069,5116.2333,-1372.7976,-6143.1586,-4600.5386,4685.5127,-6479.9010,542.7139,652.7843,995.2364,-102.4344,95.6354,0.0000,-4917.9479,-601.0348,-5307.1232,3888.3725,3446.7741,3829.8550,-521.7329,1915.7562,1933.5512,0.0000,-1522.7622,-3745.0762,4112.0455,4647.8602,-4067.7319,-2201.3657,-1496.9359,-4810.0747,-1835.7963,-4897.6821,503.3560,-6537.4044,3685.3171,-3926.1621,5181.3330,2246.8015,2630.0237,5172.3642,-4538.3249,-1164.9512,5032.5375,1977.3427,-310.8933,-3457.3180,-6138.9401,-2944.9620,1019.1779,-1868.1618,4998.6729,1864.6009,5383.4713,-2570.0792,-1614.8091,4512.3112,3217.1538,2690.4823,4628.0522,0.0000,3816.8786,-4506.1511,-5508.3538,-2956.0757,2696.9571,-4160.7237,-1550.5953,-3923.2986,4365.9612,-4205.6886,-3529.4343,329.9395,2383.8739,4453.2933,4501.3915,1850.6335,-3349.6218,3036.5298,-2319.6502,5477.0879,4090.2430,3957.2518,893.3801,-6345.0989,-3253.0605,0.0000,-5374.8733,-183768.0800,-188294.1594,-187052.4503,-182575.8485,-181688.6813,-191994.7217,-194446.7999,-186660.9545,24888818.8705,24865773.9068,24858297.0405,24884895.9517,-186835.0932,24876729.9475,
300.000,5050.9946,-6866.1500,5417.5161,3564.6124,-2339.3345,5828.0806,-1304.0347,6626.7585,5128.7140,1714.0778,-915.4468,4314.2257,-3980.9704,2164.8068,-309.9065,-1163.3787,557.3954,-4789.3222,1870.8380,-5818.5310,2096.4268,-6236.9378,-3003.9190,4357.8755,0.0000,-3620.7447,2307.5390,-4961.4083,-5068.2763,2892.9731,965.9132,-4003.6190,6916.8031,-6730.0572,0.0000,1372.5760,6042.9677,5937.6456,-5549.0349,3841.1783,6642.1031,-4791.6858,-1662.5729,-5822.9454,-4187.2940,-4310.4609,-3207.3015,-3773.9720,-3976.8613,4104.7126,5800.5373,1215.6024,-4094.2720,874.0059,591.9399,-3246.9153,58.7465,-5565.9332,-4513.5227,2075.3920,5464.4920,-880.1649,5167.0580,-472.0139,-6826.9549,-4205.5284,-4444.2994,-2084.0021,618.9894,5863.9270,-5606.0947,689.0070,0.0000,6318.2918,-395.9259,-4053.1448,-5040.2166,2935.2073,1563.0184,6597.1941,-4528.5889,5489.3705,-287.4400,61.5373,432.0049,2320.4920,-858.1986,-4742.1855,-6563.3860,-5143.3231,3792.6598,5814.1036,4198.1419,6352.9255,4497.0084,3628.0198,3818.9604,4633.4632,0.0000,2925.7971,-282842.4062,-316848.0983,-296562.4554,-295696.3719,-303107.8426,-301086.1522,-303881.7996,-301166.2639,-65442970.6556,-65484658.8969,-65439178.4751,-65444245.8839,-301067.4065,-65437349.7823,-957.5606,-555.6715,-4142.5535,-4440.0470,6520.1477,1031.1524,5358.3192,-1053.3897,-4596.9138,6623.3658,-3992.9460,346.4226,4133.6412,3540.3557,6845.8404,4572.8604,-5451.2885,-1910.9642,3181.5011,-3299.4785,-6491.4200,-910.3775,-5946.2595,-4945.4814,0.0000,4478.5960,-6342.0788,-1701.5324,-1243.0376,5851.3349,4334.6575,5496.8875,238.2001,-363.4993,0.0000,-6685.2499,-2157.1737,-1681.4491,-289.9919,-1251.3415,-1367.9960,3906.7748,-3613.4227,1269.6314,602.2412,4799.0176,2716.7296,-5582.3152,3397.9380,347.9719,-3618.4650,5151.5412,-575.8913,4998.4351,-6833.2130,-2632.2564,-6915.3905,3765.8063,-4839.6116,4247.9684,-1573.0407,-6785.3257,2884.7706,3310.6270,-251.9272,31.6327,3454.8915,-6522.3937,-4372.4218,-3536.6523,4048.1502,5546.1891,0.0000,797.9221,-5740.7429,2464.5779,-2609.3418,4711.7232,-4372.5107,2113.8626,-4289.7091,-3385.0953,6311.6865,-6785.6523,6807.1316,5325.2300,-4971.0888,1794.2436,2182.1903,134.7077,-5551.9564,-1368.4002,789.4296,-639.4568,-1329.1997,5778.9874,-2672.4275,-4865.8404,0.0000,-2967.7435,196689.6937,201641.7194,200825.6091,198771.6369,203244.2214,201728.2586,193944.3002,194918.2883,-111541396.6452,-111523938.8087,-111532089.7800,-111517553.8297,196651.7663,-111525876.4939,-4654.7843,-813.3621,1340.3086,-3965.5796,-29.4611,-3580.9091,-4177.1036,-1260.7566,590.9078,373.3703,5340.6441,5160.5522,3842.8196,5519.6537,439.5761,-5105.3457,-4092.7433,4624.6593,-5884.5173,-1279.6961,-1161.7199,2705.0723,1695.9980,1887.5728,0.0000,-3829.6604,956.4047,-4509.1209,4543.4614,1855.8384,5322.6028,1286.1282,419.4444,130.2494,0.0000,289.1774,-2614.7749,3142.9416,4132.3255,-5634.7769,-724.5012,-2867.4468,-5253.5433,-3425.2506,-5469.1322,2568.4437,-5510.6201,1760.6470,-4568.8301,5472.2481,482.3296,4054.3777,5520.7229,-4719.3686,1077.9304,5491.6262,197.2821,1237.9846,-1874.5605,-5097.3483,-3981.0156,-797.0787,-3452.9413,6078.8895,67.6890,5395.9563,-4019.0085,-86.6571,5302.7873,1222.5968,636.1707,4082.6366,0.0000,2715.4347,-3819.1630,-5031.0458,-3987.9890,4111.5672,-5117.6202,-26.5892,-2872.1051,2576.2903,-2813.5721,-1441.4724,-1209.7840,3568.3488,4701.3642,4724.4155,62.0473,-4594.1062,1706.5161,-3524.2796,5424.7031,2663.1488,4979.2614,-660.4515,-5151.2745,-1632.1099,0.0000,-5499.3665,-183805.1534,-188323.1601,-186968.6139,-182744.4403,-181598.0822,-191796.5122,-194596.9398,-187169.9386,24888082.6694,24864896.4961,24857756.7705,24883942.0233,-186852.2991,24876044.7602,
600.000,4198.7159,-6829.9937,5084.5845,1570.3495,-1100.9389,4993.1483,507.2314,5776.2210,4189.0232,2820.6963,-2903.5632,4890.0957,-2099.8052,3832.8462,922.0044,-491.8779,-1329.1045,-5607.1494,3663.9332,-5841.2962,737.5927,-5453.9735,-3782.4295,2859.3743,0.0000,-2844.9976,680.3868,-6106.3774,-4986.2637,4086.2739,1710.0689,-2612.9196,6726.9918,-6469.7177,0.0000,97.4384,5696.4380,5755.0436,-5944.2617,2118.9943,6155.6725,-3045.1728,-3506.1830,-4442.2344,-3354.0729,-3052.6970,-4746.0449,-4408.5866,-2193.7005,4124.6367,4974.7627,2527.1095,-4155.5893,2939.6973,963.6961,-4291.2343,-1138.5634,-4194.6926,-5527.0913,3487.5844,4139.1594,-2017.8668,4912.2497,1273.5567,-6538.3360,-4373.0949,-2589.6570,-3414.1941,-1490.5910,5562.0191,-5116.5005,2609.4813,0.0000,6751.3593,-2245.3961,-3594.1553,-5168.5820,3667.5100,-560.4831,6735.2644,-5856.0314,5517.6618,1013.7314,517.0302,1915.4411,3638.6707,-2925.0488,-3806.6208,-5877.1042,-3971.0529,2544.9875,4551.6505,4832.3772,6565.6693,2992.2686,4649.0417,5264.9371,3794.5004,0.0000,1446.6020,-286948.4242,-320921.2751,-300557.7952,-299809.2766,-307203.2253,-305204.4531,-307901.9472,-305091.2831,-62986415.1772,-63028012.2215,-62982006.6214,-62988132.2124,-305140.1145,-62980717.0781,-2935.1782,950.2074,-4677.7160,-4965.8635,6605.4853,-604.9539,4615.2321,-2478.4745,-5363.6805,6078.3927,-3030.1979,-1623.4011,4361.6536,2150.2521,6435.6385,5968.7804,-5933.1387,6.1543,3611.7279,-1879.1941,-6263.4839,570.8099,-4687.5595,-5172.5333,0.0000,5856.4395,-6339.1009,-363.7396,907.1734,5420.6712,2464.9305,5683.3903,-1260.4298,868.8151,0.0000,-6506.7812,-3753.6896,-3390.6902,1602.8047,-106.1210,-2810.9256,4674.7310,-2376.4328,2450.9587,2612.5073,4453.7703,3213.6310,-5384.1633,4592.0094,-1818.5562,-4524.0379,3622.1661,1590.2163,4478.0396,-6079.1364,-723.1071,-6634.9369,4696.7247,-4089.7816,4877.2867,-3155.5268,-6084.4426,1073.3620,2022.1194,966.1131,2136.0685,3973.0457,-5753.6796,-3863.8896,-4084.0306,4457.9194,5613.7565,0.0000,-794.4300,-5937.2365,4334.1861,-546.5705,2901.5455,-4115.1416,592.6557,-3254.0823,-4191.3994,6747.9547,-6869.6352,6121.6227,3779.5559,-4392.5177,3716.4407,3213.5312,1814.2233,-6452.5717,-2905.5722,-1196.6765,-1971.6078,-2851.9218,4562.1712,-2982.7574,-5775.3941,0.0000,-4497.0627,190768.6234,194958.2544,194354.7230,192329.8470,196873.1138,195362.3638,187610.2831,188676.7156,-112942457.3292,-112925991.1869,-112933327.7453,-112918867.0289,190264.3438,-112926921.6593,-4674.4209,732.2316,-783.4144,-4585.1932,1763.1941,-4750.3707,-5129.0704,-2667.9199,-1223.2073,-1439.0855,5262.7536,4339.9974,4923.6840,5327.3564,2203.4800,-3527.0532,-3129.5197,4068.5126,-4665.3338,-2957.6455,-2851.1385,4116.0652,3308.1843,3470.6227,0.0000,-2329.0497,2406.0816,-3226.1378,4710.3815,53.1317,6247.2158,2955.5214,-1121.8038,-1688.2455,0.0000,2068.7158,-1204.1675,1836.5341,3173.6240,-6600.9991,833.8260,-3915.1085,-5047.6709,-4639.0065,-5452.4459,4359.8593,-3895.4636,-350.0151,-4726.0165,5158.0974,-1335.6334,4992.4692,5271.1354,-4395.7043,3205.8398,5356.9331,-1604.0714,2648.4195,-86.3433,-3516.2237,-4593.0941,-2526.3490,-4655.3123,6512.6753,-1736.8262,4809.6432,-5035.3969,1451.1035,5519.5862,-901.6205,-1485.9940,3098.6939,0.0000,1322.1955,-2719.2355,-4012.4840,-4594.3113,5082.0629,-5522.9571,1500.2500,-1504.7820,512.2943,-1118.2892,800.5014,-2619.6560,4351.6931,4439.2948,4442.3201,-1733.2625,-5340.4272,194.0739,-4352.4060,4786.5435,949.2424,5447.9529,-2141.1506,-3411.0276,164.9589,0.0000,-5028.8789,-183842.3387,-188351.9181,-186884.4549,-182918.0248,-181510.9353,-191592.0710,-194741.7411,-187653.5841,24887341.1738,24864019.6075,24857226.3005,24882975.5638,-186869.4039,24875359.7217,
