sl_100_5400_20270802 Coordinates.csv
2027/08/02 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:49 2024,
Start: 2027/08/02 07:47:00.00, Stop: 2027/08/02 09:17:00.00,
TIME_UNITS,STARLINK-2494 - X-Coordinate,STARLINK-5127 - X-Coordinate,STARLINK-32008 - X-Coordinate,STARLINK-4110 - X-Coordinate,STARLINK-5579 - X-Coordinate,STARLINK-31662 - X-Coordinate,STARLINK-1849 - X-Coordinate,STARLINK-5241 - X-Coordinate,STARLINK-3957 - X-Coordinate,STARLINK-30494 - X-Coordinate,STARLINK-2116 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-4263 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-1230 - X-Coordinate,STARLINK-1964 - X-Coordinate,STARLINK-4327 - X-Coordinate,STARLINK-5911 - X-Coordinate,STARLINK-11122 [DTC] - X-Coordinate,STARLINK-4373 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-6348 - X-Coordinate,STARLINK-5055 - X-Coordinate,STARLINK-5173 - X-Coordinate,STARLINK-5084 - X-Coordinate,STARLINK-3290 - X-Coordinate,STARLINK-4379 - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-6240 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-30575 - X-Coordinate,STARLINK-3840 - X-Coordinate,STARLINK-6061 - X-Coordinate,STARLINK-6321 - X-Coordinate,STARLINK-2517 - X-Coordinate,STARLINK-31676 - X-Coordinate,STARLINK-6281 - X-Coordinate,STARLINK-5673 - X-Coordinate,STARLINK-4307 - X-Coordinate,STARLINK-30554 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-5786 - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-2512 - X-Coordinate,STARLINK-6377 - X-Coordinate,STARLINK-5775 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-31152 - X-Coordinate,STARLINK-2028 - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-31592 - X-Coordinate,STARLINK-31953 - X-Coordinate,STARLINK-30297 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-31319 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-1131 - X-Coordinate,STARLINK-4102 - X-Coordinate,STARLINK-30284 - X-Coordinate,STARLINK-3058 - X-Coordinate,STARLINK-2219 - X-Coordinate,STARLINK-4606 - X-Coordinate,STARLINK-4311 - X-Coordinate,STARLINK-1625 - X-Coordinate,STARLINK-4783 - X-Coordinate,STARLINK-4749 - X-Coordinate,STARLINK-6041 - X-Coordinate,STARLINK-3051 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-3535 - X-Coordinate,STARLINK-5038 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-30466 - X-Coordinate,STARLINK-3962 - X-Coordinate,STARLINK-3989 - X-Coordinate,STARLINK-1526 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-31260 - X-Coordinate,STARLINK-6318 - X-Coordinate,STARLINK-31082 - X-Coordinate,STARLINK-31564 - X-Coordinate,STARLINK-1139 - X-Coordinate,STARLINK-1010 - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-31920 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-2064 - X-Coordinate,STARLINK-1332 - X-Coordinate,STARLINK-3963 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-30229 - X-Coordinate,STARLINK-4181 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2494 - Y-Coordinate,STARLINK-5127 - Y-Coordinate,STARLINK-32008 - Y-Coordinate,STARLINK-4110 - Y-Coordinate,STARLINK-5579 - Y-Coordinate,STARLINK-31662 - Y-Coordinate,STARLINK-1849 - Y-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-3957 - Y-Coordinate,STARLINK-30494 - Y-Coordinate,STARLINK-2116 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-4263 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-1230 - Y-Coordinate,STARLINK-1964 - Y-Coordinate,STARLINK-4327 - Y-Coordinate,STARLINK-5911 - Y-Coordinate,STARLINK-11122 [DTC] - Y-Coordinate,STARLINK-4373 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-6348 - Y-Coordinate,STARLINK-5055 - Y-Coordinate,STARLINK-5173 - Y-Coordinate,STARLINK-5084 - Y-Coordinate,STARLINK-3290 - Y-Coordinate,STARLINK-4379 - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-6240 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-30575 - Y-Coordinate,STARLINK-3840 - Y-Coordinate,STARLINK-6061 - Y-Coordinate,STARLINK-6321 - Y-Coordinate,STARLINK-2517 - Y-Coordinate,STARLINK-31676 - Y-Coordinate,STARLINK-6281 - Y-Coordinate,STARLINK-5673 - Y-Coordinate,STARLINK-4307 - Y-Coordinate,STARLINK-30554 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-5786 - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-2512 - Y-Coordinate,STARLINK-6377 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-31152 - Y-Coordinate,STARLINK-2028 - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-31592 - Y-Coordinate,STARLINK-31953 - Y-Coordinate,STARLINK-30297 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-31319 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-1131 - Y-Coordinate,STARLINK-4102 - Y-Coordinate,STARLINK-30284 - Y-Coordinate,STARLINK-3058 - Y-Coordinate,STARLINK-2219 - Y-Coordinate,STARLINK-4606 - Y-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-1625 - Y-Coordinate,STARLINK-4783 - Y-Coordinate,STARLINK-4749 - Y-Coordinate,STARLINK-6041 - Y-Coordinate,STARLINK-3051 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-3535 - Y-Coordinate,STARLINK-5038 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-30466 - Y-Coordinate,STARLINK-3962 - Y-Coordinate,STARLINK-3989 - Y-Coordinate,STARLINK-1526 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-31260 - Y-Coordinate,STARLINK-6318 - Y-Coordinate,STARLINK-31082 - Y-Coordinate,STARLINK-31564 - Y-Coordinate,STARLINK-1139 - Y-Coordinate,STARLINK-1010 - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-31920 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-2064 - Y-Coordinate,STARLINK-1332 - Y-Coordinate,STARLINK-3963 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-30229 - Y-Coordinate,STARLINK-4181 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2494 - Z-Coordinate,STARLINK-5127 - Z-Coordinate,STARLINK-32008 - Z-Coordinate,STARLINK-4110 - Z-Coordinate,STARLINK-5579 - Z-Coordinate,STARLINK-31662 - Z-Coordinate,STARLINK-1849 - Z-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-3957 - Z-Coordinate,STARLINK-30494 - Z-Coordinate,STARLINK-2116 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-4263 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-1230 - Z-Coordinate,STARLINK-1964 - Z-Coordinate,STARLINK-4327 - Z-Coordinate,STARLINK-5911 - Z-Coordinate,STARLINK-11122 [DTC] - Z-Coordinate,STARLINK-4373 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-6348 - Z-Coordinate,STARLINK-5055 - Z-Coordinate,STARLINK-5173 - Z-Coordinate,STARLINK-5084 - Z-Coordinate,STARLINK-3290 - Z-Coordinate,STARLINK-4379 - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-6240 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-30575 - Z-Coordinate,STARLINK-3840 - Z-Coordinate,STARLINK-6061 - Z-Coordinate,STARLINK-6321 - Z-Coordinate,STARLINK-2517 - Z-Coordinate,STARLINK-31676 - Z-Coordinate,STARLINK-6281 - Z-Coordinate,STARLINK-5673 - Z-Coordinate,STARLINK-4307 - Z-Coordinate,STARLINK-30554 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-5786 - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-2512 - Z-Coordinate,STARLINK-6377 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-31152 - Z-Coordinate,STARLINK-2028 - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-31592 - Z-Coordinate,STARLINK-31953 - Z-Coordinate,STARLINK-30297 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-31319 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-1131 - Z-Coordinate,STARLINK-4102 - Z-Coordinate,STARLINK-30284 - Z-Coordinate,STARLINK-3058 - Z-Coordinate,STARLINK-2219 - Z-Coordinate,STARLINK-4606 - Z-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-1625 - Z-Coordinate,STARLINK-4783 - Z-Coordinate,STARLINK-4749 - Z-Coordinate,STARLINK-6041 - Z-Coordinate,STARLINK-3051 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-3535 - Z-Coordinate,STARLINK-5038 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-30466 - Z-Coordinate,STARLINK-3962 - Z-Coordinate,STARLINK-3989 - Z-Coordinate,STARLINK-1526 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-31260 - Z-Coordinate,STARLINK-6318 - Z-Coordinate,STARLINK-31082 - Z-Coordinate,STARLINK-31564 - Z-Coordinate,STARLINK-1139 - Z-Coordinate,STARLINK-1010 - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-31920 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-2064 - Z-Coordinate,STARLINK-1332 - Z-Coordinate,STARLINK-3963 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-30229 - Z-Coordinate,STARLINK-4181 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6299.4595,-6838.0184,-4344.7988,3209.1758,-5785.5728,3812.3616,-2750.5437,1806.9277,3687.8490,4942.5686,-1816.7419,-909.7407,1899.5701,-4936.5679,4359.0472,2903.9887,3417.6477,-3164.3086,5842.0314,-5460.3880,-4475.6618,4035.0470,4781.8363,995.1546,126.1436,3959.6225,3963.6807,-5462.7728,2179.4899,-5038.3769,2600.0691,-4716.3602,2567.6497,4693.4312,0.0000,574.4114,5014.6401,-6587.1942,3487.8393,6017.5338,5793.9197,-5683.2547,-1059.7006,-554.7235,2426.8857,-6741.7673,-4003.6198,-447.2383,685.1047,4510.8933,816.1759,3517.7753,-2529.1146,-6181.3806,-3669.2995,-2260.6065,-3814.6889,-4203.8707,5464.5581,1561.3145,243.6447,-449.0527,-1715.3912,-2910.6709,-4132.7170,-6649.4640,162.4983,5019.3825,3823.4055,2431.6886,3890.5277,0.0000,-6153.4011,1220.4298,5228.1787,6638.4797,-1835.4488,-1539.1709,-1605.8769,-1451.5244,3860.3536,3726.9815,-643.8445,5670.0304,-5392.0432,-6010.9778,-6603.4823,-3607.9641,0.0000,-2206.9297,1865.9558,3781.3650,0.0000,-1264.1504,4931.6630,1557.3217,-3748.7083,4485.5207,6889.7810,6353.3246,-166440.3957,-133012.7050,-154555.4583,-155209.5000,-146625.5155,-148752.9376,-149767.6507,-150751.0255,142565370.0911,142623931.8727,142610365.1515,142593845.1406,-151178.2473,142584315.4306,-432.6362,-765.1398,2299.5730,5921.5416,-3557.8982,-4878.6634,3104.7158,-3818.6303,-5271.6358,1653.4914,6396.1295,-6862.4693,-5411.2688,3847.9743,-2219.6499,-3058.6326,2731.8904,1806.5384,-86.2741,2445.4758,5103.3173,-1623.2771,-4997.6170,-6848.6177,-4180.4382,1687.8363,-3581.1789,-435.0702,-3215.5580,-4677.7420,-5042.4745,-4861.9039,3269.6233,1957.9371,0.0000,-3617.3794,1503.6658,1946.6827,-4130.1786,-3407.3169,2241.8157,-3690.7067,-4076.5329,4096.6346,-6208.1721,-1225.6991,-1142.3367,5392.4909,4589.3522,-2799.7831,-6403.7605,-4472.0712,5937.4790,-2838.0799,1913.2892,5353.1632,3963.9723,2446.7932,-3890.9287,5293.1020,-6464.7957,5083.1700,-3795.7925,-5042.2741,4589.4528,1420.7160,6885.4160,2104.2407,2940.6804,6056.2353,3832.7233,0.0000,3221.5615,-2118.5028,3016.6945,563.7973,3852.0724,-3370.1870,4134.6636,-5572.9248,1887.3339,-2399.5652,-4446.8985,-1597.8297,2154.0209,-439.9717,-1731.8634,-5469.4990,0.0000,-5268.8557,-4114.6660,5688.5698,0.0000,-6671.6979,-2558.4716,3962.2483,-1980.8704,-679.0645,-751.4680,2667.3719,294205.9031,306786.2248,298371.5368,299230.2011,298243.8689,298954.7655,307062.8283,303233.2253,224710806.0549,224738347.3565,224717928.8203,224718301.5642,303490.4059,224718425.6501,-2818.1962,-689.0893,-4728.0190,1517.3146,-1513.1463,2862.9049,5308.0259,5455.7839,-2480.2515,-4427.2470,1851.4207,424.4222,3805.7685,-2953.2088,4825.7819,5460.0002,-5378.7363,5914.1243,3259.9459,-3519.1547,1271.0778,-5363.7194,238.2147,306.9002,-5498.4883,5333.2076,4420.9315,4203.4978,-5645.7555,-634.6448,3958.8026,1311.7407,-5522.0018,4701.9155,0.0000,-5906.1039,-4545.3615,8.5878,-4131.2343,-495.7361,3093.8859,1485.2377,-5513.2649,-5555.8168,-1850.9650,-1011.2193,-5523.3814,4151.5300,-5097.1495,-4459.9873,2515.3143,3799.6847,-2474.0042,-1228.6002,5522.0139,-3563.1263,3976.0646,4801.0686,1679.5191,-4032.3951,2479.4103,-4517.7729,-5429.5440,-3735.0200,3110.3523,-1430.2862,-524.3231,4249.0329,-4983.9618,953.6622,4234.8443,0.0000,-106.1796,-6487.0756,3349.5750,915.4315,5153.1397,-5900.1002,5250.6133,-3847.5428,-5392.0657,5371.3325,5159.0260,-3597.1539,3578.5939,3416.7081,1082.4824,-1795.1371,0.0000,-3884.5714,5234.4815,1022.7995,0.0000,-586.7655,4066.3436,-5457.3413,-5458.4882,4967.4298,7.0625,393.9606,115545.2024,111458.0239,113253.9796,116526.7251,118287.9667,108318.3312,105003.3216,114608.8397,-19033651.8278,-19026000.4245,-19035192.7917,-19031298.0592,112906.5560,-19033022.1837,
300.000,5214.8976,-6806.4302,-4082.1439,4312.9142,-6208.2619,1939.2298,-772.8252,-7.3641,2801.3737,4977.8903,-654.1701,-2356.2080,95.4791,-3293.4279,2582.1509,1021.2554,1578.3520,-1072.3334,4701.0714,-4324.7483,-3111.0857,2614.0591,3431.7308,-541.8058,-1990.4109,4109.9122,2099.6281,-4438.6330,3595.5311,-5725.1538,1088.5474,-5590.9734,4237.7706,5423.3300,0.0000,-1062.1047,5036.8595,-5914.6626,2174.2900,5084.0015,6665.9354,-4737.2990,-3000.7241,-830.1434,708.1515,-6898.9685,-4588.2780,1475.3245,2442.5253,3607.4421,-905.1423,2708.9350,-713.7927,-6103.3086,-2446.2804,-234.6620,-2647.6598,-3847.9084,5870.0795,3183.2302,635.2165,1621.8272,-3690.8982,-4451.8183,-3067.0903,-6598.8089,1359.7809,6215.4639,2064.1632,3546.4440,4192.8678,0.0000,-5526.7766,-914.1740,4998.8917,6136.8954,367.3595,-3278.0818,565.9517,-3307.0327,4169.9811,1987.2032,-2475.6555,5806.7131,-3790.4723,-6453.1034,-6893.8799,-4530.7994,0.0000,-3807.7442,-292.3760,4749.4504,0.0000,-2416.3850,3184.7109,3569.4439,-4900.0675,3220.6127,6396.8433,6404.3195,-172508.6778,-139475.5616,-160991.9702,-161533.9361,-152943.5897,-155054.8754,-156130.1927,-157397.5958,137624759.2757,137682957.0199,137669702.9840,137653080.4033,-157523.7242,137643673.0641,-1717.1760,445.2341,4140.9929,5385.8251,-3077.8616,-5239.1749,4087.3680,-4881.9994,-6254.9649,-504.0519,6872.9154,-6428.0362,-4834.5391,4298.8217,-3347.8821,-4157.3664,1933.5657,2237.8373,-1525.4507,1450.0356,5412.6737,-3268.1685,-5747.7430,-6662.3231,-4324.2524,-491.9077,-4620.2069,1246.8863,-4152.2997,-3671.1673,-6179.5749,-4014.6756,1936.6992,-33.4012,0.0000,-2254.3182,-643.1213,3005.3510,-5596.6745,-4593.6538,774.2336,-3594.2044,-3104.9788,2063.3743,-6116.5353,275.6168,909.7148,5825.7710,3363.7082,-4609.4332,-5803.8351,-5850.2701,5832.8398,-1446.6507,3702.8826,5243.8094,5505.1445,4294.2196,-3617.5211,3954.7504,-5300.4475,5345.1153,-3005.6956,-4809.0825,5933.5929,2053.2597,6379.4039,905.4451,2209.6826,5490.3464,1881.7716,0.0000,3593.2742,-2670.1707,1238.7392,-721.7294,4008.3898,-3984.8583,4098.7812,-5424.2692,-268.3160,-3680.7940,-3285.3710,-3121.8486,3111.9325,1273.6442,-246.9785,-3994.8743,0.0000,-5237.3917,-4147.8174,4954.6139,0.0000,-6248.9312,-3425.3467,3374.7704,-229.3644,-2446.5077,-2196.8676,1385.0799,290633.5442,303900.5803,295237.6663,296102.1424,295031.8450,295762.9446,303789.1613,300426.6466,227773760.3339,227802282.8220,227781656.8758,227781933.8419,300287.3568,227781474.8346,-4204.4995,1126.6330,-3563.3170,-289.3468,606.6510,3912.0573,5298.7311,4877.9202,-741.8555,-4661.7123,65.4062,-1116.8923,4895.9932,-4310.2425,5415.6207,5410.9278,-6470.0977,6486.5619,4506.5807,-5233.6237,2947.4732,-5492.6687,1749.3498,1812.5736,-5006.1041,5462.2038,4724.3625,5140.6760,-4098.5245,1177.7043,2916.7488,-502.0522,-5105.2195,4308.5935,0.0000,-6488.0943,-4720.6991,-1785.7453,-3198.8657,1047.3444,1776.2444,3566.9887,-5430.4015,-6559.2332,-3155.3061,533.3854,-5094.9448,3227.3704,-5498.2349,-3716.6654,3670.9551,2297.5946,-3639.9454,-2906.3270,5284.8661,-4348.8658,2962.9555,3673.1098,-560.4540,-4576.1670,4411.1777,-3904.4770,-4916.2491,-2210.9013,1796.1377,692.8238,-2277.2205,2872.8457,-6242.6331,-898.4277,5159.5180,0.0000,-2198.5987,-6332.1649,4594.2240,2648.4738,5343.7622,-4680.4798,5488.1334,-2756.9627,-5484.1088,5568.1857,5466.0299,-2040.5722,4737.1216,2181.2158,-461.9318,-3111.5399,0.0000,-2403.5839,5524.4555,-790.8625,0.0000,1238.4534,5050.4006,-4875.5247,-4868.6890,5374.4144,-1518.5367,2161.9248,115413.1279,111334.3674,113245.6619,116256.6315,118271.7720,108438.5942,104774.7278,114569.7756,-19037653.9343,-19030462.3284,-19039762.3063,-19036089.2311,112797.3611,-19037285.6198,
600.000,3626.1676,-6097.0734,-3435.1284,4987.7750,-6005.0544,-145.1988,1259.4282,-1784.0762,1641.0481,4556.7428,573.0629,-3585.1698,-1753.9390,-1310.4723,567.4553,-931.0886,-386.5741,1116.6932,3065.6132,-2687.0080,-1414.0449,978.6393,1735.3731,-2043.2235,-3895.5711,3903.8662,49.5935,-3010.2681,4646.3737,-5847.2399,-502.5001,-5908.6773,5516.0268,5662.8178,0.0000,-2650.4186,4617.6028,-4636.0808,668.1871,3651.7457,6897.3419,-3302.2866,-4672.4554,-923.5818,-1102.9387,-6385.0312,-4770.4515,3226.8853,3996.6842,2390.5920,-2568.2624,1647.9350,1194.5072,-5435.7791,-1031.3525,1833.1260,-1236.2809,-3136.9362,5626.6288,4519.5856,895.5652,3511.1809,-5299.6761,-5536.4639,-1719.1273,-5873.3482,2447.0835,6797.3966,125.6554,4263.9098,4136.0082,0.0000,-4325.5164,-2932.0734,4313.3216,4975.6420,2528.3330,-4653.8514,2685.5303,-4827.4612,4124.1010,89.1133,-4091.7152,5377.0357,-1802.5724,-6280.1875,-6510.4645,-5016.2698,0.0000,-5011.5774,-2425.6808,5250.1313,0.0000,-3330.7396,1124.5380,5232.9318,-5603.3134,1654.8717,5282.2346,5824.3286,-178499.2356,-145877.0611,-167358.8458,-167790.1327,-159194.2358,-161292.0113,-162422.0432,-164002.9584,132618376.3155,132676184.8818,132663242.2144,132646476.7240,-163801.4110,132637254.9266,-2876.6358,1624.0597,5540.4011,4309.3742,-2278.4623,-5102.2598,4686.3073,-5499.2277,-6606.3502,-2614.3588,6661.7763,-5369.5668,-3813.6522,4370.6058,-4194.7442,-4893.2098,847.6391,2527.3628,-2845.3473,362.1897,5206.6841,-4629.5837,-5949.6982,-5831.9054,-4092.7337,-2618.9414,-5255.0374,2848.7871,-4578.8886,-2286.6530,-6724.1608,-2760.5967,461.1621,-1999.9629,0.0000,-725.1374,-2730.3928,3778.4399,-6495.8564,-5342.8581,-751.2156,-3064.1614,-1884.2274,-196.8567,-5448.3847,1755.3074,2847.8354,5689.9438,1847.9950,-5976.1585,-4660.0671,-6623.1685,5184.8151,116.1758,5152.4084,4638.8830,6480.1741,5689.6035,-2953.2637,2243.4328,-3557.5970,5096.5696,-1962.7693,-4118.4274,6695.2016,2485.5525,5238.1199,-351.7334,1164.3009,4289.6087,-265.2817,0.0000,3625.6656,-3030.1752,-692.4344,-1959.5767,3788.5197,-4249.6408,3711.2847,-4771.1798,-2389.2817,-4656.9144,-1837.1836,-4315.7724,3801.6367,2845.7869,1266.4560,-2100.3692,0.0000,-4704.3456,-3832.0035,3720.2340,0.0000,-5171.3434,-4004.6284,2508.0794,1506.0627,-3992.2870,-3443.7435,-58.1532,286936.9493,300878.4437,291974.3608,292846.3261,291689.1360,292444.6030,300381.5764,297462.9780,230728107.4257,230757603.9019,230736775.1694,230736949.0776,296951.6167,230735915.5755,-5138.1255,2820.6644,-1998.5063,-2064.6796,2662.0688,4522.1347,4674.1832,3772.1428,1077.3225,-4377.7171,-1727.7286,-2538.8044,5451.7927,-5204.4601,5412.0202,4776.2807,-6872.9311,6371.7539,5217.7496,-6391.8926,4304.5611,-5028.7033,3072.0515,3123.5675,-3973.5999,4988.2474,4523.4019,5522.6535,-2098.0169,2862.2373,1560.8198,-2261.3617,-4138.5647,3453.6614,0.0000,-6384.1480,-4391.9321,-3383.7061,-1904.5600,2478.1727,269.1352,5267.5529,-4769.4049,-6862.1132,-4120.0773,2020.6488,-4118.8486,1940.9358,-5302.6147,-2576.0814,4433.0514,539.9719,-4413.2520,-4270.4569,4476.0431,-4645.9963,1612.4950,2135.7410,-2740.0624,-4609.9860,5870.1241,-2852.0012,-3857.3945,-448.4449,288.2589,2742.0882,-3783.8557,1185.8158,-6837.1775,-2639.4027,5527.9912,0.0000,-4057.3702,-5502.5888,5341.5151,4070.9236,4901.4420,-2966.5173,5124.9955,-1370.4219,-4981.4321,5178.9760,5166.4519,-262.5780,5364.1842,711.9114,-1956.4790,-4074.5688,0.0000,-662.4883,5220.4558,-2518.9634,0.0000,2923.9660,5483.8031,-3770.4963,-3754.2415,5154.1746,-2881.4770,3695.1372,115280.7670,111210.7245,113236.4016,115981.4861,118252.0193,108565.0209,104551.1284,114393.4827,-19041655.9726,-19034924.6199,-19044331.3854,-19040885.8655,112688.0773,-19041549.1542,
