sl_20_5400_20270808 Coordinates.csv
2027/08/08 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:54 2024,
Start: 2027/08/08 07:47:00.00, Stop: 2027/08/08 09:17:00.00,
TIME_UNITS,STARLINK-5248 - X-Coordinate,STARLINK-1666 - X-Coordinate,STARLINK-2487 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-4212 - X-Coordinate,STARLINK-5352 - X-Coordinate,STARLINK-31771 - X-Coordinate,STARLINK-3659 - X-Coordinate,STARLINK-5624 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-5610 - X-Coordinate,STARLINK-32083 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-3861 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-5674 - X-Coordinate,STARLINK-5280 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-1666 - Y-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-4212 - Y-Coordinate,STARLINK-5352 - Y-Coordinate,STARLINK-31771 - Y-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-5624 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-5610 - Y-Coordinate,STARLINK-32083 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-3861 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-5674 - Y-Coordinate,STARLINK-5280 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-1666 - Z-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-4212 - Z-Coordinate,STARLINK-5352 - Z-Coordinate,STARLINK-31771 - Z-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-5624 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-5610 - Z-Coordinate,STARLINK-32083 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-3861 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-5674 - Z-Coordinate,STARLINK-5280 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-4088.1909,1620.5181,-4222.1975,-4065.1075,-3004.5834,2088.8017,-4294.7006,6044.9873,4858.0638,-4018.1886,4159.0940,5111.9113,-3458.9930,-5761.8533,-3978.7385,5663.6556,-927.1828,-4159.5921,4610.2560,614.4975,215033.2120,233538.2314,213328.7455,213577.2934,222316.5073,220093.0878,218092.7944,215560.6707,86251661.6496,86283150.5910,86279030.3607,86259685.8236,217024.7471,86255808.7388,5415.5511,-6446.6365,-1338.2482,764.9752,4016.7053,3292.0505,549.6964,2289.4505,4885.7731,-4858.4370,-972.6521,3846.9499,-2894.2386,2135.5947,-4998.5255,2785.7643,4436.7500,5081.4793,5077.7680,-6624.7051,295404.5346,302834.0334,287717.3210,288732.7644,287711.0319,288579.7709,295496.9671,293398.2159,256768748.7187,256814523.9412,256789447.2024,256791754.8169,292468.3196,256786644.9015,-1344.5648,1863.2305,5262.6354,5524.7125,-4734.8869,-5757.4635,-5135.6948,2443.0221,-696.0837,2588.5701,5419.5744,2694.8884,5177.3782,3183.2043,-2493.9637,2321.5867,-5212.5461,-2104.6224,-1008.7620,1816.9276,-119436.8703,-121242.1613,-118928.4158,-118185.3011,-114054.2103,-122425.7559,-128955.2988,-120734.9972,-26585881.0588,-26563061.4064,-26568215.6135,-26581130.9200,-120151.7969,-26576941.8830,
3000.000,-3120.9593,444.3266,-5221.3626,-3442.2822,-2009.8772,3829.9440,-3202.5584,5641.5051,5789.8175,-5414.0730,3073.0195,4636.8565,-5079.4481,-4340.6818,-4427.2426,6476.8004,864.3204,-2620.5722,5361.6876,-609.7890,208322.5981,227092.2077,207020.6705,207373.0735,216115.2338,213851.7949,211887.3039,209473.7083,80623535.7533,80654560.8748,80650986.2961,80630745.9645,210800.6360,80627684.9913,6153.6234,-6890.8982,430.9451,2838.4463,5558.4279,3708.8141,2457.8337,733.9613,3699.9577,-3975.7870,-2862.6676,2596.4183,-1723.8087,3451.1351,-3433.3185,1733.3591,5309.9599,5235.7282,3653.2051,-6871.7672,299850.8685,307620.2272,292307.5352,293371.9892,292219.5882,293158.3297,299923.9605,297711.4708,258593758.2537,258640322.3532,258615196.7828,258616917.0739,296968.6422,258611743.5334,466.7074,78.0309,4459.4942,5266.4958,-3554.5600,-4462.4279,-5368.8516,3919.1784,850.4477,1167.5652,5475.3494,4461.4436,4289.1947,4138.0285,-3957.5325,550.2756,-4331.9184,-3645.0343,-2444.6182,24.0257,-119426.0006,-121366.8886,-118950.5182,-118501.7221,-114100.1956,-122247.0531,-129138.6309,-121274.9880,-26590116.3948,-26567658.8115,-26572911.2090,-26585932.7635,-120260.1059,-26581358.8775,
3300.000,-1838.2035,-775.3513,-5729.5423,-2534.6599,-853.8383,5156.9412,-1816.1309,4703.2324,6163.1304,-6251.8673,1733.9888,3732.5375,-6199.6534,-2507.1812,-4467.1153,6586.1915,2535.6335,-794.8842,5613.6602,-1772.5403,201539.3250,220547.3518,200620.7176,201077.9958,209820.0437,207505.8772,205591.6854,203397.2363,74956840.7839,74987379.2735,74984346.2122,74963206.3690,204483.2573,74960988.3708,6281.4193,-6645.8670,2120.3749,4640.6266,6547.7319,3802.5377,4134.1500,-929.6446,2147.5525,-2697.4422,-4498.2393,1040.9497,-425.2569,4469.4780,-1502.5147,499.3934,5689.2265,4898.9406,1862.3058,-6429.2060,304123.6085,312268.6050,296768.3035,297888.8130,296596.9159,297613.1168,304219.2444,301847.6038,260295427.6220,260342772.4218,260317610.4664,260318659.6270,301336.5173,260313502.4842,2227.5935,-1715.6537,3169.0322,4438.8699,-1988.2768,-2694.7135,-4972.9335,4971.9707,2305.5086,-384.9017,4938.8717,5752.6113,2929.7532,4648.0239,-4984.4746,-1285.5316,-2983.3194,-4789.6465,-3618.8770,-1771.5134,-119421.2953,-121491.4720,-118975.0359,-118823.3599,-114149.3545,-122062.2916,-129317.1986,-121742.0546,-26594347.8492,-26572257.0311,-26577608.9602,-26590693.8289,-120368.3369,-26585775.9504,
3600.000,-350.5837,-1936.9204,-5684.3183,-1423.6954,365.4493,5943.7382,-282.4429,3332.4592,5951.0441,-6453.1439,270.9900,2504.9947,-6700.1227,-442.1103,-4106.4870,5985.3164,3929.6955,1140.9230,5352.4606,-2777.6747,194687.1378,213906.6198,194131.6931,194695.5206,203433.7436,201056.8078,199208.7286,197318.8988,69254279.4125,69284308.6358,69281812.6688,69259779.6427,198075.4292,69258421.5306,5796.4972,-5738.4114,3569.4518,5988.4587,6881.6589,3541.5301,5392.8410,-2544.1288,369.2930,-1140.4002,-5711.7690,-671.2596,884.2520,5096.1623,599.7445,-803.4267,5524.1197,4116.9203,-126.5153,-5340.7495,308226.2606,316777.1089,301097.6222,302282.2152,300841.0175,301942.7189,308381.0496,305825.1852,261872942.7694,261921059.4069,261895873.1791,261896165.7578,305570.0132,261891107.5354,3748.0336,-3323.6454,1532.1202,3131.1030,-205.7607,-640.9172,-3993.9321,5488.0301,3512.6057,-1894.0940,3868.0152,6431.1926,1248.2742,4658.5367,-5462.3053,-2970.9076,-1311.9049,-5414.9311,-4406.3303,-3374.7318,-119422.3044,-121615.9100,-119002.1283,-119150.0938,-114201.6700,-121871.7824,-129491.0338,-122109.7889,-26598575.5061,-26576856.0495,-26582308.7842,-26595409.4447,-120476.4898,-26590193.1017,
3900.000,1207.9706,-2942.7707,-5077.1445,-205.7436,1545.7133,6121.6486,1241.3532,1670.7309,5182.6735,-6005.2474,-1180.0644,1087.3101,-6524.1924,1652.6175,-3387.9999,4745.4926,4919.8278,2996.0989,4610.8733,-3543.1365,187769.3203,207173.0104,187556.4444,188229.2909,196959.1800,194505.9517,192741.2561,191219.0268,63518571.4669,63548068.9891,63546105.4202,63523196.4109,191580.0100,63522704.2880,4757.1269,-4262.3882,4645.2455,6743.6377,6523.7664,2927.4455,6089.3427,-3952.3596,-1469.8648,549.3575,-6374.9969,-2370.4005,2090.1363,5270.0629,2660.0603,-2053.3102,4816.5737,2974.9256,-2123.8882,-3715.9602,312161.4478,321143.7445,305293.5429,306551.3332,304949.9580,306145.8565,312407.6628,309663.9178,263325548.8566,263374427.7879,263349229.0602,263348679.4633,309667.2581,263343803.6827,4864.0876,-4572.4376,-272.3084,1484.4893,1599.1359,1481.0146,-2545.9422,5411.9244,4342.0272,-3190.4766,2378.4349,6425.2308,-570.4295,4168.4735,-5338.8358,-4309.1388,501.6647,-5453.5958,-4723.2446,-4612.1090,-119428.5793,-121740.2014,-119031.9496,-119481.7200,-114257.1264,-121675.9711,-129660.1666,-122358.2438,-26602799.4511,-26581455.8516,-26587010.5987,-26600075.4469,-120584.5645,-26594610.3313,
4200.000,2692.3711,-3707.0212,-3955.9022,1015.9718,2588.7520,5685.8117,2603.7390,-116.0000,3939.1527,-4961.3498,-2488.8622,-375.0501,-5684.7738,3573.7239,-2383.6640,3006.6706,5421.4833,4584.2355,3463.8990,-4006.9843,180788.8967,200349.5644,180897.8594,181683.1639,190399.2379,187854.5468,186192.1217,185071.8170,57752452.6352,57781396.2414,57779960.1188,57756203.7263,184999.8966,57756572.3275,3274.9489,-2368.2678,5254.8115,6827.3435,5508.5628,1998.0750,6137.3747,-5012.5470,-3196.1738,2210.5744,-6413.0155,-3881.9857,3090.2395,4969.3543,4467.1617,-3130.4893,3622.7321,1588.2129,-3937.4438,-1718.5568,315931.1101,325366.5817,309354.1736,310695.4680,308921.8655,310221.3980,316297.4269,313383.0076,264652550.6200,264702181.6258,264676981.8251,264675505.9684,313626.4410,264670895.4975,5455.6904,-5327.8242,-2047.0159,-322.8046,3229.7795,3445.1721,-798.4746,4751.8890,4704.7816,-4128.8528,631.2899,5735.3291,-2326.5073,3230.4015,-4627.5126,-5144.7091,2260.7896,-4901.4190,-4535.9630,-5350.2528,-119439.6962,-121864.3447,-119064.6487,-119817.9224,-114315.7094,-121475.4826,-129824.6248,-122475.4979,-26607019.7715,-26586056.4222,-26591714.3228,-26604688.3742,-120692.5611,-26599027.6392,
4500.000,3959.8608,-4162.2983,-2421.3989,2139.8230,3408.2977,4694.4445,3673.8061,-1853.9553,2344.7454,-3433.6646,-3542.3511,-1739.2107,-4263.4640,5136.3689,-1187.8183,960.9188,5399.4662,5741.7245,2021.0977,-4131.7080,173748.7523,193439.3630,174158.8647,175061.2508,183756.8398,181103.6859,179564.2097,178847.0930,51958673.1606,51987040.8769,51986127.0095,51961563.4052,178338.0236,51962775.8960,1502.4945,-247.2849,5353.0246,6228.8983,3938.1326,826.0950,5520.3265,-5612.5535,-4643.5354,3682.0019,-5813.1615,-5044.8311,3803.1627,4214.3170,5833.2675,-3928.2481,2048.9882,90.5636,-5390.1197,450.5421,319536.6649,329443.7555,313277.6795,314714.0870,312754.9318,314168.3747,320048.7421,316999.5253,265853312.7048,265903684.8959,265878495.0989,265876012.1269,317445.8126,265871747.4594,5459.3626,-5508.8913,-3598.3925,-2095.2065,4508.5802,5042.3153,1043.0341,3578.9531,4562.0079,-4604.4420,-1184.2242,4434.6016,-3827.4111,1945.0297,-3406.0625,-5380.9175,3774.5977,-3817.7017,-3864.3217,-5509.8505,-119455.2655,-121988.3385,-119100.3689,-120158.2310,-114377.4056,-121271.1809,-129984.4345,-122458.9010,-26611236.5564,-26590657.7466,-26596419.8761,-26609245.6390,-120800.4794,-26603445.0255,
4800.000,4883.6588,-4265.2172,-618.0934,3073.9208,3936.7367,3261.0379,4353.8702,-3378.4188,554.2557,-1580.9987,-4254.3748,-2878.8826,-2402.1066,6192.1652,91.2953,-1169.0071,4869.7988,6344.6695,416.3197,-3906.7358,166651.7063,186445.5261,167342.4254,168367.9646,177034.9440,174254.3022,172860.4337,172512.6530,46139996.5294,46167766.6437,46167369.6181,46142050.3192,171597.3613,46144078.4907,-382.7844,1887.9383,4945.1209,5007.0722,1971.3788,-486.3031,4294.9887,-5682.0160,-5669.4521,4817.7475,-4627.4066,-5728.5210,4174.2787,3066.5503,6613.6844,-4362.9968,242.4452,-1378.2845,-6337.3374,2573.4486,322979.1320,333373.4674,317062.2842,318606.8181,316447.4135,317985.9956,323660.0664,320526.8582,266927259.9686,266978361.7927,266953192.7217,266949626.6979,321123.6858,266945784.2614,4874.7813,-5096.2293,-4757.7947,-3641.2612,5296.5314,6102.5647,2761.5363,2019.5231,3929.0296,-4564.2224,-2871.6692,2661.2544,-4909.1789,450.5097,-1808.4944,-4990.4901,4879.0053,-2319.3044,-2779.6606,-5073.7454,-119474.9343,-122112.1814,-119139.2478,-120501.9668,-114442.2032,-121064.2495,-130139.6198,-122315.8298,-26615449.8966,-26595259.8099,-26601127.1792,-26613745.6557,-120908.3194,-26607862.4900,
5100.000,5365.6513,-4000.3678,1279.7912,3743.1574,4130.1790,1540.8280,4588.1917,-4549.4683,-1262.0027,407.7723,-4572.2838,-3696.1741,-288.0526,6643.5684,1340.8744,-3153.6310,3896.2650,6322.6303,-1204.4051,-3349.2150,159500.5545,179371.2113,160451.5429,161608.0769,170236.5436,167307.1637,166083.7357,166037.1271,40299198.1533,40326349.2359,40326463.4331,40300450.6786,164780.9151,40303255.5411,-2196.3176,3824.4343,4084.0110,3283.8477,-192.6136,-1816.3233,2586.6060,-5200.9188,-6169.1309,5501.3975,-2967.7350,-5848.5345,4179.0424,1624.3683,6722.7016,-4382.7671,-1623.1072,-2685.4149,-6681.5936,4436.9126,326259.2293,337153.9853,320706.2702,322373.4298,319997.6319,321673.6601,327129.9161,323973.3881,267873877.7566,267925697.0062,267900559.0257,267895840.4946,324658.4367,267892491.0843,3764.7830,-4133.8947,-5399.7029,-4794.5235,5508.1945,6513.4131,4154.4270,241.9390,2873.7467,-4012.5830,-4248.9504,604.1775,-5454.1102,-1092.4553,-10.8872,-4018.5188,5454.5692,-568.5520,-1397.5437,-4088.6742,-119498.3854,-122235.8718,-119181.4164,-120848.1663,-114510.0915,-120856.2989,-130290.2026,-122063.7472,-26619659.8844,-26599862.5978,-26605836.1536,-26618187.9087,-121016.0810,-26612280.0329,
5400.000,5347.0315,-3382.5666,3085.1342,4094.5827,3971.6825,-286.4614,4366.8303,-5264.9927,-2934.3819,2332.6861,-4479.9688,-4130.0352,1864.9438,6453.0153,2453.1826,-4781.1364,2582.4389,5667.4465,-2695.9387,-2503.0725,152298.0955,172219.6126,153489.2548,154786.7818,163364.6651,160262.8851,159237.0845,159393.1387,34439064.0455,34465574.9690,34466194.5813,34439560.3445,157891.7236,34443093.0853,-3764.4957,5369.9044,2863.1822,1231.6144,-2335.0358,-3032.0765,575.7113,-4203.3375,-6086.4479,5657.8356,-995.0939,-5377.0198,3823.6760,14.5776,6143.7311,-3973.5222,-3364.0880,-3716.6872,-6382.9595,5853.5711,329377.4474,340783.6451,324207.9805,326013.7884,323403.9743,325230.9614,330456.8666,327341.5608,268692712.1487,268745235.9684,268720139.0824,268714206.4141,328048.5053,268711413.8447,2248.8141,-2725.0246,-5454.8330,-5431.3159,5120.6951,6231.3218,5057.7577,-1561.7936,1509.4889,-3010.8986,-5168.0098,-1517.3196,-5403.0729,-2518.0891,1787.8934,-2577.5919,5439.1913,1244.1270,134.2963,-2660.5835,-119525.3343,-122359.4084,-119226.9996,-121195.4801,-114581.0610,-120649.5084,-130436.2034,-121729.3762,-26623866.6134,-26604466.0960,-26610546.7214,-26622572.9549,-121123.7642,-26616697.6541,
