sl_100_5400_20270912 Coordinates.csv
2027/09/12 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:22 2024,
Start: 2027/09/12 07:47:00.00, Stop: 2027/09/12 09:17:00.00,
TIME_UNITS,STARLINK-3832 - X-Coordinate,STARLINK-5763 - X-Coordinate,STARLINK-30992 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-2029 - X-Coordinate,STARLINK-32088 - X-Coordinate,STARLINK-4531 - X-Coordinate,STARLINK-31336 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-3535 - X-Coordinate,STARLINK-1694 - X-Coordinate,STARLINK-5530 - X-Coordinate,STARLINK-5498 - X-Coordinate,STARLINK-1271 - X-Coordinate,STARLINK-5761 - X-Coordinate,STARLINK-2499 - X-Coordinate,STARLINK-5897 - X-Coordinate,STARLINK-3999 - X-Coordinate,STARLINK-3364 - X-Coordinate,STARLINK-31422 - X-Coordinate,STARLINK-2121 - X-Coordinate,STARLINK-1201 - X-Coordinate,STARLINK-6241 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-1999 - X-Coordinate,STARLINK-2589 - X-Coordinate,STARLINK-32108 - X-Coordinate,STARLINK-5154 - X-Coordinate,STARLINK-5259 - X-Coordinate,STARLINK-4356 - X-Coordinate,STARLINK-31453 - X-Coordinate,STARLINK-5937 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-6200 - X-Coordinate,STARLINK-32286 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-1475 - X-Coordinate,STARLINK-31521 - X-Coordinate,STARLINK-31654 - X-Coordinate,STARLINK-5565 - X-Coordinate,STARLINK-30201 - X-Coordinate,STARLINK-3874 - X-Coordinate,STARLINK-30237 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-4663 - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-2418 - X-Coordinate,STARLINK-1147 - X-Coordinate,STARLINK-6029 - X-Coordinate,STARLINK-5229 - X-Coordinate,STARLINK-31497 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-31885 - X-Coordinate,STARLINK-1038 - X-Coordinate,STARLINK-3355 - X-Coordinate,STARLINK-4103 - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-1014 - X-Coordinate,STARLINK-30467 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-30576 - X-Coordinate,STARLINK-6159 - X-Coordinate,STARLINK-31945 - X-Coordinate,STARLINK-30616 - X-Coordinate,STARLINK-30752 - X-Coordinate,STARLINK-2174 - X-Coordinate,STARLINK-5430 - X-Coordinate,STARLINK-30886 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-4463 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-3137 - X-Coordinate,STARLINK-30213 - X-Coordinate,STARLINK-4472 - X-Coordinate,STARLINK-1627 - X-Coordinate,STARLINK-31239 - X-Coordinate,STARLINK-3058 - X-Coordinate,STARLINK-1759 - X-Coordinate,STARLINK-3979 - X-Coordinate,STARLINK-4473 - X-Coordinate,STARLINK-11148 [DTC] - X-Coordinate,STARLINK-31891 - X-Coordinate,STARLINK-1497 - X-Coordinate,STARLINK-31500 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-1609 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-6119 - X-Coordinate,STARLINK-5011 - X-Coordinate,STARLINK-3771 - X-Coordinate,STARLINK-1966 - X-Coordinate,STARLINK-2286 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-5919 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3832 - Y-Coordinate,STARLINK-5763 - Y-Coordinate,STARLINK-30992 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-2029 - Y-Coordinate,STARLINK-32088 - Y-Coordinate,STARLINK-4531 - Y-Coordinate,STARLINK-31336 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-3535 - Y-Coordinate,STARLINK-1694 - Y-Coordinate,STARLINK-5530 - Y-Coordinate,STARLINK-5498 - Y-Coordinate,STARLINK-1271 - Y-Coordinate,STARLINK-5761 - Y-Coordinate,STARLINK-2499 - Y-Coordinate,STARLINK-5897 - Y-Coordinate,STARLINK-3999 - Y-Coordinate,STARLINK-3364 - Y-Coordinate,STARLINK-31422 - Y-Coordinate,STARLINK-2121 - Y-Coordinate,STARLINK-1201 - Y-Coordinate,STARLINK-6241 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-2589 - Y-Coordinate,STARLINK-32108 - Y-Coordinate,STARLINK-5154 - Y-Coordinate,STARLINK-5259 - Y-Coordinate,STARLINK-4356 - Y-Coordinate,STARLINK-31453 - Y-Coordinate,STARLINK-5937 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-6200 - Y-Coordinate,STARLINK-32286 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-1475 - Y-Coordinate,STARLINK-31521 - Y-Coordinate,STARLINK-31654 - Y-Coordinate,STARLINK-5565 - Y-Coordinate,STARLINK-30201 - Y-Coordinate,STARLINK-3874 - Y-Coordinate,STARLINK-30237 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-4663 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-2418 - Y-Coordinate,STARLINK-1147 - Y-Coordinate,STARLINK-6029 - Y-Coordinate,STARLINK-5229 - Y-Coordinate,STARLINK-31497 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-31885 - Y-Coordinate,STARLINK-1038 - Y-Coordinate,STARLINK-3355 - Y-Coordinate,STARLINK-4103 - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-1014 - Y-Coordinate,STARLINK-30467 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-30576 - Y-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-31945 - Y-Coordinate,STARLINK-30616 - Y-Coordinate,STARLINK-30752 - Y-Coordinate,STARLINK-2174 - Y-Coordinate,STARLINK-5430 - Y-Coordinate,STARLINK-30886 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-4463 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-3137 - Y-Coordinate,STARLINK-30213 - Y-Coordinate,STARLINK-4472 - Y-Coordinate,STARLINK-1627 - Y-Coordinate,STARLINK-31239 - Y-Coordinate,STARLINK-3058 - Y-Coordinate,STARLINK-1759 - Y-Coordinate,STARLINK-3979 - Y-Coordinate,STARLINK-4473 - Y-Coordinate,STARLINK-11148 [DTC] - Y-Coordinate,STARLINK-31891 - Y-Coordinate,STARLINK-1497 - Y-Coordinate,STARLINK-31500 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-1609 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-6119 - Y-Coordinate,STARLINK-5011 - Y-Coordinate,STARLINK-3771 - Y-Coordinate,STARLINK-1966 - Y-Coordinate,STARLINK-2286 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-5919 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3832 - Z-Coordinate,STARLINK-5763 - Z-Coordinate,STARLINK-30992 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-2029 - Z-Coordinate,STARLINK-32088 - Z-Coordinate,STARLINK-4531 - Z-Coordinate,STARLINK-31336 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-3535 - Z-Coordinate,STARLINK-1694 - Z-Coordinate,STARLINK-5530 - Z-Coordinate,STARLINK-5498 - Z-Coordinate,STARLINK-1271 - Z-Coordinate,STARLINK-5761 - Z-Coordinate,STARLINK-2499 - Z-Coordinate,STARLINK-5897 - Z-Coordinate,STARLINK-3999 - Z-Coordinate,STARLINK-3364 - Z-Coordinate,STARLINK-31422 - Z-Coordinate,STARLINK-2121 - Z-Coordinate,STARLINK-1201 - Z-Coordinate,STARLINK-6241 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-2589 - Z-Coordinate,STARLINK-32108 - Z-Coordinate,STARLINK-5154 - Z-Coordinate,STARLINK-5259 - Z-Coordinate,STARLINK-4356 - Z-Coordinate,STARLINK-31453 - Z-Coordinate,STARLINK-5937 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-6200 - Z-Coordinate,STARLINK-32286 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-1475 - Z-Coordinate,STARLINK-31521 - Z-Coordinate,STARLINK-31654 - Z-Coordinate,STARLINK-5565 - Z-Coordinate,STARLINK-30201 - Z-Coordinate,STARLINK-3874 - Z-Coordinate,STARLINK-30237 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-4663 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-2418 - Z-Coordinate,STARLINK-1147 - Z-Coordinate,STARLINK-6029 - Z-Coordinate,STARLINK-5229 - Z-Coordinate,STARLINK-31497 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-31885 - Z-Coordinate,STARLINK-1038 - Z-Coordinate,STARLINK-3355 - Z-Coordinate,STARLINK-4103 - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-1014 - Z-Coordinate,STARLINK-30467 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-30576 - Z-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-31945 - Z-Coordinate,STARLINK-30616 - Z-Coordinate,STARLINK-30752 - Z-Coordinate,STARLINK-2174 - Z-Coordinate,STARLINK-5430 - Z-Coordinate,STARLINK-30886 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-4463 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-3137 - Z-Coordinate,STARLINK-30213 - Z-Coordinate,STARLINK-4472 - Z-Coordinate,STARLINK-1627 - Z-Coordinate,STARLINK-31239 - Z-Coordinate,STARLINK-3058 - Z-Coordinate,STARLINK-1759 - Z-Coordinate,STARLINK-3979 - Z-Coordinate,STARLINK-4473 - Z-Coordinate,STARLINK-11148 [DTC] - Z-Coordinate,STARLINK-31891 - Z-Coordinate,STARLINK-1497 - Z-Coordinate,STARLINK-31500 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-1609 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-6119 - Z-Coordinate,STARLINK-5011 - Z-Coordinate,STARLINK-3771 - Z-Coordinate,STARLINK-1966 - Z-Coordinate,STARLINK-2286 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-5919 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4936.5120,4964.0061,-3453.0068,-1674.0333,-1775.0271,5232.9075,2105.7196,-5955.3837,-1031.1119,-692.9936,-2157.6914,-714.3338,2877.4437,6385.6180,-1569.5150,204.9046,997.1358,1930.2266,-385.7865,-3621.4785,-5736.3708,5251.1479,3052.3483,-5127.2883,-5089.6895,129.4784,3619.9046,4136.5938,4030.7995,-1691.9414,-3449.3768,-3348.0099,126.3599,-2067.9414,-5163.7552,-5775.4027,0.0000,-4639.8616,-2887.0150,3955.6037,-37.1079,-163.0050,-3035.2463,3685.8201,6766.8864,-5451.3675,-4511.7626,4910.5675,3957.5333,1091.9696,2241.5996,4000.0068,4003.0524,6345.8638,3619.6892,6206.2408,2414.8522,-3938.9308,4833.8941,1558.3015,-2032.0950,-895.0069,-5520.7811,3834.4879,5798.2167,-2617.8256,2692.8818,3603.3337,-940.7530,-4686.0015,-4890.8184,-5661.9562,3971.7526,2642.9488,1852.0941,-4989.7130,6014.3560,-6512.6510,-3803.0086,3690.0002,-3923.0100,455.6162,-5287.6505,-1064.2274,5074.5161,2025.5692,542.1974,-2022.5794,6715.8853,3234.6403,1728.7255,3313.3034,1648.5238,-5000.5078,-5386.1882,684.9457,-3725.5152,-6566.4678,2596.8620,274.2510,341591.8849,353416.1156,352625.4092,351822.6867,359039.1726,356981.5022,350966.9187,352447.5498,82124442.8704,82146436.5911,82151125.2939,82127645.8782,352167.8695,82130272.2472,-2345.8489,4806.5715,-3867.1786,-5326.9079,6488.4402,1998.6977,5947.6084,-180.9460,4094.6047,-4404.3240,4545.5208,4869.7802,-6052.5358,-733.0215,-3630.4656,5671.0644,6633.0337,-3567.5681,-4116.9453,5802.9907,2379.7036,-1687.1446,-2947.4209,-904.5443,-4699.7367,-6144.7690,-2355.7358,-3535.3499,5211.8991,6178.2619,3831.9695,2863.7585,5475.7317,-4762.7305,-1382.7485,3732.8090,0.0000,4755.7057,-4007.9861,-3734.8044,4987.6880,2374.7158,-6117.0546,-1875.0781,-847.6316,-918.9478,-2696.3891,4747.5754,-4687.5447,-4035.0888,-1032.0141,5453.9611,828.9034,820.5468,3684.6298,1919.1152,-5887.4738,-3839.0286,2641.4892,-5370.4336,-5506.6996,6605.6793,-1712.3010,5493.4031,-594.5849,5643.5999,-3085.5062,-5535.1116,5067.5143,1069.7323,-1412.2434,-3687.4961,-3161.8606,-4255.4286,-3709.4315,1471.1825,-3449.5243,-382.5492,-1632.3220,-5683.7681,-5504.6307,-4220.1694,3592.1266,-6072.9472,-2807.9956,-4930.2603,-5545.5084,-6325.7711,-517.5184,-2825.0572,3783.1863,3473.6491,-6624.8616,-191.1535,-1765.3452,5953.3459,-5491.1517,1329.8914,-6355.3612,3782.3132,-169321.9150,-141788.5215,-162454.8277,-162202.1743,-157457.1245,-158201.5861,-152724.3851,-156241.6626,277950414.1587,278009335.1353,277984966.2885,277959299.2492,-156346.6212,277969685.7199,4227.5800,358.7960,4600.8086,-3989.9000,957.0829,-3890.5160,2555.1014,-3480.4882,-5394.8939,-5276.8173,4618.9588,-4523.2584,-1588.6646,-2382.7458,5703.8419,3933.8518,-1751.6661,5351.5838,5575.2753,926.0452,3001.0696,3979.0499,-5471.4422,4542.0117,333.7602,-3130.6620,-5406.3196,-4249.0985,1742.4308,2541.8104,-4448.6281,5339.1490,-4060.2887,4572.5256,-4380.2089,933.8491,0.0000,1906.6637,4524.2181,-4133.4126,-4646.4789,-6516.4217,-976.5652,5527.8422,1194.4394,4172.4087,4489.4581,-1152.9705,-3087.7625,5501.7068,-6491.7745,-1442.5024,5452.5489,2694.2437,-4387.8604,2360.7918,2690.0936,-4193.2718,-4229.2851,-3875.9917,3053.0171,1857.2405,-3592.4728,-1747.7191,-3756.8335,-2833.2196,-5461.7239,-1763.5371,-4601.3975,4947.0247,-4728.7183,973.4498,4706.2513,-4645.1479,5523.3572,-4567.4267,236.9602,-2220.9587,5462.2953,1506.1695,1442.5150,5427.1722,-2671.6429,-2690.4752,3563.2409,4377.5013,3912.1006,1891.5741,-1514.5562,-5396.8564,5502.9768,-4795.6835,-1194.0752,4734.5647,-3942.6769,3399.3405,918.0422,-1753.7287,-540.8916,-5822.0861,-122006.5838,-124466.3752,-125336.5004,-122303.8232,-120371.1028,-130263.9280,-133750.1334,-124026.6937,-73062767.1282,-73049927.7089,-73057078.4315,-73052353.8463,-125794.2653,-73059302.1800,
300.000,-6182.7420,5818.2714,-4649.4264,-2813.7094,-426.6360,4709.3383,3715.5618,-6520.5827,939.8132,-2706.1433,-214.6606,898.2112,1427.0802,5249.9032,-3206.1182,1726.2295,2528.0412,-153.3154,-1454.3360,-2280.7996,-5613.5595,3861.9679,1211.9536,-4308.6051,-5801.2842,-1226.9089,1942.2125,3594.4518,5290.7064,-524.9885,-1421.0545,-4830.5109,2054.5159,-4001.6379,-5890.2258,-4853.7825,0.0000,-3853.1842,-3654.3848,3340.3040,2111.6098,1998.8177,-4331.2014,2574.2892,6508.8726,-4993.9524,-5909.3283,5900.8370,2212.0927,-1072.7838,1802.3448,4581.9614,4248.2074,5315.8513,4633.7711,5723.5680,1338.0246,-4223.8178,6003.4596,-156.1730,-3001.6571,754.9405,-4882.8592,5124.7015,4750.6512,-722.1037,964.2478,2108.5662,589.8269,-3261.3149,-5347.6537,-6385.8505,5261.3611,647.3250,-94.2518,-3857.0459,5975.0592,-5709.4651,-4294.9979,2706.7705,-4525.0497,-1695.8425,-5967.2928,-2444.0405,3409.3841,778.7347,-1303.9460,-3259.9993,5901.7104,1383.2565,3660.9485,3894.8454,163.8904,-5706.2142,-6423.4470,2140.6563,-4682.1204,-6305.3641,1031.4454,1503.8530,345157.9633,356450.7517,355769.3644,355048.7125,362325.0280,360262.4120,354259.9462,355214.5334,76035665.8678,76056793.1368,76061907.1062,76039373.4074,355426.7387,76041421.6934,-1209.1970,3556.0245,-2076.4552,-3760.5353,6227.0595,140.1397,5593.1932,1213.0719,4817.6636,-4533.1139,5408.9594,5752.5190,-5921.7694,-1308.3981,-4325.4322,6216.3864,6449.0798,-4287.1777,-2348.4162,5951.3789,3784.6456,-3269.1380,-4104.5402,962.9682,-3324.0327,-6621.1368,-3737.1565,-5142.4776,4292.9096,6826.1322,4109.7623,3347.5072,4614.3521,-4030.4329,486.6926,4924.8140,0.0000,5740.5242,-2050.5083,-5299.9462,4741.4367,2594.7392,-5336.3063,-3724.0456,-2339.9892,1131.5522,-1628.3177,3604.1160,-4787.5429,-4234.2767,-3123.7123,4156.0491,-1333.0205,-32.2210,1766.9489,399.3611,-6709.5966,-1898.2301,1078.9728,-6192.9171,-3974.2963,6107.7406,48.0164,4647.2725,-2332.1774,5572.9655,-4392.7617,-5563.2675,6004.5369,2635.2335,662.1462,-2347.4322,-3493.1996,-5100.2784,-4613.1105,3300.0911,-2916.5802,965.8485,495.5753,-5366.2120,-4207.8155,-3853.8684,3481.4689,-6191.1302,-3975.0995,-6137.9211,-6038.6268,-6089.2420,-1705.8300,-3971.6022,2853.8013,1431.5476,-6918.3712,1508.0201,-531.9042,6297.3031,-4704.2486,2850.6994,-6500.6014,2063.2116,-162166.5702,-134180.9179,-154976.2516,-154650.2360,-149968.8225,-150685.9487,-145310.1962,-148697.6663,279678580.3531,279738024.9324,279713767.7952,279687507.6714,-148868.8342,279697917.5245,2844.2548,-1182.3740,4702.2692,-5004.6181,2679.3415,-4932.0807,1127.8404,-1898.3719,-4779.2750,-4454.5629,4165.7415,-3282.8808,-3217.6725,-4211.5758,4385.2775,2467.3242,-241.4763,5166.5942,6366.6721,2644.2388,1332.7100,4542.9014,-5442.9950,5312.6670,1836.5896,-1487.2033,-5490.3933,-2878.2187,219.9688,810.8554,-5240.8972,3663.9195,-4580.2200,3952.4683,-3581.2906,-610.1779,0.0000,125.3435,5224.2472,-2724.8314,-4419.2833,-6114.9446,571.5757,5212.4463,-345.8634,4662.3376,3200.5099,388.2910,-4401.1134,5354.0192,-5934.2834,-3095.1962,5159.5760,4461.2385,-4619.4707,3849.5982,978.6080,-5138.0219,-3319.7985,-2812.4341,4352.0082,3159.8228,-4741.3888,-236.3464,-4481.8804,-3893.5876,-5136.0571,-3369.4680,-3364.9631,5475.6724,-4386.4556,-582.3272,2844.0461,-4499.1454,5140.0295,-4707.2452,-1987.8109,-3739.1090,5317.0485,3467.6494,3091.0163,5453.7920,-487.0313,-962.8105,4346.0333,3053.5452,2864.6236,108.4024,-3153.7790,-5466.7248,5103.4342,-5368.6711,345.5604,3557.1367,-2472.1166,1806.0617,-922.1368,-242.9316,-2030.7428,-6461.9367,-121908.2331,-124382.4390,-125138.9330,-122368.9275,-120183.5002,-129934.2000,-133769.3247,-123915.2282,-73067114.4575,-73054721.0358,-73061983.6152,-73056624.3577,-125696.7308,-73063901.2284,
600.000,-6817.7836,6112.9505,-5434.6084,-3722.5864,995.4603,3744.0957,4936.2305,-6440.0909,2785.5490,-4432.2175,1725.6475,2379.2515,-196.1141,3561.6935,-4482.3687,3051.4319,3811.5086,-2196.4655,-2451.3497,-688.1479,-4938.1555,2101.5416,-714.4246,-3108.8273,-5963.7702,-2444.2686,111.0345,2724.3100,6008.4611,685.4296,761.9702,-5810.6800,3800.8860,-5547.8967,-6065.4225,-3459.5914,0.0000,-2683.9721,-4083.1710,2410.4870,4045.1289,3943.8078,-5204.8839,1259.8703,5616.5924,-4092.8602,-6723.7489,6319.1163,220.0922,-3121.9057,1258.0291,4740.0093,4110.8780,3762.0743,5209.6194,4695.2384,138.8412,-4147.1872,6608.5193,-1830.6631,-3682.5003,2358.7020,-3775.7507,5914.0989,3271.3951,1268.3124,-823.1299,369.6266,2028.7167,-1549.5113,-5329.8370,-6462.9216,5995.6875,-1393.4841,-1999.9128,-2387.1424,5272.5936,-4347.2615,-4407.5629,1411.5673,-4707.6731,-3687.4408,-5996.9069,-3548.5742,1405.0322,-512.4343,-2995.4468,-4170.5245,4502.1511,-574.2717,5245.0720,4128.8818,-1340.0453,-5865.3453,-6823.6911,3363.2842,-5133.9677,-5431.3993,-653.3170,2654.2635,348575.1654,359321.3910,358753.9427,358113.0070,365450.6024,363377.9898,357397.1331,357836.2846,69910581.3630,69930826.5238,69936359.3977,69914793.6673,358526.8342,69916260.9788,15.9290,1950.3742,-108.7097,-1828.1319,5322.8695,-1766.6287,4672.8700,2465.5472,5094.9192,-4257.5574,5757.3237,6022.4502,-5217.1439,-1802.0757,-4627.4157,6155.9372,5640.1283,-4597.9687,-377.4117,5522.4901,4798.8232,-4552.7198,-4907.5551,2771.5039,-1614.1443,-6438.4124,-4797.1996,-6226.9052,2936.8745,6787.6799,4020.4476,3420.8178,3319.0520,-2943.9917,2284.1823,5645.5771,0.0000,6152.7348,121.4801,-6310.3619,4055.5616,2630.4818,-4026.4299,-5226.4821,-3607.8061,3091.3665,-434.3268,2106.8446,-4447.2031,-4072.5510,-4907.7750,2429.7400,-3343.8962,-938.1270,-316.4312,-1196.2935,-6861.1939,240.6409,-558.7133,-6393.3890,-1994.0063,5027.9899,1841.1769,3349.9873,-3877.9001,4970.5476,-5289.4861,-5046.3203,6361.9703,3985.8177,2657.1067,-763.5721,-3408.0090,-5468.2001,-5106.7047,4834.4358,-2090.6572,2257.3410,2555.8745,-4530.0754,-2476.5384,-3162.3434,2983.8237,-5642.5920,-4776.7750,-6739.5934,-5932.2306,-5244.8940,-2759.2544,-4774.2325,1694.3965,-754.4489,-6540.0518,3025.2164,727.3031,6018.3594,-3394.8990,4091.9166,-6012.3392,179.3596,-154934.8288,-126510.2648,-147426.0570,-147026.0563,-142411.2577,-143099.7160,-137827.0206,-141119.6769,281273391.1240,281333338.9316,281309198.7008,281282397.1144,-141323.0943,281292791.1394,1153.8696,-2596.2717,4301.1564,-5468.8398,4096.8744,-5421.0777,-426.8962,-110.0426,-3634.9579,-3151.2640,3247.2270,-1651.6408,-4495.9626,-5575.3454,2600.4446,733.7964,1294.5788,4376.1230,6481.9619,4075.4484,-480.4196,4592.8009,-4831.6356,5510.2796,3142.8379,318.0148,-4985.4406,-1195.4128,-1327.2893,-1008.4348,-5443.5196,1595.7197,-4586.1327,2907.4998,-2395.7617,-2089.1120,0.0000,-1669.5405,5307.0098,-1011.6590,-3695.6876,-5062.8992,2057.5117,4333.8476,-1849.0207,4652.6611,1566.5392,1887.8066,-5231.2054,4629.3964,-4747.2309,-4414.5610,4287.2249,5753.1057,-4323.3463,4922.6881,-838.6905,-5530.5938,-2057.0026,-1430.5929,5117.5510,4122.2236,-5355.6345,1300.4393,-4728.5760,-4520.0662,-4236.5452,-4599.8794,-1764.8552,5411.0381,-3578.5794,-2072.8694,676.6529,-3851.0852,4202.0323,-4342.1664,-4000.4488,-4850.5923,4584.6161,5059.2511,4405.4519,4887.7925,1749.8519,877.7035,4638.1696,1398.2082,1493.8321,-1686.5382,-4451.6787,-4944.4049,4151.1265,-5330.9991,1848.0986,1992.4513,-733.6147,15.9656,-2653.1906,1293.9652,-3298.9838,-6417.9487,-121810.1409,-124298.6138,-124942.3588,-122438.8856,-119999.2812,-129598.1352,-133783.3925,-123937.0890,-73071460.2849,-73059514.7314,-73066889.1716,-73060907.9814,-125599.1276,-73068500.2278,
