sl_100_5400_20270919 Coordinates.csv
2027/09/19 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:36 2024,
Start: 2027/09/19 07:47:00.00, Stop: 2027/09/19 09:17:00.00,
TIME_UNITS,STARLINK-4293 - X-Coordinate,STARLINK-5744 - X-Coordinate,STARLINK-4388 - X-Coordinate,STARLINK-30261 - X-Coordinate,STARLINK-31235 - X-Coordinate,STARLINK-31934 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-6309 - X-Coordinate,STARLINK-6281 - X-Coordinate,STARLINK-31307 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-6111 - X-Coordinate,STARLINK-6282 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-31581 - X-Coordinate,STARLINK-30120 - X-Coordinate,STARLINK-4218 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-30212 - X-Coordinate,STARLINK-6110 - X-Coordinate,STARLINK-3831 - X-Coordinate,STARLINK-4545 - X-Coordinate,STARLINK-30430 - X-Coordinate,STARLINK-31447 - X-Coordinate,STARLINK-2326 - X-Coordinate,STARLINK-4774 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-31599 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-5803 - X-Coordinate,STARLINK-2386 - X-Coordinate,STARLINK-3870 - X-Coordinate,STARLINK-31115 - X-Coordinate,STARLINK-3254 - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-3757 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-4212 - X-Coordinate,STARLINK-5972 - X-Coordinate,STARLINK-6322 - X-Coordinate,STARLINK-5644 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-2096 - X-Coordinate,STARLINK-30495 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-6040 - X-Coordinate,STARLINK-6128 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-31132 - X-Coordinate,STARLINK-1770 - X-Coordinate,STARLINK-2720 - X-Coordinate,STARLINK-2192 - X-Coordinate,STARLINK-5749 - X-Coordinate,STARLINK-31104 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-5790 - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-4326 - X-Coordinate,STARLINK-6149 - X-Coordinate,STARLINK-6129 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-30164 - X-Coordinate,STARLINK-4324 - X-Coordinate,STARLINK-31247 - X-Coordinate,STARLINK-3623 - X-Coordinate,STARLINK-5881 - X-Coordinate,STARLINK-5394 - X-Coordinate,STARLINK-31549 - X-Coordinate,STARLINK-1571 - X-Coordinate,STARLINK-5924 - X-Coordinate,STARLINK-1594 - X-Coordinate,STARLINK-4193 - X-Coordinate,STARLINK-2188 - X-Coordinate,STARLINK-32167 - X-Coordinate,STARLINK-3967 - X-Coordinate,STARLINK-2270 - X-Coordinate,STARLINK-30549 - X-Coordinate,STARLINK-5127 - X-Coordinate,STARLINK-30459 - X-Coordinate,STARLINK-6113 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-31556 - X-Coordinate,STARLINK-6237 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-5852 - X-Coordinate,STARLINK-1217 - X-Coordinate,STARLINK-30932 - X-Coordinate,STARLINK-31822 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-1080 - X-Coordinate,STARLINK-1058 - X-Coordinate,STARLINK-5326 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-2476 - X-Coordinate,STARLINK-30920 - X-Coordinate,STARLINK-3865 - X-Coordinate,STARLINK-6261 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4293 - Y-Coordinate,STARLINK-5744 - Y-Coordinate,STARLINK-4388 - Y-Coordinate,STARLINK-30261 - Y-Coordinate,STARLINK-31235 - Y-Coordinate,STARLINK-31934 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-6309 - Y-Coordinate,STARLINK-6281 - Y-Coordinate,STARLINK-31307 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-6111 - Y-Coordinate,STARLINK-6282 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-31581 - Y-Coordinate,STARLINK-30120 - Y-Coordinate,STARLINK-4218 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-30212 - Y-Coordinate,STARLINK-6110 - Y-Coordinate,STARLINK-3831 - Y-Coordinate,STARLINK-4545 - Y-Coordinate,STARLINK-30430 - Y-Coordinate,STARLINK-31447 - Y-Coordinate,STARLINK-2326 - Y-Coordinate,STARLINK-4774 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-31599 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-5803 - Y-Coordinate,STARLINK-2386 - Y-Coordinate,STARLINK-3870 - Y-Coordinate,STARLINK-31115 - Y-Coordinate,STARLINK-3254 - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-3757 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-4212 - Y-Coordinate,STARLINK-5972 - Y-Coordinate,STARLINK-6322 - Y-Coordinate,STARLINK-5644 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-2096 - Y-Coordinate,STARLINK-30495 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-6040 - Y-Coordinate,STARLINK-6128 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-31132 - Y-Coordinate,STARLINK-1770 - Y-Coordinate,STARLINK-2720 - Y-Coordinate,STARLINK-2192 - Y-Coordinate,STARLINK-5749 - Y-Coordinate,STARLINK-31104 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-5790 - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-4326 - Y-Coordinate,STARLINK-6149 - Y-Coordinate,STARLINK-6129 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-30164 - Y-Coordinate,STARLINK-4324 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,STARLINK-3623 - Y-Coordinate,STARLINK-5881 - Y-Coordinate,STARLINK-5394 - Y-Coordinate,STARLINK-31549 - Y-Coordinate,STARLINK-1571 - Y-Coordinate,STARLINK-5924 - Y-Coordinate,STARLINK-1594 - Y-Coordinate,STARLINK-4193 - Y-Coordinate,STARLINK-2188 - Y-Coordinate,STARLINK-32167 - Y-Coordinate,STARLINK-3967 - Y-Coordinate,STARLINK-2270 - Y-Coordinate,STARLINK-30549 - Y-Coordinate,STARLINK-5127 - Y-Coordinate,STARLINK-30459 - Y-Coordinate,STARLINK-6113 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-31556 - Y-Coordinate,STARLINK-6237 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-5852 - Y-Coordinate,STARLINK-1217 - Y-Coordinate,STARLINK-30932 - Y-Coordinate,STARLINK-31822 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-1080 - Y-Coordinate,STARLINK-1058 - Y-Coordinate,STARLINK-5326 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-2476 - Y-Coordinate,STARLINK-30920 - Y-Coordinate,STARLINK-3865 - Y-Coordinate,STARLINK-6261 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4293 - Z-Coordinate,STARLINK-5744 - Z-Coordinate,STARLINK-4388 - Z-Coordinate,STARLINK-30261 - Z-Coordinate,STARLINK-31235 - Z-Coordinate,STARLINK-31934 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-6309 - Z-Coordinate,STARLINK-6281 - Z-Coordinate,STARLINK-31307 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-6111 - Z-Coordinate,STARLINK-6282 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-31581 - Z-Coordinate,STARLINK-30120 - Z-Coordinate,STARLINK-4218 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-30212 - Z-Coordinate,STARLINK-6110 - Z-Coordinate,STARLINK-3831 - Z-Coordinate,STARLINK-4545 - Z-Coordinate,STARLINK-30430 - Z-Coordinate,STARLINK-31447 - Z-Coordinate,STARLINK-2326 - Z-Coordinate,STARLINK-4774 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-31599 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-5803 - Z-Coordinate,STARLINK-2386 - Z-Coordinate,STARLINK-3870 - Z-Coordinate,STARLINK-31115 - Z-Coordinate,STARLINK-3254 - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-3757 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-4212 - Z-Coordinate,STARLINK-5972 - Z-Coordinate,STARLINK-6322 - Z-Coordinate,STARLINK-5644 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-2096 - Z-Coordinate,STARLINK-30495 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-6040 - Z-Coordinate,STARLINK-6128 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-31132 - Z-Coordinate,STARLINK-1770 - Z-Coordinate,STARLINK-2720 - Z-Coordinate,STARLINK-2192 - Z-Coordinate,STARLINK-5749 - Z-Coordinate,STARLINK-31104 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-5790 - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-4326 - Z-Coordinate,STARLINK-6149 - Z-Coordinate,STARLINK-6129 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-30164 - Z-Coordinate,STARLINK-4324 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,STARLINK-3623 - Z-Coordinate,STARLINK-5881 - Z-Coordinate,STARLINK-5394 - Z-Coordinate,STARLINK-31549 - Z-Coordinate,STARLINK-1571 - Z-Coordinate,STARLINK-5924 - Z-Coordinate,STARLINK-1594 - Z-Coordinate,STARLINK-4193 - Z-Coordinate,STARLINK-2188 - Z-Coordinate,STARLINK-32167 - Z-Coordinate,STARLINK-3967 - Z-Coordinate,STARLINK-2270 - Z-Coordinate,STARLINK-30549 - Z-Coordinate,STARLINK-5127 - Z-Coordinate,STARLINK-30459 - Z-Coordinate,STARLINK-6113 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-31556 - Z-Coordinate,STARLINK-6237 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-5852 - Z-Coordinate,STARLINK-1217 - Z-Coordinate,STARLINK-30932 - Z-Coordinate,STARLINK-31822 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-1080 - Z-Coordinate,STARLINK-1058 - Z-Coordinate,STARLINK-5326 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-2476 - Z-Coordinate,STARLINK-30920 - Z-Coordinate,STARLINK-3865 - Z-Coordinate,STARLINK-6261 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1111.9424,-3711.7288,-3019.5524,-3629.0621,3552.3040,1697.9682,4205.0135,-987.5154,4952.6156,2892.7456,-5531.6164,-4333.2236,5524.7625,-6580.6411,-1247.6214,-5039.5959,4336.8126,2342.9660,5745.0999,-5328.2182,4747.8117,5845.8079,-4117.1076,-3572.0101,5506.4943,-3217.5162,1804.4330,4443.4514,5700.4908,1517.2665,-3273.3302,-2502.1202,-4235.9497,-1615.8057,-1588.1911,4523.3181,1948.1488,-3907.2341,-5520.8484,-1697.3309,-5127.8068,-6658.3040,297.7002,4549.8321,-4159.3254,888.9002,4205.0862,-1243.7659,-956.9001,4553.2530,2913.5762,3796.2391,1682.7461,-5161.4494,-695.0899,132.3886,-3040.0474,5595.0800,806.0201,6658.6868,-2781.1501,-4193.2171,-6340.0017,4027.4264,5069.7124,-5726.9150,-4395.9313,1627.9820,4261.1457,-2441.1537,4145.1850,-104.0177,-2719.0808,-6388.8553,4690.4265,-3846.0360,2170.0341,5621.1673,-1967.5711,1122.7808,4155.6194,6201.6446,-4785.2688,-4600.0227,6675.1951,6032.8310,-2181.5378,5951.2632,-5115.8190,-6390.5538,5560.8583,2756.4516,3760.6936,1037.8077,1491.9781,1418.3716,2697.8343,3160.9103,1594.6328,470.5139,-45344.9105,-33408.3011,-39901.1883,-40686.5026,-34091.8459,-36040.9333,-42672.5593,-40210.8856,71425911.6877,71424547.9217,71427090.2933,71407703.5218,-41048.5801,71412509.1934,-4657.4166,5184.0859,931.5406,5786.7203,5152.7817,-5436.6216,-968.1199,5974.1828,1231.5019,-6095.9751,3828.9935,1451.8025,3718.6498,787.4157,-6250.2073,-3603.2307,2478.3315,-5371.4188,87.1825,490.6695,-2189.2629,-270.5850,-644.2757,-3696.2557,-2555.8444,-5970.6421,-6402.5108,-4855.0833,3976.9158,5240.6081,2562.7514,-5974.5839,-557.5857,-5850.2810,5707.2021,4837.8638,5470.7176,-4157.4501,-2917.1922,5421.9645,-3432.2809,-1832.3735,-6223.1147,940.9404,-4439.0202,-6018.1624,-3338.9016,-4746.5720,-5341.5625,-940.5756,2959.1719,-2631.9813,-6666.0306,-4517.7233,4039.8012,6762.1822,-4117.4642,-3292.9807,-5727.2715,-1785.9277,-2605.5765,3748.1435,653.3173,4895.2363,176.7784,-3854.0441,-471.6781,3942.1859,3884.0075,6077.0024,5419.9956,6633.4143,1302.4745,-787.1557,-2931.1920,2711.7054,5015.6214,3774.0712,-5997.9165,-5474.7288,238.4342,1259.9601,-1913.1393,-832.0453,-1339.6806,-3294.5115,6550.9613,-2896.0472,1618.8544,2439.4884,-2402.3279,-3151.1956,-2019.1809,-6547.5750,6559.0142,1904.5647,4233.7148,-2606.9406,5852.2942,6559.0251,-385213.9504,-364767.2028,-373435.7355,-373274.7884,-367699.2601,-368671.3745,-363971.5599,-367548.2417,283159078.3867,283192428.5435,283175230.3510,283169322.3513,-367420.2870,283168614.0334,-4968.1016,-2722.1331,6151.2082,-1113.2095,2758.0875,3709.7041,5167.6367,3355.2468,-4696.4715,-1133.8320,1261.6861,5116.7050,1942.9571,2007.3196,2699.9483,2887.1627,-4641.7858,3714.8899,-3844.3567,-4230.9045,4537.1780,3694.9794,-5512.1073,-4619.5541,3120.8887,-799.1555,-1200.7108,2123.9493,630.5732,4077.2152,5524.1644,2460.6821,-5424.7688,-3300.2725,3581.6700,1947.4683,-3815.1609,-3849.6476,3026.5842,3928.8962,-3169.8237,672.8322,3190.2548,-5105.4716,3249.6300,-3308.2708,-4194.9109,4915.5007,-4299.8684,-5085.4790,5513.0941,5051.3304,669.5740,-362.6706,5431.9311,1485.4970,-4528.4605,-2389.0984,3816.7909,-361.8996,5788.2327,4040.0994,2688.3616,-2804.8688,4697.7695,745.7191,5173.0424,-5437.4212,-3848.8012,-2302.0826,-176.8757,-1536.5384,-6222.6171,-1319.2539,-4127.3708,4819.8362,-4046.3577,-1391.4597,2821.0166,3947.1432,5510.3336,2620.9922,4620.0250,4994.1359,189.8476,955.7235,-742.0000,2098.2345,4329.4025,-1145.1500,3145.8568,5459.7040,5260.9660,1902.3336,1716.8113,6508.7351,4771.8381,5461.0411,3308.1108,-2172.2712,123498.8016,118719.4674,121079.2699,124070.8468,126033.7147,116154.1304,112638.1464,119046.0698,-82225385.0482,-82244428.2947,-82197463.4811,-82219130.0312,120602.8775,-82213267.9050,
300.000,-3014.4466,-2517.5441,-1224.5723,-2301.3952,5049.6707,40.5018,2949.5593,669.7540,5088.1596,1478.9838,-4822.9113,-4211.4982,4464.6008,-5659.0209,-2707.5661,-6221.4315,5132.8336,321.2618,4631.9179,-5815.8959,4009.3236,4889.2348,-4070.5832,-5225.8797,5339.8437,-4308.1987,420.5480,2756.1667,6171.9005,3169.8430,-1807.0654,-4053.2173,-3917.0952,-3076.8431,34.9174,4888.1045,2246.1735,-5389.8050,-5848.8924,-452.8348,-3765.2634,-6591.5393,-1453.8250,4007.1933,-4460.4080,-967.7235,2363.9345,-1809.4627,-2932.5208,3226.7946,4201.7465,3172.6837,380.1041,-5762.8458,1488.5007,1660.0239,-4763.3673,5182.5373,-956.3869,6103.7918,-905.1298,-2304.9466,-5339.1926,5449.6146,5036.7162,-4972.5287,-5058.2553,3329.1733,5734.5704,-661.4176,5152.0069,1168.0799,-741.7975,-6530.9482,4405.4524,-3275.6238,3836.5713,6315.8134,-3347.1312,-631.5125,3905.6904,5708.8686,-5604.8075,-5492.1730,5992.9806,4834.0404,-600.2389,4783.9059,-5244.0617,-5310.0302,5146.0172,1219.0820,3076.5134,-174.9676,1944.5404,-526.2149,3603.5419,1603.4776,3058.5614,2006.6924,-37115.2011,-25838.5538,-32247.8254,-32960.4347,-26298.4997,-28256.5942,-34862.9423,-32041.2500,65226313.4688,65224377.0265,65227554.2153,65207739.1494,-33280.8025,65212923.3298,-4815.8266,6320.0294,-330.0510,6510.9919,4408.2770,-6290.8981,-2775.2277,6563.3394,-916.5629,-6665.5458,4827.3573,3431.5550,3528.1891,2268.3496,-5106.2556,-2390.2540,462.6972,-5303.9702,-1440.5125,2131.2850,-4105.3038,-2054.4595,1527.5008,-2998.4285,-3993.9225,-4791.0225,-6096.3065,-5369.9568,2483.6389,3915.3947,4146.4051,-5527.2404,1596.0577,-5950.5438,6496.3038,3367.3734,3872.9255,-3572.2616,-3634.2825,6443.1210,-3049.5121,-257.1641,-5442.5486,-1129.8983,-2687.7433,-5405.7631,-4416.9674,-2922.5048,-5244.0338,-2621.5412,1208.2109,-4493.0088,-6460.0445,-3441.6411,4123.1825,6084.8415,-2946.1360,-4534.1680,-6305.3715,-2876.5855,-1643.8648,4621.1856,2213.8408,4037.5874,-1948.4110,-3872.7850,1442.4784,2584.7847,2748.5758,5952.8018,4261.1084,5910.4326,2260.0047,465.3319,-4566.5223,4551.1392,4968.8870,2771.9086,-5945.8305,-4653.4404,-1921.9503,-533.2157,3.6920,895.3438,-2740.5635,-4361.4534,6557.9859,-3081.6392,3337.2091,3653.9105,-4092.6878,-4617.8746,-3983.5284,-6895.9290,5572.4284,759.2140,2363.7695,-4128.3486,5962.3191,5684.7254,-386034.4325,-365561.1235,-374187.9828,-373944.8508,-368425.8805,-369371.2919,-364770.5270,-368242.0253,284651684.5497,284685121.1019,284668524.0956,284661203.8818,-368160.5458,284661297.6336,-3914.4994,-1329.8339,6797.4133,429.9092,1368.1108,2578.0490,5377.4713,2102.4232,-4623.2777,417.1458,-559.1616,4192.2356,3962.1216,3280.0836,3805.6089,1522.0501,-4464.9339,4459.4858,-4926.7797,-2855.7839,3873.4737,4444.7340,-5370.7360,-3383.6044,1468.4970,-2267.0146,-2892.6721,3371.8321,2104.2792,4582.5076,5229.2828,1027.0939,-5458.2966,-1682.9559,2396.2922,3520.0577,-5314.4055,-2354.2575,878.9779,2455.6923,-4964.4883,2145.6014,4153.6528,-5506.5931,4518.1991,-4219.2865,-4618.8000,6033.2808,-3439.7994,-5495.4260,5341.3255,4076.7618,2409.2863,1447.3368,5205.5009,2853.6993,-3915.1766,-643.6028,2714.1289,1447.6249,6670.3324,4612.1516,3797.1049,-1427.5734,4317.8097,2906.1144,4319.5391,-5476.4526,-2758.3318,-3511.0173,1367.5666,-3177.2837,-6492.0316,530.5231,-2711.3001,3735.9299,-2611.5654,418.8615,1131.8376,4973.4808,5361.5765,3743.7080,4061.9976,3981.2604,1714.7717,2397.2453,-2207.4521,3973.0792,2988.0448,-2563.2680,1838.6056,4953.5505,4536.6458,118.7469,3649.7071,6865.7888,5420.4643,5196.2831,1693.2328,-3410.3412,123575.7197,118838.1406,121276.1658,124004.9611,126220.3374,116483.8455,112618.9482,119444.8358,-82229810.6701,-82248962.6377,-82202104.8154,-82223474.1048,120699.9371,-82217741.1480,
600.000,-4594.9989,-1091.7510,753.5033,-745.3026,6030.3266,-1598.0644,1426.4484,2243.5485,4776.6296,-88.3257,-3614.5450,-3707.6976,2948.5023,-4194.3999,-3939.1787,-6771.3820,5445.5367,-1747.7526,3088.3538,-5721.1625,2918.6098,3485.4004,-3680.1600,-6355.4085,4632.4954,-4982.5079,-1038.8236,785.4379,6070.4404,4533.9661,-208.8255,-5203.9453,-3269.2855,-4215.3641,1633.3872,4798.7631,2386.4521,-6319.4711,-5534.2655,809.5141,-2029.4917,-5895.0575,-3100.0503,3123.2898,-4363.3317,-2759.0023,297.0694,-2270.6089,-4610.1114,1621.0431,5117.2536,2270.9182,-986.3671,-5788.5819,3509.8469,3052.9527,-6015.7816,4259.0280,-2604.8087,4932.6092,1019.0459,-200.5969,-3831.6248,6337.5575,4553.7208,-3700.6454,-5233.4258,4738.2224,6653.1796,1205.7766,5644.8146,2354.3665,1276.0198,-5914.0346,3706.9298,-2396.5033,5083.8289,6381.9432,-4383.2265,-2361.6450,3327.5836,4665.1376,-5910.0079,-5850.8625,4693.8656,3160.4971,1057.8780,3112.7112,-4873.8330,-3711.9648,4222.9747,-395.6966,2119.9500,-1368.7675,2246.9258,-2361.3762,4212.7639,-73.6831,4202.2058,3379.2879,-28870.9401,-18255.9778,-24582.5961,-25224.9528,-18493.9043,-20466.2397,-27037.6620,-23959.2844,58995584.6624,58993076.5694,58996859.1510,58976716.5459,-25500.1323,58982203.1211,-4531.8088,6840.7889,-1473.9416,6601.6193,3230.1785,-6508.5694,-4322.2401,6522.8375,-2971.3635,-6562.2604,5334.6061,5049.5191,2907.0235,3559.5369,-3476.0849,-950.0996,-1580.2257,-4764.3369,-2872.4004,3525.4888,-5623.7415,-3670.7867,3545.3574,-2039.9201,-5006.6063,-3117.4992,-5154.4568,-5389.8462,739.4189,2218.1958,5354.1068,-4550.5412,3599.7347,-5467.8474,6662.8026,1540.3491,1877.0769,-2651.6151,-3966.6048,6827.5259,-2276.2061,1362.0411,-4174.2510,-3110.7380,-651.0504,-4297.6629,-5087.3408,-812.9928,-4667.1909,-4083.8972,-624.2266,-5892.3598,-5617.5461,-2002.6357,3836.8742,4822.0060,-1513.4744,-5318.7305,-6287.4780,-3694.8739,-424.9280,5089.5378,3592.4726,2800.7511,-3876.4893,-3437.0435,3176.6007,1018.9811,1373.2746,5278.8421,2659.9589,4579.4071,3063.9774,1670.2683,-5731.1323,5896.5572,4426.2530,1488.6192,-5309.7003,-3394.9087,-3894.4506,-2301.2823,1895.5052,2496.5074,-3877.3022,-5028.6727,5942.4759,-3003.2842,4700.7216,4539.2493,-5356.7277,-5652.8927,-5531.5710,-6552.6026,4012.2935,-549.2527,275.6744,-5262.6246,5489.5548,4268.5523,-386677.7788,-366200.4289,-374772.4700,-374446.7793,-368987.1836,-369905.2156,-365403.9027,-368749.7872,286008575.1298,286042083.3554,286026105.6551,286017356.3357,-368736.6086,286018266.3631,-2436.4275,204.9305,6714.4681,1926.6876,-174.3072,1153.9737,4961.3059,623.6915,-4056.8629,1921.5964,-2317.8699,2805.9195,5557.9883,4200.5205,4502.1792,-13.0131,-3786.9910,4728.5137,-5478.9161,-1159.9377,2793.9906,4716.9475,-4650.6558,-1782.2427,-348.4645,-3481.2104,-4251.3301,4256.1402,3356.9739,4571.6667,4371.8184,-516.6173,-4902.5949,116.5349,953.4715,4711.0295,-6250.4712,-601.2646,-1362.4329,717.0586,-6230.1387,3389.0474,4685.0986,-5312.8120,5296.1121,-4677.9803,-4523.4071,6511.0067,-2210.3467,-5308.4739,4592.1635,2649.9396,3888.0244,3097.8410,4392.2164,3915.2220,-2865.0641,1171.2959,1320.7867,3099.9820,6841.1958,4689.6806,4496.8935,102.7053,3472.8313,4756.5983,2978.5555,-4925.6266,-1372.5617,-4346.0581,2758.4877,-4459.8841,-6064.4145,2313.8188,-1001.0164,2217.5792,-880.6596,2183.8448,-679.4392,5447.2475,4634.1639,4451.1853,3067.7977,2525.8732,3045.9761,3582.7393,-3437.8933,5424.6215,1322.0028,-3707.5219,325.2791,3906.6666,3293.8661,-1677.7749,5193.4516,6490.5221,5488.8123,4351.2150,-104.6282,-4282.6533,123652.3626,118958.2856,121471.8895,123934.0853,126403.4351,116819.7552,112604.7249,119943.2965,-82234230.7589,-82253495.1469,-82206751.2942,-82227770.3223,120796.9216,-82222214.3153,
