sl_100_86400_20270330 Coordinates.csv
2027/03/30 07:47:00.0000 UTC

Generated: Tue Oct  8 16:25:43 2024,
Start: 2027/03/30 07:47:00.00, Stop: 2027/03/31 07:47:00.00,
TIME_UNITS,STARLINK-30908 - X-Coordinate,STARLINK-11180 [DTC] - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-32122 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-1043 - X-Coordinate,STARLINK-5649 - X-Coordinate,STARLINK-5635 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-31796 - X-Coordinate,STARLINK-2389 - X-Coordinate,STARLINK-2237 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-3535 - X-Coordinate,STARLINK-5469 - X-Coordinate,STARLINK-6304 - X-Coordinate,STARLINK-4743 - X-Coordinate,STARLINK-31977 - X-Coordinate,STARLINK-5397 - X-Coordinate,STARLINK-2244 - X-Coordinate,STARLINK-4337 - X-Coordinate,STARLINK-31263 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-3269 - X-Coordinate,STARLINK-5868 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-30192 - X-Coordinate,STARLINK-6204 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-5936 - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-5780 - X-Coordinate,STARLINK-6064 - X-Coordinate,STARLINK-31187 - X-Coordinate,STARLINK-30592 - X-Coordinate,STARLINK-1190 - X-Coordinate,STARLINK-5348 - X-Coordinate,STARLINK-2516 - X-Coordinate,STARLINK-5762 - X-Coordinate,STARLINK-4512 - X-Coordinate,STARLINK-5417 - X-Coordinate,STARLINK-4385 - X-Coordinate,STARLINK-1938 - X-Coordinate,STARLINK-5070 - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-5938 - X-Coordinate,STARLINK-31495 - X-Coordinate,STARLINK-30271 - X-Coordinate,STARLINK-31326 - X-Coordinate,STARLINK-30778 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-4518 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-2139 - X-Coordinate,STARLINK-4377 - X-Coordinate,STARLINK-4052 - X-Coordinate,STARLINK-2573 - X-Coordinate,STARLINK-3296 - X-Coordinate,STARLINK-3253 - X-Coordinate,STARLINK-31752 - X-Coordinate,STARLINK-4401 - X-Coordinate,STARLINK-31697 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-32024 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-1746 - X-Coordinate,STARLINK-3219 - X-Coordinate,STARLINK-6220 - X-Coordinate,STARLINK-1602 - X-Coordinate,STARLINK-6351 - X-Coordinate,STARLINK-2268 - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-3315 - X-Coordinate,STARLINK-32032 - X-Coordinate,STARLINK-31412 - X-Coordinate,STARLINK-30996 - X-Coordinate,STARLINK-30774 - X-Coordinate,STARLINK-4725 - X-Coordinate,STARLINK-5745 - X-Coordinate,STARLINK-6033 - X-Coordinate,STARLINK-31235 - X-Coordinate,STARLINK-5700 - X-Coordinate,STARLINK-5796 - X-Coordinate,STARLINK-31568 - X-Coordinate,STARLINK-30869 - X-Coordinate,STARLINK-4644 - X-Coordinate,STARLINK-31819 - X-Coordinate,STARLINK-4274 - X-Coordinate,STARLINK-31903 - X-Coordinate,STARLINK-30904 - X-Coordinate,STARLINK-4114 - X-Coordinate,STARLINK-6095 - X-Coordinate,STARLINK-5775 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-31470 - X-Coordinate,STARLINK-30961 - X-Coordinate,STARLINK-4478 - X-Coordinate,STARLINK-32173 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30908 - Y-Coordinate,STARLINK-11180 [DTC] - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-32122 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-1043 - Y-Coordinate,STARLINK-5649 - Y-Coordinate,STARLINK-5635 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-31796 - Y-Coordinate,STARLINK-2389 - Y-Coordinate,STARLINK-2237 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-3535 - Y-Coordinate,STARLINK-5469 - Y-Coordinate,STARLINK-6304 - Y-Coordinate,STARLINK-4743 - Y-Coordinate,STARLINK-31977 - Y-Coordinate,STARLINK-5397 - Y-Coordinate,STARLINK-2244 - Y-Coordinate,STARLINK-4337 - Y-Coordinate,STARLINK-31263 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-3269 - Y-Coordinate,STARLINK-5868 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-30192 - Y-Coordinate,STARLINK-6204 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-5936 - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-5780 - Y-Coordinate,STARLINK-6064 - Y-Coordinate,STARLINK-31187 - Y-Coordinate,STARLINK-30592 - Y-Coordinate,STARLINK-1190 - Y-Coordinate,STARLINK-5348 - Y-Coordinate,STARLINK-2516 - Y-Coordinate,STARLINK-5762 - Y-Coordinate,STARLINK-4512 - Y-Coordinate,STARLINK-5417 - Y-Coordinate,STARLINK-4385 - Y-Coordinate,STARLINK-1938 - Y-Coordinate,STARLINK-5070 - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-5938 - Y-Coordinate,STARLINK-31495 - Y-Coordinate,STARLINK-30271 - Y-Coordinate,STARLINK-31326 - Y-Coordinate,STARLINK-30778 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-4518 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-2139 - Y-Coordinate,STARLINK-4377 - Y-Coordinate,STARLINK-4052 - Y-Coordinate,STARLINK-2573 - Y-Coordinate,STARLINK-3296 - Y-Coordinate,STARLINK-3253 - Y-Coordinate,STARLINK-31752 - Y-Coordinate,STARLINK-4401 - Y-Coordinate,STARLINK-31697 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-32024 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-1746 - Y-Coordinate,STARLINK-3219 - Y-Coordinate,STARLINK-6220 - Y-Coordinate,STARLINK-1602 - Y-Coordinate,STARLINK-6351 - Y-Coordinate,STARLINK-2268 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-3315 - Y-Coordinate,STARLINK-32032 - Y-Coordinate,STARLINK-31412 - Y-Coordinate,STARLINK-30996 - Y-Coordinate,STARLINK-30774 - Y-Coordinate,STARLINK-4725 - Y-Coordinate,STARLINK-5745 - Y-Coordinate,STARLINK-6033 - Y-Coordinate,STARLINK-31235 - Y-Coordinate,STARLINK-5700 - Y-Coordinate,STARLINK-5796 - Y-Coordinate,STARLINK-31568 - Y-Coordinate,STARLINK-30869 - Y-Coordinate,STARLINK-4644 - Y-Coordinate,STARLINK-31819 - Y-Coordinate,STARLINK-4274 - Y-Coordinate,STARLINK-31903 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,STARLINK-4114 - Y-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-31470 - Y-Coordinate,STARLINK-30961 - Y-Coordinate,STARLINK-4478 - Y-Coordinate,STARLINK-32173 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30908 - Z-Coordinate,STARLINK-11180 [DTC] - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-32122 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-1043 - Z-Coordinate,STARLINK-5649 - Z-Coordinate,STARLINK-5635 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-31796 - Z-Coordinate,STARLINK-2389 - Z-Coordinate,STARLINK-2237 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-3535 - Z-Coordinate,STARLINK-5469 - Z-Coordinate,STARLINK-6304 - Z-Coordinate,STARLINK-4743 - Z-Coordinate,STARLINK-31977 - Z-Coordinate,STARLINK-5397 - Z-Coordinate,STARLINK-2244 - Z-Coordinate,STARLINK-4337 - Z-Coordinate,STARLINK-31263 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-3269 - Z-Coordinate,STARLINK-5868 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-30192 - Z-Coordinate,STARLINK-6204 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-5936 - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-5780 - Z-Coordinate,STARLINK-6064 - Z-Coordinate,STARLINK-31187 - Z-Coordinate,STARLINK-30592 - Z-Coordinate,STARLINK-1190 - Z-Coordinate,STARLINK-5348 - Z-Coordinate,STARLINK-2516 - Z-Coordinate,STARLINK-5762 - Z-Coordinate,STARLINK-4512 - Z-Coordinate,STARLINK-5417 - Z-Coordinate,STARLINK-4385 - Z-Coordinate,STARLINK-1938 - Z-Coordinate,STARLINK-5070 - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-5938 - Z-Coordinate,STARLINK-31495 - Z-Coordinate,STARLINK-30271 - Z-Coordinate,STARLINK-31326 - Z-Coordinate,STARLINK-30778 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-4518 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-2139 - Z-Coordinate,STARLINK-4377 - Z-Coordinate,STARLINK-4052 - Z-Coordinate,STARLINK-2573 - Z-Coordinate,STARLINK-3296 - Z-Coordinate,STARLINK-3253 - Z-Coordinate,STARLINK-31752 - Z-Coordinate,STARLINK-4401 - Z-Coordinate,STARLINK-31697 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-32024 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-1746 - Z-Coordinate,STARLINK-3219 - Z-Coordinate,STARLINK-6220 - Z-Coordinate,STARLINK-1602 - Z-Coordinate,STARLINK-6351 - Z-Coordinate,STARLINK-2268 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-3315 - Z-Coordinate,STARLINK-32032 - Z-Coordinate,STARLINK-31412 - Z-Coordinate,STARLINK-30996 - Z-Coordinate,STARLINK-30774 - Z-Coordinate,STARLINK-4725 - Z-Coordinate,STARLINK-5745 - Z-Coordinate,STARLINK-6033 - Z-Coordinate,STARLINK-31235 - Z-Coordinate,STARLINK-5700 - Z-Coordinate,STARLINK-5796 - Z-Coordinate,STARLINK-31568 - Z-Coordinate,STARLINK-30869 - Z-Coordinate,STARLINK-4644 - Z-Coordinate,STARLINK-31819 - Z-Coordinate,STARLINK-4274 - Z-Coordinate,STARLINK-31903 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,STARLINK-4114 - Z-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-31470 - Z-Coordinate,STARLINK-30961 - Z-Coordinate,STARLINK-4478 - Z-Coordinate,STARLINK-32173 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4975.4271,-4876.0558,-6513.5232,-3513.5205,1931.5387,-1644.9912,-2467.3431,6473.4188,-2402.5582,4478.9945,4497.2458,611.9890,5240.7110,5926.3944,-4861.6818,-4668.5494,4871.8789,353.4449,5023.5327,-6855.2682,1000.3976,1965.0562,5557.7211,1874.1797,-997.2104,-2402.1333,-3415.6254,3754.4003,-505.4806,4157.0381,5290.0635,6232.6035,4830.3911,-6896.2828,1074.1502,-864.7664,-4769.4800,5353.4885,2298.0439,874.7511,4520.4145,3822.4555,-4710.7139,-2535.6108,4470.5161,-6787.9507,615.4552,-2472.9960,1849.9408,-3841.4153,194.3715,691.3651,6183.5620,-2174.0901,118.1002,4107.1322,4512.7587,2077.0123,5174.1114,6073.3875,-3713.7322,0.0000,878.2024,-424.9688,582.7341,-1893.6147,5486.1527,-3611.2715,620.9209,278.2176,-3298.6146,5531.5968,-4876.1761,5876.2507,4542.3615,-2821.4440,-5015.3569,1233.0525,1294.3350,3272.7176,5512.1693,-4881.8579,5886.6689,-2462.0449,827.7793,6712.6992,-4861.4312,5977.3883,1724.5437,-2228.6616,4979.2673,-5057.2343,-2409.6294,-66.9159,4652.3826,-3142.9592,-5742.9076,-6701.4760,-6860.8984,331.3252,-342518.1571,-342634.4290,-343890.9701,-342125.4717,-347516.9667,-345760.7271,-338389.8901,-341561.7905,110213162.2407,110189879.0524,110192557.0519,110199383.4465,-340700.9383,110197363.7990,4164.5249,3503.6043,876.8614,5442.6848,3690.6869,3880.4002,-4673.9441,-1601.0111,6497.3046,2159.0152,-2545.4105,4484.5466,-4043.7887,2352.3878,726.8120,-4860.1440,-2283.4679,6297.5799,1185.2526,1358.9585,1657.3057,4043.8368,-3176.0441,-4782.2669,-6300.9267,239.1181,4158.5024,-4905.7509,6822.2650,3641.0416,-2033.1382,3030.7249,4444.5509,303.1582,-2404.0542,-5504.7636,-352.5830,-4.0831,-4578.3686,4079.8725,4916.3818,-5628.0627,602.2151,358.9459,-721.7434,-1363.3875,6470.5423,6485.9536,-4790.8031,5526.4621,-4336.4016,-6883.6781,-1824.3935,3991.7812,6876.9837,-5154.5040,-1722.4378,4006.1280,3983.3201,1344.2410,-1864.1295,0.0000,-680.0254,-6130.0490,-6076.5526,4669.4526,2813.5990,5606.3520,6520.3580,-5068.8232,2524.7615,3638.7221,4567.8035,2153.8315,1161.6426,4981.8701,-2928.7629,4871.2391,6724.9988,-3760.0136,2067.0270,-2506.1329,-1302.2310,-6484.6048,6344.7392,-1239.7335,2257.4687,-794.9835,-6044.4513,3552.9983,1032.5332,1412.0053,5965.9032,-6928.5678,5020.4466,5744.7890,1007.9967,-978.6598,-127.8181,-5696.4799,-111186.8393,-145981.8730,-120956.0459,-120530.5043,-127283.3217,-125624.8798,-129372.6987,-125838.3757,-40580865.3217,-40636115.0273,-40605133.0117,-40593985.9156,-126205.1126,-40588919.6728,-2439.0248,-2885.7702,-2156.9584,2107.6243,-5488.2933,5451.3250,-4489.3178,1856.2253,-638.3899,4629.2579,-4581.5496,-5172.9786,1280.8822,2190.3411,4904.4690,-1714.3795,4376.8237,2569.4345,-4643.3339,124.3215,-6666.8282,-5146.7406,2668.6919,-4579.8179,2243.5347,6507.1596,-4183.4127,-3179.1769,-1179.9406,4173.8281,3978.0662,-19.5134,2148.1394,460.5979,6425.8281,3893.0487,4896.3999,-4184.3891,-4673.7085,-5506.7486,1847.1774,-1240.5848,-5011.7188,-6456.0893,5209.8687,576.9951,2328.8813,-418.3085,4474.0653,1210.9668,-5304.5912,464.3568,-2561.6342,-5213.6244,-836.9638,-2100.5282,4972.1046,-5220.7747,1017.2900,3012.9026,-5541.3035,0.0000,6815.4594,-2940.6809,3271.5203,-4667.1838,3171.6616,1729.8263,-2196.9969,-4746.9757,5145.3488,2038.4207,1432.6689,2847.2365,-5077.1036,3747.2893,-3596.1720,4557.5683,256.5404,-4796.3199,3652.8380,4245.2843,3236.2930,-42.2880,-2709.0949,97.1419,-4383.7005,-3389.3659,2573.1768,-5492.5701,-4571.5392,-4503.8486,-2346.2209,-275.2929,1083.3662,2222.7952,3544.7510,-1492.0610,760.5556,-3726.9328,-175034.3951,-176503.9365,-176594.5610,-172597.3874,-171352.9048,-181536.4951,-184336.8724,-178173.8535,37342076.1899,37328675.7308,37314908.2096,37326419.3292,-176603.1175,37331931.3765,
3600.000,-6398.1779,3218.4615,3690.8186,-227.7668,-5482.5429,-1700.1850,5261.5420,-5584.1565,1735.0433,-5907.8705,-454.6392,-4502.4642,-2976.7598,-6132.6421,732.4997,3270.8815,-5027.8505,-3590.4811,-6018.1344,5227.9663,3045.7238,-4967.5498,-2178.6715,2497.1348,3216.7631,1674.1115,2088.3201,6.9729,-273.3867,-6590.2828,-2188.8978,-6019.7698,-4432.5564,5213.4725,996.0222,4236.8088,6223.7601,-2126.6495,983.2718,-4857.9742,-5097.4060,-2084.7541,2003.6475,-2657.7895,-2060.1092,4795.4990,-2193.0828,1705.4865,2784.0880,1809.5311,4268.7787,1766.9337,-5539.1516,-2232.5393,-2300.3744,-2721.4444,-7.0629,-4866.9442,-5109.0568,-6787.9049,5310.0022,0.0000,240.8571,3271.3021,2840.7697,-161.7273,-4376.6426,1966.7048,-2591.6414,131.0714,947.3270,-5280.5941,1448.3662,-4051.6726,-3463.2048,-1490.9309,6814.0393,-5280.8474,-3503.1294,1086.3788,-4751.1006,4521.5325,-5469.0353,4067.3955,-967.5987,-4659.2995,1826.6931,-2790.3913,1020.7899,-812.0291,-5791.9485,4435.3742,-989.5756,2271.7281,-5709.7583,1706.0692,2645.2707,5172.0830,5768.6113,1875.8832,-304592.5490,-295963.5196,-300372.2164,-299071.1704,-305443.9513,-303322.3724,-296892.9209,-297311.7576,117011460.4031,117000978.1972,116997923.3711,117000371.7085,-298488.2285,116996288.0596,-2360.6969,-5297.6796,-2711.7344,-4336.7917,-1202.7164,-5909.7672,1666.7519,3655.4166,-5336.2186,2003.3341,4313.9970,-1986.0938,4883.0360,-226.1575,-2300.2524,2386.9386,4739.9852,-3479.1285,2274.2565,-2515.2775,2041.3107,-273.1766,2462.2133,3556.0626,2686.2011,-4605.5139,-6482.3019,5082.2291,-4369.4202,-1693.6291,4705.2470,-441.5226,-1062.8823,-2605.4356,5747.2770,5308.0033,-2554.6503,3695.6306,6289.6242,-3480.0612,-1610.3938,5829.1970,-4177.6830,1468.1648,4429.4592,505.0060,-6215.0857,-5201.6197,4963.7007,-5691.7547,2935.2346,5591.8052,4033.0070,-4294.1929,-5915.3619,5936.3296,-951.0493,-485.9750,-864.6347,205.0441,-1946.5794,0.0000,-4610.8886,5882.0281,4201.1958,-6810.2630,-4955.7686,-6023.6897,-3716.6462,6946.2424,-6401.6383,-208.2302,-4449.4266,1298.6589,3159.1248,-3843.8066,410.1313,-3706.2544,-4559.3264,4295.7150,1860.6442,5210.0313,4089.2872,4466.6457,-6487.9840,3499.1350,-5109.2920,3104.7826,6547.8341,-6039.3805,2894.4335,-4884.8561,-4212.3372,5717.4590,-2995.1819,-6353.9035,-4328.8881,-1793.0484,-1482.3884,6495.1771,-195138.5607,-227530.1894,-201930.2501,-202830.4018,-208994.2561,-207599.3562,-210272.7685,-207705.7047,-10593747.7714,-10648739.5028,-10614317.1099,-10596169.9234,-207657.8523,-10601046.4908,-1230.4529,-2437.4707,5170.4585,-5258.4567,3982.5207,-3129.4983,4184.3814,1840.0555,-4117.9284,-2712.9951,5360.1458,4784.1107,3566.9797,2788.7351,-6519.8640,5641.6736,-654.8983,-4632.8766,2590.7073,-3908.4379,5881.5974,4668.8616,-6113.5509,5323.1290,-5315.7388,-4928.4896,-179.1597,4726.2479,5376.2655,-1326.1650,-4596.1863,3399.1900,-5196.8012,-3732.7408,-3785.1064,-398.8865,-1303.3349,5277.0167,2731.9477,3453.4451,-4415.5377,-3085.8090,5105.8236,6232.2142,-4891.4220,-5008.0246,2056.8298,-4295.1104,-3759.3095,3322.6694,4471.0836,-3704.2540,-1070.9576,4928.4922,-2780.2834,-2285.7120,-6874.9533,4855.1470,4093.9821,1293.4771,3985.8674,0.0000,-5150.4954,-1035.1651,-4726.5575,841.5829,2087.1045,2697.2837,5203.3219,180.5262,-1404.8618,-4487.1407,-4988.3015,-5410.7399,5065.1347,-5474.4192,-54.1274,-2124.3008,-3736.8108,5299.5868,-4697.8019,806.4411,489.8677,3402.3296,-2296.2572,3551.6370,4287.6759,5503.4534,1495.1692,3245.5407,2177.9343,2057.8834,5296.1502,-3201.4224,2538.3261,2127.1705,-4574.4979,4248.1936,3484.1617,-842.2362,-174910.5310,-176200.9750,-174918.3960,-174303.1183,-169844.8073,-177952.6896,-185023.5448,-174777.3724,37353693.9749,37336452.2937,37323503.5625,37337972.2737,-176090.6763,37342122.0581,
7200.000,5526.3266,1448.8720,179.9814,4639.1784,6851.4748,3523.8578,-6711.4623,2388.0260,964.1202,4815.6985,-3018.5283,6774.5021,-1843.0480,2777.0669,2718.5699,-2029.1247,3198.5187,6032.4313,5260.6830,-1740.3671,-3430.1835,6315.2391,-2544.3452,-5994.5774,-5130.4949,-1793.6674,435.6090,-3851.0825,2645.5420,6496.5337,-949.2465,4099.4534,3537.6464,-1764.1046,-1384.5317,-5355.8519,-4683.3550,-946.7402,-3304.9552,6440.3610,4837.8096,-1272.2473,241.3554,6528.3087,72.0245,-1196.2021,3426.3529,1118.9393,-5749.2836,1990.4070,-6671.8074,-4398.6303,2694.0089,5296.0340,4289.2243,-389.5206,-5101.0879,6418.5999,1967.9720,4516.7890,-5545.1794,0.0000,-3066.2052,-4707.8473,-5851.3480,1843.3103,785.7576,1292.4223,4857.1978,-396.1043,1669.4079,4071.4419,3259.0209,1659.5176,2377.9725,5510.8999,-5288.5233,6384.0288,5097.5516,-4608.5432,3353.8237,-1282.8650,2410.9914,-5032.1989,1397.9276,395.6163,1033.7612,-727.2001,-3678.6924,2611.3106,4284.6229,-2566.6387,4912.8569,-4399.3237,5126.8436,1071.4667,830.7864,-2354.4014,-2257.5867,-3280.7504,-246146.9880,-230283.6456,-237508.5726,-236088.2512,-244075.1244,-239440.9971,-236495.5254,-238505.2812,115793821.4395,115795313.6591,115784610.2115,115776636.3605,-237174.2902,115778764.1676,-596.3311,3728.7802,4816.9369,2344.2357,-666.1793,5799.6419,1099.1012,-4771.5726,2298.4645,-4611.1053,-5583.3006,-82.3353,-3660.0591,-2957.7065,4703.9203,2059.7951,-5086.0664,-292.8798,-4414.2572,3831.3964,-5805.3432,-2484.9213,-2594.5709,-2266.0893,1918.9113,6698.6603,5193.3415,-4608.8397,407.6587,-582.0082,-6430.5692,-2992.7632,-3285.8741,4793.3285,-6729.3307,-2431.0274,3813.8808,-6351.4462,-6031.2618,2361.6161,-2497.5315,-4043.4816,6622.2355,-77.0998,-6753.5199,2126.8028,3071.0437,2156.4960,-3657.7372,3596.4384,-1473.0349,-2587.7938,-4946.1007,4160.6711,2768.0181,-4513.1188,525.4447,-2130.7694,-4028.8210,-2076.7537,4144.4333,0.0000,6190.5929,-2552.8068,-1718.7673,5579.0729,3134.9917,4121.7788,-110.5150,-5303.8230,5139.2966,-3725.5852,3489.7034,-5082.1711,-6216.6688,2396.4873,2300.7750,1143.0442,420.0642,-4511.4292,-5336.7488,-4148.2074,-5102.1284,-684.5976,3323.2373,-5058.7345,6669.0721,-5458.8059,-3650.7136,6307.6419,-5009.6418,6198.2257,1649.8629,-2519.2528,-585.3867,4472.1643,6410.3754,4773.9183,3486.1432,-3615.2291,-267324.8829,-294851.2718,-270216.9594,-273563.9903,-277610.6367,-275859.3059,-278487.9979,-276369.5666,20140822.4466,20089578.0177,20126672.1365,20143566.3198,-276007.4269,20134450.1247,4128.9489,5313.8693,-4961.6233,4397.5411,141.6988,-1245.8656,-1349.3523,-4417.9982,6486.3033,-1343.5836,-2716.7838,-1141.8993,-5360.9108,-5392.4177,4328.2407,-6324.2702,-3480.1183,3143.2162,997.7589,5574.7023,-1633.9531,-765.2373,5903.8151,-2503.3478,3960.9599,450.0579,4376.4217,-3494.7310,-6405.2497,-2348.4909,2389.8299,-4724.5244,4933.9827,4657.2718,-1075.8866,-3424.0021,-3241.7509,-2215.6983,857.2785,783.4450,4279.5141,5454.2163,-1931.3492,-2363.1821,1456.5044,6498.2495,-5156.1055,6507.6158,177.5843,-5472.5537,-481.1003,4684.9686,4038.1678,-1566.2712,4674.0016,5216.3537,4663.2261,-1359.7038,-4861.3881,-4810.6096,7.3894,0.0000,242.1999,4196.7555,3280.5898,3538.6815,-6143.7023,-5373.6889,-4912.5609,4462.7786,-3830.9325,4181.5643,4883.0072,4321.2967,-1852.1359,3274.6721,3646.9852,-2018.1140,4551.6634,-2498.2472,2876.4492,-5422.7412,-3883.8901,-4729.6511,5930.0489,-4572.8233,-1545.1960,-4185.2817,-4400.2721,1045.0642,1799.4960,1666.9203,-4479.2068,4721.1589,-4632.9008,-5171.9124,2186.9140,-4449.0916,-5519.7826,4740.1392,-174799.9233,-175883.0921,-173542.3419,-176626.3688,-168796.1216,-173798.3314,-185018.5113,-176756.0496,37364554.4000,37344248.8929,37332950.9490,37354373.1799,-175564.1777,37352304.8022,
