sl_100_86400_20270909 Coordinates.csv
2027/09/09 07:47:00.0000 UTC

Generated: Tue Oct  8 16:26:43 2024,
Start: 2027/09/09 07:47:00.00, Stop: 2027/09/10 07:47:00.00,
TIME_UNITS,STARLINK-1882 - X-Coordinate,STARLINK-30181 - X-Coordinate,STARLINK-3653 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-2018 - X-Coordinate,STARLINK-6051 - X-Coordinate,STARLINK-4062 - X-Coordinate,STARLINK-5708 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-30332 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-1336 - X-Coordinate,STARLINK-5049 - X-Coordinate,STARLINK-1294 - X-Coordinate,STARLINK-5338 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-11086 [DTC] - X-Coordinate,STARLINK-5367 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-4652 - X-Coordinate,STARLINK-5118 - X-Coordinate,STARLINK-4344 - X-Coordinate,STARLINK-4639 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-1236 - X-Coordinate,STARLINK-1734 - X-Coordinate,STARLINK-3514 - X-Coordinate,STARLINK-5022 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-31090 - X-Coordinate,STARLINK-5838 - X-Coordinate,STARLINK-30297 - X-Coordinate,STARLINK-5960 - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-3772 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-3977 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-4353 - X-Coordinate,STARLINK-5394 - X-Coordinate,STARLINK-32154 - X-Coordinate,STARLINK-31694 - X-Coordinate,STARLINK-5156 - X-Coordinate,STARLINK-2098 - X-Coordinate,STARLINK-31223 - X-Coordinate,STARLINK-31053 - X-Coordinate,STARLINK-3175 - X-Coordinate,STARLINK-3111 - X-Coordinate,STARLINK-5516 - X-Coordinate,STARLINK-5393 - X-Coordinate,STARLINK-4542 - X-Coordinate,STARLINK-4055 - X-Coordinate,STARLINK-4745 - X-Coordinate,STARLINK-5662 - X-Coordinate,STARLINK-2748 - X-Coordinate,STARLINK-3856 - X-Coordinate,STARLINK-5729 - X-Coordinate,STARLINK-31507 - X-Coordinate,STARLINK-3200 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-30446 - X-Coordinate,STARLINK-30439 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-32167 - X-Coordinate,STARLINK-3460 - X-Coordinate,STARLINK-2682 - X-Coordinate,STARLINK-2568 - X-Coordinate,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-2386 - X-Coordinate,STARLINK-1850 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-5317 - X-Coordinate,STARLINK-5974 - X-Coordinate,STARLINK-1575 - X-Coordinate,STARLINK-1761 - X-Coordinate,STARLINK-1027 - X-Coordinate,STARLINK-4137 - X-Coordinate,STARLINK-31496 - X-Coordinate,STARLINK-30282 - X-Coordinate,STARLINK-2471 - X-Coordinate,STARLINK-6171 - X-Coordinate,STARLINK-1468 - X-Coordinate,STARLINK-1246 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-31967 - X-Coordinate,STARLINK-2116 - X-Coordinate,STARLINK-5435 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-5967 - X-Coordinate,STARLINK-31975 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-32304 - X-Coordinate,STARLINK-3302 - X-Coordinate,STARLINK-30609 - X-Coordinate,STARLINK-32267 - X-Coordinate,STARLINK-31030 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1882 - Y-Coordinate,STARLINK-30181 - Y-Coordinate,STARLINK-3653 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-2018 - Y-Coordinate,STARLINK-6051 - Y-Coordinate,STARLINK-4062 - Y-Coordinate,STARLINK-5708 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-30332 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-1336 - Y-Coordinate,STARLINK-5049 - Y-Coordinate,STARLINK-1294 - Y-Coordinate,STARLINK-5338 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-11086 [DTC] - Y-Coordinate,STARLINK-5367 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-4652 - Y-Coordinate,STARLINK-5118 - Y-Coordinate,STARLINK-4344 - Y-Coordinate,STARLINK-4639 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-1236 - Y-Coordinate,STARLINK-1734 - Y-Coordinate,STARLINK-3514 - Y-Coordinate,STARLINK-5022 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-31090 - Y-Coordinate,STARLINK-5838 - Y-Coordinate,STARLINK-30297 - Y-Coordinate,STARLINK-5960 - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-3772 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-3977 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-4353 - Y-Coordinate,STARLINK-5394 - Y-Coordinate,STARLINK-32154 - Y-Coordinate,STARLINK-31694 - Y-Coordinate,STARLINK-5156 - Y-Coordinate,STARLINK-2098 - Y-Coordinate,STARLINK-31223 - Y-Coordinate,STARLINK-31053 - Y-Coordinate,STARLINK-3175 - Y-Coordinate,STARLINK-3111 - Y-Coordinate,STARLINK-5516 - Y-Coordinate,STARLINK-5393 - Y-Coordinate,STARLINK-4542 - Y-Coordinate,STARLINK-4055 - Y-Coordinate,STARLINK-4745 - Y-Coordinate,STARLINK-5662 - Y-Coordinate,STARLINK-2748 - Y-Coordinate,STARLINK-3856 - Y-Coordinate,STARLINK-5729 - Y-Coordinate,STARLINK-31507 - Y-Coordinate,STARLINK-3200 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-30446 - Y-Coordinate,STARLINK-30439 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-32167 - Y-Coordinate,STARLINK-3460 - Y-Coordinate,STARLINK-2682 - Y-Coordinate,STARLINK-2568 - Y-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-2386 - Y-Coordinate,STARLINK-1850 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-5317 - Y-Coordinate,STARLINK-5974 - Y-Coordinate,STARLINK-1575 - Y-Coordinate,STARLINK-1761 - Y-Coordinate,STARLINK-1027 - Y-Coordinate,STARLINK-4137 - Y-Coordinate,STARLINK-31496 - Y-Coordinate,STARLINK-30282 - Y-Coordinate,STARLINK-2471 - Y-Coordinate,STARLINK-6171 - Y-Coordinate,STARLINK-1468 - Y-Coordinate,STARLINK-1246 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-31967 - Y-Coordinate,STARLINK-2116 - Y-Coordinate,STARLINK-5435 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-5967 - Y-Coordinate,STARLINK-31975 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-32304 - Y-Coordinate,STARLINK-3302 - Y-Coordinate,STARLINK-30609 - Y-Coordinate,STARLINK-32267 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1882 - Z-Coordinate,STARLINK-30181 - Z-Coordinate,STARLINK-3653 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-2018 - Z-Coordinate,STARLINK-6051 - Z-Coordinate,STARLINK-4062 - Z-Coordinate,STARLINK-5708 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-30332 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-1336 - Z-Coordinate,STARLINK-5049 - Z-Coordinate,STARLINK-1294 - Z-Coordinate,STARLINK-5338 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-11086 [DTC] - Z-Coordinate,STARLINK-5367 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-4652 - Z-Coordinate,STARLINK-5118 - Z-Coordinate,STARLINK-4344 - Z-Coordinate,STARLINK-4639 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-1236 - Z-Coordinate,STARLINK-1734 - Z-Coordinate,STARLINK-3514 - Z-Coordinate,STARLINK-5022 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-31090 - Z-Coordinate,STARLINK-5838 - Z-Coordinate,STARLINK-30297 - Z-Coordinate,STARLINK-5960 - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-3772 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-3977 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-4353 - Z-Coordinate,STARLINK-5394 - Z-Coordinate,STARLINK-32154 - Z-Coordinate,STARLINK-31694 - Z-Coordinate,STARLINK-5156 - Z-Coordinate,STARLINK-2098 - Z-Coordinate,STARLINK-31223 - Z-Coordinate,STARLINK-31053 - Z-Coordinate,STARLINK-3175 - Z-Coordinate,STARLINK-3111 - Z-Coordinate,STARLINK-5516 - Z-Coordinate,STARLINK-5393 - Z-Coordinate,STARLINK-4542 - Z-Coordinate,STARLINK-4055 - Z-Coordinate,STARLINK-4745 - Z-Coordinate,STARLINK-5662 - Z-Coordinate,STARLINK-2748 - Z-Coordinate,STARLINK-3856 - Z-Coordinate,STARLINK-5729 - Z-Coordinate,STARLINK-31507 - Z-Coordinate,STARLINK-3200 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-30446 - Z-Coordinate,STARLINK-30439 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-32167 - Z-Coordinate,STARLINK-3460 - Z-Coordinate,STARLINK-2682 - Z-Coordinate,STARLINK-2568 - Z-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-2386 - Z-Coordinate,STARLINK-1850 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-5317 - Z-Coordinate,STARLINK-5974 - Z-Coordinate,STARLINK-1575 - Z-Coordinate,STARLINK-1761 - Z-Coordinate,STARLINK-1027 - Z-Coordinate,STARLINK-4137 - Z-Coordinate,STARLINK-31496 - Z-Coordinate,STARLINK-30282 - Z-Coordinate,STARLINK-2471 - Z-Coordinate,STARLINK-6171 - Z-Coordinate,STARLINK-1468 - Z-Coordinate,STARLINK-1246 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-31967 - Z-Coordinate,STARLINK-2116 - Z-Coordinate,STARLINK-5435 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-5967 - Z-Coordinate,STARLINK-31975 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-32304 - Z-Coordinate,STARLINK-3302 - Z-Coordinate,STARLINK-30609 - Z-Coordinate,STARLINK-32267 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3517.7045,-3598.5141,-4062.3962,-913.1705,-891.4401,-5747.5969,1664.3646,-4200.9525,-4933.6484,1983.8854,2677.3320,-3502.4917,-6649.1436,-6512.2944,-2778.2363,908.4253,4703.7257,-6315.5298,-5198.9272,-6472.7622,2647.3101,3501.6653,-4784.7342,3429.8454,-6566.0965,0.0000,1982.8694,2714.2259,-4615.3750,4045.3976,5381.5930,1641.5478,4771.6387,-1765.2127,2148.0408,-1580.0350,-4206.3293,2412.5973,6574.5877,994.3838,5860.4758,-4510.8348,2507.5908,-2360.9587,-6555.8785,-4966.7094,2692.1142,-1032.3333,5926.8646,5424.6213,-6551.5475,-4317.4266,1293.2326,-1203.8888,1048.3872,1419.7951,4338.8268,-1287.8392,4224.8178,5611.7602,3554.2901,2527.6029,-5696.0679,-2357.0927,-2613.3846,4412.6204,4085.2324,-2872.7324,-6348.5459,5355.5230,4548.0116,-1504.6796,-3845.8630,-818.6638,0.0000,4476.1302,277.8963,-1204.6308,-871.8231,2703.9614,2270.5957,-430.9971,-5383.3439,0.0000,-5972.7476,-2310.5217,117.2856,-2210.5080,2267.5943,3964.3107,-4346.2921,1561.2151,4569.5190,2898.4558,2834.4948,3222.8531,-333.7796,449.7721,2564.6354,4203.1305,346991.0949,365688.8923,353265.8652,352459.2379,359909.5514,357812.6682,352088.6248,353136.6477,86767442.5388,86786256.3267,86801001.9165,86777394.5910,353104.2985,86780962.6998,-1914.2986,5682.7015,-5556.1675,-5164.1147,5247.7894,-1802.7669,-4250.6110,-5465.8264,-3082.3568,-3852.5622,4621.8471,3548.5969,-1507.2164,-2364.9981,5805.5844,-2213.2250,540.8171,-2180.7360,2460.5054,2338.2290,-3988.9267,2863.5767,1183.2244,2922.9585,762.7890,0.0000,-3693.8933,-3841.3399,502.8501,-1770.1211,-3260.9622,-6568.0609,1910.5258,-3855.7302,-5499.1966,-6535.6018,4853.1253,-6245.3290,-1764.8804,5010.0050,-3645.4421,2364.1134,-5864.6577,4278.1420,-2167.2004,-4796.5591,-4681.2148,-6172.9714,304.1358,-2199.4061,475.3082,-2896.0590,-4883.7691,-6800.8604,4164.3824,-5104.6972,4392.5859,-4063.4317,5309.7927,-1663.3715,-4606.1796,4773.9966,3664.8265,5611.4159,689.1814,1937.9005,-845.2416,3740.9429,-605.4234,3789.2285,-1882.5348,-6154.7086,-3103.4971,-2587.3377,0.0000,-673.2080,4142.6684,4985.7110,4272.2570,-3339.2871,-5274.2087,6632.0454,-1060.0418,0.0000,1425.3675,-4797.1585,6777.0429,6186.3478,4591.0785,1892.6736,2693.6071,-2140.2452,2183.7077,4045.3653,-4804.9596,4555.1657,5318.1057,5574.0761,-4061.6367,-219.0944,49727.2293,77175.7674,60294.2499,60587.9906,64957.8916,64314.0335,70098.4334,66563.0126,275404142.9433,275420356.7013,275435351.8667,275409082.2058,66418.0226,275419279.5167,5320.0600,1659.0256,394.9329,4417.5272,-4412.5518,3267.7333,5224.8705,-353.3656,-3767.1515,-5427.9663,-4392.8493,4766.8445,830.5364,189.9489,1785.5985,-6524.3155,5029.1965,866.3483,-3784.8517,610.0018,4954.4918,-5236.0581,-4852.0347,-5284.8596,-2048.3486,0.0000,-5476.4030,-5099.0646,5084.0320,-5324.9380,-2696.8029,-962.3390,-4652.0153,-5373.7419,3616.4485,-1374.0991,2520.0144,1723.1156,-1208.1883,4595.2285,-638.9917,4704.9370,1666.4347,4546.0738,251.0047,-369.1335,-4249.1915,-2822.4148,-3472.1760,3668.4181,-2219.1765,4565.0050,-4702.2995,87.3373,-5394.5988,-4382.0258,2982.7637,-5445.3297,-1399.7233,-3501.0473,3703.2358,-4196.2856,-1439.4974,3241.5396,-6406.9764,-4798.6266,-5551.1715,-5045.7747,-2094.0587,-1532.8284,4826.5791,-1929.4501,-4789.0825,-6389.4024,0.0000,-5206.8978,5508.5235,-4606.5037,5346.1395,-5298.1192,-3813.2602,-1881.6201,4223.9243,0.0000,3181.7547,4480.2949,950.2732,2110.6667,4622.2069,5304.3134,4616.1425,6413.8496,-4757.7382,4636.0622,-4119.5534,3860.1834,-4411.6055,-4099.7170,4837.9102,-5378.3231,-176911.4848,-181323.7894,-179015.1492,-175964.7881,-174045.7601,-183944.0210,-187417.0483,-177674.6436,-69066505.7460,-69098014.8512,-69073552.0032,-69062324.0749,-179465.0179,-69068844.5411,
3600.000,-748.0703,324.2091,4434.2511,3933.6372,-1214.0890,3690.4219,-1760.1970,4504.2512,5024.3186,-2221.5225,-5283.8857,-859.2505,4981.7233,6118.5708,304.7273,2563.0539,-3005.7719,4539.5226,4311.7235,4806.7099,1846.3457,-6440.6036,1556.1366,1115.2230,3831.7222,0.0000,1325.8542,-1011.2862,5509.4353,-3617.4989,-4425.2147,1533.9350,-6242.3698,5296.7685,1799.0775,3066.7815,616.7622,-812.2180,-5360.9813,-4892.9432,-5217.0097,2735.1303,332.8619,-3133.6597,5727.2903,5138.4458,75.3680,2846.0157,-6614.7045,-1683.4861,4242.8917,5546.6531,2885.0429,2573.4837,-4877.8649,2960.2203,-5826.5642,5060.1846,-5553.6375,-2107.9160,-2518.8603,-5250.5260,3977.7239,-1610.5509,4082.0869,-6725.2734,-2919.2956,1231.4849,3244.5581,-4357.2035,-873.5406,3605.6897,6562.1251,4510.2207,0.0000,-5091.4651,-4347.9146,-1003.5158,-3493.8567,-215.8979,1954.8407,-1190.1689,6513.9970,0.0000,2639.9687,5422.4146,-1855.1831,-775.8008,-5050.8391,-4392.9439,4077.6979,-293.7745,-4642.3338,-6073.3619,1250.1629,-5583.5208,-1886.9564,-3943.6997,-634.1527,-4610.8257,324825.7952,334988.1019,324269.9814,324319.9223,332557.9174,329916.8390,325043.9084,325686.2808,12455788.1260,12471841.7576,12481578.9180,12471347.0763,325510.4796,12468165.2332,6055.9894,-5395.3862,3007.6273,1713.5415,-6777.5201,-1880.8657,6649.2993,2992.1910,-960.5284,6461.5210,-1315.3822,-4352.1217,-913.9059,-123.7895,-5775.5418,4712.7437,3530.2206,-984.1264,-5346.2057,-3423.0634,4213.9481,-1081.8300,-4194.2706,-163.2844,-2592.8997,0.0000,5944.4435,6562.4155,-3703.8608,5318.4272,4844.6883,5222.4469,1455.5423,822.3877,4768.5819,3673.3397,-4350.5505,6347.4092,3056.3496,-3093.2380,885.7160,-5643.4501,5441.3221,-3485.2354,178.6592,2687.0068,6745.6825,5996.5411,1615.7103,3790.8692,-3068.4547,-1032.4229,3310.0813,5021.5385,-1876.2739,4615.7794,-3282.8688,3637.4611,-3448.5022,4591.4694,6406.8412,-1090.7602,-5192.6396,-4787.3227,-4302.8418,446.2600,4764.2000,-6555.0211,-2571.4611,92.0409,4422.1726,1802.8354,1725.6185,3913.2520,0.0000,4113.1206,-3958.8407,-6764.5320,-3703.1758,6425.3361,4744.3837,-6312.0758,-1891.7483,0.0000,-3319.4046,3825.3718,-5573.2053,-4499.5701,-4612.9515,2553.6387,-5488.0093,5848.5688,-5158.7109,-939.2550,5088.1195,-3795.9904,-6627.0965,-3435.7253,6709.9952,4293.3441,135554.4725,164932.7304,146930.2139,148226.0219,151468.8551,151241.9401,155736.3999,152608.8536,288498593.7906,288512355.8167,288534505.4282,288505233.6669,152744.9721,288513955.4524,-2693.7952,-4341.6542,-4346.7259,-5362.7484,569.2084,-5470.9573,-966.6107,4277.3915,4661.6008,1219.3651,4247.2036,-5298.1278,-4646.3211,3246.9466,3336.7411,4397.9466,-5137.0173,-4888.8806,430.1542,3582.9165,-5144.2010,2264.7128,5258.2118,6836.2449,5131.6466,0.0000,3216.2574,1979.5159,-1859.3550,2525.2783,-1948.7749,4127.5230,2619.3526,4241.7743,-4698.7658,4912.0266,-5329.9977,2612.4154,-3123.6999,-3707.2154,-4477.9088,-2981.0149,3701.1925,-4765.6905,3849.3622,-3772.7995,1283.4817,-1745.4740,-940.5689,-5537.1987,4533.0589,-4022.3008,5308.4256,3972.1187,4480.5374,4133.0620,1522.8666,2977.9898,-2295.6394,4568.3610,479.5996,4232.5423,-2271.8808,-4706.0881,3609.9810,869.1454,4104.9968,1768.0444,5270.7366,5123.8390,-5231.4628,5242.5547,1115.4407,3520.2080,0.0000,2157.5645,-3630.1264,836.0976,-4674.5274,2260.9467,4588.1841,-2541.5459,-1432.6432,0.0000,-5474.5774,-2133.4942,3510.3421,-5182.6181,-946.4333,-4668.5919,-901.4098,-3749.4822,-194.9843,-2935.7561,4527.5501,708.3935,571.4184,4536.3910,-1083.3065,2614.8793,-176932.6167,-181166.5976,-177650.6036,-177980.1968,-172912.3496,-180471.2281,-188224.8068,-180967.5354,-69119167.8386,-69151569.4203,-69132691.6480,-69114720.3705,-179192.9491,-69124478.8777,
7200.000,-1650.1862,3567.8961,-3998.7197,-6200.2512,2572.8415,-1212.9002,1264.8705,-3998.0481,-4407.3837,1748.9978,6550.2401,4405.0923,-1657.1540,-3866.0944,3453.4521,-3634.9700,1459.2740,-894.7535,-1686.3236,-801.8531,-5228.8999,6569.2249,1140.9281,-3084.1901,6.7165,0.0000,-3183.4681,-500.7872,-4217.3097,2330.4803,813.4947,-4894.2229,5759.1016,-6695.3470,-5308.9610,-4575.4332,3723.4720,-1895.8990,1627.1276,6817.6743,464.3170,-677.3335,-4144.4024,6404.7759,-2945.8031,-3966.0358,-2443.5192,-3746.3926,4019.0146,-2208.5636,-950.2305,-5521.3584,-6174.3452,-4013.5788,6860.2920,-5970.1083,4707.7969,-6306.8709,5205.0158,-1635.7661,164.0121,6333.0942,-428.5454,5277.2491,-4571.8241,5213.3294,1775.0819,402.0279,1000.1027,2080.6736,-2173.4233,-4702.0608,-6037.1778,-5248.4506,0.0000,3888.1594,6176.9113,2460.2167,6202.4753,-1646.0097,-5484.9281,3015.7476,-5325.9530,0.0000,1161.5378,-6513.0125,3771.5190,4439.7704,5374.5859,4148.5407,-2123.9627,127.6372,1588.2745,6455.1201,-4691.2108,4832.9935,3070.4129,6483.2860,-1309.7518,3281.6586,281641.2828,283545.0845,274493.6913,275265.5460,284290.0869,278426.9658,277528.1378,276547.5851,-62715328.5254,-62700240.3234,-62698308.5886,-62696574.1545,277164.3348,-62704023.3990,-5923.6407,4028.9088,1361.0274,1418.2802,5297.7421,5558.6223,-5608.5240,1319.7196,4608.3605,-5620.5413,-1686.7909,4729.7694,4091.6894,3286.3874,2165.7550,-5906.9970,-6453.6288,4797.2856,5853.3876,4071.5470,-4038.9006,-467.0676,6392.6119,-4418.7391,4743.2931,0.0000,-6007.0985,-6513.7602,4788.8363,-6241.1971,-4400.0560,-2100.1871,-3719.1482,1410.5467,-3378.6240,751.2463,3412.2971,-3972.1763,-3900.5341,798.1218,910.9505,6885.7254,-1047.5417,1855.9207,2913.9068,1230.4582,-5886.9035,-2688.6017,-3008.7975,-5253.1966,5505.0789,4059.6120,-1804.1935,-1058.8877,48.1775,-3231.5056,125.9722,-2478.7921,-71.6161,-6248.1430,-5333.8586,-2292.5178,5186.7038,3168.8958,5075.9468,-2265.4645,-6703.5442,6370.5256,5527.7497,-4794.9506,-6150.3864,3498.2690,114.7998,-4303.8644,0.0000,-5217.1199,3035.1369,5422.5237,2867.9014,-6137.8067,-3449.3289,3208.6864,3822.8294,0.0000,5246.5803,-2006.9331,1631.9430,1946.7867,2741.5992,-5420.1500,5595.9941,-6858.0238,4556.2219,-1896.0047,-4608.9170,611.2320,5035.5432,1041.3491,-5710.7390,-5612.0325,213642.7858,242092.0745,224424.1495,228389.8203,228487.9439,228689.7125,232145.0603,229429.3695,281894501.0065,281904806.2801,281931507.6212,281906705.7451,229489.8952,281909552.3103,-2584.2826,4354.8479,5439.1875,2571.2438,3603.1316,3817.7080,-3907.4776,-5474.5481,-2714.5572,3664.7945,-1433.0674,2423.2497,5252.0251,-4728.5168,-5299.1304,278.9832,2003.4729,4637.6593,3193.9758,-5530.0064,1971.8314,2098.4062,-2373.6532,-4376.9099,-5041.2180,0.0000,1126.0812,2307.8121,-2614.4977,1835.0919,5169.9689,-4292.6628,998.0632,-68.3259,2887.7316,-5065.5024,4695.0703,-5340.1839,5459.3555,279.9219,6842.7765,-544.1817,-5026.2267,395.2379,-5534.6126,5517.2898,2547.8412,5072.2015,4682.4788,3905.4689,-4112.1224,983.2971,-2495.5127,-5525.8192,-644.8609,-1076.3298,-4995.4387,1344.4933,4559.7536,-2191.9017,-4383.7263,-1194.2359,4554.7469,3108.5052,1250.7939,3719.4996,-234.9151,2617.2685,-3676.2463,-4252.7128,2243.2743,-3087.1988,3281.7558,1410.6946,0.0000,2271.8155,-589.8055,3457.4548,1002.5460,2461.6211,-2349.0468,5307.3147,-2253.4216,0.0000,4349.9596,-1446.4290,-5480.7922,4903.1385,-3365.7138,966.3369,-3431.1448,-1139.5003,4983.1121,-1046.5656,-2198.7000,-4733.3952,3597.5815,-2225.8281,-3503.4249,2073.2347,-176966.7213,-180961.2955,-176684.8783,-180337.1369,-172228.3429,-176755.0380,-188350.6055,-177207.6162,-69172168.4796,-69204385.0489,-69191562.2379,-69169314.8998,-178906.3558,-69180107.8083,
