sl_100_86400_20271202 Coordinates.csv
2027/12/02 07:47:00.0000 UTC

Generated: Tue Oct  8 16:27:32 2024,
Start: 2027/12/02 07:47:00.00, Stop: 2027/12/03 07:47:00.00,
TIME_UNITS,STARLINK-6298 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-2733 - X-Coordinate,STARLINK-2712 - X-Coordinate,STARLINK-2381 - X-Coordinate,STARLINK-1997 - X-Coordinate,STARLINK-2377 - X-Coordinate,STARLINK-31500 - X-Coordinate,STARLINK-5192 - X-Coordinate,STARLINK-4205 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-3124 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-5221 - X-Coordinate,STARLINK-6089 - X-Coordinate,STARLINK-31785 - X-Coordinate,STARLINK-5299 - X-Coordinate,STARLINK-4298 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-31452 - X-Coordinate,STARLINK-4418 - X-Coordinate,STARLINK-4191 - X-Coordinate,STARLINK-1762 - X-Coordinate,STARLINK-4709 - X-Coordinate,STARLINK-31347 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-31495 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-30183 - X-Coordinate,STARLINK-30423 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-5783 - X-Coordinate,STARLINK-30131 - X-Coordinate,STARLINK-31115 - X-Coordinate,STARLINK-5283 - X-Coordinate,STARLINK-31461 - X-Coordinate,STARLINK-31141 - X-Coordinate,STARLINK-5936 - X-Coordinate,STARLINK-31300 - X-Coordinate,STARLINK-3155 - X-Coordinate,STARLINK-6239 - X-Coordinate,STARLINK-5130 - X-Coordinate,STARLINK-3198 - X-Coordinate,STARLINK-31219 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-5227 - X-Coordinate,STARLINK-1637 - X-Coordinate,STARLINK-31288 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-31621 - X-Coordinate,STARLINK-4421 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-30934 - X-Coordinate,STARLINK-4770 - X-Coordinate,STARLINK-30406 - X-Coordinate,STARLINK-5900 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-2178 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-1325 - X-Coordinate,STARLINK-32243 - X-Coordinate,STARLINK-4317 - X-Coordinate,STARLINK-4783 - X-Coordinate,STARLINK-5383 - X-Coordinate,STARLINK-1366 - X-Coordinate,STARLINK-4364 - X-Coordinate,STARLINK-2463 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-30374 - X-Coordinate,STARLINK-31043 - X-Coordinate,STARLINK-31590 - X-Coordinate,STARLINK-2378 - X-Coordinate,STARLINK-31637 - X-Coordinate,STARLINK-30473 - X-Coordinate,STARLINK-2036 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-31588 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-4577 - X-Coordinate,STARLINK-30871 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-6254 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-5837 - X-Coordinate,STARLINK-5224 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-5923 - X-Coordinate,STARLINK-6292 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-2545 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-3088 - X-Coordinate,STARLINK-11108 [DTC] - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-3227 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6298 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-2733 - Y-Coordinate,STARLINK-2712 - Y-Coordinate,STARLINK-2381 - Y-Coordinate,STARLINK-1997 - Y-Coordinate,STARLINK-2377 - Y-Coordinate,STARLINK-31500 - Y-Coordinate,STARLINK-5192 - Y-Coordinate,STARLINK-4205 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-3124 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-5221 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,STARLINK-31785 - Y-Coordinate,STARLINK-5299 - Y-Coordinate,STARLINK-4298 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-31452 - Y-Coordinate,STARLINK-4418 - Y-Coordinate,STARLINK-4191 - Y-Coordinate,STARLINK-1762 - Y-Coordinate,STARLINK-4709 - Y-Coordinate,STARLINK-31347 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-31495 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-30183 - Y-Coordinate,STARLINK-30423 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-5783 - Y-Coordinate,STARLINK-30131 - Y-Coordinate,STARLINK-31115 - Y-Coordinate,STARLINK-5283 - Y-Coordinate,STARLINK-31461 - Y-Coordinate,STARLINK-31141 - Y-Coordinate,STARLINK-5936 - Y-Coordinate,STARLINK-31300 - Y-Coordinate,STARLINK-3155 - Y-Coordinate,STARLINK-6239 - Y-Coordinate,STARLINK-5130 - Y-Coordinate,STARLINK-3198 - Y-Coordinate,STARLINK-31219 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-5227 - Y-Coordinate,STARLINK-1637 - Y-Coordinate,STARLINK-31288 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-31621 - Y-Coordinate,STARLINK-4421 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-30934 - Y-Coordinate,STARLINK-4770 - Y-Coordinate,STARLINK-30406 - Y-Coordinate,STARLINK-5900 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-2178 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-1325 - Y-Coordinate,STARLINK-32243 - Y-Coordinate,STARLINK-4317 - Y-Coordinate,STARLINK-4783 - Y-Coordinate,STARLINK-5383 - Y-Coordinate,STARLINK-1366 - Y-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-2463 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-30374 - Y-Coordinate,STARLINK-31043 - Y-Coordinate,STARLINK-31590 - Y-Coordinate,STARLINK-2378 - Y-Coordinate,STARLINK-31637 - Y-Coordinate,STARLINK-30473 - Y-Coordinate,STARLINK-2036 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-31588 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-4577 - Y-Coordinate,STARLINK-30871 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-6254 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-5837 - Y-Coordinate,STARLINK-5224 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-5923 - Y-Coordinate,STARLINK-6292 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-2545 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-3088 - Y-Coordinate,STARLINK-11108 [DTC] - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-3227 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6298 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-2733 - Z-Coordinate,STARLINK-2712 - Z-Coordinate,STARLINK-2381 - Z-Coordinate,STARLINK-1997 - Z-Coordinate,STARLINK-2377 - Z-Coordinate,STARLINK-31500 - Z-Coordinate,STARLINK-5192 - Z-Coordinate,STARLINK-4205 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-3124 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-5221 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,STARLINK-31785 - Z-Coordinate,STARLINK-5299 - Z-Coordinate,STARLINK-4298 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-31452 - Z-Coordinate,STARLINK-4418 - Z-Coordinate,STARLINK-4191 - Z-Coordinate,STARLINK-1762 - Z-Coordinate,STARLINK-4709 - Z-Coordinate,STARLINK-31347 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-31495 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-30183 - Z-Coordinate,STARLINK-30423 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-5783 - Z-Coordinate,STARLINK-30131 - Z-Coordinate,STARLINK-31115 - Z-Coordinate,STARLINK-5283 - Z-Coordinate,STARLINK-31461 - Z-Coordinate,STARLINK-31141 - Z-Coordinate,STARLINK-5936 - Z-Coordinate,STARLINK-31300 - Z-Coordinate,STARLINK-3155 - Z-Coordinate,STARLINK-6239 - Z-Coordinate,STARLINK-5130 - Z-Coordinate,STARLINK-3198 - Z-Coordinate,STARLINK-31219 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-5227 - Z-Coordinate,STARLINK-1637 - Z-Coordinate,STARLINK-31288 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-31621 - Z-Coordinate,STARLINK-4421 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-30934 - Z-Coordinate,STARLINK-4770 - Z-Coordinate,STARLINK-30406 - Z-Coordinate,STARLINK-5900 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-2178 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-1325 - Z-Coordinate,STARLINK-32243 - Z-Coordinate,STARLINK-4317 - Z-Coordinate,STARLINK-4783 - Z-Coordinate,STARLINK-5383 - Z-Coordinate,STARLINK-1366 - Z-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-2463 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-30374 - Z-Coordinate,STARLINK-31043 - Z-Coordinate,STARLINK-31590 - Z-Coordinate,STARLINK-2378 - Z-Coordinate,STARLINK-31637 - Z-Coordinate,STARLINK-30473 - Z-Coordinate,STARLINK-2036 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-31588 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-4577 - Z-Coordinate,STARLINK-30871 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-6254 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-5837 - Z-Coordinate,STARLINK-5224 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-5923 - Z-Coordinate,STARLINK-6292 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-2545 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-3088 - Z-Coordinate,STARLINK-11108 [DTC] - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-3227 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5936.9102,-2617.8804,3017.4021,4045.9400,-999.5857,-1649.6742,-2569.6971,-5294.4636,3968.1759,-4307.5169,3400.5209,-2995.3503,-6475.5799,6474.3971,4603.2993,1716.3331,-1110.7281,-892.5721,4224.9501,-1923.9895,-5943.5043,823.4968,3446.7390,5605.7851,4910.6950,0.0000,310.4112,4213.4486,-3814.3683,-6508.9064,-4089.4885,-5281.6562,-6546.4945,5717.0034,5488.0029,-2556.6460,-1635.0411,5082.3346,-5037.1053,535.0040,-802.3872,-5562.9791,5116.7399,6685.4873,-5518.5167,-4953.0571,-6536.9647,-2813.0099,603.1246,-5873.6409,-4191.2308,-4616.9676,-1056.8528,484.6922,4206.4040,-4003.5230,0.0000,2517.9071,4726.3952,5126.6784,2196.0049,299.7353,-6352.0292,5754.9139,5471.0574,3410.5831,-5609.3084,-1650.0765,3047.9324,6632.8162,5530.0053,6866.7288,5107.6792,-5825.7614,-207.1763,-2020.8796,2513.7695,411.8822,1860.9765,-5015.6960,-3626.2604,-3450.8168,1786.4603,2517.5477,5116.7245,4152.9103,1251.5791,-4209.7853,5931.7582,2166.4403,-4853.5088,3244.3162,-4504.1419,3157.0118,-5263.6339,-3376.4165,-628.3063,1507.0900,-2852.4631,-5944.4811,155043.6679,125704.8442,147674.8051,147366.0339,144101.3506,144299.9508,137942.9907,141419.6912,-11822482.8614,-11852270.5062,-11849888.4580,-11838120.8684,141683.0359,-11841308.0519,3379.5147,-3728.2582,-2865.7310,824.5913,5571.2864,3764.6770,5551.0507,378.2734,-3526.7212,-2830.7193,-3895.0593,-3070.0694,2344.0500,122.8328,4266.2154,-4536.3945,6316.3573,4068.3720,-1611.4990,5592.7002,2793.9069,550.9781,-5851.9683,-961.0614,859.0546,0.0000,6816.1712,-2696.5461,5267.4310,657.5416,5268.6661,-3371.6459,-622.3251,1297.7745,3192.6356,226.2494,-5708.5516,-787.8765,3476.4942,4532.6030,4107.0766,-4115.9753,-2503.1812,372.7143,-260.1813,-1682.8048,395.2501,-3499.3967,6769.8356,-2710.8957,4026.9985,-4393.0580,-2776.6574,5791.8543,-4080.1256,-4412.8193,0.0000,6491.9140,-1805.1816,1129.3871,3958.2785,6275.0152,647.1800,3508.5414,4051.9267,5885.2531,3096.3320,-73.2821,-2840.5082,1544.9031,3633.7619,-544.9686,4567.7808,1477.2490,4567.8013,3975.7337,5658.1739,4652.2678,6318.5695,54.9364,-1995.0543,-2745.6942,-4741.9288,-5923.3428,214.1287,1045.1141,5622.2314,-158.8747,3563.6048,1162.3270,3284.8209,4728.3815,-4633.4706,5510.2881,-1477.4113,5575.3545,-6098.9298,5895.5733,-5933.0168,-1495.0858,345069.8549,359236.8598,346240.1558,345989.9585,353976.5961,351881.8917,346927.4691,345927.8661,305742713.1225,305759605.1764,305768754.8795,305753521.5280,347411.6615,305746639.8065,-1179.4126,5180.8711,-5517.6280,-5486.1545,3931.3968,-5427.2348,3103.6900,4260.9229,4413.8138,-4600.1287,4602.0244,-5426.3924,-563.2609,2377.2703,2907.8157,-4755.6785,2704.5184,5505.0552,5223.4682,-3599.8600,-1851.4381,-6850.4864,1295.8012,3823.2504,4782.5480,0.0000,649.8287,-4635.0178,-1949.9419,2244.7789,-1687.3186,-2973.0706,-2212.7901,3669.7681,-2774.5371,-6445.4238,-3337.0345,-4466.7409,3234.4883,5084.6211,5490.5553,-457.1277,3922.5545,-1736.5919,-4022.7410,4566.5019,2183.7733,-5205.0166,797.5524,2315.8996,3711.6686,2490.8630,-6253.7232,3774.7499,3506.3943,-3456.7571,0.0000,84.0646,4534.6995,4448.0771,-4923.7996,-1976.3225,2404.9567,1667.1860,-1220.0395,1358.7425,-2287.9794,-6737.0337,-5485.3062,-13.0843,2008.2031,-719.6529,1007.2101,-3217.3251,4863.0619,5205.6855,-3098.7812,-5039.2380,2089.9960,4593.9521,5499.3386,5246.3108,4721.1987,-2418.2733,4684.8141,-5488.5153,3846.0320,5401.0964,-561.4964,6466.9525,3704.5436,3890.1098,-2566.2169,2576.9638,4066.7788,2486.7815,-3263.0649,-2908.0299,-2077.7715,3152.5236,-144171.0778,-145351.0667,-144389.8234,-141831.5044,-139572.9173,-149300.1332,-153119.6239,-146036.8430,-138640378.1173,-138665660.8615,-138625050.5872,-138624378.2564,-145064.6221,-138633480.7319,
3600.000,-6378.0331,5907.1220,-290.4559,-4791.5533,-2574.8303,-2353.6525,-1229.1351,3059.2006,308.1159,6698.6725,269.5356,5179.9495,4759.7968,-3826.8562,-5063.1297,3171.1073,-429.1128,-2884.6314,-1122.9829,-2007.5806,4256.8496,4251.6081,-657.6206,-2050.4433,-3119.7839,0.0000,-2002.2667,-1107.1000,1210.9362,6106.7669,2388.4508,6757.5016,6590.7411,-6791.1527,-6773.4418,4289.4291,4576.9802,-2858.5154,1393.2119,-4502.5557,-3463.9844,5707.6118,-5098.7783,-4406.9690,6050.1999,6702.8843,6236.7288,4932.5612,-2258.5314,6417.2594,3426.0604,6252.9560,-905.7412,-3764.6489,-3181.8153,4121.3738,0.0000,-2179.0052,-3228.4912,-6789.5698,-5935.3689,-2733.8332,3086.9117,-3618.6168,-5734.1380,-4632.4243,1646.6983,-3540.2777,315.6724,-5551.2991,-4618.0502,-5706.4281,-5417.9281,2389.8040,-3405.0803,-559.1970,-4496.4234,-4283.5943,-3237.5659,4782.9858,5539.6451,6465.0473,1984.3739,828.1976,-1338.5836,-1211.8058,-4251.4837,5023.7990,-3172.2927,-5445.0203,1243.8002,-2424.0619,4620.0061,-4727.7193,6787.7044,58.2358,848.7125,-3656.1639,4165.4853,3787.5180,61913.8238,31722.3645,55415.0529,54244.0877,52339.1037,52022.0390,47043.7739,49943.4044,-90586935.3843,-90617100.9773,-90622748.5506,-90610719.8204,50067.3250,-90606682.0821,-1126.7338,2871.7345,5894.1449,3409.8299,-3268.4434,-5614.5357,-3988.5424,-4517.6508,4237.8645,1434.9005,5687.3429,-686.0976,-3440.1571,2259.6830,-472.0680,3369.7994,-3339.5574,-5273.2765,4732.2589,-4669.7925,-4865.7362,-2227.6806,4930.6533,3599.5078,3148.4189,0.0000,-5397.1590,5934.7823,-6308.4069,-2904.9138,-5800.9529,1450.6515,-1611.9984,1273.9996,-1182.9281,-3889.5975,5016.6950,4909.7253,-4874.2469,-1881.0847,-4227.2409,1373.1492,4676.3379,1802.3257,-3090.7620,1828.0951,-1954.5710,-603.8671,-5335.6052,1093.4147,-5969.2789,2390.5227,6474.5001,-3480.0050,5963.7081,288.1609,0.0000,-4854.8243,5634.7133,988.2704,-2974.0208,-4866.2852,-2947.7104,-4768.3345,-2320.4942,-3024.6847,-3929.1721,1789.0134,5598.3862,1449.8513,-471.8188,2671.2156,-1561.3014,-4392.2757,-5707.9800,-6509.2026,-2326.9505,-2074.3324,-3260.2240,-4249.2921,-1741.7794,634.3765,5736.9074,4294.3378,1968.5569,2419.1672,-2897.0047,-3742.4026,-4237.5598,1448.8138,-4958.3468,-714.0552,4597.3846,-1774.0416,-581.0824,-5253.2741,6676.0166,-1728.1924,4970.5167,-1808.3080,374444.0408,380327.8525,369799.3783,370484.3730,379130.7183,376383.5063,372291.8151,373509.1179,292263744.8535,292275426.3687,292286472.3630,292274561.6859,372287.6118,292267002.0040,-2476.3915,-2135.7349,3580.9430,3527.6086,-5505.6996,3030.4886,-5454.1128,-4085.6354,-5452.8489,868.4603,-3951.8241,4519.0464,-3646.2588,-5283.8949,-4699.2775,4958.5703,-6097.9313,-3412.5805,-4920.4023,4687.6771,-2189.9547,4966.1903,-4809.6600,-5471.1908,-5311.0086,0.0000,3708.0104,3155.4954,-2200.1058,1453.8972,-2825.6789,-573.0741,-1452.4973,-394.4957,-845.9853,3812.0710,-507.1427,3742.8579,-4724.6597,-4800.3089,-4233.5154,3681.8433,108.3298,5005.4229,700.3593,38.3122,2219.9226,4734.6958,3633.0962,2195.4415,478.6736,1417.6991,2246.5008,-4674.7781,1001.0562,5498.5623,0.0000,4483.0304,-2024.8870,-586.6988,776.7508,-3496.8621,-5332.6982,3513.9620,-3099.0178,-4192.5333,5291.0952,5671.2392,3985.2315,3657.1389,-5133.1511,-2880.5883,-4029.5898,4618.8552,-695.7195,-2102.9524,4709.4787,4940.4537,-5170.2579,-2333.9604,-3713.2925,-2210.8184,-3351.3264,5291.8055,-6527.6115,6402.9297,-4647.8644,-2793.6589,-4495.9477,-4029.6070,-4695.1372,-6458.8348,-2423.2812,-4643.5438,278.1269,-4600.8619,-1718.1451,5385.0363,-2369.0751,-5476.7397,-143677.8214,-144674.4856,-142445.7329,-143241.6161,-137876.4349,-145131.6702,-153234.0378,-142839.0754,-138637096.7439,-138664814.5119,-138628038.0203,-138628239.6098,-144160.2528,-138632993.1518,
7200.000,4740.7723,-6377.2186,-1541.9225,4146.1336,5882.8082,4290.8776,5209.2584,-348.5333,-4103.4867,-6000.0954,-3208.0749,-6081.5469,-741.5405,283.7589,4751.1841,-6400.8506,3480.3555,4762.5556,-1278.0556,5471.3398,-193.4424,-6893.5366,-3278.0641,-1529.2389,1456.7135,0.0000,3876.1924,-1717.3813,2551.7165,-3218.6652,1105.3451,-5710.6972,-4156.6842,5228.9395,5506.8274,-4908.6486,-5279.3929,222.5250,2472.6810,6753.1283,5842.5834,-4492.2791,2797.3407,929.7482,-3768.7148,-5066.5159,-3057.7446,-5825.7929,3926.5867,-4116.8407,-937.5499,-5197.6388,3040.7585,6315.2258,168.1720,-4011.3432,0.0000,2306.6114,599.8877,5261.9055,5278.7823,4119.9997,1096.2136,-38.2603,4090.5510,5178.9788,3194.0199,6819.4324,-2493.0108,2152.6367,3025.6954,2397.9361,4584.2086,1467.7860,4380.7699,2250.0908,5857.9789,6709.3490,4696.0062,-2689.5580,-5670.0082,-6334.2790,-4528.0024,-4741.5328,-1762.6071,-474.3460,6419.6746,-4014.4806,-571.0910,6548.6381,2354.7980,2590.5293,-3067.0255,5371.1478,-4573.7897,3662.4255,-1218.2781,5192.2172,-4211.7806,-1198.1810,-36352.3805,-64676.6296,-40689.1560,-44604.8980,-42974.0146,-44124.5589,-47615.1594,-44589.0064,-163178728.0082,-163207358.7670,-163220969.4315,-163206324.1331,-44980.5748,-163199011.3322,-2062.8202,-1328.6767,-6702.9046,-5398.6104,863.8001,5000.2223,1958.3294,6759.6587,-4661.8503,327.6719,-6078.6060,3191.9874,4072.3160,-4971.6523,-3551.6799,-1900.0839,-112.6653,4934.4772,-6623.6415,3116.2223,5055.5669,566.0499,-2991.5269,-5824.9365,-6281.3429,0.0000,1403.3539,-6556.8048,4309.7261,4402.7873,4099.2032,1140.3545,3592.4519,-3271.5643,-1468.3002,4777.5676,-1694.4296,-6803.2677,5561.2453,-370.5132,3681.1359,2431.1919,-4830.6467,-4515.8631,4759.5908,-1021.2233,3325.7939,3487.5899,1220.6047,1709.6656,5250.4437,1081.3739,-5376.2578,821.6201,-4864.9089,4009.0408,0.0000,665.1331,-6447.4043,-2482.7004,121.9951,-736.5400,5201.6982,1922.2180,-1108.1166,-1011.0681,4295.2976,-251.1677,-6414.0803,-4634.6234,-3634.5925,-4487.6137,-2459.2212,6163.0752,2868.1088,5989.5500,-1411.9888,-100.5953,-915.8604,6009.1337,3879.5005,1123.2596,-5248.8876,-1941.2873,-4957.0829,-5884.0589,-48.9916,5262.7377,881.1136,-2073.3572,5865.7039,-3871.1009,-1750.7038,-2523.8631,2435.5392,4225.1841,-3822.2623,-2851.2656,-1434.3687,5310.6525,378837.3553,377147.8127,369639.0313,371425.7941,380364.1566,374073.2157,374179.3452,372381.8863,258849119.6160,258856394.4051,258865283.2742,258852803.1344,373386.9516,258851328.0806,4608.0596,-2298.3985,612.2161,857.2929,3487.9169,1688.5142,4009.2714,771.0191,3021.9383,3394.6027,864.9197,-791.7724,5523.4990,4769.5752,3556.9663,-1241.1030,6021.9204,-862.4125,1518.4649,-2877.6206,4566.4345,-36.7159,5295.5907,3274.3582,2491.0459,0.0000,-5484.4740,705.7673,4571.4903,-4262.7484,5398.7440,3755.4619,4226.9928,-3144.6985,3927.7712,1080.9504,3941.9462,-152.0387,3299.2164,1017.0895,278.9058,-4694.2916,-4095.9580,-5157.4708,3121.9392,-4647.6376,-5226.8122,-1046.3160,-5477.0182,-5236.8656,-4383.3484,-4330.7869,3105.5476,2738.7186,-4803.2620,-3908.8651,0.0000,-6539.1405,-2086.5973,-3690.4482,4090.0110,5072.2743,4271.1396,-6679.2913,5456.3329,4496.8079,-4200.4127,-1227.0574,145.6106,-4506.4617,5040.3208,4688.9607,4566.2629,-2514.0719,-4156.8060,-2487.9782,-3409.7784,-1462.6710,4982.0245,-1743.7291,-539.8539,-2390.1717,-72.6288,-4585.5201,4528.5809,-3688.6129,2605.0681,-1797.6814,6849.3916,-893.4616,2854.2953,5129.1528,5979.3500,3425.0493,-4438.2974,4172.6933,5659.7895,-3224.1621,5266.8635,4226.0634,-143189.8785,-143982.3565,-140949.6392,-144795.4543,-136627.0715,-140966.3808,-152674.5415,-144662.2882,-138633504.8149,-138663493.1495,-138631143.1251,-138634459.6043,-143244.3932,-138632460.7735,
