sl_100_5400_20270524 Coordinates.csv
2027/05/24 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:40 2024,
Start: 2027/05/24 07:47:00.00, Stop: 2027/05/24 09:17:00.00,
TIME_UNITS,STARLINK-4151 - X-Coordinate,STARLINK-32262 - X-Coordinate,STARLINK-6350 - X-Coordinate,STARLINK-1011 - X-Coordinate,STARLINK-2296 - X-Coordinate,STARLINK-30494 - X-Coordinate,STARLINK-1456 - X-Coordinate,STARLINK-31537 - X-Coordinate,STARLINK-1780 - X-Coordinate,STARLINK-5539 - X-Coordinate,STARLINK-4440 - X-Coordinate,STARLINK-30496 - X-Coordinate,STARLINK-2533 - X-Coordinate,STARLINK-1347 - X-Coordinate,STARLINK-11254 [DTC] - X-Coordinate,STARLINK-4200 - X-Coordinate,STARLINK-30754 - X-Coordinate,STARLINK-31100 - X-Coordinate,STARLINK-5672 - X-Coordinate,STARLINK-30305 - X-Coordinate,STARLINK-3840 - X-Coordinate,STARLINK-2309 - X-Coordinate,STARLINK-6226 - X-Coordinate,STARLINK-30871 - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-31113 - X-Coordinate,STARLINK-31257 - X-Coordinate,STARLINK-3072 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-32032 - X-Coordinate,STARLINK-31799 - X-Coordinate,STARLINK-3797 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-30784 - X-Coordinate,STARLINK-4644 - X-Coordinate,STARLINK-2039 - X-Coordinate,STARLINK-30810 - X-Coordinate,STARLINK-4005 - X-Coordinate,STARLINK-31007 - X-Coordinate,STARLINK-6070 - X-Coordinate,STARLINK-3415 - X-Coordinate,STARLINK-3459 - X-Coordinate,STARLINK-1193 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-4621 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-30989 - X-Coordinate,STARLINK-5320 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-5273 - X-Coordinate,STARLINK-5547 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-6254 - X-Coordinate,STARLINK-3335 - X-Coordinate,STARLINK-31592 - X-Coordinate,STARLINK-4261 - X-Coordinate,STARLINK-30361 - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-32002 - X-Coordinate,STARLINK-2000 - X-Coordinate,STARLINK-5616 - X-Coordinate,STARLINK-5549 - X-Coordinate,STARLINK-4470 - X-Coordinate,STARLINK-6198 - X-Coordinate,STARLINK-4578 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-1206 - X-Coordinate,STARLINK-11225 [DTC] - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-4623 - X-Coordinate,STARLINK-5534 - X-Coordinate,STARLINK-3536 - X-Coordinate,STARLINK-4774 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-3614 - X-Coordinate,STARLINK-30358 - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-32041 - X-Coordinate,STARLINK-5828 - X-Coordinate,STARLINK-5538 - X-Coordinate,STARLINK-31076 - X-Coordinate,STARLINK-31167 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-4031 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-1803 - X-Coordinate,STARLINK-6271 - X-Coordinate,STARLINK-3782 - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-2521 - X-Coordinate,STARLINK-30422 - X-Coordinate,STARLINK-5470 - X-Coordinate,STARLINK-3051 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-5910 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-5682 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-32262 - Y-Coordinate,STARLINK-6350 - Y-Coordinate,STARLINK-1011 - Y-Coordinate,STARLINK-2296 - Y-Coordinate,STARLINK-30494 - Y-Coordinate,STARLINK-1456 - Y-Coordinate,STARLINK-31537 - Y-Coordinate,STARLINK-1780 - Y-Coordinate,STARLINK-5539 - Y-Coordinate,STARLINK-4440 - Y-Coordinate,STARLINK-30496 - Y-Coordinate,STARLINK-2533 - Y-Coordinate,STARLINK-1347 - Y-Coordinate,STARLINK-11254 [DTC] - Y-Coordinate,STARLINK-4200 - Y-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-31100 - Y-Coordinate,STARLINK-5672 - Y-Coordinate,STARLINK-30305 - Y-Coordinate,STARLINK-3840 - Y-Coordinate,STARLINK-2309 - Y-Coordinate,STARLINK-6226 - Y-Coordinate,STARLINK-30871 - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-31113 - Y-Coordinate,STARLINK-31257 - Y-Coordinate,STARLINK-3072 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-32032 - Y-Coordinate,STARLINK-31799 - Y-Coordinate,STARLINK-3797 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-30784 - Y-Coordinate,STARLINK-4644 - Y-Coordinate,STARLINK-2039 - Y-Coordinate,STARLINK-30810 - Y-Coordinate,STARLINK-4005 - Y-Coordinate,STARLINK-31007 - Y-Coordinate,STARLINK-6070 - Y-Coordinate,STARLINK-3415 - Y-Coordinate,STARLINK-3459 - Y-Coordinate,STARLINK-1193 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-4621 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-30989 - Y-Coordinate,STARLINK-5320 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-5273 - Y-Coordinate,STARLINK-5547 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-6254 - Y-Coordinate,STARLINK-3335 - Y-Coordinate,STARLINK-31592 - Y-Coordinate,STARLINK-4261 - Y-Coordinate,STARLINK-30361 - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-32002 - Y-Coordinate,STARLINK-2000 - Y-Coordinate,STARLINK-5616 - Y-Coordinate,STARLINK-5549 - Y-Coordinate,STARLINK-4470 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,STARLINK-4578 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-1206 - Y-Coordinate,STARLINK-11225 [DTC] - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-4623 - Y-Coordinate,STARLINK-5534 - Y-Coordinate,STARLINK-3536 - Y-Coordinate,STARLINK-4774 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-3614 - Y-Coordinate,STARLINK-30358 - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-32041 - Y-Coordinate,STARLINK-5828 - Y-Coordinate,STARLINK-5538 - Y-Coordinate,STARLINK-31076 - Y-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-4031 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-1803 - Y-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-3782 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-2521 - Y-Coordinate,STARLINK-30422 - Y-Coordinate,STARLINK-5470 - Y-Coordinate,STARLINK-3051 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-5910 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-5682 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-32262 - Z-Coordinate,STARLINK-6350 - Z-Coordinate,STARLINK-1011 - Z-Coordinate,STARLINK-2296 - Z-Coordinate,STARLINK-30494 - Z-Coordinate,STARLINK-1456 - Z-Coordinate,STARLINK-31537 - Z-Coordinate,STARLINK-1780 - Z-Coordinate,STARLINK-5539 - Z-Coordinate,STARLINK-4440 - Z-Coordinate,STARLINK-30496 - Z-Coordinate,STARLINK-2533 - Z-Coordinate,STARLINK-1347 - Z-Coordinate,STARLINK-11254 [DTC] - Z-Coordinate,STARLINK-4200 - Z-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-31100 - Z-Coordinate,STARLINK-5672 - Z-Coordinate,STARLINK-30305 - Z-Coordinate,STARLINK-3840 - Z-Coordinate,STARLINK-2309 - Z-Coordinate,STARLINK-6226 - Z-Coordinate,STARLINK-30871 - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-31113 - Z-Coordinate,STARLINK-31257 - Z-Coordinate,STARLINK-3072 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-32032 - Z-Coordinate,STARLINK-31799 - Z-Coordinate,STARLINK-3797 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-30784 - Z-Coordinate,STARLINK-4644 - Z-Coordinate,STARLINK-2039 - Z-Coordinate,STARLINK-30810 - Z-Coordinate,STARLINK-4005 - Z-Coordinate,STARLINK-31007 - Z-Coordinate,STARLINK-6070 - Z-Coordinate,STARLINK-3415 - Z-Coordinate,STARLINK-3459 - Z-Coordinate,STARLINK-1193 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-4621 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-30989 - Z-Coordinate,STARLINK-5320 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-5273 - Z-Coordinate,STARLINK-5547 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-6254 - Z-Coordinate,STARLINK-3335 - Z-Coordinate,STARLINK-31592 - Z-Coordinate,STARLINK-4261 - Z-Coordinate,STARLINK-30361 - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-32002 - Z-Coordinate,STARLINK-2000 - Z-Coordinate,STARLINK-5616 - Z-Coordinate,STARLINK-5549 - Z-Coordinate,STARLINK-4470 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,STARLINK-4578 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-1206 - Z-Coordinate,STARLINK-11225 [DTC] - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-4623 - Z-Coordinate,STARLINK-5534 - Z-Coordinate,STARLINK-3536 - Z-Coordinate,STARLINK-4774 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-3614 - Z-Coordinate,STARLINK-30358 - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-32041 - Z-Coordinate,STARLINK-5828 - Z-Coordinate,STARLINK-5538 - Z-Coordinate,STARLINK-31076 - Z-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-4031 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-1803 - Z-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-3782 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-2521 - Z-Coordinate,STARLINK-30422 - Z-Coordinate,STARLINK-5470 - Z-Coordinate,STARLINK-3051 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-5910 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-5682 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-331.6483,0.0000,-4010.8786,-6801.2632,-1208.2667,3358.9239,-4685.9617,-6737.0714,-2738.4623,5481.4512,-3279.5876,1718.9106,4137.4513,3586.8529,3814.0951,-2778.3912,-716.1949,-355.5064,4740.1144,-5097.6216,0.0000,-1329.6727,-5343.0498,-5819.6652,-5633.3321,2924.7587,5860.5165,4918.3500,-1668.9883,3087.9263,-5069.3252,2555.3923,-3745.6571,2688.3409,120.0288,-768.8022,-3463.1853,4017.9935,4527.6556,4757.2037,-2355.0190,424.0049,4256.6112,4379.0444,-6114.5873,2124.4897,1508.2027,-1708.4020,-3222.7167,1120.9389,6657.4663,-954.3644,2337.3200,-1496.5383,-5177.7924,6620.6541,-4622.0846,-547.6039,3898.9543,-1152.8092,6210.8711,-4315.4708,-3012.9934,427.8208,4969.6107,-3181.3463,5373.7531,-3533.3927,6212.0227,2095.1869,1146.1416,-3159.9545,-2250.3237,5162.4501,-2989.9614,-4362.1367,5958.0801,1345.2237,422.8286,-5954.7596,1288.2437,5277.0919,-1401.8625,1095.0209,-6202.5838,6861.1917,635.0911,5228.2325,-4342.5784,-5784.0793,149.9424,-6505.3690,6140.1899,2206.4016,-5635.6440,-4360.8261,4572.6911,4346.0300,6235.0037,639.2600,-125941.8995,-109373.0044,-130327.1670,-129677.6588,-127429.9855,-127652.7452,-120362.3402,-125124.0120,172136967.8369,172175759.5794,172150365.7762,172155334.3527,-124246.9441,172150389.7953,6743.8471,0.0000,-4958.3033,1114.7100,-3906.3501,3941.8185,-2659.9083,978.1134,-3169.4839,-3112.8093,4680.9458,6423.6999,1140.1332,-5761.7531,-4134.6803,-3788.0629,6765.6736,-6442.8134,1768.4025,-2655.5148,0.0000,6630.3490,-4105.7926,-12.4378,-3760.9651,6192.7055,-1337.5203,-4849.2901,6627.9799,3723.6922,-496.4899,3343.1490,-5770.7198,-5699.7352,4612.3155,-4492.1949,5715.1429,3961.1385,5167.6811,-4807.0574,526.9627,-6866.0525,2185.8733,1560.7994,-880.8751,-2177.8901,-4524.4523,-5362.0785,-2455.4647,-6469.3559,1423.3053,6233.1063,4343.7407,1996.0270,-1973.3346,221.1002,-4950.6187,4345.3580,5078.1474,-4878.5840,-66.3152,3216.3120,5558.7659,1330.1007,-4239.3329,-6109.8790,-4104.2907,-2034.1609,-2855.5363,-4230.4935,4151.3520,1715.6162,-2638.4015,3057.7592,-4700.3626,-4974.4551,2347.7199,4874.3647,5185.1104,-1200.8985,5107.0403,2770.6719,5034.6270,6576.6286,-2075.5720,-227.9600,6649.3323,-3433.9111,-1277.6351,-2299.6353,6827.7074,667.1760,-2524.5036,-4662.5555,993.3653,3005.1488,-5164.1392,-3846.3256,2363.2106,6571.0603,-347681.8971,-358115.8660,-344315.2039,-342971.2336,-351315.8783,-348992.5037,-345178.9687,-346505.5413,70135245.5010,70123879.0973,70127380.9336,70136730.3679,-345172.6291,70144568.9698,-1521.1867,0.0000,2719.8435,410.9927,-5408.4433,4465.9724,4218.8112,-232.4366,-5504.5870,-2953.0082,-3642.1285,-2062.8775,-5406.2917,1222.2792,3653.1208,5046.3630,-1332.6178,2522.5709,4713.2698,3819.6816,0.0000,1347.6619,-1620.0854,3759.4627,-1477.2555,-405.3879,-3300.7879,-827.8884,-1065.2166,4840.8669,-4532.7741,5472.4587,686.8529,2610.4448,5050.7182,-5206.0659,1798.0291,-4032.0788,710.7388,-979.1152,6506.5454,628.7584,4945.2539,5076.2614,3118.9394,6219.6711,-5043.6521,4055.0450,-5649.0333,1283.3107,-1118.1907,2858.9592,-4818.0363,-6461.6329,4154.7477,-2014.2267,-764.0035,-5350.5209,-2643.2390,4754.1710,2832.5995,4387.5048,2871.2547,6783.8314,2189.3602,931.7052,1456.4524,5364.1905,1039.5144,-4688.7597,5390.2087,5934.3615,-6019.1461,-3439.8238,4096.7139,1987.8113,2556.6890,4698.9122,-4541.9195,2983.8685,-4515.9980,-3562.3559,4521.9541,-1647.8728,2024.9492,157.0202,1616.2127,-2716.4501,-5222.5612,3049.0236,-1006.4868,-2293.1172,-1419.0717,-4631.0978,3869.2995,4456.2958,-403.1554,3786.3402,-1564.3291,2081.2923,-169739.4607,-168821.7731,-168812.1443,-165132.5251,-163657.5957,-173751.9471,-176779.7337,-168208.1142,37672250.7790,37703376.4549,37699408.6375,37683558.6019,-168969.5894,37684510.6540,
300.000,942.7058,0.0000,-5425.2380,-6158.4823,-3257.1961,5014.3091,-6019.8084,-6125.0496,-4102.9591,5626.3106,-4183.0068,3254.0473,4936.9124,2192.3193,3107.3314,-4611.0416,869.9974,-1661.9952,5246.1849,-5191.9984,0.0000,21.2077,-6291.6632,-4956.2758,-6469.8618,4172.9969,4604.6372,4410.5391,-332.5193,3810.1965,-5338.1445,4318.3844,-4902.3861,1637.5247,2020.2906,-2541.8408,-2465.9156,4765.8000,5327.4233,3460.0308,-1444.2400,-783.9249,4177.6892,5522.9626,-6639.6524,3896.9294,1.8566,-3278.2555,-4963.9424,-240.4457,6857.5865,832.1005,3411.0349,-3301.7992,-6132.8554,5832.1763,-5607.4688,1565.3260,4702.2424,-2622.9866,6584.6386,-3874.6435,-1813.9792,-1506.8689,5534.0278,-3450.8312,4663.8928,-4245.6025,5147.3791,-44.1161,3202.4018,-1076.3232,-2371.3968,6318.3364,-4180.5555,-4770.1318,5555.9240,3320.2364,2014.8771,-5192.9135,3124.1384,5758.8423,534.7628,2621.7368,-6780.4155,6429.0142,1871.5365,3649.7568,-5342.2773,-5608.6207,1355.1171,-6496.0403,5688.6368,99.2348,-5963.5481,-4716.9250,3377.2835,2475.9441,6731.3350,2146.3038,-118084.7966,-101816.0511,-123006.7302,-122305.3631,-120127.8082,-120330.5507,-113135.1595,-117579.6823,170567342.0854,170606806.1814,170581343.7937,170586112.3237,-116946.8383,170580821.7944,6085.7147,0.0000,-4110.6616,2232.5716,-3220.6254,2714.4676,-1594.8339,2413.0682,-1480.7893,-3990.6296,5098.5066,6126.3098,-780.6763,-5856.4069,-5560.5131,-3151.1444,6316.6082,-6681.3818,-318.8267,-606.9374,0.0000,6200.6273,-2901.0314,1828.2002,-2486.0670,5321.7945,-2857.6213,-5218.3020,6334.7775,1735.7783,1577.9881,2182.2990,-4801.1719,-6564.7873,5109.6686,-3276.5084,6468.4889,2026.1473,4258.5889,-5241.6587,2531.4408,-6762.0966,65.8850,-30.3709,752.5465,-2874.0444,-3303.0491,-3998.1978,-2282.7124,-5986.5074,227.7449,5644.7406,2546.5886,2869.9913,-285.6482,-1078.3243,-3789.2531,3854.2811,3420.0667,-3407.2898,-1409.1926,4884.2222,4870.2479,114.8384,-4109.2788,-5256.2751,-5099.2258,52.9919,-3713.1074,-4064.2223,3900.5619,2212.8917,-488.5636,2114.1454,-2980.0266,-3508.8128,764.7617,4013.9313,3917.3644,380.5221,4002.2853,3582.0517,5715.5375,6344.5049,-936.9008,-1418.3353,6612.3074,-4024.0168,454.3102,-396.6508,6201.9419,2260.1709,-3679.6719,-5106.3311,2554.2836,4296.7223,-5626.0725,-4654.4199,1229.4946,5669.4115,-350268.1663,-360424.7887,-346774.8455,-345534.5198,-353916.0712,-351605.7619,-347756.8435,-348899.9801,73882086.1844,73871043.0066,73873883.3631,73884063.4686,-347744.2442,73891357.5402,-3162.3609,0.0000,1327.4614,2173.3880,-4998.6880,3777.4582,2842.6127,-1754.6331,-5368.4583,-926.9868,-1553.8284,-583.1121,-4760.4415,2901.5469,2109.0466,4045.7376,-2724.4121,794.4766,4493.3492,4504.0782,0.0000,3010.3383,-100.6240,4480.7134,50.3160,1143.4144,-4203.3675,1295.7853,-2762.8462,5412.0671,-3937.5949,4925.2652,-860.7146,885.0912,4077.6664,-5539.0320,10.8317,-4613.0097,-1106.0357,-2695.9828,6297.9120,-1186.7578,5466.3638,4110.8523,1806.6505,4952.9682,-6105.9949,4622.2002,-4298.5220,2971.0366,699.7471,3918.7694,-5425.0905,-5368.7749,3207.5718,-3575.1158,794.6084,-5523.2423,-3765.5580,5405.7809,1134.5466,3062.5663,4601.5366,6760.4616,-32.4364,2957.8084,-350.7857,5232.1896,2739.7151,-5268.1637,4706.3323,6486.0807,-6511.6259,-1850.0512,4630.8835,3553.0867,4007.5327,4529.5007,-5319.1840,4320.2369,-4728.7892,-1478.9186,3849.8994,-123.4576,241.1270,1944.2580,-190.2344,-4123.7649,-4360.6683,4050.1140,-2715.8761,-836.7604,402.1330,-4687.5067,2380.0252,2687.5548,-2169.6794,4495.1295,246.5979,3338.4243,-169666.9245,-168787.9505,-168659.0370,-165238.8534,-163508.0303,-173475.5990,-176851.9981,-167746.9970,37671161.9520,37702113.8167,37698104.5612,37681949.5816,-168917.9846,37683397.9635,
600.000,2158.3386,0.0000,-6308.6549,-4896.7315,-4973.4214,6174.4185,-6738.8618,-4884.6603,-5105.9824,5209.0032,-4615.0342,4472.9914,5287.5922,552.6120,2085.3325,-5980.2843,2396.6569,-2795.5015,5281.7218,-4819.0149,0.0000,1401.9630,-6628.7083,-3643.1133,-6678.7107,5012.8044,2905.1750,3442.7905,1065.8847,4203.3825,-5098.3910,5672.2927,-5586.5789,426.9886,3686.4158,-4103.2960,-1224.0514,5097.4829,5604.0891,1786.8597,-463.8967,-1927.0015,3739.2424,6137.2237,-6524.9500,5277.3709,-1564.3258,-4568.3302,-6194.0742,-1608.7147,6369.8423,2567.0601,4201.3118,-4786.0160,-6508.6385,4477.6510,-6024.2394,3539.6601,5085.0515,-3883.2723,6280.9430,-3086.7833,-383.1218,-3226.7042,5483.7967,-3405.5504,3487.4694,-4558.8567,3561.0991,-2194.0245,4932.6255,1102.2375,-2338.3669,6842.5369,-5005.4194,-4737.8437,4625.5453,4983.8457,3454.2185,-3907.8141,4685.4604,5603.0411,2395.8724,3885.3461,-6662.1366,5342.2200,2920.1495,1682.3175,-5843.7760,-4921.6039,2455.4462,-5859.2388,4634.5812,-2008.8652,-5713.6351,-4616.0736,1827.7523,369.1126,6536.9004,3475.5177,-110154.9411,-94211.1020,-115629.3017,-114875.4715,-112770.6272,-112950.3905,-105855.0344,-109941.8508,168916175.4254,168956308.2215,168930795.6108,168935302.8035,-109593.4894,168929715.4594,4832.7078,0.0000,-2876.4850,3151.5577,-2252.5808,1248.7147,-398.6947,3618.2831,314.0441,-4454.8308,4906.2909,5245.3995,-2592.3936,-5384.5693,-6372.4484,-2244.5317,5264.6446,-6261.9626,-2360.1088,1513.0402,0.0000,5160.3941,-1415.2908,3522.0361,-969.4035,3912.0800,-4129.2361,-5069.7152,5424.1888,-418.9475,3475.7594,855.4257,-3357.3688,-6747.1892,5121.0912,-1784.6743,6579.6602,-99.9370,2915.4613,-5160.0302,4310.2286,-5983.2388,-2072.5683,-1579.7673,2296.5978,-3195.6928,-1800.6489,-2273.2425,-1934.7401,-4855.1996,-998.6974,4531.3698,516.0564,3366.8823,1403.3282,-2309.7950,-2234.1773,3041.1280,1423.9044,-1630.7668,-2593.7224,6063.0342,3724.5945,-1192.5545,-3523.1946,-3852.8977,-5589.8220,2111.5870,-4230.6930,-3505.2262,3313.1921,2569.8216,1710.7226,980.7635,-985.1348,-1674.4020,-929.9455,2801.8395,2296.0801,1963.3305,2548.3887,4021.0043,5867.2929,5478.6600,295.0874,-2486.6252,5903.9393,-4243.4004,2104.6989,1567.3765,4959.4713,3626.4290,-4450.7698,-5100.6375,3839.3355,5124.2224,-5544.3702,-5054.7881,-33.3457,4224.4340,-352629.0999,-362573.5782,-349080.5467,-347942.1601,-356360.7437,-354060.1787,-350183.5634,-351036.6581,77593825.4018,77583126.7489,77585308.5992,77596345.4515,-350161.5085,77603047.4729,-4463.8139,0.0000,-206.9710,3699.9827,-4019.0460,2668.5890,1150.5891,-3078.9668,-4655.6482,1197.1351,712.5258,958.3398,-3599.5698,4265.0807,316.1093,2605.8721,-3824.8068,-1018.8181,3789.6971,4700.5427,0.0000,4345.3457,1429.6143,4722.1021,1572.4751,2565.7572,-4642.1056,3281.9456,-4163.1081,5382.9643,-2900.1568,3845.7508,-2315.4290,-939.6660,2651.4658,-5277.6906,-1777.5624,-4701.7164,-2803.1914,-4111.8936,5420.2458,-2873.9604,5391.0198,2696.9870,300.0154,3156.0961,-6520.1740,4696.1547,-2492.4827,4304.9458,2441.5402,4557.6989,-5444.0618,-3701.3103,1916.4048,-4752.4766,2263.5999,-5102.1365,-4484.3317,5474.3176,-690.6390,1411.8327,5842.1568,6015.7536,-2250.7558,4669.6107,-2120.2639,4492.6383,4144.2142,-5212.6413,3512.8600,6348.2939,-6314.8336,-60.6852,4666.4212,4733.9767,5022.6402,3870.0289,-5522.3885,5160.3521,-4437.7243,762.2394,2762.5728,1414.5444,-1569.5038,3517.1083,-1975.8199,-5068.5407,-3028.4942,4617.6887,-4131.1463,709.3597,2177.4303,-4243.1589,633.5142,630.0562,-3701.8152,4722.7637,2030.0856,4236.5946,-169580.2482,-168754.0428,-168506.3301,-165350.1060,-163361.8730,-173192.9438,-176919.0361,-167379.4305,37670078.4875,37700849.6854,37696795.5610,37680347.7531,-168866.2872,37682285.1028,
