sl_100_5400_20270219 Coordinates.csv
2027/02/19 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:26 2024,
Start: 2027/02/19 07:47:00.00, Stop: 2027/02/19 09:17:00.00,
TIME_UNITS,STARLINK-3967 - X-Coordinate,STARLINK-30573 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-31258 - X-Coordinate,STARLINK-4112 - X-Coordinate,STARLINK-30269 - X-Coordinate,STARLINK-4581 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-6050 - X-Coordinate,STARLINK-30429 - X-Coordinate,STARLINK-30822 - X-Coordinate,STARLINK-5396 - X-Coordinate,STARLINK-4396 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-4099 - X-Coordinate,STARLINK-30107 - X-Coordinate,STARLINK-30250 - X-Coordinate,STARLINK-30131 - X-Coordinate,STARLINK-30454 - X-Coordinate,STARLINK-5976 - X-Coordinate,STARLINK-4023 - X-Coordinate,STARLINK-1864 - X-Coordinate,STARLINK-11191 [DTC] - X-Coordinate,STARLINK-31284 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-5000 - X-Coordinate,STARLINK-5494 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-2330 - X-Coordinate,STARLINK-31825 - X-Coordinate,STARLINK-31076 - X-Coordinate,STARLINK-3835 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-3321 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-31552 - X-Coordinate,STARLINK-2567 - X-Coordinate,STARLINK-4037 - X-Coordinate,STARLINK-3707 - X-Coordinate,STARLINK-3832 - X-Coordinate,STARLINK-30904 - X-Coordinate,STARLINK-32266 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-31138 - X-Coordinate,STARLINK-32254 - X-Coordinate,STARLINK-4352 - X-Coordinate,STARLINK-3262 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-2253 - X-Coordinate,STARLINK-2578 - X-Coordinate,STARLINK-31572 - X-Coordinate,STARLINK-6254 - X-Coordinate,STARLINK-1587 - X-Coordinate,STARLINK-31387 - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-4178 - X-Coordinate,STARLINK-6377 - X-Coordinate,STARLINK-3890 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-3274 - X-Coordinate,STARLINK-30304 - X-Coordinate,STARLINK-3560 - X-Coordinate,STARLINK-2250 - X-Coordinate,STARLINK-31022 - X-Coordinate,STARLINK-5428 - X-Coordinate,STARLINK-4168 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-4111 - X-Coordinate,STARLINK-31949 - X-Coordinate,STARLINK-6156 - X-Coordinate,STARLINK-2570 - X-Coordinate,STARLINK-1669 - X-Coordinate,STARLINK-31957 - X-Coordinate,STARLINK-32158 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-30075 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-6094 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-1906 - X-Coordinate,STARLINK-2483 - X-Coordinate,STARLINK-30909 - X-Coordinate,STARLINK-31864 - X-Coordinate,STARLINK-6230 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-30174 - X-Coordinate,STARLINK-2290 - X-Coordinate,STARLINK-1505 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-3096 - X-Coordinate,STARLINK-2755 - X-Coordinate,STARLINK-2398 - X-Coordinate,STARLINK-30424 - X-Coordinate,STARLINK-31175 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3967 - Y-Coordinate,STARLINK-30573 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-31258 - Y-Coordinate,STARLINK-4112 - Y-Coordinate,STARLINK-30269 - Y-Coordinate,STARLINK-4581 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-6050 - Y-Coordinate,STARLINK-30429 - Y-Coordinate,STARLINK-30822 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,STARLINK-4396 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-4099 - Y-Coordinate,STARLINK-30107 - Y-Coordinate,STARLINK-30250 - Y-Coordinate,STARLINK-30131 - Y-Coordinate,STARLINK-30454 - Y-Coordinate,STARLINK-5976 - Y-Coordinate,STARLINK-4023 - Y-Coordinate,STARLINK-1864 - Y-Coordinate,STARLINK-11191 [DTC] - Y-Coordinate,STARLINK-31284 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-5000 - Y-Coordinate,STARLINK-5494 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-2330 - Y-Coordinate,STARLINK-31825 - Y-Coordinate,STARLINK-31076 - Y-Coordinate,STARLINK-3835 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-3321 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-31552 - Y-Coordinate,STARLINK-2567 - Y-Coordinate,STARLINK-4037 - Y-Coordinate,STARLINK-3707 - Y-Coordinate,STARLINK-3832 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,STARLINK-32266 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-31138 - Y-Coordinate,STARLINK-32254 - Y-Coordinate,STARLINK-4352 - Y-Coordinate,STARLINK-3262 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-2253 - Y-Coordinate,STARLINK-2578 - Y-Coordinate,STARLINK-31572 - Y-Coordinate,STARLINK-6254 - Y-Coordinate,STARLINK-1587 - Y-Coordinate,STARLINK-31387 - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-4178 - Y-Coordinate,STARLINK-6377 - Y-Coordinate,STARLINK-3890 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-3274 - Y-Coordinate,STARLINK-30304 - Y-Coordinate,STARLINK-3560 - Y-Coordinate,STARLINK-2250 - Y-Coordinate,STARLINK-31022 - Y-Coordinate,STARLINK-5428 - Y-Coordinate,STARLINK-4168 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-4111 - Y-Coordinate,STARLINK-31949 - Y-Coordinate,STARLINK-6156 - Y-Coordinate,STARLINK-2570 - Y-Coordinate,STARLINK-1669 - Y-Coordinate,STARLINK-31957 - Y-Coordinate,STARLINK-32158 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-6094 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-1906 - Y-Coordinate,STARLINK-2483 - Y-Coordinate,STARLINK-30909 - Y-Coordinate,STARLINK-31864 - Y-Coordinate,STARLINK-6230 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-2290 - Y-Coordinate,STARLINK-1505 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-3096 - Y-Coordinate,STARLINK-2755 - Y-Coordinate,STARLINK-2398 - Y-Coordinate,STARLINK-30424 - Y-Coordinate,STARLINK-31175 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3967 - Z-Coordinate,STARLINK-30573 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-31258 - Z-Coordinate,STARLINK-4112 - Z-Coordinate,STARLINK-30269 - Z-Coordinate,STARLINK-4581 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-6050 - Z-Coordinate,STARLINK-30429 - Z-Coordinate,STARLINK-30822 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,STARLINK-4396 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-4099 - Z-Coordinate,STARLINK-30107 - Z-Coordinate,STARLINK-30250 - Z-Coordinate,STARLINK-30131 - Z-Coordinate,STARLINK-30454 - Z-Coordinate,STARLINK-5976 - Z-Coordinate,STARLINK-4023 - Z-Coordinate,STARLINK-1864 - Z-Coordinate,STARLINK-11191 [DTC] - Z-Coordinate,STARLINK-31284 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-5000 - Z-Coordinate,STARLINK-5494 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-2330 - Z-Coordinate,STARLINK-31825 - Z-Coordinate,STARLINK-31076 - Z-Coordinate,STARLINK-3835 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-3321 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-31552 - Z-Coordinate,STARLINK-2567 - Z-Coordinate,STARLINK-4037 - Z-Coordinate,STARLINK-3707 - Z-Coordinate,STARLINK-3832 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,STARLINK-32266 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-31138 - Z-Coordinate,STARLINK-32254 - Z-Coordinate,STARLINK-4352 - Z-Coordinate,STARLINK-3262 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-2253 - Z-Coordinate,STARLINK-2578 - Z-Coordinate,STARLINK-31572 - Z-Coordinate,STARLINK-6254 - Z-Coordinate,STARLINK-1587 - Z-Coordinate,STARLINK-31387 - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-4178 - Z-Coordinate,STARLINK-6377 - Z-Coordinate,STARLINK-3890 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-3274 - Z-Coordinate,STARLINK-30304 - Z-Coordinate,STARLINK-3560 - Z-Coordinate,STARLINK-2250 - Z-Coordinate,STARLINK-31022 - Z-Coordinate,STARLINK-5428 - Z-Coordinate,STARLINK-4168 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-4111 - Z-Coordinate,STARLINK-31949 - Z-Coordinate,STARLINK-6156 - Z-Coordinate,STARLINK-2570 - Z-Coordinate,STARLINK-1669 - Z-Coordinate,STARLINK-31957 - Z-Coordinate,STARLINK-32158 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-6094 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-1906 - Z-Coordinate,STARLINK-2483 - Z-Coordinate,STARLINK-30909 - Z-Coordinate,STARLINK-31864 - Z-Coordinate,STARLINK-6230 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-2290 - Z-Coordinate,STARLINK-1505 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-3096 - Z-Coordinate,STARLINK-2755 - Z-Coordinate,STARLINK-2398 - Z-Coordinate,STARLINK-30424 - Z-Coordinate,STARLINK-31175 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4326.3330,170.4443,-5583.7581,-2077.5349,38.2640,6847.0689,-5166.7092,-4790.4758,413.6864,770.9667,-5119.6308,-5055.4761,-5777.1067,-5773.7084,-4754.7888,-5127.0167,-2135.0268,-1394.5094,-5843.3973,-5911.6538,4081.3618,6520.0565,-3585.3033,-5803.6983,-161.8435,-617.8669,-2427.4302,922.9196,302.1850,500.1238,-5125.3685,6405.6555,-3861.4397,-1229.8038,364.1576,-5023.8118,-2552.6827,-4527.2196,3675.2361,4527.8512,381.1433,0.0000,-1576.1369,-5753.8995,-2451.2033,5461.6152,5416.3551,5480.6949,701.0925,24.9777,-1505.6948,5721.6270,-5723.7570,-4725.2267,-979.6333,4780.0727,5621.8507,1710.1276,-896.3299,5181.5777,-3984.5793,-5126.1547,-5046.6835,-4928.0205,6589.5097,-4191.8039,2562.8384,-45.5225,3287.8402,6315.4833,3566.5462,3257.0369,4533.8294,-1801.0175,-6513.0313,6049.8912,5116.5615,5008.1474,3510.0236,-3153.8818,-3814.6943,-4104.6344,-815.9807,-5615.2143,-3890.2835,4518.7140,916.7479,-6093.9665,-1820.2038,-89.2019,-3290.7074,-3409.6334,0.0000,406.7402,-5555.4230,6619.1860,-5813.5563,4816.4427,-5500.0919,0.0000,246325.9625,227207.8183,242999.9019,244883.4158,236478.1907,238947.6728,242378.2222,241502.9646,35399163.5441,35345991.5297,35366959.4991,35370869.5942,242509.1403,35381206.2921,-549.6076,5070.1992,2245.9160,-6516.1629,4174.0777,416.8311,3943.7689,-1678.0931,-6858.6592,-6402.9853,420.0676,193.0690,-996.9038,-426.9156,1109.1251,4584.1980,4923.7897,6778.7165,-3721.9536,-3512.9291,-4678.9734,1342.5740,-2508.1905,2170.3060,-6080.6042,6888.7499,-5565.4647,25.8167,-4184.1835,4555.3820,4502.3961,-2380.0093,1197.2593,4185.5595,-860.9287,-1297.3044,3521.0892,-4597.8247,-5509.5823,424.0179,5340.1684,0.0000,-4247.4847,950.2577,5622.0656,-4101.7575,3686.9053,397.1793,4387.3199,-5879.7784,4342.1560,3637.8773,3562.4162,2096.2906,3963.6950,-3546.9538,1307.5324,3742.8492,-4580.8999,-2541.5139,5074.3238,-4344.9110,4572.4305,4336.1990,1499.4997,-392.4007,-4633.2626,4138.2488,-3362.0076,2821.6286,-2168.9553,-4096.1190,-3851.8372,6188.9489,-80.5814,2378.9733,-4347.1581,4740.0463,-3409.3224,-3030.5981,-4457.6488,5043.3316,-5211.8219,-103.6793,-4549.4208,259.2497,5085.5084,-1114.0626,-4791.1491,-4247.9568,-5130.6229,-3688.0397,0.0000,-4136.0474,-1607.6750,-2131.3057,-3066.8768,2446.6135,3094.6978,0.0000,-227911.4090,-251511.5048,-232580.0156,-233365.6388,-235364.5603,-235092.9639,-242648.1466,-237939.2638,-91196005.8349,-91226198.5001,-91203628.1757,-91197816.2291,-238702.0130,-91193976.8636,5352.5989,4651.3396,3382.6872,63.4105,5493.5937,981.4462,2336.5180,-4728.0616,-1054.3692,-2540.6848,-4527.2086,-4689.5870,3657.7652,3657.9272,-4896.8126,-881.2145,4375.0802,222.7667,97.8501,944.3923,3141.8904,598.5373,5106.9887,2836.7334,3281.9903,-46.1775,3381.2256,6853.2887,5459.5687,5065.2229,-1163.4442,-997.8795,5389.4264,-5368.1636,6866.6156,-4416.1922,5324.6368,-2461.5687,-1995.0517,-5216.6823,4368.0829,0.0000,-5226.4181,-3707.8729,-3078.5077,-1034.1697,-2291.9902,-4202.1996,5313.3978,-3614.1728,4910.3021,-1309.1091,866.6622,-4623.0117,-5421.6211,-3315.9249,3829.7558,-5474.6499,5088.7676,-3844.4170,2460.5451,1196.7881,1170.8216,1709.8837,-1445.8774,-5426.1521,-4359.1252,5512.8571,-5051.3059,362.7288,5494.7594,-4387.5690,3513.5791,-2168.2789,-2319.5363,-2049.3984,540.8865,-356.4114,-4883.8877,5247.1958,-3702.3644,-2456.1325,4492.9480,-4036.5846,3411.1246,5183.8777,4609.8881,-2962.5493,-4671.7323,-5442.1339,-3312.5345,4397.7303,0.0000,5516.2234,3518.7480,-143.8995,2168.9137,-4206.4044,-2693.4934,0.0000,121117.0748,120103.4064,120500.3908,124722.6228,125795.6998,115555.0560,112919.6176,121865.1291,26814159.4574,26801990.0214,26787714.2731,26805906.9230,120597.2374,26804630.5043,
300.000,-4939.3041,2283.5687,-5532.6944,-3124.8022,2163.8221,6821.5475,-3655.2296,-5252.8379,-261.3290,-804.9974,-5041.0161,-4856.1707,-6572.1541,-5029.4883,-3311.3756,-3731.5288,-9.4561,146.3626,-6341.2142,-5621.7997,2351.1742,6248.4137,-4019.7237,-4396.6639,-1546.0054,604.8823,-3371.7402,867.3707,-1803.3359,2446.4903,-3682.9893,5421.9554,-2994.3569,608.3939,2238.2751,-4910.1910,-461.0229,-4811.1272,2157.0683,5198.0333,2383.5540,0.0000,-3111.4552,-4402.0271,-1007.3447,4674.8871,4275.2546,6223.6104,341.1775,-1405.3707,634.1107,5818.1004,-4455.7434,-3934.6367,1181.3095,3982.5849,6354.3332,3555.2397,-2838.0981,4666.9501,-2374.6394,-6056.1789,-4206.6810,-3923.9156,6177.4271,-4547.8552,450.0350,2101.7341,1245.9247,6406.4057,2093.4928,1233.7936,2701.9752,-297.4646,-6784.7346,6726.2929,3934.2769,5735.7556,2719.6277,-3992.0451,-4634.2212,-2895.2190,-2846.7204,-4825.7363,-4275.4361,3745.7630,2973.2973,-6742.8805,-3635.0958,-2181.7738,-4287.0584,-5086.0011,0.0000,-1761.8316,-5200.8419,6133.1564,-6600.6482,6093.9212,-3982.3421,0.0000,250919.0709,232440.4675,248093.2283,249870.8204,241429.4104,243879.1480,247359.7049,246706.2820,37387441.3182,37335030.7816,37355858.8485,37359562.2710,247489.2111,37369570.3846,1408.9961,4955.9907,3729.6199,-5831.8408,4225.8131,-1091.5052,4428.2034,413.9855,-6233.9294,-6792.0489,2496.4897,2312.0075,326.8362,1470.5664,2634.2873,5360.0460,5071.9832,6700.0505,-2270.8549,-3863.1554,-4800.7467,24.9532,-356.6951,3454.2143,-4967.0953,6642.7821,-5915.0534,2279.6437,-4441.8741,4880.9831,5262.0949,-3314.0451,3210.3468,5094.8348,404.9724,862.9891,4134.2248,-3014.0811,-5526.0224,-1448.6247,5422.0705,0.0000,-2737.3517,2231.7798,6556.0825,-5023.5111,3436.0164,-1104.6080,5893.3124,-6434.0383,4014.0510,2233.7716,4571.8641,4018.6701,4258.9424,-5131.9915,-400.5091,2589.0501,-4767.6122,-4327.3019,5151.9708,-3132.0680,5446.3811,5532.3673,136.2996,1687.6788,-5000.3967,4102.1260,-3971.7486,1543.9546,-3773.1484,-4841.0809,-4645.6469,5701.0849,1195.2048,944.9858,-4951.0210,3366.7286,-5111.3352,-1014.8060,-2612.3651,4660.4718,-5062.2616,1821.0654,-2778.5749,-1758.7709,4781.0715,136.2310,-3631.6868,-4396.7566,-3451.3775,-3010.0912,0.0000,-4029.3387,397.2927,-2623.8047,-2049.4966,1324.1452,3785.9010,0.0000,-222825.6290,-246672.2716,-227476.7423,-228319.1863,-230253.8170,-229994.6512,-237461.5192,-233183.4660,-90399071.8588,-90430034.7639,-90406985.9531,-90401371.8729,-233589.3701,-90397053.9428,4615.4123,4195.8502,1781.7219,-1739.7978,5007.1970,-562.9355,3834.6498,-4511.2127,-3068.1009,-1118.6322,-3903.0710,-4319.3852,2115.9245,4406.9079,-5469.8955,-2332.2346,4713.1357,1734.8122,1617.7418,-1297.9913,4451.4370,2365.7046,5378.8569,3893.3397,4547.2366,-1836.0459,1408.8146,6472.2568,4943.0044,4107.2214,-2579.8998,-2708.0036,5111.2824,-4639.0021,6547.3240,-4644.2863,5473.1206,-3934.4548,-3559.5409,-4333.0104,3561.1062,0.0000,-5538.2105,-4838.5149,-1755.6984,782.3716,-4256.8957,-2809.2477,3628.9192,-2061.6746,5357.8449,-2976.9692,2328.3873,-4056.7059,-5150.9056,-2052.8650,2732.7820,-5249.7119,4113.2014,-2751.5427,3932.5379,-353.9590,-644.7711,181.9284,-3098.5261,-4861.8336,-4672.7564,5126.3949,-5505.2061,2126.5254,5384.8366,-4655.7127,4340.2812,-3697.5194,-571.1658,-554.9268,2312.0948,-1860.6167,-3777.5492,5449.0066,-4453.1674,-4269.0657,3781.8955,-4608.0456,4630.4234,5497.7560,4033.7087,-1286.5475,-4656.9637,-4855.7598,-4223.5393,3109.3410,0.0000,5325.6676,4313.2922,1960.5289,408.1757,-2825.1842,-4110.8293,0.0000,120973.8845,119980.7017,120496.2066,124463.3078,125794.5089,115667.6687,112683.7280,122037.6428,26815120.2083,26802585.3523,26788345.6243,26806249.3616,120491.4004,26805428.0302,
600.000,-5104.1755,4163.9832,-4942.9688,-3869.5462,4062.4691,6133.6545,-1763.3611,-5249.1906,-949.9003,-2292.5510,-4492.1945,-4221.5381,-6718.9192,-3811.8918,-1576.6199,-1962.7006,2120.4202,1689.2247,-6231.6325,-4730.9713,370.1013,5294.5222,-4082.6294,-2547.3301,-2823.6197,1788.1104,-3958.1510,626.2727,-3711.0607,4117.4800,-1869.7514,3889.9620,-1862.7389,2351.9776,3819.4083,-4340.9078,1661.6874,-4655.0037,397.6795,5391.8682,4137.7794,0.0000,-4386.0637,-2631.3917,520.3965,3414.6244,2702.6234,6363.3399,-106.8190,-2673.8157,2722.9224,5356.2538,-2719.2335,-2802.4627,3204.4889,2796.7370,6483.7045,5064.6995,-4476.5471,3725.3558,-502.2552,-6371.8895,-2941.5766,-2514.3989,5163.8517,-4494.8533,-1705.9315,4031.7337,-910.4063,5873.4938,458.3452,-903.4859,606.0644,1273.4574,-6381.5313,6714.2993,2310.9453,5914.0372,1701.4267,-4478.2633,-5049.3263,-1354.8418,-4591.4248,-3601.7176,-4282.1050,2652.1089,4735.9511,-6707.6188,-5122.3066,-4042.0252,-4910.0927,-6195.2564,0.0000,-3753.7160,-4340.8955,5016.9313,-6731.6310,6750.4870,-2051.6282,0.0000,255406.5520,237570.8647,253078.4595,254751.5731,246274.1664,248706.5186,252230.2316,251878.3241,39357785.4856,39306153.9251,39326833.5654,39330366.3715,252361.5554,39340000.7986,3199.3340,4391.9318,4826.1741,-4541.4101,3911.2713,-2499.2812,4511.2500,2452.1488,-4982.3872,-6524.9706,4311.5670,4200.1564,1594.9079,3249.0535,3947.8377,5635.8709,4773.2850,5973.2302,-586.1663,-3778.5792,-4499.4965,-1322.4200,1825.2948,4423.1770,-3379.5837,5738.6695,-5674.4443,4284.1764,-4306.8363,4744.6367,5531.0742,-3947.0893,4896.7433,5538.4283,1703.6100,2941.8338,4390.4713,-1109.5835,-5023.5928,-3147.7817,5004.9408,0.0000,-996.7545,3342.8300,6836.0547,-5449.5040,2762.7014,-2468.8515,6754.9078,-6353.7838,3313.1518,581.5893,5131.1320,5556.8476,4165.0404,-6185.5153,-2047.0477,1224.1270,-4520.9585,-5685.2213,4751.7592,-1597.6617,5781.7974,6153.7190,-1272.7526,3577.0577,-4913.3230,3713.0609,-4246.9417,91.8700,-5039.9542,-5139.9879,-5027.1987,4639.7935,2345.6003,-580.2479,-5042.1039,1651.0774,-6305.5766,1084.3586,-517.4929,3847.2197,-4457.3227,3595.3618,-715.7949,-3627.1226,4051.2433,1358.1521,-2159.6033,-4160.0873,-1442.0025,-2036.0403,0.0000,-3581.8833,2383.5687,-2874.8004,-833.2934,97.9507,4138.3229,0.0000,-217650.9364,-241723.4657,-222273.3009,-223172.6684,-225040.9999,-224797.3269,-232170.2379,-228343.5600,-89558794.6031,-89590508.6155,-89566975.0033,-89561554.3671,-228372.7923,-89556783.9134,3379.4225,3282.3778,-12.2294,-3349.2175,3978.7194,-2046.9958,4917.8467,-3813.1918,-4756.4674,423.3291,-2845.9990,-3480.7543,345.5296,4667.2880,-5455.0711,-3533.8520,4545.8854,3060.2690,2963.9664,-3402.0646,5290.1723,3850.6289,5022.4859,4511.6595,5321.8464,-3428.1362,-713.2001,5397.0919,3887.9808,2690.7794,-3718.9401,-4125.2005,4239.3969,-3411.0388,5530.3179,-4350.0925,5022.9415,-4982.1674,-4741.0025,-2983.9210,2369.7336,0.0000,-5255.2094,-5447.7812,-239.0322,2514.1322,-5768.9716,-1113.6733,1555.8484,-285.4370,5180.1647,-4322.7554,3525.5658,-3057.1287,-4294.8859,-558.3054,1342.8338,-4443.8266,2693.1055,-1364.3553,4978.6820,-1865.0428,-2390.7092,-1366.8277,-4416.7913,-3763.7226,-4471.1115,4183.5347,-5363.9369,3661.8369,4692.3405,-4403.7713,4698.2871,-4808.4544,1238.8844,1002.0802,3813.3623,-3163.3370,-2263.9413,5043.3938,-4729.1942,-5629.5574,2666.1163,-4683.8514,5345.4958,5211.9870,3025.1289,531.2501,-4145.1916,-3744.5359,-4684.1044,1449.7082,0.0000,4560.4401,4612.9464,3856.8592,-1396.4819,-1130.1937,-5075.2785,0.0000,120830.4543,119857.9326,120491.9205,124198.8249,125789.6911,115786.3517,112452.9489,122089.9257,26816076.6397,26803180.8462,26788981.7704,26806589.4482,120385.4708,26806225.6191,
