sl_100_5400_20270709 Coordinates.csv
2027/07/09 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:58 2024,
Start: 2027/07/09 07:47:00.00, Stop: 2027/07/09 09:17:00.00,
TIME_UNITS,STARLINK-1071 - X-Coordinate,STARLINK-3364 - X-Coordinate,STARLINK-4762 - X-Coordinate,STARLINK-5921 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-2623 - X-Coordinate,STARLINK-5229 - X-Coordinate,STARLINK-2441 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-5387 - X-Coordinate,STARLINK-5463 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-32104 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-3796 - X-Coordinate,STARLINK-30454 - X-Coordinate,STARLINK-5322 - X-Coordinate,STARLINK-1635 - X-Coordinate,STARLINK-1522 - X-Coordinate,STARLINK-30371 - X-Coordinate,STARLINK-31189 - X-Coordinate,STARLINK-6159 - X-Coordinate,STARLINK-6255 - X-Coordinate,STARLINK-1926 - X-Coordinate,STARLINK-5390 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-5335 - X-Coordinate,STARLINK-2242 - X-Coordinate,STARLINK-32023 - X-Coordinate,STARLINK-3173 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-31554 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-4545 - X-Coordinate,STARLINK-31380 - X-Coordinate,STARLINK-2001 - X-Coordinate,STARLINK-4531 - X-Coordinate,STARLINK-3815 - X-Coordinate,STARLINK-4156 - X-Coordinate,STARLINK-5026 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-30196 - X-Coordinate,STARLINK-1690 - X-Coordinate,STARLINK-5156 - X-Coordinate,STARLINK-30309 - X-Coordinate,STARLINK-11118 [DTC] - X-Coordinate,STARLINK-3121 - X-Coordinate,STARLINK-3089 - X-Coordinate,STARLINK-3568 - X-Coordinate,STARLINK-2398 - X-Coordinate,STARLINK-4483 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-4051 - X-Coordinate,STARLINK-6169 - X-Coordinate,STARLINK-1856 - X-Coordinate,STARLINK-6116 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-31593 - X-Coordinate,STARLINK-31662 - X-Coordinate,STARLINK-30110 - X-Coordinate,STARLINK-3267 - X-Coordinate,STARLINK-31735 - X-Coordinate,STARLINK-31537 - X-Coordinate,STARLINK-6067 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-5883 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-2680 - X-Coordinate,STARLINK-6234 - X-Coordinate,STARLINK-31291 - X-Coordinate,STARLINK-30249 - X-Coordinate,STARLINK-4007 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-4216 - X-Coordinate,STARLINK-30772 - X-Coordinate,STARLINK-2083 - X-Coordinate,STARLINK-30092 - X-Coordinate,STARLINK-6173 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-30924 - X-Coordinate,STARLINK-4168 - X-Coordinate,STARLINK-4775 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-4280 - X-Coordinate,STARLINK-31075 - X-Coordinate,STARLINK-2635 - X-Coordinate,STARLINK-2736 - X-Coordinate,STARLINK-2424 - X-Coordinate,STARLINK-4378 - X-Coordinate,STARLINK-6303 - X-Coordinate,STARLINK-3576 - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-4746 - X-Coordinate,STARLINK-3125 - X-Coordinate,STARLINK-30780 - X-Coordinate,STARLINK-1679 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1071 - Y-Coordinate,STARLINK-3364 - Y-Coordinate,STARLINK-4762 - Y-Coordinate,STARLINK-5921 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-2623 - Y-Coordinate,STARLINK-5229 - Y-Coordinate,STARLINK-2441 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-5387 - Y-Coordinate,STARLINK-5463 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-32104 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-3796 - Y-Coordinate,STARLINK-30454 - Y-Coordinate,STARLINK-5322 - Y-Coordinate,STARLINK-1635 - Y-Coordinate,STARLINK-1522 - Y-Coordinate,STARLINK-30371 - Y-Coordinate,STARLINK-31189 - Y-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-6255 - Y-Coordinate,STARLINK-1926 - Y-Coordinate,STARLINK-5390 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-5335 - Y-Coordinate,STARLINK-2242 - Y-Coordinate,STARLINK-32023 - Y-Coordinate,STARLINK-3173 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-31554 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-4545 - Y-Coordinate,STARLINK-31380 - Y-Coordinate,STARLINK-2001 - Y-Coordinate,STARLINK-4531 - Y-Coordinate,STARLINK-3815 - Y-Coordinate,STARLINK-4156 - Y-Coordinate,STARLINK-5026 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-30196 - Y-Coordinate,STARLINK-1690 - Y-Coordinate,STARLINK-5156 - Y-Coordinate,STARLINK-30309 - Y-Coordinate,STARLINK-11118 [DTC] - Y-Coordinate,STARLINK-3121 - Y-Coordinate,STARLINK-3089 - Y-Coordinate,STARLINK-3568 - Y-Coordinate,STARLINK-2398 - Y-Coordinate,STARLINK-4483 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-4051 - Y-Coordinate,STARLINK-6169 - Y-Coordinate,STARLINK-1856 - Y-Coordinate,STARLINK-6116 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-31593 - Y-Coordinate,STARLINK-31662 - Y-Coordinate,STARLINK-30110 - Y-Coordinate,STARLINK-3267 - Y-Coordinate,STARLINK-31735 - Y-Coordinate,STARLINK-31537 - Y-Coordinate,STARLINK-6067 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-5883 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-2680 - Y-Coordinate,STARLINK-6234 - Y-Coordinate,STARLINK-31291 - Y-Coordinate,STARLINK-30249 - Y-Coordinate,STARLINK-4007 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-4216 - Y-Coordinate,STARLINK-30772 - Y-Coordinate,STARLINK-2083 - Y-Coordinate,STARLINK-30092 - Y-Coordinate,STARLINK-6173 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-30924 - Y-Coordinate,STARLINK-4168 - Y-Coordinate,STARLINK-4775 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-4280 - Y-Coordinate,STARLINK-31075 - Y-Coordinate,STARLINK-2635 - Y-Coordinate,STARLINK-2736 - Y-Coordinate,STARLINK-2424 - Y-Coordinate,STARLINK-4378 - Y-Coordinate,STARLINK-6303 - Y-Coordinate,STARLINK-3576 - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-4746 - Y-Coordinate,STARLINK-3125 - Y-Coordinate,STARLINK-30780 - Y-Coordinate,STARLINK-1679 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1071 - Z-Coordinate,STARLINK-3364 - Z-Coordinate,STARLINK-4762 - Z-Coordinate,STARLINK-5921 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-2623 - Z-Coordinate,STARLINK-5229 - Z-Coordinate,STARLINK-2441 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-5387 - Z-Coordinate,STARLINK-5463 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-32104 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-3796 - Z-Coordinate,STARLINK-30454 - Z-Coordinate,STARLINK-5322 - Z-Coordinate,STARLINK-1635 - Z-Coordinate,STARLINK-1522 - Z-Coordinate,STARLINK-30371 - Z-Coordinate,STARLINK-31189 - Z-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-6255 - Z-Coordinate,STARLINK-1926 - Z-Coordinate,STARLINK-5390 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-5335 - Z-Coordinate,STARLINK-2242 - Z-Coordinate,STARLINK-32023 - Z-Coordinate,STARLINK-3173 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-31554 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-4545 - Z-Coordinate,STARLINK-31380 - Z-Coordinate,STARLINK-2001 - Z-Coordinate,STARLINK-4531 - Z-Coordinate,STARLINK-3815 - Z-Coordinate,STARLINK-4156 - Z-Coordinate,STARLINK-5026 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-30196 - Z-Coordinate,STARLINK-1690 - Z-Coordinate,STARLINK-5156 - Z-Coordinate,STARLINK-30309 - Z-Coordinate,STARLINK-11118 [DTC] - Z-Coordinate,STARLINK-3121 - Z-Coordinate,STARLINK-3089 - Z-Coordinate,STARLINK-3568 - Z-Coordinate,STARLINK-2398 - Z-Coordinate,STARLINK-4483 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-4051 - Z-Coordinate,STARLINK-6169 - Z-Coordinate,STARLINK-1856 - Z-Coordinate,STARLINK-6116 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-31593 - Z-Coordinate,STARLINK-31662 - Z-Coordinate,STARLINK-30110 - Z-Coordinate,STARLINK-3267 - Z-Coordinate,STARLINK-31735 - Z-Coordinate,STARLINK-31537 - Z-Coordinate,STARLINK-6067 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-5883 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-2680 - Z-Coordinate,STARLINK-6234 - Z-Coordinate,STARLINK-31291 - Z-Coordinate,STARLINK-30249 - Z-Coordinate,STARLINK-4007 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-4216 - Z-Coordinate,STARLINK-30772 - Z-Coordinate,STARLINK-2083 - Z-Coordinate,STARLINK-30092 - Z-Coordinate,STARLINK-6173 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-30924 - Z-Coordinate,STARLINK-4168 - Z-Coordinate,STARLINK-4775 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-4280 - Z-Coordinate,STARLINK-31075 - Z-Coordinate,STARLINK-2635 - Z-Coordinate,STARLINK-2736 - Z-Coordinate,STARLINK-2424 - Z-Coordinate,STARLINK-4378 - Z-Coordinate,STARLINK-6303 - Z-Coordinate,STARLINK-3576 - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-4746 - Z-Coordinate,STARLINK-3125 - Z-Coordinate,STARLINK-30780 - Z-Coordinate,STARLINK-1679 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5112.4363,-2901.2362,1967.1862,127.6590,5816.0992,4953.4224,-4518.4534,1617.3644,626.0685,4426.9662,5770.5842,-3809.7891,0.0000,-1076.1172,341.2159,-5304.9134,-4366.3929,-2610.6125,-526.0070,-6459.7693,5512.3258,-2180.9906,-2104.7940,0.0000,5161.9441,-384.8876,2767.7040,-4944.2794,493.6861,5588.8074,-5751.6023,5058.1379,3704.3334,-2009.8968,4546.6030,1001.3742,-4547.2825,2560.6778,-5623.1348,-6298.5570,3490.0748,-4.6841,0.0000,-6007.4076,558.9523,-2878.1662,5089.3945,-2138.1020,-1977.9577,707.0266,-2248.3516,3645.0673,2212.8939,4335.4875,-5073.0758,3991.3867,2622.0625,-2949.5921,-1534.7613,2500.3218,-3469.5697,-5019.1204,-4149.4243,-2880.3479,642.1374,-2045.5217,3197.1383,-2388.8267,-6727.1705,6003.2607,5261.1744,5993.7014,1476.9978,4982.2894,1960.4053,4873.5918,-2149.4203,5051.9250,-6562.5812,-6532.5197,3306.7611,-4944.9437,-5133.4294,6393.1795,4801.4466,1185.4340,3385.0076,-2299.9005,6582.6947,-3989.2543,810.7958,4833.4593,817.0509,6088.3231,-1447.9856,306.5894,-3293.4797,-5639.4656,-1533.1477,-58.7331,246195.9897,257306.6261,250543.3060,250209.1743,257692.3401,255977.2158,258332.9587,255435.2905,166957659.2480,166979202.9925,166934364.4485,166948492.7907,255605.4325,166941780.0504,2894.9904,5543.3186,4499.3541,-6826.9969,-3291.4602,895.2403,-634.4535,4484.2262,-700.5675,5260.5138,1623.5150,-2199.3165,0.0000,-6476.5415,-5867.8851,1676.2435,296.4870,3674.6607,-4102.0055,-1720.9175,-3437.3875,-4591.2761,6120.3660,0.0000,3821.4801,-5054.0663,-5298.6978,4455.2921,6086.4202,-4043.0976,1113.9728,919.2681,3348.7425,5044.9091,2012.8379,-5435.4647,4290.1516,-5831.3360,-2945.5020,-485.9618,5630.1214,6441.2119,0.0000,-1531.6776,6885.4129,4315.1442,3868.7783,6170.4108,4133.5393,5910.0688,3578.8093,2568.5710,-5466.5111,553.4735,685.3121,-1424.6306,6391.8245,-2972.0569,6511.4852,5578.3918,4411.0884,1054.9260,-4143.8704,-6191.8251,5747.8481,1254.6101,5813.6637,5535.2920,875.7662,-2292.8466,-1554.4635,1190.4455,5889.0153,-4599.8850,5123.6579,3190.9157,5985.0947,3707.9045,-2226.1245,1147.3680,6066.6630,4528.0700,694.8832,-229.4381,1290.5727,3962.8330,4102.7938,6375.4500,-200.6059,-1100.7332,6316.2506,1747.5925,-3438.6494,1677.6382,5438.1705,-3837.5420,5540.5359,-970.7951,-5306.1414,6641.4096,277514.2699,275950.2674,267705.1835,268878.3212,264555.7045,266052.3921,273898.0768,272584.0752,176773246.6757,176781200.3697,176781796.0699,176776881.0542,271172.7682,176783915.4060,-3475.3922,-2919.8077,-4831.8261,1271.5888,1542.0891,-4642.2246,5185.9719,4939.7938,-6880.1383,885.0504,-3517.6246,-5270.1634,0.0000,-2113.9902,3631.7966,-4135.2118,5381.7174,-5014.2755,-5488.6552,1744.8735,-2161.9205,-4719.4445,2475.4038,0.0000,-2604.2547,-4431.8651,-3500.5176,-1862.3628,-3050.7826,-547.6013,-3635.5038,4452.3204,4795.6986,4260.9857,4675.8386,-4114.1688,2909.1170,-2147.4037,-2727.7411,2850.2597,-1968.3421,2511.6633,0.0000,-3054.9945,-501.8973,4282.0389,-2656.1947,-2368.3124,5165.4505,-3341.0032,5443.7324,-5189.5764,3446.3535,5345.2562,4664.1157,5138.7135,857.3905,5458.6960,-1890.7322,-3048.9780,3875.0281,-4623.7225,3651.2648,646.5022,-3603.9315,-6522.6727,1893.9169,-3483.9159,748.7268,-2341.3918,4226.9632,3080.0899,-3323.7728,1299.9462,4202.6436,3690.4879,2663.4162,-2756.1907,172.4957,-2047.0113,19.0967,-1276.5514,-4471.6862,-2447.2436,-4780.2141,-5501.2682,-4315.5336,-1323.0369,-2139.0007,5498.1988,2197.5929,4524.0132,5956.1822,2835.6846,4012.4276,5773.8634,-2513.7395,-3877.7457,-4224.3457,1909.4364,-15863.4092,-17644.7641,-18679.2144,-15266.2428,-13605.4171,-23618.3446,-26833.4393,-17851.8916,7603126.8840,7584250.0133,7625098.5077,7616822.8244,-18961.7191,7610296.9501,
300.000,6273.1717,-1221.0261,3830.9600,-497.9077,4468.6653,5884.2415,-3887.6727,3535.2464,2471.0029,5486.4749,4698.5629,-5155.0628,0.0000,-2201.8411,-1059.1974,-3958.8148,-5539.8665,-1342.6204,-2646.7786,-6187.8942,4780.5783,-4039.9670,-303.7174,0.0000,5479.0925,-2106.5759,781.0428,-4213.2336,1889.0470,4722.9271,-4372.5761,5554.7997,4082.8588,-85.8475,4243.9592,-404.9726,-2868.8566,1469.5087,-6548.2097,-6675.7453,4135.9653,1629.6324,0.0000,-5342.9344,2016.2157,-1875.0507,6147.8831,-1637.2430,-478.8418,2165.5483,-164.4257,4080.6955,211.9887,3848.9831,-4781.6380,3647.8898,3952.4393,-4543.0692,-962.5755,3713.5683,-1446.9143,-4109.0018,-5560.3622,-3762.2402,2365.4473,-609.8603,4366.8250,-2002.9793,-6357.7962,4676.3148,4975.7241,6602.0350,2961.6861,4155.3938,3036.2718,6139.6097,-687.4124,6133.0434,-6760.7486,-6366.3598,4193.5118,-3446.5458,-3772.7637,5519.9268,4207.8444,3229.1015,4479.5038,-1155.2109,5777.5761,-4382.6479,2124.2738,4347.5282,940.8471,6766.3826,-146.8501,-1149.0420,-1682.3752,-4774.4542,-3462.6163,1220.4272,240104.8507,251741.0727,244707.0311,244479.6335,251936.6353,250244.6054,252510.5906,249519.7596,163058649.3528,163080105.0344,163035805.7058,163049983.9898,249828.1071,163042811.0866,1907.7964,5275.5055,4366.1561,-6877.6242,-4314.7490,-677.0567,1423.4877,4418.3869,572.4189,4188.5204,508.5969,-666.7894,0.0000,-5418.9014,-6503.9009,3276.9199,1467.3665,5209.9953,-3720.3519,-32.9392,-4851.4895,-3561.5947,5885.3988,0.0000,2014.2356,-5568.0576,-5346.0645,5476.0447,6409.8480,-4893.8825,2355.0023,-1090.8050,1302.6143,4568.4114,-55.3190,-6325.2231,4583.4579,-6546.7122,-1949.4633,1140.0735,4259.7677,5626.9714,0.0000,62.5515,6321.6180,5756.7044,3037.5835,6742.4877,5424.4836,6235.9657,4225.6634,442.5639,-5312.4964,-1564.7151,2766.8045,-3476.0498,5692.5572,-1578.0901,6879.2569,4071.1140,4909.0627,3012.1248,-3519.5779,-5208.5489,4663.3197,2913.8632,5343.4348,6490.0322,2352.1001,-3196.1648,-3492.3242,-423.6094,4611.7923,-5492.2987,3476.1477,2288.5244,6745.5367,2851.4314,-719.9756,2703.9669,5182.8323,5247.0491,2217.6112,-1836.3037,-707.3333,3315.2515,2262.6209,6788.9124,-1768.5302,1027.0652,6381.5090,-249.1104,-1293.9542,153.2072,6419.4130,-2310.2153,5407.5476,718.4464,-5039.8439,5839.2630,282637.6890,281486.1283,273150.0146,274284.6907,269883.8709,271390.0670,279187.9331,278165.2379,180380603.7405,180389265.5418,180388635.7697,180384516.1963,276519.9392,180391189.1821,-1894.7486,-4284.7124,-3703.4945,-854.1778,2903.2125,-3434.9579,5528.3243,3889.3585,-6463.6303,-660.2131,-5098.5299,-4483.7005,0.0000,-3657.0186,2083.8696,-4652.6759,3912.2128,-4063.1050,-5136.1276,3068.6498,-682.8090,-4370.5650,3641.2672,0.0000,-3737.3790,-3144.0179,-4336.8749,-77.4203,-1385.6630,1264.9399,-4783.3241,3771.2020,5436.1305,5171.7101,5344.0887,-2700.3910,4275.4831,-357.2721,-1020.5491,1481.7100,-3537.6681,3667.5525,0.0000,-4384.9119,-1991.9126,2934.7442,-941.2318,-287.3347,4247.7749,-1732.3080,5441.6852,-5474.0851,4285.1506,5514.0887,4177.4163,4358.4533,-684.8750,4920.4929,217.2569,-4039.4341,4505.5586,-4661.2644,2107.8481,2395.8080,-4371.0093,-6280.7721,110.2223,-1526.3708,-808.7742,-3834.8876,3321.1388,1757.5694,-4228.3089,-513.7470,5141.2156,2156.1257,1259.6888,-1051.4324,-1360.8232,-563.6562,1807.2977,-2681.6065,-5261.2941,-3617.1274,-5419.2260,-5094.6771,-4661.7259,490.1284,-3384.3440,5205.8153,418.9845,5282.2305,6737.3130,1464.0878,2562.4029,6440.0094,-3975.2924,-4947.6081,-3309.7563,3484.6436,-15978.3801,-17752.0622,-18721.7937,-15569.9287,-13654.5318,-23534.3201,-27098.2269,-18410.9574,7599529.6809,7580732.9831,7621969.6994,7613045.8611,-19105.5463,7606910.6241,
600.000,6782.0778,612.7926,5294.6828,-1083.9900,2666.4140,6233.0357,-2927.9036,5078.6859,3999.7225,6018.5636,3183.7109,-6004.7044,0.0000,-3148.3610,-2332.1012,-2256.6246,-6173.7691,24.7843,-4503.1939,-5325.7627,3571.7085,-5522.5610,1551.9303,0.0000,5297.8510,-3574.0605,-1297.1145,-3062.1967,3074.0365,3378.2921,-2572.5516,5512.3251,4119.2313,1877.1699,3560.9118,-1742.1623,-884.5359,222.4920,-6816.8664,-6411.3417,4408.0781,3136.6457,0.0000,-4176.9865,3296.7856,-703.5808,6592.0052,-973.0692,1026.4576,3382.3901,1916.8895,4160.5855,-1830.1587,3039.3447,-4066.3967,2950.5820,4910.5363,-5707.3035,-289.5377,4589.9809,725.1968,-2837.5229,-6408.7998,-4285.8083,3881.9935,822.5283,5097.9658,-1434.0694,-5339.8285,2865.9176,4237.5988,6550.4707,4196.0343,2908.4544,3866.3448,6786.9717,830.1117,6580.0853,-6307.8795,-5587.2567,4679.6666,-1584.8370,-2059.2899,4106.1461,3248.0776,4957.3915,5166.6222,110.6517,4422.3406,-4391.7923,3204.1259,3470.7066,867.9573,6789.0335,1140.8908,-2554.1925,125.2390,-3472.1747,-5048.9769,2416.2590,233909.7718,246051.2410,238761.8456,238640.5060,246069.4930,244399.9881,246578.4662,243507.4094,159081707.9911,159103060.6445,159059339.5889,159073515.9076,243938.8936,159065913.8362,744.6274,4518.0504,3833.2877,-6228.0538,-4933.1337,-2146.6834,3363.7361,3945.5961,1858.9163,2705.9970,-716.4465,890.5192,0.0000,-3822.5197,-6500.4621,4596.6687,2443.3293,6202.4594,-3020.9525,1683.3966,-5771.9727,-2227.6618,5104.0300,0.0000,-4.0753,-5506.2276,-4913.9645,5949.5810,6075.2121,-5269.1450,3411.8199,-2968.3511,-873.0765,3686.1045,-2138.9160,-6590.0808,4462.2082,-6548.8638,-769.9784,2642.3902,2452.8648,4278.4785,0.0000,1690.1847,5144.1296,6576.9913,1914.6187,6626.3399,6198.9404,5925.5246,4507.9742,-1720.9166,-4657.2064,-3543.4517,4575.8276,-5135.7464,4445.7984,-73.3494,6547.7482,2158.1773,4951.6313,4693.7803,-2566.8347,-3683.9754,3129.0133,4329.8799,4338.6563,6783.9054,3596.8489,-3814.9913,-5080.6978,-1978.6950,2902.4193,-5839.1040,1498.0952,1181.0076,6842.4082,1713.3346,868.3248,3994.4263,3771.8813,5455.6263,3563.3659,-3291.1566,-2663.1586,2391.1562,212.6623,6523.8537,-3195.3224,3034.7880,5760.7225,-2248.2328,989.1409,-1372.2508,6769.3021,-601.6376,4771.9524,2378.3287,-4319.7414,4464.6221,287625.7837,286897.0125,278474.0422,279572.1886,275090.9589,276611.3833,284352.3452,283497.2117,183901983.3667,183911348.5309,183909519.4314,183906208.9468,281744.0169,183912487.6596,-101.6238,-5186.3220,-2171.6392,-2889.1169,3943.3226,-1846.5253,5274.3165,2411.1047,-5361.8154,-2134.8197,-6139.6948,-3204.0169,0.0000,-4803.1981,310.7641,-4673.0919,2025.6196,-2640.5179,-4220.9217,4060.4810,872.2404,-3555.3411,4416.8670,0.0000,-4470.6857,-1489.2133,-4708.9069,1715.8740,434.9319,2941.1182,-5412.0731,2663.4125,5493.9627,5522.8889,5414.8580,-992.2221,5177.1919,1474.8100,797.0914,-45.5465,-4725.2058,4427.6921,0.0000,-5242.1917,-3268.2386,1244.1763,875.0010,1824.2226,2871.0193,70.6957,4848.7477,-5151.3100,4644.9807,5087.4470,3242.9893,3055.0575,-2154.7760,3845.0141,2302.1020,-4578.9962,4630.4239,-4195.0602,336.5440,3880.1756,-4646.7290,-5374.7278,-1685.4615,592.5749,-2275.6095,-4901.7731,2059.2003,239.5718,-4678.9669,-2271.8049,5525.4197,387.4456,-281.0843,770.2687,-2748.4935,979.8744,3399.8598,-3786.2122,-5467.3974,-4386.2027,-5471.1945,-4132.4796,-4491.8401,2250.1145,-4266.5809,4345.6206,-1408.4550,5455.2968,6798.7328,-64.8620,835.8484,6421.6356,-5009.4483,-5484.7534,-2044.1924,4683.3041,-16094.1550,-17862.9587,-18765.0897,-15878.5843,-13707.1114,-23444.0395,-27357.9001,-19021.2357,7595935.6633,7577216.8649,7618828.5089,7609253.4501,-19249.3596,7603524.1462,
