sl_100_5400_20270403 Coordinates.csv
2027/04/03 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:31 2024,
Start: 2027/04/03 07:47:00.00, Stop: 2027/04/03 09:17:00.00,
TIME_UNITS,STARLINK-6265 - X-Coordinate,STARLINK-1580 - X-Coordinate,STARLINK-6071 - X-Coordinate,STARLINK-3653 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-31136 - X-Coordinate,STARLINK-5918 - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-6349 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-3365 - X-Coordinate,STARLINK-5347 - X-Coordinate,STARLINK-31604 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-2547 - X-Coordinate,STARLINK-31566 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-2327 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-4520 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-2024 - X-Coordinate,STARLINK-2068 - X-Coordinate,STARLINK-3298 - X-Coordinate,STARLINK-4793 - X-Coordinate,STARLINK-4349 - X-Coordinate,STARLINK-30918 - X-Coordinate,STARLINK-4423 - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-6339 - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-30146 - X-Coordinate,STARLINK-2399 - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-1433 - X-Coordinate,STARLINK-4560 - X-Coordinate,STARLINK-5280 - X-Coordinate,STARLINK-30144 - X-Coordinate,STARLINK-2108 - X-Coordinate,STARLINK-5564 - X-Coordinate,STARLINK-31201 - X-Coordinate,STARLINK-1402 - X-Coordinate,STARLINK-11243 [DTC] - X-Coordinate,STARLINK-6120 - X-Coordinate,STARLINK-3372 - X-Coordinate,STARLINK-1193 - X-Coordinate,STARLINK-5283 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-3674 - X-Coordinate,STARLINK-6200 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-3665 - X-Coordinate,STARLINK-30950 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-31069 - X-Coordinate,STARLINK-30910 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-3366 - X-Coordinate,STARLINK-31678 - X-Coordinate,STARLINK-4508 - X-Coordinate,STARLINK-31576 - X-Coordinate,STARLINK-30788 - X-Coordinate,STARLINK-30866 - X-Coordinate,STARLINK-5236 - X-Coordinate,STARLINK-30411 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-4781 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-31046 - X-Coordinate,STARLINK-5618 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-2130 - X-Coordinate,STARLINK-2450 - X-Coordinate,STARLINK-1151 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-3967 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-31814 - X-Coordinate,STARLINK-2541 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-2507 - X-Coordinate,STARLINK-1954 - X-Coordinate,STARLINK-31670 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-4174 - X-Coordinate,STARLINK-32016 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-1728 - X-Coordinate,STARLINK-5971 - X-Coordinate,STARLINK-31880 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-1588 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6265 - Y-Coordinate,STARLINK-1580 - Y-Coordinate,STARLINK-6071 - Y-Coordinate,STARLINK-3653 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-31136 - Y-Coordinate,STARLINK-5918 - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-6349 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-3365 - Y-Coordinate,STARLINK-5347 - Y-Coordinate,STARLINK-31604 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-2547 - Y-Coordinate,STARLINK-31566 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-2327 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-4520 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-2024 - Y-Coordinate,STARLINK-2068 - Y-Coordinate,STARLINK-3298 - Y-Coordinate,STARLINK-4793 - Y-Coordinate,STARLINK-4349 - Y-Coordinate,STARLINK-30918 - Y-Coordinate,STARLINK-4423 - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-6339 - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-30146 - Y-Coordinate,STARLINK-2399 - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-1433 - Y-Coordinate,STARLINK-4560 - Y-Coordinate,STARLINK-5280 - Y-Coordinate,STARLINK-30144 - Y-Coordinate,STARLINK-2108 - Y-Coordinate,STARLINK-5564 - Y-Coordinate,STARLINK-31201 - Y-Coordinate,STARLINK-1402 - Y-Coordinate,STARLINK-11243 [DTC] - Y-Coordinate,STARLINK-6120 - Y-Coordinate,STARLINK-3372 - Y-Coordinate,STARLINK-1193 - Y-Coordinate,STARLINK-5283 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-3674 - Y-Coordinate,STARLINK-6200 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-3665 - Y-Coordinate,STARLINK-30950 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-31069 - Y-Coordinate,STARLINK-30910 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-3366 - Y-Coordinate,STARLINK-31678 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,STARLINK-31576 - Y-Coordinate,STARLINK-30788 - Y-Coordinate,STARLINK-30866 - Y-Coordinate,STARLINK-5236 - Y-Coordinate,STARLINK-30411 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-4781 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-31046 - Y-Coordinate,STARLINK-5618 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-2130 - Y-Coordinate,STARLINK-2450 - Y-Coordinate,STARLINK-1151 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-3967 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-31814 - Y-Coordinate,STARLINK-2541 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-2507 - Y-Coordinate,STARLINK-1954 - Y-Coordinate,STARLINK-31670 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-4174 - Y-Coordinate,STARLINK-32016 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,STARLINK-5971 - Y-Coordinate,STARLINK-31880 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6265 - Z-Coordinate,STARLINK-1580 - Z-Coordinate,STARLINK-6071 - Z-Coordinate,STARLINK-3653 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-31136 - Z-Coordinate,STARLINK-5918 - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-6349 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-3365 - Z-Coordinate,STARLINK-5347 - Z-Coordinate,STARLINK-31604 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-2547 - Z-Coordinate,STARLINK-31566 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-2327 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-4520 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-2024 - Z-Coordinate,STARLINK-2068 - Z-Coordinate,STARLINK-3298 - Z-Coordinate,STARLINK-4793 - Z-Coordinate,STARLINK-4349 - Z-Coordinate,STARLINK-30918 - Z-Coordinate,STARLINK-4423 - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-6339 - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-30146 - Z-Coordinate,STARLINK-2399 - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-1433 - Z-Coordinate,STARLINK-4560 - Z-Coordinate,STARLINK-5280 - Z-Coordinate,STARLINK-30144 - Z-Coordinate,STARLINK-2108 - Z-Coordinate,STARLINK-5564 - Z-Coordinate,STARLINK-31201 - Z-Coordinate,STARLINK-1402 - Z-Coordinate,STARLINK-11243 [DTC] - Z-Coordinate,STARLINK-6120 - Z-Coordinate,STARLINK-3372 - Z-Coordinate,STARLINK-1193 - Z-Coordinate,STARLINK-5283 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-3674 - Z-Coordinate,STARLINK-6200 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-3665 - Z-Coordinate,STARLINK-30950 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-31069 - Z-Coordinate,STARLINK-30910 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-3366 - Z-Coordinate,STARLINK-31678 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,STARLINK-31576 - Z-Coordinate,STARLINK-30788 - Z-Coordinate,STARLINK-30866 - Z-Coordinate,STARLINK-5236 - Z-Coordinate,STARLINK-30411 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-4781 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-31046 - Z-Coordinate,STARLINK-5618 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-2130 - Z-Coordinate,STARLINK-2450 - Z-Coordinate,STARLINK-1151 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-3967 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-31814 - Z-Coordinate,STARLINK-2541 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-2507 - Z-Coordinate,STARLINK-1954 - Z-Coordinate,STARLINK-31670 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-4174 - Z-Coordinate,STARLINK-32016 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,STARLINK-5971 - Z-Coordinate,STARLINK-31880 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5379.1566,1499.3871,6003.2799,3035.2740,-6387.7562,2659.8263,-2721.7570,-3452.6282,183.1103,-4992.4654,4899.9423,5864.9870,4494.1082,5054.3163,4539.8245,5554.8717,1573.6747,-5228.5306,-2363.8763,-3185.0019,-1568.3026,455.9202,-877.8849,-2282.7341,-1457.0591,6583.4850,-4111.8586,1375.3489,5179.7093,746.4570,792.4676,-1201.7875,-70.8789,-4270.3418,-4378.7929,-4215.3271,4796.5494,-3656.5152,-5426.7906,-4525.0439,-4708.0888,-3874.7682,6728.8944,0.0000,-3368.7166,-5352.6873,4373.1430,5005.6138,-2721.3140,782.6165,-5595.2008,4117.3182,199.0973,3423.3690,6210.1356,4928.8967,6633.5155,309.2880,-1317.4357,-1595.0780,4709.8562,-3444.6415,5013.4390,2009.0625,-269.8095,1120.4346,5477.5616,412.4431,-2008.5960,3979.5533,-1531.6127,-4501.9983,-4758.4886,4262.4362,-1199.3120,-3578.6783,-2315.1242,1899.3131,-2193.9875,-4231.7435,5254.1338,-3893.9199,5816.2392,-6148.6937,-2656.5871,-6403.1940,2465.9006,-6081.7019,4270.3808,980.8915,-3960.1367,2430.5293,3157.0485,2819.5341,2506.9404,-3041.0146,-980.9703,-1143.2231,-4223.5729,-6165.9072,-352534.4225,-364519.3083,-361933.0960,-360221.4468,-365134.5900,-363498.1852,-355885.6945,-356649.8387,116668208.0403,116656463.0807,116649962.0238,116651026.7923,-358407.9867,116659687.1590,-3887.1689,-3965.1133,-2693.1826,-3696.2603,308.5806,4693.9311,2268.5501,2241.7274,6556.4141,547.9593,-4873.3661,3045.3621,-85.0640,4302.9001,-4792.4868,520.4637,6110.0192,-3460.7256,3410.1497,2636.7799,5962.3256,-4079.9621,1549.2322,-6240.8011,6206.1927,1888.4337,-3867.8237,1846.3347,-1393.3809,-1400.6517,-4071.6832,-6528.2154,-5331.3280,-4351.4164,2479.2502,3444.6033,3027.5683,-2388.5259,-4067.6870,-4998.4536,1960.1042,-2240.7945,-1647.6792,0.0000,5866.5132,1214.4733,178.0794,-705.4990,6334.6420,-4758.9216,-3868.4314,-3814.6175,4130.5217,-2466.1502,2296.2178,3440.8390,643.1887,6500.0016,-6751.9041,-6104.5168,-3830.2699,3053.0062,137.3335,-4149.6678,6807.0522,-4128.3442,2816.9299,6034.9569,5008.5544,2424.4179,5076.3708,-2547.9867,3071.7097,5192.2924,4685.8790,2727.5392,-1201.3481,-6495.9620,-6126.1937,3001.9069,4292.2796,3028.3196,2015.0668,-3030.8139,-6267.5049,-1782.0093,-4837.1606,-2175.6999,1144.5169,6502.3879,2075.1231,5642.3976,-4241.5956,3334.4484,6369.4650,-2831.4601,-5601.1637,5832.3760,-3713.0653,-230.5117,173757.0713,141271.4354,162700.6879,163234.0062,156125.4657,157893.1978,154672.0274,157562.3050,-33895392.8320,-33959785.7563,-33935027.8615,-33918723.4227,157670.5479,-33913517.9788,1984.1347,5385.2200,-2167.4508,4963.3877,-2093.7653,-4339.5311,-5989.8050,-5489.5447,-2271.8885,-4642.8903,242.7040,2095.1469,5109.6771,-2018.9667,2048.9683,3783.4940,-2664.2854,2651.2022,5526.8710,5473.0328,3103.2094,5468.8561,-6704.1212,-1904.9860,2639.1719,895.7609,-3952.6805,-6545.3406,4379.4714,-6765.7460,5512.2809,-2067.7738,-4364.0314,3293.3033,4731.1469,4274.4173,-3855.3228,5356.5339,652.6274,-1523.2800,4688.9735,-5256.8077,201.8022,0.0000,-1494.6190,4085.9358,5297.8881,4215.1410,-779.8928,-4964.8453,1106.4169,4072.6258,-5527.8058,5471.4949,-2090.0438,-3491.8194,-1845.0037,-1398.1273,-662.6623,2861.9196,-3160.6292,5124.8347,4664.7955,-5131.0450,-232.1706,5402.2300,2924.4197,-3210.3131,4337.1630,-5156.2283,4449.6131,-4566.1406,-3817.9308,-1008.2830,4924.0562,-5166.7474,6396.3935,1042.0676,2235.6779,4554.2668,-1019.2088,-4834.3656,3136.6216,843.4615,178.3426,1882.3740,-3970.2795,2447.8161,5291.0832,-1783.0679,-5254.9612,-3154.6388,4369.9564,5308.0825,-1085.8947,5497.1015,3944.6937,3293.6077,-4020.1239,-3053.3873,-68710.2580,-74016.5770,-72546.1274,-68572.0543,-67310.2799,-77487.7489,-80304.9185,-72290.4238,38275391.8203,38274184.0753,38261061.0783,38279555.5657,-72565.4952,38271360.1700,
300.000,-5707.6626,-681.2622,5476.9370,2010.4712,-5437.1630,4357.6828,-2802.3043,-2157.8948,1768.4053,-4662.0759,3858.8478,6692.2188,3539.0480,6142.1261,3761.4976,6280.6773,2937.4290,-5441.4096,-432.2324,-1576.8703,42.7671,-1692.5246,-2801.7530,-3198.6776,-258.7158,6811.2989,-5580.0646,-583.2187,4879.0458,2733.3434,-1354.9541,-1692.7217,-1704.1203,-5710.8738,-4092.1673,-2378.6871,4647.5128,-4152.5188,-5940.8273,-4965.1894,-3256.1650,-4135.9161,6002.8480,0.0000,-1711.4921,-5210.9560,3692.7059,3587.7960,-1141.0556,-1199.7090,-5777.2750,2458.9078,2338.9783,2295.5280,6860.4264,4286.0822,6889.3239,1865.2091,-2403.6321,-3001.6857,2992.1349,-1460.9430,4779.9974,-135.8819,1252.3132,-798.0811,5186.2852,1751.7310,116.2660,5529.9277,343.9334,-4354.1904,-3012.9279,4822.7573,388.4670,-2787.5329,-3907.0890,412.6159,-3477.2489,-3795.8464,5560.6481,-1942.7684,6690.4611,-6570.8933,-3923.2711,-6881.6190,516.7400,-6790.8985,4029.5935,2434.5371,-3450.5555,3294.4102,2245.6152,3895.0981,3712.1121,-4277.9747,-2868.2912,514.8121,-4384.4697,-6647.8079,-356210.9722,-367476.4320,-365110.5009,-363442.1553,-368426.6059,-366792.2902,-359207.5123,-359900.2699,117385536.8632,117374868.8010,117368032.2289,117368659.7494,-361679.7297,117377113.1046,-2177.9656,-4147.4789,-4182.5622,-5310.7428,1572.0806,4469.2374,4148.5940,3971.4395,6661.7161,2655.8775,-5523.8233,1708.2535,-2035.7246,3180.1871,-5794.9926,-923.0677,6112.3092,-1597.9982,4395.5542,4104.9312,5299.8557,-4259.5247,2438.5505,-5044.8146,6834.7153,700.9003,-3188.3142,725.6302,-3373.1025,-2210.0561,-4307.9919,-5468.0145,-4164.5624,-3365.7230,4289.1494,4498.2044,1121.3429,-273.2167,-2556.8262,-3626.8673,838.6341,-95.3144,-3006.0808,0.0000,6073.9938,3155.3212,-1890.6652,-2223.4461,6467.5263,-4035.4823,-2499.4444,-3441.6745,3854.6688,-4253.0216,867.9212,2040.8077,-578.7173,6385.4179,-6017.4766,-4857.0814,-4250.0778,3882.9781,-2012.2612,-4139.1332,6468.1125,-4934.9294,1112.3424,4866.1619,5076.1875,2186.2794,5839.5367,-511.1891,4181.3430,3933.5776,5721.5619,4565.2855,173.5526,-6818.1090,-5920.3898,4732.4369,2955.1415,3780.7675,878.5973,-1897.6528,-5397.0723,-618.0750,-4512.2640,-1058.1309,-1013.1376,5557.6403,4022.3275,4121.5476,-5725.9117,1440.0029,5287.5809,-1044.8014,-5594.7972,6467.5342,-1792.4799,1111.1061,166329.3761,133607.4292,155137.4443,155560.6126,148478.5218,150223.0219,147099.2742,150056.6744,-31336393.5394,-31400905.1591,-31376125.9953,-31360262.9744,150043.8943,-31354507.6513,3261.5207,5413.6849,-695.8038,3910.0684,-3641.5264,-2994.3126,-4833.5874,-5162.0025,-813.7688,-4242.0598,-1560.9034,616.4478,5443.8656,-532.4892,273.6819,2273.7577,-947.4803,3762.6494,5316.2919,5265.1982,4418.5640,5075.8599,-5858.6978,-3481.1605,925.0366,-922.0722,-2485.4039,-6876.0850,3575.2967,-5994.5790,5216.1466,-3947.4032,-5217.9970,2023.8200,3548.2844,4690.6755,-4917.8018,5518.0787,2137.1501,-3160.5049,6054.4145,-5527.4838,1714.7523,0.0000,-2861.4892,3119.6136,5478.2541,5048.2635,-2241.8771,-5494.0604,2800.6946,5493.1366,-5227.2885,4939.4234,-611.2983,-5078.6519,-55.3243,162.5067,-2406.7961,3921.3940,-4454.2156,5498.4389,4474.3948,-5516.6220,-1753.7881,4744.2805,4280.4868,-4489.8138,4705.4600,-3596.4182,3702.7663,-5328.2966,-4483.3281,-2726.0400,3844.4268,-4280.2870,5695.6661,-510.1506,476.3122,3299.4358,-2726.3922,-5443.8887,1491.1978,-974.4182,-1367.8086,98.8928,-4961.7973,712.2815,5502.3663,-3101.8019,-4417.2656,-4456.7097,3042.8707,5477.0414,-2512.1487,5300.7647,2895.9326,2025.1791,-5035.1702,-1396.1003,-68582.9612,-73901.7521,-72316.7024,-68599.8579,-67080.8848,-77138.6138,-80304.2702,-72651.4284,38276416.9463,38274760.7504,38261572.3954,38280042.0210,-72437.6763,38272139.1186,
600.000,-5507.6922,-2787.1443,4422.5450,827.8730,-3908.2883,5609.3973,-2661.7977,-694.8048,3175.5820,-3902.9859,2421.1754,6869.9950,2269.1283,6633.4789,2610.9661,6341.6198,3990.4354,-5129.3372,1510.9292,147.6661,1689.1630,-3654.5996,-4460.9986,-3835.5467,954.9885,6360.8498,-6480.3525,-2427.7714,4137.9481,4461.4037,-3354.5018,-2064.1231,-3212.8300,-6593.5765,-3436.0572,-325.9118,4076.1551,-4297.4640,-5861.2975,-4941.7682,-1409.0454,-4047.5371,4690.8252,0.0000,131.3362,-4571.6414,2697.4950,1788.0026,567.8108,-3093.5389,-5399.8194,517.4155,4246.9402,991.3743,6848.0144,3259.3539,6458.3920,3217.5149,-3277.4096,-4153.4858,954.5726,651.4323,4110.5724,-2274.3681,2663.7225,-2605.0132,4393.9415,2959.9962,2235.5853,6511.4454,2161.2521,-3829.0991,-973.5185,4903.3682,1901.1257,-1760.2551,-5139.4280,-1120.5261,-4404.5188,-3017.2244,5323.4152,190.5217,6897.6173,-6340.7389,-4800.3605,-6672.9871,-1516.1637,-6821.5006,3447.3507,3669.5847,-2645.9179,3880.3901,1140.3799,4632.7876,4581.2179,-5133.1000,-4461.0905,2101.3882,-4164.8566,-6463.2593,-359731.4963,-370272.0680,-368123.4140,-366496.9854,-371554.2073,-369917.8768,-362369.7857,-363128.2473,118046738.3755,118037150.6189,118029976.2946,118030199.3298,-364789.1648,118038410.9524,-239.4484,-3968.9833,-5260.3475,-6400.3663,2707.5135,3832.2449,5594.8813,5327.2987,6126.1384,4494.1911,-5636.9664,211.5165,-3807.1120,1754.3534,-6218.2491,-2242.7767,5492.8307,446.1823,4995.7010,5197.1207,4138.4403,-4058.8676,2991.7072,-3342.5601,6779.2375,-566.8542,-2215.5234,-554.7817,-5016.3054,-2705.8397,-4171.8854,-3851.2367,-2616.9883,-2072.7235,5659.4556,5157.3227,-923.4404,1857.2789,-768.9445,-1875.8191,-299.7128,2056.6032,-4088.8836,0.0000,5711.5443,4764.9132,-3790.4511,-3536.6902,5986.7829,-2967.2726,-855.5800,-2782.9112,3253.6304,-5637.8414,-638.3585,389.6190,-1742.3654,5567.6569,-4680.5793,-3148.6397,-4283.7475,4383.2281,-3960.3192,-3777.2500,5470.2544,-5290.3827,-740.1304,3217.7513,4695.9586,1773.0390,6060.8533,1595.2956,4910.2105,2244.9728,6210.0977,5940.8375,1468.0700,-6454.3854,-5119.3048,5980.9717,1295.6582,4217.5302,-328.5488,-564.6852,-3968.3311,606.3756,-3751.1490,156.9521,-3079.7140,4050.0877,5565.2433,2190.1716,-6627.0891,-571.2739,3688.7675,808.7800,-5067.3311,6444.1312,321.0794,2325.4479,158822.4256,125882.7793,147503.2332,147817.0260,140763.1357,142483.9707,139456.9140,142480.0826,-28762240.5582,-28826844.5850,-28802043.9000,-28786627.7487,142349.3589,-28780339.8806,4188.8889,4844.6025,850.5601,2431.8453,-4764.0422,-1327.4245,-3167.0221,-4266.2456,731.2177,-3369.3507,-3196.2246,-928.2561,5164.2728,1010.9059,-1531.1813,499.6634,874.5822,4449.1003,4533.2516,4477.6361,5255.2294,4118.7520,-4389.7349,-4682.0110,-889.5247,-2640.1600,-747.2637,-6476.8635,2387.6309,-4588.8825,4355.3206,-5408.7880,-5504.8055,537.4818,1982.0615,4603.3324,-5438.2266,5085.5494,3380.5377,-4456.8400,6772.5371,-5201.2253,3043.7786,0.0000,-3921.6822,1806.5284,5058.6966,5252.6750,-3464.5761,-5434.3365,4189.6737,6327.7008,-4361.7639,3874.9390,932.6503,-6127.7879,1740.3057,1703.4728,-3891.0653,4560.5712,-5253.6334,5274.1042,3788.5598,-5304.8710,-3078.0322,3570.7153,5155.4931,-5272.0137,4569.0172,-1654.8128,2558.3557,-5513.8414,-4648.2239,-4134.1436,2348.7150,-2920.0152,4381.3299,-2005.7462,-1335.2122,1687.5770,-4132.8129,-5466.0975,-315.4550,-2686.8623,-2759.5650,-1695.3115,-5373.9505,-1100.3330,5117.0632,-4071.2585,-3100.7812,-5277.3096,1380.1462,5046.6111,-3669.4216,4528.6411,1535.8771,526.7437,-5508.1159,413.8990,-68455.9338,-73786.7641,-72087.4655,-68632.6691,-66854.9688,-76783.2514,-80298.4085,-72996.2212,38277440.0704,38275337.2575,38262086.0386,38280514.3103,-72309.8152,38272917.9996,
