sl_100_5400_20270401 Coordinates.csv
2027/04/01 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:12 2024,
Start: 2027/04/01 07:47:00.00, Stop: 2027/04/01 09:17:00.00,
TIME_UNITS,STARLINK-3983 - X-Coordinate,STARLINK-3460 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-4177 - X-Coordinate,STARLINK-4507 - X-Coordinate,STARLINK-30107 - X-Coordinate,STARLINK-1679 - X-Coordinate,STARLINK-2732 - X-Coordinate,STARLINK-30715 - X-Coordinate,STARLINK-6194 - X-Coordinate,STARLINK-31330 - X-Coordinate,STARLINK-3547 - X-Coordinate,STARLINK-1597 - X-Coordinate,STARLINK-4509 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-3161 - X-Coordinate,STARLINK-31903 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-3943 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-32088 - X-Coordinate,STARLINK-2499 - X-Coordinate,STARLINK-1053 - X-Coordinate,STARLINK-2468 - X-Coordinate,STARLINK-30782 - X-Coordinate,STARLINK-5052 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-5266 - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-30357 - X-Coordinate,STARLINK-5365 - X-Coordinate,STARLINK-6377 - X-Coordinate,STARLINK-4777 - X-Coordinate,STARLINK-5990 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-31684 - X-Coordinate,STARLINK-4379 - X-Coordinate,STARLINK-3811 - X-Coordinate,STARLINK-5101 - X-Coordinate,STARLINK-2393 - X-Coordinate,STARLINK-11191 [DTC] - X-Coordinate,STARLINK-11188 [DTC] - X-Coordinate,STARLINK-5351 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-32044 - X-Coordinate,STARLINK-3923 - X-Coordinate,STARLINK-3512 - X-Coordinate,STARLINK-31752 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-1043 - X-Coordinate,STARLINK-5599 - X-Coordinate,STARLINK-3044 - X-Coordinate,STARLINK-30219 - X-Coordinate,STARLINK-2631 - X-Coordinate,STARLINK-3049 - X-Coordinate,STARLINK-5682 - X-Coordinate,STARLINK-1329 - X-Coordinate,STARLINK-2692 - X-Coordinate,STARLINK-5549 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-3045 - X-Coordinate,STARLINK-30845 - X-Coordinate,STARLINK-4809 - X-Coordinate,STARLINK-30786 - X-Coordinate,STARLINK-11254 [DTC] - X-Coordinate,STARLINK-3538 - X-Coordinate,STARLINK-2298 - X-Coordinate,STARLINK-2185 - X-Coordinate,STARLINK-1800 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-31318 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-32095 - X-Coordinate,STARLINK-31453 - X-Coordinate,STARLINK-3227 - X-Coordinate,STARLINK-2514 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-2659 - X-Coordinate,STARLINK-1142 - X-Coordinate,STARLINK-6072 - X-Coordinate,STARLINK-30457 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-2605 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-6276 - X-Coordinate,STARLINK-3415 - X-Coordinate,STARLINK-1784 - X-Coordinate,STARLINK-2556 - X-Coordinate,STARLINK-1009 - X-Coordinate,STARLINK-4159 - X-Coordinate,STARLINK-3247 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-2646 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3983 - Y-Coordinate,STARLINK-3460 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-4177 - Y-Coordinate,STARLINK-4507 - Y-Coordinate,STARLINK-30107 - Y-Coordinate,STARLINK-1679 - Y-Coordinate,STARLINK-2732 - Y-Coordinate,STARLINK-30715 - Y-Coordinate,STARLINK-6194 - Y-Coordinate,STARLINK-31330 - Y-Coordinate,STARLINK-3547 - Y-Coordinate,STARLINK-1597 - Y-Coordinate,STARLINK-4509 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-3161 - Y-Coordinate,STARLINK-31903 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-3943 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-32088 - Y-Coordinate,STARLINK-2499 - Y-Coordinate,STARLINK-1053 - Y-Coordinate,STARLINK-2468 - Y-Coordinate,STARLINK-30782 - Y-Coordinate,STARLINK-5052 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-5266 - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-30357 - Y-Coordinate,STARLINK-5365 - Y-Coordinate,STARLINK-6377 - Y-Coordinate,STARLINK-4777 - Y-Coordinate,STARLINK-5990 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-31684 - Y-Coordinate,STARLINK-4379 - Y-Coordinate,STARLINK-3811 - Y-Coordinate,STARLINK-5101 - Y-Coordinate,STARLINK-2393 - Y-Coordinate,STARLINK-11191 [DTC] - Y-Coordinate,STARLINK-11188 [DTC] - Y-Coordinate,STARLINK-5351 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-32044 - Y-Coordinate,STARLINK-3923 - Y-Coordinate,STARLINK-3512 - Y-Coordinate,STARLINK-31752 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-1043 - Y-Coordinate,STARLINK-5599 - Y-Coordinate,STARLINK-3044 - Y-Coordinate,STARLINK-30219 - Y-Coordinate,STARLINK-2631 - Y-Coordinate,STARLINK-3049 - Y-Coordinate,STARLINK-5682 - Y-Coordinate,STARLINK-1329 - Y-Coordinate,STARLINK-2692 - Y-Coordinate,STARLINK-5549 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-3045 - Y-Coordinate,STARLINK-30845 - Y-Coordinate,STARLINK-4809 - Y-Coordinate,STARLINK-30786 - Y-Coordinate,STARLINK-11254 [DTC] - Y-Coordinate,STARLINK-3538 - Y-Coordinate,STARLINK-2298 - Y-Coordinate,STARLINK-2185 - Y-Coordinate,STARLINK-1800 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-31318 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-32095 - Y-Coordinate,STARLINK-31453 - Y-Coordinate,STARLINK-3227 - Y-Coordinate,STARLINK-2514 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-2659 - Y-Coordinate,STARLINK-1142 - Y-Coordinate,STARLINK-6072 - Y-Coordinate,STARLINK-30457 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-2605 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-6276 - Y-Coordinate,STARLINK-3415 - Y-Coordinate,STARLINK-1784 - Y-Coordinate,STARLINK-2556 - Y-Coordinate,STARLINK-1009 - Y-Coordinate,STARLINK-4159 - Y-Coordinate,STARLINK-3247 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-2646 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3983 - Z-Coordinate,STARLINK-3460 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-4177 - Z-Coordinate,STARLINK-4507 - Z-Coordinate,STARLINK-30107 - Z-Coordinate,STARLINK-1679 - Z-Coordinate,STARLINK-2732 - Z-Coordinate,STARLINK-30715 - Z-Coordinate,STARLINK-6194 - Z-Coordinate,STARLINK-31330 - Z-Coordinate,STARLINK-3547 - Z-Coordinate,STARLINK-1597 - Z-Coordinate,STARLINK-4509 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-3161 - Z-Coordinate,STARLINK-31903 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-3943 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-32088 - Z-Coordinate,STARLINK-2499 - Z-Coordinate,STARLINK-1053 - Z-Coordinate,STARLINK-2468 - Z-Coordinate,STARLINK-30782 - Z-Coordinate,STARLINK-5052 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-5266 - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-30357 - Z-Coordinate,STARLINK-5365 - Z-Coordinate,STARLINK-6377 - Z-Coordinate,STARLINK-4777 - Z-Coordinate,STARLINK-5990 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-31684 - Z-Coordinate,STARLINK-4379 - Z-Coordinate,STARLINK-3811 - Z-Coordinate,STARLINK-5101 - Z-Coordinate,STARLINK-2393 - Z-Coordinate,STARLINK-11191 [DTC] - Z-Coordinate,STARLINK-11188 [DTC] - Z-Coordinate,STARLINK-5351 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-32044 - Z-Coordinate,STARLINK-3923 - Z-Coordinate,STARLINK-3512 - Z-Coordinate,STARLINK-31752 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-1043 - Z-Coordinate,STARLINK-5599 - Z-Coordinate,STARLINK-3044 - Z-Coordinate,STARLINK-30219 - Z-Coordinate,STARLINK-2631 - Z-Coordinate,STARLINK-3049 - Z-Coordinate,STARLINK-5682 - Z-Coordinate,STARLINK-1329 - Z-Coordinate,STARLINK-2692 - Z-Coordinate,STARLINK-5549 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-3045 - Z-Coordinate,STARLINK-30845 - Z-Coordinate,STARLINK-4809 - Z-Coordinate,STARLINK-30786 - Z-Coordinate,STARLINK-11254 [DTC] - Z-Coordinate,STARLINK-3538 - Z-Coordinate,STARLINK-2298 - Z-Coordinate,STARLINK-2185 - Z-Coordinate,STARLINK-1800 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-31318 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-32095 - Z-Coordinate,STARLINK-31453 - Z-Coordinate,STARLINK-3227 - Z-Coordinate,STARLINK-2514 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-2659 - Z-Coordinate,STARLINK-1142 - Z-Coordinate,STARLINK-6072 - Z-Coordinate,STARLINK-30457 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-2605 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-6276 - Z-Coordinate,STARLINK-3415 - Z-Coordinate,STARLINK-1784 - Z-Coordinate,STARLINK-2556 - Z-Coordinate,STARLINK-1009 - Z-Coordinate,STARLINK-4159 - Z-Coordinate,STARLINK-3247 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-2646 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3993.7961,1204.3010,-4583.7596,-2347.9566,2246.0544,-1030.0500,4227.0574,-4329.0929,-2270.2617,-2630.8120,3321.7009,4136.3876,1287.7861,-4505.3453,3822.2961,3718.3233,6537.9804,-3518.6860,-3816.7109,-3138.7658,2920.5474,4659.6017,2935.3696,-4838.7852,-2934.3223,5589.9518,5443.7402,-174.8103,-5213.7528,-3678.0508,-2416.5235,3390.2939,-4041.6623,2454.2591,-617.1181,627.2611,-5297.4996,444.5299,4744.3827,4983.7574,-2914.0578,-3480.6376,502.6348,-1836.6995,-6310.6571,2268.9286,4884.3677,2337.9408,2548.5496,-659.1157,5509.3247,4407.0865,0.0000,1280.8625,5574.7216,-6455.6884,-3372.2654,-4919.2058,-3505.1856,5112.8096,-4700.3658,-4990.4337,-3334.2513,5105.2650,-3631.3958,2990.7204,-3449.7664,6225.8032,0.0000,848.1641,4437.0110,6240.5708,1225.5665,2723.5133,-803.7615,-3601.2680,1343.0401,4076.3601,3551.4658,3146.8099,3520.2203,6756.5401,-31.4904,-3512.1800,4101.3519,115.3195,628.8351,-2040.2870,-5674.4215,-2033.1944,4182.1287,3440.9036,-2978.9451,5708.6157,-4158.4291,-3741.7868,-1458.9224,-4636.2462,-998.8166,-4983.4034,-376515.0234,-373572.5356,-382277.8206,-380538.3080,-385693.6050,-383996.7095,-376500.4672,-380003.9770,113473313.3723,113454980.1581,113452774.5120,113457996.5886,-378918.4247,113460337.4040,-3997.4577,6202.5919,4260.5944,3832.8956,-6073.1572,-6178.9692,-646.5399,4100.1450,6233.8481,-4369.8886,3970.7104,-497.9854,-4155.6461,5067.8705,-2631.6057,-5590.8989,-1415.8186,2540.2308,2532.1488,5919.6674,5960.8372,70.8770,1466.2787,-3433.5788,-4850.1090,-3024.7450,4115.8710,-6457.9795,-1296.2155,5541.5880,-4911.6760,-1664.2480,331.0104,-6442.8849,-6362.2811,5158.8824,4355.8460,3508.8056,17.1287,0.2553,3429.9030,-4436.9056,5965.9697,3757.0378,2345.9119,-4173.8809,1988.4258,3542.5591,-3588.8572,-6786.3676,-279.9960,-5003.6783,0.0000,-4006.0391,2356.5490,2026.5759,2957.2136,-1187.6768,5901.4619,4630.7590,-1981.1243,-4455.8015,5967.7399,3606.8719,2316.4612,-1131.7531,4684.3734,-2612.9957,0.0000,4118.7002,64.3092,1972.9795,-4359.3392,6045.6043,-4576.4054,3556.6832,4674.2118,-1757.2584,-3965.2289,4331.7801,2180.5951,-1167.2800,5025.0326,2871.5579,-4262.4807,-6128.6468,5065.8524,-4725.3962,1808.6188,5346.2603,-3048.8006,-4533.9717,-5789.0161,-1710.0577,-2522.4307,1771.1602,5646.1324,922.8732,5923.2652,-1676.4637,35732.1981,11485.1249,22549.4758,23029.6267,16094.8006,17808.7645,14322.1852,17249.0191,-37268860.3864,-37329734.7866,-37302067.8057,-37274137.1059,17407.1667,-37282764.3565,-3982.8580,2853.2518,-2922.0393,-5238.2722,2419.0901,-2975.1789,-5437.7510,3545.5922,-1745.5406,4694.8627,4465.3513,5507.0218,-5287.2552,-1348.1001,-5126.8588,1693.5925,1384.6920,-5148.0597,5168.6235,-1351.2573,-2141.0477,-5107.8875,-6121.1234,3582.3339,-3784.0910,-2351.7170,-1044.0359,2398.9367,4363.1385,-1880.5559,4251.9282,5807.3452,-5634.0533,-571.8907,-2665.2714,4577.9573,802.3632,6002.0153,-4950.1519,-4641.8231,5172.5477,3972.5725,-3503.7564,5470.1846,-63.2388,-4707.6323,-4335.9471,-5331.5747,5313.8895,-733.9252,4126.9175,1837.0015,0.0000,-5468.3241,-3315.6112,-1603.5189,5280.3558,-4670.1777,268.4377,-455.0095,-4689.6646,1336.2626,954.0112,3010.9563,5400.8868,6151.7905,3731.0936,-1345.7285,0.0000,5224.9723,5278.9121,-1499.7085,-5233.2009,-1493.9836,-5122.9547,4716.6636,4781.7090,-5303.8737,-4266.1130,-4222.9749,-5525.3935,708.7766,4680.5499,5189.1086,2943.8243,3269.2707,4635.1024,4588.3705,-3416.2355,3526.7683,-4600.2854,-3921.1965,-2302.6218,3446.2018,4891.7801,5530.5896,3752.4426,-5038.3949,-3392.2484,4442.5664,-133882.0007,-135522.8243,-137085.8015,-133100.2339,-131846.8338,-142027.4467,-144836.3661,-135709.1416,37819269.1985,37811590.2576,37797750.8747,37819537.0486,-137099.7638,37811806.9982,
300.000,2094.6119,2340.8953,-2910.5070,-209.0669,698.2030,-2717.1624,4135.9588,-3739.6031,-1138.7558,-4408.5597,5006.2960,3494.8951,-890.2853,-3132.0311,3200.1805,2456.9410,6293.9902,-1650.7452,-1974.0536,-1477.2307,4380.6319,5237.3549,4701.3749,-6130.2524,-4681.0062,4138.1394,5697.6736,-1465.0440,-5915.7003,-2722.6111,-4280.8083,1329.4345,-2290.0246,981.4020,-2179.1533,2688.4993,-4101.3378,1990.1486,5338.7397,4790.6956,-4266.6657,-3984.7910,2203.9494,272.0658,-5559.1955,132.4442,5836.3511,3715.0210,443.3700,-1818.0491,4274.0956,3567.2632,0.0000,-697.9646,5137.4374,-6397.4811,-1428.5127,-5336.4704,-2250.8729,5578.6120,-5467.6165,-5814.9318,-2231.1575,3788.5534,-1952.0442,3555.3846,-2185.8845,5115.6673,0.0000,2754.6746,3644.7215,5906.8876,-520.0966,3570.1364,-2755.0561,-1951.6736,3219.9259,3680.2038,1559.7446,4314.4664,4572.1083,6027.1889,2107.9418,-2661.3840,2321.4377,-588.7941,2668.6144,-3170.2694,-5730.6310,-226.8334,2521.6205,1533.7404,-4231.5581,4237.4367,-4205.5814,-2705.7241,-197.2916,-4840.8847,295.0307,-6116.4906,-377296.2461,-373732.7578,-382492.8149,-380800.2851,-386025.8599,-384332.0451,-376859.8761,-379872.8016,114265027.6929,114247776.5819,114245204.3262,114249255.9097,-379229.7249,114252138.2873,-4275.8371,4961.7224,4567.7465,4129.4840,-5661.4730,-6167.3257,-2732.4666,5498.2321,6762.6871,-3227.4836,3406.9121,-2576.5696,-4040.9205,5377.6973,-4488.6340,-6473.5609,-2625.6351,3694.1702,3640.3339,6084.3670,5384.8449,-1793.6495,652.2054,-2175.6438,-4165.5406,-3748.6526,2771.9118,-5501.0690,575.2267,6350.8345,-4295.1042,-2162.8685,1446.2367,-6776.9033,-5378.0127,5007.0541,4941.1369,4588.8648,-1809.3659,-2145.7455,4118.4504,-2579.9499,4942.6122,4310.2845,3365.7209,-4088.3186,205.9525,1837.1882,-4119.9873,-6133.5352,-1800.2659,-5927.1569,0.0000,-4755.8232,624.1031,2671.9895,3898.1604,893.9085,6156.8731,3431.2918,-14.5698,-3539.0587,6476.6573,3213.4788,3701.9525,-3015.0800,6021.6411,-3487.2472,0.0000,2996.7836,-1953.9206,535.4301,-5335.6395,4857.9331,-4773.4149,4923.0783,4783.2461,-3742.7337,-4752.8530,2542.8090,307.5366,-2274.6187,4843.8192,4678.1203,-4468.3755,-6804.8604,4348.3928,-3012.2682,3310.0191,4806.4157,-4419.8323,-4547.4752,-5427.4631,-2783.6946,-414.6525,3659.3347,6564.2408,2842.0456,6654.0477,-332.2291,27756.1360,3326.9152,14592.0908,14963.5068,8057.4463,9748.2966,6360.1010,9145.0615,-34778979.5837,-34839971.1145,-34812150.4203,-34784495.8609,9389.4025,-34792851.8260,-5012.6632,4235.6345,-4286.4421,-5526.8659,3900.4089,-1631.3270,-4824.6115,1984.6196,55.2287,4267.7074,3178.3951,5370.0802,-5455.4193,-3013.9964,-4174.2559,178.6957,-431.7507,-5382.1848,5526.2694,-2744.6903,-670.5741,-4141.7429,-5069.6726,2396.6316,-2679.9634,-3842.2655,-2744.8773,3880.1199,3548.0751,-92.8325,3359.3443,6444.7438,-6391.1340,974.1010,-3781.6635,3959.5570,2533.3111,4852.0820,-3902.2183,-4339.2037,3445.3227,5002.7012,-4340.6889,5363.4186,1752.6892,-5291.7466,-3535.5201,-5409.6567,5517.1335,-2474.8914,5092.5314,47.6356,0.0000,-4947.8686,-4565.9251,514.7424,5546.1352,-4259.1092,2045.3879,-2216.9679,-4256.0411,-482.8402,-860.5587,4838.9159,5496.1425,5134.6499,2597.7854,-3013.6992,0.0000,5330.1479,5518.4405,-3150.4656,-4375.4784,-3141.7860,-4177.3613,4452.5640,3646.7621,-4503.0999,-4638.8886,-4628.7640,-5164.8276,2446.4222,4387.6071,4308.5761,4274.4136,1280.7397,4638.1187,5329.7730,-1824.5825,4687.8404,-4696.4841,-4974.3217,-551.6307,4653.9785,5451.0949,5198.4255,2233.5576,-4026.7625,-1792.2679,3144.8023,-133806.5256,-135419.4414,-136891.1703,-133162.7354,-131652.0871,-141713.2360,-144870.6373,-135381.3360,37820291.4697,37812203.3579,37798343.2654,37820678.8866,-137006.7349,37812623.0482,
600.000,-24.4165,3293.7297,-929.3979,1946.9214,-954.2686,-4128.7981,3688.5124,-2802.7643,109.8348,-5774.4801,6168.5616,2564.4516,-2983.1745,-1425.7192,2307.2939,958.2853,5398.0714,364.9219,38.3709,353.9286,5419.1611,5331.7631,6007.1630,-6829.0991,-5942.7899,2240.4872,5404.1963,-2650.5340,-6066.6540,-1496.2716,-5725.6877,-853.5895,-344.2419,-596.3761,-3563.3904,4480.0209,-2478.9589,3289.7919,5422.4218,4150.7163,-5170.4159,-4146.8809,3726.5918,2335.4016,-4199.1353,-2031.9074,6217.3748,4755.8122,-1693.8559,-2819.7897,2640.5993,2372.9999,0.0000,-2578.1758,4225.7037,-5686.8223,632.8440,-5264.7370,-748.1145,5506.9841,-5739.2496,-6039.3389,-895.9145,2096.5879,-117.3393,3818.6052,-733.3720,3482.0938,0.0000,4394.1320,2544.8035,4948.8451,-2178.3177,4078.0531,-4412.5574,-143.7462,4743.4049,2969.4645,-580.6722,5085.0522,5215.3496,4689.5819,4034.7694,-1592.4151,256.6817,-1216.2255,4460.5349,-4039.8262,-5217.2928,1640.0849,644.1319,-545.6785,-5056.0258,2348.8889,-3893.6748,-1455.1152,1059.1368,-4603.5921,1539.5133,-6645.2312,-377908.5550,-373718.9207,-382536.0723,-380889.1241,-386186.3677,-384491.5610,-377052.4535,-379518.1985,115002107.6713,114985940.9467,114982995.6739,114985896.9016,-379371.3671,114989303.0260,-4185.0674,3239.6145,4464.7824,4076.8296,-4712.9567,-5567.9534,-4538.4351,6346.7443,6600.4974,-1811.4027,2528.4791,-4413.3526,-3575.4294,5179.0591,-5898.6709,-6726.0494,-3568.8050,4506.2188,4442.7250,5651.2344,4300.7075,-3451.4892,-163.4070,-729.9466,-3080.9071,-4120.3083,1128.9310,-4003.2890,2366.6224,6525.6426,-3294.6531,-2524.9878,2489.9446,-6451.7477,-3885.5616,4406.5812,5056.1594,5251.9956,-3422.3854,-4069.8769,4305.8708,-459.7375,3466.3680,4488.8480,4040.8128,-3614.8724,-1570.2104,-20.1129,-4301.2961,-4854.9229,-3188.7652,-6260.5605,0.0000,-5078.2604,-1205.0088,3052.3405,4512.9373,2871.1116,5799.1537,1872.7256,1930.7684,-2250.6481,6341.3842,2413.8293,4767.9797,-4561.0068,6772.8062,-4043.4314,0.0000,1602.0385,-3803.2692,-992.8915,-5817.1098,3152.8211,-4539.0457,5839.6956,4433.8997,-5352.4295,-5102.0321,512.9635,-1561.3878,-3181.0079,4222.7552,6021.9913,-4212.1757,-6791.5940,3246.0246,-1018.3542,4458.9138,3787.1034,-5397.8560,-4161.7481,-4526.8293,-3629.1008,1743.5333,5205.7232,6840.7470,4457.0226,6721.9310,1011.6575,19761.6346,-4828.2885,6626.1286,6889.5413,14.0406,1681.1913,-1609.0270,1075.5842,-32272303.2836,-32333385.7489,-32305411.1540,-32278093.8672,1366.2187,-32286140.4158,-5502.9007,5165.0566,-5187.7685,-5218.1206,4960.7442,-112.8943,-3692.8659,211.7472,1849.8551,3384.5361,1537.3757,4653.4959,-5019.7396,-4354.9414,-2772.1041,-1355.4131,-2199.9472,-4990.1612,5287.5139,-3831.9022,870.4639,-2729.3640,-3479.8525,954.3401,-1274.0548,-4893.7214,-4148.5051,4938.7070,2351.8374,1704.9073,2107.3901,6393.9227,-6469.8688,2415.0128,-4492.6072,2916.7627,3989.6440,3191.9438,-2423.0999,-3547.7864,1337.6104,5490.3876,-4714.7398,4672.8052,3363.6684,-5247.7988,-2339.3949,-4880.3995,5123.4918,-3942.4657,5503.9800,-1746.8876,0.0000,-3891.2831,-5321.9280,2578.3022,5219.0502,-3383.6965,3597.0639,-3739.7510,-3366.8451,-2247.7734,-2581.8349,6150.6939,4998.8450,3570.0226,1184.0521,-4352.6692,0.0000,4807.8436,5159.9278,-4431.2118,-3047.6810,-4433.4432,-2782.0667,3709.9400,2102.8365,-3217.7930,-4491.9273,-4515.3544,-4246.3101,3917.4623,3612.3454,2960.0044,5079.1307,-843.9953,4137.6772,5492.9871,-31.7920,5299.2044,-4289.3203,-5491.6270,1259.1509,5353.7726,5419.9474,4305.7820,475.9586,-2580.2188,2.5219,1503.7163,-133731.1886,-135317.1919,-136696.6826,-133230.2114,-131460.7862,-141392.7650,-144899.6594,-135182.9335,37821310.2123,37812816.4121,37798939.1217,37821802.5255,-136913.6295,37813439.0370,
