sl_100_5400_20270406 Coordinates.csv
2027/04/06 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:22 2024,
Start: 2027/04/06 07:47:00.00, Stop: 2027/04/06 09:17:00.00,
TIME_UNITS,STARLINK-6271 - X-Coordinate,STARLINK-6084 - X-Coordinate,STARLINK-1255 - X-Coordinate,STARLINK-5428 - X-Coordinate,STARLINK-11245 [DTC] - X-Coordinate,STARLINK-31504 - X-Coordinate,STARLINK-1308 - X-Coordinate,STARLINK-3886 - X-Coordinate,STARLINK-4134 - X-Coordinate,STARLINK-2513 - X-Coordinate,STARLINK-2509 - X-Coordinate,STARLINK-30085 - X-Coordinate,STARLINK-3397 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-2649 - X-Coordinate,STARLINK-31462 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-3994 - X-Coordinate,STARLINK-31864 - X-Coordinate,STARLINK-11163 [DTC] - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-30183 - X-Coordinate,STARLINK-30877 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-30891 - X-Coordinate,STARLINK-30592 - X-Coordinate,STARLINK-30192 - X-Coordinate,STARLINK-1862 - X-Coordinate,STARLINK-6293 - X-Coordinate,STARLINK-2329 - X-Coordinate,STARLINK-5873 - X-Coordinate,STARLINK-30120 - X-Coordinate,STARLINK-32083 - X-Coordinate,STARLINK-30154 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-3857 - X-Coordinate,STARLINK-31597 - X-Coordinate,STARLINK-32148 - X-Coordinate,STARLINK-1297 - X-Coordinate,STARLINK-5828 - X-Coordinate,STARLINK-32286 - X-Coordinate,STARLINK-31833 - X-Coordinate,STARLINK-1551 - X-Coordinate,STARLINK-2497 - X-Coordinate,STARLINK-5271 - X-Coordinate,STARLINK-2018 - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-2253 - X-Coordinate,STARLINK-3265 - X-Coordinate,STARLINK-32290 - X-Coordinate,STARLINK-3755 - X-Coordinate,STARLINK-5843 - X-Coordinate,STARLINK-1930 - X-Coordinate,STARLINK-1675 - X-Coordinate,STARLINK-1413 - X-Coordinate,STARLINK-30466 - X-Coordinate,STARLINK-1790 - X-Coordinate,STARLINK-4750 - X-Coordinate,STARLINK-5356 - X-Coordinate,STARLINK-3242 - X-Coordinate,STARLINK-5757 - X-Coordinate,STARLINK-30079 - X-Coordinate,STARLINK-2152 - X-Coordinate,STARLINK-3460 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-4615 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-4194 - X-Coordinate,STARLINK-30339 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-5046 - X-Coordinate,STARLINK-4195 - X-Coordinate,STARLINK-4709 - X-Coordinate,STARLINK-30564 - X-Coordinate,STARLINK-2633 - X-Coordinate,STARLINK-3972 - X-Coordinate,STARLINK-30274 - X-Coordinate,STARLINK-1646 - X-Coordinate,STARLINK-4574 - X-Coordinate,STARLINK-2462 - X-Coordinate,STARLINK-30439 - X-Coordinate,STARLINK-1145 - X-Coordinate,STARLINK-1554 - X-Coordinate,STARLINK-5653 - X-Coordinate,STARLINK-5996 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-5318 - X-Coordinate,STARLINK-3961 - X-Coordinate,STARLINK-4009 - X-Coordinate,STARLINK-1941 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-4801 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-6211 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-6084 - Y-Coordinate,STARLINK-1255 - Y-Coordinate,STARLINK-5428 - Y-Coordinate,STARLINK-11245 [DTC] - Y-Coordinate,STARLINK-31504 - Y-Coordinate,STARLINK-1308 - Y-Coordinate,STARLINK-3886 - Y-Coordinate,STARLINK-4134 - Y-Coordinate,STARLINK-2513 - Y-Coordinate,STARLINK-2509 - Y-Coordinate,STARLINK-30085 - Y-Coordinate,STARLINK-3397 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-2649 - Y-Coordinate,STARLINK-31462 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-3994 - Y-Coordinate,STARLINK-31864 - Y-Coordinate,STARLINK-11163 [DTC] - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-30183 - Y-Coordinate,STARLINK-30877 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-30891 - Y-Coordinate,STARLINK-30592 - Y-Coordinate,STARLINK-30192 - Y-Coordinate,STARLINK-1862 - Y-Coordinate,STARLINK-6293 - Y-Coordinate,STARLINK-2329 - Y-Coordinate,STARLINK-5873 - Y-Coordinate,STARLINK-30120 - Y-Coordinate,STARLINK-32083 - Y-Coordinate,STARLINK-30154 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-3857 - Y-Coordinate,STARLINK-31597 - Y-Coordinate,STARLINK-32148 - Y-Coordinate,STARLINK-1297 - Y-Coordinate,STARLINK-5828 - Y-Coordinate,STARLINK-32286 - Y-Coordinate,STARLINK-31833 - Y-Coordinate,STARLINK-1551 - Y-Coordinate,STARLINK-2497 - Y-Coordinate,STARLINK-5271 - Y-Coordinate,STARLINK-2018 - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-2253 - Y-Coordinate,STARLINK-3265 - Y-Coordinate,STARLINK-32290 - Y-Coordinate,STARLINK-3755 - Y-Coordinate,STARLINK-5843 - Y-Coordinate,STARLINK-1930 - Y-Coordinate,STARLINK-1675 - Y-Coordinate,STARLINK-1413 - Y-Coordinate,STARLINK-30466 - Y-Coordinate,STARLINK-1790 - Y-Coordinate,STARLINK-4750 - Y-Coordinate,STARLINK-5356 - Y-Coordinate,STARLINK-3242 - Y-Coordinate,STARLINK-5757 - Y-Coordinate,STARLINK-30079 - Y-Coordinate,STARLINK-2152 - Y-Coordinate,STARLINK-3460 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-4615 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-4194 - Y-Coordinate,STARLINK-30339 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-5046 - Y-Coordinate,STARLINK-4195 - Y-Coordinate,STARLINK-4709 - Y-Coordinate,STARLINK-30564 - Y-Coordinate,STARLINK-2633 - Y-Coordinate,STARLINK-3972 - Y-Coordinate,STARLINK-30274 - Y-Coordinate,STARLINK-1646 - Y-Coordinate,STARLINK-4574 - Y-Coordinate,STARLINK-2462 - Y-Coordinate,STARLINK-30439 - Y-Coordinate,STARLINK-1145 - Y-Coordinate,STARLINK-1554 - Y-Coordinate,STARLINK-5653 - Y-Coordinate,STARLINK-5996 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-5318 - Y-Coordinate,STARLINK-3961 - Y-Coordinate,STARLINK-4009 - Y-Coordinate,STARLINK-1941 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-4801 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-6211 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-6084 - Z-Coordinate,STARLINK-1255 - Z-Coordinate,STARLINK-5428 - Z-Coordinate,STARLINK-11245 [DTC] - Z-Coordinate,STARLINK-31504 - Z-Coordinate,STARLINK-1308 - Z-Coordinate,STARLINK-3886 - Z-Coordinate,STARLINK-4134 - Z-Coordinate,STARLINK-2513 - Z-Coordinate,STARLINK-2509 - Z-Coordinate,STARLINK-30085 - Z-Coordinate,STARLINK-3397 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-2649 - Z-Coordinate,STARLINK-31462 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-3994 - Z-Coordinate,STARLINK-31864 - Z-Coordinate,STARLINK-11163 [DTC] - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-30183 - Z-Coordinate,STARLINK-30877 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-30891 - Z-Coordinate,STARLINK-30592 - Z-Coordinate,STARLINK-30192 - Z-Coordinate,STARLINK-1862 - Z-Coordinate,STARLINK-6293 - Z-Coordinate,STARLINK-2329 - Z-Coordinate,STARLINK-5873 - Z-Coordinate,STARLINK-30120 - Z-Coordinate,STARLINK-32083 - Z-Coordinate,STARLINK-30154 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-3857 - Z-Coordinate,STARLINK-31597 - Z-Coordinate,STARLINK-32148 - Z-Coordinate,STARLINK-1297 - Z-Coordinate,STARLINK-5828 - Z-Coordinate,STARLINK-32286 - Z-Coordinate,STARLINK-31833 - Z-Coordinate,STARLINK-1551 - Z-Coordinate,STARLINK-2497 - Z-Coordinate,STARLINK-5271 - Z-Coordinate,STARLINK-2018 - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-2253 - Z-Coordinate,STARLINK-3265 - Z-Coordinate,STARLINK-32290 - Z-Coordinate,STARLINK-3755 - Z-Coordinate,STARLINK-5843 - Z-Coordinate,STARLINK-1930 - Z-Coordinate,STARLINK-1675 - Z-Coordinate,STARLINK-1413 - Z-Coordinate,STARLINK-30466 - Z-Coordinate,STARLINK-1790 - Z-Coordinate,STARLINK-4750 - Z-Coordinate,STARLINK-5356 - Z-Coordinate,STARLINK-3242 - Z-Coordinate,STARLINK-5757 - Z-Coordinate,STARLINK-30079 - Z-Coordinate,STARLINK-2152 - Z-Coordinate,STARLINK-3460 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-4615 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-4194 - Z-Coordinate,STARLINK-30339 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-5046 - Z-Coordinate,STARLINK-4195 - Z-Coordinate,STARLINK-4709 - Z-Coordinate,STARLINK-30564 - Z-Coordinate,STARLINK-2633 - Z-Coordinate,STARLINK-3972 - Z-Coordinate,STARLINK-30274 - Z-Coordinate,STARLINK-1646 - Z-Coordinate,STARLINK-4574 - Z-Coordinate,STARLINK-2462 - Z-Coordinate,STARLINK-30439 - Z-Coordinate,STARLINK-1145 - Z-Coordinate,STARLINK-1554 - Z-Coordinate,STARLINK-5653 - Z-Coordinate,STARLINK-5996 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-5318 - Z-Coordinate,STARLINK-3961 - Z-Coordinate,STARLINK-4009 - Z-Coordinate,STARLINK-1941 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-4801 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-6211 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3087.5878,-5392.4461,6869.3719,1516.2067,-2659.0901,4501.4578,3717.0645,6228.0256,1762.9374,-6120.0144,-5550.1796,-1578.6403,-123.4720,4530.2450,-3442.7603,-898.1232,3154.8123,6901.1396,2420.6233,6037.7811,4979.1765,5382.3836,5819.7423,-3459.7788,2953.0676,3164.7708,6151.5900,1140.1217,4372.2189,6070.8478,-6162.8237,3619.4869,-4339.2772,4274.6985,4758.0530,-3498.4934,6205.7152,2128.0647,-1997.2088,-905.2164,-2877.4333,-4497.7415,-4758.9038,-6726.5627,-2048.3409,0.0000,-5535.6492,2005.1758,3005.1071,-4127.8253,-3965.2271,-1153.8674,-973.2832,951.4735,1081.7408,3940.9155,-6684.3195,-5936.4973,-6010.9790,-4549.1952,-3096.5062,5121.7338,-6100.7206,5647.1316,-102.0264,4404.8622,4047.0619,-1247.2620,4146.6587,5329.2965,-3245.0536,-5347.0182,-2596.8926,2590.0569,1292.1523,1834.7827,1925.2647,-6155.5899,4265.3807,2327.4635,2285.5031,6812.5104,-991.9245,-3739.5417,-3758.7456,-4977.4555,-2513.7384,1168.8559,-5971.8881,4971.1427,0.0000,6376.1948,6149.9601,-5836.5907,3972.7865,-5338.9356,209.3724,-4717.0579,-4417.3861,5925.1548,-217612.0424,-215434.0644,-224932.2317,-223265.5555,-227805.4295,-226262.0397,-218492.9375,-219467.1735,121336699.8955,121332080.1175,121324800.8471,121328393.3870,-221166.1177,121336634.9465,4811.5272,4231.3415,245.8371,-5763.4804,3104.2586,5029.0703,-5386.3940,2356.5797,-6221.9112,-3183.3234,-1028.8404,4820.8450,-4151.0954,488.5717,-3250.2324,5983.5729,4160.2001,-232.1960,6373.6096,-2114.0428,-389.1617,-3627.9133,3543.0801,-5798.7459,4914.8354,4275.7975,2286.2454,-4971.9196,-1208.1420,-3162.6262,2217.9921,-3739.7876,657.9214,-2915.0566,-558.5638,1749.4776,1898.7275,6409.2541,5972.0145,-4773.3404,-5995.4380,2216.9474,4918.9933,277.4164,-5139.7156,0.0000,1143.0753,-3741.0541,2905.5992,-605.1127,1183.0047,-5438.7554,5248.6896,5174.9625,-5983.2407,-2727.3214,-729.8807,2975.0379,-3210.6794,-5023.5508,-4267.5742,4536.2383,-947.6228,-3777.7409,-5343.8794,-5356.5148,-3273.9887,6208.9277,1192.0685,-204.5642,2632.3488,285.8497,-4246.1150,5430.8619,-6380.9808,3978.5227,6548.9074,1915.1889,-1708.0116,-6089.2030,-5813.5870,34.2467,-5005.9543,2544.3198,5807.5628,2187.6215,-6092.3473,-4453.2319,-3018.5677,1088.2531,0.0000,1368.6619,544.8634,-2811.8133,5215.5412,1223.4333,-5193.9715,1847.3865,-1469.3879,-2371.7459,312833.5255,301613.1644,318325.7145,318935.9125,311583.1171,313427.8520,310611.2863,313422.1015,-28723353.5608,-28750682.6540,-28766725.5231,-28749770.7683,313473.4256,-28743708.0660,-3929.0780,-940.5953,1.4927,3471.0817,-5252.7151,900.1926,2151.6905,-1737.5262,-2439.8265,-164.4989,-3917.0382,4719.9548,-5528.8274,-5198.8761,-4955.4600,3364.8754,4546.0335,211.3960,-83.6863,2252.5907,-4839.8444,-2414.5432,1085.3323,-1251.1881,-3487.9290,-4387.6065,-2209.2377,-4677.4080,5187.8890,946.6665,-2018.5102,-4603.7954,4905.7445,-4596.4814,-4959.6232,5727.8252,-2470.7174,1166.3599,-2932.7902,-4924.2421,-1792.1427,4608.5912,233.4422,1411.5278,4172.5309,0.0000,-3786.0631,5444.0951,-5449.7835,-5534.3133,-5489.1525,-4135.1063,-4076.4516,4461.8857,-3118.3239,4951.3558,-1677.2189,1830.8622,537.0664,-1346.1330,-4493.8209,-996.2548,-3113.7050,-1324.0901,4367.3309,-57.9298,-4565.5146,2747.1626,5422.5246,4414.9668,5505.1156,4380.9946,4780.0276,3544.0172,2254.4416,5265.7706,1058.7365,2493.4976,5118.0863,2274.5374,2938.4156,-223.4738,-4651.3144,5220.0743,-16.7102,4249.0693,1773.2056,5030.3710,-1801.8132,4684.2079,0.0000,2382.8893,-3103.4154,-2422.4046,-1499.4625,4236.7078,4573.0188,4440.4875,-5112.7503,2699.1554,46113.0336,46934.2236,45420.8684,49377.8320,50651.4921,40478.9507,37649.7683,45919.3068,38916236.3074,38887607.9915,38914248.8887,38925817.6101,45393.3882,38917988.5833,
300.000,4210.1854,-4035.5883,6561.4279,285.3312,-652.1480,5273.2320,2157.6522,6768.0144,605.7612,-6332.5694,-4705.2742,532.3785,-2259.4336,3842.0804,-5126.2880,769.1996,4865.6310,6459.3124,3698.2297,5844.2811,3301.8627,3815.7321,6398.8125,-4179.7165,4474.3478,4841.3179,5988.5993,-924.2007,4338.0180,5263.5888,-4932.0333,1746.6093,-4549.2109,3169.1859,3524.4101,-4095.2008,6851.9548,3093.3896,-507.6859,-2774.8119,-3673.1540,-3501.2692,-3602.5972,-6701.8545,-3939.6912,0.0000,-5471.7450,-113.9460,4544.7943,-4092.4612,-3100.8903,-3082.4560,469.0319,2671.9390,-188.5090,2036.1086,-6178.2986,-4652.0594,-6397.8355,-5010.1850,-4835.0496,5486.8555,-6748.9431,4764.9690,-1720.1625,3033.4003,2298.5610,-24.2341,4994.7684,4564.6648,-1576.2326,-4117.4982,-4410.5245,3819.9541,-440.9027,3821.9338,2922.7101,-4868.9137,2670.8809,792.0406,638.4955,6520.6884,-2475.5077,-1902.0199,-2562.6469,-3483.5227,-3386.7274,-523.9515,-6719.0759,5046.2566,0.0000,5499.1936,5230.5179,-6647.7214,4527.8798,-5170.7682,-1889.5197,-4705.2606,-4107.2300,4535.8087,-223875.7650,-221769.3244,-231406.9169,-229777.9375,-234390.5336,-232847.7589,-225111.7270,-225945.5159,121939961.4427,121935609.3903,121928784.0462,121932015.2146,-227732.0121,121939994.0164,3087.6449,5089.7559,-971.3523,-6629.4391,4057.1270,3602.3698,-5404.8032,1236.1021,-6848.2341,-1937.1604,696.5693,5216.9089,-3786.1199,-1549.1463,-2319.3488,6549.1343,3019.0383,-1421.5391,5497.1784,-3412.4590,-1249.4783,-4525.6228,2478.7619,-4595.2411,4624.4503,3838.6516,520.2720,-5402.2616,-3200.2345,-4439.6944,3139.7217,-4792.4422,2663.8218,-4669.9953,-2281.4681,3435.7156,421.8871,5403.1022,6744.5607,-5040.1448,-4738.0300,4100.6854,5460.1882,1506.6624,-4696.5788,0.0000,3021.8191,-4251.7467,1441.2604,1562.0666,3173.2776,-5330.3396,6148.6769,5520.3957,-6670.0211,-3656.2137,887.0202,3751.7618,-2044.3624,-3688.6548,-3208.8447,3227.0880,323.3488,-5014.5733,-4161.7507,-6034.8424,-4526.6103,6825.5484,-697.0837,-2199.0531,4028.1767,1868.3254,-3882.5327,3877.4846,-5932.2381,3512.1338,5614.3239,2893.6228,-3153.0688,-5719.6480,-5361.9272,-1175.2652,-3577.8985,3674.8863,6169.1139,3691.0449,-4867.5272,-5457.5565,-1664.8175,-1067.5527,0.0000,471.3023,-929.4014,-1779.5300,3850.5362,3177.6508,-4713.4559,3647.5856,645.1436,-3597.1919,308439.8059,296806.0592,313618.8930,314117.0635,306787.1676,308608.5788,305887.7684,308769.4527,-26063370.0787,-26090478.1429,-26107021.8831,-26090329.9656,308698.7829,-26083745.3193,-4567.9221,-2385.7386,1794.9460,1888.0339,-5235.6088,2357.2074,3683.0183,62.3732,-698.8844,-1945.0343,-4958.3300,4529.3378,-5326.4015,-5534.1393,-3912.1926,2114.8366,3892.4919,1988.2177,-1615.1995,481.1707,-5991.8871,-3595.8973,-732.4630,-2931.7974,-1902.9583,-3060.1782,-3438.9452,-4225.7962,4295.6924,-600.2980,-3578.7867,-4718.4448,3944.6599,-4005.2568,-5469.9462,4422.9413,-1039.3124,2858.6762,-1580.4738,-3839.4334,-3392.4371,4161.4474,2017.5572,-398.1600,3234.3950,0.0000,-2683.9661,5437.6786,-4942.6831,-5370.3470,-5250.0596,-3176.5343,-2659.8891,3163.5823,-1465.2824,5473.6858,-3013.2834,3420.1108,-1281.8374,-3008.5661,-3783.7923,-2701.7427,-1463.8440,211.9149,5229.2032,-1579.4573,-4708.4527,1046.8798,4754.3365,4717.6310,5390.7431,5234.9277,3622.4211,4372.7839,3472.5448,4472.1140,2761.3559,3958.7246,5497.3269,3781.5360,4297.8721,1590.2323,-5361.8063,5529.8132,-1803.9609,4674.0509,3374.5009,4057.8960,-295.3238,4608.1347,0.0000,4209.0346,-4419.8898,-680.2353,-3149.8189,3336.7546,4705.6170,3156.3612,-5524.9945,3805.8118,46365.4161,47060.5835,45657.5183,49357.1013,50887.8771,40835.4893,37657.8028,45572.2172,38917211.9998,38888428.6612,38914661.6782,38926223.2402,45528.4068,38918705.0100,
600.000,4968.7185,-2274.4498,5588.6076,-952.9040,1399.7656,5523.8610,354.1672,6623.2428,-604.0080,-5921.9709,-3422.8768,2579.6302,-4176.9233,2829.7791,-6291.3989,2343.4500,6113.4855,5372.2338,4613.4578,5036.4841,1314.7625,1873.0893,6340.0130,-4506.2474,5494.5017,6021.7802,5266.4204,-2881.7507,3915.3796,3937.8360,-3193.7085,-273.3817,-4278.5858,1792.6080,1982.6742,-4323.8537,6837.8874,3774.4015,1015.8548,-4346.2020,-4136.8519,-2186.6136,-2060.2898,-5998.4938,-5440.9048,0.0000,-4867.5783,-2206.4562,5655.0876,-3714.3984,-1979.9795,-4698.3902,1831.5375,4100.9932,-1422.7354,-54.4709,-5084.7419,-2889.9553,-6131.5791,-5000.6411,-6111.4096,5329.1520,-6727.9333,3416.7116,-3213.5258,1356.9503,351.4111,1189.3355,5393.1939,3396.9659,207.8032,-2514.9267,-5773.2295,4728.7172,-2158.2683,5416.2559,3659.1846,-3097.8188,843.9455,-856.7149,-1107.9636,5549.3293,-3763.2022,96.5714,-1095.1016,-1673.5119,-3947.2415,-2126.1598,-6812.8733,4674.3626,0.0000,4082.1393,3814.2504,-6795.2146,4626.3251,-4530.2357,-3817.2602,-4219.1679,-3450.0380,2710.6845,-230079.1128,-227998.4724,-237776.1865,-236183.5415,-240870.4298,-239324.1306,-231630.1012,-232462.0334,122484915.5859,122480819.8518,122474468.5893,122477363.7178,-234194.8274,122485046.5086,1077.9891,5472.3253,-2110.5002,-6834.1400,4613.4312,1793.6557,-4911.4777,-10.2315,-6790.7775,-477.8922,2392.7142,5149.6919,-3105.4729,-3458.5532,-1195.9664,6486.9867,1620.8932,-2491.4532,4054.5899,-4345.6097,-2058.9557,-5018.1616,1158.4926,-2912.6158,3847.6670,3049.4593,-1320.5486,-5344.3128,-4856.8507,-5286.9272,3781.6049,-5425.3959,4342.4901,-5980.8932,-3819.4825,4740.1915,-1085.7716,3838.0969,6869.7554,-4843.4721,-2995.1458,5576.2249,5457.5300,2587.9269,-3828.3977,0.0000,4575.2883,-4398.4322,-122.2235,3572.5613,4861.9959,-4732.1698,6392.2018,5340.1591,-6670.3882,-4278.0280,2444.6374,4188.5222,-654.0809,-1967.9372,-1874.6479,1576.8452,1545.8873,-5763.9393,-2600.5588,-6139.1011,-5378.2078,6760.8412,-2484.9578,-4001.6176,5068.8489,3313.4562,-3170.8100,1968.0068,-4916.6860,2738.2038,4114.0114,3628.8080,-4330.8455,-4804.4654,-4407.8190,-2280.8022,-1826.7800,4495.6975,5929.1748,4869.6767,-3131.8611,-5926.0313,-152.0556,-3115.8178,0.0000,-526.1065,-2355.2646,-577.5105,2052.5990,4811.0203,-3819.0704,5036.8781,2711.9634,-4510.2799,303922.6899,291868.1128,308771.6061,309158.5887,301853.2721,303651.1570,301024.8851,303974.6861,-23390749.1424,-23417627.6278,-23434655.6800,-23418226.7574,303786.6471,-23411141.3706,-4719.7333,-3574.1022,3391.0513,99.8595,-4587.9642,3547.8072,4812.7390,1855.4116,1117.6131,-3514.5753,-5456.0071,3854.1399,-4551.1236,-5273.9778,-2436.0949,637.6214,2821.2459,3549.7245,-2965.0637,-1345.2437,-6511.1273,-4391.6355,-2470.7535,-4289.9804,-93.4951,-1399.9951,-4299.6872,-3320.2540,2936.5751,-2082.4072,-4743.3260,-4332.5195,2493.8570,-2983.6719,-5387.2711,2646.6216,502.8989,4234.0934,-59.8700,-2341.3805,-4622.9244,3245.5610,3577.3583,-2164.2573,1950.0217,0.0000,-1277.9864,4843.8008,-3892.8742,-4632.7273,-4436.2973,-1877.5371,-930.7824,1522.1792,351.6559,5401.3029,-4026.7115,4636.1164,-2957.7475,-4346.0902,-2668.3209,-4115.9295,344.0581,1725.0840,5525.3477,-2932.1359,-4346.6389,-766.8774,3578.0090,4514.3424,4695.9587,5526.4644,2072.4477,4744.0025,4312.0616,3183.6876,4165.0132,4996.6750,5275.9154,4878.9176,5191.8742,3224.6325,-5493.3040,5243.0077,-3396.9797,4592.6951,4597.3430,2630.3122,1242.8402,4036.4261,0.0000,5587.0208,-5259.6653,1135.3181,-4431.9627,2078.8435,4333.5701,1504.7915,-5343.2124,4504.7475,46611.8006,47186.6333,45893.8939,49331.2941,51120.7138,41198.1868,37670.9778,45221.6443,38918188.2900,38889253.0510,38915075.2620,38926614.9487,45663.3969,38919421.3595,
