sl_100_5400_20271220 Coordinates.csv
2027/12/20 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:22 2024,
Start: 2027/12/20 07:47:00.00, Stop: 2027/12/20 09:17:00.00,
TIME_UNITS,STARLINK-1216 - X-Coordinate,STARLINK-31719 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-1174 - X-Coordinate,STARLINK-3960 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-4053 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-4363 - X-Coordinate,STARLINK-31087 - X-Coordinate,STARLINK-2332 - X-Coordinate,STARLINK-6222 - X-Coordinate,STARLINK-3044 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-5419 - X-Coordinate,STARLINK-3530 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-2242 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-4510 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-3829 - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-5340 - X-Coordinate,STARLINK-3269 - X-Coordinate,STARLINK-2403 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-30431 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-31734 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-3901 - X-Coordinate,STARLINK-31128 - X-Coordinate,STARLINK-5969 - X-Coordinate,STARLINK-30289 - X-Coordinate,STARLINK-5374 - X-Coordinate,STARLINK-1682 - X-Coordinate,STARLINK-3640 - X-Coordinate,STARLINK-1058 - X-Coordinate,STARLINK-3330 - X-Coordinate,STARLINK-4121 - X-Coordinate,STARLINK-3300 - X-Coordinate,STARLINK-5078 - X-Coordinate,STARLINK-31758 - X-Coordinate,STARLINK-30754 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-30867 - X-Coordinate,STARLINK-2113 - X-Coordinate,STARLINK-30185 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-3677 - X-Coordinate,STARLINK-5194 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-2711 - X-Coordinate,STARLINK-31336 - X-Coordinate,STARLINK-6058 - X-Coordinate,STARLINK-4492 - X-Coordinate,STARLINK-6151 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-4633 - X-Coordinate,STARLINK-31806 - X-Coordinate,STARLINK-30522 - X-Coordinate,STARLINK-3311 - X-Coordinate,STARLINK-2643 - X-Coordinate,STARLINK-4387 - X-Coordinate,STARLINK-1781 - X-Coordinate,STARLINK-31941 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-31888 - X-Coordinate,STARLINK-30166 - X-Coordinate,STARLINK-3942 - X-Coordinate,STARLINK-30467 - X-Coordinate,STARLINK-4317 - X-Coordinate,STARLINK-2545 - X-Coordinate,STARLINK-30300 - X-Coordinate,STARLINK-31590 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-30922 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-30434 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-4282 - X-Coordinate,STARLINK-31694 - X-Coordinate,STARLINK-5814 - X-Coordinate,STARLINK-2660 - X-Coordinate,STARLINK-30976 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-4401 - X-Coordinate,STARLINK-3127 - X-Coordinate,STARLINK-5120 - X-Coordinate,STARLINK-6114 - X-Coordinate,STARLINK-11092 [DTC] - X-Coordinate,STARLINK-30155 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-30542 - X-Coordinate,STARLINK-11135 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1216 - Y-Coordinate,STARLINK-31719 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-1174 - Y-Coordinate,STARLINK-3960 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-4053 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-4363 - Y-Coordinate,STARLINK-31087 - Y-Coordinate,STARLINK-2332 - Y-Coordinate,STARLINK-6222 - Y-Coordinate,STARLINK-3044 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-5419 - Y-Coordinate,STARLINK-3530 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-2242 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-4510 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-3829 - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-5340 - Y-Coordinate,STARLINK-3269 - Y-Coordinate,STARLINK-2403 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-30431 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-31734 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-3901 - Y-Coordinate,STARLINK-31128 - Y-Coordinate,STARLINK-5969 - Y-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-5374 - Y-Coordinate,STARLINK-1682 - Y-Coordinate,STARLINK-3640 - Y-Coordinate,STARLINK-1058 - Y-Coordinate,STARLINK-3330 - Y-Coordinate,STARLINK-4121 - Y-Coordinate,STARLINK-3300 - Y-Coordinate,STARLINK-5078 - Y-Coordinate,STARLINK-31758 - Y-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-30867 - Y-Coordinate,STARLINK-2113 - Y-Coordinate,STARLINK-30185 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-3677 - Y-Coordinate,STARLINK-5194 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-2711 - Y-Coordinate,STARLINK-31336 - Y-Coordinate,STARLINK-6058 - Y-Coordinate,STARLINK-4492 - Y-Coordinate,STARLINK-6151 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-4633 - Y-Coordinate,STARLINK-31806 - Y-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-3311 - Y-Coordinate,STARLINK-2643 - Y-Coordinate,STARLINK-4387 - Y-Coordinate,STARLINK-1781 - Y-Coordinate,STARLINK-31941 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-31888 - Y-Coordinate,STARLINK-30166 - Y-Coordinate,STARLINK-3942 - Y-Coordinate,STARLINK-30467 - Y-Coordinate,STARLINK-4317 - Y-Coordinate,STARLINK-2545 - Y-Coordinate,STARLINK-30300 - Y-Coordinate,STARLINK-31590 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-30922 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-30434 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-31694 - Y-Coordinate,STARLINK-5814 - Y-Coordinate,STARLINK-2660 - Y-Coordinate,STARLINK-30976 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-4401 - Y-Coordinate,STARLINK-3127 - Y-Coordinate,STARLINK-5120 - Y-Coordinate,STARLINK-6114 - Y-Coordinate,STARLINK-11092 [DTC] - Y-Coordinate,STARLINK-30155 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-30542 - Y-Coordinate,STARLINK-11135 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1216 - Z-Coordinate,STARLINK-31719 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-1174 - Z-Coordinate,STARLINK-3960 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-4053 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-4363 - Z-Coordinate,STARLINK-31087 - Z-Coordinate,STARLINK-2332 - Z-Coordinate,STARLINK-6222 - Z-Coordinate,STARLINK-3044 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-5419 - Z-Coordinate,STARLINK-3530 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-2242 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-4510 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-3829 - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-5340 - Z-Coordinate,STARLINK-3269 - Z-Coordinate,STARLINK-2403 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-30431 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-31734 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-3901 - Z-Coordinate,STARLINK-31128 - Z-Coordinate,STARLINK-5969 - Z-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-5374 - Z-Coordinate,STARLINK-1682 - Z-Coordinate,STARLINK-3640 - Z-Coordinate,STARLINK-1058 - Z-Coordinate,STARLINK-3330 - Z-Coordinate,STARLINK-4121 - Z-Coordinate,STARLINK-3300 - Z-Coordinate,STARLINK-5078 - Z-Coordinate,STARLINK-31758 - Z-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-30867 - Z-Coordinate,STARLINK-2113 - Z-Coordinate,STARLINK-30185 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-3677 - Z-Coordinate,STARLINK-5194 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-2711 - Z-Coordinate,STARLINK-31336 - Z-Coordinate,STARLINK-6058 - Z-Coordinate,STARLINK-4492 - Z-Coordinate,STARLINK-6151 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-4633 - Z-Coordinate,STARLINK-31806 - Z-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-3311 - Z-Coordinate,STARLINK-2643 - Z-Coordinate,STARLINK-4387 - Z-Coordinate,STARLINK-1781 - Z-Coordinate,STARLINK-31941 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-31888 - Z-Coordinate,STARLINK-30166 - Z-Coordinate,STARLINK-3942 - Z-Coordinate,STARLINK-30467 - Z-Coordinate,STARLINK-4317 - Z-Coordinate,STARLINK-2545 - Z-Coordinate,STARLINK-30300 - Z-Coordinate,STARLINK-31590 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-30922 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-30434 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-31694 - Z-Coordinate,STARLINK-5814 - Z-Coordinate,STARLINK-2660 - Z-Coordinate,STARLINK-30976 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-4401 - Z-Coordinate,STARLINK-3127 - Z-Coordinate,STARLINK-5120 - Z-Coordinate,STARLINK-6114 - Z-Coordinate,STARLINK-11092 [DTC] - Z-Coordinate,STARLINK-30155 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-30542 - Z-Coordinate,STARLINK-11135 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3987.2069,2763.2158,-5868.5114,5591.8106,3673.1174,6391.4325,2612.9080,-3248.7404,-2729.3723,5551.4114,-5518.9809,2694.1821,-6856.3334,3778.5354,-5887.5601,5914.8074,6551.6023,-4196.6401,-1081.4653,6793.1562,-5406.6119,-5557.7216,2536.9889,6292.8369,3516.4354,-2487.1611,-2087.5873,-3696.0144,4117.6449,6653.6556,2899.3956,3430.6789,-3006.6038,-4774.6764,-6029.6227,471.2869,-4237.9007,4038.7814,-5292.0670,-6778.1281,-4293.1956,4638.0393,4132.5876,6505.0380,1982.6221,-6481.4186,-4688.8831,-88.2624,-2233.3183,4614.0408,731.2058,-1803.7912,1450.0781,789.1534,5710.1423,2073.8306,2301.2859,4513.8931,-4566.7114,-1276.9882,5044.7800,2568.2631,4954.4138,2751.1497,-2791.0952,-2280.3626,3486.2672,-1879.7364,-333.9289,-6769.2352,4984.3750,5001.1268,-3529.8625,-5426.9738,-5852.6330,-1698.0394,5462.3653,3780.6397,-6175.6620,-3769.7719,-6666.6599,4237.9646,3937.4301,371.7814,6323.6251,1405.8274,-3806.9711,-3222.9787,-804.1628,-1003.0125,-4147.8829,-1107.3461,-5676.7366,5056.5338,-2867.3122,6087.3254,-3554.2854,-2407.4384,0.0000,2777.4479,-317225.6061,-337319.9721,-318253.8210,-318481.5344,-324008.6776,-323218.1114,-327732.4699,-324090.3359,-26678897.7835,-26700819.5600,-26653414.9475,-26661567.2752,-324324.2409,-26659015.0696,-4504.5315,-5364.1458,2120.5046,-856.8414,-5693.0112,-870.5199,4113.3050,-4680.8337,558.0654,2692.8229,-3315.8161,-1102.9146,-1059.6851,-4410.4162,2474.9111,-3422.8051,-2052.2570,5470.9343,6531.3437,83.9576,3355.4713,844.6240,-6288.5346,-380.2200,-2250.4510,4540.5615,-4722.9818,3779.7343,1833.0099,124.2453,4082.8953,-5196.2767,4421.7856,2167.9863,3287.0061,-5053.6919,-3464.5351,5360.8183,2268.1708,-56.6219,1054.3176,4916.1948,375.4378,-2023.8094,-5087.1115,-254.4373,-3354.5036,5192.4816,6392.1778,-2429.4028,6307.9356,-4955.5111,-3926.5116,5587.3019,3656.2500,-6134.2644,588.1305,896.4879,-5091.7744,2423.6310,-4363.6830,6429.7544,-669.6827,-4052.1596,5946.1641,5594.3963,-2901.3785,5288.3102,-6907.1342,-716.2806,-2375.3269,-671.7913,3793.9500,-558.6227,1639.2812,-5730.9415,3113.3511,3534.8376,-498.8011,-3333.8240,-1209.6539,-2665.8276,-3217.2316,-5667.5413,911.7855,4234.0253,-5261.4770,2292.7263,-4061.7891,6523.5676,-3506.8456,-1603.7157,-3282.7510,1486.1172,4703.6729,2877.7965,-4414.2534,3398.8167,0.0000,5081.9518,-179286.5645,-184661.9197,-182734.9333,-182956.0201,-176333.0137,-178268.5774,-184924.6711,-185056.2696,312087158.6441,312099187.8476,312073867.8305,312092095.3154,-183331.8848,312084414.8818,3420.8386,-3139.4669,2816.7378,-3940.3591,-1320.9982,-2494.1947,-4910.3051,-3900.2221,-6358.4265,3133.2497,2348.7555,6297.2384,34.1640,3756.1115,2725.0159,861.2481,724.3095,-418.8350,2053.2836,1186.6728,-2627.8613,-3731.6191,-1355.6327,2847.3839,-5503.8811,-4585.3271,-4624.4057,-4083.7937,-5121.3850,1131.4677,-4665.7326,2787.5712,4213.7712,-4410.3770,-646.3865,4623.0056,4241.6136,-1743.0019,3829.7810,824.9787,-5305.1891,-1383.2009,-5520.4390,1117.8885,-4245.2959,2443.6959,-3654.3468,4579.7044,-369.9864,4559.8239,-2711.6415,4476.1063,-5503.4272,4003.8366,1384.2617,2387.1188,6520.7812,4985.4848,312.3400,6382.2259,1774.5141,-126.5451,-4774.5178,-4822.6848,-1810.9676,3398.9594,-5216.9392,3940.9515,305.9397,1166.4309,3837.1382,-4730.3887,-4379.3182,4271.7467,3250.8330,3478.7982,2943.0648,4425.4579,3090.3745,-4599.3263,600.6111,4520.8686,4705.4536,3962.4190,2322.2056,-5264.8193,1440.4865,-5726.6910,5414.6711,-2104.0766,-4142.7074,-6629.1077,2157.2370,-4461.2701,4193.8246,-356.6079,3970.8170,5291.9747,0.0000,3437.3625,-19038.3775,-17263.5260,-17967.2544,-15514.3224,-13186.3048,-22874.0849,-26766.4077,-18173.6914,-134202319.6097,-134224897.9018,-134216662.3055,-134199586.2734,-18690.2547,-134206131.4370,
300.000,-5377.0501,1365.9818,-5534.9999,4229.2313,2649.8306,6362.2186,4445.1703,-4809.3609,-832.8398,6550.4374,-5408.8832,3015.8452,-6689.8549,1815.1599,-4476.1857,5208.5810,5679.9910,-2965.0490,443.9417,6159.8135,-3881.7243,-4183.4738,1411.5221,5210.5667,2420.6841,-711.3650,-3794.8495,-1704.8299,4089.7074,6623.7391,3686.1864,2525.2295,-1514.3498,-4687.9781,-5003.5361,-1681.7064,-4887.5785,4867.1272,-3768.4494,-6656.6165,-3037.0529,5066.7687,4013.8703,5539.4309,757.3420,-5742.4635,-6005.9805,1975.7560,-660.5969,3135.7934,2079.1624,-3768.1059,-687.3975,419.4054,5796.0635,948.8525,2746.9257,3920.7398,-5175.5594,-61.7424,3626.7647,3837.4735,3640.0300,1642.3898,-1399.2475,-790.7826,2625.8712,-31.4225,127.7428,-6260.7825,4449.8731,3673.8974,-2149.9083,-4875.3173,-5942.9876,-3472.7723,5743.2947,4097.8576,-5446.2327,-5150.8920,-6459.8718,3121.6999,3359.1642,-1466.9822,6769.1177,3412.1222,-4840.2890,-1135.4532,-2826.5150,680.4461,-5613.3101,-1171.4838,-5567.6720,4430.0354,-791.0356,6364.5176,-5207.7195,-832.9114,0.0000,3530.2146,-313631.8221,-333491.4549,-314315.9976,-314619.2407,-320082.4559,-319319.6703,-323737.5848,-320091.4970,-33483705.5610,-33505774.3065,-33457609.7846,-33466929.0717,-320384.3874,-33463765.7870,-3956.2909,-6406.1005,3767.0901,-2207.7399,-6352.7059,-2490.1376,3676.3490,-4322.4670,-601.8044,1294.6524,-1713.6948,-3108.9722,173.9098,-4948.8950,3676.8348,-4407.0675,-3052.0348,5847.7440,6895.6683,-1151.1836,3978.7811,2183.1106,-6752.3172,-1677.0037,-4071.3155,5608.0034,-3411.1579,4071.5346,-333.8308,-1107.3984,2157.7698,-6246.8387,5742.0335,3919.2976,4103.0277,-4802.7716,-1455.2167,3873.8116,3637.6573,1161.1388,2819.9067,3562.3098,-1790.4606,-3004.6021,-6247.4351,1398.7160,-2065.3950,5323.3171,6482.1757,-3992.6005,6505.3578,-4423.1399,-4308.5893,6616.6583,2240.0243,-6808.0902,-1551.2273,-1179.9290,-3960.6523,4100.3078,-4801.4645,5587.9248,-2281.6152,-5558.9848,6660.4721,6541.8570,-4698.2645,4723.3849,-6448.5761,574.7160,-4215.0152,-2258.4099,5310.0089,1483.2505,3095.8213,-5538.8427,3824.9395,1512.2189,1277.3784,-1723.7769,369.7689,-4467.7732,-4942.2921,-6107.3219,-330.1873,4036.9560,-4548.8994,2392.6107,-3215.9945,6022.5178,-2200.4940,-3698.6758,-1732.6640,-433.8500,5050.1577,1662.6766,-3490.2275,4807.7984,0.0000,3379.1413,-185919.0906,-191676.1998,-189662.5729,-189812.0220,-183117.5466,-185072.5575,-191690.4408,-191925.3914,311432589.2334,311443777.6740,311419413.1745,311437475.1744,-190142.8013,311429925.4287,1833.3836,-1829.7406,1438.2491,-4977.4058,492.7238,-1064.2199,-3817.1551,-2418.0971,-6865.7334,1824.5225,3840.1320,5420.7837,1822.2115,4476.0341,3825.3823,-959.0272,2459.3540,-2180.4850,570.1685,2874.5719,-4062.8820,-4823.2818,455.7082,4226.0369,-5028.0231,-3983.3787,-4691.6772,-5014.5807,-5450.3888,-703.8803,-5348.8022,1082.7252,3331.8898,-3098.5378,-2393.4135,4608.9223,4683.8799,-3067.2630,4513.1725,-998.9877,-5523.5862,-3041.3375,-5326.4969,2813.8184,-2866.0997,3617.6747,-2499.0478,3964.5575,-1883.8645,4712.4394,-1006.1112,3755.2063,-5363.4604,1990.9870,3040.4852,640.5414,6181.8862,5409.1616,2090.8974,5606.7642,3376.8786,1405.4320,-5416.4126,-3692.7596,-293.8233,2158.2178,-4337.0219,4969.4345,2503.4962,2852.1852,2767.7828,-5407.5457,-3634.5291,4694.0724,1624.4265,2261.8284,786.8897,5222.5558,4077.0998,-4119.9949,2091.4912,3976.4127,3509.2011,2921.2592,559.0055,-4435.5009,-399.6740,-6436.3638,5304.3434,-3357.0309,-3210.3968,-5716.5616,3691.3077,-5279.0586,4668.3964,1471.3494,2934.1227,4643.6743,0.0000,4631.4107,-19213.6974,-17416.5058,-18010.4469,-15821.2784,-13243.8936,-22775.8750,-27017.4886,-18799.3623,-134200894.6695,-134223394.9140,-134214561.0502,-134198330.2994,-18830.8763,-134204456.9897,
600.000,-6224.8512,-153.8294,-4654.3425,2466.2064,1355.7372,5716.3019,5828.4049,-5876.8588,1198.8654,6913.2236,-4778.5512,3099.1934,-5866.9740,-328.2884,-2637.0501,3971.4930,4233.9992,-1419.0934,1920.8175,4913.1975,-1955.7230,-2382.9761,140.2379,3625.2754,1136.8303,1105.1617,-5163.2792,483.6582,3701.5462,5882.9579,4156.1346,1369.9458,102.4232,-4152.8154,-3465.0182,-3671.5413,-5107.8692,5252.4925,-1894.8492,-5845.9008,-1527.3587,5017.0037,3555.6913,4014.1963,-511.6558,-4462.9311,-6714.5996,3834.1535,997.7676,1384.7868,3208.6005,-5361.7827,-2742.7536,-24.3295,5329.5965,-263.7934,2992.5216,2973.3136,-5271.3815,1094.9241,1827.4282,4745.6558,2003.3260,408.5142,133.1220,755.1286,1552.9565,1854.6075,540.1807,-5134.6033,3468.1670,2020.2560,-581.0904,-3892.2545,-5447.5721,-4895.7607,5394.2903,4048.9081,-4211.7758,-6030.8584,-5594.2110,1715.1787,2488.4086,-3142.7891,6505.2205,5067.6149,-5334.4782,1069.8645,-4577.0065,2325.8914,-6516.7583,-1027.2905,-4931.5949,3412.2419,1364.0931,5963.0211,-6352.4185,786.8180,0.0000,3956.9976,-309905.0614,-329514.6655,-310238.6413,-310618.2905,-316014.3358,-315279.5040,-319601.2355,-315971.6153,-40272641.9812,-40294839.0335,-40245941.4937,-40256405.8231,-316301.4756,-40252648.1713,-3034.5185,-6790.4638,5024.6172,-3389.1103,-6377.9080,-3857.5385,2916.8005,-3556.3495,-1612.3814,-212.0354,93.0962,-4777.5771,1410.6822,-5048.2547,4561.0271,-4956.3287,-3773.6528,5657.3746,6592.3217,-2303.0940,4246.5377,3340.1869,-6544.1632,-2852.8629,-5507.9136,6154.2728,-1804.6782,3973.5019,-2472.6811,-2228.4833,22.6318,-6646.0114,6486.7909,5252.7906,4532.6596,-4118.0782,689.9825,2002.2413,4692.4500,2270.2277,4343.7488,1832.8102,-3776.9907,-3716.2746,-6793.3496,2947.3105,-590.6124,4973.0602,5907.0619,-5201.9299,6056.1444,-3496.0808,-4322.1549,6921.5606,575.9335,-6799.6779,-3511.8100,-3156.7495,-2407.4050,5397.0783,-4792.4150,4196.9017,-3714.3516,-6511.2877,6692.0569,6860.5666,-6034.4425,3722.5739,-5281.2899,1839.6458,-5597.4822,-3669.3068,6289.1502,3401.1011,4226.6007,-4824.0547,4130.3364,-673.6453,2960.3369,29.0940,1931.0086,-5811.0171,-6173.5341,-5973.4678,-1530.9924,3485.6755,-3323.1769,2336.2631,-2094.4586,4953.3801,-701.6622,-5396.0269,20.2411,-2343.2976,4951.2689,252.5336,-2254.8081,5731.0865,0.0000,1311.0965,-192483.9850,-198611.0270,-196506.4083,-196587.2270,-189818.9641,-191799.4053,-198368.9797,-198576.1026,310629662.4509,310640010.1866,310616632.9078,310634450.0491,-196869.0630,310627080.9643,48.7694,-312.5904,-100.0234,-5474.2766,2252.9108,480.6105,-2313.1755,-673.9236,-6645.2082,319.5133,4906.3079,3967.4643,3415.3874,4714.1828,4518.3477,-2674.7047,3927.5498,-3706.4018,-974.0249,4249.7569,-5054.6928,-5356.8393,2217.7997,5149.7017,-4009.6020,-2952.4617,-4257.6179,-5348.7183,-5169.6193,-2457.7098,-5439.1269,-743.6800,2074.0488,-1443.3572,-3880.5546,4088.0996,4624.0534,-4063.7840,4710.5331,-2711.1669,-5145.7910,-4369.5224,-4557.5241,4204.5714,-1177.9175,4404.2808,-1063.5327,2924.2491,-3182.4792,4360.4843,808.5221,2630.3257,-4646.5586,-235.9955,4369.3213,-1175.5373,5186.3521,5217.5855,3636.8714,4236.7590,4612.9551,2786.2403,-5475.5377,-2157.7083,1256.4608,686.5264,-2989.6100,5449.6163,4431.4630,4228.9197,1374.2525,-5503.7124,-2475.3058,4614.1225,-178.7921,801.1549,-1453.1568,5431.6549,4626.0671,-3177.8223,3345.1882,2971.5161,1937.2139,1566.7625,-1267.6437,-3125.6623,-2191.5362,-6468.3340,4599.0235,-4250.2605,-1919.1631,-4188.0951,4825.3103,-5526.7791,4642.1998,3127.9672,1581.9935,3455.1289,0.0000,5285.9081,-19388.6701,-17569.7394,-18055.1881,-16133.0299,-13304.8726,-22671.3488,-27263.5694,-19427.2718,-134199471.0225,-134221890.9533,-134212449.6572,-134197096.0760,-18971.4846,-134202782.2249,
