sl_100_86400_20270207 Coordinates.csv
2027/02/07 07:47:00.0000 UTC

Generated: Tue Oct  8 16:26:59 2024,
Start: 2027/02/07 07:47:00.00, Stop: 2027/02/08 07:47:00.00,
TIME_UNITS,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-5647 - X-Coordinate,STARLINK-32371 - X-Coordinate,STARLINK-1733 - X-Coordinate,STARLINK-4742 - X-Coordinate,STARLINK-6349 - X-Coordinate,STARLINK-30172 - X-Coordinate,STARLINK-3648 - X-Coordinate,STARLINK-31737 - X-Coordinate,STARLINK-31115 - X-Coordinate,STARLINK-5843 - X-Coordinate,STARLINK-32018 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-5326 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-3536 - X-Coordinate,STARLINK-1255 - X-Coordinate,STARLINK-5384 - X-Coordinate,STARLINK-3634 - X-Coordinate,STARLINK-3254 - X-Coordinate,STARLINK-6342 - X-Coordinate,STARLINK-4291 - X-Coordinate,STARLINK-4567 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-6156 - X-Coordinate,STARLINK-4337 - X-Coordinate,STARLINK-6351 - X-Coordinate,STARLINK-3718 - X-Coordinate,STARLINK-30196 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-30895 - X-Coordinate,STARLINK-2026 - X-Coordinate,STARLINK-2039 - X-Coordinate,STARLINK-31957 - X-Coordinate,STARLINK-30804 - X-Coordinate,STARLINK-2388 - X-Coordinate,STARLINK-30197 - X-Coordinate,STARLINK-30199 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-4486 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-1680 - X-Coordinate,STARLINK-3284 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-2521 - X-Coordinate,STARLINK-4136 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-3239 - X-Coordinate,STARLINK-30395 - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-4706 - X-Coordinate,STARLINK-1202 - X-Coordinate,STARLINK-5554 - X-Coordinate,STARLINK-5616 - X-Coordinate,STARLINK-31602 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-4377 - X-Coordinate,STARLINK-5897 - X-Coordinate,STARLINK-5834 - X-Coordinate,STARLINK-5523 - X-Coordinate,STARLINK-4555 - X-Coordinate,STARLINK-5695 - X-Coordinate,STARLINK-6273 - X-Coordinate,STARLINK-2739 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-3397 - X-Coordinate,STARLINK-4062 - X-Coordinate,STARLINK-32046 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-3606 - X-Coordinate,STARLINK-3955 - X-Coordinate,STARLINK-31637 - X-Coordinate,STARLINK-4148 - X-Coordinate,STARLINK-30178 - X-Coordinate,STARLINK-30912 - X-Coordinate,STARLINK-2631 - X-Coordinate,STARLINK-2754 - X-Coordinate,STARLINK-31484 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-30783 - X-Coordinate,STARLINK-1055 - X-Coordinate,STARLINK-2607 - X-Coordinate,STARLINK-30769 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-30456 - X-Coordinate,STARLINK-4749 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-5965 - X-Coordinate,STARLINK-2155 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-30600 - X-Coordinate,STARLINK-2198 - X-Coordinate,STARLINK-5040 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-32013 - X-Coordinate,STARLINK-4679 - X-Coordinate,STARLINK-30052 - X-Coordinate,STARLINK-31268 - X-Coordinate,STARLINK-2434 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-5647 - Y-Coordinate,STARLINK-32371 - Y-Coordinate,STARLINK-1733 - Y-Coordinate,STARLINK-4742 - Y-Coordinate,STARLINK-6349 - Y-Coordinate,STARLINK-30172 - Y-Coordinate,STARLINK-3648 - Y-Coordinate,STARLINK-31737 - Y-Coordinate,STARLINK-31115 - Y-Coordinate,STARLINK-5843 - Y-Coordinate,STARLINK-32018 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-5326 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-3536 - Y-Coordinate,STARLINK-1255 - Y-Coordinate,STARLINK-5384 - Y-Coordinate,STARLINK-3634 - Y-Coordinate,STARLINK-3254 - Y-Coordinate,STARLINK-6342 - Y-Coordinate,STARLINK-4291 - Y-Coordinate,STARLINK-4567 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-6156 - Y-Coordinate,STARLINK-4337 - Y-Coordinate,STARLINK-6351 - Y-Coordinate,STARLINK-3718 - Y-Coordinate,STARLINK-30196 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-30895 - Y-Coordinate,STARLINK-2026 - Y-Coordinate,STARLINK-2039 - Y-Coordinate,STARLINK-31957 - Y-Coordinate,STARLINK-30804 - Y-Coordinate,STARLINK-2388 - Y-Coordinate,STARLINK-30197 - Y-Coordinate,STARLINK-30199 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-4486 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-1680 - Y-Coordinate,STARLINK-3284 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-2521 - Y-Coordinate,STARLINK-4136 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-3239 - Y-Coordinate,STARLINK-30395 - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-4706 - Y-Coordinate,STARLINK-1202 - Y-Coordinate,STARLINK-5554 - Y-Coordinate,STARLINK-5616 - Y-Coordinate,STARLINK-31602 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-4377 - Y-Coordinate,STARLINK-5897 - Y-Coordinate,STARLINK-5834 - Y-Coordinate,STARLINK-5523 - Y-Coordinate,STARLINK-4555 - Y-Coordinate,STARLINK-5695 - Y-Coordinate,STARLINK-6273 - Y-Coordinate,STARLINK-2739 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-3397 - Y-Coordinate,STARLINK-4062 - Y-Coordinate,STARLINK-32046 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-3606 - Y-Coordinate,STARLINK-3955 - Y-Coordinate,STARLINK-31637 - Y-Coordinate,STARLINK-4148 - Y-Coordinate,STARLINK-30178 - Y-Coordinate,STARLINK-30912 - Y-Coordinate,STARLINK-2631 - Y-Coordinate,STARLINK-2754 - Y-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-30783 - Y-Coordinate,STARLINK-1055 - Y-Coordinate,STARLINK-2607 - Y-Coordinate,STARLINK-30769 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-30456 - Y-Coordinate,STARLINK-4749 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-5965 - Y-Coordinate,STARLINK-2155 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-30600 - Y-Coordinate,STARLINK-2198 - Y-Coordinate,STARLINK-5040 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-32013 - Y-Coordinate,STARLINK-4679 - Y-Coordinate,STARLINK-30052 - Y-Coordinate,STARLINK-31268 - Y-Coordinate,STARLINK-2434 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-5647 - Z-Coordinate,STARLINK-32371 - Z-Coordinate,STARLINK-1733 - Z-Coordinate,STARLINK-4742 - Z-Coordinate,STARLINK-6349 - Z-Coordinate,STARLINK-30172 - Z-Coordinate,STARLINK-3648 - Z-Coordinate,STARLINK-31737 - Z-Coordinate,STARLINK-31115 - Z-Coordinate,STARLINK-5843 - Z-Coordinate,STARLINK-32018 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-5326 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-3536 - Z-Coordinate,STARLINK-1255 - Z-Coordinate,STARLINK-5384 - Z-Coordinate,STARLINK-3634 - Z-Coordinate,STARLINK-3254 - Z-Coordinate,STARLINK-6342 - Z-Coordinate,STARLINK-4291 - Z-Coordinate,STARLINK-4567 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-6156 - Z-Coordinate,STARLINK-4337 - Z-Coordinate,STARLINK-6351 - Z-Coordinate,STARLINK-3718 - Z-Coordinate,STARLINK-30196 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-30895 - Z-Coordinate,STARLINK-2026 - Z-Coordinate,STARLINK-2039 - Z-Coordinate,STARLINK-31957 - Z-Coordinate,STARLINK-30804 - Z-Coordinate,STARLINK-2388 - Z-Coordinate,STARLINK-30197 - Z-Coordinate,STARLINK-30199 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-4486 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-1680 - Z-Coordinate,STARLINK-3284 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-2521 - Z-Coordinate,STARLINK-4136 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-3239 - Z-Coordinate,STARLINK-30395 - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-4706 - Z-Coordinate,STARLINK-1202 - Z-Coordinate,STARLINK-5554 - Z-Coordinate,STARLINK-5616 - Z-Coordinate,STARLINK-31602 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-4377 - Z-Coordinate,STARLINK-5897 - Z-Coordinate,STARLINK-5834 - Z-Coordinate,STARLINK-5523 - Z-Coordinate,STARLINK-4555 - Z-Coordinate,STARLINK-5695 - Z-Coordinate,STARLINK-6273 - Z-Coordinate,STARLINK-2739 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-3397 - Z-Coordinate,STARLINK-4062 - Z-Coordinate,STARLINK-32046 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-3606 - Z-Coordinate,STARLINK-3955 - Z-Coordinate,STARLINK-31637 - Z-Coordinate,STARLINK-4148 - Z-Coordinate,STARLINK-30178 - Z-Coordinate,STARLINK-30912 - Z-Coordinate,STARLINK-2631 - Z-Coordinate,STARLINK-2754 - Z-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-30783 - Z-Coordinate,STARLINK-1055 - Z-Coordinate,STARLINK-2607 - Z-Coordinate,STARLINK-30769 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-30456 - Z-Coordinate,STARLINK-4749 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-5965 - Z-Coordinate,STARLINK-2155 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-30600 - Z-Coordinate,STARLINK-2198 - Z-Coordinate,STARLINK-5040 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-32013 - Z-Coordinate,STARLINK-4679 - Z-Coordinate,STARLINK-30052 - Z-Coordinate,STARLINK-31268 - Z-Coordinate,STARLINK-2434 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5133.6625,-4938.4352,-1352.6226,775.0888,5325.2524,484.8946,3022.0527,1416.5139,-4976.8900,5134.3475,-6310.7438,-877.2902,5470.4470,-4525.7858,5985.9810,3398.0742,1088.3270,-4397.8448,4251.4114,-3611.4359,3907.8702,1606.3878,-3732.5641,2939.7957,4722.4491,5105.9827,-5078.7953,223.2561,1124.8169,1354.6992,-5842.3944,0.0000,-3495.5717,-14.9022,1329.8758,3440.2516,1914.1630,-3580.2784,3717.4950,4037.5190,-5570.4519,-5416.2227,6597.7045,-507.7413,6756.0098,1412.8295,1068.1141,-2001.6255,1804.8381,-3949.8474,5023.9893,2680.1124,-3918.5119,2690.7676,-1354.3626,-574.9947,396.6939,4094.4238,860.1179,1047.9488,1642.5649,2955.3058,5735.7473,-4919.3960,-3564.9448,-6047.0985,1503.6410,2989.5023,4709.9112,2248.6209,6766.1594,-855.6918,-6248.0079,-4911.2307,-4432.4138,3958.2742,-406.8167,1280.3793,-4779.7155,6275.3749,200.3609,0.0000,-3182.2222,3678.0441,4514.4130,5727.5349,0.0000,-6703.6411,6560.2192,-5431.7003,0.0000,1171.5320,-2068.4523,3008.4182,5920.1893,3526.3739,2729.4891,937.2018,0.0000,-5192.3501,-100114.2887,-126222.1054,-108135.7473,-106379.0902,-115013.3119,-112528.1092,-110731.8612,-110235.8710,8886264.7602,8862333.3245,8915835.0279,8889596.0269,-109791.7611,8901068.3945,2014.6483,-2956.7182,-4756.5675,-4077.5900,1121.3666,6792.4845,-4135.2400,-6675.9693,-229.9169,3954.4946,1646.5427,5293.2204,1897.6762,719.8898,-1948.0498,-5259.1837,-4246.8321,-2989.1835,2389.1801,-3649.2446,2928.4310,6522.9890,4131.9089,2926.9646,1937.6978,3598.1837,-980.5919,6583.6822,5598.8392,4308.0525,-3341.1690,0.0000,2384.6701,6722.1661,3891.2994,-5962.5450,-4723.9556,-5899.7021,-5142.0644,-1000.1108,-3159.5169,2271.7340,-426.0395,6351.8840,-1147.8546,-6338.2803,-5536.9035,4651.8510,3829.4594,-5500.6115,4330.9582,5619.7575,4243.9334,637.1029,5819.7515,-5680.5860,-3387.2231,-2969.9196,-4097.0376,5015.8039,-3229.0892,-4426.2726,-775.4505,2444.3292,-1992.1483,1376.8282,-3944.4455,-5642.5202,-2220.3258,-3610.2582,-950.3930,4061.4135,1520.7160,-1521.7926,3311.5873,-3119.0131,-4180.0902,-5258.3801,2352.6396,2881.0431,-5510.4170,0.0000,2564.7993,5327.3949,3662.9544,2352.8994,0.0000,29.9753,971.4434,-4019.3846,0.0000,-3953.0090,6494.9352,-3236.1054,-1752.6281,5385.4617,-6188.3931,5358.3057,0.0000,-755.7942,373815.4015,371691.4514,381880.6481,380704.4535,380455.1419,380232.3194,372124.3489,376076.2704,-100818471.2335,-100825037.8012,-100804862.7833,-100805131.2216,375967.0969,-100805030.2587,-3767.8324,-3860.0826,-4482.6150,5497.8450,-4271.0763,-1339.6392,-4683.2771,-1070.4928,4640.7108,-2458.5879,-2345.8483,4280.8666,3713.8848,-5229.5368,2579.5422,-2935.4308,5290.6111,4432.7929,4877.3516,4613.3835,4932.6847,1409.6989,4094.8621,-5532.4236,-4668.5989,-3024.8405,-4616.4204,-2104.3958,3900.1771,5217.4613,-1660.2530,0.0000,-5485.2764,-1124.2757,-5466.4907,-530.8496,-4707.5293,-699.1407,2733.8214,5502.7705,2647.7468,3613.6675,-2047.2224,2662.2132,-1076.3014,2042.9896,3982.5302,-4586.4191,-5476.4522,-1500.7150,2036.8271,3005.7301,-3805.0198,-6369.4931,3529.8899,3786.9350,5977.2780,-4754.0462,-5553.9857,-4678.4910,5905.0304,4406.8272,3794.9172,4214.9737,-5390.1634,-2879.5738,-5478.6670,2620.3239,-4394.0049,5404.7090,1025.5878,-5521.4972,-2395.0472,4598.6559,4169.5468,-4681.9712,-5447.2755,4198.2121,-4309.3966,-239.0637,4193.3999,0.0000,5421.6070,1961.3534,3409.0027,2887.2655,0.0000,-1430.8721,2021.4119,1390.1755,0.0000,5467.9563,-1106.4871,-5310.2812,-3181.4480,1991.6547,-906.1681,-4296.0915,0.0000,4523.2156,-84424.6019,-88652.4484,-87326.0654,-83037.0514,-82008.1664,-92268.2723,-94857.6453,-85482.2167,24494199.4241,24470346.0456,24488826.8274,24493496.8289,-87197.1888,24490007.3865,
3600.000,-2983.7789,6847.3988,4724.3366,3444.4540,-3278.6430,-2584.5675,613.0351,865.2829,4499.8154,-5157.6068,3515.9454,-3009.9683,-6859.5300,359.1329,-4910.5200,206.9377,2117.3738,6643.3060,-6728.2153,4284.6940,-5879.8317,-3098.2380,2900.7040,-5664.8704,-5458.7207,-903.7223,4792.1314,-1785.9207,-4069.1740,-4791.1904,5406.2850,0.0000,1806.7626,-2865.9291,-5439.6955,-1367.3781,1963.6865,4936.1615,-126.7850,-3416.1491,5117.3327,1596.0726,-6212.3057,-1089.2526,-4615.9652,519.6285,2508.2903,-1754.4038,-5488.0425,5390.6397,-6259.7023,-4328.8553,3046.7590,-4682.3268,-809.0198,2760.3244,-543.4014,-6745.5768,-321.2271,-4664.3940,-1448.5620,-1728.4485,-5871.8741,4015.7311,5237.9585,2420.3864,1848.7652,434.5551,-4534.4219,1992.2440,-5624.0762,-3070.8412,2891.3865,6832.1120,802.3632,-1209.0590,4427.6042,765.3693,4648.0979,-5658.2465,3575.0035,0.0000,311.6207,-4876.5865,-6236.9028,-6577.4541,0.0000,4193.2306,-4907.6563,5782.2110,0.0000,2823.6822,-402.4233,1110.9655,-2972.8941,-4831.9464,-505.8993,-4180.3088,0.0000,3124.0642,-189434.2172,-215241.1726,-198063.5134,-197635.4422,-206470.4241,-204012.0959,-201909.5030,-200782.1409,34757270.1677,34740235.5591,34784135.1212,34763688.7396,-200963.3133,34771598.7059,2948.8072,773.2843,4706.8667,4518.1749,2612.1592,-6012.8520,5797.1525,4992.2704,-4166.8743,-365.5233,-3827.9336,-2979.3810,-263.2230,-2520.4311,4481.6573,4273.4125,6081.9441,467.8259,-619.8288,-692.2826,-3663.0043,-3619.3770,-6280.4192,246.9500,2098.3291,-2219.2491,-3085.3203,-6268.1983,-5544.2598,-4446.1975,115.3199,0.0000,-5834.1407,-4502.9120,-2546.4692,5677.9277,5578.7365,3941.5166,4337.0270,4941.6757,-474.9154,-3819.5519,1965.2430,-6607.3906,3228.7441,6232.7930,3308.9883,-6201.2275,-2795.3326,3784.4204,-2527.6693,-5240.9301,-6196.2170,-4404.8321,-2627.1484,6250.2777,-2358.5664,1611.4787,6781.0690,-4323.4570,6412.2555,6670.0731,3622.1458,-5470.6834,-2536.3516,-3385.7164,5861.3678,4341.3461,5078.3172,4951.7223,2352.6182,-5088.0867,-3244.3019,-462.5852,-5214.9090,6124.6988,4280.9686,6812.8564,-5027.3663,-769.4961,3899.3622,0.0000,-6013.2631,-1214.0928,-2088.2070,-662.0296,0.0000,-2185.7570,2002.5285,2318.4178,0.0000,5315.5276,-5033.2220,4887.5565,4119.0596,-3624.9142,5745.9714,-5299.5885,0.0000,-2946.6522,338449.2776,329370.4330,341759.4067,340055.3268,340869.0770,340255.4778,333515.0605,336763.1042,-95029569.3118,-95043136.5085,-95009242.5008,-95020878.1032,336447.1307,-95015051.0515,5182.3704,703.3779,-255.0032,-3916.2450,5487.8388,-2310.3392,3752.4171,4685.2757,-2977.3366,4604.4201,4573.9519,-5411.2730,525.2581,6453.4390,1451.8554,5419.7675,-2423.7783,-1916.2105,-1434.5218,-5381.2182,-503.4085,-4948.2129,-137.0266,3939.2915,3679.9549,6500.7889,3933.7843,-2307.5075,-773.5511,-2246.2191,4327.0747,0.0000,3250.0050,4228.8769,3258.4667,-3684.6746,3614.0563,-2869.2843,-5385.8243,-3414.9882,-4656.9702,-5526.4091,-2330.6758,1699.8407,4039.1819,2687.8033,-5527.1174,2251.8989,3138.8152,-2175.7977,1607.1956,1282.5552,-326.5624,2602.5728,-6385.1431,550.3475,-6451.7666,-229.2908,1495.2664,2761.3669,-2212.8129,-618.6605,-613.0484,-1405.9869,3427.5181,5413.9735,3151.2269,-5357.9354,160.1927,-4356.3457,3246.9412,3500.7239,5297.8221,-905.3577,-4502.1227,2862.1131,3043.4457,-62.4273,169.5128,-3892.3341,-4484.5388,0.0000,-3161.2313,-4536.7078,1479.5533,1736.7355,0.0000,4951.0431,-4476.2536,2963.2157,0.0000,-3287.5728,4701.3116,4737.0644,4725.6521,2984.0188,-3649.3002,1555.5642,0.0000,-5448.3862,-82540.9986,-87308.3444,-84666.5898,-83747.7450,-79488.6796,-87756.6568,-94612.6477,-87498.7106,24497420.3690,24474666.9067,24501542.8228,24494447.0589,-85715.3802,24496282.9681,
7200.000,387.7330,-6120.9485,-4584.6724,-5632.6847,1279.9597,4289.8964,-3382.7337,-3971.2525,-2550.4393,4381.2831,151.8246,6224.7682,4987.7024,2829.6627,1107.2097,-4336.7035,-3699.1313,-6454.9008,6159.1436,-4616.3329,4797.5928,4573.2106,-794.3750,6520.6798,4902.6153,-2211.7988,-3692.6849,3225.7602,5286.6538,5746.6194,-3891.7031,0.0000,-329.0630,5398.6355,6646.2188,-2152.2017,-4630.9512,-5096.8815,-4073.4404,2254.5642,-3845.2676,2379.2473,3066.2398,2743.6646,1013.9063,-3044.4497,-5837.2115,4151.9822,6657.1824,-5241.6658,5418.8098,4414.9752,-748.8612,2747.8387,4238.7555,-3723.9329,-2150.3422,4704.7255,159.5400,6335.8706,1251.9412,-109.5804,3821.1460,-1886.9627,-4594.3577,1806.2720,-3613.5991,-4444.0774,1870.7605,-4611.3736,1956.1285,4991.8910,1405.0268,-5676.8301,2519.7688,-1306.3975,-5918.9237,-2425.9291,-2173.0840,3214.3822,-6347.2347,0.0000,1772.7192,4662.8499,4203.1394,4102.2360,0.0000,-194.2174,2178.2883,-4106.6129,0.0000,-4750.4252,3818.6517,-3933.9076,-420.8235,3913.4651,-2971.2719,5561.3339,0.0000,-1181.0403,-267912.2585,-290948.3307,-275310.2937,-276639.0442,-284970.4039,-280820.9356,-280713.9019,-279207.0656,58232468.0367,58223492.6443,58252607.8797,58246576.1013,-279304.1063,58245883.3309,-6470.2772,1503.0813,-1066.8657,-3971.9123,-5951.4729,2980.8937,-6029.5479,-1854.2735,6244.5417,-3638.4274,5644.1887,687.0941,-1685.5899,4973.4857,-5098.0396,-2934.9037,-5406.9363,1773.6505,-1018.7375,4359.0264,2673.4145,-797.8666,5637.4126,-2286.6201,-4860.6787,-2330.8936,5801.1574,3140.9422,3440.0290,3157.7717,3716.6395,0.0000,6847.9278,544.1124,928.5225,-3544.8092,-5151.1678,-232.1760,-3121.0829,-6469.2415,4308.7370,5198.0273,-3319.0735,3889.9190,-5111.6905,-2856.3978,-1013.5481,5135.9207,1498.4397,-340.6495,-560.4463,2317.5635,5413.7319,5782.5197,-468.1521,-3567.4868,5971.2156,783.9754,-6059.8320,2704.0734,-6205.4453,-5916.7686,-4960.7582,6267.1150,4757.0566,5232.8411,-5780.2742,-2493.2614,-5038.1734,-5096.1838,-3715.7075,4709.4825,4962.3235,1989.3443,6108.3309,-6687.6584,-3200.5556,-4898.0146,5056.2065,-2602.5864,-1892.0309,0.0000,6366.1016,-3582.1100,-1301.5755,-1942.6398,0.0000,4691.2232,-5051.7798,1141.1587,0.0000,-4788.6961,2214.9100,-5557.4270,-5997.5442,-1028.4063,-2814.0597,3542.6560,0.0000,6101.9763,281906.7098,266239.0366,279461.3879,276168.1423,279421.2167,277202.1894,273099.8083,274770.7376,-82721948.5913,-82740281.3387,-82697973.8979,-82711909.9844,275219.4521,-82706669.6259,-1603.1320,2867.3700,4713.9396,-235.3180,-3287.1713,4559.2558,-579.4922,-5344.8641,-970.1673,-3952.7083,-4021.6962,2813.2768,-4440.4492,-3944.0309,-4376.6279,-4520.2960,-2100.2636,-1790.9936,-2955.5084,2713.4081,-4263.0623,5047.4398,-3936.1888,119.8624,-389.6801,-6155.8295,-865.7350,5234.6862,-2850.9015,-2180.0461,-4372.3698,0.0000,963.9350,-4128.5308,1302.7678,5508.2230,-353.6060,4689.1238,4619.3498,-877.4937,3826.9146,3854.1905,5229.3119,-5014.7332,-4581.6593,-5385.9381,3543.0345,1738.9551,1131.0401,4518.8033,-4303.4787,-4801.7037,4224.6799,2665.0030,5474.2904,-4521.4171,2662.0630,5026.3286,3389.5841,806.8712,-2846.6676,-3586.3381,-2963.9397,-2280.2727,1387.2697,-4015.1997,1138.6966,4648.9068,4174.6621,390.0051,-5494.5748,741.6887,-4529.9735,-3397.3572,2091.3527,887.7774,1403.3832,-4142.5600,4069.4310,5522.4803,2039.5570,0.0000,-1598.6028,3339.8074,-5116.6726,-5116.4193,0.0000,-4998.2264,4213.9788,-5432.6462,0.0000,-1229.1798,-5315.1732,-1153.7489,-3478.9206,-5395.8601,5448.4651,2120.8065,0.0000,3062.4476,-80765.4774,-85932.5424,-82281.3678,-85144.3043,-77438.5626,-82610.4435,-93679.8390,-82521.2479,24500581.5313,24479114.9495,24513402.4919,24496758.8394,-84226.7519,24502572.4276,
