sl_100_5400_20270319 Coordinates.csv
2027/03/19 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:22 2024,
Start: 2027/03/19 07:47:00.00, Stop: 2027/03/19 09:17:00.00,
TIME_UNITS,STARLINK-2428 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-31298 - X-Coordinate,STARLINK-31249 - X-Coordinate,STARLINK-4582 - X-Coordinate,STARLINK-31725 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-6186 - X-Coordinate,STARLINK-30772 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-4631 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-3354 - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-4623 - X-Coordinate,STARLINK-31146 - X-Coordinate,STARLINK-1579 - X-Coordinate,STARLINK-1801 - X-Coordinate,STARLINK-31689 - X-Coordinate,STARLINK-30789 - X-Coordinate,STARLINK-2576 - X-Coordinate,STARLINK-3523 - X-Coordinate,STARLINK-2621 - X-Coordinate,STARLINK-3672 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-3161 - X-Coordinate,STARLINK-30440 - X-Coordinate,STARLINK-2651 - X-Coordinate,STARLINK-4374 - X-Coordinate,STARLINK-31680 - X-Coordinate,STARLINK-31227 - X-Coordinate,STARLINK-1262 - X-Coordinate,STARLINK-31642 - X-Coordinate,STARLINK-31906 - X-Coordinate,STARLINK-4538 - X-Coordinate,STARLINK-3902 - X-Coordinate,STARLINK-4787 - X-Coordinate,STARLINK-4394 - X-Coordinate,STARLINK-4758 - X-Coordinate,STARLINK-3675 - X-Coordinate,STARLINK-2131 - X-Coordinate,STARLINK-31722 - X-Coordinate,STARLINK-30298 - X-Coordinate,STARLINK-2179 - X-Coordinate,STARLINK-5458 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-6125 - X-Coordinate,STARLINK-2270 - X-Coordinate,STARLINK-2734 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-31751 - X-Coordinate,STARLINK-6199 - X-Coordinate,STARLINK-30934 - X-Coordinate,STARLINK-4523 - X-Coordinate,STARLINK-4764 - X-Coordinate,STARLINK-1208 - X-Coordinate,STARLINK-1931 - X-Coordinate,STARLINK-4191 - X-Coordinate,STARLINK-4169 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-5583 - X-Coordinate,STARLINK-6224 - X-Coordinate,STARLINK-2043 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-5554 - X-Coordinate,STARLINK-4570 - X-Coordinate,STARLINK-31390 - X-Coordinate,STARLINK-6057 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-5259 - X-Coordinate,STARLINK-4652 - X-Coordinate,STARLINK-1199 - X-Coordinate,STARLINK-4013 - X-Coordinate,STARLINK-31398 - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-4195 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-2339 - X-Coordinate,STARLINK-2503 - X-Coordinate,STARLINK-31029 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-4639 - X-Coordinate,STARLINK-2501 - X-Coordinate,STARLINK-5227 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-4403 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-31175 - X-Coordinate,STARLINK-3781 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-2520 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2428 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-31298 - Y-Coordinate,STARLINK-31249 - Y-Coordinate,STARLINK-4582 - Y-Coordinate,STARLINK-31725 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-6186 - Y-Coordinate,STARLINK-30772 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-4631 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-3354 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-4623 - Y-Coordinate,STARLINK-31146 - Y-Coordinate,STARLINK-1579 - Y-Coordinate,STARLINK-1801 - Y-Coordinate,STARLINK-31689 - Y-Coordinate,STARLINK-30789 - Y-Coordinate,STARLINK-2576 - Y-Coordinate,STARLINK-3523 - Y-Coordinate,STARLINK-2621 - Y-Coordinate,STARLINK-3672 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-3161 - Y-Coordinate,STARLINK-30440 - Y-Coordinate,STARLINK-2651 - Y-Coordinate,STARLINK-4374 - Y-Coordinate,STARLINK-31680 - Y-Coordinate,STARLINK-31227 - Y-Coordinate,STARLINK-1262 - Y-Coordinate,STARLINK-31642 - Y-Coordinate,STARLINK-31906 - Y-Coordinate,STARLINK-4538 - Y-Coordinate,STARLINK-3902 - Y-Coordinate,STARLINK-4787 - Y-Coordinate,STARLINK-4394 - Y-Coordinate,STARLINK-4758 - Y-Coordinate,STARLINK-3675 - Y-Coordinate,STARLINK-2131 - Y-Coordinate,STARLINK-31722 - Y-Coordinate,STARLINK-30298 - Y-Coordinate,STARLINK-2179 - Y-Coordinate,STARLINK-5458 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-6125 - Y-Coordinate,STARLINK-2270 - Y-Coordinate,STARLINK-2734 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-31751 - Y-Coordinate,STARLINK-6199 - Y-Coordinate,STARLINK-30934 - Y-Coordinate,STARLINK-4523 - Y-Coordinate,STARLINK-4764 - Y-Coordinate,STARLINK-1208 - Y-Coordinate,STARLINK-1931 - Y-Coordinate,STARLINK-4191 - Y-Coordinate,STARLINK-4169 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-5583 - Y-Coordinate,STARLINK-6224 - Y-Coordinate,STARLINK-2043 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-5554 - Y-Coordinate,STARLINK-4570 - Y-Coordinate,STARLINK-31390 - Y-Coordinate,STARLINK-6057 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-5259 - Y-Coordinate,STARLINK-4652 - Y-Coordinate,STARLINK-1199 - Y-Coordinate,STARLINK-4013 - Y-Coordinate,STARLINK-31398 - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-4195 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-2339 - Y-Coordinate,STARLINK-2503 - Y-Coordinate,STARLINK-31029 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-4639 - Y-Coordinate,STARLINK-2501 - Y-Coordinate,STARLINK-5227 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-4403 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-31175 - Y-Coordinate,STARLINK-3781 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-2520 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2428 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-31298 - Z-Coordinate,STARLINK-31249 - Z-Coordinate,STARLINK-4582 - Z-Coordinate,STARLINK-31725 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-6186 - Z-Coordinate,STARLINK-30772 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-4631 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-3354 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-4623 - Z-Coordinate,STARLINK-31146 - Z-Coordinate,STARLINK-1579 - Z-Coordinate,STARLINK-1801 - Z-Coordinate,STARLINK-31689 - Z-Coordinate,STARLINK-30789 - Z-Coordinate,STARLINK-2576 - Z-Coordinate,STARLINK-3523 - Z-Coordinate,STARLINK-2621 - Z-Coordinate,STARLINK-3672 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-3161 - Z-Coordinate,STARLINK-30440 - Z-Coordinate,STARLINK-2651 - Z-Coordinate,STARLINK-4374 - Z-Coordinate,STARLINK-31680 - Z-Coordinate,STARLINK-31227 - Z-Coordinate,STARLINK-1262 - Z-Coordinate,STARLINK-31642 - Z-Coordinate,STARLINK-31906 - Z-Coordinate,STARLINK-4538 - Z-Coordinate,STARLINK-3902 - Z-Coordinate,STARLINK-4787 - Z-Coordinate,STARLINK-4394 - Z-Coordinate,STARLINK-4758 - Z-Coordinate,STARLINK-3675 - Z-Coordinate,STARLINK-2131 - Z-Coordinate,STARLINK-31722 - Z-Coordinate,STARLINK-30298 - Z-Coordinate,STARLINK-2179 - Z-Coordinate,STARLINK-5458 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-6125 - Z-Coordinate,STARLINK-2270 - Z-Coordinate,STARLINK-2734 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-31751 - Z-Coordinate,STARLINK-6199 - Z-Coordinate,STARLINK-30934 - Z-Coordinate,STARLINK-4523 - Z-Coordinate,STARLINK-4764 - Z-Coordinate,STARLINK-1208 - Z-Coordinate,STARLINK-1931 - Z-Coordinate,STARLINK-4191 - Z-Coordinate,STARLINK-4169 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-5583 - Z-Coordinate,STARLINK-6224 - Z-Coordinate,STARLINK-2043 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-5554 - Z-Coordinate,STARLINK-4570 - Z-Coordinate,STARLINK-31390 - Z-Coordinate,STARLINK-6057 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-5259 - Z-Coordinate,STARLINK-4652 - Z-Coordinate,STARLINK-1199 - Z-Coordinate,STARLINK-4013 - Z-Coordinate,STARLINK-31398 - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-4195 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-2339 - Z-Coordinate,STARLINK-2503 - Z-Coordinate,STARLINK-31029 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-4639 - Z-Coordinate,STARLINK-2501 - Z-Coordinate,STARLINK-5227 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-4403 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-31175 - Z-Coordinate,STARLINK-3781 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-2520 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-476.1605,-2599.2604,-6620.7121,4390.0549,5483.4278,4087.2081,5591.7123,3021.8102,5120.1623,1587.9588,-3749.0624,-5042.4664,1109.4964,2001.5588,-2127.1541,2863.3105,1821.4433,5392.3727,-2288.8302,4782.0669,4039.7153,-1899.0777,-1902.6856,3046.1859,3999.3425,6489.7138,-2026.1528,5110.2738,-3954.3159,5806.5368,-1375.9024,5622.9705,-1052.9311,625.2677,4423.3312,2597.9051,3512.7292,-4090.0840,459.6917,4845.0384,3003.6269,1214.8760,4893.1613,-4048.1179,1078.7352,4031.3951,5346.5941,5692.7055,6440.1674,1907.9520,-2737.4279,6147.8577,-3236.4997,894.1524,-3254.4019,-863.9377,-2390.6974,4326.3363,-1011.6142,-3957.8287,3391.0964,4464.4978,-6846.0684,1879.8124,6007.9746,2143.2400,-3856.7598,-3107.4839,2054.6584,-6539.7149,-3698.3126,-713.5393,-2624.3794,5583.5305,-1517.2029,-547.7335,-230.0607,5225.8256,2699.9844,-64.2542,6402.8052,-4143.6834,-2099.3629,3224.6508,1128.7859,6668.5632,1637.6413,-5133.3942,2534.4040,1252.2148,-916.9458,5583.4465,-6903.6915,-6019.1622,3122.4578,-407.1657,0.0000,-2090.5810,1282.1700,3542.0127,313290.5517,310808.7286,314215.3761,316089.5793,309539.4074,311587.7105,318128.9039,317931.3312,91158338.8573,91163421.3785,91171642.2002,91150622.9366,316437.6336,91159961.1002,4195.8728,3864.0759,879.9927,-3549.6367,-4037.0443,-1222.3011,-3306.1606,5760.3157,-2257.9049,-6750.5113,3836.4169,4337.7275,6308.7529,3874.0261,-6533.3451,-3726.6141,-5662.7396,-2480.0329,-5944.1600,1934.2392,-5076.0430,6312.1391,5181.7834,-5851.8328,-4811.1388,1568.6252,6446.7674,2658.4504,1963.3205,-3697.2799,-6673.5937,3604.8814,-4518.7180,6008.3707,-3225.1800,-535.6146,5357.2306,4543.1933,-4224.2781,-4545.6685,-4655.0215,-6370.7301,316.5455,-5405.2303,2868.0413,-910.9237,1840.5587,2583.1482,-1924.8637,-4008.6975,-3216.4094,-2734.5918,-5659.0368,6873.1405,-2632.5210,-4476.2069,6292.5960,3103.9633,5508.9407,1321.4563,-3994.9411,695.6478,-249.8138,3604.4589,-3372.7555,5562.8137,2125.5687,-3934.8645,-6457.1033,1646.5885,-1985.2425,4184.4272,-2523.4146,-2793.6627,-5013.3086,2399.9903,5972.4983,-2202.8549,6089.2274,6552.8652,-2474.5461,1108.8827,-5556.0189,-2734.2719,3987.5529,1694.6589,-3952.3005,-2135.9383,6407.7315,-5750.5802,5463.5746,-2012.4055,-202.6100,-2910.9481,-722.4460,2435.6403,0.0000,-3869.7723,-5020.8092,2202.4162,-146944.0436,-173619.7841,-148809.7635,-148698.9781,-154335.5054,-153009.1864,-158082.4314,-154845.7356,-57618887.4946,-57598193.5673,-57590729.8232,-57599715.3816,-154536.0363,-57599158.4621,5461.4151,5064.7187,-1780.3190,4005.3904,752.8471,-5348.1775,-2353.0872,1914.8874,-3916.1763,-235.4782,4335.1328,1817.0613,2594.1837,5225.8489,710.3912,5060.3036,-3331.0020,-3572.8751,2724.8656,-4476.5394,2470.1820,-2117.9032,-4042.2695,-2061.4514,-2700.4171,-1524.9592,294.5824,3786.2577,-5292.1090,695.3627,1233.1818,-1827.6571,-5128.4722,-3377.1930,-4131.3053,-6404.2048,2337.7791,3243.7877,-5458.3176,1571.2591,-3971.8053,-2377.3490,-4873.1412,-1354.6110,6175.7146,5511.2389,-3988.5678,2898.5157,-1154.5528,-5207.9216,-5484.4519,-1555.8351,2251.8969,90.4972,-5514.2625,5039.1769,1629.9575,4239.0739,4048.9076,-5420.1312,-4452.1769,5208.0327,-684.6482,5210.1129,601.7512,3492.3620,-5335.2037,4607.8726,-1568.2486,1614.7757,-5323.8430,5446.9270,-5910.7297,-3010.9982,-4415.8029,-6496.8887,-3131.3158,3787.7010,1513.1058,2202.1685,798.7944,-5410.1022,-3355.2744,-5471.1524,-5532.6344,820.3086,-5206.2413,4061.6993,721.1893,3196.2938,4135.0110,-3417.5229,-157.0606,-1497.4736,6145.1555,6489.5793,0.0000,5233.1162,4568.0110,-5512.4417,101127.5401,101414.4660,101313.0244,105374.7867,106566.5655,96367.8303,93616.3760,100374.9803,34424958.8594,34440406.7480,34415445.2037,34429568.7130,101334.2488,34419907.7036,
300.000,1599.7255,-1346.5409,-6576.5454,2546.7172,4173.2007,2849.0765,5170.6093,4455.2787,3438.9289,73.0480,-2492.6910,-3612.4066,2250.3457,3970.8198,-3220.0673,1738.0244,249.0457,3845.3721,-3534.6578,5671.5487,2826.6161,-425.0292,-22.6911,1518.6037,2166.3614,6070.5773,-729.3512,4794.8576,-2350.1692,4714.4478,-2749.5545,6509.7002,-2702.5908,2382.6965,4009.5814,709.3190,4738.9815,-3019.4744,-1599.9058,3435.5940,1573.5018,9.1815,5626.8386,-4625.5108,962.0602,3289.1410,6408.2854,6609.7804,5429.6031,322.4715,-4420.6326,5705.4835,-4461.0423,2326.3950,-4320.2405,-2589.3569,-702.2446,5681.7951,1021.7453,-3420.4546,2565.6799,3890.7931,-6369.2136,3855.7663,4982.0414,3650.0263,-2201.9490,-4741.8966,1186.4530,-5512.3438,-4890.3017,1455.2929,-734.7824,4616.5646,-2784.7714,1651.8968,1140.9508,3694.0957,3545.0203,1233.7638,5451.5096,-3881.4784,-3449.3634,2004.1270,3129.6959,6889.9525,-560.9340,-4674.6176,3463.7887,-23.2649,828.7634,5583.6866,-6554.9017,-6678.8590,1244.1370,1780.1509,0.0000,-3470.3084,-164.9056,4398.8997,316281.4553,314372.6825,317533.7523,319338.9318,312726.5759,314765.4846,321306.7695,320870.1055,92399415.3945,92404297.3879,92412417.4104,92391538.5363,319649.5700,92400966.3870,4576.8960,5366.8578,2122.8555,-4503.6506,-4954.3116,-3025.1995,-4540.7833,5098.3601,-3209.0517,-6813.5911,5390.8198,4780.1034,5135.4633,3316.3082,-6011.9581,-5307.3785,-6489.2318,-3746.9698,-4566.4787,69.3655,-4673.9668,5863.7323,4641.4657,-5696.3473,-5227.2344,179.6969,6392.4488,798.2403,3424.8070,-4438.7793,-5778.8936,2335.0657,-3156.5316,6137.6203,-4850.3216,660.1978,4872.8754,5913.0592,-4629.3381,-4947.6848,-5939.1307,-6877.4762,-1407.2692,-4114.5577,4764.3975,-2950.8835,611.4658,1528.4448,-3226.4760,-5261.0746,-1942.4984,-3880.6411,-5239.7836,6325.7765,-743.5267,-3168.9013,6213.2779,1632.4313,5044.7521,3371.4659,-5545.8454,-1385.9954,983.7578,2774.2468,-4178.4051,5547.6225,3524.7691,-2566.8381,-5880.8412,2984.0873,-249.1018,3968.4891,-1541.8446,-1819.6160,-3429.5605,2261.9234,6483.4630,-3592.7891,4906.7444,5687.6879,-3410.5386,3168.6648,-4092.5939,-4444.8232,3165.9372,203.7715,-4039.3058,-241.7304,5471.9746,-6517.7983,4587.5267,-3518.5982,1005.8909,-1522.0876,398.6853,2141.5081,0.0000,-2183.2044,-6062.2986,210.3023,-140589.0725,-167062.9473,-142095.2075,-142081.2561,-147675.3324,-146370.2559,-151342.0576,-147984.2060,-55611419.0532,-55591017.0935,-55582731.1138,-55592778.2004,-147861.1336,-55591624.5081,4915.7972,4092.2060,13.1680,4596.7680,2224.0896,-5434.2427,-603.0984,404.0883,-4953.1172,1299.5668,3508.5924,3408.3504,4036.9333,4425.1430,-1106.3494,4065.0035,-2072.3588,-4378.9828,3824.0811,-3804.2630,4280.5609,-3658.2731,-5027.1047,-3609.5178,-3798.6627,-3168.0161,2080.5877,4885.3375,-5499.4576,2431.8468,2639.3829,-322.6050,-5528.2847,-2130.0171,-2724.1592,-6863.6878,578.8038,1962.1848,-4884.1612,3208.0724,-2950.9587,-629.5735,-3760.9746,-3021.2474,4894.0604,5285.3012,-2536.1590,1218.4849,-2577.9176,-4363.7106,-4959.7789,249.4483,491.5439,1610.3057,-5358.0874,5424.1096,2973.7915,3375.2469,4610.6252,-4869.8665,-3151.6645,5520.1060,-2425.4460,4595.9717,2350.8783,1913.9311,-5530.3587,4160.2891,-3520.5946,2960.9807,-4688.4397,5460.6866,-6728.5614,-4840.3746,-5236.3747,-6357.4321,-1475.0602,4465.3879,3159.7750,3727.3341,2525.8087,-4749.9465,-4230.6081,-4902.3577,-5288.3224,-725.6612,-5364.4709,5047.9080,2456.6161,1549.6911,5102.6008,-1825.2727,-1941.0819,37.7215,6805.2230,6361.4039,0.0000,5469.6206,3311.4421,-5327.8819,100970.1564,101277.4723,101295.2458,105100.4162,106549.6682,96468.5986,93368.5903,99882.3976,34425691.2906,34441604.5067,34416943.5345,34430342.5496,101214.6877,34420879.7444,
600.000,3496.0757,-2.0236,-5875.7972,464.9797,2432.5476,1369.8050,4237.5031,5423.3034,1412.1952,-1461.2176,-1024.2386,-1801.6533,3212.2749,5526.2037,-4003.0398,484.1123,-1329.3577,1937.9383,-4474.0126,6012.5062,1287.3417,1126.2123,1892.8637,-190.3124,98.5868,5044.8304,668.0427,4045.7437,-550.1299,3141.0995,-3881.1460,6761.5584,-4129.3774,3892.4853,3215.6560,-1303.2096,5468.3948,-1673.6278,-3479.8607,1650.7053,10.6284,-1190.3431,5829.5848,-4767.8829,670.2539,2274.8761,6839.2513,6860.7878,3863.7260,-1254.9073,-5691.8042,4690.4395,-5233.8450,3548.3197,-5009.8852,-4087.0477,1077.4241,6467.3656,2975.9044,-2587.7498,1516.4434,2986.5751,-5253.9101,5403.6705,3448.9300,4777.4733,-367.0621,-5910.4553,155.6227,-3951.9832,-5603.7269,3484.8647,1183.8893,3114.1813,-3823.0660,3687.0146,2373.0467,1804.2940,4059.0837,2449.5683,3948.8502,-3285.6570,-4488.2782,635.1278,4837.6107,6443.6839,-2699.1712,-3793.9216,4076.9576,-1278.0209,2533.2543,5025.5886,-5553.3641,-6666.2692,-812.1390,3795.8543,0.0000,-4544.5644,-1561.5691,4872.5615,319147.1163,317798.6288,320712.7048,322450.3253,315774.8899,317808.1340,324340.7059,323570.4708,93596290.5354,93600985.1993,93608960.9460,93588286.6830,322720.7240,93597767.5096,4553.6207,6344.2451,3153.9996,-5063.3908,-5392.1484,-4554.0736,-5316.7362,3909.9637,-3885.7506,-6219.9423,6423.7296,4776.9440,3457.4568,2464.3108,-4885.5760,-6370.6912,-6659.0103,-4691.1857,-2750.3801,-1776.2398,-3837.6051,4856.5831,3672.5227,-5001.4557,-5144.6662,-1260.6854,5665.2313,-1171.4323,4591.4970,-4763.5246,-4322.1139,840.7625,-1524.8305,5682.1839,-5969.2965,1700.8491,3887.3399,6704.2429,-4626.3935,-4868.7477,-6624.8028,-6696.8004,-2959.8322,-2394.0007,6138.9175,-4710.6312,-650.3101,333.8914,-4224.6346,-6002.2692,-526.3593,-4640.6880,-4298.6543,5162.8695,1186.1516,-1575.7497,5547.1516,24.6664,4127.5056,5079.2357,-6533.7850,-3350.6996,2145.4993,1682.8697,-4592.3078,4994.6258,4624.5295,-972.9026,-4727.7573,4061.0802,1473.5431,3419.0202,-314.5695,-706.5450,-1519.7152,1978.6865,6303.3582,-4657.1237,3208.6437,4267.9594,-4033.9465,4906.9732,-2225.8222,-5736.9259,2087.0630,-1313.7584,-3755.7916,1707.9716,3986.7265,-6572.6818,3296.2149,-4648.7650,2135.9529,20.4210,1391.5344,1713.9045,0.0000,-309.1441,-6515.6268,-1775.1495,-134179.3786,-160431.9603,-135317.3812,-135399.7961,-140949.4312,-139667.1231,-144535.8068,-141060.9139,-53577219.5273,-53557117.4622,-53548020.4979,-53559114.4201,-141119.4277,-53557362.1257,3838.9256,2672.6904,1805.2072,4694.6362,3448.4493,-4917.1507,1212.1632,-1152.9313,-5437.4241,2695.6524,2301.2179,4628.8513,5043.7697,3125.4555,-2803.4150,2630.4921,-580.4246,-4716.3268,4513.2775,-2706.7188,5634.9191,-4806.0833,-5453.9701,-4768.2617,-4469.6015,-4459.8501,3626.7857,5453.5008,-5109.7029,3906.2450,3761.8652,1217.1229,-5334.0617,-653.5619,-1015.8964,-6592.3044,-1245.2508,469.5340,-3784.9744,4485.2719,-1598.0089,1186.3862,-2243.2525,-4358.4697,3081.9047,4484.6998,-810.7234,-594.3293,-3711.8169,-3034.8426,-3903.1395,2027.6632,-1322.2515,2957.4310,-4627.7456,5194.9196,3998.2367,2130.2701,4675.0905,-3778.3407,-1505.6046,5233.5094,-3901.3886,3417.8558,3846.3436,128.6429,-5131.7680,3243.9455,-5100.2235,3990.3128,-3518.1183,4885.0150,-6832.8546,-6152.7732,-5478.0834,-5544.8207,352.4840,4641.9198,4452.8604,4850.2722,3979.6766,-3576.2796,-4631.7654,-3805.9421,-4474.7673,-2193.8678,-4900.4759,5483.9026,3928.3787,-280.6764,5520.5399,-30.3066,-3515.2514,1568.7079,6739.9184,5558.8622,0.0000,5097.7236,1697.1507,-4569.7912,100812.9077,101140.4001,101277.2388,104820.9103,106529.1721,96575.4723,93125.9117,99488.0056,34426421.5232,34442793.6155,34418446.3141,34431101.2418,101095.0515,34421851.7621,
