sl_100_5400_20270820 Coordinates.csv
2027/08/20 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:31 2024,
Start: 2027/08/20 07:47:00.00, Stop: 2027/08/20 09:17:00.00,
TIME_UNITS,STARLINK-2533 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-4169 - X-Coordinate,STARLINK-4522 - X-Coordinate,STARLINK-2556 - X-Coordinate,STARLINK-31897 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-5557 - X-Coordinate,STARLINK-5233 - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-4081 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-30885 - X-Coordinate,STARLINK-32131 - X-Coordinate,STARLINK-2029 - X-Coordinate,STARLINK-5445 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-30508 - X-Coordinate,STARLINK-3507 - X-Coordinate,STARLINK-3661 - X-Coordinate,STARLINK-4174 - X-Coordinate,STARLINK-2251 - X-Coordinate,STARLINK-6275 - X-Coordinate,STARLINK-5250 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-5057 - X-Coordinate,STARLINK-30303 - X-Coordinate,STARLINK-6313 - X-Coordinate,STARLINK-3899 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-1958 - X-Coordinate,STARLINK-2455 - X-Coordinate,STARLINK-4770 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-3979 - X-Coordinate,STARLINK-1723 - X-Coordinate,STARLINK-31432 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-1696 - X-Coordinate,STARLINK-3093 - X-Coordinate,STARLINK-1997 - X-Coordinate,STARLINK-30124 - X-Coordinate,STARLINK-11126 [DTC] - X-Coordinate,STARLINK-5024 - X-Coordinate,STARLINK-2388 - X-Coordinate,STARLINK-4486 - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-4199 - X-Coordinate,STARLINK-30279 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-2193 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-5489 - X-Coordinate,STARLINK-1730 - X-Coordinate,STARLINK-2100 - X-Coordinate,STARLINK-1656 - X-Coordinate,STARLINK-5680 - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-4760 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-2234 - X-Coordinate,STARLINK-5829 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-5705 - X-Coordinate,STARLINK-3290 - X-Coordinate,STARLINK-31985 - X-Coordinate,STARLINK-4800 - X-Coordinate,STARLINK-30715 - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-32170 - X-Coordinate,STARLINK-5572 - X-Coordinate,STARLINK-3860 - X-Coordinate,STARLINK-31747 - X-Coordinate,STARLINK-32229 - X-Coordinate,STARLINK-6142 - X-Coordinate,STARLINK-31043 - X-Coordinate,STARLINK-31969 - X-Coordinate,STARLINK-5146 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-6294 - X-Coordinate,STARLINK-4764 - X-Coordinate,STARLINK-30979 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-4261 - X-Coordinate,STARLINK-31358 - X-Coordinate,STARLINK-3635 - X-Coordinate,STARLINK-4476 - X-Coordinate,STARLINK-6117 - X-Coordinate,STARLINK-5452 - X-Coordinate,STARLINK-2720 - X-Coordinate,STARLINK-30212 - X-Coordinate,STARLINK-5308 - X-Coordinate,STARLINK-1346 - X-Coordinate,STARLINK-6208 - X-Coordinate,STARLINK-2220 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2533 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-4169 - Y-Coordinate,STARLINK-4522 - Y-Coordinate,STARLINK-2556 - Y-Coordinate,STARLINK-31897 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-5557 - Y-Coordinate,STARLINK-5233 - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-4081 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-30885 - Y-Coordinate,STARLINK-32131 - Y-Coordinate,STARLINK-2029 - Y-Coordinate,STARLINK-5445 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-30508 - Y-Coordinate,STARLINK-3507 - Y-Coordinate,STARLINK-3661 - Y-Coordinate,STARLINK-4174 - Y-Coordinate,STARLINK-2251 - Y-Coordinate,STARLINK-6275 - Y-Coordinate,STARLINK-5250 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-5057 - Y-Coordinate,STARLINK-30303 - Y-Coordinate,STARLINK-6313 - Y-Coordinate,STARLINK-3899 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-1958 - Y-Coordinate,STARLINK-2455 - Y-Coordinate,STARLINK-4770 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-3979 - Y-Coordinate,STARLINK-1723 - Y-Coordinate,STARLINK-31432 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-1696 - Y-Coordinate,STARLINK-3093 - Y-Coordinate,STARLINK-1997 - Y-Coordinate,STARLINK-30124 - Y-Coordinate,STARLINK-11126 [DTC] - Y-Coordinate,STARLINK-5024 - Y-Coordinate,STARLINK-2388 - Y-Coordinate,STARLINK-4486 - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-4199 - Y-Coordinate,STARLINK-30279 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-2193 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-5489 - Y-Coordinate,STARLINK-1730 - Y-Coordinate,STARLINK-2100 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,STARLINK-5680 - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-4760 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-2234 - Y-Coordinate,STARLINK-5829 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-5705 - Y-Coordinate,STARLINK-3290 - Y-Coordinate,STARLINK-31985 - Y-Coordinate,STARLINK-4800 - Y-Coordinate,STARLINK-30715 - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-32170 - Y-Coordinate,STARLINK-5572 - Y-Coordinate,STARLINK-3860 - Y-Coordinate,STARLINK-31747 - Y-Coordinate,STARLINK-32229 - Y-Coordinate,STARLINK-6142 - Y-Coordinate,STARLINK-31043 - Y-Coordinate,STARLINK-31969 - Y-Coordinate,STARLINK-5146 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-6294 - Y-Coordinate,STARLINK-4764 - Y-Coordinate,STARLINK-30979 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-4261 - Y-Coordinate,STARLINK-31358 - Y-Coordinate,STARLINK-3635 - Y-Coordinate,STARLINK-4476 - Y-Coordinate,STARLINK-6117 - Y-Coordinate,STARLINK-5452 - Y-Coordinate,STARLINK-2720 - Y-Coordinate,STARLINK-30212 - Y-Coordinate,STARLINK-5308 - Y-Coordinate,STARLINK-1346 - Y-Coordinate,STARLINK-6208 - Y-Coordinate,STARLINK-2220 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2533 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-4169 - Z-Coordinate,STARLINK-4522 - Z-Coordinate,STARLINK-2556 - Z-Coordinate,STARLINK-31897 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-5557 - Z-Coordinate,STARLINK-5233 - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-4081 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-30885 - Z-Coordinate,STARLINK-32131 - Z-Coordinate,STARLINK-2029 - Z-Coordinate,STARLINK-5445 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-30508 - Z-Coordinate,STARLINK-3507 - Z-Coordinate,STARLINK-3661 - Z-Coordinate,STARLINK-4174 - Z-Coordinate,STARLINK-2251 - Z-Coordinate,STARLINK-6275 - Z-Coordinate,STARLINK-5250 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-5057 - Z-Coordinate,STARLINK-30303 - Z-Coordinate,STARLINK-6313 - Z-Coordinate,STARLINK-3899 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-1958 - Z-Coordinate,STARLINK-2455 - Z-Coordinate,STARLINK-4770 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-3979 - Z-Coordinate,STARLINK-1723 - Z-Coordinate,STARLINK-31432 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-1696 - Z-Coordinate,STARLINK-3093 - Z-Coordinate,STARLINK-1997 - Z-Coordinate,STARLINK-30124 - Z-Coordinate,STARLINK-11126 [DTC] - Z-Coordinate,STARLINK-5024 - Z-Coordinate,STARLINK-2388 - Z-Coordinate,STARLINK-4486 - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-4199 - Z-Coordinate,STARLINK-30279 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-2193 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-5489 - Z-Coordinate,STARLINK-1730 - Z-Coordinate,STARLINK-2100 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,STARLINK-5680 - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-4760 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-2234 - Z-Coordinate,STARLINK-5829 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-5705 - Z-Coordinate,STARLINK-3290 - Z-Coordinate,STARLINK-31985 - Z-Coordinate,STARLINK-4800 - Z-Coordinate,STARLINK-30715 - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-32170 - Z-Coordinate,STARLINK-5572 - Z-Coordinate,STARLINK-3860 - Z-Coordinate,STARLINK-31747 - Z-Coordinate,STARLINK-32229 - Z-Coordinate,STARLINK-6142 - Z-Coordinate,STARLINK-31043 - Z-Coordinate,STARLINK-31969 - Z-Coordinate,STARLINK-5146 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-6294 - Z-Coordinate,STARLINK-4764 - Z-Coordinate,STARLINK-30979 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-4261 - Z-Coordinate,STARLINK-31358 - Z-Coordinate,STARLINK-3635 - Z-Coordinate,STARLINK-4476 - Z-Coordinate,STARLINK-6117 - Z-Coordinate,STARLINK-5452 - Z-Coordinate,STARLINK-2720 - Z-Coordinate,STARLINK-30212 - Z-Coordinate,STARLINK-5308 - Z-Coordinate,STARLINK-1346 - Z-Coordinate,STARLINK-6208 - Z-Coordinate,STARLINK-2220 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3742.8353,-5191.3880,5407.6127,-6308.2495,2097.2774,4135.0858,6227.6409,152.1365,2419.1828,-4528.5339,5516.0685,-4425.8246,-4941.1352,-2035.2157,5839.7617,-4109.0054,-946.0466,984.0646,2352.9285,4337.8625,4622.5734,-3591.8825,3698.6356,-65.4864,-5726.5316,-4663.0126,-3041.2736,2075.1358,-2061.8207,-3284.1579,-4359.9415,3983.5878,782.2251,4896.2021,4128.7395,-5359.2649,5067.2683,4602.2826,0.0000,2579.0503,-1723.2531,6559.3311,-4220.6502,-6549.8201,-5260.0430,0.0000,5561.0733,3450.3187,-4207.5967,1579.2651,4400.7466,2321.3369,167.8427,2747.2638,5877.7156,4535.3475,-3925.8486,4166.4773,545.1149,2040.2222,2648.8752,2074.9968,-5504.4160,1444.7098,29.2229,-2390.5377,1747.9474,-2024.7724,-3253.2340,-4220.1660,6635.9237,6591.4825,-6027.7502,-3895.8047,-6290.9186,5359.3534,-4111.5612,5027.0948,-6165.5059,-6876.8909,1092.7294,-671.9582,-4866.0301,-5834.7795,4977.4107,6565.1239,6780.1008,-3481.9940,-3618.2400,1772.9046,3817.3741,-4624.1957,1479.0185,1310.0476,5058.5374,-5232.0839,4926.3252,3262.5000,6625.1859,-1397.0912,-33696.5931,-11944.1918,-27095.2691,-27874.6680,-19393.5299,-21606.9953,-25042.2078,-23923.3799,117597666.1795,117583929.6955,117567460.9169,117585602.4055,-25315.5536,117579596.0511,1838.4342,-894.8882,-4015.4303,-767.6825,5057.3729,4220.0411,937.6194,-6836.4168,-6520.7708,-2467.5698,1362.4185,-2155.2716,1509.2738,-5864.0615,992.4326,-377.2482,6741.7617,6022.1462,6254.1555,4455.0991,607.6056,5574.1628,-1852.7489,2621.2452,3152.5851,2560.7177,4586.7555,4128.7564,3577.2680,-6077.7314,413.7542,3093.7613,4682.6249,832.2177,-1765.6685,-3731.4352,4682.6445,-2883.3623,0.0000,-1606.2473,-6347.1374,1398.5341,-5069.9324,561.7674,1711.6703,0.0000,-471.7727,2502.3467,278.5863,-5601.4005,-1409.7130,-4635.9313,5158.8985,-6156.0844,3502.0784,2332.4217,-5513.3657,-5043.6400,5757.1914,4873.2100,-3726.9673,-3597.2060,2094.0201,3958.1145,-1069.2643,-3501.0743,-5454.5511,5717.4153,-2614.6341,4182.6249,1674.1608,365.9532,3214.9959,-3285.2328,2410.8052,527.0800,-2489.8730,804.3767,-2898.8066,-575.1725,-6840.6890,5322.4498,-1407.6837,-3045.1692,4745.3122,2120.4660,1011.3169,-4881.1651,5302.1347,5609.7668,1611.9544,1578.6255,5714.3032,5645.1652,855.7199,-769.4282,-4851.0743,-3947.5410,-1337.7953,-5770.3763,-410681.7352,-383233.1660,-403123.1338,-402536.0726,-400895.9793,-400833.5672,-393437.6918,-398074.3609,253017283.3761,253016972.2563,253002478.1237,253012973.9934,-397257.5378,253008169.9641,-5496.5810,-4365.2141,323.0597,2712.6538,-4175.3976,3519.0093,-2603.8720,887.6272,14.0565,-4594.7963,3928.6479,4836.1921,-4571.5517,3062.8139,-3328.7751,-5436.2884,1148.1803,-3044.6790,-1874.1330,2950.4229,5087.9070,-1920.0361,5478.9825,6423.2725,-2242.5267,4298.0278,-4181.3437,5113.1427,-5461.9382,-496.8662,-5350.0716,4622.1498,5014.2193,4659.7617,-5229.5850,2373.8757,65.9540,4277.9334,0.0000,6234.2347,1799.2540,-1456.8249,-2198.3833,-1823.8468,-4124.0316,0.0000,-4004.1122,-5428.0203,-5471.2276,3562.6963,5127.6718,4558.9863,-4676.7899,1450.5532,803.4295,4697.7749,812.4472,2191.2360,3783.7450,-4479.6442,-5131.1977,-5507.3132,-3667.4077,5226.6146,-6864.1372,-5466.8819,3762.4266,-3343.8234,5499.6761,3375.5661,-998.8984,1851.4740,974.8119,4662.3957,1044.1236,-4380.4565,-4968.5419,4548.2250,-140.4229,596.6896,-165.1688,-4147.3343,-4703.2058,1956.7017,-909.7989,21.8447,-1048.8797,3426.5481,-2559.4776,-3501.1876,5501.3945,-4872.7640,3630.4676,3744.4329,4558.1484,4466.2348,-673.9045,4587.1828,-1557.8089,3391.5952,28328.0675,26852.9565,27018.4956,30185.5357,32025.6218,22088.3058,18696.2759,27326.7464,-42193892.8405,-42167295.8778,-42184522.4394,-42193631.7355,26622.9267,-42191100.5739,
300.000,-2803.9903,-4341.1073,4462.4946,-6821.0269,3774.2342,4403.1035,5643.6321,-1055.3466,1713.8520,-5895.6028,6272.3337,-5760.2906,-5067.8154,-3363.8860,6566.5354,-4310.1622,355.3575,2544.9725,3568.0677,5587.4135,3905.7957,-2084.4504,2470.8683,1944.8917,-5323.2869,-3052.3943,-1082.2451,4005.5595,-16.6371,-4391.1555,-3419.0050,5251.6547,2467.5970,4096.3048,2553.7440,-4898.5492,5639.6795,4303.5474,0.0000,505.9062,-3245.7087,6849.2138,-4928.6704,-6571.5607,-3896.6012,0.0000,4279.9865,4209.7913,-3548.3593,-62.2591,4335.5686,206.7594,1066.3991,1320.0546,6022.0383,5166.1823,-4839.0051,3331.2442,1938.0101,3674.4427,528.1533,40.4481,-5172.9082,3170.0509,1922.7803,-4223.1742,100.0895,-78.9872,-4633.5237,-2417.9958,6356.0592,6802.4421,-5379.5426,-4937.9217,-5785.6114,5779.6959,-4183.2165,4838.7994,-6327.3728,-6799.6431,-438.7691,1242.1088,-5956.6153,-6565.2774,5636.3034,6611.0287,6452.6505,-4015.0808,-2726.8942,2832.3495,4337.2270,-3030.8395,3011.8649,2510.1827,4230.2700,-4881.7030,4092.3530,2374.1116,5677.1578,-2893.0485,-24859.0273,-3748.6896,-18769.1408,-19443.8417,-10931.6156,-13137.3021,-16603.0530,-15675.4750,112044981.8615,112031421.5790,112015251.6169,112032311.8216,-16882.4740,112026985.9999,3755.9648,940.1911,-4828.9117,489.9681,5044.7073,2400.9626,-831.2940,-6752.2504,-6398.2802,-1313.4422,-366.5025,-848.4577,3293.8648,-4483.6803,-314.0940,1759.0783,6280.1919,4874.4266,5037.1511,3816.2214,-1408.0231,5576.0958,-3649.2773,1698.0371,4378.2034,3974.7769,4504.1980,3763.1454,4336.7587,-4975.7585,2368.5822,1392.2195,3384.0240,-1102.0860,-3244.9033,-2567.0686,3581.6725,-4560.4829,0.0000,-2328.5355,-5992.4728,199.6029,-4900.2602,1825.1266,3307.2604,0.0000,-1925.0351,461.0918,2353.5593,-6398.7209,-3374.2722,-5060.0920,3553.2631,-6014.2165,2175.3507,272.8095,-4696.3818,-6029.1481,4488.7413,3489.3593,-4102.7222,-4360.6809,3881.4794,2577.0096,184.0127,-2482.2592,-6322.3774,5475.3347,-996.0037,4431.4686,348.6652,-875.2979,4243.1968,-1393.4097,3524.1270,-1423.6035,-377.7376,-1361.0644,-1638.0229,931.2126,-6709.6926,5830.5465,49.5681,-2011.5241,3288.3460,877.0790,-569.5304,-3153.3860,6293.3476,4106.3171,-500.9446,2946.7437,4412.7176,4202.9413,-1026.9363,1344.6252,-4910.8590,-5516.8909,-2720.6328,-5932.5595,-411261.2363,-383391.2888,-403510.4829,-402885.4237,-401325.0018,-401237.0279,-393938.3809,-398300.7417,255526736.6546,255526752.6157,255511500.6979,255522618.6876,-397686.0905,255517557.9090,-5062.1111,-5203.9616,-1503.5454,1004.2455,-2775.1202,4702.2984,-3730.0767,-931.7542,2110.3085,-3348.6043,2874.8518,3708.0605,-3323.6257,4058.4753,-1712.9621,-4990.4757,2840.3774,-4034.3223,-3173.6943,1273.0454,5511.7706,-3497.8866,5264.6226,6439.6466,-482.1284,4652.9276,-5129.7896,4161.3843,-5298.4314,-1987.3732,-5522.7492,4158.9536,5489.1651,5326.1695,-5519.0628,4201.1619,-1731.5277,2917.1393,0.0000,6512.4204,281.8668,353.7408,-106.6515,-25.7510,-4635.4591,0.0000,-5016.1111,-5449.0438,-5438.9113,2376.2673,4182.0973,4692.0335,-5895.9445,3098.9327,2535.8109,4617.4289,-1012.8693,430.0300,4881.6185,-4722.3475,-5488.5941,-5343.6018,-2509.0676,5327.2149,-6673.1912,-4884.1922,2646.2841,-4241.4491,5022.0387,4602.5340,-2707.8589,56.9518,-839.6781,4624.4273,-783.5865,-3570.2959,-5490.6891,4619.2821,-1934.7755,-948.4892,-1680.6589,-3230.2856,-3504.9075,169.2045,-2357.2595,-1773.5373,-2479.5619,4647.8536,-831.4860,-4690.3419,5327.4502,-5454.3466,4411.5054,4859.6941,5303.9018,4719.3196,-2725.1183,3350.7356,-2914.0919,1794.5848,28431.6525,26967.7559,27252.0576,30156.9377,32250.4500,22452.0802,18711.2210,27887.1056,-42198767.4506,-42171868.9699,-42188651.2525,-42198747.7546,26756.0554,-42195721.1146,
600.000,-1639.6391,-3091.3526,3026.6974,-6655.4242,5052.7030,4277.5905,4505.3776,-2167.4021,808.4576,-6681.7684,6429.7392,-6533.3786,-4718.4212,-4403.3383,6607.4336,-4121.7562,1652.2535,3882.9706,4469.4006,6266.4013,2855.2219,-341.4022,1044.7689,3792.4773,-4391.9723,-1158.5202,1004.7897,5526.8818,2005.5980,-5089.1712,-2193.9565,6016.9418,3951.6117,2921.4147,762.2207,-3978.2927,5660.5983,3607.3571,0.0000,-1592.4768,-4434.5483,6440.5645,-5134.7473,-5910.4320,-2177.4810,0.0000,2592.9468,4607.0050,-2595.1143,-1675.9939,3882.9401,-1921.3169,1931.2072,-268.8052,5576.8089,5339.7667,-5258.0349,2166.6802,3188.0848,4985.1883,-1641.2468,-1973.3376,-4362.2902,4591.6037,3558.1412,-5653.8352,-1534.4253,1896.7010,-5588.8019,-349.8305,5455.6315,6318.4834,-4187.4990,-5535.7750,-4674.6944,5670.3323,-3901.3242,4204.9925,-5840.8910,-6061.8502,-1943.5082,3005.6204,-6471.5994,-6627.3490,5768.4290,6000.8859,5508.7323,-4199.7110,-1572.0591,3654.8798,4479.5031,-1166.4967,4290.4606,3512.1078,3020.6672,-4101.0550,2818.7488,1283.9595,4182.3326,-4074.7614,-16011.3010,4447.3388,-10435.4395,-11007.3211,-2463.8575,-4665.7057,-8154.0123,-7526.1585,106438775.1550,106425377.2212,106409545.5918,106425453.1149,-8442.6283,106420855.8771,5315.4628,2717.6135,-5137.0189,1687.4450,4549.3000,323.9118,-2545.0768,-5989.5348,-5636.3679,-65.3540,-2036.0894,503.4875,4728.0644,-2676.6380,-1568.2965,3699.6885,5199.1355,3246.7945,3333.1444,2805.1769,-3311.0890,5049.6882,-5105.8117,680.0370,5162.5032,5026.4151,4028.4141,3066.9072,4708.3227,-3382.9807,4117.8158,-418.4788,1791.8773,-2956.4123,-4448.0840,-1101.5002,2107.6140,-5771.2214,0.0000,-2896.0356,-5027.8387,-1023.8102,-4233.3636,2898.5980,4614.5250,0.0000,-3233.5164,-1604.3515,4211.6922,-6554.8038,-4987.6721,-5033.6933,1615.2641,-5288.3925,606.1799,-1798.1188,-3383.7174,-6408.3558,2797.2757,1798.8895,-4126.3386,-4743.5206,5282.0349,964.5538,1495.1415,-1269.9397,-6566.9365,4736.4122,678.3588,4273.8792,-1039.9963,-2026.3919,4854.4463,611.9530,4279.0607,-3216.7844,1779.3679,-3393.3425,-186.8872,2356.2154,-5930.9973,5757.2883,1466.3251,-775.1848,1499.8840,-473.2559,-2117.7820,-1102.6802,6652.9462,2192.0569,-2545.2330,4073.9870,2703.6064,2356.5037,-2841.9812,3340.1493,-4498.5056,-6529.3878,-3868.3942,-5496.6356,-411648.9090,-383374.9222,-403715.1485,-403050.7802,-401573.1883,-401456.4827,-394260.2626,-398309.7677,257914343.4733,257914696.0521,257898701.9655,257910352.7224,-397935.6008,257905102.4524,-4079.3555,-5465.1609,-3155.4393,-812.7144,-1071.6671,5370.7400,-4436.7666,-2649.8392,3982.4681,-1740.1754,1510.3474,2178.3422,-1714.8379,4618.0262,97.6548,-3986.5459,4224.5659,-4571.2121,-4134.9312,-543.5270,5339.4699,-4697.1200,4472.0419,5771.6242,1330.4082,4490.2649,-5525.7484,2757.3722,-4548.2258,-3264.6367,-5101.4449,3233.5739,5371.3740,5393.1603,-5209.5907,5581.8882,-3341.1323,1241.9260,0.0000,6097.5982,-1267.2412,2125.1994,1996.3681,1775.2091,-4644.7468,0.0000,-5477.7773,-4880.7877,-4819.9482,923.4307,2784.1472,4317.7053,-6495.3547,4410.0977,3991.3561,4044.1958,-2724.2715,-1377.8891,5452.9380,-4459.3575,-5245.1858,-4600.9210,-1082.6665,4803.1182,-5776.0598,-3776.5750,1237.2040,-4684.5865,4001.9151,5315.9194,-4125.1723,-1743.9019,-2563.0967,4087.0869,-2523.1826,-2379.6930,-5422.0746,4173.8274,-3511.3038,-2391.9039,-3016.0544,-1944.0991,-1928.3613,-1636.9552,-3552.9878,-3376.4137,-3645.2376,5366.6098,986.4521,-5359.7387,4573.9995,-5445.9342,4720.3617,5448.2568,5466.1039,4466.0073,-4486.8092,1747.2717,-3959.1596,-2.4444,28535.0352,27082.5265,27484.6591,30123.3789,32471.7988,22822.0958,18731.2209,28357.3519,-42203640.7230,-42176447.3665,-42192788.2107,-42203840.5573,26889.1680,-42200341.6951,
