sl_100_5400_20271202 Coordinates.csv
2027/12/02 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:26 2024,
Start: 2027/12/02 07:47:00.00, Stop: 2027/12/02 09:17:00.00,
TIME_UNITS,STARLINK-32006 - X-Coordinate,STARLINK-5333 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-4354 - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-4291 - X-Coordinate,STARLINK-1909 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-4016 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-3828 - X-Coordinate,STARLINK-5672 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-5214 - X-Coordinate,STARLINK-31370 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-31434 - X-Coordinate,STARLINK-30105 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-6065 - X-Coordinate,STARLINK-31557 - X-Coordinate,STARLINK-2396 - X-Coordinate,STARLINK-4609 - X-Coordinate,STARLINK-2620 - X-Coordinate,STARLINK-5867 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-30168 - X-Coordinate,STARLINK-30588 - X-Coordinate,STARLINK-1316 - X-Coordinate,STARLINK-4055 - X-Coordinate,STARLINK-1191 - X-Coordinate,STARLINK-3312 - X-Coordinate,STARLINK-1797 - X-Coordinate,STARLINK-1814 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-30917 - X-Coordinate,STARLINK-3505 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-3288 - X-Coordinate,STARLINK-6028 - X-Coordinate,STARLINK-4523 - X-Coordinate,STARLINK-1621 - X-Coordinate,STARLINK-3240 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-2574 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-5547 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-6145 - X-Coordinate,STARLINK-5073 - X-Coordinate,STARLINK-5947 - X-Coordinate,STARLINK-4194 - X-Coordinate,STARLINK-1039 - X-Coordinate,STARLINK-30606 - X-Coordinate,STARLINK-3517 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-2611 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-2499 - X-Coordinate,STARLINK-30244 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-4178 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-6167 - X-Coordinate,STARLINK-5240 - X-Coordinate,STARLINK-30386 - X-Coordinate,STARLINK-3551 - X-Coordinate,STARLINK-30892 - X-Coordinate,STARLINK-32243 - X-Coordinate,STARLINK-2022 - X-Coordinate,STARLINK-1337 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-3734 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-4029 - X-Coordinate,STARLINK-1282 - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-3922 - X-Coordinate,STARLINK-32046 - X-Coordinate,STARLINK-5967 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-31080 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-31598 - X-Coordinate,STARLINK-1826 - X-Coordinate,STARLINK-30460 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-2110 - X-Coordinate,STARLINK-31582 - X-Coordinate,STARLINK-31888 - X-Coordinate,STARLINK-3903 - X-Coordinate,STARLINK-1352 - X-Coordinate,STARLINK-5021 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-1692 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32006 - Y-Coordinate,STARLINK-5333 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-4354 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-4291 - Y-Coordinate,STARLINK-1909 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-4016 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-3828 - Y-Coordinate,STARLINK-5672 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-5214 - Y-Coordinate,STARLINK-31370 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-31434 - Y-Coordinate,STARLINK-30105 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-6065 - Y-Coordinate,STARLINK-31557 - Y-Coordinate,STARLINK-2396 - Y-Coordinate,STARLINK-4609 - Y-Coordinate,STARLINK-2620 - Y-Coordinate,STARLINK-5867 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-30168 - Y-Coordinate,STARLINK-30588 - Y-Coordinate,STARLINK-1316 - Y-Coordinate,STARLINK-4055 - Y-Coordinate,STARLINK-1191 - Y-Coordinate,STARLINK-3312 - Y-Coordinate,STARLINK-1797 - Y-Coordinate,STARLINK-1814 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-30917 - Y-Coordinate,STARLINK-3505 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-3288 - Y-Coordinate,STARLINK-6028 - Y-Coordinate,STARLINK-4523 - Y-Coordinate,STARLINK-1621 - Y-Coordinate,STARLINK-3240 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-2574 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-5547 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-6145 - Y-Coordinate,STARLINK-5073 - Y-Coordinate,STARLINK-5947 - Y-Coordinate,STARLINK-4194 - Y-Coordinate,STARLINK-1039 - Y-Coordinate,STARLINK-30606 - Y-Coordinate,STARLINK-3517 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-2611 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-2499 - Y-Coordinate,STARLINK-30244 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-4178 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-6167 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,STARLINK-30386 - Y-Coordinate,STARLINK-3551 - Y-Coordinate,STARLINK-30892 - Y-Coordinate,STARLINK-32243 - Y-Coordinate,STARLINK-2022 - Y-Coordinate,STARLINK-1337 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-3734 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-4029 - Y-Coordinate,STARLINK-1282 - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-3922 - Y-Coordinate,STARLINK-32046 - Y-Coordinate,STARLINK-5967 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-31080 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-31598 - Y-Coordinate,STARLINK-1826 - Y-Coordinate,STARLINK-30460 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-2110 - Y-Coordinate,STARLINK-31582 - Y-Coordinate,STARLINK-31888 - Y-Coordinate,STARLINK-3903 - Y-Coordinate,STARLINK-1352 - Y-Coordinate,STARLINK-5021 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-1692 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32006 - Z-Coordinate,STARLINK-5333 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-4354 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-4291 - Z-Coordinate,STARLINK-1909 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-4016 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-3828 - Z-Coordinate,STARLINK-5672 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-5214 - Z-Coordinate,STARLINK-31370 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-31434 - Z-Coordinate,STARLINK-30105 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-6065 - Z-Coordinate,STARLINK-31557 - Z-Coordinate,STARLINK-2396 - Z-Coordinate,STARLINK-4609 - Z-Coordinate,STARLINK-2620 - Z-Coordinate,STARLINK-5867 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-30168 - Z-Coordinate,STARLINK-30588 - Z-Coordinate,STARLINK-1316 - Z-Coordinate,STARLINK-4055 - Z-Coordinate,STARLINK-1191 - Z-Coordinate,STARLINK-3312 - Z-Coordinate,STARLINK-1797 - Z-Coordinate,STARLINK-1814 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-30917 - Z-Coordinate,STARLINK-3505 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-3288 - Z-Coordinate,STARLINK-6028 - Z-Coordinate,STARLINK-4523 - Z-Coordinate,STARLINK-1621 - Z-Coordinate,STARLINK-3240 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-2574 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-5547 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-6145 - Z-Coordinate,STARLINK-5073 - Z-Coordinate,STARLINK-5947 - Z-Coordinate,STARLINK-4194 - Z-Coordinate,STARLINK-1039 - Z-Coordinate,STARLINK-30606 - Z-Coordinate,STARLINK-3517 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-2611 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-2499 - Z-Coordinate,STARLINK-30244 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-4178 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-6167 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,STARLINK-30386 - Z-Coordinate,STARLINK-3551 - Z-Coordinate,STARLINK-30892 - Z-Coordinate,STARLINK-32243 - Z-Coordinate,STARLINK-2022 - Z-Coordinate,STARLINK-1337 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-3734 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-4029 - Z-Coordinate,STARLINK-1282 - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-3922 - Z-Coordinate,STARLINK-32046 - Z-Coordinate,STARLINK-5967 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-31080 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-31598 - Z-Coordinate,STARLINK-1826 - Z-Coordinate,STARLINK-30460 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-2110 - Z-Coordinate,STARLINK-31582 - Z-Coordinate,STARLINK-31888 - Z-Coordinate,STARLINK-3903 - Z-Coordinate,STARLINK-1352 - Z-Coordinate,STARLINK-5021 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-1692 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6677.0472,-2372.0871,-6162.7578,-4517.9521,461.6939,2775.4667,-6858.2771,-6608.2375,520.3985,-4248.8905,-2522.8199,-194.1180,143.4502,-4455.0197,4959.9542,-2767.7874,5204.9229,0.0000,3322.1782,-2323.5704,0.0000,-3121.9036,3869.1854,6408.0975,-3591.0767,1640.3553,-4520.9216,2794.6354,-181.9358,-1796.2096,4526.2272,-5972.9779,6378.8552,6285.4162,-3817.5413,-4480.1901,-941.3356,-6370.3084,5993.8677,3279.5260,935.6589,2967.0745,-4279.5192,3513.3671,-5324.1977,-6034.9675,6924.8606,-2441.0180,-5755.4931,-4875.8574,3306.6853,4186.2000,3558.5925,1240.1718,1188.6743,-3876.2867,2001.2693,-3424.5665,1896.8446,4462.5193,3567.5103,4009.2843,4145.8966,-214.5591,5493.9945,2627.0724,-6707.4324,1436.3145,-557.3751,-3504.3415,912.8742,-5135.0428,-6352.0292,4764.3955,-4523.8565,3686.4009,4135.6469,2951.2320,-4001.4119,1308.2894,-3822.5148,4404.7111,1007.9641,-3537.6736,-4840.6865,5875.3892,-5536.8663,2550.3893,3721.6316,749.6771,731.9057,-5062.8977,5950.2080,-4804.7575,1398.6387,-195.4668,-3474.0114,-4041.9608,2866.1833,-3718.9753,155043.6679,125704.8442,147674.8051,147366.0339,144101.3506,144299.9508,137942.9907,141419.6912,-11822482.8614,-11852270.5062,-11849888.4580,-11838120.8684,141683.0359,-11841308.0519,1348.9479,4829.7426,-2850.3444,1586.9111,4528.7318,3041.3616,755.1677,353.0707,-4014.4304,-4739.3118,-4827.3810,6913.2229,-6667.6425,5242.1502,241.1323,-5133.1518,64.8418,0.0000,5661.9880,-3732.4763,0.0000,-4615.3673,-3976.4409,1557.1891,-4324.6422,3971.9509,-2313.1527,3348.2278,5215.5076,-5456.7723,-1683.7928,1956.7046,-2640.2443,-115.0029,-1638.5268,4752.1594,-6056.7384,-571.3119,1588.0388,5183.3410,-6613.2867,4702.2225,-2062.3144,3689.3471,3342.7430,1007.7958,239.2709,-5209.0709,3531.6766,3513.9048,1655.3705,-5512.7198,5135.1884,6310.8944,-5229.4948,1450.0737,-5967.7731,4629.8050,5554.2737,-4145.2568,3192.2810,5452.7691,870.3258,6129.6653,-2350.3710,3286.5905,1714.0081,5178.9401,-4091.1282,4119.0041,4074.6462,1509.9027,647.1800,-4177.9196,1309.5462,-1973.8632,-258.2739,-4583.0219,2039.0009,4895.3551,-5556.6099,-1171.5481,-4019.6591,-1350.0550,-3408.3711,3267.1482,2097.6828,-4675.0037,4090.8164,-5728.4149,6227.1530,2289.1016,-2596.6176,-1817.8100,5363.6869,-5898.3461,2648.0309,-5363.9948,5831.3413,-2199.9515,345069.8549,359236.8598,346240.1558,345989.9585,353976.5961,351881.8917,346927.4691,345927.8661,305742713.1225,305759605.1764,305768754.8795,305753521.5280,347411.6615,305746639.8065,-829.9349,-4361.8271,-631.8211,-5034.8092,5160.0612,-5466.1641,323.1944,-1253.3216,-5382.0839,2474.2486,4246.8167,151.3860,1778.0934,542.5664,-4502.0825,3548.9873,4336.2003,0.0000,-1970.7367,5205.5143,0.0000,-4111.8683,4119.0835,2019.6409,-4098.7114,5180.5329,-4531.5169,5355.1325,4548.5174,-3859.1391,-4807.3171,2852.0409,327.9720,-2879.0383,-5519.7811,2118.2909,-3275.6464,-2678.8780,3030.9248,-3170.5716,1781.8626,4079.9664,-5068.1981,-4593.8740,2416.9603,3179.7297,317.8166,-3626.1337,-1569.3115,3431.1869,-5881.6999,501.5437,-2998.1962,2593.2346,-4391.8248,5516.1511,-2846.6174,3685.0951,-3612.9591,3286.9786,-4990.2880,1106.0146,5172.5041,-3321.6890,3290.4191,5473.6644,-316.8469,-4368.3421,5511.4010,-4307.7596,-5512.7823,4394.5676,2404.9567,-2755.2108,5024.4937,5260.8127,-5531.3707,4074.2785,5222.5894,4691.3737,-1004.7694,-5194.9466,-5402.3361,5809.8708,3634.2194,1683.6952,3414.4713,4443.7656,-4036.9853,-3806.3752,-2953.3542,-4141.5341,2219.3970,-4477.0204,-3913.6316,3562.5549,5328.2870,-1642.4884,2065.8255,5191.1922,-144171.0778,-145351.0667,-144389.8234,-141831.5044,-139572.9173,-149300.1332,-153119.6239,-146036.8430,-138640378.1173,-138665660.8615,-138625050.5872,-138624378.2564,-145064.6221,-138633480.7319,
300.000,-5885.6209,-695.0396,-6500.0520,-2938.5788,2429.7971,4132.5658,-6469.3879,-6517.9926,-1676.8080,-5583.4634,-3411.8307,1305.4613,-1132.1813,-3410.7146,4579.7175,-4295.6246,4061.7576,0.0000,4721.0211,-3891.7696,0.0000,-3783.8605,3206.3094,6884.4475,-4790.0383,3230.2615,-4292.8418,3909.2711,1866.1852,-3642.3836,4473.8390,-4592.6302,5519.6199,5253.5365,-4497.1318,-2942.7981,-1750.8994,-6736.0278,5343.0946,4677.8244,-272.7571,3677.1335,-5771.4293,3982.0441,-3799.6633,-4754.6156,6712.4117,-3317.4547,-4961.6639,-4112.3186,2487.5602,2724.9191,5084.8316,1721.2444,-927.1986,-3062.1649,393.4692,-2585.6012,3431.8724,2713.3727,5218.9907,4957.5909,4909.5224,1486.5985,3922.6179,4363.8456,-6157.6198,3177.8416,-2675.2963,-1510.0833,2909.6784,-3895.3557,-5283.8692,4166.0313,-4552.0717,2102.4585,3752.7050,1481.8094,-2326.1294,3124.8391,-5005.5869,3028.6236,-1024.9977,-4797.3942,-4181.4399,6033.9609,-5206.0008,881.6965,4105.9535,-891.9598,2308.5514,-4542.6945,4612.2944,-5645.2134,3038.7903,-1620.4315,-2533.7825,-4587.6078,4336.3231,-4076.0774,147632.0729,118114.8453,140282.1666,139922.1243,136738.4105,136905.3648,130651.6725,134163.8881,-18492241.7659,-18522140.1949,-18520386.2854,-18508530.8049,134325.0780,-18511153.0931,2432.6837,5910.3898,-1672.2237,506.7976,4828.5124,1333.4641,1921.1429,1586.7927,-3963.0946,-3797.2863,-3060.4650,6652.6542,-5908.2229,5864.5993,-1920.3955,-4923.7224,-1623.9103,0.0000,4944.7457,-4218.4238,0.0000,-2786.5108,-5495.6886,376.6486,-4514.8038,2448.4837,-260.0634,1480.9610,5409.8701,-5189.0126,-3574.1360,2932.7170,-3588.7289,-1453.8679,409.1345,5008.5593,-6600.1812,1029.2644,-11.8277,4841.2187,-6909.2533,2889.3112,-1686.3150,1683.2009,3968.7809,2214.8178,-1258.8519,-3544.5249,4839.7050,5115.4526,-307.0055,-6063.0072,4404.8461,5090.4646,-4990.8895,3437.7301,-5451.6572,5955.4388,5609.6084,-4450.8704,2221.7957,4687.4256,-1068.0160,6495.5204,-3238.1568,2087.1915,2805.8319,3956.5902,-3696.6410,4845.3910,3219.0273,3245.4873,1868.2808,-5408.7606,3249.2190,-3516.7799,-2387.6609,-5871.3505,3407.5257,5071.5134,-4594.9671,-2824.5394,-4650.0478,-2540.3550,-1970.3363,1577.8648,3857.8194,-5810.2872,2177.2922,-4804.5874,5179.4364,4150.8201,-3435.3688,76.6315,4056.8872,-4734.3728,4473.7878,-4013.6519,5232.7452,-32.1572,348421.5391,361897.6461,349079.6373,348921.4018,356956.2531,354853.4139,349903.5206,349197.0034,305412640.3248,305429086.5217,305438548.9219,305423712.5580,350362.2251,305416529.9628,-2560.8415,-3543.5138,1193.8776,-6276.8085,4260.6840,-5288.9657,-1480.4791,582.3457,-5180.1650,1035.8622,5165.1779,-1382.4780,3379.8285,-1272.1185,-4501.8073,1985.6729,5171.2036,0.0000,-471.9822,3677.2905,0.0000,-5086.7291,2701.0917,244.3616,-2248.9057,5373.4585,-5275.9011,5497.5011,3897.4334,-2773.6899,-3692.2462,4233.2245,2096.1273,-4254.7287,-5227.7006,3656.1760,-1287.2112,-1279.1428,4365.8734,-1529.7264,-11.0322,5066.6333,-3477.8401,-5326.3868,3891.6898,4473.2667,-1220.3348,-4762.2012,-46.7175,2199.9318,-6479.5796,1990.4123,-1658.8737,4380.2310,-4720.1491,5135.4046,-4225.4979,2150.5429,-2059.7736,4550.3445,-3954.2743,-715.7526,4413.1281,-2058.8876,4542.3649,4927.3780,1487.9889,-4713.1981,5158.6230,-4695.4213,-5384.7305,4716.8867,3886.7305,-1055.7426,4021.5864,5326.7504,-5289.5155,3109.6304,5514.9453,3497.1344,551.9277,-5532.5321,-4866.4735,4318.9309,5182.8714,3018.1638,2180.7078,3686.3366,-5028.9174,-4897.8961,-3985.6635,-3186.1728,3737.4569,-3814.6495,-4511.4009,4738.8883,4588.9017,-3265.5551,573.7647,5385.0901,-144129.6052,-145295.2383,-144216.9493,-141922.3051,-139413.6892,-148987.5915,-153156.2736,-146330.7488,-138640121.1070,-138665606.9729,-138625291.9199,-138624583.3876,-144989.6988,-138633441.8111,
600.000,-4492.3559,1020.8486,-6165.9825,-1003.6490,4131.0035,5111.2933,-5432.5688,-5721.6785,-3690.6156,-6346.8465,-4018.7521,2690.9983,-2331.8419,-2013.4244,3752.7620,-5365.6930,2528.3852,0.0000,5642.0977,-5010.3898,0.0000,-4129.4277,2254.0148,6670.0971,-5485.9704,4517.9621,-3675.2013,4689.3232,3717.6576,-5121.5524,3995.4783,-2755.3671,4101.7479,3716.2367,-4783.1750,-1084.3371,-2366.2869,-6453.0370,4188.1823,5597.5685,-1454.0582,4076.6231,-6673.0434,4106.8587,-1854.3637,-3010.2994,5850.6218,-3902.2685,-3686.6226,-2968.6632,1493.0069,986.1921,6110.4040,2084.5145,-2964.7307,-1998.2134,-1290.3699,-1504.8948,4604.9302,679.5092,6358.3642,5405.7643,5175.5615,3029.7255,1946.8593,5688.2801,-4993.7628,4642.4946,-4528.1373,623.2020,4639.0251,-2310.9050,-3676.9047,3161.7654,-4165.1718,334.3283,3056.4660,-110.4249,-453.1099,4608.5149,-5681.1609,1395.8268,-2925.1282,-5501.8432,-3149.5475,5628.0277,-4366.3683,-842.5981,4127.4708,-2488.5756,3696.4691,-3611.7175,2798.7346,-5936.6951,4401.1319,-2931.3135,-1390.3032,-4710.3913,5359.8306,-4061.3839,140145.4782,110469.3025,132824.4049,132411.4732,129312.4141,129445.6868,123298.1789,126842.9541,-25153233.7161,-25183228.2990,-25182113.4456,-25170189.9454,126905.6341,-25172229.9782,3297.8921,6435.7909,-307.1519,-549.7050,4685.0267,-470.1752,2911.9255,2655.7423,-3546.2833,-2479.0478,-998.0578,5743.4509,-4566.5271,5908.5150,-3883.1598,-4223.6135,-3186.7867,0.0000,3733.7026,-4288.9674,0.0000,-683.3026,-6461.0130,-838.8322,-4271.2323,704.7252,1840.6704,-503.5281,5113.0280,-4439.5354,-5076.4213,3663.5343,-4201.6144,-2693.5118,2391.8010,4791.3769,-6477.6200,2518.5470,-1649.9507,4028.4403,-6516.6944,789.3515,-1184.6327,-494.0266,4211.3900,3249.0726,-2646.8869,-1513.9306,5677.7885,6212.4391,-2276.8113,-6040.3175,3261.1486,3348.3583,-4313.5890,5096.4193,-4422.9733,6663.7696,5116.9658,-4364.3990,1074.6967,3438.0361,-2857.8508,6253.8917,-3842.7998,730.8261,3636.1841,2383.5091,-2989.4719,5144.0531,2101.3212,4697.5146,2939.6807,-6093.2272,4845.2006,-4724.2762,-4285.2232,-6567.9440,4485.6039,4775.3972,-3160.0097,-4241.3119,-4846.1556,-3504.5528,-287.5053,-284.7828,5215.9917,-6404.0286,33.1316,-3439.0638,3646.3756,5602.6461,-3966.4914,1937.6883,2357.0355,-3119.2240,5862.0713,-2248.2742,4104.1184,2131.8259,351614.1877,364397.4700,351763.5365,351694.7395,359778.9630,357662.5109,352726.7213,352404.0423,304937085.8182,304953086.7261,304962834.3584,304948379.3065,353156.9750,304940934.7698,-4009.4647,-2345.1928,2885.1137,-6854.7001,2896.1290,-4525.2006,-3124.0179,2349.9511,-4376.1072,-518.4773,5525.7695,-2767.4319,4614.9729,-2948.8065,-3970.1721,200.0342,5414.8454,0.0000,1079.0869,1732.9702,0.0000,-5516.8088,991.4720,-1557.5014,-160.7942,4940.5323,-5425.7740,5046.7270,2828.1015,-1389.8079,-2161.5764,5155.6851,3637.5953,-5172.2786,-4371.7386,4791.3633,838.0961,257.5416,5227.7466,276.9720,-1802.7596,5503.6067,-1517.7121,-5472.4854,4912.9928,5280.8279,-2628.0747,-5359.9436,1480.8668,732.1028,-6391.6190,3266.7207,-141.6402,5699.2377,-4544.1157,4198.0237,-5148.1560,376.2685,-282.1158,5324.8572,-2492.2678,-2458.4456,3129.7213,-579.5466,5284.7750,3848.6979,3133.1667,-4553.1764,4244.3815,-4577.5695,-4677.8415,4533.7684,4932.3110,757.9625,2580.5807,4769.3546,-4477.9058,1793.7160,5207.4300,1924.8298,2046.4470,-5274.3361,-3782.3416,2367.3796,6181.1966,4029.1569,703.5873,2535.4955,-5463.9315,-5463.2983,-4591.6443,-1889.4912,4842.9973,-2722.8927,-4595.5556,5400.1662,3350.5967,-4536.6848,-982.8513,4958.4386,-144088.2074,-145239.3125,-144045.4662,-142017.8568,-139257.7943,-148668.6728,-153187.8440,-146521.0066,-138639860.7655,-138665550.1669,-138625534.8972,-138624809.4984,-144914.6952,-138633402.5793,
