sl_100_5400_20270312 Coordinates.csv
2027/03/12 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:17 2024,
Start: 2027/03/12 07:47:00.00, Stop: 2027/03/12 09:17:00.00,
TIME_UNITS,STARLINK-5656 - X-Coordinate,STARLINK-30966 - X-Coordinate,STARLINK-5369 - X-Coordinate,STARLINK-5700 - X-Coordinate,STARLINK-31867 - X-Coordinate,STARLINK-1608 - X-Coordinate,STARLINK-2162 - X-Coordinate,STARLINK-31322 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-4487 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-4542 - X-Coordinate,STARLINK-31264 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-5280 - X-Coordinate,STARLINK-4362 - X-Coordinate,STARLINK-5500 - X-Coordinate,STARLINK-31574 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-3701 - X-Coordinate,STARLINK-3235 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-2209 - X-Coordinate,STARLINK-5969 - X-Coordinate,STARLINK-1032 - X-Coordinate,STARLINK-2459 - X-Coordinate,STARLINK-1030 - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-3232 - X-Coordinate,STARLINK-4294 - X-Coordinate,STARLINK-4443 - X-Coordinate,STARLINK-32096 - X-Coordinate,STARLINK-1568 - X-Coordinate,STARLINK-1909 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-3781 - X-Coordinate,STARLINK-2292 - X-Coordinate,STARLINK-3400 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-30706 - X-Coordinate,STARLINK-6098 - X-Coordinate,STARLINK-4120 - X-Coordinate,STARLINK-31131 - X-Coordinate,STARLINK-2485 - X-Coordinate,STARLINK-6322 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-2396 - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-1773 - X-Coordinate,STARLINK-3795 - X-Coordinate,STARLINK-4520 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-5219 - X-Coordinate,STARLINK-31639 - X-Coordinate,STARLINK-6028 - X-Coordinate,STARLINK-3265 - X-Coordinate,STARLINK-5624 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-1483 - X-Coordinate,STARLINK-4478 - X-Coordinate,STARLINK-2121 - X-Coordinate,STARLINK-11076 [DTC] - X-Coordinate,STARLINK-30866 - X-Coordinate,STARLINK-5088 - X-Coordinate,STARLINK-5158 - X-Coordinate,STARLINK-5822 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-2322 - X-Coordinate,STARLINK-5729 - X-Coordinate,STARLINK-30595 - X-Coordinate,STARLINK-32113 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-3347 - X-Coordinate,STARLINK-3387 - X-Coordinate,STARLINK-2628 - X-Coordinate,STARLINK-31180 - X-Coordinate,STARLINK-6241 - X-Coordinate,STARLINK-5356 - X-Coordinate,STARLINK-30886 - X-Coordinate,STARLINK-31428 - X-Coordinate,STARLINK-3207 - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-4439 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-2558 - X-Coordinate,STARLINK-3661 - X-Coordinate,STARLINK-4720 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-5779 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-31319 - X-Coordinate,STARLINK-1061 - X-Coordinate,STARLINK-3774 - X-Coordinate,STARLINK-3329 - X-Coordinate,STARLINK-3930 - X-Coordinate,STARLINK-3293 - X-Coordinate,STARLINK-6261 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-5201 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5656 - Y-Coordinate,STARLINK-30966 - Y-Coordinate,STARLINK-5369 - Y-Coordinate,STARLINK-5700 - Y-Coordinate,STARLINK-31867 - Y-Coordinate,STARLINK-1608 - Y-Coordinate,STARLINK-2162 - Y-Coordinate,STARLINK-31322 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-4487 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-4542 - Y-Coordinate,STARLINK-31264 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-5280 - Y-Coordinate,STARLINK-4362 - Y-Coordinate,STARLINK-5500 - Y-Coordinate,STARLINK-31574 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-3701 - Y-Coordinate,STARLINK-3235 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-2209 - Y-Coordinate,STARLINK-5969 - Y-Coordinate,STARLINK-1032 - Y-Coordinate,STARLINK-2459 - Y-Coordinate,STARLINK-1030 - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-3232 - Y-Coordinate,STARLINK-4294 - Y-Coordinate,STARLINK-4443 - Y-Coordinate,STARLINK-32096 - Y-Coordinate,STARLINK-1568 - Y-Coordinate,STARLINK-1909 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-3781 - Y-Coordinate,STARLINK-2292 - Y-Coordinate,STARLINK-3400 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-30706 - Y-Coordinate,STARLINK-6098 - Y-Coordinate,STARLINK-4120 - Y-Coordinate,STARLINK-31131 - Y-Coordinate,STARLINK-2485 - Y-Coordinate,STARLINK-6322 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-2396 - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-1773 - Y-Coordinate,STARLINK-3795 - Y-Coordinate,STARLINK-4520 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-5219 - Y-Coordinate,STARLINK-31639 - Y-Coordinate,STARLINK-6028 - Y-Coordinate,STARLINK-3265 - Y-Coordinate,STARLINK-5624 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-1483 - Y-Coordinate,STARLINK-4478 - Y-Coordinate,STARLINK-2121 - Y-Coordinate,STARLINK-11076 [DTC] - Y-Coordinate,STARLINK-30866 - Y-Coordinate,STARLINK-5088 - Y-Coordinate,STARLINK-5158 - Y-Coordinate,STARLINK-5822 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-2322 - Y-Coordinate,STARLINK-5729 - Y-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-32113 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-3347 - Y-Coordinate,STARLINK-3387 - Y-Coordinate,STARLINK-2628 - Y-Coordinate,STARLINK-31180 - Y-Coordinate,STARLINK-6241 - Y-Coordinate,STARLINK-5356 - Y-Coordinate,STARLINK-30886 - Y-Coordinate,STARLINK-31428 - Y-Coordinate,STARLINK-3207 - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-4439 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-2558 - Y-Coordinate,STARLINK-3661 - Y-Coordinate,STARLINK-4720 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-5779 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-31319 - Y-Coordinate,STARLINK-1061 - Y-Coordinate,STARLINK-3774 - Y-Coordinate,STARLINK-3329 - Y-Coordinate,STARLINK-3930 - Y-Coordinate,STARLINK-3293 - Y-Coordinate,STARLINK-6261 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-5201 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5656 - Z-Coordinate,STARLINK-30966 - Z-Coordinate,STARLINK-5369 - Z-Coordinate,STARLINK-5700 - Z-Coordinate,STARLINK-31867 - Z-Coordinate,STARLINK-1608 - Z-Coordinate,STARLINK-2162 - Z-Coordinate,STARLINK-31322 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-4487 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-4542 - Z-Coordinate,STARLINK-31264 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-5280 - Z-Coordinate,STARLINK-4362 - Z-Coordinate,STARLINK-5500 - Z-Coordinate,STARLINK-31574 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-3701 - Z-Coordinate,STARLINK-3235 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-2209 - Z-Coordinate,STARLINK-5969 - Z-Coordinate,STARLINK-1032 - Z-Coordinate,STARLINK-2459 - Z-Coordinate,STARLINK-1030 - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-3232 - Z-Coordinate,STARLINK-4294 - Z-Coordinate,STARLINK-4443 - Z-Coordinate,STARLINK-32096 - Z-Coordinate,STARLINK-1568 - Z-Coordinate,STARLINK-1909 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-3781 - Z-Coordinate,STARLINK-2292 - Z-Coordinate,STARLINK-3400 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-30706 - Z-Coordinate,STARLINK-6098 - Z-Coordinate,STARLINK-4120 - Z-Coordinate,STARLINK-31131 - Z-Coordinate,STARLINK-2485 - Z-Coordinate,STARLINK-6322 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-2396 - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-1773 - Z-Coordinate,STARLINK-3795 - Z-Coordinate,STARLINK-4520 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-5219 - Z-Coordinate,STARLINK-31639 - Z-Coordinate,STARLINK-6028 - Z-Coordinate,STARLINK-3265 - Z-Coordinate,STARLINK-5624 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-1483 - Z-Coordinate,STARLINK-4478 - Z-Coordinate,STARLINK-2121 - Z-Coordinate,STARLINK-11076 [DTC] - Z-Coordinate,STARLINK-30866 - Z-Coordinate,STARLINK-5088 - Z-Coordinate,STARLINK-5158 - Z-Coordinate,STARLINK-5822 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-2322 - Z-Coordinate,STARLINK-5729 - Z-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-32113 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-3347 - Z-Coordinate,STARLINK-3387 - Z-Coordinate,STARLINK-2628 - Z-Coordinate,STARLINK-31180 - Z-Coordinate,STARLINK-6241 - Z-Coordinate,STARLINK-5356 - Z-Coordinate,STARLINK-30886 - Z-Coordinate,STARLINK-31428 - Z-Coordinate,STARLINK-3207 - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-4439 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-2558 - Z-Coordinate,STARLINK-3661 - Z-Coordinate,STARLINK-4720 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-5779 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-31319 - Z-Coordinate,STARLINK-1061 - Z-Coordinate,STARLINK-3774 - Z-Coordinate,STARLINK-3329 - Z-Coordinate,STARLINK-3930 - Z-Coordinate,STARLINK-3293 - Z-Coordinate,STARLINK-6261 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-5201 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1686.2488,843.1352,6574.3487,2921.0954,-4162.9126,-3900.2715,-1293.8595,-1708.2118,-5939.9202,-2064.5845,721.6888,-3063.7996,5426.3989,47.7380,3845.4850,-3858.2157,-2945.5101,277.6865,3026.9484,1682.3376,2776.4019,-1516.0902,515.2369,4430.1206,5080.0813,-3944.4766,4183.8045,3015.9727,5887.1596,1603.9234,3263.1555,-1051.6472,-5041.7457,-1864.2257,-6335.5166,-3394.3555,3915.0600,-1490.2288,3534.3989,4664.1010,6706.4140,5064.6414,1942.3901,5848.7263,-4959.2190,-5453.9711,-3666.2036,-1908.8004,-5490.0355,-889.9174,2438.9706,270.8534,6254.7715,-6248.5833,-5719.6450,-5856.6981,-4075.7246,111.3151,-3302.9784,0.0000,877.8203,729.6774,-4173.5850,-4470.3635,2834.9133,2142.2062,1486.9555,-6151.0760,1178.9149,558.6507,678.4252,6279.2072,-656.0542,-3379.1170,5081.7694,1514.1601,4588.8484,4296.9027,3942.8912,2485.0989,-4156.3775,2267.9544,3430.7540,-901.5036,6169.4530,4971.3580,4316.5132,-4906.2136,-1090.7142,1516.4341,1455.4391,-879.4135,-4616.0931,-6372.6709,-4748.3022,-270.1736,-4366.9829,-3587.2462,379.8357,5866.0539,117576.5534,99835.0488,109923.0164,111840.8222,104670.8254,106862.6465,112748.4820,109918.4171,78114983.5966,78112604.7865,78129092.6243,78127616.5776,111492.1732,78132050.9457,4781.6996,-6847.3566,1482.2973,4208.1954,-1150.9740,-1162.6292,-4410.1032,6449.1267,1292.5653,-6515.0347,2338.5703,5996.0957,2596.1782,-4175.6111,-2027.7725,-2300.9017,-2711.1094,-5508.8816,-5953.0810,5836.1258,-6050.7344,5990.4348,-5564.8793,375.5325,2654.2718,-1382.3505,-1178.2755,2976.9472,-3410.1936,3830.2642,4067.7007,1484.4032,-4600.3591,5732.8517,1595.0403,-5787.5978,-1584.5417,-4406.5371,-4942.1666,-608.3719,891.8658,3899.1347,-4890.9207,-2812.2385,-4722.4763,189.3598,-1887.4499,-6648.4564,126.9754,6777.1747,-3354.7445,-5979.2863,782.8498,1474.4664,889.6015,3598.6294,734.8723,-3374.8283,4356.0507,0.0000,-6173.5014,6341.5124,-2928.3893,2915.5389,3163.9029,3647.5903,-4872.2870,208.3469,5852.2166,5684.8821,-4546.0896,2566.8809,6667.8777,2507.6536,4316.5907,-5006.1518,-4796.1054,2689.7792,-5099.6575,5044.2541,-5090.5663,4762.4944,-3770.7487,-2202.9633,-2738.8942,2580.9550,1457.3884,-2902.2931,4866.6621,-6666.0722,4811.7378,-6501.2403,2420.6409,-2246.6881,4353.4507,-4449.8153,-1549.4447,5765.5504,-6269.4902,-3472.7184,358784.5487,329591.0943,348309.5673,348207.2064,343385.4636,344470.4593,338643.6987,343198.4348,-67356497.0602,-67379142.1017,-67343344.8882,-67356024.4136,342371.1147,-67348444.2201,-4694.7633,533.1649,1617.0527,-4683.7771,-5264.9680,-5310.2773,-5165.6784,1609.4833,-3086.1336,971.2041,-6510.1591,-1558.0137,-3386.8300,5492.5392,-5371.5329,5229.9743,5658.4013,-4236.3129,-1382.0880,3079.3095,1407.1714,-3110.8423,4072.3849,5281.2782,-3906.9800,-5521.7720,-5282.1905,5458.2718,1282.2444,5519.1632,4501.4543,-6717.5904,45.6026,3296.0710,2248.5019,476.7062,-5389.3739,-4693.6524,3001.4552,-4991.9111,927.1070,-2686.6075,-4483.3325,-2210.7850,-274.2346,-4291.1952,-5437.7257,-276.7101,4067.0819,1061.4840,-5526.0117,-3333.4269,-2711.0547,-2525.6759,3652.7117,-1022.1449,-5528.7423,-6073.9410,-4221.4294,0.0000,-2971.7628,-2678.6415,4307.7222,-4424.8596,5442.1174,-5465.1359,-4708.4828,-2934.8538,3416.3345,-3927.0737,-5071.2459,-807.9206,-1289.7009,5384.4165,1697.3872,4515.2054,1905.6206,4722.6176,-2526.8962,-4079.5116,-1820.9199,4421.6684,4684.5925,-6509.5026,1293.2425,-4071.4877,-5199.6139,-3911.7340,4749.8458,-1136.9379,-4609.7916,1893.3821,-4532.8369,-1412.4676,2502.2666,-5288.3536,-5132.9038,1356.9882,2839.5681,1161.6499,127962.3353,123950.4535,125367.2121,129468.1547,130634.7737,120424.0755,117699.2162,125042.0493,32419761.6994,32400830.6522,32444469.9653,32424757.5076,125407.2873,32427587.1664,
300.000,433.6794,-701.0230,6931.9607,4412.2893,-5057.4016,-4589.4088,-2900.1579,-221.1477,-5850.3161,-3045.6105,2586.1675,-1619.4906,5060.9598,-2094.3398,2253.3850,-5261.4080,-1094.8007,-670.6119,1355.5310,3103.0263,1341.8400,-312.3758,-1145.2045,5015.0050,5194.8985,-4628.1442,2901.5565,4125.8611,4594.1140,3568.8865,4953.7224,-837.3399,-5807.9308,-688.7290,-6258.5763,-4201.1930,3351.3820,-2912.3604,2674.2725,3426.9732,6278.2699,5414.4061,666.9978,5283.4011,-5588.6002,-4635.8602,-4675.0155,-2950.9716,-6076.9573,404.2125,671.3277,-1102.6831,6769.6592,-5026.5762,-4369.4107,-4965.5505,-3590.5615,-1316.6454,-1270.2007,0.0000,-389.3328,1949.1150,-4186.8555,-2794.4731,4008.3673,4038.8560,-562.6300,-6514.0549,2380.4931,2343.5822,-1115.2884,6608.0697,646.8815,-1642.6973,5306.5673,-429.7245,3519.3474,5257.7278,2154.1449,4313.0053,-5403.4839,4012.3613,1833.0297,-691.1854,5047.2820,4677.1733,4086.6313,-4700.3595,458.7747,25.7076,3375.2205,-2443.4235,-4417.6799,-6801.2187,-3165.1284,-2263.6163,-4113.9953,-1956.5673,-926.8155,4692.6692,109881.8262,92859.6692,102781.8278,104619.6630,97393.1534,99572.6437,105471.3353,102589.8083,79572206.0024,79570476.7333,79585706.2150,79585445.8223,104240.7985,79589182.0389,5165.2486,-6578.6518,-9.1163,2656.2871,704.2439,875.9921,-2985.6201,6860.5219,3020.2868,-5580.4251,1168.5255,5914.4465,835.6692,-3784.9983,-3505.9651,-866.0012,-1767.8060,-4058.6038,-6083.9759,4502.8773,-5919.2171,6753.9573,-4562.3639,-1566.3068,604.1777,640.6595,-2944.0989,1102.5948,-4427.9330,2981.8242,3546.1486,-777.7752,-3263.5889,6628.1036,2890.0160,-4741.2552,-3603.6772,-2781.7255,-6086.9384,-2349.4776,-402.3884,2084.9309,-6096.0862,-4304.6424,-3654.7018,2136.6714,1.9637,-5919.4786,1685.6163,6328.1001,-4566.7541,-6538.3578,-485.8393,2543.3919,2189.8139,3796.7917,2828.8298,-4661.0296,4927.5893,0.0000,-6772.0519,5228.0220,-862.4027,4235.4195,1326.8744,2745.9070,-5402.5221,1573.0134,4489.6680,4660.5146,-5356.4864,1391.1926,6110.9670,3845.5611,2858.8353,-4410.0074,-5930.1987,779.0317,-5456.1168,4484.3911,-4146.2970,4651.3339,-5153.0197,-4217.9200,-3597.4502,666.6449,-681.1294,-1008.8308,5867.9485,-6916.5447,3793.5932,-6366.8397,4184.8279,-1103.0124,4689.2766,-4765.8248,575.7872,6046.3925,-6734.7843,-4200.1627,361121.2149,331674.2536,350566.8029,350375.8730,345603.1847,346668.4428,340942.2119,345324.8087,-65631257.4666,-65654143.8062,-65618420.0245,-65630767.2501,344600.5064,-65623208.4640,-4569.4891,2020.8498,97.7160,-4653.7104,-4504.9129,-4788.5623,-5521.2259,82.6163,-1763.8304,2684.1692,-6348.9940,-3190.2204,-4620.9264,5375.3738,-5512.3852,4372.3595,6610.5715,-5607.8453,-2771.0082,4055.2085,3071.1265,-1460.9094,5066.3493,4480.3768,-4557.6037,-5111.4946,-5450.4423,5432.6479,2681.6386,5107.2677,3219.8406,-6865.1115,-1492.4781,1681.4585,493.4228,2254.5959,-4760.6276,-5239.4210,1324.2543,-5457.1297,2650.1131,-3797.6423,-3190.8363,-737.9665,1534.4510,-4705.7417,-4971.0280,-2047.2540,2638.0035,2759.0314,-5141.4429,-1719.6508,-1001.5636,-3984.3455,4789.3370,-3039.5235,-5179.2837,-4982.5995,-4670.5519,0.0000,-1298.8135,-4098.7539,5124.0765,-4724.2082,5462.0088,-4889.6533,-4314.3734,-1250.6325,4632.5149,-4565.6107,-4111.1566,1018.5800,-2968.1871,5404.5491,3312.9551,5300.2454,406.0093,4444.8622,-3679.8851,-3088.7987,-304.9506,3109.2905,4246.2520,-5455.7798,2964.9539,-5063.1138,-5534.4803,-4969.0147,3579.8913,404.6375,-4553.8361,385.2480,-3267.7034,398.3103,3965.4035,-4472.2946,-5528.5737,2745.1042,1151.1546,2851.1948,128035.3716,124035.1202,125566.2045,129410.9700,130835.2862,120741.2909,117667.9556,125620.6757,32420558.7248,32401703.8623,32445591.5245,32425332.2347,125504.6565,32428584.2037,
600.000,2500.4474,-2195.8650,6617.2985,5509.9809,-5464.7214,-4824.7046,-4264.6786,1287.1782,-5174.8385,-3751.7205,4231.7297,14.4015,4231.5632,-4035.3648,478.3759,-6161.0786,824.6584,-1620.4482,-474.5776,4244.2171,-262.4455,906.0061,-2736.2290,5142.3886,4850.8808,-4906.1762,1370.9644,4878.0861,2846.0284,5193.7874,6138.2456,-438.6229,-5993.4474,537.4400,-5559.8810,-4576.0554,2499.2651,-4056.9537,1546.0103,1886.9236,5207.7873,5273.8139,-640.1384,4192.4887,-5657.5810,-3409.3898,-5246.1969,-3723.0582,-6054.1678,1688.3121,-1124.1124,-2344.6999,6595.7997,-3305.5577,-2590.5662,-3551.8260,-2806.3649,-2559.0893,883.3503,0.0000,-1603.1326,3020.6825,-3795.8614,-871.8797,4834.3627,5547.4297,-2539.9697,-6204.2883,3392.6192,3933.9114,-2761.7430,6256.5945,1915.8530,224.4145,5024.8568,-2362.1709,2108.2527,5744.5029,140.5103,5718.6099,-6096.8106,5336.0126,90.1550,-329.4675,3404.5629,3971.2993,3512.5872,-4077.7129,1927.2340,-1471.4776,4971.2369,-3755.7013,-3812.5088,-6548.9939,-1247.8359,-4010.6941,-3513.9705,-116.8734,-2127.6422,3039.7177,102140.5624,85841.6893,95597.2105,97356.5521,90072.9060,92243.5357,98146.5785,95344.4895,80991339.4202,80990262.2020,81004246.2586,81005202.0687,96945.0534,81008224.8426,5087.0967,-5672.4050,-1498.6419,880.3091,2452.1047,2791.2259,-1307.3415,6585.7121,4426.8292,-4081.4270,-47.1784,5266.2701,-1040.7805,-3076.9548,-4682.8493,611.8587,-554.8419,-2223.9582,-5612.8825,2721.1745,-5188.7089,6847.3184,-3143.2933,-3324.3701,-1514.9299,2574.4528,-4446.9025,-848.9581,-5039.2818,1892.4063,2703.9054,-2945.2559,-1584.2209,6852.5057,3891.6644,-3168.5891,-5257.1675,-874.1605,-6583.2119,-3894.3894,-1684.6591,54.0368,-6704.5487,-5359.6183,-2199.6377,3903.0668,1856.5386,-4598.3658,3045.0773,5257.8367,-5367.7668,-6434.0129,-1693.7203,3402.9238,3317.0901,3645.0668,4647.4766,-5514.8326,5062.3011,0.0000,-6696.3781,3607.4413,1314.2512,5184.8713,-608.7370,1624.8495,-5448.5431,2760.5386,2687.6149,3215.5072,-5651.3141,60.2440,4929.7277,4837.0250,1088.9013,-3426.4177,-6480.8908,-1182.8266,-5314.3886,3521.6219,-2780.8054,4102.8274,-6059.5236,-5773.0047,-4123.8938,-1340.4926,-2764.4830,1010.6349,6300.2570,-6495.2111,2429.9355,-5587.2604,5517.0376,155.7234,4598.7594,-4654.5190,2658.2371,5757.7829,-6526.8340,-4539.3373,363291.4487,333610.8832,352666.8114,352387.6268,347666.0476,348709.5949,343086.6342,347243.5437,-63874496.0851,-63897608.5347,-63862000.3342,-63873925.3506,346676.3348,-63866454.6880,-3951.3128,3290.7562,-1432.1108,-4128.3669,-3237.2693,-3699.3527,-5283.1082,-1453.3837,-242.8955,4105.9062,-5517.6467,-4478.1792,-5355.3239,4676.4949,-5059.5421,3040.0870,6857.9809,-6386.8512,-3848.7638,4573.6502,4387.4604,346.4949,5514.9753,3195.0828,-4722.2665,-4153.8143,-5013.7028,4821.8002,3792.6178,4144.2606,1587.5130,-6290.2437,-2863.2762,-117.9416,-1315.0222,3768.1343,-3604.3922,-5142.7483,-504.5292,-5321.3671,4076.1696,-4502.9268,-1554.1054,816.5869,3172.9438,-4619.8042,-3948.1141,-3597.8037,914.5252,4159.0971,-4202.5690,84.9207,818.5630,-5011.1119,5394.3268,-4734.2356,-4271.1055,-3362.9769,-4615.3166,0.0000,514.7889,-5079.0174,5327.9843,-4519.0392,4891.8749,-3787.1719,-3460.0203,574.3819,5341.7661,-4716.3458,-2694.5107,2730.9624,-4313.8858,4822.8849,4565.7265,5513.7401,-1137.5817,3691.4126,-4438.0346,-1769.5611,1245.3289,1457.3541,3352.4791,-3819.5026,4310.8526,-5512.4471,-5274.0119,-5491.4840,2019.8587,1902.7650,-3987.2771,-1166.0495,-1649.1688,2165.8230,5000.2882,-3175.1243,-5330.0298,3838.1669,-662.5845,4233.0672,128108.1215,124119.8297,125764.9968,129348.6396,131032.1871,121064.5967,117641.7996,126190.5064,32421359.3781,32402578.2048,32446701.8577,32425923.9515,125601.9428,32429581.2401,
