sl_100_86400_20270101 Coordinates.csv
2027/01/01 07:47:00.0000 UTC

Generated: Tue Oct  8 16:26:01 2024,
Start: 2027/01/01 07:47:00.00, Stop: 2027/01/02 07:47:00.00,
TIME_UNITS,STARLINK-30122 - X-Coordinate,STARLINK-32156 - X-Coordinate,STARLINK-1871 - X-Coordinate,STARLINK-30305 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-4181 - X-Coordinate,STARLINK-31867 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-30978 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-2135 - X-Coordinate,STARLINK-2271 - X-Coordinate,STARLINK-31499 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-1108 - X-Coordinate,STARLINK-30989 - X-Coordinate,STARLINK-4662 - X-Coordinate,STARLINK-2563 - X-Coordinate,STARLINK-30896 - X-Coordinate,STARLINK-6078 - X-Coordinate,STARLINK-4153 - X-Coordinate,STARLINK-31038 - X-Coordinate,STARLINK-4737 - X-Coordinate,STARLINK-4089 - X-Coordinate,STARLINK-32049 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-6063 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-3868 - X-Coordinate,STARLINK-30099 - X-Coordinate,STARLINK-5498 - X-Coordinate,STARLINK-5704 - X-Coordinate,STARLINK-3509 - X-Coordinate,STARLINK-4171 - X-Coordinate,STARLINK-3935 - X-Coordinate,STARLINK-31556 - X-Coordinate,STARLINK-30950 - X-Coordinate,STARLINK-5333 - X-Coordinate,STARLINK-3415 - X-Coordinate,STARLINK-31477 - X-Coordinate,STARLINK-4429 - X-Coordinate,STARLINK-31845 - X-Coordinate,STARLINK-30296 - X-Coordinate,STARLINK-4725 - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-30289 - X-Coordinate,STARLINK-1543 - X-Coordinate,STARLINK-3192 - X-Coordinate,STARLINK-1643 - X-Coordinate,STARLINK-30391 - X-Coordinate,STARLINK-2056 - X-Coordinate,STARLINK-31033 - X-Coordinate,STARLINK-4502 - X-Coordinate,STARLINK-5145 - X-Coordinate,STARLINK-3560 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-3685 - X-Coordinate,STARLINK-31108 - X-Coordinate,STARLINK-1308 - X-Coordinate,STARLINK-5639 - X-Coordinate,STARLINK-2374 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-30780 - X-Coordinate,STARLINK-30433 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-4400 - X-Coordinate,STARLINK-2041 - X-Coordinate,STARLINK-2753 - X-Coordinate,STARLINK-31605 - X-Coordinate,STARLINK-31219 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-30773 - X-Coordinate,STARLINK-4700 - X-Coordinate,STARLINK-3103 - X-Coordinate,STARLINK-1965 - X-Coordinate,STARLINK-11273 [DTC] - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-30225 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-31960 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-1557 - X-Coordinate,STARLINK-3810 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-6058 - X-Coordinate,STARLINK-30094 - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-32121 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-30223 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-3268 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-5266 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30122 - Y-Coordinate,STARLINK-32156 - Y-Coordinate,STARLINK-1871 - Y-Coordinate,STARLINK-30305 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-4181 - Y-Coordinate,STARLINK-31867 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-30978 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-2135 - Y-Coordinate,STARLINK-2271 - Y-Coordinate,STARLINK-31499 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-1108 - Y-Coordinate,STARLINK-30989 - Y-Coordinate,STARLINK-4662 - Y-Coordinate,STARLINK-2563 - Y-Coordinate,STARLINK-30896 - Y-Coordinate,STARLINK-6078 - Y-Coordinate,STARLINK-4153 - Y-Coordinate,STARLINK-31038 - Y-Coordinate,STARLINK-4737 - Y-Coordinate,STARLINK-4089 - Y-Coordinate,STARLINK-32049 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-6063 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-3868 - Y-Coordinate,STARLINK-30099 - Y-Coordinate,STARLINK-5498 - Y-Coordinate,STARLINK-5704 - Y-Coordinate,STARLINK-3509 - Y-Coordinate,STARLINK-4171 - Y-Coordinate,STARLINK-3935 - Y-Coordinate,STARLINK-31556 - Y-Coordinate,STARLINK-30950 - Y-Coordinate,STARLINK-5333 - Y-Coordinate,STARLINK-3415 - Y-Coordinate,STARLINK-31477 - Y-Coordinate,STARLINK-4429 - Y-Coordinate,STARLINK-31845 - Y-Coordinate,STARLINK-30296 - Y-Coordinate,STARLINK-4725 - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-1543 - Y-Coordinate,STARLINK-3192 - Y-Coordinate,STARLINK-1643 - Y-Coordinate,STARLINK-30391 - Y-Coordinate,STARLINK-2056 - Y-Coordinate,STARLINK-31033 - Y-Coordinate,STARLINK-4502 - Y-Coordinate,STARLINK-5145 - Y-Coordinate,STARLINK-3560 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-3685 - Y-Coordinate,STARLINK-31108 - Y-Coordinate,STARLINK-1308 - Y-Coordinate,STARLINK-5639 - Y-Coordinate,STARLINK-2374 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-30780 - Y-Coordinate,STARLINK-30433 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-4400 - Y-Coordinate,STARLINK-2041 - Y-Coordinate,STARLINK-2753 - Y-Coordinate,STARLINK-31605 - Y-Coordinate,STARLINK-31219 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-30773 - Y-Coordinate,STARLINK-4700 - Y-Coordinate,STARLINK-3103 - Y-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-11273 [DTC] - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-30225 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-31960 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-1557 - Y-Coordinate,STARLINK-3810 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-6058 - Y-Coordinate,STARLINK-30094 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-32121 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-30223 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-3268 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-5266 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30122 - Z-Coordinate,STARLINK-32156 - Z-Coordinate,STARLINK-1871 - Z-Coordinate,STARLINK-30305 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-4181 - Z-Coordinate,STARLINK-31867 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-30978 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-2135 - Z-Coordinate,STARLINK-2271 - Z-Coordinate,STARLINK-31499 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-1108 - Z-Coordinate,STARLINK-30989 - Z-Coordinate,STARLINK-4662 - Z-Coordinate,STARLINK-2563 - Z-Coordinate,STARLINK-30896 - Z-Coordinate,STARLINK-6078 - Z-Coordinate,STARLINK-4153 - Z-Coordinate,STARLINK-31038 - Z-Coordinate,STARLINK-4737 - Z-Coordinate,STARLINK-4089 - Z-Coordinate,STARLINK-32049 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-6063 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-3868 - Z-Coordinate,STARLINK-30099 - Z-Coordinate,STARLINK-5498 - Z-Coordinate,STARLINK-5704 - Z-Coordinate,STARLINK-3509 - Z-Coordinate,STARLINK-4171 - Z-Coordinate,STARLINK-3935 - Z-Coordinate,STARLINK-31556 - Z-Coordinate,STARLINK-30950 - Z-Coordinate,STARLINK-5333 - Z-Coordinate,STARLINK-3415 - Z-Coordinate,STARLINK-31477 - Z-Coordinate,STARLINK-4429 - Z-Coordinate,STARLINK-31845 - Z-Coordinate,STARLINK-30296 - Z-Coordinate,STARLINK-4725 - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-1543 - Z-Coordinate,STARLINK-3192 - Z-Coordinate,STARLINK-1643 - Z-Coordinate,STARLINK-30391 - Z-Coordinate,STARLINK-2056 - Z-Coordinate,STARLINK-31033 - Z-Coordinate,STARLINK-4502 - Z-Coordinate,STARLINK-5145 - Z-Coordinate,STARLINK-3560 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-3685 - Z-Coordinate,STARLINK-31108 - Z-Coordinate,STARLINK-1308 - Z-Coordinate,STARLINK-5639 - Z-Coordinate,STARLINK-2374 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-30780 - Z-Coordinate,STARLINK-30433 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-4400 - Z-Coordinate,STARLINK-2041 - Z-Coordinate,STARLINK-2753 - Z-Coordinate,STARLINK-31605 - Z-Coordinate,STARLINK-31219 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-30773 - Z-Coordinate,STARLINK-4700 - Z-Coordinate,STARLINK-3103 - Z-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-11273 [DTC] - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-30225 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-31960 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-1557 - Z-Coordinate,STARLINK-3810 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-6058 - Z-Coordinate,STARLINK-30094 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-32121 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-30223 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-3268 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-5266 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,980.7349,-1741.0380,4595.2150,3619.1558,-3683.9216,-4235.4001,-2098.7365,4163.6586,680.5328,3640.1117,-2892.7261,634.8503,-4563.3959,-4813.0762,0.0000,-5195.0088,-5802.6781,-214.7212,-2096.8039,-2353.8098,967.2009,1884.1992,6412.1972,-3978.4660,4025.3142,-4369.5413,-2609.2415,-376.7671,-5928.2738,4204.6283,4544.4719,6147.2986,4589.4742,2081.4658,-5801.3074,-234.1129,2902.7714,-6355.9148,-3089.2109,3663.6522,2995.0183,918.2483,-955.9107,1629.7464,4437.8561,4086.9223,-3940.2300,-5778.7593,-4851.3881,-6473.0493,-4035.9241,5579.4485,3440.8392,2287.5735,-4704.3492,-2443.1180,-2852.8466,1346.0970,1577.2825,-6542.4461,3512.6013,-1646.1397,2766.0254,1514.5354,-5091.2416,5415.1591,257.7892,789.2404,-2279.1245,-877.9365,-2153.8496,5721.4794,-2081.3421,-1985.9969,-5480.7950,-5111.9609,5821.9749,-5767.2255,-1295.2351,-4957.5916,6366.3333,-230.4069,3063.8674,652.6987,233.5271,-3163.3935,-4971.2070,-4301.0124,2313.4152,-6885.6882,-4818.8146,-3129.1616,2490.7569,-3424.6931,537.6856,-759.3386,3892.3127,-5018.7726,-5128.4080,4770.4728,-371874.2836,-389758.2546,-365067.5540,-364214.1994,-371323.1715,-369378.0649,-372808.3115,-369249.7009,-77210200.3543,-77238400.7166,-77185193.3956,-77200838.2802,-369757.2357,-77193485.8932,-6311.9138,-4921.6218,-715.0031,5722.2536,-5852.4250,4615.9945,5677.8543,2743.8344,-5583.4348,3679.5467,4841.0466,-6554.3404,-4455.8844,4933.7128,0.0000,2090.9777,-3744.9406,6358.0114,-4961.8385,4883.6937,5634.3705,-5513.2661,1670.4115,-1632.5525,-4611.1089,4169.1629,-4367.6229,-3399.1418,3236.5329,433.5302,-757.8738,690.8407,1934.9686,6547.4691,2709.6113,6606.5556,4013.1168,-2456.9884,4923.4515,-3534.0497,-3095.7739,-6411.2482,1516.4015,3912.8296,1184.3512,5575.8076,-1390.3609,-366.5868,-82.2668,2423.2715,75.0599,-3564.8093,5823.3290,4504.5573,-1805.6427,-5244.0487,6289.8204,4973.6542,5638.6591,-2172.6371,2668.3729,-6611.1808,6264.1541,4085.4423,-3134.9444,-2952.5758,-6591.6408,3964.1789,6423.2186,4888.1187,-4505.1370,3110.6658,-4642.5287,-3956.8240,-1090.2478,2072.8197,-325.7962,1508.8897,-6220.4329,-2177.7121,-728.5668,-4388.5957,4097.7819,5717.3544,-5509.4689,3097.9251,-759.5269,3739.3287,4691.4119,-619.2512,4827.0840,-2727.7837,6014.7218,4023.6519,-5301.6149,-6805.4694,-1510.2597,846.6185,3123.5948,4373.0824,-83331.6252,-81500.9749,-78538.7191,-80702.3102,-75801.7452,-77468.2620,-85058.7271,-81506.5162,-109381318.5338,-109366277.6970,-109382791.2261,-109373864.6812,-82499.0003,-109373083.2926,2685.8971,4283.2385,4633.1739,-1393.9346,-55.1275,2898.7244,-3122.9578,4644.6535,-4069.1100,-4517.2505,4000.5134,2019.3248,2421.4072,477.3579,0.0000,-4105.6020,436.8203,-2384.9887,-4154.9355,-4334.7778,3869.8987,3722.2867,-1952.7168,5392.6138,2886.7835,3243.2182,-4726.1022,-6056.7130,-1457.3938,5459.9596,5133.8570,3058.2058,-4855.9700,911.8422,-2578.2570,-2033.5626,4782.6657,-71.0734,3308.8804,4689.1686,5392.5559,-2152.8924,-6709.8813,-5369.6086,5069.4017,103.9436,-5508.4156,-3819.3237,4828.7744,113.7558,-5345.2602,2042.1291,-1495.1977,-4738.4179,4705.3770,-3795.6848,254.3651,-4643.4486,3653.5366,-475.9935,5290.3772,1272.5042,-244.7157,-5354.3069,-3544.9167,-3162.6387,-2061.6714,5619.7102,-178.0924,4762.0830,-4575.0646,2090.9759,-4720.3654,-5232.6602,-4080.1567,4214.5815,-3659.3046,-3021.4290,2700.6303,4311.7936,2554.5043,-5340.8406,-4587.1086,-3709.4220,-3998.2285,5285.9892,4719.9736,-3578.3980,4568.4462,-545.7603,-329.3828,5515.5372,1187.4787,4273.3680,-4276.4572,905.4016,5501.6203,4407.8452,3462.6952,2484.2052,-104909.8221,-104787.5320,-105030.8771,-100530.5602,-99664.4189,-109974.6917,-112408.0992,-106245.5534,25773619.9854,25748709.5663,25755696.7806,25760354.8008,-104802.5449,25765242.1477,
3600.000,2270.6303,4639.5426,-4776.2315,-5164.9417,4292.2315,3193.4206,256.6436,-6004.3872,3124.2519,-4241.8694,1668.1993,1009.9253,4235.9490,2262.6349,0.0000,4592.2981,5587.6341,-1768.5658,5203.6871,-318.0594,-3062.7622,590.5218,-6450.6794,4419.0899,-2464.1320,178.8810,5669.6643,3462.2073,2952.4895,-5246.7652,-1929.3330,-4225.6309,-1860.1893,-3875.8373,2290.5419,-1997.2643,-5835.3917,5686.3067,-2088.6787,-1032.0093,881.1883,2580.5915,-334.7879,-5550.5881,-6422.9961,-4497.6068,5624.2113,6472.1370,2378.9258,4362.0593,3743.8538,-2354.5263,-3972.4141,-5139.0948,3619.3941,3889.3034,795.4675,-4897.1712,-3599.0042,5771.5490,-6420.4878,3616.8805,-3803.4952,-5182.6917,5030.7703,-4468.8803,1329.1489,1570.1298,-263.3581,-1569.5647,5790.4857,-5057.7681,5409.4652,5034.3296,3314.3933,955.5112,-6426.6900,1229.8814,2931.0474,6713.6240,-6216.2849,3766.0514,-5739.5972,-2870.1984,2138.1042,-889.1619,3011.4256,3010.5072,-2348.9624,5544.6462,1641.4630,5946.7806,-3818.9503,763.0557,3034.1970,2385.1799,-1811.3699,5509.5925,4159.0649,-3075.8786,-335039.1919,-356789.6657,-331632.7168,-332183.1084,-338864.9293,-337179.8926,-339519.5312,-337207.4209,-46176675.9196,-46203394.0702,-46146099.8698,-46157488.0812,-337026.1966,-46159378.6880,4604.8622,4911.5572,4509.6678,-3952.1838,3677.3964,-5945.5446,-6610.1444,1241.1014,4173.9817,869.4598,-6715.7542,6367.2415,462.1425,-4871.8762,0.0000,-5066.0988,1735.0649,-6082.6408,1336.5577,-6726.2545,-6187.0779,6877.2072,-45.7163,-2728.8138,5985.6448,-5025.6062,1917.4570,-108.9219,-3876.4036,3244.8395,4364.1073,2777.7777,1506.9907,-5073.7809,-3715.5948,-4167.0272,-3466.4823,-661.7638,-4577.9765,6217.0998,5104.0059,4359.5448,3771.3144,-3034.5464,1671.5987,-3279.8527,-2198.5653,-2400.9519,-3930.5224,-3442.5175,-4887.1499,4734.2629,-2899.5348,-4483.7350,-2503.4914,1412.6501,-5681.2201,-4168.3942,-5868.9709,-596.5835,-528.6831,4212.0834,-4036.1153,-3733.8762,-744.2964,5284.7046,6361.2372,-6655.1004,-5228.7669,-6605.8248,1449.0682,768.0703,2520.9919,376.6898,-2507.3471,-2247.6394,2373.6516,-3819.5348,6027.3947,-557.0301,2347.5942,5171.5039,-628.3216,-6169.9039,6448.0524,-4913.4049,-3217.0648,-5859.4138,-405.8249,-1816.7330,-5413.2020,-115.3950,-1753.0421,-6652.2566,5988.0517,4560.4491,5194.4823,-3878.2732,-5548.1697,-1454.6440,-177350.2416,-176098.5590,-169840.6340,-171659.0969,-165810.4594,-167715.6088,-174451.9003,-173850.3765,-125618559.3926,-125613977.8211,-125615408.6878,-125613775.2003,-172619.1588,-125609385.5558,-4665.5411,183.2360,178.6421,-2345.7558,-3992.1478,1453.5778,-1614.3972,-2992.7216,4567.6723,5317.3119,-20.1737,2422.8774,-5336.5616,-4354.3010,0.0000,1186.2580,3683.2373,-2459.1241,4158.2210,1665.3612,225.4392,-475.0216,-2475.6492,-4556.9625,1982.1344,-4669.9601,3504.3174,6013.0926,4884.8616,-3124.6827,-4997.9473,-4706.5506,6512.5476,2685.5116,5332.5999,5131.2215,-1202.2002,3685.5342,-4417.9910,-2882.1849,-4578.9660,4559.7157,5806.6489,2581.0710,-1700.1715,-4109.6630,3349.6500,650.1063,-5090.2598,-4120.2452,2620.8784,-4486.7462,4864.4021,1184.8083,-5322.4199,5529.8246,3842.8253,2581.3451,528.7722,3741.9784,-2467.4288,-4159.5326,-4030.9759,2599.3445,4722.4405,-345.5875,-2357.8064,-1104.4277,4357.2423,-1163.1844,3182.9816,-4548.6499,3525.9461,4618.6773,5516.0805,-6512.6086,-653.3125,5330.7145,1659.8870,-1621.4323,1852.0506,2606.3825,3711.7432,-731.7670,-463.1444,-4772.4883,-5320.7060,-1369.2690,-6538.1394,3736.4652,3813.5840,-3525.8327,-5117.8026,-1196.5650,1246.7159,-4616.3919,-4194.9606,51.4988,-130.1136,-6052.0010,-104872.3144,-106399.6406,-105252.3610,-104111.1107,-100004.4910,-108383.4440,-115081.6590,-104961.6914,25760795.8338,25736330.9588,25751358.3504,25749411.4167,-106211.1383,25754962.5614,
7200.000,-5408.7471,-4705.7281,720.5880,5157.9592,-4133.5337,-321.2582,2224.8451,5434.1573,-6097.4395,4408.5987,314.0322,-2952.9236,-3287.4243,1907.2806,0.0000,-2558.4452,-3719.8445,3519.7036,-6407.1064,2437.5296,3859.6327,-2738.7650,3772.3110,-4170.0895,-1162.6250,3943.1344,-6925.6990,-6173.9296,1470.4792,4696.8968,-223.8236,1572.8746,136.0088,4896.1892,2050.7209,4702.7083,5893.8135,-2791.8784,6023.9084,-1321.8488,-3502.4903,-5726.5738,3416.3609,6364.4956,5315.5196,4060.0997,-5517.4868,-4794.2488,-145.1621,-202.8963,-1716.6023,-1724.0518,4261.4510,5521.5002,-2474.3594,-5209.4480,2566.1061,6403.2499,4150.6999,-3294.0957,6506.7756,-5240.7090,4143.0554,6190.1938,-4347.9781,1762.3235,-3012.0858,-3217.0458,3838.5727,2961.9141,-6541.2690,3125.1537,-6922.8639,-6435.9351,-1143.3384,3325.6068,3889.6985,3445.2700,-3754.6777,-6027.7070,3112.2462,-5122.0591,6464.9036,3785.6530,-3429.1711,3729.5678,-1183.0173,650.9573,3432.3167,-2523.3720,2821.7708,-6586.2865,3925.4630,1978.2634,-4838.8729,-4285.1129,132.7197,-2398.8675,-1629.0603,1704.4596,-276100.1468,-301156.5587,-277040.4556,-279894.5928,-284836.2546,-282815.2706,-285099.5334,-283022.7081,-12005290.9636,-12028053.8623,-11973483.1949,-11979663.8442,-282740.0978,-11987906.0935,-2071.8114,-1778.2931,-4426.1997,310.3440,481.2476,4856.1325,3932.4188,-4018.0051,-2343.8643,-4649.7745,5640.2641,-3278.6787,4193.6093,3782.1508,0.0000,5975.7917,1844.5750,2282.0743,2084.3088,6181.4128,3897.6030,-5555.6866,-2302.6516,5447.8592,-4125.8568,4853.5591,380.4948,1976.8398,4274.8422,-4930.1492,-6700.9174,-5840.9757,-5360.9537,1533.5199,4657.8780,673.1245,1610.3720,4289.8831,2577.6297,-6764.4316,-5896.8472,-1063.9469,-5854.1790,1391.9955,-3196.7476,-906.5461,4056.4924,4082.1024,6627.0754,4156.3489,5951.2745,-5241.1832,-1437.1557,2817.5543,5938.0420,2469.1038,3253.3323,2443.7065,3337.6747,3918.3153,-1138.6386,-451.5602,-477.6882,2441.2823,4423.7322,-5631.6369,-3308.0336,4559.5351,2002.3562,5314.7389,1527.7674,-4826.1122,-352.4582,2227.3366,5844.5996,3500.7634,-3448.1847,5130.9323,-2959.8775,2711.9341,-3475.4382,-4296.4280,-2287.3004,3327.4359,-3723.5625,5688.5848,6325.8416,4352.1084,-3794.8203,4453.8963,4322.1214,1974.2725,-3908.5638,5861.6046,-3992.9223,-607.6401,-6910.2886,4423.0367,5881.9099,-3079.5306,-255564.0558,-259337.6553,-250293.8665,-252326.7375,-244871.1534,-248936.4304,-252487.3535,-250099.7276,-133246226.6491,-133250909.4803,-133236023.1479,-133234725.1901,-251588.1132,-133235898.3706,3801.8609,-4518.6678,-4808.5717,4580.1371,5512.4652,-4906.3038,5082.3813,-930.9273,-2342.3549,-2475.4925,-4004.5314,-5298.2323,4254.4066,5448.6656,0.0000,2420.5634,-5541.1515,5330.8430,-922.9563,1984.1944,-4206.8617,-3090.1754,5296.5013,787.1940,-5247.4531,2809.4144,-205.5430,-2512.4066,-5227.6547,-1205.5568,1649.9712,3320.0675,-4428.5902,-4665.9851,-4663.1791,-5028.1964,-3197.0946,-4502.2149,1355.8407,-712.0225,842.0542,-3555.5643,-1508.1328,2065.5870,-2910.5636,5513.1028,905.8503,2892.2939,1729.2899,5510.3482,2530.7071,4186.4750,-5272.2662,3072.1078,2492.8976,-3824.2849,-5536.4594,1029.1758,-4403.2644,-4646.1730,-1991.0224,4506.5467,5426.0341,1811.2747,-3134.5343,3621.4162,5255.3424,-4109.3519,-5272.2779,-3235.4163,826.2873,3699.9070,-225.1372,-744.8721,-3519.3811,4986.7302,4497.5981,-2539.3208,-4991.2341,-2085.0253,-5090.9845,1744.2258,-290.7260,4618.9763,4542.3283,1174.8559,2493.2317,5078.3552,4696.4192,-4682.7651,-4472.3052,-717.2523,3611.2829,-2832.5757,2689.2557,5375.1736,231.9794,-4487.4649,-3302.6087,5964.7049,-105413.6847,-108001.1588,-105721.6846,-108414.5027,-100813.2487,-106110.0826,-117062.6123,-108634.5401,25747615.5071,25724067.4412,25747598.0200,25744912.2549,-107610.6215,25744704.5752,
