sl_100_5400_20271211 Coordinates.csv
2027/12/11 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:13 2024,
Start: 2027/12/11 07:47:00.00, Stop: 2027/12/11 09:17:00.00,
TIME_UNITS,STARLINK-6159 - X-Coordinate,STARLINK-3998 - X-Coordinate,STARLINK-30090 - X-Coordinate,STARLINK-30210 - X-Coordinate,STARLINK-6219 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-3048 - X-Coordinate,STARLINK-5741 - X-Coordinate,STARLINK-4410 - X-Coordinate,STARLINK-3145 - X-Coordinate,STARLINK-11087 [DTC] - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-5184 - X-Coordinate,STARLINK-3599 - X-Coordinate,STARLINK-30969 - X-Coordinate,STARLINK-3352 - X-Coordinate,STARLINK-3623 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-30376 - X-Coordinate,STARLINK-1566 - X-Coordinate,STARLINK-1916 - X-Coordinate,STARLINK-5455 - X-Coordinate,STARLINK-31272 - X-Coordinate,STARLINK-30184 - X-Coordinate,STARLINK-30910 - X-Coordinate,STARLINK-1094 - X-Coordinate,STARLINK-31658 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-31058 - X-Coordinate,STARLINK-31288 - X-Coordinate,STARLINK-5462 - X-Coordinate,STARLINK-3529 - X-Coordinate,STARLINK-31851 - X-Coordinate,STARLINK-4302 - X-Coordinate,STARLINK-2737 - X-Coordinate,STARLINK-31815 - X-Coordinate,STARLINK-5421 - X-Coordinate,STARLINK-31400 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-1645 - X-Coordinate,STARLINK-2723 - X-Coordinate,STARLINK-30531 - X-Coordinate,STARLINK-6044 - X-Coordinate,STARLINK-5172 - X-Coordinate,STARLINK-5405 - X-Coordinate,STARLINK-4139 - X-Coordinate,STARLINK-5528 - X-Coordinate,STARLINK-3055 - X-Coordinate,STARLINK-5466 - X-Coordinate,STARLINK-5582 - X-Coordinate,STARLINK-2010 - X-Coordinate,STARLINK-31807 - X-Coordinate,STARLINK-30912 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-6316 - X-Coordinate,STARLINK-11118 [DTC] - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-3289 - X-Coordinate,STARLINK-4716 - X-Coordinate,STARLINK-4639 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-5179 - X-Coordinate,STARLINK-2235 - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-5824 - X-Coordinate,STARLINK-3276 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-3452 - X-Coordinate,STARLINK-2377 - X-Coordinate,STARLINK-1477 - X-Coordinate,STARLINK-31985 - X-Coordinate,STARLINK-31046 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-5794 - X-Coordinate,STARLINK-4559 - X-Coordinate,STARLINK-6108 - X-Coordinate,STARLINK-31969 - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-31643 - X-Coordinate,STARLINK-30209 - X-Coordinate,STARLINK-1262 - X-Coordinate,STARLINK-4732 - X-Coordinate,STARLINK-3677 - X-Coordinate,STARLINK-6191 - X-Coordinate,STARLINK-3219 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-4444 - X-Coordinate,STARLINK-3100 - X-Coordinate,STARLINK-30940 - X-Coordinate,STARLINK-31845 - X-Coordinate,STARLINK-4368 - X-Coordinate,STARLINK-30308 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-5959 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-3998 - Y-Coordinate,STARLINK-30090 - Y-Coordinate,STARLINK-30210 - Y-Coordinate,STARLINK-6219 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-3048 - Y-Coordinate,STARLINK-5741 - Y-Coordinate,STARLINK-4410 - Y-Coordinate,STARLINK-3145 - Y-Coordinate,STARLINK-11087 [DTC] - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-5184 - Y-Coordinate,STARLINK-3599 - Y-Coordinate,STARLINK-30969 - Y-Coordinate,STARLINK-3352 - Y-Coordinate,STARLINK-3623 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-30376 - Y-Coordinate,STARLINK-1566 - Y-Coordinate,STARLINK-1916 - Y-Coordinate,STARLINK-5455 - Y-Coordinate,STARLINK-31272 - Y-Coordinate,STARLINK-30184 - Y-Coordinate,STARLINK-30910 - Y-Coordinate,STARLINK-1094 - Y-Coordinate,STARLINK-31658 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-31058 - Y-Coordinate,STARLINK-31288 - Y-Coordinate,STARLINK-5462 - Y-Coordinate,STARLINK-3529 - Y-Coordinate,STARLINK-31851 - Y-Coordinate,STARLINK-4302 - Y-Coordinate,STARLINK-2737 - Y-Coordinate,STARLINK-31815 - Y-Coordinate,STARLINK-5421 - Y-Coordinate,STARLINK-31400 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-1645 - Y-Coordinate,STARLINK-2723 - Y-Coordinate,STARLINK-30531 - Y-Coordinate,STARLINK-6044 - Y-Coordinate,STARLINK-5172 - Y-Coordinate,STARLINK-5405 - Y-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-5528 - Y-Coordinate,STARLINK-3055 - Y-Coordinate,STARLINK-5466 - Y-Coordinate,STARLINK-5582 - Y-Coordinate,STARLINK-2010 - Y-Coordinate,STARLINK-31807 - Y-Coordinate,STARLINK-30912 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-6316 - Y-Coordinate,STARLINK-11118 [DTC] - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-3289 - Y-Coordinate,STARLINK-4716 - Y-Coordinate,STARLINK-4639 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-5179 - Y-Coordinate,STARLINK-2235 - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-5824 - Y-Coordinate,STARLINK-3276 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-3452 - Y-Coordinate,STARLINK-2377 - Y-Coordinate,STARLINK-1477 - Y-Coordinate,STARLINK-31985 - Y-Coordinate,STARLINK-31046 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-5794 - Y-Coordinate,STARLINK-4559 - Y-Coordinate,STARLINK-6108 - Y-Coordinate,STARLINK-31969 - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-31643 - Y-Coordinate,STARLINK-30209 - Y-Coordinate,STARLINK-1262 - Y-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-3677 - Y-Coordinate,STARLINK-6191 - Y-Coordinate,STARLINK-3219 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-4444 - Y-Coordinate,STARLINK-3100 - Y-Coordinate,STARLINK-30940 - Y-Coordinate,STARLINK-31845 - Y-Coordinate,STARLINK-4368 - Y-Coordinate,STARLINK-30308 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-5959 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-3998 - Z-Coordinate,STARLINK-30090 - Z-Coordinate,STARLINK-30210 - Z-Coordinate,STARLINK-6219 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-3048 - Z-Coordinate,STARLINK-5741 - Z-Coordinate,STARLINK-4410 - Z-Coordinate,STARLINK-3145 - Z-Coordinate,STARLINK-11087 [DTC] - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-5184 - Z-Coordinate,STARLINK-3599 - Z-Coordinate,STARLINK-30969 - Z-Coordinate,STARLINK-3352 - Z-Coordinate,STARLINK-3623 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-30376 - Z-Coordinate,STARLINK-1566 - Z-Coordinate,STARLINK-1916 - Z-Coordinate,STARLINK-5455 - Z-Coordinate,STARLINK-31272 - Z-Coordinate,STARLINK-30184 - Z-Coordinate,STARLINK-30910 - Z-Coordinate,STARLINK-1094 - Z-Coordinate,STARLINK-31658 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-31058 - Z-Coordinate,STARLINK-31288 - Z-Coordinate,STARLINK-5462 - Z-Coordinate,STARLINK-3529 - Z-Coordinate,STARLINK-31851 - Z-Coordinate,STARLINK-4302 - Z-Coordinate,STARLINK-2737 - Z-Coordinate,STARLINK-31815 - Z-Coordinate,STARLINK-5421 - Z-Coordinate,STARLINK-31400 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-1645 - Z-Coordinate,STARLINK-2723 - Z-Coordinate,STARLINK-30531 - Z-Coordinate,STARLINK-6044 - Z-Coordinate,STARLINK-5172 - Z-Coordinate,STARLINK-5405 - Z-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-5528 - Z-Coordinate,STARLINK-3055 - Z-Coordinate,STARLINK-5466 - Z-Coordinate,STARLINK-5582 - Z-Coordinate,STARLINK-2010 - Z-Coordinate,STARLINK-31807 - Z-Coordinate,STARLINK-30912 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-6316 - Z-Coordinate,STARLINK-11118 [DTC] - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-3289 - Z-Coordinate,STARLINK-4716 - Z-Coordinate,STARLINK-4639 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-5179 - Z-Coordinate,STARLINK-2235 - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-5824 - Z-Coordinate,STARLINK-3276 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-3452 - Z-Coordinate,STARLINK-2377 - Z-Coordinate,STARLINK-1477 - Z-Coordinate,STARLINK-31985 - Z-Coordinate,STARLINK-31046 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-5794 - Z-Coordinate,STARLINK-4559 - Z-Coordinate,STARLINK-6108 - Z-Coordinate,STARLINK-31969 - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-31643 - Z-Coordinate,STARLINK-30209 - Z-Coordinate,STARLINK-1262 - Z-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-3677 - Z-Coordinate,STARLINK-6191 - Z-Coordinate,STARLINK-3219 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-4444 - Z-Coordinate,STARLINK-3100 - Z-Coordinate,STARLINK-30940 - Z-Coordinate,STARLINK-31845 - Z-Coordinate,STARLINK-4368 - Z-Coordinate,STARLINK-30308 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-5959 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4815.7696,-369.7867,5137.1293,-5355.7978,-181.0821,2216.4363,-2886.4430,-1383.0842,164.8635,-5760.5778,-5572.0810,-5083.4257,-4975.3465,-4575.0301,-1232.7285,3977.4191,-2023.3436,-1243.3624,-4980.2418,422.5526,-5465.9505,-5809.0020,1213.2363,-3172.8796,3222.9396,3667.7949,0.0000,-941.1855,1800.8078,-2512.2837,515.7671,5025.7603,59.4860,-83.4220,-5122.0670,4460.0231,651.5064,5341.8534,-4645.9683,4659.8467,-6687.1893,-4340.9839,3862.7323,-5564.6211,-2794.6236,3395.6865,-2377.2174,-4864.7186,-5514.4030,1377.6676,-5758.2751,-634.5578,6532.3153,914.8407,732.5582,5032.4287,-6874.7159,-6147.3627,4170.9155,4729.4727,4294.9405,2741.1151,3317.6929,-6318.7957,4599.3989,-4628.7582,-3859.6084,3581.3043,-2347.2740,5497.9427,-6234.0024,4484.3845,2438.1503,5663.7831,6349.1054,-1791.7119,-3064.6150,2009.9076,4438.9545,1290.9637,5641.2514,4796.9381,2911.2062,-2040.4132,-2322.8864,3256.6501,-4673.7942,3366.0260,-2210.0005,5063.0171,-4273.5673,4101.6350,867.1642,-2330.5064,4780.3911,-6078.9243,2654.5460,-3906.3634,2564.6300,3361.3034,321259.6117,301840.8118,316202.0203,315939.4357,311487.7677,311988.3783,306488.7581,310064.2792,-19140264.5686,-19162923.7879,-19135340.5795,-19139807.1833,310106.1771,-19140206.3778,3345.7297,6902.7981,3287.5682,-530.9903,-5339.0448,-5524.5051,4640.0176,6586.9534,965.2450,2664.4450,-2822.6512,2406.3096,-713.4855,-444.3213,5541.1439,-1333.8368,-6205.7584,-4831.5862,-2169.6683,-4129.5558,-3512.1468,-3789.5825,-5441.2366,4827.8375,2794.1761,-3734.8379,0.0000,1283.9039,-4986.5241,5838.2545,-2450.0278,4263.9692,-5676.7528,6916.5984,-4371.7298,-4607.9504,6779.3488,-253.2601,1830.7999,-3806.3801,-229.3169,-3719.6690,-2044.7587,-3299.1533,-4976.8138,2910.2071,-4534.5810,-4864.2275,2681.2813,5279.5351,-2096.3606,2397.9096,2078.7852,-5402.9932,-6810.1762,1832.0076,810.8032,732.7301,-3029.9655,3483.2953,5054.7419,-4834.6231,-5662.4546,503.7375,-2443.5723,-339.6032,-1539.2838,-3948.2785,-4664.5887,-4154.8830,2552.6555,-4182.7573,6425.6318,-1842.0677,1247.5913,-6515.1689,3015.2629,5893.3275,-2732.0568,-4585.6561,-2269.1391,1336.8940,-3299.8711,4010.1429,-4262.4434,6014.4396,-5054.7387,2570.2241,-3767.3096,-442.8222,179.6728,-3441.3659,-1481.2881,496.8773,2503.6865,1986.8507,-2350.7479,-3472.1819,-3886.6135,5689.6921,-163092.1141,-152539.6749,-164802.1172,-165042.7528,-157654.2964,-159684.9668,-165563.2259,-166301.1286,308682519.9013,308672226.5387,308669209.1196,308673125.2345,-164514.6017,308665334.3150,3685.2518,-333.4900,3277.8913,-4357.1759,-4407.9062,-3495.6956,4276.4725,-1624.2700,6857.7113,2716.4996,-2561.3990,4011.5071,-4750.3644,-5162.1800,3964.8806,5478.0124,2245.8901,-4644.7077,-4305.9221,5439.0748,-1447.9395,408.5029,3938.2872,-3834.3861,5337.0775,4469.5192,0.0000,6775.6061,4302.5646,-2545.2823,6474.2185,2082.8759,3672.4985,-518.2697,309.0913,-2362.9796,402.1239,4210.0641,-4634.2681,3102.5253,632.7049,3791.3964,-5343.5526,2422.3684,-3956.6529,5244.9914,-4689.7479,295.5535,3227.6332,-4325.7179,3156.3855,6480.6647,-5.9367,4022.9113,-599.7440,4394.0692,-71.6480,-3123.4339,4320.4509,-3201.7273,1156.8808,-4108.4640,-2197.2749,-2773.4381,-4450.1644,-5119.8261,5521.6760,-4435.2395,-4556.4583,521.3818,-1632.8774,-3166.6988,676.3619,-3417.9379,2434.6157,-1048.8298,-5332.6627,2439.0957,-4574.6693,4993.7941,3315.7788,4578.5037,5212.0957,5188.6598,4797.9525,-1130.2488,582.8230,5463.7096,5360.9971,4702.0903,5408.0578,-4214.8802,6703.7984,6516.3779,4270.2676,-2436.0732,-5972.4491,-4550.1089,4920.1469,-2146.7409,142697.8870,140240.2032,143114.0700,145619.5917,147917.8655,138209.0134,134350.3937,142162.8220,-137491540.3758,-137457935.1738,-137463147.4704,-137472496.0816,142416.1389,-137480493.5297,
300.000,5138.8704,837.4696,5336.6796,-4838.9525,-2185.0704,461.4005,-2695.0903,270.8668,-1839.7243,-4305.5014,-6456.1585,-3382.2727,-4136.0650,-3837.4756,518.0303,3424.3246,-3305.8626,-3251.9868,-5091.1584,-1755.5638,-6167.4076,-5955.7494,-837.9471,-1823.5791,4797.6961,2947.3194,0.0000,-3023.0237,-346.1061,-909.2456,-1374.3556,5203.7904,-1814.0201,-514.8547,-5702.8472,3419.0756,1812.9082,5501.5004,-4610.1880,3791.4568,-6538.0660,-5746.4648,2258.9572,-5701.2272,-2818.5820,4042.6981,-4055.4798,-5522.7090,-3968.6021,1853.7927,-6656.8244,1236.4924,6563.8166,-928.7614,-816.5105,5920.0722,-6376.6780,-5082.7884,3724.8436,4694.3918,5204.6570,808.3957,1766.1501,-6580.5252,4398.9787,-3815.5591,-4491.8971,1627.2083,-4234.1860,4611.0658,-5671.8970,2755.6645,3382.8995,4171.5920,6880.3393,-2813.1673,-1861.0282,2970.7274,2868.1122,-777.7129,4172.4850,4980.0230,848.4012,122.0738,-3399.4135,4541.8613,-5225.3940,4207.8283,-4132.0259,4530.4850,-3544.4035,3026.7727,917.6202,-1976.3549,5038.6081,-5949.6743,4350.4490,-4838.1695,1333.8535,4078.6204,324404.2568,305064.8972,319529.8815,319203.0469,314824.7901,315295.0716,309896.6036,313463.3892,-25872035.6996,-25895172.7821,-25867494.4826,-25872243.6262,313452.5334,-25872015.7650,1350.4574,6708.1126,1345.7183,1531.6572,-5481.5786,-5039.6898,5902.3404,6249.7394,1954.6925,3469.2512,-1789.2445,3321.7735,1181.7046,1570.4911,6256.6780,-3376.2218,-6042.6612,-4024.7258,-55.2999,-3931.3933,-2468.8532,-3147.4497,-5030.8689,6102.8318,1430.8909,-5347.4114,0.0000,1805.1646,-4989.2988,5485.2556,-3430.4637,2736.4390,-4808.0351,6371.7755,-3263.8557,-5845.7568,6203.6224,-2238.9102,3663.5833,-5319.3521,998.7577,-2972.2453,-3510.0448,-1491.5307,-3312.9716,844.2375,-3187.8777,-3826.9635,3856.8901,3592.5749,-970.5772,3428.0713,821.4974,-6015.1200,-6501.4912,33.0880,1960.8074,2331.7354,-4740.0712,1662.1638,4220.0868,-4607.9352,-5560.9189,1843.7582,-4197.5228,1639.3603,524.5237,-4806.0731,-3848.7820,-4985.5794,3980.0226,-4489.2259,5510.3796,-2880.1392,38.3016,-5591.4110,4699.0832,4535.4032,-4198.5617,-4107.0041,-3564.0137,-839.6222,-4008.8260,4128.3203,-2443.9262,5218.9450,-3868.6803,561.0803,-3037.2907,-2530.0171,2234.5811,-5114.9049,801.0610,2640.9276,391.8001,3307.5140,-2923.0389,-1536.6708,-5391.5557,5623.5828,-156185.9129,-146188.1366,-158341.3802,-158499.1841,-151050.3966,-153095.1200,-158951.5025,-159581.5401,308192614.3723,308182038.5443,308179867.9084,308183391.2179,-157938.7382,308175501.5259,4440.7784,1473.0725,4199.1415,-4710.6780,-3624.5457,-4695.4997,2465.5065,-2969.7884,6386.3193,4130.7955,-819.1738,5022.9519,-5415.2725,-5530.0586,2924.7677,4949.6074,485.8388,-4437.0939,-4704.0563,5318.1147,388.0894,-1707.0490,4534.7104,-2737.8040,4650.6113,3182.8888,0.0000,6005.5204,4647.5191,-3997.0217,5877.0662,3630.8490,4392.2730,-2698.4680,-1514.1635,-908.1377,2177.5872,3326.6996,-3424.8739,1784.2602,-1205.5265,2287.2978,-5498.2340,3600.7365,-5414.4346,5518.1178,-4646.9617,-1513.6015,4167.9666,-5669.5224,1513.2174,5906.2037,1789.9288,3031.7791,-2084.9499,3600.3082,-1855.2270,-4100.8383,2988.3032,-4467.6149,-680.5723,-5087.4745,-3723.8475,-1072.9526,-3154.3271,-5523.1640,5226.2932,-4726.3476,-3909.0138,-1291.5018,-114.0963,-4460.3546,2419.7049,-4632.9285,698.2441,-2757.1768,-4622.9172,3910.8851,-4715.8881,5491.1094,4223.5101,4500.7599,5452.7425,5486.8168,5388.7107,411.0627,2330.6976,5456.3793,4641.1751,4584.6411,5476.1695,-3331.5161,6811.6275,6104.8919,4670.2778,-689.2473,-4556.3882,-4716.8588,3881.8830,-51.4559,142730.8462,140303.5314,143280.1793,145522.0362,148070.0686,138515.7689,134307.9945,141760.4978,-137490799.7208,-137457175.7529,-137462183.4858,-137471972.2806,142484.6942,-137479640.3902,
600.000,5005.2573,1978.2180,5055.5772,-3894.5093,-3960.9553,-1374.5785,-2260.1668,1923.7326,-3686.1489,-2415.9995,-6645.4132,-1352.5719,-2936.4885,-2775.0895,2195.2127,2585.2834,-4252.7704,-4941.0689,-4754.6570,-3756.4112,-6180.6286,-5509.1367,-2824.2528,-323.4955,5903.0421,1966.0085,0.0000,-4805.6033,-2464.5553,821.0566,-3082.8277,4897.1591,-3528.4119,-852.7327,-5681.6224,2039.4383,2811.2396,5125.7083,-4129.9356,2544.5763,-5678.3352,-6560.8704,470.3191,-5308.1459,-2626.0226,4345.9031,-5370.2880,-5635.8541,-2044.8745,2217.7750,-6886.8931,2938.1404,5930.0984,-2654.1253,-2304.2003,6256.2196,-5244.6577,-3544.9355,2909.4796,4189.8659,5557.3786,-1229.6477,10.2854,-6192.1027,3781.1711,-2677.9152,-4732.3889,-471.0202,-5714.0120,3255.1898,-4559.6477,735.3224,4015.8213,2264.4155,6727.1092,-3576.4797,-516.4512,3650.4918,1049.4342,-2791.5212,2309.3096,4688.0308,-1285.4616,2273.8702,-4183.0496,5389.4059,-5275.9720,4688.6711,-5650.1095,3601.7636,-2519.1366,1675.2228,772.5718,-1501.7239,4843.7229,-5212.2995,5604.0661,-5343.7006,5.1358,4380.1224,327396.9292,308156.5888,322714.7114,322322.3513,318021.0226,318459.8534,313163.8765,316713.2242,-32591540.7788,-32615151.5326,-32587407.1930,-32592419.8991,316659.4780,-32591562.2349,-784.4518,5847.0759,-741.3620,3463.2727,-5122.8406,-4092.1516,6553.2445,5318.4969,2652.6273,3974.1246,-573.1546,3962.7806,2995.4012,3456.8158,6380.4315,-5086.1689,-5277.7508,-2849.6795,2069.8767,-3391.5457,-1144.9849,-2166.3904,-4149.6109,6791.6049,-32.1749,-6417.4735,0.0000,2053.1333,-4531.5275,4601.0874,-4127.9211,912.6551,-3467.9721,5134.6525,-1791.3384,-6487.0845,4982.6286,-3978.2075,5097.5798,-6271.9154,2132.4965,-1947.6155,-4672.9347,481.9343,-1296.2282,-1291.9415,-1570.0025,-2391.4899,4698.2553,1548.3722,235.4198,4174.5879,-539.3879,-6028.2160,-5550.8700,-1742.5666,2937.2620,3740.4142,-5927.1446,-366.8777,2923.5804,-3975.1719,-4938.4529,2989.1220,-5507.0729,3485.6522,2513.1209,-5243.1412,-2697.5454,-5330.4887,5020.0737,-4395.1654,4036.5535,-3678.3903,-1166.8356,-4087.9537,5921.9292,2676.8106,-5294.3400,-3276.6121,-4552.2488,-2922.7037,-4363.8288,3891.0879,-394.6963,3914.4285,-2279.9064,-1479.0653,-2058.1463,-4379.8250,4087.2914,-6269.2984,2996.1777,4524.3330,-1761.2003,4281.1330,-3122.3055,530.5905,-6339.6303,4985.2038,-149220.6539,-139769.9493,-151813.0698,-151890.8312,-144379.9574,-146444.5474,-152269.0916,-152668.3701,307555911.2447,307545034.1026,307543710.8083,307546810.8733,-151294.9869,307538868.9438,4720.2364,3120.9210,4669.7045,-4559.3275,-2452.3655,-5387.4972,391.6052,-3996.4720,5233.1159,5097.7396,1018.0516,5492.1831,-5498.1726,-5302.6902,1570.7826,3885.5058,-1326.9036,-3730.9547,-4599.5814,4607.2285,2177.2154,-3641.1393,4623.5922,-1348.2737,3445.6569,1548.7945,0.0000,4603.1420,4472.9930,-5005.5744,4655.9045,4786.7953,4606.3380,-4590.7006,-3161.4606,648.2521,3708.2967,2067.7218,-1829.5929,261.1083,-2902.3037,530.7666,-5058.8552,4389.6305,-6297.6173,5192.3220,-4109.9572,-3157.5043,4661.9566,-6416.4844,-294.6478,4704.0307,3387.4085,1697.0285,-3341.4411,2420.9142,-3439.4884,-4640.2837,1306.6844,-5203.0495,-2438.5962,-5518.4425,-4850.3884,743.1693,-1508.7718,-5331.5695,4367.9946,-4512.9981,-2843.1562,-2964.9017,1416.9014,-5271.2350,3900.8071,-5338.9914,-1113.4924,-4158.3847,-3401.3712,4916.9132,-4353.9003,5394.6089,4678.3154,3905.9341,5082.8804,5183.0128,5376.9081,1908.2842,3826.2778,4862.0259,3422.1897,3975.6797,4950.5908,-2072.9295,6190.3451,5044.5130,4560.2969,1134.3289,-2656.1925,-4379.1266,2399.3760,2049.2813,142763.6315,140367.0746,143444.6798,145419.5681,148218.7665,138828.7259,134270.4939,141413.0087,-137490053.7040,-137456418.4438,-137461229.7182,-137471470.3229,142553.1552,-137478786.9347,
